#漢字	音標	解釋
一	il	
篜	jeung	
篝	gu	
篞	nyeol(yeol)	
篟	cheon	
篠	so	
篡	chan	
篢	gong	
篣	bang	
篤	dok	
篥	ryul(yul)	
篦	bi	
篧	chak	
篨	jeo	
篩	sa	
篪	ji	
篪	ho	
篫	chuk	
篬	chang	
篭	rong(nong)	
籃	ram(nam)	
籛	jeon	
篰	bu	
篱	ri(i)	
篲	su	
篲	hye	
篳	pil	
篴	jeok	
篵	chong	
篶	eon	
篷	bong	
篸	jam	
篸	cham	
篹	chan	
篹	jeon	
篹	san	
篺	pae	
篻	pyo	
篼	du	
篽	eo	
篾	myeol	
篿	jeon	
篿	dan	
簀	chaek	
簁	sa	
簂	gwe	
簃	i	
簄	ho	
簅	san	
簆	gu	
簇	jok	
簇	chak	
簈	byeong	
簉	chu	
簊	gi	
簋	gwe	
簌	sok	
簍	ru(nu)	
簎	chak	
簏	rok(nok)	
簐	nyeon(yeon)	
簑	sa	
簑	soe	
簒	chan	
簓	jo	
簔	sa	
簕	reuk(neuk)	
籪	dan	
簗	ryang(yang)	
簘	so	
簙	bak	
簚	myeok	
簛	si	
簜	tang	
簝	ryo(yo)	
簞	dan	
簟	jeom	
簠	bo	
簡	gan	
簢	min	
簣	gwe	
簤	dae	
簥	gyo	
簦	deung	
簧	hwang	
簨	sun	
簩	ro(no)	
簪	jam	
簫	so	
簬	ro(no)	
簭	seo	
簮	jam	
簯	gi	
簰	pae	
簱	gi	
簲	bi	
簳	gan	
簴	geo	
簵	ro(no)	
簶	rok(nok)	
簷	cheom	
簸	pa	
簹	dang	
簺	sae	
簻	gwa	
簼	gu	
簽	cheom	
簾	ryeom(yeom)	
簿	bu	
簿	bak	
籀	ju	
籟	roe(noe)	
籂	sik	
籃	ram(nam)	
籄	gwe	
籅	yeo	
籆	hwak	
籇	ho	
籇	mi	
籈	jin	
籉	dae	
籊	jeok	
籋	seop	
籌	ju	
籍	jeok	
籍	ja	
籎	ui	
籏	gi	
籐	deung	
籑	chan	
籒	ju	
籓	beon	
籔	su	
籕	chu	
籕	ryu(yu)	
籕	ju	
籖	cheom	
籗	gwak	
籘	deung	
籙	rok(nok)	
籚	ro(no)	
籛	jeon	
籜	tak	
籝	yeong	
籞	eo	
籟	roe(noe)	
籠	rong(nong)	
籡	cheom	
籢	ryeom(yeom)	
籣	ran(nan)	
籤	cheom	
籥	yak	
籦	jong	
籧	geo	
籨	ryeom(yeom)	
籩	byeon	
籪	dan	
籫	chan	
籬	ri(i)	
籭	sa	
籮	ra(na)	
籯	yeong	
籰	hwak	
籱	chak	
籱	gwak	
籲	yu	
籲	yak	
米	mi	
籴	jeok	
籴	jap	
籵	sip	
籶	sin	
籷	chaek	
籸	sin	
籹	yeo	
籺	heul	
类	ryu(yu)	
类	roe(noe)	
籼	seon	
籽	ja	
籾	in	
籿	chon	
粀	jang	
粁	cheon	
粂	gu	
粃	bi	
粄	pan	
粅	mul	
粆	sa	
粇	gang	
粈	nyu(yu)	
粉	bun	
粊	bi	
粹	su	
粹	swae	
粌	in	
粍	mo	
粎	cheok	
粏	tae	
粐	ho	
粑	pa	
粒	rip(ip)	
粓	gam	
粔	geo	
粕	bak	
粖	mal	
粗	jo	
粘	jeom	
粙	ju	
粚	ri(i)	
肅	suk	
糶	jo	
糲	ryeo(yeo)	
粞	seo	
粟	sok	
粠	hong	
粡	dong	
粢	ja	
粢	je	
粣	chaek	
粤	wol	
粥	juk	
粥	yuk	
粦	rin(in)	
粧	jang	
粨	baek	
粩	no	
糞	bun	
粫	i	
粬	gok	
粬	guk	
粭	hap	
糧	ryang(yang)	
粯	gan	
粯	han	
粰	bu	
粱	ryang(yang)	
粲	chan	
粳	gaeng	
粳	gyeong	
粴	ri(i)	
粵	wol	
粶	rok(nok)	
粷	guk	
粸	gi	
粹	su	
粹	swae	
粺	pae	
粻	jang	
粼	rin(in)	
糉	jong	
精	jeong	
粿	gwa	
糀	hwa	
糝	sam	
糂	sam	
糃	dang	
糄	byeon	
糅	yu	
糆	myeon	
糇	hu	
糈	seo	
糉	jong	
糊	ho	
糋	jeon	
糌	chal	
糌	chan	
糍	ja	
糎	ri(i)	
糏	seol	
糐	bu	
糑	nik(ik)	
糒	bi	
糓	gok	
糔	su	
糕	go	
糖	dang	
糖	tang	
糗	gu	
糘	ga	
糙	jo	
糚	jang	
糛	dang	
糜	mi	
糝	sam	
糞	bun	
糟	jo	
糠	gang	
糡	gang	
糢	mo	
糣	sam	
糤	san	
糥	na	
糦	chi	
糧	ryang(yang)	
糨	gang	
糩	goe	
糪	byeok	
糫	hwan	
糬	seo	
糭	jong	
糮	ham	
糯	na	
糯	nan	
糰	dan	
糱	eol	
糲	ryeo(yeo)	
糳	chak	
糴	jeok	
糵	eol	
糶	jo	
糷	ran(nan)	
糸	myeok	
糸	sa	
糹	myeok	
糹	sa	
糺	gyu	
系	gye	
糼	gong	
糽	jeong	
糾	gyu	
糾	gyo	
糿	gong	
紀	gi	
紁	cha	
紂	ju	
紃	sun	
紃	cheon	
約	yak	
約	yo	
約	jeok	
紅	hong	
紅	gong	
紆	u	
紇	heul	
紈	hwan	
紉	in	
紉	geun	
紊	mun	
紋	mun	
紌	gu	
納	nap	
紎	chi	
紏	du	
紏	gyu	
紐	nyu(yu)	
紑	bu	
紒	gye	
紓	seo	
純	sun	
純	jun	
純	don	
純	jeon	
純	chi	
紕	bi	
紖	jin	
紗	sa	
紗	myo	
紘	goeng	
紙	ji	
級	geup	
紛	bun	
紜	un	
紝	im	
紞	dam	
紟	geum	
素	so	
紡	bang	
索	saek	
索	sak	
紣	choe	
紣	chwae	
紤	gyu	
紥	chal	
紦	pa	
緊	gin	
紨	bu	
紩	jil	
紪	cheo	
紫	ja	
紬	ju	
紭	hoeng	
紮	chal	
累	ru(nu)	
累	ra(na)	
累	ryeop(yeop)	
細	se	
紱	bul	
紲	seol	
紲	ye	
紳	sin	
紴	pi	
紴	pa	
紵	jeo	
紶	geo	
紷	ryeong(yeong)	
紸	ju	
紹	so	
紹	cho	
紺	gam	
紻	ang	
紼	bul	
紽	ta	
紾	jin	
紿	tae	
絀	chul	
絁	si	
終	jong	
絃	hyeon	
組	jo	
絅	gyeong	
絆	ban	
絇	gu	
絈	maek	
絉	sul	
絊	bon	
絋	gwang	
經	gyeong	
絍	im	
絎	haeng	
絏	seol	
結	gyeol	
結	gye	
絑	ju	
絒	su	
絓	gwae	
絔	baek	
絔	maek	
絕	jeol	
絖	gwang	
絗	hol	
絘	cha	
絙	hwan	
絚	geung	
絛	jo	
絜	hyeol	
絜	gyeol	
絜	gye	
絜	gal	
絝	go	
絞	gyo	
絞	hyo	
絟	jeon	
絠	gae	
絡	rak(nak)	
絢	hyeon	
絢	sun	
絣	byeong	
絣	bung	
絤	seon	
絥	bok	
給	geup	
絧	dong	
絨	yung	
絩	jo	
絩	do	
絪	in	
絫	ryu(yu)	
絫	ru(nu)	
絬	seol	
絭	gwon	
絮	seo	
絮	cheo	
絮	na	
絯	hae	
絰	jil	
統	tong	
絲	sa	
絲	myeok	
絳	gang	
絴	sang	
繪	hoe	
絕	jeol	
縶	jip	
縶	chip	
絸	gyeon	
絹	gyeon	
絺	chi	
絻	mun	
絼	jin	
絽	ryeo(yeo)	
絾	seong	
絿	gu	
綀	so	
綁	bang	
綂	tong	
綃	cho	
綃	so	
綄	hwan	
綄	wan	
綅	chim	
綆	gyeong	
綆	byeong	
綇	su	
綈	je	
綉	su	
綊	hyeop	
綋	goeng	
綌	gyeok	
綍	bal	
綍	bul	
綎	jeong	
綏	su	
綐	tae	
綑	gon	
綒	bu	
經	gyeong	
綔	ho	
綕	ji	
綖	yeon	
綗	gyeong	
綘	bong	
繼	gye	
續	sok	
綛	i	
綜	jong	
綝	chim	
綝	rim(im)	
綞	ta	
綞	su	
綟	ryeo(yeo)	
綠	rok(nok)	
綡	ryang(yang)	
綢	ju	
綢	do	
綣	gwon	
綣	gyun	
綤	so	
綥	gi	
綦	gi	
綧	jun	
綨	gi	
綩	won	
綪	cheon	
綫	seon	
綬	su	
維	yu	
綮	gye	
綮	gyeong	
綯	do	
綰	gwan	
綱	gang	
網	mang	
綳	bung	
綴	cheol	
綵	chae	
綶	gwa	
綷	choe	
綷	chwae	
綸	ryun(yun)	
綸	gwan	
綹	ryu(yu)	
綺	gi	
綻	tan	
綼	byeok	
綽	jak	
綾	reung(neung)	
綿	myeon	
緀	cheo	
緁	cheop	
緂	dam	
緃	jong	
緄	gon	
緄	hon	
緅	chu	
緆	seok	
緇	chi	
緈	haeng	
緉	ryang(yang)	
緊	gin	
緋	bi	
緌	yu	
緍	min	
緍	myeon	
緎	yeok	
總	chong	
緐	beon	
緐	ban	
緐	pa	
緐	min	
綠	rok(nok)	
緖	seo	
緖	sa	
緓	yeong	
緔	sang	
緕	ja	
緕	jae	
緖	seo	
緖	sa	
緗	sang	
緘	ham	
緙	gyeok	
線	seon	
緛	yeon	
緜	myeon	
緜	myo	
緝	jip	
緝	jeup	
緞	dan	
緟	jong	
緟	jung	
締	che	
緡	min	
緡	myeon	
緢	myo	
緣	yeon	
緣	dan	
緤	seol	
緥	bo	
緦	si	
緧	chu	
編	pyeon	
編	byeon	
緩	wan	
緪	geung	
緫	chong	
緬	myeon	
緭	wi	
緮	bu	
緯	wi	
緰	yo	
緱	gu	
緲	myo	
緳	hyeol	
練	ryeon(yeon)	
緵	jong	
緶	pyeon	
緷	hon	
緷	gon	
緸	in	
緹	je	
緺	wae	
緻	chi	
緼	on	
緽	jeong	
緾	jeon	
緿	tae	
縀	ha	
緣	yeon	
縂	chong	
縃	seo	
繩	seung	
縅	wi	
縆	geung	
縇	seon	
縈	yeong	
縉	jin	
縊	aek	
縋	chu	
縌	yeok	
縍	bang	
縎	gol	
縏	ban	
縐	chu	
縐	chuk	
縑	gyeom	
縒	chak	
縒	chi	
縒	cha	
縓	jeon	
縔	sang	
縕	on	
縖	hal	
縗	choe	
縘	gye	
縙	yong	
縚	do	
縛	bak	
縜	un	
縝	jin	
縞	ho	
縟	yok	
縠	gok	
縡	jae	
縢	deung	
縣	hyeon	
縤	so	
縥	jin	
縱	jong	
縱	chong	
縧	jo	
縨	hwang	
縩	chae	
縪	pil	
縫	bong	
縬	chuk	
縭	ri(i)	
縮	chuk	
縯	yeon	
縯	in	
縰	swae	
縱	jong	
縱	chong	
縲	ryu(yu)	
縲	ru(nu)	
縲	ra(na)	
縳	gyeon	
縳	jeon	
縴	gyeon	
縴	nyeom(yeom)	
縵	man	
縶	jip	
縶	chip	
縷	ru(nu)	
縸	mak	
縹	pyo	
縺	ryeon(yeon)	
縻	mi	
縼	seon	
總	chong	
績	jeok	
縿	sam	
縿	seom	
縿	so	
縿	cham	
繀	swae	
繁	beon	
繁	ban	
繁	pa	
繁	min	
繂	ryul(yul)	
繃	bung	
繄	ye	
繅	so	
繅	jo	
繆	mu	
繆	mok	
繆	ryu(yu)	
繆	gyu	
繆	ryo(yo)	
繇	yo	
繇	yu	
繇	ju	
繈	gang	
繉	hon	
纖	seom	
繫	gye	
繌	ri(i)	
繡	su	
繎	yeon	
繏	seon	
繐	se	
繐	hye	
繑	gyo	
繒	jeung	
繓	chwal	
織	jik	
織	chi	
繕	seon	
繖	san	
繗	rin(in)	
繘	yul	
繙	beon	
繚	ryo(yo)	
繛	jak	
繜	jun	
繝	gan	
繞	yo	
繟	cheon	
繠	ye	
繡	su	
繢	gwe	
繢	hoe	
繢	gwi	
繣	hoek	
繣	hwae	
繤	chan	
繥	hui	
繦	gang	
繧	un	
繨	dal	
繩	seung	
繪	hoe	
繫	gye	
繬	saek	
繭	gyeon	
繮	gang	
繯	hyeon	
繰	jo	
繰	so	
繱	chong	
繲	hae	
繳	gyeok	
繳	jak	
繳	gyo	
繴	byeok	
繵	dan	
繵	jeon	
繶	eok	
繷	nong	
繸	su	
繹	yeok	
繺	o	
繻	su	
繻	yu	
繼	gye	
繽	bin	
繾	gyeon	
繿	ram(nam)	
纀	bok	
纁	hun	
纂	chan	
纃	ja	
纃	jae	
纄	bong	
纅	yak	
纆	muk	
纇	roe(noe)	
纈	hil	
纉	chan	
纊	gwang	
纋	u	
續	sok	
纍	ryu(yu)	
纍	ru(nu)	
纎	seom	
纏	jeon	
纐	gyo	
纑	ro(no)	
纒	jeon	
纓	yeong	
纔	jae	
纔	sam	
纕	yang	
纖	seom	
纗	su	
纘	chan	
纙	ra(na)	
纚	ri(i)	
纚	sa	
纚	swae	
纛	dok	
纛	do	
纜	ram(nam)	
纝	ryu(yu)	
纞	ryeon(yeon)	
糹	myeok	
糹	sa	
糾	gyu	
糾	gyo	
紆	u	
紅	hong	
紅	gong	
紂	ju	
纤	seom	
纤	gyeon	
纤	nyeom(yeom)	
紇	heul	
約	yak	
約	yo	
約	jeok	
級	geup	
紈	hwan	
纊	gwang	
紀	gi	
紉	in	
紉	geun	
緯	wi	
紜	un	
紘	goeng	
純	sun	
純	jun	
純	don	
純	jeon	
純	chi	
紕	bi	
紗	sa	
紗	myo	
綱	mang	
綱	gang	
納	nap	
紝	im	
縱	jong	
縱	chong	
綸	ryun(yun)	
綸	gwan	
紛	bun	
紙	ji	
紋	mun	
紡	bang	
紵	jeo	
紖	jin	
紐	nyu(yu)	
紓	seo	
線	seon	
紺	gam	
紲	seol	
紱	bul	
練	ryeon(yeon)	
組	jo	
紳	sin	
細	se	
織	jik	
終	jong	
縐	chu	
縐	chuk	
絆	ban	
紼	bul	
絀	chul	
紹	so	
紹	cho	
繹	yeok	
經	gyeong	
紿	tae	
綁	bang	
絨	yung	
結	gyeol	
結	gye	
絝	go	
繞	yo	
絰	jil	
絎	haeng	
繪	hoe	
給	geup	
絢	hyeon	
絢	sun	
絳	gang	
絡	rak(nak)	
絕	jeol	
絞	gyo	
絞	hyo	
統	tong	
綆	gyeong	
綆	byeong	
綃	cho	
綃	so	
絹	gyeon	
繡	su	
綌	gyeok	
綏	su	
絛	jo	
繼	gye	
綈	je	
績	jeok	
緒	seo	
緒	sa	
綾	reung(neung)	
緓	yeong	
續	sok	
綺	gi	
緋	bi	
綽	jak	
绱	sang	
緄	gon	
緄	hon	
繩	seung	
維	yu	
綿	myeon	
綬	su	
绷	bung	
綢	ju	
綢	do	
綯	do	
綹	ryu(yu)	
綣	gwon	
綣	gyun	
綜	jong	
綻	tan	
綰	gwan	
綠	rok(nok)	
綴	cheol	
緇	chi	
緙	gyeok	
緗	sang	
緘	ham	
緬	myeon	
纜	ram(nam)	
緹	je	
緲	myo	
緝	jip	
緝	jeup	
縕	on	
繢	gwe	
繢	hoe	
繢	gwi	
緦	si	
綞	su	
綞	ta	
緞	dan	
緶	pyeon	
線	seon	
緱	gu	
縋	chu	
緩	wan	
締	che	
縷	ru(nu)	
編	pyeon	
編	byeon	
緡	min	
緡	yeon	
緣	yeon	
縉	jin	
縛	bak	
縟	yok	
縝	jin	
縫	bong	
縗	choe	
縞	ho	
纏	jeon	
縭	ri(i)	
縊	aek	
縑	gyeom	
繽	bin	
縹	pyo	
縵	man	
縲	ryu(yu)	
縲	ru(nu)	
縲	ra(na)	
纓	yeong	
縮	chuk	
繆	mu	
繆	mok	
繆	ryu(yu)	
繆	gyu	
繆	ryo(yo)	
繅	so	
繅	jo	
纈	hil	
繚	ryo(yo)	
繕	seon	
繒	jeung	
繮	gang	
繾	gyeon	
繰	jo	
繰	so	
繯	hyeon	
繳	gyeok	
繳	jak	
繳	gyo	
纘	chan	
缶	bu	
缶	gwan	
缷	sa	
缸	hang	
缹	bu	
缺	gyeol	
缺	gyu	
缻	bu	
缼	gyeol	
缼	gyu	
缽	bal	
缾	byeong	
缿	hang	
罀	jo	
罁	hang	
罌	aeng	
罃	aeng	
罄	gyeong	
罅	ha	
罆	gwan	
罇	jun	
罈	dam	
罉	jang	
罊	gye	
罋	ong	
罌	aeng	
罍	roe(noe)	
罍	ru(nu)	
罎	dam	
罏	ro(no)	
罐	gwan	
罐	bu	
网	mang	
罒	mang	
罒	sa	
罓	mang	
罔	mang	
罕	han	
罖	ra(na)	
羅	ra(na)	
罘	bu	
罙	mi	
罰	beol	
罛	go	
罜	ju	
罝	jeo	
罝	ja	
罞	mo	
罞	mong	
罟	go	
罠	min	
罡	gang	
罷	pa	
罷	pi	
罣	gwae	
罤	je	
罥	gyeon	
罦	bu	
罧	sam	
罨	eom	
罨	ap	
罩	jo	
罪	joe	
罫	gwae	
罫	hwae	
罬	cheol	
罭	yeok	
置	chi	
罯	am	
罰	beol	
罱	nam	
署	seo	
罳	si	
羆	bi	
罵	mae	
罶	ryu(yu)	
罷	pa	
罷	pi	
罸	beol	
罹	ri(i)	
罺	jo	
罻	wi	
罼	pil	
罽	gye	
罾	jeung	
罿	dong	
罿	chong	
羀	ryu(yu)	
羈	gi	
羂	gyeon	
羃	myeok	
羄	jo	
羅	ra(na)	
羆	bi	
羇	gi	
羈	gi	
羉	ran(nan)	
羊	yang	
羋	mi	
羋	ma	
羌	gang	
羍	dal	
美	mi	
羏	yang	
羐	yu	
羑	yu	
羒	bun	
羓	pa	
羔	go	
羕	yang	
羖	go	
羗	gang	
羘	jang	
羘	yang	
羙	yang	
羙	go	
羙	mi	
羚	ryeong(yeong)	
羛	ui	
羜	jeo	
羝	jeo	
羞	su	
羥	gan	
羠	i	
羠	si	
羡	i	
羡	seon	
羢	yung	
羣	gun	
羣	gun	
羥	gan	
羦	hwan	
羧	choe	
羨	seon	
羨	yeon	
義	ui	
羪	ryang(yang)	
羫	gang	
羫	gong	
羬	gyeom	
羭	yu	
羮	gaeng	
羮	rang(nang)	
羯	gal	
羰	tan	
羱	wan	
羲	hui	
羳	beon	
羴	jeon	
羵	bun	
羶	jeon	
羶	hyeong	
羷	ryeom(yeom)	
羷	geom	
羸	ri(i)	
羹	gaeng	
羹	rang(nang)	
羺	nu	
羻	ang	
羼	chan	
羽	u	
羽	ho	
羾	gong	
羿	ye	
翀	chung	
翁	ong	
翂	bun	
翃	goeng	
翄	si	
翅	si	
翆	chwi	
翇	bul	
翈	hap	
翉	bun	
翊	ik	
翋	rap(nap)	
翌	ik	
翍	pi	
翎	ryeong(yeong)	
翏	ryo(yo)	
翐	jil	
翑	gu	
習	seup	
翓	hil	
翔	sang	
翕	heup	
翖	heup	
翗	geo	
翹	gyo	
翽	hwae	
翬	hwi	
翛	so	
翛	yu	
翛	suk	
翜	sap	
翝	goeng	
翞	gang	
翟	jeok	
翟	chaek	
翠	chwi	
翡	bi	
翢	u	
翣	sap	
翤	si	
翥	jeo	
翦	jeon	
翧	hwon	
翨	si	
翩	pyeon	
翪	jong	
翫	wan	
翬	hwi	
翭	hu	
翮	haek	
翮	ryeok	
翯	hak	
翯	hok	
翰	han	
翱	go	
翲	pyo	
翳	ye	
翴	ryeon(yeon)	
翵	hu	
翶	go	
翷	rin(in)	
翸	bun	
翹	gyo	
翺	go	
翻	beon	
翼	ik	
翽	hwae	
翾	hyeon	
翿	do	
耀	yo	
老	ro(no)	
耂	ro(no)	
考	go	
耄	mo	
者	ja	
耆	gi	
耆	ji	
耇	gu	
耈	gu	
耉	gu	
耊	jil	
耋	jil	
而	i	
而	neung	
耍	sa	
耎	yeon	
耏	nae	
耏	i	
耐	nae	
耐	neung	
耑	dan	
耑	jeon	
耒	roe(noe)	
耓	jeong	
耔	ja	
耕	gyeong	
耖	cho	
耗	mo	
耘	un	
耙	pa	
耚	pi	
耛	chi	
耜	sa	
耝	cheo	
耞	ga	
耟	geo	
耠	hap	
耡	seo	
耮	ro(no)	
耣	ryun(yun)	
耤	jeok	
耥	sang	
耥	dang	
耦	u	
耬	ru(nu)	
耨	nu	
耩	gang	
耪	bang	
耫	chal	
耬	ru(nu)	
耭	gi	
耮	ro(no)	
耯	hwak	
耰	u	
耱	ma	
耲	hoe	
耳	i	
耳	ing	
耴	cheop	
耵	jeong	
耶	ya	
耶	sa	
耷	tap	
聳	yong	
聳	song	
耹	geum	
耺	un	
恥	chi	
耼	dam	
耽	tam	
耾	goeng	
耾	hoeng	
耿	gyeong	
聀	jik	
聁	bun	
聶	seop	
聃	dam	
聄	jin	
聅	cheol	
聆	ryeong(yeong)	
聇	jeong	
聈	yu	
聉	wal	
聉	dal	
聊	ryo(yo)	
聾	rong(nong)	
職	jik	
聹	nyeong(yeong)	
聎	jo	
聏	i	
聏	nyuk(yuk)	
聐	al	
聑	jeop	
聒	gwal	
聓	seo	
聯	ryeon(yeon)	
聕	ho	
聖	seong	
聗	ryeop(yeop)	
聘	bing	
聙	jeong	
聚	chwi	
聛	bi	
聜	jeo	
聝	goek	
聞	mun	
聟	seo	
聠	byeong	
聰	chong	
聢	jeong	
聣	a	
聤	jeong	
聥	gu	
聦	chong	
聧	gyu	
聨	ryeon(yeon)	
聵	oe	
聵	hoe	
聰	chong	
聫	ryeon(yeon)	
聬	ong	
聭	gwi	
聭	goe	
聮	ryeon(yeon)	
聯	ryeon(yeon)	
聰	chong	
聱	o	
聲	seong	
聳	yong	
聳	song	
聽	cheong	
聵	oe	
聵	hoe	
聶	seop	
聶	jeop	
職	jik	
聸	dam	
聹	nyeong(yeong)	
聺	jeol	
聺	cheol	
聻	jeok	
聻	ni(i)	
聼	cheong	
聽	cheong	
聾	rong(nong)	
聿	yul	
肀	sa	
肀	yul	
肁	jo	
肂	sa	
肅	suk	
肄	i	
肅	suk	
肆	sa	
肇	jo	
肈	jo	
肉	yuk	
肉	yu	
肊	eok	
肋	reuk(neuk)	
肋	geun	
肌	gi	
肍	gu	
肎	geung	
肏	jo	
肐	heul	
肑	jeok	
肒	hwan	
肓	hwang	
肔	i	
肕	in	
肖	cho	
肖	so	
肗	yeo	
肘	ju	
肙	yeon	
肚	du	
肛	hang	
肛	hong	
肜	yung	
肝	gan	
肞	cha	
肟	o	
肟	u	
腸	jang	
股	go	
肢	ji	
肣	geum	
肣	ham	
肤	bu	
肥	bi	
肦	bun	
肦	ban	
肧	bae	
肨	bang	
肩	gyeon	
肩	heun	
肪	bang	
肫	sun	
肫	jol	
肫	dun	
肫	jun	
肬	u	
肭	nul	
肮	hang	
肯	geung	
肯	gae	
肰	yeon	
肱	goeng	
育	yuk	
肳	mun	
肴	hyo	
肵	gi	
肵	geun	
肶	bi	
肷	hyul	
肷	wol	
肸	hil	
肹	hil	
肺	pye	
肺	pae	
肻	geung	
肼	jeong	
肽	tae	
腎	sin	
腫	jong	
脹	chang	
脹	jang	
脅	hyeop	
胂	sin	
胃	wi	
胄	ju	
胅	jil	
胅	jeol	
胆	dan	
胆	dam	
胆	dal	
胇	pil	
胈	bal	
胉	bak	
胊	gu	
胊	hu	
胊	chun	
胋	jeom	
胋	cheom	
背	bae	
胍	go	
胍	maek	
胎	tae	
胏	ja	
胐	gul	
胑	ji	
胒	ni(i)	
胓	pyeong	
胔	ja	
胕	bu	
胖	ban	
胖	pan	
胗	jin	
胘	hyeon	
胙	jo	
胙	jak	
胚	bae	
胛	gap	
胜	seong	
胜	seung	
胜	jeong	
胝	ji	
胝	je	
胞	po	
胟	mu	
胠	geo	
胡	ho	
胢	ga	
胣	i	
胣	chi	
胤	yun	
胥	seo	
胦	ang	
朧	rong(nong)	
腖	dong	
胩	ka	
胩	ga	
臚	ryeo(yeo)	
脛	gyeong	
胬	no	
胭	yeon	
胭	in	
胮	bang	
胯	go	
胯	gwa	
胰	i	
胱	gwang	
胲	hae	
胲	gae	
胳	gak	
胴	dong	
胵	chi	
胶	hyo	
胶	gyo	
胶	ho	
胶	nyo(yo)	
胷	hyung	
胸	hyung	
胹	i	
胺	al	
胻	haeng	
胼	byeon	
能	neung	
能	nae	
胾	ja	
胿	gyu	
脀	sung	
脀	jeung	
脁	jo	
脂	ji	
脃	chwi	
脄	mae	
脅	hyeop	
脆	chwi	
脇	hyeop	
脈	maek	
脉	maek	
脊	cheok	
脋	hyeop	
脌	nyeon(yeon)	
膾	hoe	
脎	sal	
脏	jang	
臍	je	
腦	noe	
腦	hyung	
脒	mi	
膿	nong	
脔	ryeon(yeon)	
脕	man	
脕	mun	
脖	bal	
脗	mun	
脗	min	
脘	wan	
脘	han	
脘	hwan	
脙	gu	
腳	gak	
脛	gyeong	
脜	yu	
脝	hyeong	
脞	jwa	
脟	ryeol(yeol)	
脠	jeon	
脡	jeong	
脢	mae	
脣	sun	
脣	min	
脤	sin	
脥	hyeop	
脦	teuk	
脧	choe	
脧	seon	
脨	chok	
脩	su	
脩	yu	
脩	jo	
脩	so	
脩	cheok	
脪	heun	
脪	eun	
脫	tal	
脫	tae	
脬	po	
脭	jeong	
脮	toe	
脮	noe	
脯	po	
脯	bo	
脰	du	
脫	tal	
脫	tae	
脲	nyo(yo)	
腦	noe	
脴	bi	
脵	o	
腡	ra(na)	
脷	ri(i)	
臉	geom	
脹	chang	
脹	jang	
脺	su	
脺	jol	
脻	cheop	
脼	ryang(yang)	
脽	su	
脾	bi	
脿	pyo	
腀	ryun(yun)	
腁	byeon	
腂	gwa	
腃	gwi	
腄	su	
腄	chu	
腅	dam	
腆	jeon	
腇	noe	
腈	jeong	
腉	gae	
腊	seok	
腊	rap(nap)	
腋	aek	
腌	eom	
腌	eop	
腍	im	
腎	sin	
腏	cheol	
腐	bu	
腑	bu	
腒	geo	
腓	bi	
腔	gang	
腔	gong	
腕	wan	
腖	dong	
腗	bi	
膕	goek	
腙	jong	
腚	jeong	
腛	ak	
腜	mae	
腝	bu	
腝	i	
腝	ni(i)	
腝	yeon	
腝	no	
腝	nun	
腞	jeon	
腟	jil	
腠	ju	
腡	ra(na)	
腢	u	
腣	je	
腤	am	
腥	seong	
腦	noe	
腧	su	
腧	yu	
腨	cheon	
腩	nam	
腪	un	
腫	jong	
腬	yu	
腭	ak	
腮	si	
腮	sae	
腯	dol	
腯	dun	
腰	yo	
腱	geon	
腱	geun	
腲	oe	
腳	gak	
腴	yu	
腵	ga	
腶	dan	
腷	pik	
腸	jang	
腹	bok	
腺	seon	
膩	ni(i)	
靦	myeon	
腽	ol	
騰	deung	
腿	toe	
膀	bang	
膁	gyeom	
膂	ryeo(yeo)	
膃	ol	
膄	su	
膅	dang	
膆	so	
膇	chu	
膈	gyeok	
膉	ik	
膊	bak	
膋	ryo(yo)	
膌	cheok	
膍	bi	
膎	hae	
膏	go	
膐	ryeo(yeo)	
臏	bin	
膒	gu	
膓	jang	
膔	rok(nok)	
膕	goek	
膖	bang	
膗	choe	
膘	pyo	
膙	gang	
膚	bu	
膛	dang	
膜	mak	
膜	mo	
膝	seul	
膞	jeon	
膟	ryul(yul)	
膠	gyo	
膠	ho	
膠	nyo(yo)	
膡	ing	
膢	ru(nu)	
膣	jil	
膤	seol	
膥	ran(nan)	
膦	ryeon(yeon)	
膧	dong	
膨	paeng	
膩	ni(i)	
膪	si	
膫	ryo(yo)	
膬	chwi	
膭	goe	
膮	hyo	
膯	deung	
膰	beon	
膰	ban	
膱	jik	
膲	cho	
膳	seon	
膴	mu	
膵	chwe	
膶	yun	
膷	hyang	
膸	su	
膹	bun	
膹	bi	
膺	eung	
膻	dan	
膻	jeon	
膼	gwa	
膽	dam	
膾	hoe	
膿	nong	
臀	dun	
臁	ryeom(yeom)	
臂	bi	
臃	ong	
臄	gyak	
臄	geo	
臅	chok	
臆	eok	
臆	ui	
臇	jeon	
臈	rap(nap)	
臉	geom	
臊	jo	
臋	dun	
臌	go	
臍	je	
臎	chwi	
臏	bin	
臐	hun	
臑	no	
臑	i	
臑	yu	
臒	hwak	
臟	jang	
臔	hyeon	
臕	pyo	
臖	heung	
臗	gon	
臗	gwan	
臘	rap(nap)	
臙	yeon	
臙	in	
臚	ryeo(yeo)	
臛	hak	
臢	jam	
臝	ra(na)	
臞	gu	
臟	jang	
臠	ryeon(yeon)	
臡	ni(i)	
臢	jam	
臣	sin	
臤	hyeon	
