聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習	IPA 聲母	IPA 韻母	IPA 聲調
見	開	四	蕭	上	見	效	繳	0	0	0			g	iu	2				giu2	giu2	giu2	giu2	giu2		k	iu	35
見	開	四	蕭	去	見	效	叫	0	0	0			g	iu	3				giu3	giu3	giu3	giu3	giu3		k	iu	33
見	開	一	歌	平	見	果	哥	0	0	0			g	o	1				go1	go1	go1	go1	go1		k	ɔ	55
見	開	一	歌	平	見	果	歌	0	0	0			g	o	1				go1	go1	go1	go1	go1		k	ɔ	55
見	合	一	歌	平	見	果	渦	0	1	1	渦河		g	o	1				gwo1	gwo1			gwo1		k	ɔ	55
見	合	一	歌	平	見	果	戈	0	1	0			g	o	1				gwo1	gwo1	go1	gwo1	gwo1		k	ɔ	55
見	合	一	歌	上	見	果	粿	0	2	0			g	o	2				-	-	-	-	gwo2		k	ɔ	35
見	合	一	歌	上	見	果	裹	0	0	0			g	o	2				gwo2	gwo2	gwo2	gwo2	gwo2		k	ɔ	35
見	合	一	歌	上	見	果	果	0	0	0			g	o	2				gwo2	gwo2	gwo2	gwo2	gwo2		k	ɔ	35
見	開	一	歌	去	見	果	個	0	0	0			g	o	3				go3	go3	go3	go3	go3		k	ɔ	33
見	合	一	歌	平	見	果	過	0	0	0			g	o	3				gwo3	gwo3	gwo1	gwo1	gwo3		k	ɔ	33
見	開	一	歌	平	見	果	哥	0	0	0			g	o	4				go1	go1	go1	go1	go1		k	ɔ	21
見	開	三	陽	入	見	宕	腳	0	0	0			g	oek	3				-	-	-	goek3	goek3		k	œk	3
見	開	三	陽	平	見	宕	疆	0	0	0			g	oeng	1				goeng1	goeng1	goeng1	goeng1	goeng1		k	œŋ	55
見	開	三	陽	平	見	宕	薑	0	0	0			g	oeng	1				goeng1	goeng1	goeng1	goeng1	goeng1		k	œŋ	55
見	開	三	陽	平	見	宕	韁	0	1	0			g	oeng	1				goeng1	goeng1	goeng1	goeng1	goeng1		k	œŋ	55
見	開	三	陽	平	見	宕	僵	0	0	0			g	oeng	1				goeng1	goeng1	goeng1	goeng1	goeng1		k	œŋ	55
見	開	三	陽	平	見	宕	姜	0	0	0			g	oeng	1				goeng1	goeng1	goeng1	goeng1	goeng1		k	œŋ	55
見	開	一	咍	平	見	蟹	該	0	0	0			g	oi	1				goi1	goi1	goi1	goi1	goi1		k	ɔi	55
見	開	一	咍	平	見	蟹	賅	0	2	0			g	oi	1				-	goi1	goi1	goi1	goi1		k	ɔi	55
見	開	一	咍	上	見	蟹	改	0	0	0			g	oi	2				goi2	goi2	goi2	goi2	goi2		k	ɔi	35
見	開	一	泰	去	見	蟹	蓋	0	0	1	杯蓋		g	oi	3				goi3		goi3	hap6	goi3		k	ɔi	33
來	開	一	東	入	來	通	角	0	0	0			g	ok	3				gok1	gok3	gok3	gok3	gok3		k	ɔk	3
見	開	二	江	入	見	江	覺	0	0	1	直覺		g	ok	3				gok1	gok3	gok3	gok3	gok3		k	ɔk	3
見	開	一	唐	入	見	宕	閣	0	0	0			g	ok	3				gok1	gok3	gok3	gok3	gok3		k	ɔk	3
見	開	一	唐	入	見	宕	各	0	0	0			g	ok	3				gok1	gok3	gok3	gok3	gok3		k	ɔk	3
							閤	0	0	1	閤樓		g	ok	3								gok3		k	ɔk	3
-	-	-	-	-	-	-	擱	0	0	0			g	ok	3				-	gok3	gok3	gok3	gok3		k	ɔk	3
							咯	0	2	1	咯咯笑		g	ok	3								gok3		k	ɔk	3
見	合	一	唐	入	見	宕	郭	0	1	0			g	ok	3				gwok1	gwok3	gwok3	gwok3	gwok3		k	ɔk	3
見	開	一	寒	平	見	山	肝	0	0	0			g	on	1				-	gon1	gon1	gon1	gon1		k	ɔn	55
見	開	一	寒	平	見	山	竿	0	0	0			g	on	1				gon1	gon1	gon1	gon1	gon1		k	ɔn	55
見	開	一	寒	平	見	山	乾	0	0	1	乾燥		g	on	1				gon1	gon1			gon1		k	ɔn	55
見	開	一	寒	平	見	山	干	0	0	0			g	on	1				gon1	gon1	gon1	gon1	gon1		k	ɔn	55
見	開	一	寒	去	見	山	杆	0	0	0			g	on	1				gon1	gon1	gon1	gon1	gon1		k	ɔn	55
-	-	-	-	-	-	-	桿	0	0	0			g	on	1				-	-	gon1	gon1	gon1		k	ɔn	55
見	開	一	寒	上	見	山	稈	0	0	0			g	on	2				gon2	-	gon2	gon2	gon2		k	ɔn	35
-	-	-	-	-	-	-	趕	0	0	0			g	on	2				gon2	gon2	gon2	gon2	gon2		k	ɔn	35
見	開	一	寒	去	見	山	幹	0	0	0			g	on	3				gon3	gon3	gon3	gon3	gon3		k	ɔn	33
見	開	二	江	平	見	江	江	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
見	開	二	江	平	見	江	肛	0	1	0			g	ong	1				-	gong1	-	gong1	gong1		k	ɔŋ	55
見	開	二	江	平	見	江	扛	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
匣	開	二	江	平	影	江	缸	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
見	開	一	唐	平	見	宕	剛	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
見	開	一	唐	平	見	宕	崗	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
見	開	一	唐	平	見	宕	岡	0	0	0			g	ong	1				gong1	-	gong1	gong1	gong1		k	ɔŋ	55
見	開	一	唐	平	見	宕	綱	0	0	0			g	ong	1				gong1	gong1	gong1	gong1	gong1		k	ɔŋ	55
見	合	一	唐	平	見	宕	胱	0	2	0			g	ong	1				gwong1	gwong1	gwong1	gwong1	gwong1		k	ɔŋ	55
見	合	一	唐	平	見	宕	光	0	0	0			g	ong	1				gwong1	gwong1	gwong1	gwong1	gwong1		k	ɔŋ	55
見	開	二	江	上	見	江	講	0	0	0			g	ong	2				gong2	gong2	gong2	gong2	gong2		k	ɔŋ	35
見	開	二	江	上	見	江	港	0	0	0			g	ong	2				gong2	gong2	gong2	gong2	gong2		k	ɔŋ	35
見	合	一	唐	上	見	宕	廣	0	0	0			g	ong	2				gwong2	gwong2	gwong2	gwong2	gwong2		k	ɔŋ	35
見	合	三	陽	上	見	宕	獷	0	2	0			g	ong	2				-	-	-	kwong3	gwong2		k	ɔŋ	35
見	開	二	江	去	見	江	降	0	0	1	降落		g	ong	3					gong3	gong3	gong3	gong3		k	ɔŋ	33
見	開	一	唐	平	見	宕	鋼	0	0	0			g	ong	3				gong1	gong1	gong1	gong1	gong3		k	ɔŋ	33
見	開	一	寒	入	見	山	割	0	0	0			g	ot	3				got1	got3	got3	got3	got3		k	ɔt	3
見	開	一	寒	入	見	山	葛	0	0	0			g	ot	3				got1	got3	got3	got3	got3		k	ɔt	3
見	開	一	豪	平	見	效	膏	0	0	0			g	ou	1				gou1	gou1	gou1	gou1	gou1		k	ou	55
見	開	一	豪	平	見	效	高	0	0	0			g	ou	1				gou1	gou1	gou1	gou1	gou1		k	ou	55
見	開	一	豪	平	見	效	羔	0	1	0			g	ou	1				gou1	gou1	gou1	gou1	gou1		k	ou	55
見	開	一	豪	平	見	效	篙	0	1	0			g	ou	1				gou1	wo1	gou1	gou1	gou1		k	ou	55
							睪	0	2	1	睪丸		g	ou	1								gou1		k	ou	55
-	-	-	-	-	-	-	糕	0	0	0			g	ou	1				gou1	gou1	-	gou1	gou1		k	ou	55
見	合	一	冬	入	見	通	告	0	0	1	忠告		g	ou	1				guk1		guk1	guk1	guk1		k	ou	55
-	-	-	-	-	-	-	稿	0	0	0			g	ou	2				gou2	gou2	gou2	gou2	gou2		k	ou	35
見	開	一	豪	去	見	效	告	0	0	1	報告		g	ou	3					gou3			gou3		k	ou	33
見	開	一	模	平	見	遇	辜	0	0	0			g	u	1				gu1	gu1	gwu1	gu1	gu1		k	u	55
見	開	一	模	平	見	遇	孤	0	0	0			g	u	1				gu1	gu1	gwu1	gu1	gu1		k	u	55
見	開	一	模	平	見	遇	呱	0	2	1	呱呱墜地		g	u	1							gu1	gu1		k	u	55
見	開	一	模	平	見	遇	沽	0	1	0			g	u	1				gu1	gu1	gwu1	gu1	gu1		k	u	55
見	開	一	模	平	見	遇	姑	0	0	0			g	u	1				gu1	gu1	gwu1	gu1	gu1		k	u	55
見	開	一	模	上	見	遇	估	0	0	1	估衣		g	u	1								gu3		k	u	55
							家	0	0	1	曹大家		g	u	1							gu1	gu1		k	u	55
-	-	-	-	-	-	-	咕	0	1	0			g	u	1				-	-	-	gu2	gu1		k	u	55
-	-	-	-	-	-	-	菇	0	1	0			g	u	1				-	gu1	gwu1	gu1	gu1		k	u	55
見	開	一	模	上	見	遇	詁	0	2	0			g	u	2				gu2	gu2	gwu2	gu2	gu2		k	u	35
見	開	一	模	上	見	遇	鼓	0	0	0			g	u	2				gu2	gu2	gwu2	gu2	gu2		k	u	35
見	開	一	模	上	見	遇	估	0	0	1	估計		g	u	2				gu2	gu2	gwu2	gu2	gu2		k	u	35
見	開	一	模	上	見	遇	古	0	0	0			g	u	2				gu2	gu2	gwu2	gu2	gu2		k	u	35
見	開	一	模	上	見	遇	股	0	0	0			g	u	2				gu2	gu2	gwu2	gu2	gu2		k	u	35
見	開	一	模	上	見	遇	賈	0	1	1	商賈		g	u	2				gu2	gu2		gu2	gu2		k	u	35
匣	開	一	模	上	影	遇	雇	0	1	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
見	開	一	模	去	見	遇	固	0	0	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
見	開	一	模	去	見	遇	鯝	0	2	0			g	u	3				-	-	-	gu3	gu3		k	u	33
見	開	一	模	去	見	遇	故	0	0	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
見	開	一	模	去	見	遇	顧	0	0	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
見	開	一	模	去	見	遇	錮	0	2	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
-	-	-	-	-	-	-	僱	0	1	0			g	u	3				gu3	gu3	gwu3	gu3	gu3		k	u	33
見	開	一	東	入	見	通	穀	0	0	0			g	uk	1				guk1	guk1	guk1	guk1	guk1		k	ʊk	5
見	開	一	東	入	見	通	谷	0	0	1	山谷		g	uk	1				guk1	-	guk1	guk1	guk1		k	ʊk	5
見	開	三	東	入	見	通	掬	0	2	0			g	uk	1				guk1	guk1	guk1	guk1	guk1		k	ʊk	5
見	開	三	東	入	見	通	鞠	0	0	0			g	uk	1				guk1	guk1	guk1	guk1	guk1		k	ʊk	5
見	開	三	東	入	見	通	菊	0	0	0			g	uk	1				guk1	guk1	guk1	guk1	guk1		k	ʊk	5
溪	開	三	東	入	見	通	麴	0	0	0			g	uk	1				-	guk1	-	guk1	guk1	kuk1	k	ʊk	5
群	開	三	鍾	入	見	通	局	0	0	0			g	uk	6				guk6	guk6	guk6	guk6	guk6		k	ʊk	2
見	合	一	寒	平	見	山	棺	0	1	0			g	un	1				gun1	gun1	gwun1	gun1	gun1		k	un	55
見	合	一	寒	平	見	山	觀	0	0	1	參觀		g	un	1				gun1	gun1	gwun1	gun1	gun1		k	un	55
見	合	一	寒	平	見	山	冠	0	0	1	衣冠		g	un	1				gun1	gun1	gwun1	gun1	gun1		k	un	55
見	合	一	寒	平	見	山	官	0	0	0			g	un	1				gun1	gun1	gwun1	gun1	gun1		k	un	55
見	合	一	寒	平	見	山	倌	0	2	0			g	un	1				gun1	gun1	gwun1	gun1	gun1		k	un	55
見	合	一	寒	上	見	山	管	0	0	0			g	un	2				gun2	gun2	gwun2	gun2	gun2		k	un	35
見	合	一	寒	去	見	山	館	0	0	0			g	un	2				gun2	gun2	gwun2	gun2	gun2		k	un	35
見	合	一	寒	去	見	山	觀	0	0	1	道觀		g	un	3								gun3		k	un	33
見	合	一	寒	去	見	山	冠	0	0	1	冠軍		g	un	3								gun3		k	un	33
見	合	一	寒	平	見	山	貫	0	0	0			g	un	3				gwaan3	gun3	gwun3	gun3	gun3		k	un	33
見	合	一	寒	去	見	山	鸛	0	2	0			g	un	3				gun3	gun3	gwun3	gun3	gun3		k	un	33
見	合	一	寒	去	見	山	罐	0	0	0			g	un	3				-	gun3	-	gun3	gun3		k	un	33
見	合	一	寒	去	見	山	灌	0	0	0			g	un	3				gun3	gun3	gwun3	gun3	gun3		k	un	33
見	開	一	東	平	見	通	功	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	一	東	平	見	通	工	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	一	東	平	見	通	蚣	0	1	0			g	ung	1				gung1	gung1	-	gung1	gung1		k	ʊŋ	55
見	開	一	東	平	見	通	公	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	一	東	平	見	通	攻	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	三	東	平	見	通	躬	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	三	東	平	見	通	宮	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	三	東	平	見	通	弓	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
				平			紅	0	0	1	女紅		g	ung	1						gung1		gung1		k	ʊŋ	55
見	開	三	鍾	平	見	通	恭	0	0	0			g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	三	鍾	平	見	通	供	1	0	1	提供		g	ung	1				gung1	gung1	gung1	gung1	gung1		k	ʊŋ	55
見	開	三	鍾	去	見	通	供	1	0	1	供奉		g	ung	1								gung3		k	ʊŋ	55
見	開	三	鍾	上	見	通	鞏	0	0	0			g	ung	2				gung2	gung2	gung2	gung2	gung2		k	ʊŋ	35
見	開	三	鍾	上	見	通	拱	0	1	0			g	ung	2				gung2	gung2	gung2	gung2	gung2		k	ʊŋ	35
-	-	-	-	-	-	-	槓	0	0	0			g	ung	3				lung5	lung5	lung5	lung5	gong3		k	ʊŋ	33
見	開	一	東	去	見	通	貢	0	0	0			g	ung	3				gung3	gung3	gung3	gung3	gung3		k	ʊŋ	33
見	開	三	鍾	平	見	通	共	0	0	0			g	ung	6				gung1	gung1	gung6	gung1	gung6		k	ʊŋ	32
影	合	三	仙A	平	影	山	娟	0	2	0			g	yun	1				gyun1	gyun1	gyun1	gyun1	gyun1		k	yn	55
以	合	三	仙A	平	以	山	捐	0	0	0			g	yun	1				gyun1	gyun1	gyun1	gyun1	gyun1		k	yn	55
見	合	四	先	平	見	山	涓	0	2	0			g	yun	1				gyun1	gyun1	gyun1	gyun1	gyun1		k	yn	55
見	合	四	先	平	見	山	鵑	0	1	0			g	yun	1				gyun1	gyun1	gyun1	gyun1	gyun1		k	yn	55
群	合	三	仙B	平	見	山	捲	0	0	0			g	yun	2				gyun2	gyun2	gyun2	gyun2	gyun2		k	yn	35
見	合	三	仙B	上	見	山	卷	0	0	1	試卷		g	yun	2				gyun2	gyun2	gyun2	gyun2	gyun2		k	yn	35
群	合	三	仙B	平	見	山	蜷	0	2	0			g	yun	2				-	-	-	kyun4	kyun4		k	yn	35
見	合	三	仙A	去	見	山	絹	0	0	0			g	yun	3				gyun3	gyun3	gyun3	gyun3	gyun3		k	yn	33
見	合	三	仙B	去	見	山	眷	0	1	0			g	yun	3				gyun3	gyun3	gyun3	gyun3	gyun3		k	yn	33
群	合	三	元	上	見	山	圈	0	0	1	豬圈		g	yun	6				gyun6	gyun6			gyun6		k	yn	32
群	合	三	仙B	去	見	山	倦	0	0	0			g	yun	6				gyun6	gyun6	gyun6	gyun6	gyun6		k	yn	32
-	-	-	-	-	-	-	橛	0	2	1	兩橛		g	yut	6				-	-	gyut6	gyut6	gyut6		k	yt	2
							呱	0	2	1	頂呱呱		gw	aa	1				waa1	waa1	waa1		gwaa1		kʷ	a	55
見	合	二	麻	平	見	假	瓜	0	0	0			gw	aa	1				gwaa1	gwaa1	gwaa1	gwaa1	gwaa1		kʷ	a	55
見	合	二	麻	上	見	假	寡	0	1	0			gw	aa	2				gwaa2	gwaa2	gwaa2	gwaa2	gwaa2		kʷ	a	35
見	合	二	佳	去	見	蟹	掛	0	0	0			gw	aa	3				gwaa3	gwaa3	gwaa3	gwaa3	gwaa3		kʷ	a	33
見	合	二	佳	去	見	蟹	卦	0	1	0			gw	aa	3				gwaa3	gwaa3	gwaa3	gwaa3	gwaa3		kʷ	a	33
-	-	-	-	-	-	-	褂	0	1	0			gw	aa	3				-	-	-	gwaa3	gwaa3		kʷ	a	33
見	合	二	皆	平	見	蟹	乖	0	0	0			gw	aai	1				gwaai1	gwaai1	gwaai1	gwaai1	gwaai1		kʷ	ai	55
見	合	二	佳	上	見	蟹	枴	0	0	0			gw	aai	2				-	-	gwaai2	gwaai2	gwaai2		kʷ	ai	35
群	開	二	佳	上	見	蟹	拐	0	0	0			gw	aai	2				gwaai2	gwaai2	gwaai2	gwaai2	gwaai2		kʷ	ai	35
見	合	二	皆	去	見	蟹	怪	0	0	0			gw	aai	3				gwaai3	gwaai3	gwaai3	gwaai3	gwaai3		kʷ	ai	33
見	合	二	山	平	見	山	綸	0	2	1	綸巾		gw	aan	1					gwaan1			gwaan1		kʷ	an	55
見	合	二	刪	平	見	山	關	0	0	0			gw	aan	1				gwaan1	gwaan1	gwaan1	gwaan1	gwaan1		kʷ	an	55
-	-	-	-	-	-	-	滾	0	0	0			gw	aan	2				kwan2	kwan2	gwan2	gwan2	gwaan2		kʷ	an	35
見	合	二	刪	去	見	山	慣	0	0	0			gw	aan	3				gwaan3	gwaan3	gwaan3	gwaan3	gwaan3		kʷ	an	33
見	合	二	刪	入	見	山	刮	0	0	0			gw	aat	3				gwaat1	gwaat3	gwaat3	gwaat3	gwaat3		kʷ	at	3
-	-	-	-	-	-	-	颳	0	0	0			gw	aat	3				-	-	-	-	gwaat3		kʷ	at	3
見	合	三	脂B	平	見	止	龜	0	0	0			gw	ai	1				gwai1	gwai1	gwei1		gwai1		kʷ	ɐi	55
見	合	三	微	平	見	止	歸	0	0	0			gw	ai	1				gwai1	gwai1	gwei1	gwai1	gwai1		kʷ	ɐi	55
見	合	四	齊	平	見	蟹	圭	0	2	0			gw	ai	1				gwai1	gwai1	gwei1	gwai1	gwai1		kʷ	ɐi	55
見	合	四	齊	平	見	蟹	閨	0	1	0			gw	ai	1				gwai1	gwai1	gwei1	gwai1	gwai1		kʷ	ɐi	55
見	合	四	齊	平	見	蟹	鮭	0	2	0			gw	ai	1				-	-	-	gwai1	gwai1		kʷ	ɐi	55
見	合	一	灰	平	見		傀	0	1	1	傀偉		gw	ai	1								gwai1		kʷ	ɐi	55
見	合	一	灰	平	見	蟹	瑰	0	1	1	瑰麗		gw	ai	1								gwai1		kʷ	ɐi	55
見	合	三	支B	上	見	止	詭	0	1	0			gw	ai	2				gwai2	gwai2	gwei2	gwai2	gwai2		kʷ	ɐi	35
見	合	三	脂B	上	見	止	軌	0	0	0			gw	ai	2				gwai2	gwai2	gwei2	gwai2	gwai2		kʷ	ɐi	35
見	合	三	脂B	上	見	止	晷	0	3	0			gw	ai	2				gwai2	gwai2	gwei2	gwai2	gwai2		kʷ	ɐi	35
見	合	三	微	上	見	止	鬼	0	0	0			gw	ai	2				gwai2	gwai2	gwei2	gwai2	gwai2		kʷ	ɐi	35
見	合	三	脂A	上	見	止	癸	0	2	0			gw	ai	3				gwai3	gwai3	gwei3	gwai3	gwai3		kʷ	ɐi	33
見	合	三	脂A	去	見	止	季	0	0	0			gw	ai	3				gwai3	gwai3	gwei3	gwai3	gwai3		kʷ	ɐi	33
群	合	三	脂A	去	見	止	悸	0	2	0			gw	ai	3				gwai3	gwai3	gwei3	gwai3	gwai3		kʷ	ɐi	33
見	合	三	微	去	見	止	貴	0	0	0			gw	ai	3				gwai3	gwai3	gwei3	gwai3	gwai3		kʷ	ɐi	33
見	合	三	祭B	去	見	蟹	鱖	0	2	0			gw	ai	3				-	kyut3	-	kyut3	gwai3		kʷ	ɐi	33
見	合	四	齊	去	見	蟹	桂	0	0	0			gw	ai	3				gwai3	gwai3	gwei3	gwai3	gwai3		kʷ	ɐi	33
匣	合	一	灰	平	影	蟹	瑰	0	1	1	玫瑰		gw	ai	3				-	gwai3	-	gwai3	gwai3		kʷ	ɐi	33
溪	合	三	支B	上	見	止	跪	0	0	0			gw	ai	6				gwai6	gwai6	gwei6	gwai6	gwai6		kʷ	ɐi	32
群	合	三	脂B	去	見	止	餽	0	3	0			gw	ai	6				gwai6	gwai6	gwei6	gwai6	gwai6		kʷ	ɐi	32
群	合	三	脂B	去	見	止	櫃	0	0	0			gw	ai	6				gwai6	gwai6	gwei6	gwai6	gwai6		kʷ	ɐi	32
群	合	三	脂B	去	見	止	饋	0	2	0			gw	ai	6				gwai6	gwai6	gwei6	gwai6	gwai6		kʷ	ɐi	32
群	合	三	脂B	去	見	止	匱	0	2	0			gw	ai	6				gwai6	gwai6	-	gwai6	gwai6		kʷ	ɐi	32
見	合	一	登	入	見	曾	國	0	0	0			gw	ak	3				gwok1	gwok3	gwok3	gwok3	gwak3		kʷ	ɐk	3
							龜	0	0	0			gw	an	1								gwan1		kʷ	ɐn	55
見	合	三	真A	平	見	臻	鈞	0	1	0			gw	an	1				gwan1	gwan1	gwan1	gwan1	gwan1		kʷ	ɐn	55
見	合	三	真A	平	見	臻	均	0	0	0			gw	an	1				gwan1	gwan1	gwan1	gwan1	gwan1		kʷ	ɐn	55
見	合	一	魂	平	見	臻	昆	0	0	0		又音，此音承自江門話	gw	an	1				gwan1	gwan1	gwan1	gwan1	gwan1	kwan1	kʷ	ɐn	55
見	合	三	文	平	見	臻	軍	0	0	0			gw	an	1				gwan1	gwan1	-	gwan1	gwan1		kʷ	ɐn	55
見	合	三	文	平	見	臻	君	0	0	0			gw	an	1				gwan1	gwan1	gwan1	gwan1	gwan1		kʷ	ɐn	55
匣	合	一	魂	上	影	臻	棍	0	0	0			gw	an	3				gwan3	gwan3	gwan3	gwan3	gwan3		kʷ	ɐn	33
群	合	三	文	去	見	臻	郡	0	2	0			gw	an	6				gwan6	gwan6	gwan6	gwan6	gwan6		kʷ	ɐn	32
曉	合	二	耕	平	影	梗	轟	0	0	0			gw	ang	1				gwang1	gwang1	-	gwang1	gwang1		kʷ	ɐŋ	55
見	合	三	陽	上	見	宕	逛	0	1	0			gw	ang	6				-	gwaang3	gwaang6	gwaang6	gwaang6		kʷ	ɐŋ	32
見	合	一	魂	入	見	臻	骨	0	0	0			gw	at	1				gwat1	gwat1	gwat1	gwat1	gwat1		kʷ	ɐt	5
見	合	一	魂	入	見	臻	滑	0	0	1	滑稽		gw	at	1								gwat1		kʷ	ɐt	5
群	合	三	文	入	見	臻	掘	0	0	0			gw	at	6				gwat6	gwat6	gwat6	wat1	gwat6		kʷ	ɐt	2
群	合	三	文	入	見	臻	倔	0	1	0			gw	at	6				gwat6	gwat6	gwat6	gwat6	gwat6		kʷ	ɐt	2
群	合	三	文	入	見	臻	崛	0	2	0			gw	at	6				gwat6	gwat6	gwat6	wat1	gwat6		kʷ	ɐt	2
匣	合	四	青	上	影	梗	迥	0	2	0			gw	ing	2				gwing2	gwing2	-	gwing2	gwing2		kʷ	ɪŋ	35
匣	合	四	青	上	影	梗	炯	0	2	0			gw	ing	2				gwing2	gwing2	gwing2	gwing2	gwing2		kʷ	ɪŋ	35
匣	開	二	麻	平	影	假	蝦	1	0	1	蝦仁		h	aa	1				haa1	haa1	haa1	haa1	haa1		h	a	55
							蝦	1	0	1	蝦蟆		h	aa	1								haa4		h	a	55
							蛤	0	1	1	蛤蟆		h	aa	1								haa4		h	a	55
疑	開	一	覃	入	見	咸	哈	0	0	0			h	aa	1				-	hap1	-	haa1	haa1		h	a	55
匣	開	二	麻	平	影	假	遐	0	2	0			h	aa	4				haa4	haa4	haa4	haa4	haa4		h	a	21
匣	開	二	麻	平	影	假	瑕	0	2	0			h	aa	4				haa4	haa4	haa4	haa4	haa4		h	a	21
匣	開	二	麻	平	影	假	霞	0	0	0			h	aa	4				haa4	haa4	haa4	haa4	haa4		h	a	21
匣	開	二	麻	上	影	假	下	0	0	1	打一下		h	aa	5				haa5	haa5	haa2	haa2	haa5		h	a	23
匣	開	二	麻	上	影	假	吓	0	0	1	打一吓		h	aa	5				haa5	haa5	haa2	haa2	haa5		h	a	23
匣	開	二	麻	上	影	假	夏	0	0	0			h	aa	6				haa6	haa6	haa6	haa6	haa6		h	a	32
匣	開	二	麻	上	影	假	廈	0	0	0			h	aa	6				haa6	-	haa6	-	haa6		h	a	32
匣	開	二	麻	去	影	假	下	0	0	1	下面		h	aa	6				haa6	haa6			haa6		h	a	32
匣	開	二	麻	去	影	假	暇	0	1	0			h	aa	6				haa6	haa6	haa6	haa6	haa6		h	a	32
匣	開	二	佳	平	影	蟹	鞋	0	0	0			h	aai	4				haai4	haai4	haai4	haai4	haai4		h	ai	21
匣	開	二	皆	平	影	蟹	諧	0	1	0			h	aai	4				haai4	haai4	haai4	haai4	haai4		h	ai	21
匣	開	二	皆	平	影	蟹	骸	0	2	0			h	aai	4				hoi4	hoi4	-	haai4	hoi4	haai4	h	ai	21
匣	開	一	咍	平	影	蟹	孩	0	0	0			h	aai	4				hoi4	hoi4	hoi4	haai4	hoi4	haai4	h	ai	21
匣	開	二	佳	上	影	蟹	蟹	0	1	0			h	aai	5				haai5	-	-	haai5	haai5		h	ai	23
匣	開	二	佳	去	影	蟹	邂	0	2	0			h	aai	5				haai5	haai5	-	haai5	haai5		h	ai	23
匣	開	二	佳	去	影	蟹	解	0	0	1	解姓		h	aai	6					haai6			haai6		h	ai	32
見	開	二	佳	去	見	蟹	懈	0	1	0			h	aai	6				haai6	haai6	haai5	haai5	haai6		h	ai	32
匣	開	二	皆	去	影	蟹	械	0	0	0			h	aai	6				haai6	haai6	haai6	haai6	haai6		h	ai	32
-	-	-	-	-	-	-	餡	0	0	0			h	aam	2				haam6	haam6	haam6	haam6	haam6	haam2	h	am	35
曉	開	一	談	上	影	咸	喊	0	0	0			h	aam	3				haam3	haam3	haam3	haam3	haam3		h	am	33
匣	開	二	銜	平	影	咸	銜	0	0	0			h	aam	4				haam4	haam4	-	haam4	haam4		h	am	21
匣	開	二	咸	平	影	咸	鹹	0	0	0			h	aam	4				haam4	haam4	haam4	haam4	haam4		h	am	21
匣	開	二	咸	平	影	咸	咸	0	0	0			h	aam	4				haam4	haam4	haam4	haam4	haam4		h	am	21
匣	開	一	覃	平	影	咸	函	0	1	0			h	aam	4				haam4	haam4	haam4	haam4	haam4		h	am	21
匣	開	一	覃	平	影	咸	涵	0	1	0			h	aam	4				haam4	haam4	haam4	haam4	haam4		h	am	21
匣	開	二	咸	去	影	咸	陷	0	0	0			h	aam	6				haam6	haam6	haam6	haam6	haam6		h	am	32
見	開	二	山	平	見	山	閒	0	0	0			h	aan	4				haan4	haan4	haan4	gaan3	haan4		h	an	21
-	-	-	-	-	-	-	嫻	0	2	0			h	aan	4				-	-	-	haan4	haan4		h	an	21
匣	開	二	山	平	影	山	閑	0	0	0			h	aan	4				haan4	haan4			haan4		h	an	21
匣	開	二	山	上	影	山	限	0	0	0			h	aan	6				haan6	haan6	haan6	haan6	haan6		h	an	32
溪	開	二	咸	入	見	咸	掐	0	1	0			h	aap	3				haap6	haap6	-	hap1	haap3		h	ap	3
匣	開	二	銜	入	影	咸	匣	0	1	0			h	aap	6				haap6	haap6	-	haap6	haap6		h	ap	2
