"tʰ"	"[1]胎苔{舌~}[2]抬苔{~藓}[5]待太泰"
"n"	"[1]崖{台塬陡立的侧面}挨{~打}[3]奶[5]耐奈"
"l"	"[2]来=[5]赖癞"
"ts"	"[1]灾栽斋[3]宰载仔{牛~}[5]再寨债"
"tsʰ"	"[1]猜差{出~}[2]才财材裁豺柴[3]彩采[5]在菜蔡"
"s"	"[1]鳃[3]筛[5]赛晒"
"k"	"[1]该[3]改[5]盖钙概丐溉"
"kʰ"	"[1]开[3]凯慨"
"ŋ"	"[1]挨{~近，~住}哀[3]蔼矮隘碍[5]爱艾"
"x"	"[1]蟹核{审~}[2]孩鞋[3]亥海[5]害"
"Ø"	"[1]唉而日-{~子}[2]儿=□{这时候，表示晚：刚都走咧，~还没到}[3]耳=[5]二="

"#iæ"	""
"tɕ"	"[1]阶街[3]解[5]介届界芥疥戒械"
"ɕ"	"[2]谐[5]懈"
"Ø"	"[2]癌"

"#uæ"	""
"tʃ"	"[3]□{舒坦}"
"tʃʰ"	"[3]揣"
"ʃ"	"[1]衰[3]甩[5]帅率蟀"
"k"	"[1]乖[3]拐柺[5]怪"
"kʰ"	"[1]块[5]快筷会{~计}"
"x"	"[2]怀淮槐[5]坏"
"Ø"	"[1]歪□{厉害}[3]𠰻{那，那个}[5]外{里~}"

"#ʅə"	""
"tʂ"	"[1]遮蛰浙[2]哲辙[3]折{~断}[5]蔗"
"tʂʰ"	"[1]车=[2]辙彻[3]撤"
"ʂ"	"[1]涉设上-{早~}[2]佘舌折{~本，亏本}[5]舍{宿~}社"
"ʐ"	"[1]热"

"#ei"	""
"p"	"[1]北悲百柏背[2]伯[3]迫{逼~}"
"pʰ"	"[1]披拍杯[2]培赔陪裴白[3]沛呸[5]倍配佩焙{~干}背{~诵}□{土炕}"
"m"	"[1]麦脉默陌[2]墨梅枚煤霉媒玫莓嵋[3]每美镁[5]妹昧魅"
"f"	"[1]非飞菲妃[2]肥=[3]匪[5]费=肺废"
"v"	"[1]微[2]维唯[3]尾=[5]未味"
"t"	"[1]德得{~到}塞-{~住}"
"tʰ"	"[2]特"
"l"	"[1]肋勒[2]雷[3]累{~积}[5]类累{连~}"
"ts"	"[1]则责窄摘"
"tsʰ"	"[1]侧拆册策测厕[2]贼泽择{~菜}"
"s"	"[1]色涩虱啬[2]谁"
"k"	"[1]格革隔[3]给="
"kʰ"	"[1]克客刻"
"ŋ"	"[1]额"
"x"	"[1]赫"

"#uei"	""
"t"	"[1]堆[2]随[5]兑对队碎"
"tʰ"	"[1]推[2]颓[3]腿[5]退褪蜕"
"tʃ"	"[1]追椎锥[5]最醉"
"tʃʰ"	"[1]崔催摧吹=[2]锤捶[5]罪脆粹{纯~}翠槌垂坠"
"ʃ"	"[1]摔虽[2]髓隋[3]水=[5]税睡=岁="
"ʒ"	"[3]蕊[5]瑞锐睿"
"k"	"[1]闺归龟国[3]鬼诡[5]瑰贵桂给-{~谁}"
"kʰ"	"[1]亏盔规[2]奎葵魁夔馗[5]柜跪窥愧"
"x"	"[1]辉灰挥徽讳获{~奖}[2]回或茴{~香}[3]晦悔毁[5]贿卉彗会惠汇慧绘"
"Ø"	"[1]威危[2]违桅围为{因~}[3]委伟纬萎伪[5]位胃卫为{~了}魏谓蔚薇渭巍外{~爷}[0]猬"

"#ɑɔ"	""
"p"	"[1]包胞雹[2]□{拨弄，鸡把麦~了一地}[3]褒保宝堡饱[5]报爆暴豹"
"pʰ"	"[1]抛剖[2]跑袍[5]炮泡"
"m"	"[1]摸[2]毛猫=茅矛牦[3]卯[5]贸茂冒帽貌"
"t"	"[1]刀叨[3]岛倒{打~，颠~}导扫-{~地}嫂-[5]道=到盗臊-{~子面}倒{~水}扫-{~帚}"
"tʰ"	"[1]涛掏焘滔[2]陶逃桃淘{~米}[3]讨萄稻[5]套道-"
"n"	"[2]脑{单用，指“头”}挠[3]恼[5]闹"
"l"	"[1]老{豆角~了}[2]劳捞牢唠痨醪[3]老{~婆}[5]涝"
"ts"	"[1]遭糟蚤[2]凿[3]早枣爪{~~，爪子}找[5]灶罩笊焯{~菠菜}"
"tsʰ"	"[1]操抄钞[2]曹槽巢[3]草炒吵[5]躁造燥皂藻噪糙{~米}"
"s"	"[1]骚梢捎[2]睄{略看一眼}[3]稍[5]哨"
"tʂ"	"[1]召钊招沼昭[2]着□{扔}[5]照兆肇"
"tʂʰ"	"[1]超□{站、立}[2]朝潮[5]赵"
"ʂ"	"[1]烧[2]韶绍苕[3]少{多~}[5]少{~年}烧{早~，朝霞}"
"ʐ"	"[1]饶[3]扰绕[5]照-{拿手电~一下}□{略看或远远地看}"
"k"	"[1]高糕[3]搞稿膏{牙~}[5]告膏{~油}"
"kʰ"	"[3]考烤铐拷[5]靠"
"ŋ"	"[1]□{~人，即骂人}熬{~煎，发愁}[2]熬{~夜}[3]袄[5]鏊{~子，烙饼用具}傲澳"
"x"	"[1]蒿[2]豪毫[3]好[5]号浩昊耗"

"#iɑɔ"	""
"p"	"[1]镖膘标彪飚[3]表裱婊"
"pʰ"	"[1]飘[2]瓢嫖瞟[3]漂{~白}[5]票漂{~亮}"
"m"	"[2]苗描[3]邈秒淼[5]庙妙"
"t"	"[1]雕刁叼貂凋碉焦蕉礁椒[5]掉调{声~}钓吊"
"tʰ"	"[1]悄鹊{嘎~，喜鹊}挑{~选}藋{灰~}[2]跳条窕迢调{~和}[3]挑{~起}雀{~~，麻雀}[5]调{~动}粜噍"
"l"	"[2]辽疗撩聊嫽燎{~原}[3]燎{火~眉毛}了{~结}[5]撂廖□{扔}料尥{马~蹶子}"
"s"	"[1]肖销消宵潇箫硝[3]小[5]笑"
"tɕ"	"[1]交郊浇教{~书}胶跤[3]娇绞饺铰{剪}骄侥狡搅[5]叫窖觉教{~育}较"
"tɕʰ"	"[1]敲[2]乔桥侨荞[3]巧[5]轿翘撬窍跷"
"ȵ"	"[2]□{形容人难说话}[3]咬鸟[5]尿"
"ɕ"	"[1]嚣枭[3]晓[5]校效孝哮啸"
"Ø"	"[1]邀腰妖吆[2]姚摇窑遥瑶尧谣窈[3]舀[5]要耀跃{~进}"

"#əu"	""
"t"	"[1]都{~来}[3]斗{一~十升}陡[3]逗窦痘斗{~争}鬥[0]嗽{咳~}"
"tʰ"	"[1]偷[2]读抖投头[5]透豆"
"n"	"[1]奴[3]努[5]怒"
"l"	"[1]陆录鹿禄颅{额~，额头}[5]卢炉庐鹭鸬楼耧{播种用的农具}搂{~取}[3]虏鲁卤篓搂{~抱}[5]陋漏璐路露"
"ts"	"[1]租竹[2]筑逐卒{兵~}[3]组祖阻诅走[5]做-奏揍祝"
"tsʰ"	"[1]粗促初搊猝{仓~}畜{牲~}[2]锄族触轴愁[3]楚[5]醋措助凑"
"s"	"[1]苏速酥蔬梳束淑疏{~远}[2]叔熟塾属蜀赎[3]数{~一~}[5]瘦素嗉诉塑数{~学}"
"z"	"[1]肉褥[3]辱"
"tʂ"	"[1]周舟州洲粥[3]肘□{用手扶或拿}[5]昼宙咒"
"tʂʰ"	"[1]抽[2]筹稠仇酬绸帱[3]丑[5]臭"
"ʂ"	"[1]收[3]首手守[5]售寿受授兽"
"k"	"[1]沟勾钩{~子}[2]钩{动词}[3]狗枸[5]构够购"
"kʰ"	"[1]抠[2]扣{用盘子把碗里的菜~住}[3]口[5]扣{~钮子}寇叩"
"ŋ"	"[1]欧怄鸥呕[2]牛[3]偶藕[5]沤{久浸水中}"
"x"	"[1]候{时~}[2]侯猴瘊[3]吼[5]厚后候{等~}"

"#iəu"	""
"t"	"[1]酒[5]□{缩，~成一疙瘩}"
"tʰ"	"[1]秋"
"l"	"[1]六绿[2]刘流留瘤硫浏琉[3]柳榴[5]溜"
"s"	"[1]修羞[5]秀袖绣锈"
"tɕ"	"[1]鸠究纠[3]九灸韭久[5]救"
"tɕʰ"	"[1]丘[2]球求邱囚[5]就舅旧"
"ȵ"	"[1]扭{~过来，转过来}[3]纽扭{瓶子盖盖~紧}[5]又"
"ɕ"	"[1]休[3]朽嗅"
"Ø"	"[1]优悠忧[2]由游油犹邮尤□{~~，表示惊叹}[3]有友[5]幼诱右佑"

"#æ᷉"	""
"p"	"[1]班般搬[3]版板□{女阴}[5]扮办半绊"
"pʰ"	"[1]盼攀潘[2]盘爿[3]□{用锄等使劲锄，~草}[5]瓣襻判叛"
"m"	"[1]蛮瞒馒{~头}[3]满[5]慢曼漫幔"
"f"	"[1]翻番帆[2]樊烦繁凡[3]耍反返[5]贩泛范饭犯"
"v"	"[2]□{食物等有韧劲}[3]晚腕挽绾[5]万蔓{瓜~}"
"t"	"[1]担{动词，~水：挑水}单{~独}丹旦耽三-端-{~午}[3]胆掸诞伞-[5]但担{量词，两~水}"
"tʰ"	"[1]贪滩摊弹{子~}蛋[2]谈谭痰檀坛弹{~簧}[3]毯坦[5]探淡碳炭叹"
"n"	"[2]南楠难{~易}男[5]难{患~}□{路~的，一般指雨后的路湿又黏}"
"l"	"[2]兰岚蓝拦篮漤{~菜}栏澜[3]揽懒缆览[5]烂滥"
"ts"	"[1]簪□{脑~下，即头低下}[2]噆{蚊子叮咬，如叫蚊子~了一疙瘩}□{裂，~璺子}[3]盏斩赞攒眨-{~眼}[5]站蘸灒{溅}绽{破~}"
"tsʰ"	"[1]参餐搀[2]惭蚕残馋[3]惨灿铲产[5]暂绽{开，衣服~缝咧}"
"s"	"[1]山衫杉珊删[3]散{分~}[5]散{解~}"
"tʂ"	"[1]粘詹瞻毡[3]展搌{~布，抹布}[5]占战颤"
"tʂʰ"	"[1]缠禅{~宗}[3]□{好，合适}[5]□{粘}"
"ʂ"	"[1]煽羶搧骟[2]□{腰~下，腰弯着没精神的样子}[3]闪陕[5]扇膳善疝{~气}禅{~让}"
"ʐ"	"[1]然燃粘{形容人糊涂}[3]染冉"
"k"	"[1]干{~净}乾{~淨}肝甘竿杆{电线~}[3]敢感赶赣秆{麦~}杆{笔~子}[5]干{~活}"
"kʰ"	"[1]堪勘刊看{~守}[3]砍槛坎[5]看"
"ŋ"	"[1]安氨庵鞍鹌[5]按暗案岸"
"x"	"[1]罕憨鼾涎[2]含韩涵寒咸{~菜}闲[3]喊□{（用手）拿：~上，拿上}[5]焊翰旱汉汗"

"#iæ᷉"	""
"p"	"[1]编边鞭[3]扁贬匾卞[5]变便{方~}遍辨辩"
"pʰ"	"[1]偏[2]骈便{~宜}[3]片篇谝{聊}[5]辫骗"
"m"	"[2]棉绵[3]免勉娩[5]面"
"t"	"[1]颠尖煎掮[2]点{一~~}[3]剪点{~头}典碘[5]奠电店殿淀掂渐箭荐"
"tʰ"	"[1]天添千签[2]甜填田前钱[3]舔浅潜[5]垫贱"
"l"	"[2]连莲廉帘怜琏镰[3]脸[5]练链炼"
"s"	"[1]仙先[2]纤[3]鲜癣[5]腺线羡"
"tɕ"	"[1]监肩坚间兼艰奸犍[3]减碱检舰捡简俭茧[5]健建见剑键"
"tɕʰ"	"[1]鵮{鸟啄物}牵铅骞谦迁[2]黔乾钳虔[3]嵌遣[5]欠倩茜歉件"
"ȵ"	"[1]淹蔫{花萎}[2]严年鲇颜撚{以指~碎}研[3]眼碾撵[5]酽砚"
"ɕ"	"[1]掀[2]咸{~阳}贤嫌弦[3]显险[5]县现献限宪"
"Ø"	"[1]烟[2]盐阎{姓}延言缘-{~份}[3]演[5]燕炎艳验雁焰厌筵堰宴谚咽"

"#uæ᷉"	""
"t"	"[1]端[3]短[5]段锻"
"tʰ"	"[1]团{搅~，一种面食}[2]团{~结}[5]断缎"
"l"	"[2]鸾銮联"
"tʃ"	"[1]专砖[3]转{~让}[5]撰篆转{~圆圈}传{~记}"
"tʃʰ"	"[1]川穿[2]椽传{~达}[3]喘[5]窜篡串"
"ʃ"	"[1]栓拴[2]船[5]涮"
"ʒ"	"[3]软阮[5]□{~鞋帮子}"
"k"	"[1]关官观冠{衣~}[3]管馆[5]罐灌惯冠{~军}"
"kʰ"	"[1]宽[3]款"
"x"	"[1]欢[2]桓环还{~原}[3]缓[5]换患焕唤幻宦"
"Ø"	"[1]剜弯湾豌[2]完丸玩顽[3]皖碗婉宛[5]□{~路，绕路}"

"#yæ᷉"	""
"tɕ"	"[1]捐钻{~洞子}[3]卷[5]娟鹃钻{~石}"
"tɕʰ"	"[1]圈{圆~}[2]全权泉拳颧[3]犬[5]劝券圈{猪~}"
"ɕ"	"[1]酸轩宣喧[2]玄悬眩旋{~转}[3]选[5]算蒜楦旋{~吃~做}"
"Ø"	"[1]渊冤[2]元圆原员源园袁媛缘援辕阎{~王}[3]暖-远卵-[5]愿怨乱-院"

"#e᷉"	""
"p"	"[1]奔[5]□{够不容易够着的东西}[3]本"
"pʰ"	"[1]喷{~水}[2]盆=[5]笨{~手~脚}喷{~嚏}"
"m"	"[1]们[2]门=[5]闷笨{~的，不聪明}"
"f"	"[1]分[2]焚坟豶{~猪，公猪}[3]芬粉份{一~}[5]奋愤忿"
"v"	"[1]文闻纹蚊雯[5]问璺{裂~}"
"n"	"[5]□{“那么”的合音，~高，那么高}"
"ts"	"[1]糁{包谷~}疹"
"tsʰ"	"[2]岑[3]碜"
"s"	"[1]森参{人~}[5]渗"
"tʂ"	"[1]真珍针震贞侦诊斟疹[2]□{现在}□{~高，这么高}[3]枕[5]镇振阵震"
"tʂʰ"	"[1]琛[2]陈晨臣沉尘辰=[5]趁"
"ʂ"	"[1]深身申伸绅[2]神辰{~时卯时}[3]婶沈审[5]慎肾甚"
"ʐ"	"[2]人仁任{姓}[3]忍纫[5]任{责~}"
"k"	"[1]根跟"
"kʰ"	"[3]肯垦恳"
"ŋ"	"[1]恩"
"x"	"[2]痕[3]很狠[5]恨"
"Ø"	"[2]嗯"

"#ie᷉"	""
"p"	"[1]斌彬宾槟殡[5]鬓"
"pʰ"	"[2]贫频[3]品拼聘姘拼"
"m"	"[2]民[3]敏闽泯闵皿悯抿"
"t"	"[1]津[5]进晋尽="
"tʰ"	"[1]侵亲{~~，亲戚}钦浸[2]秦[3]沁寝吣[5]亲{~家}尽-{月~，月底}"
"l"	"[2]林临琳淋磷霖麟邻鳞啉[3]檩[5]吝赁蔺□{~的，羞的，不好意思的}"
"s"	"[1]新心辛欣鑫锌薪[2]寻[5]信芯讯"
"tɕ"	"[1]金今筋巾斤[3]锦紧谨瑾仅[5]劲禁"
"tɕʰ"	"[2]勤琴芹擒禽噙[5]妗近"
"ȵ"	"[1]阴荫[2]银[5]饮{~马}"
"Ø"	"[1]音因姻殷[2]淫匀-寅[3]饮{~料}引隐[5]印胤孕-{怀~}"

"#ue᷉"	""
"t"	"[1]蹲敦墩[3]盹[5]顿吨盾"
"tʰ"	"[1]饨[2]屯臀豚[5]囤{粮~}"
"l"	"[2]仑伦沦"
"tʃ"	"[2]□{全、都}[3]准"
"tʃʰ"	"[1]春椿[2]纯醇淳[3]蠢"
"ʃ"	"[2]□{~下咧，不嚣张咧}[5]顺舜"
"ʒ"	"[5]润闰"
"k"	"[3]滚[5]棍"
"kʰ"	"[1]坤昆琨[3]啃捆[5]困"
"x"	"[1]婚昏荤[2]魂浑馄[5]混"
"Ø"	"[1]温瘟[3]稳"

"#ye᷉"	""
