ID	声	韵	调	字	注释	声母序	韵母序	带注释的字	韵母
1533	〇	iᴇ	1	咽	～喉	43	8	咽{～喉}	#iᴇ
1534	〇	iᴇ	1	阉		43	8	阉	#iᴇ
1535	〇	iᴇ	1	偃		43	8	偃	#iᴇ
4671	〇	iᴇ	1	□	躲藏	43	8	□{躲藏}	#iᴇ
1536	〇	iᴇ	3	掩		43	8	掩	#iᴇ
1537	〇	iᴇ	3	魇		43	8	魇	#iᴇ
1539	〇	iᴇ	3	厣		43	8	厣	#iᴇ
1540	〇	iᴇ	3	堰		43	8	堰	#iᴇ
4672	〇	iᴇ	3	□	痴	43	8	□{痴}	#iᴇ
1541	〇	iᴇ	5	厌		43	8	厌	#iᴇ
1542	〇	iᴇ	5	堰		43	8	堰	#iᴇ
1543	〇	iᴇ	5	宴		43	8	宴	#iᴇ
1544	〇	iᴇ	5	艳		43	8	艳	#iᴇ
1545	〇	iᴇ	5	燕		43	8	燕	#iᴇ
1546	〇	iᴇ	5	咽	吞〜	43	8	咽{吞〜}	#iᴇ
1548	〇	iᴇ	5	䞁		43	8	䞁	#iᴇ
4673	〇	iᴇ	5	□	比量长短	43	8	□{比量长短}	#iᴇ
1549	〇	iᴇ	7	页		43	8	页	#iᴇ
1550	〇	iᴇ	7	噎		43	8	噎	#iᴇ
1551	k	ue	1	乖		22	9	乖	#ue
1552	k	ue	3	拐		22	9	拐	#ue
1553	k	ue	5	怪		22	9	怪	#ue
1554	kʰ	ue	5	快		23	9	快	#ue
1555	ɡ	ue	2	怀	白	25	9	怀{白}	#ue
1556	〇	ue	1	歪		43	9	歪	#ue
1557	〇	ue	5	喂		43	9	喂	#ue
1558	p	ɛ	1	班		1	10	班	#ɛ
1559	p	ɛ	1	斑		1	10	斑	#ɛ
1560	p	ɛ	1	扳		1	10	扳	#ɛ
1561	p	ɛ	1	颁		1	10	颁	#ɛ
1562	p	ɛ	3	板		1	10	板	#ɛ
1563	p	ɛ	3	版		1	10	版	#ɛ
1564	p	ɛ	3	摆		1	10	摆	#ɛ
1565	p	ɛ	5	扮		1	10	扮	#ɛ
1566	p	ɛ	5	绊		1	10	绊	#ɛ
1567	pʰ	ɛ	1	攀		2	10	攀	#ɛ
1568	pʰ	ɛ	5	盼		2	10	盼	#ɛ
1569	pʰ	ɛ	5	瓣		2	10	瓣	#ɛ
1570	pʰ	ɛ	5	襻		2	10	襻	#ɛ
1571	b	ɛ	2	爿		3	10	爿	#ɛ
1573	b	ɛ	2	踫		3	10	踫	#ɛ
4655	b	ɛ	2	□	迈	3	10	□{迈}	#ɛ
1574	b	ɛ	6	办		3	10	办	#ɛ
1575	m	ɛ	1	蛮	～好	4	10	蛮{～好}	#ɛ
1576	m	ɛ	2	蛮	野～	4	10	蛮{野～}	#ɛ
1577	m	ɛ	4	晚	白	4	10	晚{白}	#ɛ
1578	m	ɛ	4	挽		4	10	挽	#ɛ
1579	m	ɛ	6	曼		4	10	曼	#ɛ
1580	m	ɛ	6	慢		4	10	慢	#ɛ
1581	m	ɛ	6	蔓		4	10	蔓	#ɛ
1582	m	ɛ	6	迈		4	10	迈	#ɛ
1583	m	ɛ	6	万	白	4	10	万{白}	#ɛ
1584	m	ɛ	6	漫		4	10	漫	#ɛ
1585	m	ɛ	6	幔		4	10	幔	#ɛ
1586	m	ɛ	8	埋		4	10	埋	#ɛ
1587	f	ɛ	1	番		5	10	番	#ɛ
1588	f	ɛ	1	翻		5	10	翻	#ɛ
1589	f	ɛ	1	藩		5	10	藩	#ɛ
1590	f	ɛ	3	反		5	10	反	#ɛ
1591	f	ɛ	5	泛		5	10	泛	#ɛ
1592	f	ɛ	5	贩		5	10	贩	#ɛ
1593	v	ɛ	2	烦		6	10	烦	#ɛ
1594	v	ɛ	2	顽		6	10	顽	#ɛ
1595	v	ɛ	2	凡		6	10	凡	#ɛ
1596	v	ɛ	2	帆		6	10	帆	#ɛ
1597	v	ɛ	2	矶		6	10	矶	#ɛ
1598	v	ɛ	2	环		6	10	环	#ɛ
1599	v	ɛ	2	繁		6	10	繁	#ɛ
1600	v	ɛ	2	藩		6	10	藩	#ɛ
1601	v	ɛ	2	还	归～	6	10	还{归～}	#ɛ
1602	v	ɛ	2	玩	～笑	6	10	玩{～笑}	#ɛ
1603	v	ɛ	2	矾		6	10	矾	#ɛ
1604	v	ɛ	2	患		6	10	患	#ɛ
1605	v	ɛ	2	宦		6	10	宦	#ɛ
1606	v	ɛ	4	犯		6	10	犯	#ɛ
1607	v	ɛ	4	范		6	10	范	#ɛ
1608	v	ɛ	4	晚	文	6	10	晚{文}	#ɛ
1609	v	ɛ	6	饭		6	10	饭	#ɛ
1610	v	ɛ	6	换		6	10	换	#ɛ
1611	v	ɛ	6	患		6	10	患	#ɛ
1612	v	ɛ	6	宦		6	10	宦	#ɛ
1613	v	ɛ	6	万	文	6	10	万{文}	#ɛ
1614	t	ɛ	1	丹		7	10	丹	#ɛ
1615	t	ɛ	1	单		7	10	单	#ɛ
1616	t	ɛ	1	耽		7	10	耽	#ɛ
1617	t	ɛ	1	担	～任	7	10	担{～任}	#ɛ
1618	t	ɛ	3	惮		7	10	惮	#ɛ
1619	t	ɛ	3	胆		7	10	胆	#ɛ
1620	t	ɛ	3	掸		7	10	掸	#ɛ
1621	t	ɛ	5	旦		7	10	旦	#ɛ
1622	t	ɛ	5	诞		7	10	诞	#ɛ
1623	t	ɛ	5	担	～子	7	10	担{～子}	#ɛ
4657	t	ɛ	7	□	这里	7	10	□{这里}	#ɛ
1625	tʰ	ɛ	1	滩		8	10	滩	#ɛ
1626	tʰ	ɛ	1	坍		8	10	坍	#ɛ
1627	tʰ	ɛ	1	摊	助词	8	10	摊{助词}	#ɛ
1628	tʰ	ɛ	3	坦		8	10	坦	#ɛ
1629	tʰ	ɛ	3	毯		8	10	毯	#ɛ
1630	tʰ	ɛ	5	叹		8	10	叹	#ɛ
1631	tʰ	ɛ	5	炭		8	10	炭	#ɛ
1632	tʰ	ɛ	7	摊	名词	8	10	摊{名词}	#ɛ
1633	d	ɛ	2	谈		9	10	谈	#ɛ
1634	d	ɛ	2	痰		9	10	痰	#ɛ
1635	d	ɛ	2	谭		9	10	谭	#ɛ
1636	d	ɛ	2	檀		9	10	檀	#ɛ
1637	d	ɛ	2	坛		9	10	坛	#ɛ
1638	d	ɛ	2	弹	～琴	9	10	弹{～琴}	#ɛ
1639	d	ɛ	2	燂		9	10	燂	#ɛ
1640	d	ɛ	2	潭		9	10	潭	#ɛ
1641	d	ɛ	4	淡		9	10	淡	#ɛ
1642	d	ɛ	6	但		9	10	但	#ɛ
1643	d	ɛ	6	蛋		9	10	蛋	#ɛ
1644	d	ɛ	6	弹	子～	9	10	弹{子～}	#ɛ
1645	d	ɛ	6	汰		9	10	汰	#ɛ
1646	d	ɛ	6	坦		9	10	坦	#ɛ
1647	n	ɛ	2	难		10	10	难	#ɛ
1648	n	ɛ	6	难		10	10	难	#ɛ
1649	n	ɛ	8	旦		10	10	旦	#ɛ
1650	l	ɛ	2	兰		11	10	兰	#ɛ
1651	l	ɛ	2	拦		11	10	拦	#ɛ
1652	l	ɛ	2	栏		11	10	栏	#ɛ
1653	l	ɛ	2	蓝		11	10	蓝	#ɛ
1654	l	ɛ	2	篮		11	10	篮	#ɛ
1655	l	ɛ	4	揽		11	10	揽	#ɛ
1656	l	ɛ	4	览		11	10	览	#ɛ
1657	l	ɛ	4	缆		11	10	缆	#ɛ
1659	l	ɛ	4	榄		11	10	榄	#ɛ
1660	l	ɛ	4	懒		11	10	懒	#ɛ
4658	l	ɛ	4	□	唾液	11	10	□{唾液}	#ɛ
1661	l	ɛ	6	烂		11	10	烂	#ɛ
1662	l	ɛ	6	滥		11	10	滥	#ɛ
1663	l	ɛ	6	赖	姓	11	10	赖{姓}	#ɛ
1664	l	ɛ	6	癞		11	10	癞	#ɛ
1665	l	ɛ	6	鲤		11	10	鲤	#ɛ
1666	l	ɛ	6	缆		11	10	缆	#ɛ
1667	l	ɛ	8	篮		11	10	篮	#ɛ
1668	s	ɛ	1	三		15	10	三	#ɛ
1669	s	ɛ	1	杉		15	10	杉	#ɛ
1670	s	ɛ	1	衫		15	10	衫	#ɛ
1671	s	ɛ	1	山		15	10	山	#ɛ
1672	s	ɛ	1	删		15	10	删	#ɛ
1673	s	ɛ	1	珊		15	10	珊	#ɛ
1674	s	ɛ	3	伞		15	10	伞	#ɛ
1675	s	ɛ	3	散	松～	15	10	散{松～}	#ɛ
1676	s	ɛ	5	疝		15	10	疝	#ɛ
1677	s	ɛ	5	散	消～	15	10	散{消～}	#ɛ
1678	z	ɛ	2	馋		16	10	馋	#ɛ
1679	z	ɛ	2	谗		16	10	谗	#ɛ
1681	z	ɛ	2	截		16	10	截	#ɛ
4656	z	ɛ	2	□	往前凸出	16	10	□{往前凸出}	#ɛ
1682	z	ɛ	4	潺	水～，鱼名	16	10	潺{水～，鱼名}	#ɛ
1683	k	ɛ	1	奸		22	10	奸	#ɛ
1684	k	ɛ	1	艰		22	10	艰	#ɛ
1685	k	ɛ	1	监		22	10	监	#ɛ
1686	k	ɛ	1	尴		22	10	尴	#ɛ
1687	k	ɛ	1	间	房～	22	10	间{房～}	#ɛ
1688	k	ɛ	1	锏		22	10	锏	#ɛ
1689	k	ɛ	1	涧		22	10	涧	#ɛ
1690	k	ɛ	3	减		22	10	减	#ɛ
1691	k	ɛ	3	简		22	10	简	#ɛ
1692	k	ɛ	3	裥		22	10	裥	#ɛ
1693	k	ɛ	3	碱		22	10	碱	#ɛ
1694	k	ɛ	3	拣		22	10	拣	#ɛ
1695	k	ɛ	3	柬		22	10	柬	#ɛ
1696	k	ɛ	3	搛		22	10	搛	#ɛ
1697	k	ɛ	3	敢		22	10	敢	#ɛ
1698	k	ɛ	5	涧		22	10	涧	#ɛ
1699	k	ɛ	5	间	～隔	22	10	间{～隔}	#ɛ
1700	k	ɛ	5	鉴		22	10	鉴	#ɛ
1701	k	ɛ	5	谏		22	10	谏	#ɛ
1702	k	ɛ	5	庎		22	10	庎	#ɛ
1703	k	ɛ	5	监		22	10	监	#ɛ
1704	k	ɛ	7	格		22	10	格	#ɛ
1705	k	ɛ	7	届		22	10	届	#ɛ
1706	kʰ	ɛ	3	楷		23	10	楷	#ɛ
1707	kʰ	ɛ	3	舰		23	10	舰	#ɛ
1708	kʰ	ɛ	3	槛		23	10	槛	#ɛ
1709	kʰ	ɛ	5	嵌		23	10	嵌	#ɛ
1710	kʰ	ɛ	5	勘		23	10	勘	#ɛ
1711	ŋ	ɛ	2	岩		24	10	岩	#ɛ
1712	ŋ	ɛ	2	涯		24	10	涯	#ɛ
1713	ŋ	ɛ	2	颜		24	10	颜	#ɛ
1714	ŋ	ɛ	2	癌		24	10	癌	#ɛ
1715	ŋ	ɛ	4	眼		24	10	眼	#ɛ
1716	ŋ	ɛ	6	雁		24	10	雁	#ɛ
1717	ɡ	ɛ	2	衔		25	10	衔	#ɛ
1718	ɡ	ɛ	4	隑		25	10	隑	#ɛ
1719	ɡ	ɛ	6	隑		25	10	隑	#ɛ
1720	h	ɛ	1	龛		26	10	龛	#ɛ
1721	h	ɛ	3	喊		26	10	喊	#ɛ
4659	h	ɛ	3	□	声音沙哑	26	10	□{声音沙哑}	#ɛ
1723	ɦ	ɛ	2	咸		27	10	咸	#ɛ
1724	ɦ	ɛ	2	闲		27	10	闲	#ɛ
1725	ɦ	ɛ	2	函		27	10	函	#ɛ
1726	ɦ	ɛ	2	嫌		27	10	嫌	#ɛ
1727	ɦ	ɛ	4	限		27	10	限	#ɛ
1728	ɦ	ɛ	6	陷		27	10	陷	#ɛ
1729	ɦ	ɛ	6	械		27	10	械	#ɛ
1730	ɦ	ɛ	6	懈		27	10	懈	#ɛ
1731	ɦ	ɛ	6	馅		27	10	馅	#ɛ
4660	〇	ɛ	3	□	背人	43	10	□{背人}	#ɛ
1733	〇	ɛ	5	晏	晚	43	10	晏{晚}	#ɛ
1734	〇	ɛ	5	揞		43	10	揞	#ɛ
4661	tɕ	iɛ	1	□	树干上的结	17	11	□{树干上的结}	#iɛ
1736	tɕ	iɛ	3	斩		17	11	斩	#iɛ
1737	tɕ	iɛ	3	盏		17	11	盏	#iɛ
1738	tɕ	iɛ	3	攒		17	11	攒	#iɛ
4662	tɕ	iɛ	3	□	簸	17	11	□{簸}	#iɛ
1740	tɕ	iɛ	5	赞		17	11	赞	#iɛ
1741	tɕ	iɛ	5	溅		17	11	溅	#iɛ
1742	tɕ	iɛ	5	蘸		17	11	蘸	#iɛ
1743	tɕ	iɛ	5	灒		17	11	灒	#iɛ
1744	tɕʰ	iɛ	1	餐		18	11	餐	#iɛ
1745	tɕʰ	iɛ	1	搀		18	11	搀	#iɛ
1746	tɕʰ	iɛ	3	产		18	11	产	#iɛ
1747	tɕʰ	iɛ	3	铲		18	11	铲	#iɛ
1748	tɕʰ	iɛ	5	灿		18	11	灿	#iɛ
4663	tɕʰ	iɛ	5	□	骂	18	11	□{骂}	#iɛ
4664	tɕʰ	iɛ	5	□	时髦	18	11	□{时髦}	#iɛ
1750	dʑ	iɛ	2	惭		19	11	惭	#iɛ
1751	dʑ	iɛ	2	残		19	11	残	#iɛ
1752	dʑ	iɛ	3	赚		19	11	赚	#iɛ
1753	dʑ	iɛ	6	站		19	11	站	#iɛ
1754	dʑ	iɛ	6	栈		19	11	栈	#iɛ
1755	dʑ	iɛ	6	暂		19	11	暂	#iɛ
1756	dʑ	iɛ	6	绽		19	11	绽	#iɛ
1757	k	uɛ	1	关		22	12	关	#uɛ
1758	k	uɛ	1	鳏		22	12	鳏	#uɛ
1759	k	uɛ	5	惯		22	12	惯	#uɛ
1760	kʰ	uɛ	1	宽		23	12	宽	#uɛ
1761	ɡ	uɛ	6	掼		25	12	掼	#uɛ
1762	〇	uɛ	1	弯		43	12	弯	#uɛ
1763	〇	uɛ	1	湾		43	12	湾	#uɛ
1764	〇	uɛ	3	皖		43	12	皖	#uɛ
1765	〇	uɛ	3	挽		43	12	挽	#uɛ
1766	〇	uɛ	3	幻		43	12	幻	#uɛ
1767	〇	uɛ	5	幻		43	12	幻	#uɛ
1768	s	yᴇ	1	宣		15	13	宣	#yᴇ
1769	s	yᴇ	1	喧		15	13	喧	#yᴇ
1770	s	yᴇ	3	选		15	13	选	#yᴇ
1771	s	yᴇ	7	说		15	13	说	#yᴇ
1772	s	yᴇ	7	雪		15	13	雪	#yᴇ
1773	z	yᴇ	2	全		16	13	全	#yᴇ
1774	z	yᴇ	2	泉		16	13	泉	#yᴇ
1775	z	yᴇ	2	船		16	13	船	#yᴇ
1776	z	yᴇ	6	旋		16	13	旋	#yᴇ
1777	z	yᴇ	6	碹		16	13	碹	#yᴇ
1778	z	yᴇ	8	绝		16	13	绝	#yᴇ
1779	tɕ	yᴇ	1	专		17	13	专	#yᴇ
1780	tɕ	yᴇ	1	捐		17	13	捐	#yᴇ
1781	tɕ	yᴇ	1	涓		17	13	涓	#yᴇ
1782	tɕ	yᴇ	1	砖		17	13	砖	#yᴇ
1783	tɕ	yᴇ	3	卷	文，动词	17	13	卷{文，动词}	#yᴇ
1784	tɕ	yᴇ	3	转	旋～	17	13	转{旋～}	#yᴇ
1785	tɕ	yᴇ	5	眷		17	13	眷	#yᴇ
1786	tɕ	yᴇ	5	倦		17	13	倦	#yᴇ
1787	tɕ	yᴇ	5	绢		17	13	绢	#yᴇ
1788	tɕ	yᴇ	5	转	轮流	17	13	转{轮流}	#yᴇ
1789	tɕ	yᴇ	5	卷	量词	17	13	卷{量词}	#yᴇ
1790	tɕ	yᴇ	7	决		17	13	决	#yᴇ
1791	tɕ	yᴇ	7	诀		17	13	诀	#yᴇ
1792	tɕ	yᴇ	7	拙		17	13	拙	#yᴇ
1793	tɕ	yᴇ	7	厥		17	13	厥	#yᴇ
1794	tɕ	yᴇ	7	缀		17	13	缀	#yᴇ
1795	tɕ	yᴇ	7	憠		17	13	憠	#yᴇ
1796	tɕʰ	yᴇ	1	川		18	13	川	#yᴇ
1797	tɕʰ	yᴇ	1	圈		18	13	圈	#yᴇ
1798	tɕʰ	yᴇ	1	穿	文	18	13	穿{文}	#yᴇ
1799	tɕʰ	yᴇ	3	犬		18	13	犬	#yᴇ
1800	tɕʰ	yᴇ	5	劝		18	13	劝	#yᴇ
1801	tɕʰ	yᴇ	5	券		18	13	券	#yᴇ
1802	tɕʰ	yᴇ	5	栓		18	13	栓	#yᴇ
1803	tɕʰ	yᴇ	5	串	文	18	13	串{文}	#yᴇ
1804	tɕʰ	yᴇ	7	缺		18	13	缺	#yᴇ
1805	tɕʰ	yᴇ	7	出		18	13	出	#yᴇ
1806	dʑ	yᴇ	1	权		19	13	权	#yᴇ
1807	dʑ	yᴇ	1	拳		19	13	拳	#yᴇ
1808	dʑ	yᴇ	1	椽		19	13	椽	#yᴇ
1809	dʑ	yᴇ	1	题		19	13	题	#yᴇ
1810	dʑ	yᴇ	1	传	〜说	19	13	传{〜说}	#yᴇ
1811	dʑ	yᴇ	2	颧		19	13	颧	#yᴇ
1812	dʑ	yᴇ	2	椽		19	13	椽	#yᴇ
1813	dʑ	yᴇ	2	拳		19	13	拳	#yᴇ
1814	dʑ	yᴇ	2	权		19	13	权	#yᴇ
1815	dʑ	yᴇ	4	篆		19	13	篆	#yᴇ
1816	dʑ	yᴇ	6	传		19	13	传	#yᴇ
1817	dʑ	yᴇ	6	篆		19	13	篆	#yᴇ
1818	ȵ	yᴇ	2	元		20	13	元	#yᴇ
1819	ȵ	yᴇ	2	阮		20	13	阮	#yᴇ
1820	ȵ	yᴇ	2	原		20	13	原	#yᴇ
1821	ȵ	yᴇ	2	源		20	13	源	#yᴇ
1822	ȵ	yᴇ	2	玩	古〜	20	13	玩{古〜}	#yᴇ
1823	ȵ	yᴇ	4	软		20	13	软	#yᴇ
1824	ȵ	yᴇ	4	阮		20	13	阮	#yᴇ
1825	ȵ	yᴇ	6	愿		20	13	愿	#yᴇ
1826	ȵ	yᴇ	8	月		20	13	月	#yᴇ
4674	ɕ	yᴇ	1	□	鞋扣	21	13	□{鞋扣}	#yᴇ
1828	ɕ	yᴇ	5	拖		21	13	拖	#yᴇ
1830	ɕ	yᴇ	5	楦		21	13	楦	#yᴇ
4675	ɕ	yᴇ	5	□	衣着漂亮	21	13	□{衣着漂亮}	#yᴇ
1831	ɕ	yᴇ	7	血		21	13	血	#yᴇ
4676	ɕ	yᴇ	7	□	～tai˦˦：份量	21	13	□{～tai˦˦：份量}	#yᴇ
4376	ɦ	yᴇ	2	袁		27	13	袁	#yᴇ
4377	ɦ	yᴇ	2	猿		27	13	猿	#yᴇ
4378	ɦ	yᴇ	2	辕		27	13	辕	#yᴇ
4398	ɦ	yᴇ	2	眩		27	13	眩	#yᴇ
4480	ɦ	yᴇ	2	员		27	13	员	#yᴇ
4481	ɦ	yᴇ	2	园		27	13	园	#yᴇ
4482	ɦ	yᴇ	2	圆		27	13	圆	#yᴇ
4483	ɦ	yᴇ	2	缘		27	13	缘	#yᴇ
4484	ɦ	yᴇ	2	求		27	13	求	#yᴇ
4485	ɦ	yᴇ	2	魂		27	13	魂	#yᴇ
4486	ɦ	yᴇ	2	援		27	13	援	#yᴇ
4487	ɦ	yᴇ	2	丸		27	13	丸	#yᴇ
4488	ɦ	yᴇ	2	完		27	13	完	#yᴇ
4489	ɦ	yᴇ	2	玄		27	13	玄	#yᴇ
4490	ɦ	yᴇ	2	桓		27	13	桓	#yᴇ
4491	ɦ	yᴇ	4	远		27	13	远	#yᴇ
4492	ɦ	yᴇ	4	缓		27	13	缓	#yᴇ
4379	ɦ	yᴇ	6	媛		27	13	媛	#yᴇ
4399	ɦ	yᴇ	6	换		27	13	换	#yᴇ
4493	ɦ	yᴇ	6	县		27	13	县	#yᴇ
4494	ɦ	yᴇ	6	悬		27	13	悬	#yᴇ
4495	ɦ	yᴇ	6	院		27	13	院	#yᴇ
4496	ɦ	yᴇ	6	眩		27	13	眩	#yᴇ
4380	ɦ	yᴇ	8	越		27	13	越	#yᴇ
4497	ɦ	yᴇ	8	穴		27	13	穴	#yᴇ
4498	ɦ	yᴇ	8	粤		27	13	粤	#yᴇ
1833	〇	yᴇ	1	冤		43	13	冤	#yᴇ
1834	〇	yᴇ	1	渊		43	13	渊	#yᴇ
1835	〇	yᴇ	3	宛		43	13	宛	#yᴇ
4677	〇	yᴇ	4	□	哄劝	43	13	□{哄劝}	#yᴇ
1836	〇	yᴇ	5	怨		43	13	怨	#yᴇ
4678	〇	yᴇ	8	□	果核	43	13	□{果核}	#yᴇ
1837	p	a	1	爸		1	14	爸	#a
1838	p	a	1	包		1	14	包	#a
1839	p	a	1	胞		1	14	胞	#a
1840	p	a	1	帮		1	14	帮	#a
1841	p	a	1	浜		1	14	浜	#a
1843	p	a	1	邦		1	14	邦	#a
1844	p	a	1	梆		1	14	梆	#a
4679	p	a	1	□	口张开	1	14	□{口张开}	#a
1845	p	a	3	饱		1	14	饱	#a
1846	p	a	3	榜		1	14	榜	#a
1847	p	a	3	绑		1	14	绑	#a
1848	p	a	5	豹		1	14	豹	#a
1849	p	a	5	迸		1	14	迸	#a
1850	p	a	5	谤		1	14	谤	#a
1851	p	a	5	趵		1	14	趵	#a
4680	p	a	5	□	结(网)	1	14	□{结(网)}	#a
1853	pʰ	a	1	抛		2	14	抛	#a
1854	pʰ	a	1	滂		2	14	滂	#a
1856	pʰ	a	1	烹		2	14	烹	#a
1857	pʰ	a	1	脬		2	14	脬	#a
4681	pʰ	a	1	□	锅，水壶等因水烧干而损坏	2	14	□{锅，水壶等因水烧干而损坏}	#a
1858	pʰ	a	3	跑		2	14	跑	#a
1859	pʰ	a	3	髈		2	14	髈	#a
1860	pʰ	a	5	炮		2	14	炮	#a
1861	pʰ	a	5	泡		2	14	泡	#a
1862	pʰ	a	5	胖		2	14	胖	#a
1863	b	a	2	旁		3	14	旁	#a
1864	b	a	2	彭		3	14	彭	#a
1865	b	a	2	膨		3	14	膨	#a
1866	b	a	2	螃		3	14	螃	#a
1867	b	a	2	庞		3	14	庞	#a
1868	b	a	2	磅		3	14	磅	#a
1869	b	a	2	苞		3	14	苞	#a
1870	b	a	2	庖		3	14	庖	#a
1871	b	a	2	滂		3	14	滂	#a
1872	b	a	4	棒		3	14	棒	#a
1873	b	a	4	蚌		3	14	蚌	#a
1874	b	a	4	鲍		3	14	鲍	#a
1875	b	a	6	刨		3	14	刨	#a
1876	b	a	6	傍		3	14	傍	#a
1878	b	a	6	饱		3	14	饱	#a
4682	b	a	6	□	儿语：不要动	3	14	□{儿语：不要动}	#a
1879	m	a	2	矛		4	14	矛	#a
1880	m	a	2	茅		4	14	茅	#a
1881	m	a	2	锚		4	14	锚	#a
4683	m	a	2	□	张开手掌后,大拇指指尖与中指指尖之间的长度	4	14	□{张开手掌后,大拇指指尖与中指指尖之间的长度}	#a
1883	m	a	4	卯		4	14	卯	#a
1884	m	a	4	莽		4	14	莽	#a
1885	m	a	4	蟒		4	14	蟒	#a
1886	m	a	4	网		4	14	网	#a
1887	m	a	4	猛		4	14	猛	#a
1888	m	a	4	罔		4	14	罔	#a
1889	m	a	4	昴		4	14	昴	#a
1890	m	a	4	惘		4	14	惘	#a
1891	m	a	4	辋		4	14	辋	#a
1892	m	a	4	孟		4	14	孟	#a
1893	m	a	6	孟		4	14	孟	#a
1894	m	a	6	骂		4	14	骂	#a
1895	m	a	6	貌		4	14	貌	#a
4684	f	a	5	□	双融分开	5	14	□{双融分开}	#a
1897	f	a	7	法		5	14	法	#a
1898	f	a	7	发		5	14	发	#a
1899	v	a	2	横		6	14	横	#a
1900	v	a	2	衡		6	14	衡	#a
1901	v	a	8	乏		6	14	乏	#a
1902	v	a	8	罚		6	14	罚	#a
1903	v	a	8	伐		6	14	伐	#a
1904	v	a	8	筏		6	14	筏	#a
1905	v	a	8	活		6	14	活	#a
1906	v	a	8	滑		6	14	滑	#a
1907	v	a	8	猾		6	14	猾	#a
1908	v	a	8	阀		6	14	阀	#a
1909	t	a	3	打		7	14	打	#a
1910	t	a	7	搭		7	14	搭	#a
1912	t	a	7	嗒		7	14	嗒	#a
1913	t	a	7	褡		7	14	褡	#a
4689	t	a	7	□	吧嗒着嘴	7	14	□{吧嗒着嘴}	#a
1914	tʰ	a	1	他		8	14	他	#a
1915	tʰ	a	1	塌		8	14	塌	#a
1916	tʰ	a	7	榻		8	14	榻	#a
1917	tʰ	a	7	塔		8	14	塔	#a
1918	tʰ	a	7	塌		8	14	塌	#a
1919	tʰ	a	7	獭		8	14	獭	#a
1921	tʰ	a	7	遢		8	14	遢	#a
1922	tʰ	a	7	跶		8	14	跶	#a
1923	tʰ	a	7	搽		8	14	搽	#a
4690	tʰ	a	7	□	烙,煎；搽，抹	8	14	□{烙,煎；搽，抹}	#a
1924	d	a	8	沓		9	14	沓	#a
1925	d	a	8	踏		9	14	踏	#a
1926	d	a	8	达		9	14	达	#a
1927	n	a	1	挪		10	14	挪	#a
1928	n	a	2	拿		10	14	拿	#a
4691	n	a	2	□	抬头，伸出头	10	14	□{抬头，伸出头}	#a
1930	n	a	3	那		10	14	那	#a
1931	n	a	6	闹		10	14	闹	#a
4692	n	a	6	□	使劲,巴望	10	14	□{使劲,巴望}	#a
1933	n	a	8	捺		10	14	捺	#a
1935	n	a	8	拿		10	14	拿	#a
4693	n	a	8	□	提	10	14	□{提}	#a
1936	l	a	1	拉		11	14	拉	#a
1937	l	a	4	冷		11	14	冷	#a
1938	l	a	4	两	〜个	11	14	两{〜个}	#a
1939	l	a	8	蜡		11	14	蜡	#a
1940	l	a	8	腊		11	14	腊	#a
1941	l	a	8	辣		11	14	辣	#a
1942	l	a	8	瘌		11	14	瘌	#a
1944	l	a	8	镴		11	14	镴	#a
4694	l	a	8	□	～tɕa˧˨˧下：腋下	11	14	□{～tɕa˧˨˧下：腋下}	#a
1945	s	a	1	生		15	14	生	#a
1946	s	a	1	牲		15	14	牲	#a
1947	s	a	1	笙		15	14	笙	#a
1948	s	a	1	甥		15	14	甥	#a
1949	s	a	1	傻		15	14	傻	#a
1950	s	a	3	傻		15	14	傻	#a
1951	s	a	3	省	节～	15	14	省{节～}	#a
4685	s	a	5	□	走	15	14	□{走}	#a
1953	s	a	7	杀		15	14	杀	#a
1954	s	a	7	萨		15	14	萨	#a
4686	s	a	7	□	塞	15	14	□{塞}	#a
1956	z	a	8	闸		16	14	闸	#a
1957	z	a	8	铡		16	14	铡	#a
4687	z	a	8	□	水煮	16	14	□{水煮}	#a
4688	z	a	8	□	遮挡	16	14	□{遮挡}	#a
1959	k	a	1	交		22	14	交	#a
1960	k	a	1	胶		22	14	胶	#a
1961	k	a	1	郊		22	14	郊	#a
1962	k	a	1	羹		22	14	羹	#a
1963	k	a	1	耕		22	14	耕	#a
1964	k	a	1	粳		22	14	粳	#a
1965	k	a	1	更	三～	22	14	更{三～}	#a
1966	k	a	1	庚		22	14	庚	#a
1967	k	a	1	鳏		22	14	鳏	#a
1968	k	a	3	狡		22	14	狡	#a
1969	k	a	3	哽		22	14	哽	#a
1970	k	a	3	绞		22	14	绞	#a
1971	k	a	3	较		22	14	较	#a
1972	k	a	3	耿		22	14	耿	#a
1973	k	a	3	橄		22	14	橄	#a
1975	k	a	3	铰		22	14	铰	#a
1976	k	a	3	埂		22	14	埂	#a
1977	k	a	3	镒		22	14	镒	#a
1978	k	a	3	梗		22	14	梗	#a
4695	k	a	3	□	口语：把玩	22	14	□{口语：把玩}	#a
1979	k	a	5	教		22	14	教	#a
1980	k	a	5	较		22	14	较	#a
1981	k	a	5	搅		22	14	搅	#a
1982	k	a	5	校	～对	22	14	校{～对}	#a
1983	k	a	5	更		22	14	更	#a
1984	k	a	7	夹		22	14	夹	#a
1985	k	a	7	峡		22	14	峡	#a
