繁	簡	IPA	IPA無調	拼音	調值	解釋																																											
玉	玉	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	人名用字																																											
肉	肉	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	~麻，自~自痛																																											
搦	搦	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	用力揉搓，搋																																											
掿	掿	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	用力揉搓，搋																																											
𢫭	𢫭	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	用力揉搓，搋																																											
衄	衄	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5																																												
鈺	钰	ɲyoʔ⁵	ɲyoʔ	gnioq8B	5	人名用字																																											
說	说	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
噱	噱	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	~頭（俗字，本字爲魆）																																											
魆	魆	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	~頭																																											
血	血	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
戌	戌	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
恤	恤	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
畜	畜	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	~牧業																																											
蓄	蓄	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
撒	撒	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	散架																																											
卹	恤	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
賉	恤	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
旭	旭	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
□		ʃyoʔ³⁴	ʃyoʔ	shioq7	34	仔~（清晰）																																											
□		ʃyoʔ³⁴	ʃyoʔ	shioq7	34	捆紮好或箍好的東西散開																																											
蟀	蟀	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
摔	摔	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
率	率	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	又音																																											
帥	帅	ʃyoʔ³⁴	ʃyoʔ	shioq7	34	同率																																											
䢦	䢦	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
𠞩	𠞩	ʃyoʔ³⁴	ʃyoʔ	shioq7	34																																												
學	学	ʒyoʔ²³	ʒyoʔ	zhioq8A	23	文																																											
穴	穴	ʒyoʔ²³	ʒyoʔ	zhioq8A	23																																												
□		ʒyoʔ²³	ʒyoʔ	zhioq8A	23	心裏亂，不定神：他~殺作，衹顧跑來跑去																																											
鬱	郁	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	~~蔥蔥																																											
欝	郁	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	同鬱																																											
𣡸	郁	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	同鬱																																											
郁	郁	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	濃~																																											
戫	戫	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34																																												
彧	彧	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34																																												
尉	尉	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	~遲，複姓																																											
噦	哕	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	~奶																																											
哊	哊	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	~奶，『集韻』乙六切，吐也。『呂四方言研究』『海門縣方言志』均作噦																																											
抈	抈	Ǿyoʔ³⁴	Ǿyoʔ	ioq7	34	使竹子變直或變彎，單字音																																											
育	育	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
毓	毓	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
煜	煜	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
昱	昱	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
悅	悦	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
說	说	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	人名用字																																											
閱	阅	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
粵	粤	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
穴	穴	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
域	域	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
蜮	蜮	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
疫	疫	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
唷	唷	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
役	役	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
浴	浴	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
欲	欲	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
慾	欲	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	~望																																											
獄	狱	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
刖	刖	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
跀	跀	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
𧿁	𧿁	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
月	月	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	文																																											
鵒	鹆	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
𩀑	𩀑	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
谷	谷	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	吐~渾																																											
聿	聿	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
越	越	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
鷸	鹬	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5																																												
樂	乐	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	音~																																											
岳	岳	Ǿyoʔ⁵	Ǿyoʔ	ioq8B	5	文																																											
佰	佰	pəʔ³⁴	pəʔ	peq7	34																																												
百	百	pəʔ³⁴	pəʔ	peq7	34																																												
柏	柏	pəʔ³⁴	pəʔ	peq7	34																																												
伯	伯	pəʔ³⁴	pəʔ	peq7	34	又音																																											
檗	檗	pəʔ³⁴	pəʔ	peq7	34																																												
擘	擘	pəʔ³⁴	pəʔ	peq7	34																																												
不	不	pəʔ³⁴	pəʔ	peq7	34																																												
鈈	钚	pəʔ³⁴	pəʔ	peq7	34																																												
迫	迫	pəʔ³⁴	pəʔ	peq7	34	老																																											
珀	珀	pʰəʔ³⁴	pʰəʔ	pheq7	34																																												
拍	拍	pʰəʔ³⁴	pʰəʔ	pheq7	34																																												
迫	迫	pʰəʔ³⁴	pʰəʔ	pheq7	34																																												
啪	啪	pʰəʔ³⁴	pʰəʔ	pheq7	34																																												
魄	魄	pʰəʔ³⁴	pʰəʔ	pheq7	34	气~																																											
勃	勃	bəʔ²³	bəʔ	beq8A	23																																												
渤	渤	bəʔ²³	bəʔ	beq8A	23																																												
餑	饽	bəʔ²³	bəʔ	beq8A	23																																												
白	白	bəʔ²³	bəʔ	beq8A	23																																												
帛	帛	bəʔ²³	bəʔ	beq8A	23																																												
脖	脖	bəʔ²³	bəʔ	beq8A	23																																												
舶	舶	bəʔ²³	bəʔ	beq8A	23	~來品																																											
馞	馞	bəʔ²³	bəʔ	beq8A	23																																												
悖	悖	bəʔ²³	bəʔ	beq8A	23																																												
馞	馞	bəʔ²³	bəʔ	beq8A	23																																												
浡	浡	bəʔ²³	bəʔ	beq8A	23																																												
誖	悖	bəʔ²³	bəʔ	beq8A	23																																												
孛	孛	bəʔ²³	bəʔ	beq8A	23																																												
艴	艴	bəʔ²³	bəʔ	beq8A	23																																												
鵓	鹁	bəʔ²³	bəʔ	beq8A	23	~鴣鴣																																											
荸	荸	bəʔ²³	bəʔ	beq8A	23	~薺																																											
沒	没	məʔ⁵	məʔ	meq8B	5																																												
墨	墨	məʔ⁵	məʔ	meq8B	5																																												
默	默	məʔ⁵	məʔ	meq8B	5	~寫																																											
脈	脉	məʔ⁵	məʔ	meq8B	5																																												
歿	殁	məʔ⁵	məʔ	meq8B	5																																												
麥	麦	məʔ⁵	məʔ	meq8B	5																																												
䥑	鿏	məʔ⁵	məʔ	meq8B	5																																												
陌	陌	məʔ⁵	məʔ	meq8B	5	又音																																											
驀	蓦	məʔ⁵	məʔ	meq8B	5																																												
貊	貊	məʔ⁵	məʔ	meq8B	5																																												
蛨	蛨	məʔ⁵	məʔ	meq8B	5	~蛨子，蚱蜢																																											
貘	貘	məʔ⁵	məʔ	meq8B	5																																												
末	末	məʔ⁵	məʔ	meq8B	5	又音，老~，~底																																											
𩑦	𩑦	məʔ⁵	məʔ	meq8B	5	拏頭~進去																																											
𠬛	𠬛	məʔ⁵	məʔ	meq8B	5																																												
嚜	嚜	məʔ	məʔ	meq0	輕聲	語气助詞，用於句末；又音[mɔ]																																											
彿	佛	fəʔ³⁴	fəʔ	feq7	34	彷~																																											
髴	佛	fəʔ³⁴	fəʔ	feq7	34	髣~																																											
弗	弗	fəʔ³⁴	fəʔ	feq7	34																																												
芾	芾	fəʔ³⁴	fəʔ	feq7	34																																												
巿	巿	fəʔ³⁴	fəʔ	feq7	34																																												
韍	韨	fəʔ³⁴	fəʔ	feq7	34																																												
黻	黻	fəʔ³⁴	fəʔ	feq7	34	黼~																																											
拂	拂	fəʔ³⁴	fəʔ	feq7	34																																												
氟	氟	fəʔ³⁴	fəʔ	feq7	34																																												
忽	忽	fəʔ³⁴	fəʔ	feq7	34	又音																																											
惚	惚	fəʔ³⁴	fəʔ	feq7	34	又音																																											
笏	笏	fəʔ³⁴	fəʔ	feq7	34	又音																																											
寣	寣	fəʔ³⁴	fəʔ	feq7	34	又音，睏一~（睡一覺）																																											
㦌	㦌	fəʔ³⁴	fəʔ	feq7	34	又音，睏~頭裏（睡夢裏）																																											
沸	沸	fəʔ³⁴	fəʔ	feq7	34																																												
𠜻	𠜻	fəʔ³⁴	fəʔ	feq7	34	又音，將竹篾等劈成更薄的片兒																																											
劃	划	fəʔ³⁴	fəʔ	feq7	34	又音，將竹篾等劈成更薄的片兒																																											
□		fəʔ³⁴	fəʔ	feq7	34	又音，人的能力差；物品質量差：~貨																																											
□		fəʔ³⁴	fəʔ	feq7	34	又音，~疱，水疱																																											
□		fəʔ³⁴	fəʔ	feq7	34	分解開來：拏繩~開來																																											
□		fəʔ³⁴	fəʔ	feq7	34	又音，木頭~來作；引申爲窩囊：他是個老~																																											
佛	佛	vəʔ²³	vəʔ	veq8A	23	拜~																																											
物	物	vəʔ²³	vəʔ	veq8A	23																																												
勿	勿	vəʔ²³	vəʔ	veq8A	23																																												
囫	囫	vəʔ²³	vəʔ	veq8A	23	又音																																											
或	或	vəʔ²³	vəʔ	veq8A	23	又音																																											
惑	惑	vəʔ²³	vəʔ	veq8A	23	又音																																											
獲	获	vəʔ²³	vəʔ	veq8A	23	~得																																											
蜮	蜮	vəʔ²³	vəʔ	veq8A	23	又音																																											
得	得	təʔ³⁴	təʔ	teq7	34																																												
鍀	锝	təʔ³⁴	təʔ	teq7	34																																												
德	德	təʔ³⁴	təʔ	teq7	34																																												
咄	咄	təʔ³⁴	təʔ	teq7	34																																												
瘩	瘩	təʔ³⁴	təʔ	teq7	34																																												
啄	啄	təʔ³⁴	təʔ	teq7	34	雞~米																																											
脦	脦	təʔ³⁴	təʔ	teq7	34	肋~：不聰明，不靈活																																											
虴	虴	təʔ³⁴	təʔ	teq7	34	~蛨子																																											
撘	撘	təʔ³⁴	təʔ	teq7	34	在~（持續體標識）																																											
𪐏	𪐏	təʔ³⁴	təʔ	teq7	34	黏																																											
䊞	䊞	təʔ³⁴	təʔ	teq7	34	黏																																											
籷	籷	təʔ³⁴	təʔ	teq7	34	黏																																											
𨁽	𨁽	təʔ³⁴	təʔ	teq7	34	跺：~腳																																											
□		təʔ³⁴	təʔ	teq7	34	點（頭）																																											
忒	忒	tʰəʔ³⁴	tʰəʔ	theq7	34	太																																											
鋱	铽	tʰəʔ³⁴	tʰəʔ	theq7	34																																												
脫	脱	tʰəʔ³⁴	tʰəʔ	theq7	34	又音，~手，~身																																											
𤿫	𤿫	tʰəʔ³⁴	tʰəʔ	theq7	34	~皮拉膚																																											
忑	忑	tʰəʔ³⁴	tʰəʔ	theq7	34	忐忐~~，猶豫不決																																											
慝	慝	tʰəʔ³⁴	tʰəʔ	theq7	34																																												
