字	源	拼	IPA		覈校：到格拉夫
券	客英字典	ken5	kʰen5		
券	客英字典	gen1	ken1		
牶	客英字典	ken5	kʰen5		
牶	客英字典	kien5	kʰien5		
勸	客英字典	ken5	kʰen5		
勸	客英字典	kien5	kʰien5		
炔	客英字典	kui5	kʰui5		
缺	客英字典	ked7	kʰet7		
缺	客英字典	kied7	kʰiet7		
闕	客英字典	ked7	kʰet7		
闕	客英字典	kied7	kʰiet7		
瘸	客英字典	kio2	kʰio2		
却	客英字典	kiog7	kʰiok7		
卻	客英字典	kiog7	kʰiok7		
埆	客英字典	gog7	kok7		
雀	客英字典	ziog7	tsiok7		
硞	客英字典	kog8	kʰok8		
确	客英字典	kog7	kʰok7		
搉	客英字典	kog8	kʰok8		
搉	客英字典	kog7	kʰok7		
皵	客英字典	cog7	tsʰok7		
皵	客英字典	siag7	siak7		
碏	客英字典	siag7	siak7		
碏	客英字典	sid7	sit7		
愨	客英字典	kog7	kʰok7		
榷	客英字典	kog7	kʰok7		
慤	客英字典	kog7	kʰok7		
確	客英字典	kog7	kʰok7		
闋	客英字典	ked7	kʰet7		
燩	客英字典	kog7	kʰok7		
礐	客英字典	kog8	kʰok8		
礐	客英字典	kog7	kʰok7		
鵲	客英字典	siag7	siak7		
夋	客英字典	zun1	tsun1		
囷	客英字典	kun1	kʰun1		
逡	客英字典	zun1	tsun1		
裙	客英字典	kiun2	kʰiun2		
羣	客英字典	kiun2	kʰiun2		
群	客英字典	kiun2	kʰiun2		
冄	客英字典	ngiam3	ŋiam3		
袡	客英字典	ngiam1	ŋiam1		
蚺	客英字典	ngiam1	ŋiam1		
然	客英字典	ien2	ien2		
髯	客英字典	ngiam1	ŋiam1		
髯	客英字典	iam1	iam1		
燃	客英字典	ien2	ien2		
繎	客英字典	ien2	ien2		
冉	客英字典	ngiam1	ŋiam1		
冉	客英字典	ngiam3	ŋiam3		
苒	客英字典	ngiam3	ŋiam3		
苒	客英字典	iam5	iam5		
染	客英字典	ngiam3	ŋiam3		
染	客英字典	ngiam5	ŋiam5		
儴	客英字典	iong2	ioŋ2		
蘘	客英字典	iong2	ioŋ2		
蘘	客英字典	mi3	mi3		
瀼	客英字典	siong1	sioŋ1		
孃	客英字典	ngiong2	ŋioŋ2		
禳	客英字典	iong2	ioŋ2		
禳	客英字典	iong1	ioŋ1		
穰	客英字典	iong2	ioŋ2		
瓤	客英字典	nong2	noŋ2		
鬤	客英字典	iong2	ioŋ2		
壤	客英字典	iong5	ioŋ5		
攘	客英字典	iong2	ioŋ2		
攘	客英字典	iong5	ioŋ5		
嚷	客英字典	iong3	ioŋ3		
讓	客英字典	iong5	ioŋ5		
讓	客英字典	ngiong5	ŋioŋ5		
嬈	客英字典	ngiau2	ŋiau2		
橈	客英字典	ngiau2	ŋiau2		
橈	客英字典	nau2	nau2		
襓	客英字典	ngiau2	ŋiau2		
饒	客英字典	ngiau2	ŋiau2		
擾	客英字典	iau3	iau3		
擾	客英字典	iau1	iau1		
遶	客英字典	ngiau3	ŋiau3		
蟯	客英字典	ngiau2	ŋiau2		
繞	客英字典	ngiau3	ŋiau3		
惹	客英字典	ngia1	ŋia1		
惹	客英字典	ngia3	ŋia3		
熱	客英字典	ngied8	ŋiet8		
人	客英字典	ngin2	ŋin2		
壬	客英字典	ngim2	ŋim2		
仁	客英字典	in2	in2		
朲	客英字典	ngin2	ŋin2		
忎	客英字典	in2	in2		
魜	客英字典	ngin2	ŋin2		
鵀	客英字典	ngim5	ŋim5		
忍	客英字典	ngiun1	ŋiun1		
荏	客英字典	ngim5	ŋim5		
涊	客英字典	ngiun3	ŋiun3		
涊	客英字典	ngien3	ŋien3		
棯	客英字典	ngim3	ŋim3		
稔	客英字典	shim3	ʃim3		
稔	客英字典	ngim3	ŋim3		
稔	客英字典	nem3	nem3		
刃	客英字典	ngiun3	ŋiun3		
刄	客英字典	cong3	tsʰoŋ3		
仭	客英字典	ngiun3	ŋiun3		
任	客英字典	im5	im5		
任	客英字典	ngim5	ŋim5		
牣	客英字典	ngiun5	ŋiun5		
肕	客英字典	ngiun5	ŋiun5		
肕	客英字典	ngien3	ŋien3		
妊	客英字典	ngim3	ŋim3		
妊	客英字典	im3	im3		
妊	客英字典	ngim5	ŋim5		
衽	客英字典	ngim5	ŋim5		
姙	客英字典	ngim5	ŋim5		
紉	客英字典	ngin2	ŋin2		
紉	客英字典	ngiun5	ŋiun5		
紉	客英字典	ngiun3	ŋiun3		
紉	客英字典	ngiun1	ŋiun1		
軔	客英字典	ngiun3	ŋiun3		
訒	客英字典	ngiun3	ŋiun3		
訒	客英字典	ngin5	ŋin5		
袵	客英字典	ngim5	ŋim5		
葚	客英字典	shim5	ʃim5		
靱	客英字典	ngiun3	ŋiun3		
靱	客英字典	ngiun5	ŋiun5		
飪	客英字典	ngim2	ŋim2		
飪	客英字典	ngim5	ŋim5		
腍	客英字典	ngim3	ŋim3		
腍	客英字典	nem2	nem2		
韌	客英字典	ngiun3	ŋiun3		
韌	客英字典	ngiun5	ŋiun5		
絍	客英字典	ngim5	ŋim5		
認	客英字典	ngin5	ŋin5		
扔	客英字典	in3	in3		
扔	客英字典	in2	in2		
仍	客英字典	in2	in2		
礽	客英字典	in2	in2		
陾	客英字典	in2	in2		
日	客英字典	ngid7	ŋit7		
馹	客英字典	id8	it8		
戎	客英字典	iung1	iuŋ1		
肜	客英字典	iung2	iuŋ2		
茙	客英字典	iung2	iuŋ2		
茸	客英字典	iung2	iuŋ2		
狨	客英字典	iung2	iuŋ2		
栄	客英字典	in2	in2		
栄	客英字典	iung2	iuŋ2		
峵	客英字典	in2	in2		
峵	客英字典	iung2	iuŋ2		
毧	客英字典	iung2	iuŋ2		
容	客英字典	iung2	iuŋ2		
搑	客英字典	iung2	iuŋ2		
傛	客英字典	iung2	iuŋ2		
絨	客英字典	iung2	iuŋ2		
蓉	客英字典	iung2	iuŋ2		
溶	客英字典	iung2	iuŋ2		
瑢	客英字典	iung2	iuŋ2		
榕	客英字典	iung2	iuŋ2		
穁	客英字典	iung2	iuŋ2		
榮	客英字典	in2	in2		
榮	客英字典	iung2	iuŋ2		
駥	客英字典	iung2	iuŋ2		
融	客英字典	iung2	iuŋ2		
嶸	客英字典	in2	in2		
嶸	客英字典	iung2	iuŋ2		
鎔	客英字典	iung2	iuŋ2		
瀜	客英字典	iung2	iuŋ2		
蠑	客英字典	in2	in2		
冗	客英字典	iung3	iuŋ3		
宂	客英字典	shiu3	ʃiu3		
氄	客英字典	iung2	iuŋ2		
氄	客英字典	iung3	iuŋ3		
禸	客英字典	ngiu3	ŋiu3		
禸	客英字典	iu3	iu3		
柔	客英字典	iu2	iu2		
揉	客英字典	iu2	iu2		
揉	客英字典	ngiu3	ŋiu3		
腬	客英字典	iu2	iu2		
煣	客英字典	iu2	iu2		
糅	客英字典	iu3	iu3		
輮	客英字典	iu3	iu3		
蹂	客英字典	iu2	iu2		
鞣	客英字典	ngiu3	ŋiu3		
鞣	客英字典	iu2	iu2		
肉	客英字典	ngiug7	ŋiuk7		
楺	客英字典	ngiu3	ŋiu3		
楺	客英字典	iu2	iu2		
楺	客英字典	nu2	nu2		
如	客英字典	i2	i2		
茹	客英字典	i2	i2		
帤	客英字典	i2	i2		
挐	客英字典	na1	na1		
袽	客英字典	i2	i2		
筎	客英字典	i2	i2		
儒	客英字典	i2	i2		
薷	客英字典	i2	i2		
嚅	客英字典	si1	si1		
獳	客英字典	ngieu3	ŋieu3		
獳	客英字典	neu3	neu3		
濡	客英字典	si1	si1		
孺	客英字典	i3	i3		
鴽	客英字典	i2	i2		
襦	客英字典	i2	i2		
蠕	客英字典	i2	i2		
蠕	客英字典	ngion3	ŋion3		
繻	客英字典	si1	si1		
醹	客英字典	i2	i2		
汝	客英字典	ni3	ni3		
乳	客英字典	nen5	nen5		
乳	客英字典	iui3	iui3		
辱	客英字典	iug8	iuk8		
擩	客英字典	i5	i5		
入	客英字典	ngib8	ŋip8		
洳	客英字典	i2	i2		
蓐	客英字典	iug8	iuk8		
嗕	客英字典	iug8	iuk8		
溽	客英字典	iug8	iuk8		
褥	客英字典	iug8	iuk8		
縟	客英字典	iug8	iuk8		
堧	客英字典	ngion1	ŋion1		
撋	客英字典	ngion1	ŋion1		
壖	客英字典	ngion1	ŋion1		
阮	客英字典	ngien3	ŋien3		
阮	客英字典	ngion3	ŋion3		
耎	客英字典	ngion3	ŋion3		
軟	客英字典	ngion1	ŋion1		
軟	客英字典	ngion3	ŋion3		
偄	客英字典	ngion3	ŋion3		
偄	客英字典	non3	non3		
愞	客英字典	no5	no5		
愞	客英字典	ngion3	ŋion3		
媆	客英字典	nun5	nun5		
瑌	客英字典	ngion3	ŋion3		
腝	客英字典	ngion3	ŋion3		
碝	客英字典	ngion3	ŋion3		
蝡	客英字典	ngion3	ŋion3		
蝡	客英字典	i2	i2		
輭	客英字典	ngion3	ŋion3		
瓀	客英字典	ngion3	ŋion3		
甤	客英字典	sui1	sui1		
緌	客英字典	sui1	sui1		
蕤	客英字典	vui1	vui1		
惢	客英字典	so3	so3		
蕋	客英字典	lui3	lui3		
蕋	客英字典	lui2	lui2		
蕊	客英字典	lui3	lui3		
蕊	客英字典	lui2	lui2		
蘂	客英字典	lui3	lui3		
芮	客英字典	iui5	iui5		
芮	客英字典	nui5	nui5		
汭	客英字典	nui5	nui5		
汭	客英字典	iui1	iui1		
枘	客英字典	nui5	nui5		
枘	客英字典	iui5	iui5		
蚋	客英字典	nui5	nui5		
瑞	客英字典	sui5	sui5		
蜹	客英字典	nui5	nui5		
睿	客英字典	iui5	iui5		
銳	客英字典	iui5	iui5		
叡	客英字典	iui5	iui5		
閏	客英字典	iun5	iun5		
潤	客英字典	iun5	iun5		
叒	客英字典	iog7	iok7		
若	客英字典	iog8	iok8		
鄀	客英字典	iog8	iok8		
偌	客英字典	ngia3	ŋia3		
弱	客英字典	ngiog8	ŋiok8		
婼	客英字典	shog7	ʃok7		
楉	客英字典	iog8	iok8		
蒻	客英字典	ngiog8	ŋiok8		
箬	客英字典	ngiog7	ŋiok7		
箬	客英字典	iog8	iok8		
爇	客英字典	ngied8	ŋiet8		
挲	客英字典	so1	so1		
撒	客英字典	sad7	sat7		
撒	客英字典	sod7	sot7		
洒	客英字典	sa3	sa3		
洒	客英字典	se3	se3		
靸	客英字典	sab7	sap7		
灑	客英字典	sa3	sa3		
卅	客英字典	sab7	sap7		
馺	客英字典	sab7	sap7		
摋	客英字典	sad7	sat7		
颯	客英字典	sab7	sap7		
薩	客英字典	sad7	sat7		
揌	客英字典	soi1	soi1		
毸	客英字典	soi1	soi1		
腮	客英字典	soi1	soi1		
塞	客英字典	sai5	sai5		
塞	客英字典	sed7	set7		
顋	客英字典	soi1	soi1		
鰓	客英字典	soi1	soi1		
僿	客英字典	sii1	sɿ1		
僿	客英字典	chi5	tʃʰi5		
賽	客英字典	soi5	soi5		
簺	客英字典	soi5	soi5		
簺	客英字典	sed7	set7		
三	客英字典	sam1	sam1		
三	客英字典	sam5	sam5		
彡	客英字典	sam1	sam1		
弎	客英字典	sam1	sam1		
弎	客英字典	sam5	sam5		
叁	客英字典	sam1	sam1		
毿	客英字典	cam1	tsʰam1		
毿	客英字典	sem1	sem1		
毿	客英字典	sam1	sam1		
鬖	客英字典	cam1	tsʰam1		
鬖	客英字典	sem1	sem1		
鬖	客英字典	sam1	sam1		
傘	客英字典	san5	san5		
糂	客英字典	sam3	sam3		
糝	客英字典	sam3	sam3		
糤	客英字典	san3	san3		
繖	客英字典	san3	san3		
鏾	客英字典	san5	san5		
饊	客英字典	san3	san3		
散	客英字典	san3	san3		
散	客英字典	san5	san5		
桑	客英字典	song1	soŋ1		
喪	客英字典	song1	soŋ1		
喪	客英字典	song3	soŋ3		
喪	客英字典	song5	soŋ5		
搡	客英字典	song3	soŋ3		
嗓	客英字典	song3	soŋ3		
磉	客英字典	song3	soŋ3		
顙	客英字典	song3	soŋ3		
搔	客英字典	sau1	sau1		
溞	客英字典	sau1	sau1		
慅	客英字典	sau1	sau1		
慅	客英字典	cau5	tsʰau5		
鄵	客英字典	cau5	tsʰau5		
懆	客英字典	cau5	tsʰau5		
臊	客英字典	sau1	sau1		
繅	客英字典	sau1	sau1		
繅	客英字典	cau2	tsʰau2		
颾	客英字典	sau1	sau1		
颾	客英字典	sau5	sau5		
騷	客英字典	sau1	sau1		
騷	客英字典	zau3	tsau3		
鰠	客英字典	sau1	sau1		
掃	客英字典	sau5	sau5		
嫂	客英字典	sau3	sau3		
嫂	客英字典	so3	so3		
埽	客英字典	sau5	sau5		
瘙	客英字典	sau5	sau5		
鐰	客英字典	cau5	tsʰau5		
鐰	客英字典	sau5	sau5		
鐰	客英字典	ciau1	tsʰiau1		
髞	客英字典	cau5	tsʰau5		
色	客英字典	sed7	set7		
瑟	客英字典	sid7	sit7		
嗇	客英字典	sid7	sit7		
嗇	客英字典	Seb7	Sep7		
歰	客英字典	Seb7	Sep7		
澁	客英字典	Seb7	Sep7		
濇	客英字典	Seb7	Sep7		
璱	客英字典	sid7	sit7		
澀	客英字典	Seb7	Sep7		
穡	客英字典	sid7	sit7		
森	客英字典	sem1	sem1		
槮	客英字典	sem1	sem1		
篸	客英字典	sem1	sem1		
僧	客英字典	sen1	sen1		
鬙	客英字典	sen1	sen1		
沙	客英字典	sa1	sa1		
刹	客英字典	sad7	sat7		
砂	客英字典	sa1	sa1		
挱	客英字典	so1	so1		
莎	客英字典	so1	so1		
殺	客英字典	sad7	sat7		
粆	客英字典	sa1	sa1		
紗	客英字典	sa1	sa1		
桬	客英字典	sa1	sa1		
痧	客英字典	sa1	sa1		
煞	客英字典	sad7	sat7		
裟	客英字典	sa1	sa1		
魦	客英字典	sa1	sa1		
鎩	客英字典	sai5	sai5		
鯊	客英字典	sa1	sa1		
傻	客英字典	sa3	sa3		
唼	客英字典	ciab7	tsʰiap7		
厦	客英字典	ha5	ha5		
喢	客英字典	cab7	tsʰap7		
歃	客英字典	cab7	tsʰap7		
廈	客英字典	ha5	ha5		
翜	客英字典	Seb7	Sep7		
箑	客英字典	ciab8	tsʰiap8		
翣	客英字典	ciab7	tsʰiap7		
翣	客英字典	ciab8	tsʰiap8		
霎	客英字典	ciab7	tsʰiap7		
霎	客英字典	siab8	siap8		
篩	客英字典	si1	si1		
篩	客英字典	ce1	tsʰe1		
簁	客英字典	sii1	sɿ1		
簁	客英字典	si1	si1		
簁	客英字典	ce1	tsʰe1		
釃	客英字典	sii1	sɿ1		
晒	客英字典	sai5	sai5		
曬	客英字典	sai5	sai5		
山	客英字典	san1	san1		
芟	客英字典	san1	san1		
芟	客英字典	sam1	sam1		
杉	客英字典	cam3	tsʰam3		
杉	客英字典	cam1	tsʰam1		
删	客英字典	san1	san1		
苫	客英字典	zham1	tʃam1		
衫	客英字典	sam1	sam1		
姍	客英字典	san1	san1		
姗	客英字典	san1	san1		
珊	客英字典	san1	san1		
埏	客英字典	ien2	ien2		
舢	客英字典	san1	san1		
痁	客英字典	diam1	tiam1		
釤	客英字典	sam3	sam3		
釤	客英字典	cam5	tsʰam5		
跚	客英字典	san1	san1		
搧	客英字典	shen5	ʃen5		
煽	客英字典	shen5	ʃen5		
潸	客英字典	san3	san3		
潸	客英字典	san1	san1		
穇	客英字典	cam1	tsʰam1		
穇	客英字典	sam1	sam1		
檆	客英字典	cam3	tsʰam3		
檆	客英字典	cam1	tsʰam1		
膻	客英字典	tan2	tʰan2		
羴	客英字典	shen1	ʃen1		
羴	客英字典	zhen1	tʃen1		
羶	客英字典	shen1	ʃen1		
羶	客英字典	zhen1	tʃen1		
鱣	客英字典	zhen1	tʃen1		
陝	客英字典	sham3	ʃam3		
閃	客英字典	sham3	ʃam3		
睒	客英字典	sham3	ʃam3		
汕	客英字典	san1	san1		
疝	客英字典	san3	san3		
疝	客英字典	san5	san5		
訕	客英字典	san1	san1		
訕	客英字典	san5	san5		
剡	客英字典	iam3	iam3		
扇	客英字典	shen5	ʃen5		
傓	客英字典	shen5	ʃen5		
善	客英字典	shen5	ʃen5		
善	客英字典	shan5	ʃan5		
善	客英字典	shan3	ʃan3		
僐	客英字典	shen5	ʃen5		
墠	客英字典	shen5	ʃen5		
墠	客英字典	shen3	ʃen3		
墡	客英字典	shen5	ʃen5		
擅	客英字典	shen3	ʃen3		
樿	客英字典	zhen5	tʃen5		
膳	客英字典	shen5	ʃen5		
嬗	客英字典	sham2	ʃam2		
磰	客英字典	shen5	ʃen5		
磰	客英字典	shen3	ʃen3		
謆	客英字典	shen5	ʃen5		
蟮	客英字典	shen3	ʃen3		
蟮	客英字典	shen5	ʃen5		
繕	客英字典	shen3	ʃen3		
蟺	客英字典	shen3	ʃen3		
騸	客英字典	shen5	ʃen5		
贍	客英字典	sham3	ʃam3		
饍	客英字典	shen5	ʃen5		
鱓	客英字典	shen5	ʃen5		
鱔	客英字典	shen1	ʃen1		
鱔	客英字典	shen3	ʃen3		
商	客英字典	shong1	ʃoŋ1		
傷	客英字典	shong1	ʃoŋ1		
蔏	客英字典	shong1	ʃoŋ1		
殤	客英字典	shong1	ʃoŋ1		
觴	客英字典	chong3	tʃʰoŋ3		
觴	客英字典	shong1	ʃoŋ1		
謪	客英字典	shong1	ʃoŋ1		
垧	客英字典	kuen1	kʰuen1		
垧	客英字典	kuen3	kʰuen3		
晌	客英字典	shong3	ʃoŋ3		
賞	客英字典	shong3	ʃoŋ3		
上	客英字典	shong1	ʃoŋ1		
上	客英字典	shong3	ʃoŋ3		
上	客英字典	shong5	ʃoŋ5		
尙	客英字典	shong3	ʃoŋ3		
裳	客英字典	shong2	ʃoŋ2		
捎	客英字典	sau1	sau1		
莦	客英字典	sau1	sau1		
弰	客英字典	sau1	sau1		
娋	客英字典	sau1	sau1		
梢	客英字典	sau1	sau1		
稍	客英字典	sau1	sau1		
稍	客英字典	sau5	sau5		
蛸	客英字典	siau1	siau1		
蛸	客英字典	sau1	sau1		
筲	客英字典	sau1	sau1		
艄	客英字典	sau1	sau1		
旓	客英字典	sau1	sau1		
颵	客英字典	sau1	sau1		
燒	客英字典	shau1	ʃau1		
燒	客英字典	seu1	seu1		
髾	客英字典	sau1	sau1		
鮹	客英字典	sau1	sau1		
鮹	客英字典	siau1	siau1		
勺	客英字典	shog7	ʃok7		
勺	客英字典	chog7	tʃʰok7		
芍	客英字典	shog7	ʃok7		
芍	客英字典	chog7	tʃʰok7		
苕	客英字典	tiau2	tʰiau2		
韶	客英字典	shau2	ʃau2		
少	客英字典	shau5	ʃau5		
少	客英字典	shau3	ʃau3		
少	客英字典	seu3	seu3		
少	客英字典	seu5	seu5		
卲	客英字典	shau5	ʃau5		
邵	客英字典	zhau5	tʃau5		
邵	客英字典	cheu5	tʃʰeu5		
劭	客英字典	shau5	ʃau5		
劭	客英字典	chau5	tʃʰau5		
哨	客英字典	ciau5	tsʰiau5		
哨	客英字典	siau1	siau1		
袑	客英字典	shau5	ʃau5		
紹	客英字典	shau5	ʃau5		
紹	客英字典	shau2	ʃau2		
潲	客英字典	sau5	sau5		
奢	客英字典	cha1	tʃʰa1		
畬	客英字典	i2	i2		
畬	客英字典	cia2	tsʰia2		
賒	客英字典	cha1	tʃʰa1		
舌	客英字典	sed8	set8		
佘	客英字典	sha2	ʃa2		
佘	客英字典	sia2	sia2		
蛇	客英字典	sha2	ʃa2		
蛇	客英字典	i5	i5		
舍	客英字典	sha3	ʃa3		
舍	客英字典	sha5	ʃa5		
捨	客英字典	sha3	ʃa3		
社	客英字典	sha1	ʃa1		
社	客英字典	sha3	ʃa3		
厙	客英字典	sha5	ʃa5		
射	客英字典	sha5	ʃa5		
射	客英字典	id8	it8		
涉	客英字典	hiab8	hiap8		
涉	客英字典	siab8	siap8		
涉	客英字典	shab8	ʃap8		
赦	客英字典	sha5	ʃa5		
設	客英字典	sed7	set7		
摵	客英字典	cid7	tsʰit7		
摵	客英字典	sid7	sit7		
蔎	客英字典	sed7	set7		
歙	客英字典	hib7	hip7		
歙	客英字典	kib7	kʰip7		
騇	客英字典	sha5	ʃa5		
韘	客英字典	tiab7	tʰiap7		
韘	客英字典	ngiab7	ŋiap7		
攝	客英字典	ngiab7	ŋiap7		
麝	客英字典	sha5	ʃa5		
灄	客英字典	ngiab7	ŋiap7		
懾	客英字典	ngiab7	ŋiap7		
懾	客英字典	zhab7	tʃap7		
欇	客英字典	ngiab7	ŋiap7		
申	客英字典	shin1	ʃin1		
伸	客英字典	shin1	ʃin1		
身	客英字典	shin1	ʃin1		
呻	客英字典	shin1	ʃin1		
侁	客英字典	sin1	sin1		
侁	客英字典	sien1	sien1		
柛	客英字典	shin1	ʃin1		
籸	客英字典	sin1	sin1		
穼	客英字典	sem1	sem1		
莘	客英字典	sin1	sin1		
甡	客英字典	sin1	sin1		
娠	客英字典	shin2	ʃin2		
深	客英字典	chim1	tʃʰim1		
紳	客英字典	shin1	ʃin1		
葠	客英字典	sem1	sem1		
葠	客英字典	cam1	tsʰam1		
葠	客英字典	zim5	tsim5		
罧	客英字典	sem1	sem1		
罧	客英字典	sem5	sem5		
詵	客英字典	sin1	sin1		
蔘	客英字典	cam1	tsʰam1		
蔘	客英字典	sem1	sem1		
蔘	客英字典	sam1	sam1		
駪	客英字典	sin1	sin1		
什	客英字典	shib8	ʃip8		
神	客英字典	shin2	ʃin2		
邥	客英字典	shim3	ʃim3		
抌	客英字典	zhim1	tʃim1		
沈	客英字典	chim2	tʃʰim2		
沈	客英字典	shim3	ʃim3		
哂	客英字典	shin3	ʃin3		
哂	客英字典	shin5	ʃin5		
矧	客英字典	in3	in3		
宷	客英字典	shim3	ʃim3		
訠	客英字典	in3	in3		
魫	客英字典	chim2	tʃʰim2		
魫	客英字典	shim3	ʃim3		
諗	客英字典	shim3	ʃim3		
審	客英字典	shim3	ʃim3		
瞫	客英字典	shim3	ʃim3		
瀋	客英字典	shim3	ʃim3		
嬸	客英字典	shim3	ʃim3		
甚	客英字典	shim3	ʃim3		
昚	客英字典	shim3	ʃim3		
侺	客英字典	shim5	ʃim5		
眘	客英字典	shim3	ʃim3		
脤	客英字典	shin5	ʃin5		
祳	客英字典	shin5	ʃin5		
腎	客英字典	shin5	ʃin5		
椹	客英字典	zhim1	tʃim1		
蜃	客英字典	shin3	ʃin3		
愼	客英字典	shim3	ʃim3		
滲	客英字典	sem1	sem1		
滲	客英字典	cam1	tsʰam1		
滲	客英字典	sim5	sim5		
升	客英字典	shin1	ʃin1		
生	客英字典	sang1	saŋ1		
生	客英字典	sen1	sen1		
昇	客英字典	shin1	ʃin1		
狌	客英字典	sin5	sin5		
狌	客英字典	sin3	sin3		
狌	客英字典	sen3	sen3		
牲	客英字典	sang1	saŋ1		
牲	客英字典	sen1	sen1		
陞	客英字典	shin1	ʃin1		
笙	客英字典	sen1	sen1		
甥	客英字典	sen1	sen1		
甥	客英字典	sang1	saŋ1		
鉎	客英字典	sang1	saŋ1		
鉎	客英字典	siang5	siaŋ5		
鉎	客英字典	ciang5	tsʰiaŋ5		
聲	客英字典	sang1	saŋ1		
鍟	客英字典	sen1	sen1		
鼪	客英字典	sen1	sen1		
鼪	客英字典	sin5	sin5		
澠	客英字典	shun2	ʃun2		
澠	客英字典	mien3	mien3		
憴	客英字典	shun2	ʃun2		
憴	客英字典	shin2	ʃin2		
繩	客英字典	shin2	ʃin2		
繩	客英字典	shun2	ʃun2		
省	客英字典	sen1	sen1		
省	客英字典	sen3	sen3		
省	客英字典	sem3	sem3		
眚	客英字典	sen3	sen3		
渻	客英字典	sen3	sen3		
晠	客英字典	shin2	ʃin2		
盛	客英字典	shin2	ʃin2		
盛	客英字典	shin5	ʃin5		
貹	客英字典	sen5	sen5		
剩	客英字典	in5	in5		
剩	客英字典	shin5	ʃin5		
剩	客英字典	chin5	tʃʰin5		
勝	客英字典	shin5	ʃin5		
聖	客英字典	shin5	ʃin5		
嵊	客英字典	shin5	ʃin5		
蕂	客英字典	shin5	ʃin5		
賸	客英字典	in5	in5		
賸	客英字典	shin5	ʃin5		
賸	客英字典	chin5	tʃʰin5		
尸	客英字典	shi1	ʃi1		
失	客英字典	shid7	ʃit7		
邿	客英字典	shi1	ʃi1		
呞	客英字典	chi1	tʃʰi1		
呞	客英字典	shi1	ʃi1		
虱	客英字典	sed7	set7		
虱	客英字典	sid7	sit7		
施	客英字典	shi1	ʃi1		
屍	客英字典	shi1	ʃi1		
師	客英字典	sii1	sɿ1		
絁	客英字典	shi1	ʃi1		
蓍	客英字典	shi1	ʃi1		
蒒	客英字典	sii1	sɿ1		
獅	客英字典	sii1	sɿ1		
詩	客英字典	shi1	ʃi1		
溼	客英字典	shib7	ʃip7		
溮	客英字典	sii1	sɿ1		
鳲	客英字典	shi1	ʃi1		
鳲	客英字典	chi1	tʃʰi1		
箷	客英字典	shi1	ʃi1		
蝨	客英字典	sed7	set7		
蝨	客英字典	sid7	sit7		
濕	客英字典	shib7	ʃip7		
十	客英字典	shib8	ʃip8		
石	客英字典	shag8	ʃak8		
时	客英字典	shi2	ʃi2		
囸	客英字典	ngid7	ŋit7		
实	客英字典	shid8	ʃit8		
拾	客英字典	shib8	ʃip8		
峕	客英字典	shi2	ʃi2		
食	客英字典	sii5	sɿ5		
食	客英字典	shid8	ʃit8		
祏	客英字典	shag8	ʃak8		
姼	客英字典	chi3	tʃʰi3		
時	客英字典	shi2	ʃi2		
湜	客英字典	chid8	tʃʰit8		
寔	客英字典	shid8	ʃit8		
塒	客英字典	shi2	ʃi2		
蒔	客英字典	shi5	ʃi5		
鉐	客英字典	shag8	ʃak8		
鉐	客英字典	cug8	tsʰuk8		
溡	客英字典	shi2	ʃi2		
榯	客英字典	shi2	ʃi2		
蝕	客英字典	shid8	ʃit8		
蝕	客英字典	sed8	set8		
實	客英字典	shid8	ʃit8		
鼫	客英字典	shag8	ʃak8		
識	客英字典	shid7	ʃit7		
識	客英字典	zhi5	tʃi5		
鰣	客英字典	shi2	ʃi2		
史	客英字典	sii3	sɿ3		
矢	客英字典	chi3	tʃʰi3		
矢	客英字典	shi5	ʃi5		
豕	客英字典	chi3	tʃʰi3		
使	客英字典	sii3	sɿ3		
始	客英字典	chi3	tʃʰi3		
屎	客英字典	shi3	ʃi3		
駛	客英字典	sii3	sɿ3		
士	客英字典	sii5	sɿ5		
氏	客英字典	shi5	ʃi5		
礻	客英字典	shi5	ʃi5		
示	客英字典	shi5	ʃi5		
世	客英字典	se5	se5		
世	客英字典	shi5	ʃi5		
仕	客英字典	sii5	sɿ5		
市	客英字典	shi5	ʃi5		
式	客英字典	shid7	ʃit7		
式	客英字典	chid7	tʃʰit7		
似	客英字典	sii5	sɿ5		
事	客英字典	sii5	sɿ5		
侍	客英字典	shi5	ʃi5		
拭	客英字典	chid7	tʃʰit7		
柿	客英字典	sii5	sɿ5		
柿	客英字典	se2	se2		
是	客英字典	shi5	ʃi5		
眂	客英字典	shi5	ʃi5		
适	客英字典	shid7	ʃit7		
恃	客英字典	shi5	ʃi5		
恀	客英字典	chi3	tʃʰi3		
室	客英字典	shid7	ʃit7		
逝	客英字典	shi5	ʃi5		
栻	客英字典	shid7	ʃit7		
眎	客英字典	shi5	ʃi5		
舐	客英字典	se1	se1		
視	客英字典	shi5	ʃi5		
貰	客英字典	shi5	ʃi5		
貰	客英字典	i5	i5		
弑	客英字典	shi5	ʃi5		
媞	客英字典	ti1	tʰi1		
勢	客英字典	se5	se5		
勢	客英字典	shi5	ʃi5		
軾	客英字典	shid7	ʃit7		
嗜	客英字典	shi5	ʃi5		
筮	客英字典	chi3	tʃʰi3		
弒	客英字典	shi5	ʃi5		
飾	客英字典	shid7	ʃit7		
飾	客英字典	hid7	hit7		
試	客英字典	chi5	tʃʰi5		
試	客英字典	shi5	ʃi5		
誓	客英字典	shi5	ʃi5		
