						到格拉夫覈校，2022年3月更新
惓	客法辭典	kian3	kʰian3			
筌	客法辭典	cien2	tsʰien2			
輇	客法辭典	cien2	tsʰien2			
跧	客法辭典	cien2	tsʰien2			
詮	客法辭典	cien2	tsʰien2			
銓	客法辭典	cien2	tsʰien2			
踡	客法辭典	kian2	kʰian2			
縓	客法辭典	nian2	nian2			
縓	客法辭典	can1	tsʰan1			
鬈	客法辭典	kian2	kʰian2			
權	客法辭典	kian2	kʰian2			
顴	客法辭典	kian2	kʰian2			
犬	客法辭典	kian3	kʰian3			
畎	客法辭典	kian3	kʰian3			
綣	客法辭典	gian3	kian3			
牶	客法辭典	kian5	kʰian5			
勸	客法辭典	kian5	kʰian5			
缺	客法辭典	kied7	kʰiet7			
缺	客法辭典	ked7	kʰet7			
闕	客法辭典	kied7	kʰiet7			
却	客法辭典	kiog7	kʰiok7			
卻	客法辭典	kiog7	kʰiok7			
埆	客法辭典	gog7	kok7			
雀	客法辭典	ziog7	tsiok7			
皵	客法辭典	cog7	tsʰok7			
碏	客法辭典	sid7	sit7			
愨	客法辭典	kog7	kʰok7			
確	客法辭典	kog7	kʰok7			
闋	客法辭典	kied7	kʰiet7			
礐	客法辭典	kog7	kʰok7			
鵲	客法辭典	siag7	siak7			
夋	客法辭典	zun1	tsun1			
逡	客法辭典	zun1	tsun1			
裙	客法辭典	kiun2	kʰiun2			
裠	客法辭典	kiun2	kʰiun2			
羣	客法辭典	kiun2	kʰiun2			
群	客法辭典	kiun2	kʰiun2			
冄	客法辭典	niam3	niam3			
袡	客法辭典	niam2	niam2			
蚺	客法辭典	niam2	niam2			
然	客法辭典	ian2	ian2			
髯	客法辭典	niam2	niam2			
燃	客法辭典	ian2	ian2			
冉	客法辭典	niam3	niam3			
苒	客法辭典	niam3	niam3			
染	客法辭典	niam5	niam5			
蹨	客法辭典	nian3	nian3			
儴	客法辭典	iong2	ioŋ2			
瀼	客法辭典	siong1	sioŋ1			
孃	客法辭典	niong2	nioŋ2			
禳	客法辭典	iong2	ioŋ2			
穰	客法辭典	iong2	ioŋ2			
瓤	客法辭典	nong1	noŋ1			
躟	客法辭典	nang5	naŋ5			
壌	客法辭典	iong5	ioŋ5			
壤	客法辭典	iong5	ioŋ5			
攘	客法辭典	iong2	ioŋ2			
嚷	客法辭典	iong5	ioŋ5			
讓	客法辭典	iong5	ioŋ5			
嬈	客法辭典	niau2	niau2			
橈	客法辭典	niau2	niau2			
橈	客法辭典	nau5	nau5			
橈	客法辭典	nau2	nau2			
饒	客法辭典	niau2	niau2			
擾	客法辭典	iau1	iau1			
遶	客法辭典	niau2	niau2			
蟯	客法辭典	niau2	niau2			
繞	客法辭典	niau2	niau2			
惹	客法辭典	nia1	nia1			
惹	客法辭典	nia2	nia2			
惹	客法辭典	nia5	nia5			
𤍠	客法辭典	njed8	ȵet8			
熱	客法辭典	njed8	ȵet8			
人	客法辭典	njin2	ȵin2			
壬	客法辭典	im2	im2			
壬	客法辭典	nim2	nim2			
仁	客法辭典	in2	in2			
忍	客法辭典	niun1	niun1			
刃	客法辭典	niun5	niun5			
刄	客法辭典	niun5	niun5			
仞	客法辭典	niun5	niun5			
任	客法辭典	niung5	niuŋ5			
任	客法辭典	im5	im5			
任	客法辭典	nim5	nim5			
杒	客法辭典	niun5	niun5			
肕	客法辭典	niun5	niun5			
妊	客法辭典	im2	im2			
妊	客法辭典	nim2	nim2			
衽	客法辭典	im5	im5			
衽	客法辭典	nim5	nim5			
姙	客法辭典	im2	im2			
姙	客法辭典	nim2	nim2			
紉	客法辭典	niun5	niun5			
紉	客法辭典	niun2	niun2			
紉	客法辭典	nun3	nun3			
軔	客法辭典	niun5	niun5			
訒	客法辭典	niun5	niun5			
袵	客法辭典	im5	im5			
袵	客法辭典	nim5	nim5			
葚	客法辭典	shim5	ʃim5			
靱	客法辭典	niun5	niun5			
腍	客法辭典	nem2	nem2			
腍	客法辭典	im3	im3			
韌	客法辭典	niun5	niun5			
認	客法辭典	njin5	ȵin5			
扔	客法辭典	in2	in2			
仍	客法辭典	in2	in2			
礽	客法辭典	in2	in2			
日	客法辭典	njid8	ȵit8			
馹	客法辭典	njid8	ȵit8			
戎	客法辭典	iung1	iuŋ1			
肜	客法辭典	iung2	iuŋ2			
茸	客法辭典	iung2	iuŋ2			
容	客法辭典	iung2	iuŋ2			
傛	客法辭典	iung2	iuŋ2			
絨	客法辭典	iung2	iuŋ2			
蓉	客法辭典	iung2	iuŋ2			
溶	客法辭典	iung2	iuŋ2			
榕	客法辭典	iung2	iuŋ2			
榮	客法辭典	in2	in2			
榮	客法辭典	iung2	iuŋ2			
融	客法辭典	iung2	iuŋ2			
螎	客法辭典	iung2	iuŋ2			
嶸	客法辭典	iung2	iuŋ2			
鎔	客法辭典	iung2	iuŋ2			
瀜	客法辭典	iung2	iuŋ2			
蠑	客法辭典	in2	in2			
冗	客法辭典	iung3	iuŋ3			
宂	客法辭典	iung3	iuŋ3			
氄	客法辭典	iung2	iuŋ2			
禸	客法辭典	iu3	iu3			
柔	客法辭典	iu2	iu2			
柔	客法辭典	iu2	iu2			
粈	客法辭典	neu2	neu2			
揉	客法辭典	iu2	iu2			
煣	客法辭典	iu2	iu2			
糅	客法辭典	iu2	iu2			
肉	客法辭典	niug7	niuk7			
楺	客法辭典	iu2	iu2			
如	客法辭典	i2	i2			
茹	客法辭典	i2	i2			
茹	客法辭典	gu1	ku1			
挐	客法辭典	na1	na1			
儒	客法辭典	i2	i2			
嚅	客法辭典	si1	si1			
獳	客法辭典	neu5	neu5			
濡	客法辭典	si1	si1			
孺	客法辭典	i2	i2			
鴽	客法辭典	i2	i2			
襦	客法辭典	i2	i2			
蠕	客法辭典	nion1	nion1			
繻	客法辭典	si1	si1			
繻	客法辭典	sui1	sui1			
醹	客法辭典	si1	si1			
汝	客法辭典	ni3	ni3			
乳	客法辭典	nen5	nen5			
辱	客法辭典	iug8	iuk8			
擩	客法辭典	nio1	nio1			
入	客法辭典	njib8	ȵip8			
蓐	客法辭典	iug8	iuk8			
溽	客法辭典	iug8	iuk8			
褥	客法辭典	iug8	iuk8			
褥	客法辭典	niug8	niuk8			
縟	客法辭典	iug8	iuk8			
堧	客法辭典	nion1	nion1			
撋	客法辭典	nio1	nio1			
壖	客法辭典	nion1	nion1			
耎	客法辭典	nion1	nion1			
軟	客法辭典	nion1	nion1			
偄	客法辭典	nion1	nion1			
瑌	客法辭典	nion1	nion1			
碝	客法辭典	nion1	nion1			
蝡	客法辭典	nion1	nion1			
輭	客法辭典	nion1	nion1			
瓀	客法辭典	nion1	nion1			
礝	客法辭典	nion1	nion1			
甤	客法辭典	sui1	sui1			
緌	客法辭典	sui1	sui1			
蕤	客法辭典	sui1	sui1			
惢	客法辭典	so3	so3			
蕋	客法辭典	lui3	lui3			
蕊	客法辭典	lui3	lui3			
橤	客法辭典	lui3	lui3			
蘂	客法辭典	lui3	lui3			
芮	客法辭典	nui5	nui5			
汭	客法辭典	nui5	nui5			
枘	客法辭典	nui5	nui5			
蚋	客法辭典	nui5	nui5			
瑞	客法辭典	shui5	ʃui5			
蜹	客法辭典	nui5	nui5			
睿	客法辭典	iui5	iui5			
銳	客法辭典	iui5	iui5			
叡	客法辭典	iui5	iui5			
閏	客法辭典	iun5	iun5			
潤	客法辭典	iun5	iun5			
叒	客法辭典	ioi3	ioi3			
叒	客法辭典	iog7	iok7			
若	客法辭典	iog8	iok8			
偌	客法辭典	nia5	nia5			
弱	客法辭典	niog8	niok8			
婼	客法辭典	shog7	ʃok7			
楉	客法辭典	iog8	iok8			
蒻	客法辭典	niog8	niok8			
箬	客法辭典	niog7	niok7			
篛	客法辭典	niog7	niok7			
爇	客法辭典	njed8	ȵet8			
挲	客法辭典	so1	so1			
撒	客法辭典	sad7	sat7			
撒	客法辭典	sod7	sot7			
洒	客法辭典	sha3	ʃa3			
洒	客法辭典	sa3	sa3			
靸	客法辭典	sab7	sap7			
灑	客法辭典	sha3	ʃa3			
灑	客法辭典	sa3	sa3			
卅	客法辭典	sab7	sap7			
馺	客法辭典	sab7	sap7			
颯	客法辭典	sab7	sap7			
薩	客法辭典	sad7	sat7			
揌	客法辭典	sai1	sai1			
毸	客法辭典	soi1	soi1			
腮	客法辭典	soi1	soi1			
塞	客法辭典	sed7	set7			
顋	客法辭典	soi1	soi1			
鰓	客法辭典	soi1	soi1			
僿	客法辭典	sii5	sɿ5			
賽	客法辭典	sai1	sai1			
賽	客法辭典	soi5	soi5			
簺	客法辭典	soi5	soi5			
簺	客法辭典	sed7	set7			
三	客法辭典	sam1	sam1			
三	客法辭典	sam5	sam5			
弎	客法辭典	sam1	sam1			
叁	客法辭典	sam1	sam1			
傘	客法辭典	san3	san3			
傘	客法辭典	shan3	ʃan3			
糝	客法辭典	sam3	sam3			
糤	客法辭典	san3	san3			
繖	客法辭典	san3	san3			
繖	客法辭典	shan3	ʃan3			
鏾	客法辭典	sien5	sien5			
鏾	客法辭典	san5	san5			
鏾	客法辭典	san3	san3			
散	客法辭典	san3	san3			
散	客法辭典	san5	san5			
散	客法辭典	sang1	saŋ1			
桑	客法辭典	song1	soŋ1			
喪	客法辭典	song1	soŋ1			
喪	客法辭典	song3	soŋ3			
喪	客法辭典	song5	soŋ5			
搡	客法辭典	song3	soŋ3			
嗓	客法辭典	song3	soŋ3			
磉	客法辭典	song3	soŋ3			
顙	客法辭典	song3	soŋ3			
搔	客法辭典	zau3	tsau3			
溞	客法辭典	sau1	sau1			
慅	客法辭典	sau1	sau1			
懆	客法辭典	cau5	tsʰau5			
臊	客法辭典	sau1	sau1			
繅	客法辭典	sau1	sau1			
颾	客法辭典	sau1	sau1			
騷	客法辭典	sau1	sau1			
掃	客法辭典	sau5	sau5			
嫂	客法辭典	sau3	sau3			
埽	客法辭典	sau5	sau5			
色	客法辭典	sed7	set7			
歮	客法辭典	seb7	sep7			
瑟	客法辭典	sid7	sit7			
嗇	客法辭典	seb7	sep7			
歰	客法辭典	seb7	sep7			
澁	客法辭典	seb7	sep7			
濇	客法辭典	seb7	sep7			
懎	客法辭典	seb7	sep7			
澀	客法辭典	seb7	sep7			
穡	客法辭典	sid7	sit7			
森	客法辭典	sem1	sem1			
槮	客法辭典	sem1	sem1			
篸	客法辭典	cam1	tsʰam1			
僧	客法辭典	sen1	sen1			
鬙	客法辭典	sen1	sen1			
沙	客法辭典	sa1	sa1			
砂	客法辭典	sa1	sa1			
剎	客法辭典	sad7	sat7			
挱	客法辭典	so1	so1			
莎	客法辭典	so1	so1			
殺	客法辭典	sad7	sat7			
殺	客法辭典	sad8	sat8			
粆	客法辭典	sa1	sa1			
紗	客法辭典	sa1	sa1			
痧	客法辭典	sa1	sa1			
煞	客法辭典	sad7	sat7			
裟	客法辭典	sa1	sa1			
魦	客法辭典	sa1	sa1			
鎩	客法辭典	sai5	sai5			
鯊	客法辭典	sa1	sa1			
傻	客法辭典	sa3	sa3			
唼	客法辭典	ciab7	tsʰiap7			
厦	客法辭典	ha5	ha5			
喢	客法辭典	cab7	tsʰap7			
歃	客法辭典	cab7	tsʰap7			
廈	客法辭典	ha5	ha5			
翜	客法辭典	seb7	sep7			
翣	客法辭典	ciab7	tsʰiap7			
霎	客法辭典	ciab7	tsʰiap7			
篩	客法辭典	si1	si1			
簁	客法辭典	si1	si1			
釃	客法辭典	sii1	sɿ1			
釃	客法辭典	si1	si1			
晒	客法辭典	sai5	sai5			
曬	客法辭典	sai5	sai5			
山	客法辭典	san1	san1			
芟	客法辭典	san1	san1			
杉	客法辭典	cam5	tsʰam5			
刪	客法辭典	san1	san1			
衫	客法辭典	sam1	sam1			
姗	客法辭典	san3	san3			
珊	客法辭典	san1	san1			
埏	客法辭典	ian2	ian2			
痁	客法辭典	diam1	tiam1			
釤	客法辭典	sam5	sam5			
跚	客法辭典	san1	san1			
搧	客法辭典	shan5	ʃan5			
煽	客法辭典	shan5	ʃan5			
羴	客法辭典	shan1	ʃan1			
羴	客法辭典	zhan1	tʃan1			
羶	客法辭典	shan1	ʃan1			
羶	客法辭典	zhan1	tʃan1			
鱣	客法辭典	zhan1	tʃan1			
陝	客法辭典	sham3	ʃam3			
閃	客法辭典	sham3	ʃam3			
閃	客法辭典	sham5	ʃam5			
睒	客法辭典	sham3	ʃam3			
熌	客法辭典	sham3	ʃam3			
熌	客法辭典	iam3	iam3			
汕	客法辭典	san5	san5			
疝	客法辭典	san5	san5			
訕	客法辭典	san5	san5			
剡	客法辭典	iam3	iam3			
扇	客法辭典	shan5	ʃan5			
傓	客法辭典	shan5	ʃan5			
善	客法辭典	shan5	ʃan5			
墠	客法辭典	shan5	ʃan5			
墡	客法辭典	shan5	ʃan5			
擅	客法辭典	shan3	ʃan3			
擅	客法辭典	chan3	tʃʰan3			
樿	客法辭典	zhan5	tʃan5			
膳	客法辭典	shan5	ʃan5			
嬗	客法辭典	sham2	ʃam2			
謆	客法辭典	shan5	ʃan5			
繕	客法辭典	shan5	ʃan5			
蟺	客法辭典	shan5	ʃan5			
騸	客法辭典	shan5	ʃan5			
贍	客法辭典	sham3	ʃam3			
鱔	客法辭典	shan1	ʃan1			
商	客法辭典	shong1	ʃoŋ1			
傷	客法辭典	shong1	ʃoŋ1			
殤	客法辭典	shong1	ʃoŋ1			
觴	客法辭典	shong1	ʃoŋ1			
謪	客法辭典	shong1	ʃoŋ1			
謪	客法辭典	sag7	sak7			
晌	客法辭典	shong3	ʃoŋ3			
晌	客法辭典	hiong5	hioŋ5			
賞	客法辭典	shong3	ʃoŋ3			
上	客法辭典	shong1	ʃoŋ1			
上	客法辭典	shong3	ʃoŋ3			
上	客法辭典	shong5	ʃoŋ5			
上	客法辭典	song5	soŋ5			
尙	客法辭典	shong5	ʃoŋ5			
尚	客法辭典	song5	soŋ5			
裳	客法辭典	shong2	ʃoŋ2			
捎	客法辭典	sau1	sau1			
莦	客法辭典	sau1	sau1			
弰	客法辭典	sau3	sau3			
娋	客法辭典	sau1	sau1			
梢	客法辭典	sau1	sau1			
稍	客法辭典	sau1	sau1			
蛸	客法辭典	siau1	siau1			
筲	客法辭典	sau1	sau1			
艄	客法辭典	sau1	sau1			
颵	客法辭典	sau1	sau1			
燒	客法辭典	shau1	ʃau1			
勺	客法辭典	shog7	ʃok7			
芍	客法辭典	shog8	ʃok8			
苕	客法辭典	tiau2	tʰiau2			
韶	客法辭典	shau1	ʃau1			
少	客法辭典	shau3	ʃau3			
少	客法辭典	shau5	ʃau5			
少	客法辭典	sau5	sau5			
卲	客法辭典	shau5	ʃau5			
邵	客法辭典	shau5	ʃau5			
劭	客法辭典	shau5	ʃau5			
哨	客法辭典	sau5	sau5			
紹	客法辭典	shau5	ʃau5			
潲	客法辭典	sau5	sau5			
奢	客法辭典	cha1	tʃʰa1			
畬	客法辭典	cia2	tsʰia2			
輋	客法辭典	cia2	tsʰia2			
舌	客法辭典	shad8	ʃat8			
佘	客法辭典	sha2	ʃa2			
蛇	客法辭典	sha2	ʃa2			
舍	客法辭典	sha3	ʃa3			
舍	客法辭典	sha5	ʃa5			
捨	客法辭典	sha3	ʃa3			
社	客法辭典	sha1	ʃa1			
射	客法辭典	sha5	ʃa5			
涉	客法辭典	shab8	ʃap8			
涉	客法辭典	hiab8	hiap8			
赦	客法辭典	sha5	ʃa5			
設	客法辭典	shad7	ʃat7			
摵	客法辭典	cid7	tsʰit7			
慴	客法辭典	niab7	niap7			
歙	客法辭典	hiag8	hiak8			
歙	客法辭典	hiab8	hiap8			
騇	客法辭典	sha5	ʃa5			
攝	客法辭典	niab7	niap7			
攝	客法辭典	iab7	iap7			
麝	客法辭典	sha5	ʃa5			
懾	客法辭典	niab7	niap7			
申	客法辭典	shin1	ʃin1			
伸	客法辭典	shin1	ʃin1			
伸	客法辭典	chun1	tʃʰun1			
身	客法辭典	shin1	ʃin1			
呻	客法辭典	shin1	ʃin1			
侁	客法辭典	sin1	sin1			
柛	客法辭典	shin1	ʃin1			
籸	客法辭典	sin1	sin1			
莘	客法辭典	sin1	sin1			
甡	客法辭典	sin1	sin1			
娠	客法辭典	shin2	ʃin2			
深	客法辭典	chim1	tʃʰim1			
紳	客法辭典	shin1	ʃin1			
葠	客法辭典	sem1	sem1			
兟	客法辭典	sin1	sin1			
罧	客法辭典	sem1	sem1			
詵	客法辭典	sin1	sin1			
詵	客法辭典	sien3	sien3			
蔘	客法辭典	sem1	sem1			
駪	客法辭典	sin1	sin1			
什	客法辭典	shib8	ʃip8			
神	客法辭典	shin2	ʃin2			
沈	客法辭典	chim2	tʃʰim2			
沈	客法辭典	chim5	tʃʰim5			
哂	客法辭典	shin3	ʃin3			
矧	客法辭典	shin3	ʃin3			
魫	客法辭典	chim2	tʃʰim2			
諗	客法辭典	shim3	ʃim3			
審	客法辭典	shim3	ʃim3			
瀋	客法辭典	shim3	ʃim3			
嬸	客法辭典	shim3	ʃim3			
讅	客法辭典	shim3	ʃim3			
甚	客法辭典	shim5	ʃim5			
侺	客法辭典	shim5	ʃim5			
眘	客法辭典	shim3	ʃim3			
腎	客法辭典	shin5	ʃin5			
椹	客法辭典	zhim1	tʃim1			
蜃	客法辭典	shin3	ʃin3			
蜃	客法辭典	zhin3	tʃin3			
慎	客法辭典	sem3	sem3			
滲	客法辭典	zam5	tsam5			
升	客法辭典	shin1	ʃin1			
生	客法辭典	sang1	saŋ1			
生	客法辭典	sen1	sen1			
生	客法辭典	sien1	sien1			
昇	客法辭典	shin1	ʃin1			
牲	客法辭典	sang1	saŋ1			
牲	客法辭典	sen1	sen1			
陞	客法辭典	shin1	ʃin1			
笙	客法辭典	sen1	sen1			
甥	客法辭典	sang1	saŋ1			
鉎	客法辭典	sang1	saŋ1			
鉎	客法辭典	siang5	siaŋ5			
聲	客法辭典	shang1	ʃaŋ1			
鼪	客法辭典	sen1	sen1			
憴	客法辭典	shun2	ʃun2			
繩	客法辭典	shun2	ʃun2			
繩	客法辭典	shin2	ʃin2			
省	客法辭典	sang3	saŋ3			
省	客法辭典	sen3	sen3			
眚	客法辭典	sen3	sen3			
晠	客法辭典	shin5	ʃin5			
盛	客法辭典	shin2	ʃin2			
盛	客法辭典	shin5	ʃin5			
貹	客法辭典	sen3	sen3			
剩	客法辭典	shin5	ʃin5			
勝	客法辭典	shin1	ʃin1			
勝	客法辭典	shin5	ʃin5			
聖	客法辭典	shin5	ʃin5			
賸	客法辭典	in5	in5			
尸	客法辭典	shii1	ʃɿ1			
失	客法辭典	shid7	ʃit7			
呞	客法辭典	chii1	tʃʰɿ1			
呞	客法辭典	chi1	tʃʰi1			
虱	客法辭典	sed7	set7			
施	客法辭典	shii1	ʃɿ1			
屍	客法辭典	shii1	ʃɿ1			
師	客法辭典	sii1	sɿ1			
蓍	客法辭典	shii1	ʃɿ1			
獅	客法辭典	sii1	sɿ1			
詩	客法辭典	shii1	ʃɿ1			
溼	客法辭典	shib7	ʃip7			
鳲	客法辭典	shii1	ʃɿ1			
蝨	客法辭典	sed7	set7			
褷	客法辭典	sii1	sɿ1			
褷	客法辭典	si1	si1			
濕	客法辭典	shib7	ʃip7			
籭	客法辭典	si1	si1			
籭	客法辭典	ci1	tsʰi1			
籭	客法辭典	ce1	tsʰe1			
十	客法辭典	shib8	ʃip8			
石	客法辭典	shag8	ʃak8			
拾	客法辭典	shib8	ʃip8			
食	客法辭典	shid8	ʃit8			
食	客法辭典	sii5	sɿ5	【文】		
祏	客法辭典	shag8	ʃak8			
姼	客法辭典	chii3	tʃʰɿ3			
姼	客法辭典	chi3	tʃʰi3			
時	客法辭典	shii2	ʃɿ2			
時	客法辭典	shi2	ʃi2			
湜	客法辭典	chid8	tʃʰit8			
寔	客法辭典	shid8	ʃit8			
塒	客法辭典	shii2	ʃɿ2			
蒔	客法辭典	shii5	ʃɿ5			
榯	客法辭典	shii2	ʃɿ2			
蝕	客法辭典	shad8	ʃat8			
實	客法辭典	shid8	ʃit8			
識	客法辭典	shid7	ʃit7			
史	客法辭典	sii3	sɿ3			
矢	客法辭典	shii5	ʃɿ5			
豕	客法辭典	chii3	tʃʰɿ3			
豕	客法辭典	chi3	tʃʰi3			
使	客法辭典	sii3	sɿ3			
使	客法辭典	sii5	sɿ5			
始	客法辭典	chii3	tʃʰɿ3			
始	客法辭典	chi3	tʃʰi3			
屎	客法辭典	shii3	ʃɿ3			
駛	客法辭典	sii3	sɿ3			
士	客法辭典	sii5	sɿ5			
氏	客法辭典	shii5	ʃɿ5			
示	客法辭典	si5	si5			
世	客法辭典	shii5	ʃɿ5			
世	客法辭典	she5	ʃe5			
仕	客法辭典	sii5	sɿ5			
市	客法辭典	shii5	ʃɿ5			
式	客法辭典	shid7	ʃit7			
似	客法辭典	sii5	sɿ5			
事	客法辭典	shii5	ʃɿ5			
事	客法辭典	she5	ʃe5			
事	客法辭典	sii5	sɿ5			
呩	客法辭典	shii5	ʃɿ5			
侍	客法辭典	shii5	ʃɿ5			
拭	客法辭典	chid7	tʃʰit7			
拭	客法辭典	cud8	tsʰut8			
拭	客法辭典	cid7	tsʰit7			
柿	客法辭典	sai3	sai3			
柿	客法辭典	sii1	sɿ1			
柿	客法辭典	sii2	sɿ2			
柿	客法辭典	sii5	sɿ5			
是	客法辭典	shii5	ʃɿ5			
眂	客法辭典	shii5	ʃɿ5			
眂	客法辭典	shi3	ʃi3			
适	客法辭典	guad7	kuat7			
恃	客法辭典	shii5	ʃɿ5			
恀	客法辭典	chii3	tʃʰɿ3			
恀	客法辭典	chi3	tʃʰi3			
室	客法辭典	shid7	ʃit7			
逝	客法辭典	shii5	ʃɿ5			
眎	客法辭典	shii5	ʃɿ5			
眎	客法辭典	shi3	ʃi3			
舐	客法辭典	she1	ʃe1			
舐	客法辭典	se1	se1			
舐	客法辭典	shai1	ʃai1			
視	客法辭典	shii5	ʃɿ5			
視	客法辭典	shi3	ʃi3			
貰	客法辭典	shii5	ʃɿ5			
弑	客法辭典	shii5	ʃɿ5			
媞	客法辭典	ti2	tʰi2			
勢	客法辭典	shii5	ʃɿ5			
勢	客法辭典	shi5	ʃi5			
勢	客法辭典	she5	ʃe5			
嗜	客法辭典	shii5	ʃɿ5			
筮	客法辭典	chii3	tʃʰɿ3			
筮	客法辭典	chi3	tʃʰi3			
飾	客法辭典	shid7	ʃit7			
飾	客法辭典	hid7	hit7			
試	客法辭典	chii5	tʃʰɿ5			
試	客法辭典	chi5	tʃʰi5			
誓	客法辭典	shii5	ʃɿ5			
適	客法辭典	shid7	ʃit7			
奭	客法辭典	shid7	ʃit7			
噬	客法辭典	chii3	tʃʰɿ3			
噬	客法辭典	chi3	tʃʰi3			
諟	客法辭典	shii5	ʃɿ5			
諡	客法辭典	shii5	ʃɿ5			
澨	客法辭典	chii5	tʃʰɿ5			
澨	客法辭典	chi5	tʃʰi5			
螫	客法辭典	sid7	sit7			
謚	客法辭典	id7	it7			
釋	客法辭典	shid7	ʃit7			
釋	客法辭典	sid7	sit7			
匙	客法辭典	shii2	ʃɿ2			
匙	客法辭典	shi2	ʃi2			
匙	客法辭典	chii2	tʃʰɿ2			
匙	客法辭典	chi2	tʃʰi2			
収	客法辭典	shu1	ʃu1			
収	客法辭典	shiu1	ʃiu1			
收	客法辭典	shu1	ʃu1			
收	客法辭典	shiu1	ʃiu1			
手	客法辭典	shu3	ʃu3			
手	客法辭典	shiu3	ʃiu3			
守	客法辭典	shu3	ʃu3			
守	客法辭典	shiu3	ʃiu3			
首	客法辭典	shu3	ʃu3			
首	客法辭典	shiu3	ʃiu3			
艏	客法辭典	shu3	ʃu3			
艏	客法辭典	shiu3	ʃiu3			
受	客法辭典	shu5	ʃu5			
受	客法辭典	shiu5	ʃiu5			
狩	客法辭典	shu3	ʃu3			
狩	客法辭典	shiu3	ʃiu3			
授	客法辭典	shu3	ʃu3			
授	客法辭典	shiu3	ʃiu3			
售	客法辭典	shu5	ʃu5			
夀	客法辭典	shu5	ʃu5			
夀	客法辭典	shiu5	ʃiu5			
壽	客法辭典	shu5	ʃu5			
壽	客法辭典	shiu5	ʃiu5			
瘦	客法辭典	seu5	seu5			
綬	客法辭典	shu5	ʃu5			
綬	客法辭典	shiu5	ʃiu5			
獸	客法辭典	chu5	tʃʰu5			
獸	客法辭典	chiu5	tʃʰiu5			
殳	客法辭典	shu2	ʃu2			
疋	客法辭典	pid7	pʰit7			
抒	客法辭典	shu3	ʃu3			
杸	客法辭典	shu2	ʃu2			
叔	客法辭典	shug7	ʃuk7			
殊	客法辭典	shu2	ʃu2			
殊	客法辭典	chu2	tʃʰu2			
倏	客法辭典	shug7	ʃuk7			
倐	客法辭典	shug7	ʃuk7			
書	客法辭典	shu1	ʃu1			
紓	客法辭典	shu1	ʃu1			
菽	客法辭典	shug7	ʃuk7			
梳	客法辭典	sii1	sɿ1			
梳	客法辭典	so1	so1			
淑	客法辭典	shug7	ʃuk7			
淑	客法辭典	siug7	siuk7			
舒	客法辭典	shu1	ʃu1			
疎	客法辭典	sii1	sɿ1			
疎	客法辭典	so1	so1			
疏	客法辭典	sii1	sɿ1			
疏	客法辭典	so1	so1			
摅	客法辭典	shu1	ʃu1			
蔬	客法辭典	sii1	sɿ1			
樞	客法辭典	ki1	kʰi1			
輸	客法辭典	shu1	ʃu1			
攄	客法辭典	shu1	ʃu1			
孰	客法辭典	shug8	ʃuk8			
塾	客法辭典	shug8	ʃuk8			
熟	客法辭典	shug8	ʃuk8			
熟	客法辭典	siug7	siuk7			
贖	客法辭典	shug8	ʃuk8			
暑	客法辭典	chu3	tʃʰu3			
暑	客法辭典	shu3	ʃu3			
黍	客法辭典	shu3	ʃu3			
属	客法辭典	shug8	ʃuk8			
属	客法辭典	zhug7	tʃuk7			
署	客法辭典	shu3	ʃu3			
蜀	客法辭典	zhug7	tʃuk7			
鼠	客法辭典	chu3	tʃʰu3			
薯	客法辭典	shu2	ʃu2			
曙	客法辭典	shu5	ʃu5			
癙	客法辭典	chu3	tʃʰu3			
襡	客法辭典	zhug7	tʃuk7			
屬	客法辭典	shug8	ʃuk8			
屬	客法辭典	zhug7	tʃuk7			
朮	客法辭典	shud8	ʃut8			
戍	客法辭典	shu5	ʃu5			
束	客法辭典	chug7	tʃʰuk7			
述	客法辭典	shud8	ʃut8			
捒	客法辭典	sung3	suŋ3			
恕	客法辭典	shu5	ʃu5			
術	客法辭典	shud8	ʃut8			
庶	客法辭典	shu5	ʃu5			
竪	客法辭典	shu5	ʃu5			
墅	客法辭典	shu5	ʃu5			
漱	客法辭典	seu5	seu5			
豎	客法辭典	shu5	ʃu5			
數	客法辭典	sii5	sɿ5			
數	客法辭典	sii3	sɿ3			
數	客法辭典	si5	si5			
澍	客法辭典	zhu5	tʃu5			
澍	客法辭典	shu5	ʃu5			
樹	客法辭典	shu5	ʃu5			
刷	客法辭典	sod7	sot7			
唰	客法辭典	sod7	sot7			
耍	客法辭典	sha3	ʃa3			
耍	客法辭典	sa3	sa3			
衰	客法辭典	soi1	soi1			
衰	客法辭典	sui1	sui1			
摔	客法辭典	sud7	sut7			
縗	客法辭典	soi1	soi1			
縗	客法辭典	cui1	tsʰui1			
帥	客法辭典	sai3	sai3			
蟀	客法辭典	sud7	sut7			
拴	客法辭典	cien2	tsʰien2			
閂	客法辭典	con1	tsʰon1			
栓	客法辭典	cien2	tsʰien2			
霜	客法辭典	song1	soŋ1			
雙	客法辭典	sung1	suŋ1			
孀	客法辭典	song1	soŋ1			
爽	客法辭典	song3	soŋ3			
脽	客法辭典	shui2	ʃui2			
誰	客法辭典	shui2	ʃui2			
水	客法辭典	shui3	ʃui3			
帨	客法辭典	choi5	tʃʰoi5			
稅	客法辭典	soi5	soi5			
税	客法辭典	choi5	tʃʰoi5			
睡	客法辭典	choi5	tʃʰoi5			
吮	客法辭典	cion1	tsʰion1			
順	客法辭典	shun5	ʃun5			
