"id","hanzi","note","ipa","audio","ntd","dl","databse","py"
1277,"炸","(炸弹)","tso","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zo5.wav",5,"阴去","zg","zo5"
1278,"蔗",,"tso","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zo5.wav",5,"阴去","zg","zo5"
1279,"诈",,"tso","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zo5.wav",5,"阴去","zg","zo5"
1280,"帐",,"tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1281,"瘴","(瘴气)","tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1282,"胀",,"tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1283,"葬",,"tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1284,"账","(帐)","tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1285,"障","(保障)","tsõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zon5.wav",5,"阴去","zg","zon5"
1286,"佐",,"tsu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zu3.wav",3,"阴上","zg","zu3"
1287,"左",,"tsu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zu3.wav",3,"阴上","zg","zu3"
1288,"冢",,"tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong3.wav",3,"阴上","zg","zong3"
1289,"总",,"tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong3.wav",3,"阴上","zg","zong3"
1290,"种","(种类)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong3.wav",3,"阴上","zg","zong3"
1291,"肿",,"tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong3.wav",3,"阴上","zg","zong3"
1292,"中","(射中)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1293,"仲",,"tsʰaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/cong6.wav",6,"阳去","zg","cong6"
1294,"众",,"tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1295,"种","(种树)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1296,"粽",,"tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1297,"纵","(放纵)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1298,"纵","(纵横)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1299,"综","(织布机上的综)","tsaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zong5.wav",5,"阴去","zg","zong5"
1300,"居",,"tʃʒ̩ʷ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhriu1.wav",1,"阴平","zg","zhriu1"
1301,"拘",,"tʃʒ̩ʷ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhriu1.wav",1,"阴平","zg","zhriu1"
1302,"车","(车马炮)","tʃʒ̩ʷ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhriu1.wav",1,"阴平","zg","zhriu1"
1303,"驹",,"tʃʒ̩ʷ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/zhriu1.wav",1,"阴平","zg","zhriu1"
1304,"朵","(躲)","tu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/du3.wav",3,"阴上","zg","du3"
1305,"剁",,"tu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/du5.wav",5,"阴去","zg","du5"
1306,"都","(都城)","tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv1.wav",1,"阴平","zg","dv1"
1307,"都","(都是)","tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv1.wav",1,"阴平","zg","dv1"
1308,"堵",,"tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv3.wav",3,"阴上","zg","dv3"
1309,"肚","(鱼肚子)","tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv3.wav",3,"阴上","zg","dv3"
1310,"赌",,"tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv3.wav",3,"阴上","zg","dv3"
1311,"妒",,"tʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dv5.wav",5,"阴去","zg","dv5"
1312,"冻",,"taŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dong5.wav",5,"阴去","zg","dong5"
1313,"栋",,"taŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dong5.wav",5,"阴去","zg","dong5"
1314,"丢",,"ty","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/diu1.wav",1,"阴平","zg","diu1"
1315,"锻","(锻炼)","tỹ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/dun5.wav",5,"阴去","zg","dun5"
1316,"歪",,"va","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/va1.wav",1,"阴平","zg","va1"
1317,"威",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei1.wav",1,"阴平","zg","vei1"
1318,"微",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei1.wav",1,"阴平","zg","vei1"
1319,"煨",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei1.wav",1,"阴平","zg","vei1"
1320,"萎","(气萎)","ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei1.wav",1,"阴平","zg","vei1"
1321,"伟",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1322,"伪",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1323,"委",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1324,"尾",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1325,"纬",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1326,"苇","(芦苇)","ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei3.wav",3,"阴上","zg","vei3"
1327,"喂","(叹词)","ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1328,"慰",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1329,"猬",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1330,"畏",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1331,"胃",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1332,"谓",,"ve","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/vei5.wav",5,"阴去","zg","vei5"
1333,"温",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van1.wav",1,"阴平","zg","van1"
1334,"瘟",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van1.wav",1,"阴平","zg","van1"
1335,"文",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van2.wav",2,"阳平","zg","van2"
1336,"纹",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van2.wav",2,"阳平","zg","van2"
1337,"蚊",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van2.wav",2,"阳平","zg","van2"
1338,"闻",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van2.wav",2,"阳平","zg","van2"
1339,"刎",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van3.wav",3,"阴上","zg","van3"
1340,"吻",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van3.wav",3,"阴上","zg","van3"
1341,"稳",,"vɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/van3.wav",3,"阴上","zg","van3"
1342,"玩","(古玩,游玩)","wɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/waun2.wav",2,"阳平","zg","waun2"
1343,"还","(还原)","wɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/waun2.wav",2,"阳平","zg","waun2"
1344,"挽",,"wɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/waun3.wav",3,"阴上","zg","waun3"
1345,"晚",,"wɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/waun3.wav",3,"阴上","zg","waun3"
1346,"洼",,"wo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/wo1.wav",1,"阴平","zg","wo1"
1347,"蛙",,"wo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/wo1.wav",1,"阴平","zg","wo1"
1348,"蛙",,"wo","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/wo1.wav",1,"阴平","zg","wo1"
1349,"汪","(一汪水)","wõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/won1.wav",1,"阴平","zg","won1"
1350,"哈","(哈腰)","xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha1.wav",1,"阴平","zg","ha1"
1351,"孩",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha2.wav",2,"阳平","zg","ha2"
1352,"谐",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha2.wav",2,"阳平","zg","ha2"
1353,"鞋",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha2.wav",2,"阳平","zg","ha2"
1354,"咸","(咸味)","xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun2.wav",2,"阳平","zg","haun2"
1355,"咸",,"xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun2.wav",2,"阳平","zg","haun2"
1356,"衔","(用嘴叼)","xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun2.wav",2,"阳平","zg","haun2"
1357,"喊",,"xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun3.wav",3,"阴上","zg","haun3"
1358,"懈",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha5.wav",5,"阴去","zg","ha5"
1359,"唤",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun5.wav",5,"阴去","zg","hun5"
1360,"亥",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha6.wav",6,"阳去","zg","ha6"
1361,"害",,"xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha6.wav",6,"阳去","zg","ha6"
1362,"骇","(惊骇)","xa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/ha6.wav",6,"阳去","zg","ha6"
1363,"苋",,"xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun6.wav",6,"阳去","zg","haun6"
1364,"陷",,"xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun6.wav",6,"阳去","zg","haun6"
1365,"馅",,"xɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/haun6.wav",6,"阳去","zg","haun6"
1366,"瞎",,"xɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog7.wav",7,"阴入","zg","hog7"
1367,"匣","(箱匣)","xɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog8.wav",8,"阳入","zg","hog8"
1368,"狭",,"xɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog8.wav",8,"阳入","zg","hog8"
1369,"辖","(管辖)","xɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog8.wav",8,"阳入","zg","hog8"
1370,"些","(这些, 那些, 弱化语音)","xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he1.wav",1,"阴平","zg","he1"
1371,"蒿","(蓬蒿)","xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he1.wav",1,"阴平","zg","he1"
1372,"薅","(除田草)","xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he1.wav",1,"阴平","zg","he1"
1373,"侯",,"xe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hei2.wav",2,"阳平","zg","hei2"
1374,"喉",,"xe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hei2.wav",2,"阳平","zg","hei2"
1375,"猴",,"xe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hei2.wav",2,"阳平","zg","hei2"
1376,"瘊","(瘊子)","xe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hei2.wav",2,"阳平","zg","hei2"
1377,"号","(呼号)","xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he2.wav",2,"阳平","zg","he2"
1378,"壕",,"xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he2.wav",2,"阳平","zg","he2"
1379,"毫",,"xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he2.wav",2,"阳平","zg","he2"
1380,"豪",,"xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he2.wav",2,"阳平","zg","he2"
1381,"吼",,"xe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hei3.wav",3,"阴上","zg","hei3"
1382,"好","(喜好)","xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he5.wav",5,"阴去","zg","he5"
1383,"耗",,"xə","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/he5.wav",5,"阴去","zg","he5"
1384,"恒",,"xɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/han2.wav",2,"阳平","zg","han2"
1385,"痕",,"xɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/han2.wav",2,"阳平","zg","han2"
1386,"衡",,"xɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/han2.wav",2,"阳平","zg","han2"
1387,"很",,"xɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/han3.wav",3,"阴上","zg","han3"
1388,"恨",,"xɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/han6.wav",6,"阳去","zg","han6"
1389,"嚇","(吓一跳)","xɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hag7.wav",7,"阴入","zg","hag7"
1390,"嚇","(恐嚇)","xɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hag7.wav",7,"阴入","zg","hag7"
1391,"赫",,"xɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hag7.wav",7,"阴入","zg","hag7"
1392,"黑",,"xɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hag7.wav",7,"阴入","zg","hag7"
1393,"核","(审核)","xɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hag8.wav",8,"阳入","zg","hag8"
1394,"夯","(打夯)","xõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hon1.wav",1,"阴平","zg","hon1"
1395,"杭",,"xõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hon2.wav",2,"阳平","zg","hon2"
1396,"航",,"xõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hon2.wav",2,"阳平","zg","hon2"
1397,"行","(行列,银行)","xõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hon2.wav",2,"阳平","zg","hon2"
1398,"喝","(喝彩,吆喝)","xoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog7.wav",7,"阴入","zg","hog7"
1399,"喝","(喝酒)","xoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog7.wav",7,"阴入","zg","hog7"
1400,"豁","(豁然,豁嘴)","xoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog7.wav",7,"阴入","zg","hog7"
1401,"鹤",,"xoʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hog7.wav",7,"阴入","zg","hog7"
1402,"罕",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun3.wav",3,"阴上","zg","hun3"
1403,"货",,"xu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hu5.wav",5,"阴去","zg","hu5"
1404,"和","(和面)","xu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hu6.wav",6,"阳去","zg","hu6"
1405,"祸",,"xu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hu6.wav",6,"阳去","zg","hu6"
1406,"贺",,"xu","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hu6.wav",6,"阳去","zg","hu6"
1407,"憾",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun6.wav",6,"阳去","zg","hun6"
1408,"撼",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun6.wav",6,"阳去","zg","hun6"
1409,"旱",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun6.wav",6,"阳去","zg","hun6"
1410,"乎",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv1.wav",1,"阴平","zg","hv1"
1411,"呼",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv1.wav",1,"阴平","zg","hv1"
1412,"壶",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1413,"斛",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1414,"湖",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1415,"狐",,"xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1416,"胡","(胡椒)","xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1417,"葫","(葫卢)","xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv2.wav",2,"阳平","zg","hv2"
1418,"戽","(戽斗)","xʋ̩","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hv5.wav",5,"阴去","zg","hv5"
1419,"哄","(哄骗)","xaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hong3.wav",3,"阴上","zg","hong3"
1420,"哄","(起哄)","xaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hong5.wav",5,"阴去","zg","hong5"
1421,"横","(蛮横)","xaŋ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hong5.wav",5,"阴去","zg","hong5"
1422,"怀",,"xʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hua2.wav",2,"阳平","zg","hua2"
1423,"槐",,"xʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hua2.wav",2,"阳平","zg","hua2"
1424,"淮",,"xʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hua2.wav",2,"阳平","zg","hua2"
1425,"桓",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun2.wav",2,"阳平","js","hun2"
1426,"涮","(涮洗)","xʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huaun5.wav",5,"阴去","zg","huaun5"
1427,"焕",,"xũ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hun5.wav",5,"阴去","zg","hun5"
1428,"坏","(坏人，坏习惯，破坏) <b","xʷa","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/hua6.wav",6,"阳去","zg","hua6"
1429,"幻",,"xʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huaun6.wav",6,"阳去","zg","huaun6"
1430,"宦",,"xʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huaun6.wav",6,"阳去","zg","huaun6"
1431,"患",,"xʷɑ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huaun6.wav",6,"阳去","zg","huaun6"
1432,"豁","(豁然,豁嘴)","xʷɔʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huaug7.wav",7,"阴入","zg","huaug7"
1433,"悔",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei3.wav",3,"阴上","zg","huei3"
1434,"毁",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei3.wav",3,"阴上","zg","huei3"
1435,"晦",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei5.wav",5,"阴去","zg","huei5"
1436,"桧",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei5.wav",5,"阴去","zg","huei5"
1437,"秽",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei5.wav",5,"阴去","zg","huei5"
1438,"讳",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei5.wav",5,"阴去","zg","huei5"
1439,"贿",,"xʷe","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huei5.wav",5,"阴去","zg","huei5"
1440,"浑","(浑浊)","xʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huan2.wav",2,"阳平","zg","huan2"
1441,"馄","(馄饨)","xʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huan2.wav",2,"阳平","zg","huan2"
1442,"魂",,"xʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huan2.wav",2,"阳平","zg","huan2"
1443,"混","(相混,混沌)","xʷɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huan6.wav",6,"阳去","zg","huan6"
1444,"㦌",,"xʷɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huag7.wav",7,"阴入","zg","huag7"
1445,"忽",,"xʷɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huag8.wav",8,"阳入","zg","huag8"
1446,"核",,"xʷɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huag8.wav",8,"阳入","zg","huag8"
1447,"慌",,"xʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huon1.wav",1,"阴平","zg","huon1"
1448,"荒",,"xʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huon1.wav",1,"阴平","zg","huon1"
1449,"晃","(晃眼)","xʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huon3.wav",3,"阴上","zg","huon3"
1450,"谎",,"xʷõ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/huon3.wav",3,"阴上","zg","huon3"
1451,"还","(还有)","a","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/a2.wav",2,"阳平","js","a2"
1452,"儿",,"ɚ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/er2.wav",2,"阳平","js","er2"
1453,"而",,"ɚ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/er2.wav",2,"阳平","js","er2"
1454,"二",,"ɚ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/er6.wav",6,"阳去","js","er6"
1455,"贰","(贰心)","ɚ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/er6.wav",6,"阳去","js","er6"
1456,"润",,"ɥɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yuan6.wav",6,"阳去","js","yuan6"
1457,"闰",,"ɥɛ̃","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yuan6.wav",6,"阳去","js","yuan6"
1458,"入",,"ɥɛʔ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yuag8.wav",8,"阳入","js","yuag8"
1459,"咽",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1460,"烟",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1461,"焉","(心不在焉)","ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1462,"腌",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1463,"蔫","(食物不新鲜)","ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1464,"蔫","(花萎)","ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1465,"阉",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin1.wav",1,"阴平","js","yin1"
1466,"严",,"nĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/nin2.wav",2,"阳平","js","nin2"
1467,"延",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1468,"檐",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1469,"沿",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1470,"炎",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1471,"然",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1472,"燃",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1473,"盐",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1474,"筵",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1475,"言",,"ĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/yin2.wav",2,"阳平","js","yin2"
1476,"阎",,"nĩ","http://nantonghua.oss-cn-hongkong.aliyuncs.com/all_list/nin2.wav",2,"阳平","js","nin2"
