		1陰平24 2陽平213 3上聲55 5陰去52  6陽去31 7陰入32 8陽入24
ʑyɛ̃2	纯	
ʑyɛ̃2	莼	
ʑyɛ̃2	唇	
ʑyɛ̃2	淳	
ʑyɛ̃2	鹑	
ʑyɛ̃2	醇	
ʑyɛ̃6	顺	
ʑyɛ̃6	慎	
ʑyɛ̃6	肾	
ʑyɛ̃6	舜	
ʑyɛ̃6	瞬	
pɨn1	兵	
pɨn1	宾	
pɨn1	殡	
pɨn1	摈	
pɨn1	斌	
pɨn1	彬	
pɨn1	冰	
pɨn3	饼	
pɨn3	丙	
pɨn3	炳	
pɨn3	秉	
pɨn3	禀	
pɨn5	并	
pɨn5	柄	
pɨn5	摒	
pʰɨn1	拼	
pʰɨn1	姘	
pʰɨn1	乒	
pʰɨn3	品	
pʰɨn5	聘	
bɨn2	平	
bɨn2	坪	
bɨn2	苹	
bɨn2	萍	
bɨn2	瓶	
bɨn2	凭	
bɨn2	贫	
bɨn2	频	
bɨn2	屏	
bɨn6	病	
mɨn2	民	
mɨn2	岷	
mɨn2	珉	
mɨn2	明	
mɨn2	名	
mɨn2	茗	
mɨn2	铭	
mɨn2	酩	
mɨn2	鸣	
mɨn2	瞑	
mɨn2	螟	
mɨn3	敏	
mɨn3	闵	
mɨn3	黾	
mɨn3	皿	
mɨn3	冥	
mɨn6	命	
tɨn1	丁	
tɨn1	叮	
tɨn1	钉	
tɨn1	盯	
tɨn1	疔	
tɨn1	酊	
tɨn3	顶	
tɨn3	鼎	
tɨn5	钉	
tɨn5	订	
tʰɨn1	厅	
tʰɨn1	汀	
tʰɨn1	听	
tʰɨn1	烃	
tʰɨn3	挺	
tʰɨn3	艇	
tʰɨn3	铤	
tʰɨn5	听	除掉：减少
dɨn2	亭	
dɨn2	停	
dɨn2	婷	
dɨn2	廷	
dɨn2	庭	
dɨn2	霆	
dɨn6	定	
dɨn6	锭	
dɨn6	腚	又
lɨn1	拎	
lɨn2	囹	
lɨn2	邻	
lɨn2	聆	
lɨn2	铃	
lɨn2	零	
lɨn2	遴	
lɨn2	磷	
lɨn2	鳞	
lɨn2	宁	
lɨn2	灵	
lɨn2	林	
lɨn2	淋	
lɨn2	霖	
lɨn2	陵	
lɨn2	绫	
lɨn2	临	
lɨn2	凛	
lɨn3	领	
lɨn3	岭	
lɨn3	蛉	
lɨn6	令	
lɨn6	聆	又
lɨn6	另	
lɨn6	吝	
lɨn6	蔺	
ʦɨn1	今	
ʦɨn1	衿	
ʦɨn1	矜	
ʦɨn1	金	
ʦɨn1	京	
ʦɨn1	惊	
ʦɨn1	斤	
ʦɨn1	筋	
ʦɨn1	经	
ʦɨn1	泾	
ʦɨn1	茎	
ʦɨn1	精	
ʦɨn1	睛	
ʦɨn1	晶	
ʦɨn3	井	
ʦɨn3	阱	
ʦɨn3	巾	
ʦɨn3	景	
ʦɨn3	僅	
ʦɨn3	谨	
ʦɨn3	馑	
ʦɨn3	槿	
ʦɨn3	紧	
ʦɨn3	颈	
ʦɨn3	颈	
ʦɨn5	浸	
ʦɨn5	敬	
ʦɨn5	竟	
ʦɨn5	镜	
ʦɨn5	劲	
ʦɨn5	禁	
ʦɨn5	襟	
ʦɨn5	警	
ʦʰɨn1	亲	
ʦʰɨn1	钦	
ʦʰɨn1	轻	
ʦʰɨn1	青	
ʦʰɨn3	请	
ʦʰɨn3	寝	
ʦʰɨn3	倾	
ʦʰɨn5	庆	
ʦʰɨn5	沁	
ʦʰɨn5	揿	
ʦʰɨn5	磬	
ʣɨn2	琴	
ʣɨn2	勤	
ʣɨn2	芹	
ʣɨn2	晴	又
ʣɨn2	禽	
ʣɨn6	近	
ʣɨn6	尽	
sɨn1	心	
sɨn1	芯	
sɨn1	新	
sɨn1	薪	
sɨn1	辛	
sɨn1	莘	
sɨn1	锌	
sɨn1	兴	~起
sɨn1	星	
sɨn1	惺	
sɨn1	猩	
sɨn1	欣	
sɨn1	忻	
sɨn1	昕	
sɨn1	馨	
sɨn1	鑫	
sɨn5	兴	高~
sɨn5	姓	
sɨn5	性	
sɨn5	衅	
sɨn5	信	
zɨn2	寻	
zɨn2	晴	
zɨn2	行	
zɨn2	形	
zɨn2	刑	
zɨn2	邢	又读
zɨn2	型	
zɨn6	幸	
zɨn6	倖	
zɨn6	静	
zɨn6	净	
ɨn1	因	
ɨn1	茵	
ɨn1	姻	
ɨn1	阴	
ɨn1	荫	
ɨn1	音	
ɨn1	英	
ɨn1	瑛	
ɨn1	婴	
ɨn1	缨	
ɨn1	樱	
ɨn1	殷	
ɨn1	蝇	
ɨn1	莺	
ɨn2	银	
ɨn2	艮	
ɨn2	龈	
ɨn2	迎	
ɨn2	淫	
ɨn2	寅	
ɨn2	盈	
ɨn2	营	
ɨn2	莹	
ɨn2	萤	
ɨn2	荧	
ɨn2	吟	
ɨn2	邢	
ɨn3	影	
ɨn3	引	
ɨn3	蚓	
ɨn3	饮	
ɨn3	隐	
ɨn3	瘾	
ɨn3	尹	
ɨn5	应	
ɨn5	印	
ɨn5	胤	
ɨn5	窨	
ʨyn1	军	
ʨyn1	君	
ʨyn1	钧	
ʨyn1	均	
ʨyn1	鋆	
ʨyn1	菌	
ʨyn3	侭	
ʨyn3	进	
ʨyn3	俊	
ʨyn3	骏	
ʨyn3	竣	
ʨyn3	峻	
ʨyn3	浚	
ʨyn3	隽	
ʥyn2	秦	
ʥyn2	群	
ʥyn2	裙	
ʥyn6	郡	
ɕyn1	勋	
ɕyn1	熏	
ɕyn1	薰	
ɕyn3	醒	
ɕyn3	省	~悟
ɕyn5	讯	
ɕyn5	迅	
ɕyn5	汛	
ɕyn5	训	
ʑyn2	巡	
ʑyn2	旬	
ʑyn2	询	
ʑyn2	荀	
ʑyn2	洵	
ʑyn2	寻	又读
ʑyn2	循	
ʑyn6	殉	
yn2	云	
yn2	芸	
yn2	耘	
yn2	匀	
yn2	昀	
yn2	筠	
yn2	鋆	又读
yn2	赢	
yn3	允	
yn3	吮	
yn3	赟	
yn6	运	
yn6	晕	
yn6	缊	
yn6	酝	
yn6	熨	
yn6	韵	
yn6	孕	
yn6	恽	
pɑŋ1	帮	
pɑŋ1	邦	
pɑŋ1	梆	
pɑŋ1	磅	~称
pɑŋ1	浜	
pɑŋ3	榜	
pɑŋ3	绑	
pɑŋ5	谤	
pɑŋ5	磅	量词
pɑŋ5	泵	
pɑŋ5	蚌	又读
pɑŋ5	□	缝隙
pʰɑŋ1	乓	
pʰɑŋ3	髈	蹄~
pʰɑŋ5	胖	
pʰɑŋ5	□	胀大
pʰɑŋ5	□	浮起
bɑŋ2	旁	
bɑŋ2	傍	
bɑŋ2	螃	
bɑŋ2	庞	
bɑŋ2	逄	
bɑŋ2	彭	
bɑŋ2	澎	
bɑŋ2	膨	
bɑŋ6	蚌	
bɑŋ6	□	突然发生：一~火
mɑŋ2	忙	
mɑŋ2	芒	
mɑŋ2	硭	
mɑŋ2	邙	
mɑŋ2	盲	
mɑŋ2	氓	
mɑŋ3	莽	
mɑŋ3	蟒	
fɑŋ1	方	
fɑŋ1	芳	
fɑŋ3	纺	
fɑŋ3	仿	
fɑŋ3	舫	
fɑŋ5	放	
vɑŋ2	防	
vɑŋ2	房	
vɑŋ2	妨	
vɑŋ6	坊	
tɑŋ1	当	
tɑŋ1	裆	
tɑŋ3	党	
tɑŋ3	挡	
tɑŋ3	档	~案
tɑŋ5	档	~次
tɑŋ5	当	典~
tʰɑŋ1	汤	
tʰɑŋ1	□	相会：~面
tʰɑŋ3	淌	
tʰɑŋ3	倘	
tʰɑŋ3	躺	
tʰɑŋ5	趟	
tʰɑŋ5	烫	
tʰɑŋ5	耥	
dɑŋ2	唐	
dɑŋ2	塘	
dɑŋ2	搪	
dɑŋ2	糖	
dɑŋ2	棠	
dɑŋ2	堂	
dɑŋ2	膛	
dɑŋ6	荡	
dɑŋ6	宕	
nɑŋ2	囊	
nɑŋ2	瓤	
nɑŋ3	攮	~刀子
nɑŋ5	儴	中间低陷：低凹处
lɑŋ1	啷	
lɑŋ2	狼	
lɑŋ2	廊	
lɑŋ2	榔	
lɑŋ2	螂	
lɑŋ3	朗	
lɑŋ3	烺	
lɑŋ6	浪	
lɑŋ6	㫰	~衣服
ʦã1	张	
ʦã1	章	
ʦã1	獐	
ʦã1	彰	
ʦã1	樟	
ʦɑŋ1	臧	
ʦɑŋ1	脏	
ʦɑŋ1	赃	
ʦã3	长	生~
ʦã3	掌	
ʦɑŋ5	葬	
ʦã5	胀	
ʦã5	账	
ʦã5	帐	
ʦã5	涨	
ʦã5	障	
ʦã5	幛	
ʦã5	仗	打~
ʦʰã1	昌	
ʦʰã1	鲳	
ʦʰɑŋ1	仓	
ʦʰɑŋ1	苍	
ʦʰɑŋ1	舱	
ʦʰɑŋ1	沧	
ʦʰã3	厂	
ʦʰã3	敞	
ʦʰã5	唱	
ʦʰã5	倡	
ʦʰã5	昶	
ʦʰã5	畅	
ʦʰã5	怅	
ʣã2	常	
ʣã2	嫦	
ʣã2	肠	
ʣã2	场	
ʣã2	长	~短
ʣã6	丈	
ʣã6	仗	~势
ʣã6	绽	饱~
sɑŋ1	桑	
sɑŋ1	丧	
sã1	商	
sɑŋ3	嗓	
sɑŋ3	搡	
sã3	赏	
sɑŋ5	丧	~失
zã2	尝	
zã2	偿	
zɑŋ6	赃	
zɑŋ6	藏	
zã6	上	
zã6	尚	
zã6	裳	
zã6	绱	
kɑŋ1	冈	
kɑŋ1	岗	
kɑŋ1	刚	
kɑŋ1	钢	
kɑŋ1	纲	
kɑŋ1	缸	
kɑŋ1	罡	
kɑŋ3	讲	白读
kɑŋ3	港	
kɑŋ5	杠	
kʰɑŋ1	康	
kʰɑŋ1	羌	
kʰɑŋ1	糠	
kʰɑŋ3	慷	
kʰɑŋ5	亢	
kʰɑŋ5	伉	
kʰɑŋ5	囥	藏：~东西
gɑŋ2	扛	
gɑŋ2	□	叫喊：呼叫
ŋɑŋ2	昂	
ŋɑŋ3	□	挤：~油
ŋɑŋ5	盎	白读
xɑŋ1	夯	
xɑŋ1	□	轻轻地碰
xɑŋ3	□	喘气
ɣɑŋ2	航	
ɣɑŋ2	杭	
ɣɑŋ2	行	银~
ɣɑŋ2	绗	
ɣɑŋ6	巷	
ɣɑŋ6	项	
ɑŋ1	肮	
ɑƞ4	盎	白读
iã1	嚷	
iã6	让	
iã6	壤	
iã6	攘	
kuɑŋ1	光	
kuɑŋ1	胱	
kuɑŋ3	广	
kuɑŋ3	犷	
kuɑŋ5	光	~火
kuɑŋ5	□	~胡子
kuɑŋ5	逛	文读
kʰuɑŋ1	匡	
kʰuɑŋ1	诓	
kʰuɑŋ1	筐	
kʰuɑŋ1	框	
kʰuɑŋ1	眶	
kʰuɑŋ5	况	
kʰuɑŋ5	矿	
kʰuɑŋ5	旷	
kʰuɑŋ5	邝	
guɑŋ2	狂	
guɑŋ2	诳	
xuɑŋ1	肓	
xuɑŋ1	荒	
xuɑŋ1	慌	
xuɑŋ1	黄	蟹~
xuɑŋ3	谎	
xuɑŋ3	恍	
xuɑŋ5	晃	
xuɑŋ5	幌	
xuɑŋ5	逛	白读
ɣuɑŋ2	黄	文读
ɣuɑŋ2	璜	
ɣuɑŋ2	磺	
ɣuɑŋ2	皇	文读
ɣuɑŋ2	煌	
ɣuɑŋ2	惶	
ɣuɑŋ2	蝗	
ɣuɑŋ2	徨	
ɣuɑŋ2	篁	
ɣuɑŋ6	□	象声词
uɑŋ1	汪	
uɑŋ1	洼	
uɑŋ2	王	
uɑŋ2	皇	白读
uɑŋ2	黄	白读
uɑŋ3	网	
uɑŋ5	□	挤压渗出：~油
uɑŋ6	旺	
uɑŋ6	忘	
ʨyɑŋ1	庄	
ʨyɑŋ1	装	
ʨyɑŋ1	妆	
ʨyɑŋ1	粧	
ʨyɑŋ3	奘	粗
ʨyɑŋ5	壮	
ʨʰyɑŋ1	窗	
ʨʰyɑŋ1	疮	
ʨʰyɑŋ3	闯	
ʨʰyɑŋ5	创	
ʥyɑŋ6	幢	
ʥyɑŋ6	僮	
ʥyɑŋ6	撞	
ʥyɑŋ6	状	
ɕyɑŋ1	双	
ɕyɑŋ1	霜	
ɕyɑŋ1	孀	
ɕyɑŋ1	礵	
ɕyɑŋ3	爽	
ɕyɑŋ5	□	用摆动的方式向下挤压
ʑyɑŋ2	床	
pɔŋ1	崩	
pɔŋ3	绷	
pɔŋ5	蹦	
pɔŋ5	迸	
pʰɔŋ1	□	~花；弹花：不着力
pʰɔŋ3	捧	
pʰɔŋ5	碰	
bɔŋ2	朋	
bɔŋ2	鹏	
bɔŋ2	硼	
bɔŋ2	彭	
bɔŋ2	膨	
bɔŋ6	蚌	
bɔŋ6	棒	
bɔŋ6	埄	烟火猛起：一~火
mɔŋ1	蒙	~在鼓里
mɔŋ2	萌	
mɔŋ2	盟	
mɔŋ2	蒙	~混
mɔŋ2	檬	
mɔŋ3	猛	
mɔŋ3	稝	
mɔŋ6	孟	
mɔŋ6	梦	
fɔŋ1	风	
fɔŋ1	枫	
fɔŋ1	疯	
fɔŋ1	丰	
fɔŋ1	蜂	
fɔŋ1	峰	
fɔŋ1	锋	
fɔŋ1	烽	
fɔŋ1	封	
fɔŋ3	讽	
vɔŋ2	逢	
vɔŋ2	缝	
vɔŋ6	奉	
vɔŋ6	俸	
vɔŋ6	凤	
vɔŋ6	缝	裂~
tɔŋ1	东	
tɔŋ1	冬	
tɔŋ1	咚	
tɔŋ3	董	
tɔŋ3	懂	
tɔŋ3	栋	
tɔŋ5	冻	
tʰɔŋ1	通	
tʰɔŋ1	捅	
tʰɔŋ3	桶	
tʰɔŋ3	统	
tʰɔŋ3	筒	
tʰɔŋ3	□	移
tʰɔŋ5	痛	
dɔŋ2	同	
dɔŋ2	侗	
dɔŋ2	铜	
dɔŋ2	桐	
dɔŋ2	胴	
dɔŋ2	童	
dɔŋ2	瞳	
dɔŋ2	彤	
dɔŋ6	洞	
dɔŋ6	恫	
dɔŋ6	动	
nɔŋ2	农	
nɔŋ2	浓	
nɔŋ2	脓	
nɔŋ6	弄	动词：摆~
lɔŋ2	龙	
lɔŋ2	咙	
lɔŋ2	聋	
lɔŋ2	珑	
lɔŋ2	砻	
lɔŋ2	隆	
lɔŋ2	窿	
lɔŋ3	拢	
lɔŋ3	笼	
lɔŋ3	垄	
lɔŋ3	陇	
lɔŋ6	弄	名词：~堂
ʦɔŋ1	宗	
ʦɔŋ1	棕	
ʦɔŋ1	综	
ʦɔŋ1	中	
ʦɔŋ1	忠	
ʦɔŋ1	钟	
ʦɔŋ1	衷	
ʦɔŋ1	盅	
ʦɔŋ3	总	
ʦɔŋ3	种	~类
ʦɔŋ3	肿	
ʦɔŋ5	中	打~
ʦɔŋ5	仲	文读
ʦɔŋ5	种	~田
ʦɔŋ5	粽	
ʦɔŋ5	纵	
ʦɔŋ5	□	跳跃
ʦɔŋ5	众	
ʦɔŋ5	综	又读
ʦʰɔŋ1	匆	
ʦʰɔŋ1	葱	
ʦʰɔŋ1	聪	
ʦʰɔŋ1	充	
ʦʰɔŋ1	冲	
ʦʰɔŋ3	宠	
ʦʰɔŋ3	忡	
ʦʰɔŋ5	铳	
ʦʰɔŋ5	□	跌~~；~~：散步
ʣɔŋ3	崇	
ʣɔŋ3	虫	
ʣɔŋ3	重	~复
ʣɔŋ3	从	
ʣɔŋ3	丛	
ʣɔŋ6	重	~量
ʣɔŋ6	仲	
sɔŋ1	松	
sɔŋ1	淞	
sɔŋ1	嵩	
sɔŋ3	耸	
sɔŋ3	怂	
sɔŋ5	送	
sɔŋ5	宋	
sɔŋ5	讼	
zɔŋ2	㞞	精液
zɔŋ6	颂	
zɔŋ6	诵	
kɔŋ1	功	
kɔŋ1	工	
kɔŋ1	宫	
kɔŋ1	弓	
kɔŋ1	躬	
kɔŋ1	攻	
kɔŋ1	恭	
kɔŋ1	龚	文都
kɔŋ1	公	
kɔŋ1	蚣	
kɔŋ3	巩	
kɔŋ3	拱	
kɔŋ3	汞	
kɔŋ5	贡	
kɔŋ5	供	
kʰɔŋ1	空	天~
kʰɔŋ1	倥	
kʰɔŋ3	孔	
kʰɔŋ3	恐	
kʰɔŋ5	控	
kʰɔŋ5	空	~地
gɔŋ2	□	呼喊
gɔŋ6	共	
xɔŋ1	轰	
xɔŋ1	烘	取暖
xɔŋ3	哄	
xɔŋ3	擤	~鼻涕
xɔŋ5	蕻	
xɔŋ5	讧	
ɣɔŋ2	红	
ɣɔŋ2	荭	
ɣɔŋ2	鸿	
ɣɔŋ2	宏	
ɣɔŋ2	弘	
ɣɔŋ2	泓	
ɣɔŋ2	虹	
ɣɔŋ2	纮	
ɣɔŋ2	竑	
ɣɔŋ2	洪	
ɣɔŋ2	蕻	
ɣɔŋ6	烘	暖：~人
ɔŋ1	翁	
ɔŋ1	嗡	
ɔŋ1	瓮	
ɔŋ5	齆	鼻音重
ɔŋ5	䐥	~臭
ʨiɔŋ1	龚	
ʨiɔŋ3	炯	
ʥiɔŋ2	穷	
ɕiɔŋ1	凶	
ɕiɔŋ1	汹	
ɕiɔŋ1	胸	
ɕiɔŋ1	兄	
ʑiɔŋ2	雄	英~
ʑiɔŋ2	熊	
iɔŋ1	臃	
iɔŋ1	痈	
iɔŋ2	戎	
iɔŋ2	绒	
iɔŋ2	庸	
iɔŋ2	荣	
iɔŋ2	雄	~母
iɔŋ3	永	
iɔŋ3	勇	
iɔŋ3	涌	
iɔŋ3	踊	
iɔŋ5	拥	
iɔŋ5	雍	
iɔŋ6	用	
iɔŋ6	佣	
pɑʔ7	八	
pɑʔ7	捌	
pʰɑʔ7	啪	又读
bɑʔ8	拔	
bɑʔ8	跋	
bɑʔ8	垡	泥块：泥~头
mɑʔ8	抹	
fɑʔ7	法	
fɑʔ7	发	
vɑʔ8	罚	
vɑʔ8	伐	
vɑʔ8	阀	
vɑʔ8	筏	
vɑʔ8	垡	文读
tɑʔ7	答	
tɑʔ7	搭	
tɑʔ7	褡	
tʰɑʔ7	塌	
tʰɑʔ7	蹋	
tʰɑʔ7	榻	
tʰɑʔ7	塔	
tʰɑʔ7	獭	
dɑʔ8	达	
dɑʔ8	踏	
nɑʔ8	捺	
nɑʔ8	纳	
lɑʔ8	辣	
lɑʔ8	腊	
lɑʔ8	蜡	
lɑʔ8	癞	
lɑʔ8	□	阻隔；圈起来；用竹竿~起来
ʦɑʔ7	扎	
ʦɑʔ7	札	
ʦɑʔ7	砸	
ʦɑʔ7	眨	
ʦɑʔ7	杂	
ʦɑʔ7	着	
ʦʰɑʔ7	察	
ʦʰɑʔ7	擦	
ʦʰɑʔ7	嚓	
ʦʰɑʔ7	插	
ʣɑʔ8	着	~火
sɑʔ8	杀	
sɑʔ8	刹	
sɑʔ8	煞	
sɑʔ8	霎	
sɑʔ8	萨	
zɑʔ8	铡	
zɑʔ8	闸	
zɑʔ8	煠	~油条
zɑʔ8	灼	
zɑʔ8	□	圈、隔
kɑʔ7	夹	
kɑʔ7	挟	
kɑʔ7	甲	地名：二~，五~
kʰɑʔ7	掐	
gɑʔ8	轧	
ŋɑʔ7	押	
ŋɑʔ8	压	
ŋɑʔ8	齾	缺口
xɑʔ7	瞎	
xɑʔ7	□	伤疤
ɣɑʔ8	匣	
ɣɑʔ8	狭	
ɣɑʔ8	辖	
ʨiɑʔ7	甲	文读
ʨiɑʔ7	钾	
ʨiɑʔ7	脚	
ʨiɑʔ7	觉	
ʨiɑʔ7	雀	白读
ʨʰiɑʔ7	却	
ʨʰiɑʔ7	鹊	
ʨʰiɑʔ7	剧	
ʨʰiɑʔ7	雀	文读
ʨʰiɑʔ7	爵	
ȵiɑʔ8	虐	
ȵiɑʔ8	掠	
ȵiɑʔ8	略	
ȵiɑʔ8	弱	
ɕiɑʔ7	削	
ɕiɑʔ7	狭	
ɕiɑʔ7	侠	
ʑiɑʔ8	学	文读
ʑiɑʔ8	嚼	
iɑʔ7	约	
iɑʔ7	呦	
iɑʔ8	药	
iɑʔ8	钥	
iɑʔ8	乐	音~
kuɑʔ7	刮	
kuɑʔ7	括	
kuɑʔ7	郭	
guɑʔ8	□	卡住
xuɑʔ7	豁	
xuɑʔ7	搳	~拳
ɣuɑʔ8	滑	文读
ɣuɑʔ8	划	又读
ɣuɑʔ8	猾	
uɑʔ7	挖	
uɑʔ8	滑	
uɑʔ8	划	~出
ɕyɑʔ7	刷	
ɕyɑʔ7	涮	
yɑʔ8	曰	
pəʔ7	不	
bəʔ8	孛	
bəʔ8	勃	
bəʔ8	渤	
bəʔ8	荸	
bəʔ8	脖	
məʔ7	没	
vəʔ8	沸	
vəʔ8	弗	
vəʔ8	佛	
vəʔ8	拂	
təʔ7	得	
təʔ7	德	
təʔ7	□	粘：贴
tʰəʔ7	□	掉：落
dəʔ8	突	
dəʔ8	特	
dəʔ8	凸	
ləʔ8	勒	
ləʔ8	肋	
ʦəʔ7	则	
ʦʰəʔ7	责	
ʦʰəʔ7	仄	
ʦʰəʔ7	这	
ʦʰəʔ7	只	~有
ʦʰəʔ7	质	
ʦʰəʔ7	□	倾斜
ʦʰəʔ7	尺	
ʦʰəʔ7	侧	
ʦʰəʔ7	测	
ʦʰəʔ7	册	
ʦʰəʔ7	拆	
ʦʰəʔ7	坼	
ʦʰəʔ7	泽	
ʦʰəʔ7	秩	
ʦʰəʔ7	宅	
ʣəʔ8	直	
ʣəʔ8	植	
ʣəʔ8	侄	
ʣəʔ8	宅	又读
ʣəʔ8	翟	
səʔ7	色	
səʔ7	涩	
səʔ7	瑟	
səʔ7	虱	
səʔ7	啬	
səʔ7	失	
səʔ7	饰	
zəʔ8	贼	
zəʔ8	石	
zəʔ8	十	
zəʔ8	入	肏
zəʔ8	拾	
zəʔ8	实	
zəʔ8	食	
zəʔ8	蚀	
kəʔ7	格	
kəʔ7	疙	
kəʔ7	隔	
kəʔ7	膈	
kʰəʔ7	克	
kʰəʔ7	刻	
kʰəʔ7	咳	
gəʔ8	□	分开
ŋəʔ7	遏	
ŋəʔ7	扼	编织：~簾子
ŋəʔ8	额	
ŋəʔ8	兀	
ŋəʔ8	杌	
ŋəʔ8	轭	牛~头
xəʔ7	黑	
xəʔ7	嘿	
xəʔ7	赫	
xəʔ7	嚇	
ɣəʔ8	核	
ɣəʔ8	龁	
kuəʔ7	骨	
guəʔ8	□	大口喝水
xuəʔ7	忽	
xuəʔ7	疫	质差
ʨʰyəʔ7	出	
ʑyəʔ8	术	
ʑyəʔ8	述	
yəʔ8	入	
ʨiəʔ7	乞	
ʨiəʔ7	吃	
ʨiəʔ7	切	
ʨiəʔ7	窃	
ʨiəʔ7	漆	
ʨiəʔ7	膝	
iəʔ8	日	又读
poʔ7	卜	
poʔ7	北	
poʔ7	百	
poʔ7	佰	
poʔ7	伯	
poʔ7	柏	
poʔ7	博	
poʔ7	膊	
poʔ7	驳	
poʔ7	剥	
pʰoʔ7	拍	
pʰoʔ7	帕	
pʰoʔ7	泊	
pʰoʔ7	箔	
pʰoʔ7	舶	
pʰoʔ7	啪	
pʰoʔ7	粕	
pʰoʔ7	扑	
pʰoʔ7	朴	
pʰoʔ7	仆	
boʔ8	白	
boʔ8	帛	
boʔ8	薄	
moʔ8	木	
moʔ8	末	
moʔ8	沫	
moʔ8	莫	
moʔ8	摸	
foʔ7	福	
foʔ7	幅	
foʔ7	辐	
foʔ7	复	
foʔ7	腹	
foʔ7	覆	
voʔ8	服	
voʔ8	伏	
voʔ8	袱	
toʔ7	督	
toʔ7	笃	
toʔ7	沰	~雨
toʔ7	□	~眼皮
toʔ7	泽	凌~
toʔ7	□	~子：口吃的人
tʰoʔ7	托	
tʰoʔ7	铎	
tʰoʔ7	秃	
tʰoʔ7	拓	
tʰoʔ7	庹	两臂伸直时双手间的距离
doʔ8	毒	
doʔ8	读	
doʔ8	赎	
doʔ8	独	
doʔ8	□	用文火慢慢烧
noʔ8	诺	
noʔ8	喏	
noʔ8	□	拌和：~面
loʔ8	六	
loʔ8	乐	
loʔ8	陆	
loʔ8	洛	
loʔ8	骆	
loʔ8	络	
loʔ8	落	
loʔ8	烙	
loʔ8	鹿	
loʔ8	漉	
loʔ8	簏	
loʔ8	录	
loʔ8	逯	
loʔ8	绿	
loʔ8	禄	
ʦoʔ7	足	
ʦoʔ7	竹	
ʦoʔ7	作	
ʦoʔ7	粥	
ʦoʔ7	筑	
ʦoʔ7	着	又读
ʦʰoʔ7	促	
ʦʰoʔ7	龊	
ʦʰoʔ7	畜	
ʣoʔ8	浊	
ʣoʔ8	触	
ʣoʔ8	族	
ʣoʔ8	簇	
ʣoʔ8	逐	
ʣoʔ8	啄	
soʔ7	宿	
soʔ7	索	
soʔ7	肃	
soʔ7	束	
soʔ7	速	
zoʔ8	俗	
zoʔ8	熟	
zoʔ8	凿	
koʔ7	各	
koʔ7	谷	
koʔ7	角	
koʔ7	阁	
koʔ7	国	
koʔ7	觉	白读
kʰoʔ7	哭	
kʰoʔ7	壳	
kʰoʔ7	确	
goʔ8	□	鸡叫声
ŋoʔ7	恶	
ŋoʔ7	噩	
ŋoʔ8	颚	
ŋoʔ8	鄂	
ŋoʔ8	萼	
ŋoʔ8	愕	
ŋoʔ8	腭	
ŋoʔ8	鳄	
ŋoʔ8	谔	
ŋoʔ8	锷	
xoʔ7	郝	
xoʔ7	霍	
xoʔ7	□	靠近
ɣoʔ8	学	白读
ɣoʔ8	或	
ɣoʔ8	惑	
ɣoʔ8	获	
ɣoʔ8	鹤	
oʔ7	屋	
oʔ7	喔	
oʔ7	握	
oʔ7	龌	
ʣioʔ8	局	
ioʔ7	郁	
ioʔ7	育	
ioʔ8	肉	
ioʔ8	欲	
ioʔ8	浴	
ioʔ8	弱	又读
tʊʔ7	□	兑：~钱
tʊʔ7	掇	移动
tʊʔ7	□	沸水翻滚：粥锅~了
tʰʊʔ7	脱	
dʊʔ8	夺	
lʊʔ8	捋	
ɕʊʔ7	戍	
kʊʔ7	葛	
kʊʔ7	合	相处：并拢
kʊʔ7	郭	又读
kʰʊʔ7	嗑	
kʰʊʔ7	阔	
xʊʔ7	喝	
ɣʊʔ8	合	又读
ɣʊʔ8	活	文读
ʊʔ7	□	埋
ʊʔ8	活	白读
ʨyʊʔ7	捉	
ʨyʊʔ7	决	
ʨyʊʔ7	诀	
ʨyʊʔ7	桔	
ʨyʊʔ7	菊	
ʨʰyʊʔ7	缺	
ʨʰyʊʔ7	炔	
ʨʰyʊʔ7	曲	
ʨʰyʊʔ7	屈	
ʨʰyʊʔ7	阙	
ʥyʊʔ8	掘	
ʥyʊʔ8	说	
ɕyʊʔ7	血	
ɕyʊʔ7	穴	文读
ɕyʊʔ7	□	吸吮
ʑyʊʔ8	镯	
yʊʔ8	月	
yʊʔ8	玥	
yʊʔ8	悦	
yʊʔ8	穴	白读
yʊʔ8	阅	
yʊʔ8	越	
yʊʔ8	粤	
pɪʔ7	必	
pɪʔ7	毕	
pɪʔ7	笔	
pɪʔ7	逼	
pɪʔ7	壁	
pɪʔ7	碧	
pɪʔ7	鳖	
pʰɪʔ7	撇	
pʰɪʔ7	辟	
pʰɪʔ7	僻	
pʰɪʔ7	劈	
pʰɪʔ7	譬	
pʰɪʔ7	匹	
pʰɪʔ7	㓟	~篾
bɪʔ8	鼻	
bɪʔ8	别	
bɪʔ8	荸	又读
mɪʔ8	密	
mɪʔ8	蜜	
mɪʔ8	宓	
mɪʔ8	篾	
mɪʔ8	灭	
mɪʔ8	觅	
mɪʔ8	幂	
tɪʔ7	的	
tɪʔ7	镝	
tɪʔ7	嫡	
tɪʔ7	跌	
tɪʔ7	□	塞
tʰɪʔ7	铁	
tʰɪʔ7	帖	
tʰɪʔ7	贴	
tʰɪʔ7	剔	
dɪʔ8	迭	
dɪʔ8	叠	
dɪʔ8	碟	
dɪʔ8	迪	
dɪʔ8	狄	
