列1	列2	列3	列4	湖州话字表	此列不需录入
釋	释	səʔ⁵	seq7		səʔ⁵
十	十	zəʔ²³	zeq8		zəʔ²³
什	什	zəʔ²³	zeq8		zəʔ²³
拾	拾	zəʔ²³	zeq8		zəʔ²³
入	入	zəʔ²³	zeq8		zəʔ²³
舌	舌	zəʔ²³	zeq8		zəʔ²³
實	实	zəʔ²³	zeq8		zəʔ²³
日	日	zəʔ²³	zeq8		zəʔ²³
賊	贼	zəʔ²³	zeq8		zəʔ²³
食	食	zəʔ²³	zeq8		zəʔ²³
蝕	蚀	zəʔ²³	zeq8		zəʔ²³
割	割	kəʔ⁵	keq7		kəʔ⁵
葛	葛	kəʔ⁵	keq7		kəʔ⁵
革	革	kəʔ⁵	keq7		kəʔ⁵
合	合	kəʔ⁵	keq7	十~一升	kəʔ⁵
蛤	蛤	kəʔ⁵	keq7		kəʔ⁵
鴿	鸽	kəʔ⁵	keq7		kəʔ⁵
格	格	kəʔ⁵	keq7		kəʔ⁵
咳	咳	kʰəʔ⁵	kheq7		kʰəʔ⁵
磕	磕	kʰəʔ⁵	kheq7		kʰəʔ⁵
渴	渴	kʰəʔ⁵	kheq7		kʰəʔ⁵
刻	刻	kʰəʔ⁵	kheq7	时~，用力~	kʰəʔ⁵
克	克	kʰəʔ⁵	kheq7		kʰəʔ⁵
搿	搿	gəʔ²³	geq8	~牢：抱牢	gəʔ²³
額	额	ŋəʔ²³	ngeq8		ŋɦəʔ²³
扼	扼	ŋəʔ²³	ngeq8		ŋɦəʔ²³
軛	轭	ŋəʔ²³	ngeq8		ŋɦəʔ²³
扼	扼	ŋəʔ²³	ngeq8		ŋɦəʔ²³
喝	喝	həʔ⁵	heq7		həʔ⁵
黑	黑	həʔ⁵	heq7		həʔ⁵
赫	赫	həʔ⁵	heq7		həʔ⁵
郝	郝	həʔ⁵	heq7		həʔ⁵
蠚	蠚	həʔ⁵	heq7	蜂~人	həʔ⁵
合	合	ɦəʔ²³	gheq8		ɦəʔ²³
盒	盒	ɦəʔ²³	gheq8		ɦəʔ²³
核	核	ɦəʔ²³	gheq8		ɦəʔ²³
鱉	鳖	piəʔ⁵	piq7		piəʔ⁵
憋	憋	piəʔ⁵	piq7		piəʔ⁵
筆	笔	piəʔ⁵	piq7		piəʔ⁵
畢	毕	piəʔ⁵	piq7		piəʔ⁵
必	必	piəʔ⁵	piq7		piəʔ⁵
逼	逼	piəʔ⁵	piq7		piəʔ⁵
碧	碧	piəʔ⁵	piq7		piəʔ⁵
壁	壁	piəʔ⁵	piq7		piəʔ⁵
璧	璧	piəʔ⁵	piq7		piəʔ⁵
箅	箅	piəʔ⁵	piq7		piəʔ⁵
秕	秕	piəʔ⁵	piq7	~穀	piəʔ⁵
篦	篦	piəʔ⁵	piq7		piəʔ⁵
撇	撇	pʰiəʔ⁵	phiq7		pʰiəʔ⁵
匹	匹	pʰiəʔ⁵	phiq7		pʰiəʔ⁵
僻	僻	pʰiəʔ⁵	phiq7		pʰiəʔ⁵
闢	辟	pʰiəʔ⁵	phiq7		pʰiəʔ⁵
劈	劈	pʰiəʔ⁵	phiq7		pʰiəʔ⁵
鼻	鼻	biəʔ²³	biq8		biəʔ²³
鼻	鼻	bəʔ²³	beq8	~頭	bəʔ²³
別	别	bəʔ²³	beq8		bəʔ²³
別	别	biəʔ²³	biq8		biəʔ²³
枇	枇	biəʔ²³	biq8		biəʔ²³
弼	弼	biəʔ²³	biq8		biəʔ²³
滅	灭	miəʔ²³	miq8		mɦiəʔ²³
密	密	miəʔ²³	miq8		mɦiəʔ²³
蜜	蜜	miəʔ²³	miq8		mɦiəʔ²³
覓	觅	miəʔ²³	miq8		mɦiəʔ²³
蔑	蔑	miəʔ²³	miq8		mɦiəʔ²³
跌	跌	tiəʔ⁵	tiq7		tiəʔ⁵
的	的	tiəʔ⁵	tiq7		tiəʔ⁵
滴	滴	tiəʔ⁵	tiq7		tiəʔ⁵
嫡	嫡	tiəʔ⁵	tiq7	~亲儿子	tiəʔ⁵
貼	贴	tʰiəʔ⁵	thiq7		tʰiəʔ⁵
鐵	铁	tʰiəʔ⁵	thiq7		tʰiəʔ⁵
踢	踢	tʰiəʔ⁵	thiq7		tʰiəʔ⁵
剔	剔	tʰiəʔ⁵	thiq7		tʰiəʔ⁵
帖	帖	tʰiəʔ⁵	thiq7	一~药：一剂药	tʰiəʔ⁵
疊	叠	diəʔ²³	diq8		diəʔ²³
碟	碟	diəʔ²³	diq8		diəʔ²³
牒	牒	diəʔ²³	diq8		diəʔ²³
蝶	蝶	diəʔ²³	diq8		diəʔ²³
諜	谍	diəʔ²³	diq8		diəʔ²³
笛	笛	diəʔ²³	diq8		diəʔ²³
敵	敌	diəʔ²³	diq8		diəʔ²³
狄	狄	diəʔ²³	diq8		diəʔ²³
糴	糴	diəʔ²³	diq8		diəʔ²³
遞	递	diəʔ²³	diq8		diəʔ²³
例	例	liəʔ²³	liq8		lɦiəʔ²³
立	立	liəʔ²³	liq8		lɦiəʔ²³
笠	笠	liəʔ²³	liq8		lɦiəʔ²³
列	列	liəʔ²³	liq8		lɦiəʔ²³
烈	烈	liəʔ²³	liq8		lɦiəʔ²³
裂	裂	liəʔ²³	liq8		lɦiəʔ²³
栗	栗	liəʔ²³	liq8		lɦiəʔ²³
律	律	liəʔ²³	liq8		lɦiəʔ²³
力	力	liəʔ²³	liq8		lɦiəʔ²³
歷	历	liəʔ²³	liq8		lɦiəʔ²³
曆	暦	liəʔ²³	liq8		lɦiəʔ²³
率	率	liəʔ²³	liq8	速~	lɦiəʔ²³
接	接	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
節	节	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
劫	劫	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
搛	搛	tɕiəʔ⁵	ciq7	~菜	tɕiəʔ⁵
急	急	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
級	级	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
給	给	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
揭	揭	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
結	结	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
潔	洁	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
䥛	䥛	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
厥	厥	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
憠	憠	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
決	决	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
訣	诀	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
吉	吉	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
橘	橘	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
即	即	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
鯽	鲫	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
戟	戟	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
積	积	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
跡	迹	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
脊	脊	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
擊	击	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
激	激	tɕiəʔ⁵	ciq7		tɕiəʔ⁵
且	且	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
妾	妾	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
泣	泣	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
缺	缺	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
七	七	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
漆	漆	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
訖	讫	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
乞	乞	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
屈	屈	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
戚	戚	tɕʰiəʔ⁵	chiq7		tɕʰiəʔ⁵
緝	缉	tɕʰiəʔ⁵	chiq7	~鞋口	tɕʰiəʔ⁵
掘	掘	dʑiəʔ²³	jiq8		dʑiəʔ²³
橛	橛	dʑiəʔ²³	jiq8		dʑiəʔ²³
倔	倔	dʑiəʔ²³	jiq8		dʑiəʔ²³
極	极	dʑiəʔ²³	jiq8		dʑiəʔ²³
及	及	dʑiəʔ²³	jiq8		dʑiəʔ²³
傑	傑	dʑiəʔ²³	jiq8		dʑiəʔ²³
劇	剧	dʑiəʔ²³	jiq8		dʑiəʔ²³
些	些	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
脅	胁	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
吸	吸	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
薛	薛	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
歇	歇	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
蠍	蝎	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
屑	屑	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
雪	雪	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
血	血	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
悉	悉	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
膝	膝	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
戌	戌	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
恤	恤	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
息	息	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
熄	熄	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
媳	媳	ɕiəʔ⁵	shiq7	~妇	ɕiəʔ⁵
惜	惜	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
昔	昔	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
錫	锡	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
析	析	ɕiəʔ⁵	shiq7		ɕiəʔ⁵
集	集	ʑiəʔ²³	zhiq8		ʑiəʔ²³
習	习	ʑiəʔ²³	zhiq8		ʑiəʔ²³
襲	袭	ʑiəʔ²³	zhiq8		ʑiəʔ²³
截	截	ʑiəʔ²³	zhiq8		ʑiəʔ²³
絕	绝	ʑiəʔ²³	zhiq8		ʑiəʔ²³
疾	疾	ʑiəʔ²³	zhiq8		ʑiəʔ²³
寂	寂	ʑiəʔ²³	zhiq8		ʑiəʔ²³
藉	借	ʑiəʔ²³	zhiq8	~故	ʑiəʔ²³
褯	褯	ʑiəʔ²³	zhiq8		ʑiəʔ²³
捷	捷	ʑiəʔ²³	zhiq8		ʑiəʔ²³
籍	籍	ʑiəʔ²³	zhiq8		ʑiəʔ²³
席	席	ʑiəʔ²³	zhiq8		ʑiəʔ²³
夕	夕	ʑiəʔ²³	zhiq8		ʑiəʔ²³
聶	聂	ȵiəʔ²³	gniq8	姓	ȵɦiəʔ²³
鑷	镊	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
躡	蹑	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
業	业	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
熱	热	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
日	日	ȵiəʔ²³	gniq8	白	ȵɦiəʔ²³
孽	孽	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
逆	逆	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
溺	溺	ȵiəʔ²³	gniq8		ȵɦiəʔ²³
匿	匿	ȵiəʔ²³	gniq8	文	ȵɦiəʔ²³
隘	隘	iəʔ⁵	iq7		ʔiəʔ⁵
靨	靥	iəʔ⁵	iq7		ʔiəʔ⁵
揖	揖	iəʔ⁵	iq7		ʔiəʔ⁵
噎	噎	iəʔ⁵	iq7		ʔiəʔ⁵
乙	乙	iəʔ⁵	iq7		ʔiəʔ⁵
一	一	iəʔ⁵	iq7		ʔiəʔ⁵
益	益	iəʔ⁵	iq7		ʔiəʔ⁵
液	液	iəʔ⁵	iq7		ʔiəʔ⁵
縊	缢	iəʔ⁵	iq7		ʔiəʔ⁵
葉	叶	ɦiəʔ²³	yiq8		ɦiəʔ²³
頁	页	ɦiəʔ²³	yiq8		ɦiəʔ²³
悅	悦	ɦiəʔ²³	yiq8		ɦiəʔ²³
月	月	ɦiəʔ²³	yiq8	文	ɦiəʔ²³
越	越	ɦiəʔ²³	yiq8		ɦiəʔ²³
曰	曰	ɦiəʔ²³	yiq8		ɦiəʔ²³
粵	粤	ɦiəʔ²³	yiq8		ɦiəʔ²³
穴	穴	ɦiəʔ²³	yiq8		ɦiəʔ²³
逸	逸	ɦiəʔ²³	yiq8		ɦiəʔ²³
譯	译	ɦiəʔ²³	yiq8		ɦiəʔ²³
閱	阅	ɦiəʔ²³	yiq8		ɦiəʔ²³
拽	拽	ɦiəʔ²³	yiq8		ɦiəʔ²³
骨	骨	kuəʔ⁵	kueq7		kuəʔ⁵
國	国	kuəʔ⁵	kueq7		kuəʔ⁵
窟	窟	kʰuəʔ⁵	khueq7		kʰuəʔ⁵
闊	阔	kʰuəʔ⁵	khueq7		kʰuəʔ⁵
忽	忽	huəʔ⁵	hueq7		huəʔ⁵
活	活	ɦuəʔ²³	weq8		ɦuəʔ²³
𣝗	𣝗	ɦuəʔ²³	weq8	果子~	ɦuəʔ²³
或	或	ɦuəʔ²³	weq8		ɦuəʔ²³
惑	惑	ɦuəʔ²³	weq8		ɦuəʔ²³
獲	获	ɦuəʔ²³	weq8		ɦuəʔ²³
佰	百	paʔ⁵	paq7		paʔ⁵
伯	伯	paʔ⁵	paq7		paʔ⁵
柏	柏	paʔ⁵	paq7		paʔ⁵
擘	擘	paʔ⁵	paq7	採摘，掰	paʔ⁵
檗	檗	paʔ⁵	paq7		paʔ⁵
泊	泊	pʰaʔ⁵	phaq7		pʰaʔ⁵
拍	拍	pʰaʔ⁵	phaq7		pʰaʔ⁵
魄	魄	pʰaʔ⁵	phaq7		pʰaʔ⁵
帕	帕	pʰaʔ⁵	phaq7		pʰaʔ⁵
拔	拔	baʔ²³	baq8		baʔ²³
白	白	baʔ²³	baq8		baʔ²³
抹	抹	maʔ²³	maq8		mɦaʔ²³
襪	襪	maʔ²³	maq8		mɦaʔ²³
𢫦	𢫦	maʔ²³	maq8	~打	mɦaʔ²³
陌	陌	maʔ²³	maq8		mɦaʔ²³
麥	麦	maʔ²³	maq8		mɦaʔ²³
脈	脉	maʔ²³	maq8		mɦaʔ²³
法	法	faʔ⁵	faq7		faʔ⁵
髮	发	faʔ⁵	faq7		faʔ⁵
發	发	faʔ⁵	faq7		faʔ⁵
乏	乏	vaʔ²³	vaq8		vaʔ²³
伐	伐	vaʔ²³	vaq8		vaʔ²³
筏	筏	vaʔ²³	vaq8		vaʔ²³
罰	罚	vaʔ²³	vaq8		vaʔ²³
答	答	taʔ⁵	taq7		taʔ⁵
搭	搭	taʔ⁵	taq7	~dʑi讲：对他说	taʔ⁵
搨	搨	tʰaʔ⁵	thaq7		tʰaʔ⁵
榻	榻	tʰaʔ⁵	thaq7		tʰaʔ⁵
塔	塔	tʰaʔ⁵	thaq7		tʰaʔ⁵
獺	獭	tʰaʔ⁵	thaq7		tʰaʔ⁵
沓	沓	daʔ²³	daq8		daʔ²³
達	达	daʔ²³	daq8		daʔ²³
踏	踏	daʔ²³	daq8		daʔ²³
踱	踱	daʔ²³	daq8		daʔ²³
蠟	蜡	laʔ²³	laq8		lɦaʔ²³
臘	腊	laʔ²³	laq8		lɦaʔ²³
鑞	鑞	laʔ²³	laq8		lɦaʔ²³
辣	辣	laʔ²³	laq8		lɦaʔ²³
札	札	tsaʔ⁵	tsaq7		tsaʔ⁵
紮	紮	tsaʔ⁵	tsaq7		tsaʔ⁵
着	着	tsaʔ⁵	tsaq7	~衣	tsaʔ⁵
酌	酌	tsaʔ⁵	tsaq7		tsaʔ⁵
隻	只	tsaʔ⁵	tsaq7		tsaʔ⁵
炙	炙	tsaʔ⁵	tsaq7		tsaʔ⁵
摘	摘	tsaʔ⁵	tsaq7		tsaʔ⁵
插	插	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
察	察	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
綽	绰	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
拆	拆	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
㿭	㿭	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
赤	赤	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
尺	尺	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
策	策	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
冊	册	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
擦	擦	tsʰaʔ⁵	tshaq7		tsʰaʔ⁵
着	着	dzaʔ²³	dzaq8	困~	dzaʔ²³
眨	眨	saʔ⁵	saq7	~眼	saʔ⁵
薩	萨	saʔ⁵	saq7		saʔ⁵
殺	杀	saʔ⁵	saq7		saʔ⁵
柵	栅	saʔ⁵	saq7		saʔ⁵
涮	涮	saʔ⁵	saq7		saʔ⁵
芍	芍	zaʔ²³	zaq8		zaʔ²³
若	若	zaʔ²³	zaq8		zaʔ²³
弱	弱	zaʔ²³	zaq8		zaʔ²³
閘	闸	zaʔ²³	zaq8		zaʔ²³
宅	宅	zaʔ²³	zaq8		zaʔ²³
石	石	zaʔ²³	zaq8	阶沿~	zaʔ²³
鍘	铡	zaʔ²³	zaq8	~铡刀	zaʔ²³
夾	夹	kaʔ⁵	kaq7	白	kaʔ⁵
袂	袂	kaʔ⁵	kaq7		kaʔ⁵
甲	甲	kaʔ⁵	kaq7	白	kaʔ⁵
胛	胛	kaʔ⁵	kaq7		kaʔ⁵
挾	挟	kaʔ⁵	kaq7		kaʔ⁵
格	格	kaʔ⁵	kaq7	白	kaʔ⁵
隔	隔	kaʔ⁵	kaq7		kaʔ⁵
掐	掐	kʰaʔ⁵	khaq7		kʰaʔ⁵
客	客	kʰaʔ⁵	khaq7		kʰaʔ⁵
揢	揢	kʰaʔ⁵	khaq7		kʰaʔ⁵
軋	轧	gaʔ²³	gaq8		gaʔ²³
額	额	ŋaʔ²³	ngaq8	白	ŋɦaʔ²³
扼	扼	ŋaʔ²³	ngaq8	白	ŋɦaʔ²³
齾	齾	ŋaʔ²³	ngaq8	~口，碗等的缺口	ŋɦaʔ²³
瞎	瞎	haʔ⁵	haq7		haʔ⁵
嚇	吓	haʔ⁵	haq7		haʔ⁵
赫	赫	haʔ⁵	haq7	~芝。白	haʔ⁵
阿	阿	aʔ⁵	aq7	~哥	ʔaʔ⁵
鴨	鸭	ɦaʔ²³	ghaq8		ɦaʔ²³
押	押	ɦaʔ²³	ghaq8		ɦaʔ²³
壓	压	ɦaʔ²³	ghaq8		ɦaʔ²³
狹	狭	ɦaʔ²³	ghaq8		ɦaʔ²³
匣	匣	ɦaʔ²³	ghaq8		ɦaʔ²³
也	也	ɦaʔ²³	ghaq8	~可以	ɦaʔ²³
掠	掠	liaʔ²³	liaq8		liaʔ²³
略	略	liaʔ²³	liaq8		liaʔ²³
獵	猎	liaʔ²³	liaq8		liaʔ²³
峽	峡	tɕiaʔ⁵	ciaq7		tɕiaʔ⁵
甲	甲	tɕiaʔ⁵	ciaq7	文	tɕiaʔ⁵
爵	爵	tɕiaʔ⁵	ciaq7		tɕiaʔ⁵
腳	脚	tɕiaʔ⁵	ciaq7		tɕiaʔ⁵
甲	甲	tɕiaʔ⁵	ciaq7		tɕiaʔ⁵
夾	夹	tɕiaʔ⁵	ciaq7	文	tɕiaʔ⁵
恰	恰	tɕʰiaʔ⁵	chiaq7		tɕʰiaʔ⁵
怯	怯	tɕʰiaʔ⁵	chiaq7		tɕʰiaʔ⁵
雀	雀	tɕʰiaʔ⁵	chiaq7		tɕʰiaʔ⁵
鵲	鹊	tɕʰiaʔ⁵	chiaq7		tɕʰiaʔ⁵
卻	却	tɕʰiaʔ⁵	chiaq7		tɕʰiaʔ⁵
轄	辖	ɕiaʔ⁵	shiaq7		ɕiaʔ⁵
削	削	ɕiaʔ⁵	shiaq7		ɕiaʔ⁵
嚼	嚼	ʑiaʔ²³	zhiaq8		ʑiaʔ²³
捏	捏	ȵiaʔ²³	gniaq8		ȵɦiaʔ²³
虐	虐	ȵiaʔ²³	gniaq8		ȵɦiaʔ²³
瘧	疟	ȵiaʔ²³	gniaq8		ȵɦiaʔ²³
匿	匿	ȵiaʔ²³	gniaq8	白	ȵɦiaʔ²³
械	械	ɦiaʔ²³	yaq8		ɦiaʔ²³
協	协	ɦiaʔ²³	yaq8		ɦiaʔ²³
洽	洽	ɦiaʔ²³	yaq8		ɦiaʔ²³
約	约	ɦiaʔ²³	yaq8		ɦiaʔ²³
藥	药	ɦiaʔ²³	yaq8		ɦiaʔ²³
鑰	钥	ɦiaʔ²³	yaq8		ɦiaʔ²³
躍	跃	ɦiaʔ²³	yaq8		ɦiaʔ²³
括	括	kuaʔ⁵	kuaq7		kuaʔ⁵
刮	刮	kuaʔ⁵	kuaq7		kuaʔ⁵
聒	聒	kuaʔ⁵	kuaq7		kuaʔ⁵
轄	辖	huaʔ⁵	huaq7		huaʔ⁵
豁	豁	huaʔ⁵	huaq7		huaʔ⁵
挖	挖	uaʔ⁵	uaq7		ʔuaʔ⁵
剜	剜	uaʔ⁵	uaq7		ʔuaʔ⁵
滑	滑	ɦuaʔ²³	waq8		ɦuaʔ²³
猾	猾	ɦuaʔ²³	waq8		ɦuaʔ²³
劃	划	ɦuaʔ²³	waq8		ɦuaʔ²³
剝	剥	poʔ⁵	poq7		poʔ⁵
駁	驳	poʔ⁵	poq7		poʔ⁵
北	北	poʔ⁵	poq7		poʔ⁵
博	博	poʔ⁵	poq7		poʔ⁵
八	八	poʔ⁵	poq7		poʔ⁵
卜	卜	poʔ⁵	poq7		poʔ⁵
樸	朴	pʰoʔ⁵	phoq7		pʰoʔ⁵
撲	扑	pʰoʔ⁵	phoq7		pʰoʔ⁵
醭	醭	pʰoʔ⁵	phoq7		pʰoʔ⁵
僕	仆	pʰoʔ⁵	phoq7		pʰoʔ⁵
覆	覆	pʰoʔ⁵	phoq7	~laʔ困，~t'aʔ困：俯睡	pʰoʔ⁵
薄	薄	boʔ²³	boq8		boʔ²³
木	木	moʔ²³	moq8		moʔ²³
目	目	moʔ²³	moq8		moʔ²³
穆	穆	moʔ²³	moq8		moʔ²³
牧	牧	moʔ²³	moq8		moʔ²³
莫	莫	moʔ²³	moq8		moʔ²³
寞	寞	moʔ²³	moq8		moʔ²³
摸	摸	moʔ²³	moq8		moʔ²³
膜	膜	moʔ²³	moq8		moʔ²³
復	复	foʔ⁵	foq7		foʔ⁵
福	福	foʔ⁵	foq7		foʔ⁵
幅	幅	foʔ⁵	foq7		foʔ⁵
蝠	蝠	foʔ⁵	foq7		foʔ⁵
複	複	foʔ⁵	foq7		foʔ⁵
腹	腹	foʔ⁵	foq7		foʔ⁵
覆	覆	foʔ⁵	foq7		foʔ⁵
縛	缚	voʔ²³	voq8		voʔ²³
服	服	voʔ²³	voq8		voʔ²³
伏	伏	voʔ²³	voq8		voʔ²³
栿	栿	voʔ²³	voq8		voʔ²³
篤	笃	toʔ⁵	toq7		toʔ⁵
督	督	toʔ⁵	toq7		toʔ⁵
厾	厾	toʔ⁵	toq7	投擲	toʔ⁵
宕	宕	tʰoʔ⁵	thoq7		tʰoʔ⁵
託	讬	tʰoʔ⁵	thoq7		tʰoʔ⁵
托	托	tʰoʔ⁵	thoq7		tʰoʔ⁵
禿	秃	tʰoʔ⁵	thoq7		tʰoʔ⁵
獨	独	doʔ²³	doq8		doʔ²³
讀	读	doʔ²³	doq8		doʔ²³
牘	牍	doʔ²³	doq8		doʔ²³
犢	犊	doʔ²³	doq8		doʔ²³
鐸	铎	doʔ²³	doq8		doʔ²³
毒	毒	doʔ²³	doq8		doʔ²³
諾	诺	noʔ²³	noq8		nɦoʔ²³
落	落	loʔ²³	loq8		lɦoʔ²³
烙	烙	loʔ²³	loq8		lɦoʔ²³
酪	酪	loʔ²³	loq8		lɦoʔ²³
洛	洛	loʔ²³	loq8		lɦoʔ²³
絡	络	loʔ²³	loq8		lɦoʔ²³
樂	乐	loʔ²³	loq8	快~	lɦoʔ²³
駱	骆	loʔ²³	loq8		lɦoʔ²³
六	六	loʔ²³	loq8		lɦoʔ²³
陸	陆	loʔ²³	loq8		lɦoʔ²³
綠	绿	loʔ²³	loq8		lɦoʔ²³
錄	录	loʔ²³	loq8		lɦoʔ²³
鹿	鹿	loʔ²³	loq8		lɦoʔ²³
祿	禄	loʔ²³	loq8		lɦoʔ²³
賂	赂	loʔ²³	loq8		lɦoʔ²³
捉	捉	tsoʔ⁵	tsoq7		tsoʔ⁵
作	作	tsoʔ⁵	tsoq7	工~	tsoʔ⁵
竹	竹	tsoʔ⁵	tsoq7		tsoʔ⁵
築	筑	tsoʔ⁵	tsoq7		tsoʔ⁵
祝	祝	tsoʔ⁵	tsoq7		tsoʔ⁵
粥	粥	tsoʔ⁵	tsoq7		tsoʔ⁵
足	足	tsoʔ⁵	tsoq7		tsoʔ⁵
燭	烛	tsoʔ⁵	tsoq7		tsoʔ⁵
囑	嘱	tsoʔ⁵	tsoq7		tsoʔ⁵
卓	卓	tsoʔ⁵	tsoq7		tsoʔ⁵
桌	桌	tsoʔ⁵	tsoq7		tsoʔ⁵
琢	琢	tsoʔ⁵	tsoq7		tsoʔ⁵
啄	啄	tsoʔ⁵	tsoq7		tsoʔ⁵
啄	啄	toʔ⁵	toq7		toʔ⁵
畜	畜	tsʰoʔ⁵	tshoq7	~生	tsʰoʔ⁵
促	促	tsʰoʔ⁵	tshoq7		tsʰoʔ⁵
戳	戳	tsʰoʔ⁵	tshoq7		tsʰoʔ⁵
觸	触	tsʰoʔ⁵	tshoq7		tsʰoʔ⁵
昨	昨	zoʔ²³	zoq8		zoʔ²³
蜀	蜀	dzoʔ²³	dzoq8		dzoʔ²³
濁	浊	dzoʔ²³	dzoq8		dzoʔ²³
朔	朔	soʔ⁵	soq7		soʔ⁵
宿	宿	soʔ⁵	soq7		soʔ⁵
索	索	soʔ⁵	soq7		soʔ⁵
速	速	soʔ⁵	soq7		soʔ⁵
肅	肃	soʔ⁵	soq7		soʔ⁵
縮	缩	soʔ⁵	soq7		soʔ⁵
叔	叔	soʔ⁵	soq7		soʔ⁵
粟	粟	soʔ⁵	soq7		soʔ⁵
束	束	soʔ⁵	soq7		soʔ⁵
塑	塑	soʔ⁵	soq7		soʔ⁵
勺	勺	zoʔ²³	zoq8	汤~	zoʔ²³
鑿	凿	zoʔ²³	zoq8		zoʔ²³
族	族	zoʔ²³	zoq8		zoʔ²³
熟	熟	zoʔ²³	zoq8		zoʔ²³
淑	淑	zoʔ²³	zoq8		zoʔ²³
俗	俗	zoʔ²³	zoq8		zoʔ²³
續	续	zoʔ²³	zoq8		zoʔ²³
贖	赎	zoʔ²³	zoq8		zoʔ²³
屬	属	zoʔ²³	zoq8		zoʔ²³
辱	辱	zoʔ²³	zoq8		zoʔ²³
角	角	koʔ⁵	koq7		koʔ⁵
各	各	koʔ⁵	koq7		koʔ⁵
閣	阁	koʔ⁵	koq7		koʔ⁵
穀	谷	koʔ⁵	koq7		koʔ⁵
谷	谷	koʔ⁵	koq7		koʔ⁵
郭	郭	koʔ⁵	koq7		koʔ⁵
擱	搁	koʔ⁵	koq7		koʔ⁵
覺	觉	koʔ⁵	koq7	白	koʔ⁵
殼	壳	kʰoʔ⁵	khoq7		kʰoʔ⁵
哭	哭	kʰoʔ⁵	khoq7		kʰoʔ⁵
酷	酷	kʰoʔ⁵	khoq7		kʰoʔ⁵
擴	扩	kʰoʔ⁵	khoq7		kʰoʔ⁵
