序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
728	下平7歌	心	一	開	歌	平	素何	果	娑挱挲傞獻𩊮𠈱桫䤬𥆝䓾	sa	sa		sɑ	suo1	11	下07	歌		
729	下平7歌	定	一	開	歌	平	徒河	果	駝駞鼉𡩆紽鮀陀驒䍫沱跎詑池(沲)酡㼠䭾(馱)迱鼧袉𩉺䡐𧕛佗|鴕	da	da		dɑ	tuo2	23	下07	歌		
730	下平7歌	從	一	開	歌	平	昨何	果	醝瘥虘齹㽨䣜𣩈鹺嵳蒫𥰭艖蔖䴾䑘䠡躦𪘓䰈|嵯	za	dza		dzɑ	cuo2	19	下07	歌		
731	下平7歌	疑	一	開	歌	平	五何	果	莪哦娥峩(峨)鵝俄蛾涐誐硪䄉睋𩒰	nga	nga		ɴɑ	e2	13	下07	歌		
732	下平7歌	透	一	開	歌	平	託何	果	拖)！佗他拕它蛇痑鼧	tha	tha		tʰɑ	tuo1	7	下07	歌		
733	下平7歌	來	一	開	歌	平	魯何	果	羅蘿籮儸饠𤄷欏囉鑼(㓪)	la	la		lɑ	luo2	10	下07	歌		
734	下平7歌	泥	一	開	歌	平	諾何	果	挪!那儺㔮𤘟𠹈𡖔𩴓臡	na	na		nɑ	nuo2	9	下07	歌		
735	下平7歌	匣	一	開	歌	平	胡歌	果	何河荷菏苛蚵鲄	gha	ha		ʁɑ	he2	7	下07	歌		
736	下平7歌	曉	一	開	歌	平	虎何	果	訶呵𩑸㱒抲	ha	xa		χɑ	he1	5	下07	歌		
737	下平7歌	溪	一	開	歌	平	苦何	果	珂軻𠳊䯊	kha	qa		qʰɑ	ke1	4	下07	歌		
738	下平7歌	影	一	開	歌	平	烏何	果	阿妸妿娿(婀)痾(疴)䋪鈳[屙][啊]	qa	a		ʔɑ	e1	7	下07	歌		
739	下平8戈	見	一	合	戈	平	古禾	果	戈過渦鍋𨍋楇瘑㽿𩰫𩰬㗻緺𧒖𩾷堝|蝸|	kua	kua		quɑ	guo1	15	下08	歌		
740	下平8戈	清	一	合	戈	平	七戈	果	遳	chua	cua		tsʰuɑ	cuo1	1	下08	歌		
741	下平8戈	端	一	合	戈	平	丁戈	果	𨹃(𨹄)桗	tua	tua		tuɑ	duo1	2	下08	歌		
742	下平8戈	心	一	合	戈	平	蘇禾	果	莎蓑唆梭=𣜤魦莏髿𢘿*𧨀趖㛗	sua	sua	*上或做2山	suɑ	suo1	12	下08	歌		
743	下平8戈	並	一	合	戈	平	薄波	果	婆鄱皤繁搫蔢媻𩕏碆	bua	bua		buɑ	po2	9	下08	歌		
744	下平8戈	定	一	合	戈	平	徒和	果	㸰碢堶	dua	dua		duɑ	tuo2	3	下08	歌		
745	下平8戈	明	一	合	戈	平	莫婆	果	摩魔磨劘𩞁𥂓𡡉䯢𦟟=𦣆䭩	mua	mua		muɑ	mo2	11	下08	歌		
746	下平8戈	從	一	合	戈	平	昨禾	果	矬痤銼㭫睉	zua	dzua		dzuɑ	cuo2	5	下08	歌		
747	下平8戈	疑	一	合	戈	平	五禾	果	訛譌吪鈋囮鈋魤	ngua	ngua		ɴuɑ	wo2	7	下08	歌		
748	下平8戈	透	一	合	戈	平	土禾	果	詑涶𧦭䛢䜏	thua	thua		tʰuɑ	tuo1	5	下08	歌		
749	下平8戈	來	一	合	戈	平	落戈	果	𩼊摞騾驘𦿌鸁𣜄螺=蠃𥢵=𥡜𧄿𨰠=(鏍)覼腡蠡	lua	lua		luɑ	luo2	16	下08	歌		
750	下平8戈	泥	一	合	戈	平	奴禾	果	捼䎠	nua	nua		nuɑ	nuo2	2	下08	歌		
751	下平8戈	幫	一	合	戈	平	博禾	果	波皤紴嶓番碆	pua	pua		puɑ	bo1	6	下08	歌		
752	下平8戈	滂	一	合	戈	平	滂禾	果	頗𨸭坡玻	phua	phua		pʰuɑ	po1	4	下08	歌		
753	下平8戈	匣	一	合	戈	平	戸戈	果	和咊𤖱䒩㗻禾龢鉌盉	ghua	hua		ʁuɑ	huo2	9	下08	歌		
754	下平8戈	溪	一	合	戈	平	苦禾	果	科窠薖稞萪蝌犐課簻㽿髁㸰䈖𠏀	khua	qua		qʰuɑ	kuo1	14	下08	歌		
755	下平8戈	影	一	合	戈	平	烏禾	果	倭濄渦涹踒𡑟𥟿[窩]|萵	qua	ua		ʔuɑ	wo1	7	下08	歌		
756	下平8戈	曉	三	合	戈	平	許𦚢	果	靴!鞾𢪎㗾	hya	xva		χuɑ	xue1	4	下08	歌		
757	下平8戈	影	三	合	戈	平	於靴	果	𦚢𠏃	qya	va		ˀʉɑ	yue1	2	下08	歌		
758	下平8戈	溪	三	合	戈	平	去靴	果	𩨷𩨭	khya	qva		kʰʉɑ	que1	2	下08	歌		
759	下平8戈	群	三	開	戈	平	求迦	果	伽茄枷	gia	gia		ɡɨɑ	qie2	3	下08	歌		
760	下平8戈	溪	三	開	戈	平	丘伽	果	佉呿㰦𠋧	khia	qia		kʰɨɑ	qie1	4	下08	歌		
761	下平8戈	見	三	開	戈	平	居伽	果	迦	kia	kia		kɨɑ	jie1	1	下08	歌		
762	下平8戈	清	三	合	戈	平	醋伽	果	脞㛗	chya	cva		tsʰʉɑ	que1	2	下08	歌		
763	下平8戈	精	三	合	戈	平	子𩩆	果	侳𩛠	cya	zva		tsuɑ	jue1	2	下08	歌		
764	下平8戈	群	三	合	戈	平	巨靴	果	瘸	gya	gva		ɡʉɑ	que2	1	下08	歌		
765	下平8戈	來	三	合	戈	平	縷𩨭	果	𦣛	lya	lva		lʉɑ	lve2	1	下08	歌		
766	下平9麻	明	二	開	麻	平	莫霞	假	麻蟆痲犘𪓹𩔶𥂓㦄	mra	mea		mɻa	ma2	8	下09	麻		
767	下平9麻	昌	三	開	麻	平	尺遮	假	車硨	chja	tca		tɕʰia	che1	2	下09	麻		
768	下平9麻	書	三	開	麻	平	式車	假	奢賒畲	sja	sja		ɕia	she1	3	下09	麻		
769	下平9麻	以	三	開	麻	平	以遮	假	爺!邪耶瑘釾(鋣)鎁椰擨斜䓉𦰳䔑𦭿𥯘[揶]	ja	ja		ʝia	ye2	13	下09	麻		
770	下平9麻	章	三	開	麻	平	正奢	假	遮𠌮㸙諸	cja	tja		tɕia	zhe1	4	下09	麻		
771	下平9麻	精	三	開	麻	平	子邪	假	嗟𧨁罝蒫謯瘥𨲠袓㜘怚𣩈䦈	cia	zya		tsia	jie1	12	下09	麻		
772	下平9麻	船	三	開	麻	平	食遮	假	蛇虵荼	zsja	dja		ʑia	che2	3	下09	麻		
773	下平9麻	匣	二	合	麻	平	戸花	假	華驊鋘=鏵=釫樺崋划鷨𧑍|譁[嘩]|	ghrua	hoa		ʁɻua	hua2	10	下09	麻		
774	下平9麻	見	二	合	麻	平	古華	假	瓜騧緺蝸媧婐㧓	krua	koa		qɻua	gua1	7	下09	麻		
775	下平9麻	曉	二	合	麻	平	呼瓜	假	華花譁[嘩]鷨	hrua	xoa		χɻua	hua1	4	下09	麻		
776	下平9麻	溪	二	合	麻	平	苦瓜	假	誇夸姱跨胯䠸𠇗䯞	khrua	qoa		qʰɻua	kua1	8	下09	麻		
777	下平9麻	娘	二	開	麻	平	女加	假	拏(拿)詉挐摣蒘𧘽𧦮 笯	nra	nea	缺瓜+𧦮右	ɳɻa	na2	9	下09	麻		
778	下平9麻	見	二	開	麻	平	古牙	假	家!嘉加葭笳麚䴥豭猳痂鴐枷袈𣮫𨔣𤠙𧉪跏茄迦珈瘕犌貑幏蟼	kra	kea		qɻa	jia1	26	下09	麻		
779	下平9麻	匣	二	開	麻	平	胡加	假	遐蝦鍜霞瑕騢鰕䠍䫗碬䪗𩋥赮蕸	ghra	hea		ʁɻa	xia2	14	下09	麻		
780	下平9麻	滂	二	開	麻	平	普巴	假	葩鈀妑蚆吧𧣃舥	phra	phea		pʰɻa	pa1	7	下09	麻		
781	下平9麻	影	二	開	麻	平	於加	假	鴉鵶錏椏丫㝞䃁𠜲	qra	ea		ʔɻa	ya1	8	下09	麻		
782	下平9麻	幫	二	開	麻	平	伯加	假	巴鈀笆豝芭㿬蚆吧|疤|	pra	pea		pɻa	ba1	8	下09	麻		
783	下平9麻	初	二	開	麻	平	初加	假	叉杈差靫鎈䐤𠞊艖䑡	chra	cha		tʂʰɻa	cha1	9	下09	麻		
784	下平9麻	生	二	開	麻	平	所加	假	鯊魦沙砂裟㲚桬髿𩊮硰紗|莎	sra	sha		ʂɻa	sha1	11	下09	麻		
785	下平9麻	疑	二	開	麻	平	五加	假	牙衙芽呀枒吾[蚜]齖|庌	ngra	ngea		ɴɻa	ya2	7	下09	麻		
786	下平9麻	莊	二	開	麻	平	側加	假	樝(楂)柤𦳏㪥皻䶥抯(齇齄)溠渣查[碴]査𤹡𥡧浾	cra	tra		tʂɻa	zha1	12	下09	麻		
787	下平9麻	澄	二	開	麻	平	宅加	假	𡨀塗荼𣘻茶秅𤶠䠧䣝𡝐𥥸梌䅊塗𦛝*[搽]	dra	dea	*下或作冂内𠂊	ɖɻa	cha2	15	下09	麻		
788	下平9麻	邪	三	開	麻	平	似嗟	假	衺斜邪[琊]䔑	zsia	szya		zia	xie2	4	下09	麻		
789	下平9麻	常	三	開	麻	平	視遮	假	闍余(佘)鉈鍦𥍸	zja	zja		dʑia	che2	5	下09	麻		
790	下平9麻	影	二	合	麻	平	烏瓜	假	窊洼畖蛙窪哇	qrua	oa		ʔɻua	wa1	6	下09	麻		
791	下平9麻	莊	二	合	麻	平	莊華	假	髽	crua	troa		tʂɻua	zhua1	1	下09	麻		
792	下平9麻	知	二	合	麻	平	陟瓜	假	檛=簻=𥬸膼|撾|	trua	toa		ʈɻua	zhua1	4	下09	麻		
793	下平9麻	並	二	開	麻	平	蒲巴	假	爬杷琶	bra	bea		bɻa	pa2	3	下09	麻		
794	下平9麻	崇	二	開	麻	平	鉏加	假	楂査槎䶥㢒苴[查]|茬	zra	dra		dʐɻa	cha2	6	下09	麻		
795	下平9麻	徹	二	開	麻	平	敕加	假	侘哆𤵾(𡖹)	thra	thea	多底	ʈʰɻa	cha1	4	下09	麻		
796	下平9麻	知	二	開	麻	平	陟加	假	奓咤𧬅觰䅊𤶠𪗭䐒	tra	tea		ʈɻa	zha1	8	下09	麻		
797	下平9麻	曉	二	開	麻	平	許加	假	煆呀疨岈谺颬	hra	xea		χɻa	xia1	6	下09	麻		
798	下平9麻	溪	二	開	麻	平	苦加	假	䶗㤉𡤫	khra	qea		qʰɻa	qia1	3	下09	麻		
799	下平9麻	從	三	開	麻	平	才邪	假	㚗	zia	dzya		dzia	qie2	1	下09	麻		
800	下平9麻	日	三	開	麻	平	人賒	假	若婼	nja	ra		ȵia	re2	2	下09	麻		
801	下平9麻	心	三	開	麻	平	寫邪	假	些	sia	sya		sia	xie1	1	下09	麻		
802	下平9麻	知	三	開	麻	平	陟邪	假	爹	tria	tya		ʈia	zhe1	1	下09	麻		
803	下平9麻	疑	二	合	麻	平	五瓜	假	𣢉𩨾	ngrua	ngoa		ɴɻua	wa2	2	下09	麻		
804	下平9麻	溪	二	開	麻	平	乞加	假	𣘟	khra	qea		qʰɻa	qia1	1	下09	麻		
805	下平10陽	以	三	開	陽	平	與章	宕	陽暘楊揚颺昜羊样眻佯詳徉洋烊煬鍚𩋬輰敭瘍鴹鰑鸉蛘禓崵諹瑒𥂸𦭵𦍹	jang	jang	32->31	ʝɨɑŋ	yang2	31	下10	陽		
806	下平10陽	邪	三	開	陽	平	似羊	宕	詳洋翔庠祥𨀘𦍙痒	zsiang	sziang		zɨɑŋ	xiang2	8	下10	陽		
807	下平10陽	來	三	開	陽	平	呂章	宕	良梁粱粮糧涼凉𩗬量蜋踉椋䝶綡𣄴㹁䣼輬	liang	liang		ɭɨɑŋ	liang2	18	下10	陽		
808	下平10陽	曉	三	開	陽	平	許良	宕	香皀膷薌鄉	hiang	xiang		hɨɑŋ	xiang1	5	下10	陽		
809	下平10陽	書	三	開	陽	平	式羊	宕	商𧶜傷𥏻殤慯觴湯蔏𪄲螪㲽䵮禓饟䵼塲𤳈	sjang	sjang		ɕɨɑŋ	shang1	18	下10	陽		
810	下平10陽	並	三	合	陽	平	符方	宕	房防坊魴方肪鴋	byang	bvang		bʉɑŋ	fang2	7	下10	陽		
811	下平10陽	章	三	開	陽	平	諸良	宕	章漳樟慞璋彰墇障麞獐鄣蔁𪅂𩌬暲 [嫜]	cjang	tjang		tɕɨɑŋ	zhang1	15	下10	陽		
812	下平10陽	昌	三	開	陽	平	尺良	宕	昌裮倡猖閶琩鯧菖|娼|	chjang	tcang		tɕʰɨɑŋ	chang1	8	下10	陽		
813	下平10陽	溪	三	開	陽	平	去羊	宕	羌猐𡸓蜣	khiang	qiang		kʰɨɑŋ	qiang1	4	下10	陽		
814	下平10陽	見	三	開	陽	平	居良	宕	薑𧅁畺疆壃畕㹔繮韁殭礓橿姜䗵僵	kiang	kiang		kɨɑŋ	jiang1	15	下10	陽		
815	下平10陽	澄	三	開	陽	平	直良	宕	長萇腸場䠆㙊䗅瓺	driang	diang		ɖɨɑŋ	chang2	8	下10	陽		
816	下平10陽	知	三	開	陽	平	陟良	宕	張餦粻漲	triang	tiang		ʈɨɑŋ	zhang1	4	下10	陽		
817	下平10陽	日	三	開	陽	平	汝陽	宕	瓤!穰禳攘𣀮鑲𨟚躟瀼𩆶獽儴蘘䉴鬤勷 孃	njang	rang		ȵɨɑŋ	rang2	17	下10	陽		
818	下平10陽	幫	三	合	陽	平	府良	宕	方汸坊蚄肪邡鴋枋鈁牥趽䄱匚	pyang	pvang		pʉɑŋ	fang1	13	下10	陽		
819	下平10陽	心	三	開	陽	平	息良	宕	襄廂湘相緗纕忀驤鑲瓖欀箱葙	siang	siang		sɨɑŋ	xiang1	13	下10	陽		
820	下平10陽	精	三	開	陽	平	即良	宕	將漿鱂蔣螿𢪇(摪)	ciang	ziang		tsɨɑŋ	jiang1	6	下10	陽		
821	下平10陽	初	三	開	陽	平	初良	宕	創=𠛂瘡|戧	chriang	chiang		tʂʰɨɑŋ	chuang1	3	下10	陽		
822	下平10陽	明	三	合	陽	平	武方	宕	亡(亾)芒莣鋩硭杗朚邙𨛌望朢	myang	mvang	12->11	mʉɑŋ	wang2	11	下10	陽		
823	下平10陽	娘	三	開	陽	平	女良	宕	孃娘瓤鑲	nriang	niang		ɳɨɑŋ	niang2	4	下10	陽		
824	下平10陽	崇	三	開	陽	平	士莊	宕	牀床疒	zriang	driang		dʐɨɑŋ	chuang2	3	下10	陽		
825	下平10陽	莊	三	開	陽	平	側羊	宕	裝!莊㽵妝 䊋	criang	triang		tʂɨɑŋ	zhuang1	5	下10	陽		
826	下平10陽	常	三	開	陽	平	市羊	宕	常[嫦]尚裳甞嘗鋿𩼝償𪄹徜	zjang	zjang		dʑɨɑŋ	chang2	10	下10	陽		
827	下平10陽	生	三	開	陽	平	色莊	宕	霜鸘鷞孀驦騻蠰	sriang	shiang		ʂɨɑŋ	shuang1	7	下10	陽		
828	下平10陽	從	三	開	陽	平	在良	宕	牆廧墻佯嬙檣薔蘠戕𤞛	ziang	dziang		dzɨɑŋ	qiang2	10	下10	陽		
829	下平10陽	清	三	開	陽	平	七羊	宕	槍!鏘瑲 蹌蹡𨄚斨牄嶈𨶆𥏻搶|將謒嗆篬𪙝顙鶬[錆]	chiang	ciang		tsʰɨɑŋ	qiang1	12	下10	陽		
830	下平10陽	溪	三	合	陽	平	去王	宕	匡邼筐䖱框恇劻𩬹洭軭眶䒰𩢼	khyang	qvang		kʰʉɑŋ	kuang1	13	下10	陽		
831	下平10陽	云	三	合	陽	平	雨方	宕	王蚟彺𩵭	yang	hvang		ɦʉɑŋ	wang2	4	下10	陽		
832	下平10陽	影	三	開	陽	平	於良	宕	央鴦殃䄃鉠秧霙胦泱	qiang	iang		ˀɨɑŋ	yang1	9	下10	陽		
833	下平10陽	群	三	開	陽	平	巨良	宕	強彊䲔勥	giang	giang		ɡɨɑŋ	qiang2	4	下10	陽		
834	下平10陽	徹	三	開	陽	平	禇羊	宕	𦳝倀鼚	thriang	thiang		ʈʰɨɑŋ	chang1	3	下10	陽		
835	下平10陽	滂	三	合	陽	平	敷方	宕	芳妨淓	phyang	phvang		pʰʉɑŋ	fang1	3	下10	陽		
836	下平10陽	群	三	合	陽	平	巨王	宕	狂鵟軖軭㞷	gyang	gvang		ɡʉɑŋ	kuang2	5	下10	陽		
837	下平11唐	定	一	開	唐	平	徒郎	宕	唐啺𥏬煻糖糛堂坣𪕹棠搪蓎瑭餹篖螗𤚫𤛋螳塘碭鶶𩹶踼闛赯磄溏䣘傏隚䧜𨶈鎕䉎𨍴橖榶㲥㼺塘[膛](樘醣)	dang	dang	41->40!!	dɒŋ	tang2	40	下11	陽		
838	下平11唐	來	一	開	唐	平	魯當	宕	郎蓈稂桹廊榔鋃硠𪁜浪䯖蜋[螂]𩷕琅瑯㝗狼欴𦵧踉莨㟍䡙艆駺躴筤𥍫閬哴	lang	lang		lɒŋ	lang2	30	下11	陽		
839	下平11唐	端	一	開	唐	平	都郎	宕	當鐺簹襠璫𨎴檔儅𦡁㼕蟷	tang	tang		tɒŋ	dang1	11	下11	陽		
840	下平11唐	清	一	開	唐	平	七岡	宕	倉蒼鶬𩀞滄凔(傖)𠥐[艙]	chang	cang	刪飡	tsʰɒŋ	cang1	7	下11	陽		
841	下平11唐	見	一	開	唐	平	古郎	宕	剛!岡(堽)崗㓻掆笐鋼綱亢犅堈𤭛牨苀魧迒(缸)[罡]	kang	kang		qɒŋ	gang1	16	下11	陽		
842	下平11唐	心	一	開	唐	平	息郎	宕	桑桒𠸶喪𦅇𩦌	sang	sang		sɒŋ	sang1	6	下11	陽		
843	下平11唐	溪	一	開	唐	平	苦岡	宕	康穅糠㱂㝩槺𨻷䗧𥉽邟漮𤮊㼹躿	khang	qang		qʰɒŋ	kang1	14	下11	陽		
844	下平11唐	曉	一	合	唐	平	呼光	宕	荒𥡃肓衁𩣐鄺𥿼㠵𧧢(𧧮)䀮𣆖㡆巟𣺬	huang	xuang		χuɒŋ	huang1	14	下11	陽		
845	下平11唐	匣	一	合	唐	平	胡光	宕	黃皇璜惶遑潢堭煌餭騜艎簧隍癀𨝴湟徨篁鱑蝗凰偟媓獚蟥韹𨜔䍿䅣𤯷葟趪|鰉撗崲磺葟|	ghuang	huang		ʁuɒŋ	huang2	32	下11	陽		
846	下平11唐	見	一	合	唐	平	古黃	宕	光灮洸桄胱垙𨎩輄橫𩧉恍茪僙侊	kuang	kuang		kuɒŋ	guang1	14	下11	陽		
847	下平11唐	透	一	開	唐	平	吐郎	宕	湯簜鏜闛𧼮踼盪蝪鼞薚𦳝	thang	thang		tʰɒŋ	tang1	11	下11	陽		
848	下平11唐	滂	一	開	唐	平	普郎	宕	滂鎊霶雱䨦𣂆磅	phang	phang		pʰɒŋ	pang1	7	下11	陽		
849	下平11唐	影	一	合	唐	平	烏光	宕	汪尢(尣)尪洸𪁘	quang	uang		ʔuɒŋ	wang1	5	下11	陽		
850	下平11唐	影	一	開	唐	平	烏郎	宕	鴦佒咉𧲱㹧眏姎|肮|	qang	ang		ʔɒŋ	ang1	7	下11	陽		
851	下平11唐	曉	一	開	唐	平	呼郎	宕	炕㰠忼䐠	hang	xang		χɒŋ	hang1	4	下11	陽		
852	下平11唐	匣	一	開	唐	平	胡郎	宕	航筕桁行迒𨁈頏𦐄魧胻邟杭沆蚢肮苀抗吭	ghang	hang		ʁɒŋ	hang2	18	下11	陽		
853	下平11唐	明	一	開	唐	平	莫郎	宕	茫吂䀮汒恾忙朚邙芒𥐞杗蘉𡩩𨛌	mang	mang		mɒŋ	mang2	14	下11	陽		
854	下平11唐	精	一	開	唐	平	則郎	宕	臧匨䍧戕贓样|髒|	cang	zang		tsɒŋ	zang1	6	下11	陽		
855	下平11唐	泥	一	開	唐	平	奴當	宕	囊蠰	nang	nang		nɒŋ	nang2	2	下11	陽		
856	下平11唐	並	一	開	唐	平	步光	宕	傍彷膀髈䠙趽房旁篣𨜷螃䅭騯	bang	bang		bɒŋ	pang2	13	下11	陽		
857	下平11唐	疑	一	開	唐	平	五岡	宕	卬䭹枊昂䒢㭿䩕	ngang	ngang		ɴɒŋ	ang2	7	下11	陽		
858	下平11唐	從	一	開	唐	平	昨郎	宕	藏	zang	dzang		dzɒŋ	cang2	1	下11	陽		
859	下平11唐	溪	一	合	唐	平	苦光	宕	䯑	khuang	quang		qʰuɒŋ	kuang1	1	下11	陽		
860	下平11唐	幫	一	開	唐	平	博旁	宕	幫縍鞤𨢐鞤	pang	pang		pɒŋ	bang1	5	下11	陽		
861	下平12庚	見	二	開	庚	平	古行	梗	庚鶊更䢚秔稉粳賡羹𩱧埂浭	krang	keang		qɻaɲ	geng1	12	下12	庚		
862	下平12庚	溪	二	開	庚	平	客庚	梗	阬坑硎砊𥉸劥	khrang	qeang		qʰɻaɲ	keng1	6	下12	庚		
863	下平12庚	明	二	開	庚	平	武庚	梗	盲蝱(虻)鄳𥋝莔𨞚䥰𥭮	mrang	meang		mɻaɲ	meng2	8	下12	庚		
864	下平12庚	匣	二	合	庚	平	戸盲	梗	橫黌蝗鐄瑝喤鍠䬝㶇䄓潢𤮏𪏓𢘌韹彋	ghruang	hoang		ʁɻaɲ	hong2	16	下12	庚		
865	下平12庚	幫	二	開	庚	平	甫盲	梗	閍祊𥛱騯嗙㔙	prang	peang		pɻaɲ	beng1	6	下12	庚		
866	下平12庚	曉	二	合	庚	平	虎橫	梗	諻䎕謍嚝喤	hruang	xoang		χɻaɲ	hong1	5	下12	庚		
867	下平12庚	見	二	合	庚	平	古橫	梗	觵觥侊𩃙䍔𣘯	kruang	koang		qɻaɲ	gong1	6	下12	庚		
868	下平12庚	並	二	開	庚	平	薄庚	梗	彭澎膨蟚䰃棚榜䄘搒蒡篣𩡕騯憉𣂆輣𨍩(蟛)	brang	beang		bɻaɲ	peng2	17	下12	庚		
869	下平12庚	曉	二	開	庚	平	許庚	梗	脝悙亨[哼]	hrang	xeang		χɻaɲ	heng1	3	下12	庚		
870	下平12庚	徹	二	開	庚	平	丑庚	梗	瞠橕樘䟓竀	thrang	theang		ʈʰɻaɲ	cheng1	5	下12	庚		
871	下平12庚	初	二	開	庚	平	楚庚	梗	鎗鐺槍琤	chrang	chang	5->4	tʂʰɻaɲ	cheng1	4	下12	庚		
872	下平12庚	崇	二	開	庚	平	助庚	梗	傖䚘𩫿鬇崢	zrang	drang		dʐɻaɲ	cheng2	5	下12	庚		
873	下平12庚	影	三	開	庚	平	於驚	梗	英!霙鉠韺渶鶧瑛㿮媖楧	qieng	yang		ˀɻiaɲ	ying1	10	下12	庚		
874	下平12庚	滂	三	開	庚	平	撫庚	梗	磅恲亨(烹)澎	phivng	phyang		pʰɻiaɲ	ping1	4	下12	庚		
875	下平12庚	並	三	開	庚	平	符兵	梗	平評苹枰泙坪胓蚲	bieng	byang		bɻiaɲ	ping2	8	下12	庚		
876	下平12庚	見	三	開	庚	平	舉卿	梗	驚京荆(荊)麠麖鶁蟼	kieng	kyang		kɻiaɲ	jing1	7	下12	庚		
877	下平12庚	明	三	開	庚	平	武兵	梗	明盟=𥁰鳴䳟	mieng	myang		mɻiaɲ	ming2	5	下12	庚		
878	下平12庚	澄	二	開	庚	平	直庚	梗	棖盯澄掁䟫挰憕	drang	deang		ɖɻaɲ	cheng2	7	下12	庚		
879	下平12庚	知	二	開	庚	平	竹盲	梗	趟𩘽	trang	teang		ʈɻaɲ	zheng1	2	下12	庚		
880	下平12庚	云	三	合	庚	平	永兵	梗	榮禜蠑瑩揘嶸	yeng	hwang		ɦɻyaɲ	yong2	6	下12	庚		
881	下平12庚	幫	三	開	庚	平	甫明	梗	兵	pieng	pyang		pɻiaɲ	bing1	1	下12	庚		
882	下平12庚	曉	三	合	庚	平	許榮	梗	兄	hyeng	xwang		hɻyaɲ	xiong1	1	下12	庚		
883	下平12庚	溪	三	開	庚	平	去京	梗	卿	khieng	qyang		kʰɻiaɲ	qing1	1	下12	庚		
884	下平12庚	生	二	開	庚	平	所庚	梗	生笙牲猩狌鉎甥䴤鼪珄	srvng	shang		ʂɻiaɲ	sheng1	10	下12	庚		
885	下平12庚	群	三	開	庚	平	渠京	梗	擎勍黥䵞剠䲔鯨檠樈葝䫆	gieng	gyang		ɡɻiaɲ	qing2	11	下12	庚		
886	下平12庚	疑	三	開	庚	平	語京	梗	迎	ngieng	ngyang		ŋɻiaɲ	ying2	1	下12	庚		
887	下平12庚	匣	二	開	庚	平	戸庚	梗	行衡䯒胻洐筕珩桁蘅𦣍	ghrang	heang		ʁɻaɲ	heng2	10	下12	庚		
888	下平12庚	娘	二	開	庚	平	乃庚	梗	鬤㲰𠽽獰𥣗𧂘(𧅍)	nrang	neang		ɳɻaɲ	neng2	6	下12	庚		
889	下平13耕	見	二	開	耕	平	古莖	梗	耕	kreng	kaeng		qɻæɲ	geng1	1	下13	庚		
890	下平13耕	溪	二	開	耕	平	口莖	梗	鏗牼殸硜羥	khreng	qaeng		qʰɻæɲ	keng1	15	下13	庚		
891	下平13耕	明	二	開	耕	平	莫耕	梗	甍𣞑䉚萌氓甿嫇蕄𥋝𧂛𥌯	mreng	maeng		mɻæɲ	meng2	11	下13	庚		
892	下平13耕	幫	二	開	耕	平	布耕	梗	浜捠	preng	paeng		pɻæɲ	beng1	2	下13	庚		
893	下平13耕	匣	二	合	耕	平	戸萌	梗	宏紘紭閎嶸嵤𧮯耾翃浤竑宖鈜吰𥐪彋	ghrueng	hoeng		ʁɻuæɲ	hong2	16	下13	庚		
894	下平13耕	匣	二	開	耕	平	戸耕	梗	莖䪫牼	ghreng	haeng		ʁɻæɲ	heng2	3	下13	庚		
895	下平13耕	知	二	開	耕	平	中莖	梗	朾丁玎𠑅𧯫叮䆸	treng	taeng		ʈɻæɲ	zheng1	7	下13	庚		
896	下平13耕	影	二	開	耕	平	烏莖	梗	甖罌罃鶯嚶櫻嫈鸚譻鸎褮𠠜莖	qreng	aeng		ʔɻæɲ	eng1	13	下13	庚		
897	下平13耕	崇	二	開	耕	平	士莖	梗	崢𦱊鬇埩鏳崝	zrang	draeng		dʐɻaɲ	cheng2	6	下13	庚		
898	下平13耕	初	二	開	耕	平	楚耕	梗	琤錚凈棦噌	chreng	chaeng		tʂɻaɲ	cheng1	5	下13	庚		
899	下平13耕	娘	二	開	耕	平	女耕	梗	儜薴鬡𧭈鑏䭢嬣	nreng	naeng		ɳɻaɲ	neng2	7	下13	庚		
900	下平13耕	滂	二	開	耕	平	普耕	梗	怦姘閛𤘾伻弸䍬㛁匉抨砰	phreng	phaeng		pʰɻaɲ	peng1	11	下13	庚		
901	下平13耕	曉	二	合	耕	平	呼宏	梗	轟輷䎕揈訇鍧渹𦑟𥕗𢝁	hrueng	xoeng		χɻuaɲ	hong1	10	下13	庚		
902	下平13耕	幫	二	開	耕	平	北萌	梗	繃絣=𢆸拼䑫	preng	paeng		pɻaɲ	beng1	5	下13	庚		
903	下平13耕	澄	二	開	耕	平	宅耕	梗	橙揨𢾊𢿦湞朾虰憕瞪䆵䁎䆑	dreng	daeng		ɖɻaɲ	cheng2	12	下13	庚		
904	下平13耕	影	二	合	耕	平	烏宏	梗	泓謍宖𨳮	qrueng	oeng		ʔɻuaɲ	weng1	4	下13	庚		
905	下平13耕	並	二	開	耕	平	薄萌	梗	輣棚弸㥊庄	breng	baeng		bɻæɲ	peng2	5	下13	庚		
906	下平13耕	疑	二	開	耕	平	五莖	梗	娙俓	ngreng	ngaeng		ŋɻaɲ	eng2	2	下13	庚		
