序號	目次	聲	等	呼	韻部	調	反切	攝	字	古韻羅馬字	有女羅馬字	備註	正心擬音	推導拼音	小韻字數	hiunnOrder	平水韻目		說明：平聲31 上聲33 去聲15 入聲34
550	上平27刪	疑	二	合	刪	平	五還	山	𤸷頑	ngruan	ngoan		ɴɻuan	wan2	2	上27	刪		
551	上平27刪	溪	二	開	刪	平	丘姦	山	馯	khran	qean		kʰɻan	qian1	1	上27	刪		
552	上平27刪	溪	二	開	刪	平	可顔	山	豻鬜	khran	qean		qʰɻan	qian1	2	上27	刪		
553	上平27刪	莊	二	合	刪	平	阻頑	山	跧	cruan	troan		tʂʰɻuan	zhuan1	1	上27	刪		
554	上平28山	生	二	開	山	平	所閒	山	山疝邖	sren	shaen		ʂɻæn	shan1	3	上28	刪		
555	上平28山	見	二	合	山	平	古頑	山	鰥綸䤽	kruen	koen		qɻuæn	guan1	3	上28	刪		
556	上平28山	見	二	開	山	平	古閑	山	間)!閒艱囏靬蕑覸	kren	kaen		qɻæn	jian1	6	上28	刪		
557	上平28山	匣	二	開	山	平	戸閒	山	閑(閒)嫺(嫻)癇𩦂蛝瞯(𥊺)鷴(鷳)藖憪	ghren	haen		ʁɻæn	xian2	9	上28	刪		
558	上平28山	溪	二	開	山	平	苦閑	山	慳𧢞顅掔鬝羥臤𩋆	khren	qaen		qʰɻæn	qian1	8	上28	刪		
559	上平28山	崇	二	開	山	平	士山	山	虥潺孱僝䡲𨬖𡎻	zren	draen		dʐɻæn	chan2	7	上28	刪		
560	上平28山	曉	二	開	山	平	許閒	山	羴	hren	xaen		hɻiæn	xian1	1	上28	刪		
561	上平28山	疑	二	開	山	平	五閑	山	詽𤡥㗴虤	ngren	ngaen		ɴɻæn	yan2	4	上28	刪		
562	上平28山	影	二	開	山	平	烏閑	山	黰𦎣殷㸶黫	qren	aen		ʔɻæn	yan1	5	上28	刪		
563	上平28山	幫	二	開	山	平	方閑	山	斒虨	pren	paen		pɻiæn	ban1	2	上28	刪		
564	上平28山	來	二	開	山	平	力閑	山	斕潾𢿻𢛓	lren	laen		ɭɻæn	lan2	4	上28	刪		
565	上平28山	娘	二	開	山	平	女閑	山	嘫㬮	nren	naen		ɳɻæn	nan2	2	上28	刪		
566	上平28山	昌	二	開	山	平	充山	山	㺗	chj'ren	tcaen		tɕʰæn		1	上28	刪		
567	上平28山	影	二	合	山	平	委鰥	山	嬽	i'ruen	hoen		ʔɻuæn		1	上28	刪		
568	上平28山	定	二	合	山	平	墜頑	山	窀	d'ruen	doen		ɖɻuæn		1	上28	刪		
569	上平28山	來	二	合	山	平	力頑	山	𡰠	lruen	loen		ɭɻuæn	luan2	1	上28	刪		
570	上平28山	群	二	合	山	平	跪頑	山	𡰝	gruen	goen		ɢɻuæn		1	上28	刪		
571	上平28山	知	二	開	山	平	陟山	山	譠㣶	tren	taen		ʈɻæn	zhan1	2	上28	刪		
572	上平28山	澄	二	開	山	平	直閑	山	𤣆	dren	daen		ɖɻæn	chan2	1	上28	刪		
573	上平28山	匣	二	合	山	平	獲頑	山	湲	ghruen	hoen		ʁɻuæn	huan2	1	上28	刪		
574	上平28山	從	二	開	山	平	昨閑	山	虥𡎻	z'ren	dzaen		dzæn		2	上28	刪		
575	下平1先	心	四	開	先	平	蘇前	山	先躚蹮𥑻	sen	sen		sen	xian1	4	下01	先		
576	下平1先	從	四	開	先	平	昨先	山	前歬騚湔𥮒(𥮓)𥷰	zen	dzen	缺⿱𥫗瀸,以集韻所舉異體字「𥮓」代之	dzen	qian2	6	下01	先		
577	下平1先	清	四	開	先	平	蒼先	山	千圱阡汘仟芊谸迁杄	chen	cen		tsʰen	qian1	9	下01	先		
578	下平1先	精	四	開	先	平	則前	山	箋牋㮍瀳帴韉淺湔𢃬𣚙轃濺籛𣝕𨕨	cen	zen		tsen	jian1	15	下01	先		
579	下平1先	透	四	開	先	平	他前	山	天𠀘䒶𦧝吞詽	then	then		tʰen	tian1	6	下01	先		
580	下平1先	見	四	開	先	平	古賢	山	堅鑒𢮂㡉幵肩鳽豜(豣)𧱚猏菺𪊑麉鵳鰹䶬䌑	ken	ken		ken	jian1	17	下01	先		
581	下平1先	匣	四	開	先	平	胡田	山	賢臤弦絃舷胘蚿𢛆𠛑伭𢮂𦱁婱𧼏礥痃㘋	ghen	hen		ʁen	xian2	17	下01	先		
582	下平1先	影	四	開	先	平	烏前	山	煙烟(菸)𡨾𤎟燕咽橪驠湮胭𥷀閼	qen	en		ʔen	yan1	12	下01	先		
583	下平1先	來	四	開	先	平	落賢	山	憐!蓮怜嗹縺𪍴𨏩零	len	len		len	lian2	8	下01	先		
584	下平1先	定	四	開	先	平	徒年	山	田佃畋畇塡(填)窴闐䟧𦧴鈿䡘沺磌鷏嗔𨌈滇貚搷	den	den	刪寘	den	tian2	19	下01	先		
585	下平1先	泥	四	開	先	平	奴顚	山	年!秊𨛲	nen	nen		nen	nian2	3	下01	先		
586	下平1先	端	四	開	先	平	都年	山	顚(顛)㒹齻𩥄槙瘨癲滇𧽍巔驒𠑘傎蹎厧	ten	ten		ten	dian1	15	下01	先		
587	下平1先	溪	四	開	先	平	苦堅	山	牽縴郉(邢)汧蚈𪊑掔岍雃	khen	qen		qʰen	qian1	9	下01	先		
588	下平1先	疑	四	開	先	平	五堅	山	姸鳽(妍)硏(研)𥓋揅㿼趼俓	ngen	ngen		ɴen	yan2	8	下01	先		
589	下平1先	明	四	開	先	平	莫賢	山	眠瞑䏃矏𥌂䰓㝰	men	men		men	mian2	7	下01	先		
590	下平1先	並	四	開	先	平	部田	山	駢!蹁蠙骿軿㼐胼跰楄賆玭琕	ben	ben		ben	pian2	12	下01	先		
591	下平1先	影	四	合	先	平	烏玄	山	淵𠝃囦㾓弲剈鼘𨓯䨊蜎	quen	uen		ʔuen	yuan1	10	下01	先		
592	下平1先	見	四	合	先	平	古玄	山	涓睊蠲𦮻䅌鵑焆鞙	kuen	kuen		quen	juan1	8	下01	先		
593	下平1先	曉	四	合	先	平	火玄	山	鋗駽㘣梋矎	huen	xuen		χuen	xuan1	5	下01	先		
594	下平1先	幫	四	開	先	平	布玄	山	邊籩𤄺甂蝙猵𥣰編萹𨇱𠑟牑䟍蹁	pen	pen		pen	bian1	14	下01	先		
595	下平1先	匣	四	合	先	平	胡涓	山	玄縣懸眩䮄玹玆䙲𥌭𠆺盷胘訇	ghuen	huen	䙲原作𧟨	ʁuen	xuan2	13	下01	先		
596	下平1先	曉	四	開	先	平	呼煙	山	祆訮	hen	xen		χen	xian1	2	下01	先		
597	下平1先	崇	四	開	先	平	崇玄	山	𤜼	zr'en	dren		dʐen		1	下01	先		
598	下平2仙	心	三	開	仙A	平	相然	山	仙僊㒨㲔䉳苮躚秈鮮硟鱻廯	sien	sien		 siɛn	xian1	12	下02A	先		
599	下平2仙	從	三	開	仙A	平	昨仙	山	錢𧔢	zien	dzien		dziɛn	qian2	2	下02A	先		
600	下平2仙	清	三	開	仙A	平	七然	山	遷𨙙𠨧𨝍櫏䉦韆㿊	chien	cien		tsʰiɛn	qian1	8	下02A	先		
601	下平2仙	精	三	開	仙A	平	子仙	山	煎湔葏鬋	cien	zien		tsiɛn	jian1	4	下02A	先		
602	下平2仙	日	三	開	仙A	平	如延	山	然燃𤡮㜣肰繎𥳚䕼𤓉	njen	ren		ȵiɛn	ran2	9	下02A	先		
603	下平2仙	以	三	開	仙A	平	以然	山	延埏筵狿郔綖蜒䘰鋋䀽𨕐䢭莚	jen	jen		ʝiɛn	yan2	13	下02A	先		
604	下平2仙	章	三	開	仙A	平	諸延	山	𩜾饘旃旜栴氈鸇𩔣	cjen	tjen		tɕiɛn	zhan1	8	下02A	先		
605	下平2仙	見	三	開	仙A	平	居延	山	甄籈薽	kjen	kien		kiɛn	jian1	3	下02A	先		
606	下平2仙	知	三	開	仙B	平	張連	山	邅𧾍驙鱣𩼼	trien	tyen		ʈiɛn	zhan1	5	下02B	先		
607	下平2仙	崇	三	開	仙B	平	士連	山	潺孱𨬖䡲𡎻	zrien	dren		dʐɻiɛn	chan2	5	下02B	先		
608	下平2仙	書	三	開	仙A	平	式連	山	羶埏挻扇煽鯅脠䘰	sjen	sjen		ɕiɛn	shan1	8	下02A	先		
609	下平2仙	徹	三	開	仙B	平	丑延	山	脠梴鏈㢟	thrien	thyen		ʈʰiɛn	chan1	4	下02B	先		
610	下平2仙	常	三	開	仙A	平	市連	山	鋋單蟬撣儃僤禪澶嬋	zjen	zjen		dʑiɛn	chan2	9	下02A	先		
611	下平2仙	澄	三	開	仙B	平	直連	山	纏緾躔瀍鄽𨷭𧾍𧔊廛㙻	drien	dyen		ɖiɛn	chan2	10	下02B	先		
612	下平2仙	曉	三	開	仙A	平	許延	山	嘕屳嫣𦒜	hjen	xien		hiɛn	xian1	4	下02A	先		
613	下平2仙	來	三	開	仙A	平	力延	山	連聮(聯)漣翴鰱㺦令鏈䃛㦁槤𪚁㶌	lien	lien		ɭiɛn	lian2	13	下02A	先		
614	下平2仙	滂	三	開	仙A	平	芳連	山	篇偏翩媥㾫扁萹[犏]	phjen	phien		pʰiɛn	pian1	7	下02A	先		
615	下平2仙	並	三	開	仙A	平	房連	山	便緶楩平諞㛹箯𧍲楄	bjen	bien		biɛn	pian2	9	下02A	先		
616	下平2仙	明	三	開	仙A	平	武延	山	緜綿棉謾矊蝒𧉄矏𢣔芇宀𩕰櫋𣏜臱㮌𣡠	mjen	mien		miɛn	mian2	17	下02A	先		
617	下平2仙	從	三	合	仙A	平	疾緣	山	全仝泉𧍭牷䀬葲	zyen	dzven		dzyɛn	quan2	7	下02A	先		
618	下平2仙	心	三	合	仙A	平	須緣	山	宣揎㩊䳦愃𡈣𩕖瑄𩓧	syen	sven		syɛn	xuan1	9	下02A	先		
619	下平2仙	精	三	合	仙A	平	子泉	山	鐫鋑朘剶	cyen	zven		tsyɛn	juan1	4	下02A	先		
620	下平2仙	曉	三	合	仙A	平	許緣	山	翾儇弲蠉𧾎嬛譞頨𥌭	hjyen	xven		hyɛn	xuan1	9	下02A	先		
621	下平2仙	日	三	合	仙A	平	而緣	山	堧䙇𤲬瑌撋繎	njyen	rven		ȵyɛn	ruan2	6	下02A	先		
622	下平2仙	昌	三	合	仙A	平	昌緣	山	穿川灥	chjyen	tcven		tɕʰyɛn	chuan1	3	下02A	先		
623	下平2仙	以	三	合	仙A	平	與專	山	沿(㳂)鉛(鈆)櫞捐鳶蝝緣䱲𦿂𦛔	jyen	jven		ʝyɛn	yuan2	12	下02A	先		
624	下平2仙	邪	三	合	仙A	平	似宣	山	旋檈璿𤩅𤫀䗠㳬琁璇𣟳蜁㔯還圓䁢嫙鏇	zsyen	szven		zyɛn	xuan2	17	下02A	先		
625	下平2仙	影	三	合	仙A	平	於緣	山	娟嬛悁蜎𡷡潫𡣬	qjyen	ven		ʔyɛn	yuan1	7	下02A	先		
626	下平2仙	船	三	合	仙A	平	食川	山	船=舩	zsjyen	djven		ʑyɛn	chuan2	2	下02A	先		
627	下平2仙	幫	三	開	仙A	平	卑連	山	鞭鯾鯿編箯揙	pjen	pien		piɛn	bian1	6	下02A	先		
628	下平2仙	邪	三	開	仙A	平	夕連	山	涎!㳄	zsien	szien		ziɛn	xian2	2	下02A	先		
629	下平2仙	清	三	合	仙A	平	此緣	山	詮銓硂痊佺悛駩筌絟譔謜縓恮荃𠛮峑𠥙鐉拴|輇	chyen	cven		tɕʰyɛn	quan1	19	下02A	先		
630	下平2仙	章	三	合	仙A	平	職緣	山	專甎顓篿嫥諯湍膞鱄鷒𩠹鄟|叀瑼摶剸[磚]	cjyen	tjven		tɕyɛn	zhuan1	12	下02A	先		
631	下平2仙	常	三	合	仙A	平	市緣	山	遄篅圌諯輲輇椯歂	zjyen	zjven		dʑyɛn	chuan2	8	下02A	先		
632	下平2仙	云	三	合	仙B	平	王權	山	員圜圓湲	yen	hwen		ɦɻyɛn	yuan2	4	下02B	先		
633	下平2仙	莊	三	合	仙B	平	莊緣	山	恮跧䀬蟤	cryen	trwen		tʂɻyɛn	zhuan1	4	下02B	先		
634	下平2仙	生	三	合	仙B	平	山員	山	栓𨏉	sryen	shwen		ʂɻyɛn	shuan1	2	下02B	先		
635	下平2仙	徹	三	合	仙B	平	丑緣	山	猭剶	thryen	thwen		ʈʰyɛn	chuan1	2	下02B	先		
636	下平2仙	群	三	開	仙B	平	渠焉	山	乾虔犍鍵鰬𨜻騝榩揵|𠢅[掮]	gien	gyen		ɡɻiɛn	qian2	9	下02B	先		
637	下平2仙	溪	三	開	仙B	平	去乾	山	愆䇂諐𠎝褰騫䙭𧽐攐㗔	khien	qyen		kʰɻiɛn	qian1	10	下02B	先		
638	下平2仙	群	三	合	仙B	平	巨員	山	權拳狋觠顴踡婘孉䠰 犈蠸齤卷𪈻𥆗𥁠𢑆鬈䟒䑏蜷捲𤷄	gyen	gwen	缺𤷄	ɡɻyɛn	quan2	23	下02B	先		
639	下平2仙	澄	三	合	仙B	平	直攣	山	椽傳	dryen	dwen		ɖyɛn	chuan2	2	下02B	先		
640	下平2仙	來	三	合	仙A	平	呂員	山	攣𤼙𤼣	lyen	lven		ɭyɛn	luan2	4	下02A	先		
641	下平2仙	溪	三	合	仙B	平	丘圓	山	弮㒽棬(圈)鬈𨟠	khyen	qwen		kʰyɛn	quan1	5	下02B	先		
642	下平2仙	影	三	開	仙B	平	於乾	山	焉閼蔫嫣鄢	qien	yen		ˀɻiɛn	yan1	5	下02B	先		
643	下平2仙	云	三	開	仙B	平	有乾	山	漹焉䗡	ien	hyen		ɦɻiɛn	yan2	3	下02B	先		
644	下平2仙	影	三	合	仙B	平	於權	山	嬽潫	qyen	wen		ʔɻyɛn	yuan1	2	下02B	先		
645	下平2仙	昌	三	開	仙A	平	尺延	山	燀	chjen	tcen		tɕʰiɛn	chan2	1	下02A	先		
646	下平2仙	知	三	合	仙B	平	丁全	山	𡰝	tryen	twen		ʈyɛn	zhuan1	1	下02B	先		
647	下平2仙	見	三	合	仙B	平	居員	山	勬	kyen	kwen		kɻyɛn	juan1	1	下02B	先		
648	下平3蕭	心	四	開	蕭	平	蘇彫	效	蕭簫彇蟰(蠨)橚潚𩙚踃㩋箾𦐺㲖艘瞍翛撨|瀟	seu	seu		seu	xiao1	16	下03	蕭		
649	下平3蕭	透	四	開	蕭	平	吐彫	效	祧佻挑脁恌𣂁庣銚趒聎蓧	theu	theu		tʰeu	tiao1	11	下03	蕭		
650	下平3蕭	端	四	開	蕭	平	都聊	效	刁!貂䯾𠚥琱凋鯛䂏雕鵰蛁彫𧜣𧘨䒒𦶌𦨣𩾗㚋奝弴瞗[碉][叼]	teu	teu	𠚥原作𰄚	teu	diao1	22	下03	蕭		
651	下平3蕭	定	四	開	蕭	平	徒聊	效	條!迢樤髫跳鋚𧌁蜩佻趒苕芀調鮡岧䯾䩦嬥𠤼𣬸𠧪鰷[笤]齠	deu	deu		deu	tiao2	22	下03	蕭		
652	下平3蕭	見	四	開	蕭	平	古堯	效	驍梟𥄉澆憿釗邀蟂徼	keu	keu		qeu	jiao1	9	下03	蕭		
653	下平3蕭	來	四	開	蕭	平	落蕭	效	聊𦗖膋膫飉遼憀竂寥料㙩橑撩摷廖僚寮鐐簝豂鷯𥲊璙嫽漻蟟瞭䜮𧂏𩯊嶚翏繚憭獠髎𡽐蟧𦿌敹嘹熮	leu	leu		leu	liao2	42	下03	蕭		
654	下平3蕭	疑	四	開	蕭	平	五聊	效	堯嶢僥垚顤	ngeu	ngeu		ɴeu	yao2	5	下03	蕭		
655	下平3蕭	曉	四	開	蕭	平	許幺	效	膮嘵憢㚠𦟞䎄䫞	heu	xeu		χeu	xiao1	7	下03	蕭		
656	下平3蕭	影	四	開	蕭	平	於堯	效	幺怮葽䱂𥃩|吆𨓳𡧮宎𦔷蟯犳𩑗𢆷	qeu	eu		ʔeu	yao1	5	下03	蕭		
657	下平3蕭	溪	四	開	蕭	平	苦幺	效	鄡郻𡩇墽𢿣(敲)	kheu	qeu		qʰeu	qiao1	5	下03	蕭		
658	下平4宵	心	三	開	宵A	平	相邀	效	消!宵霄捎逍痟綃銷焇硝蛸莦哨𦐺鮹𤞚䴛揱奞魈	sieu	sieu		siɛu	xiao1	20	下04A	蕭		
659	下平4宵	徹	三	開	宵B	平	敕宵	效	超怊欩𢁾𠰉䫿	thrieu	thyeu		ʈʰiɛu	chao1	6	下04B	蕭		
660	下平4宵	知	三	開	宵B	平	陟遙	效	朝=𦩻	trieu	tyeu		ʈiɛu	zhao1	2	下04B	蕭		
661	下平4宵	澄	三	開	宵B	平	直遙	效	朝!(𪓙)晁鼂潮	drieu	dyeu		ɖiɛu	chao2	5	下04B	蕭		
662	下平4宵	曉	三	開	宵B	平	許嬌	效	囂)嚻枵歊毊獢㺧藃呺𩱴虈	hieu	xyeu		hiɛu	xiao1	10	下04B	蕭		
663	下平4宵	從	三	開	宵A	平	昨焦	效	樵藮劁憔顦䏆譙嶕𡻝鐎𨝱僬䩌撨菬[瞧]藮	zieu	dzieu	缺⿳艹椎木乃以異體字藮代之	dziɛu	qiao2	15	下04A	蕭		
664	下平4宵	見	三	開	宵B	平	舉喬	效	驕嬌憍穚鷮蕎喬簥撟	kieu	kyeu		kɻiɛu	jiao1	9	下04B	蕭		
665	下平4宵	精	三	開	宵A	平	即消	效	焦𤓪㲬蕉膲鷦𩾗椒茮噍鐎蟭醮𪚱(𪚰)僬燋䌭	cieu	zieu		tsiɛu	jiao1	17	下04A	蕭		
666	下平4宵	日	三	開	宵A	平	如招	效	饒橈襓㹛蟯蕘	njeu	reu		ȵiɛu	rao2	6	下04A	蕭		
667	下平4宵	書	三	開	宵A	平	式招	效	燒𤬖	sjeu	sjeu		ɕiɛu	shao1	2	下04A	蕭		
668	下平4宵	以	三	開	宵A	平	餘昭	效	遥!遙媱傜(徭)繇颻𣣳窯窰䔄𦾺珧鰩銚姚搖(摇)謠(謡)軺愮恌𨙂陶蘨𤬖鷂洮烑𢋇𢑄㫍榣嗂䠛瑤(瑶)猺餆褕(榆)	jeu	jeu		ʝiɛu	yao2	36	下04A	蕭		
669	下平4宵	常	三	開	宵A	平	市昭	效	韶㲈佋𦯐𠧙玿𢃳軺柖㸛	zjeu	zjeu	𢃳原作⿰帚召	dʑiɛu	chao2	10	下04A	蕭		
670	下平4宵	章	三	開	宵A	平	止遙	效	昭鵃鉊招釗盄皽	cjeu	tjeu		tɕiɛu	zhao1	7	下04A	蕭		
671	下平4宵	幫	三	開	宵A	平	甫遙	效	飊標猋杓瘭幖熛㠒𧽤蔈驫𦠎𣄠贆髟	pjeu	pieu		piɛu	biao1	15	下04A	蕭		
672	下平4宵	幫	三	開	宵B	平	甫嬌	效	鑣𩽁臕儦瀌𦔩藨	pieu	pyeu		pɻiɛu	biao1	7	下04B	蕭		
673	下平4宵	並	三	開	宵A	平	符霄	效	瓢飄剽薸𣞈螵	bjeu	bieu		biɛu	piao2	6	下04A	蕭		
674	下平4宵	明	三	開	宵A	平	彌遙	效	蜱䖢篻㠺𪃦	mjeu	mieu		miɛu	miao2	5	下04A	蕭		
675	下平4宵	明	三	開	宵B	平	武瀌	效	苗描緢貓猫	mieu	myeu		mɻiɛu	miao2	5	下04B	蕭		
676	下平4宵	影	三	開	宵A	平	於霄	效	要腰葽喓𧍔䙅䳩蟯邀	qjeu	ieu		ˀiɛu	yao1	9	下04A	蕭		
677	下平4宵	云	三	開	宵B	平	于嬌	效	鴞𨚙	ieu	hyeu		ɦɻiɛu	yao2	2	下04B	蕭		
678	下平4宵	群	三	開	宵B	平	巨嬌	效	喬橋趫僑㝯鐈鷮㠐毊轎嬌蕎蟜蹻𦒓䀉	gieu	gyeu	毊原作⿱殸高	ɡɻiɛu	qiao2	16	下04B	蕭		
679	下平4宵	清	三	開	宵A	平	七遙	效	鍫(鍬𣂁)鐰篍幧㡑𣟼𣖄	chieu	cieu		tsʰiɛu	qiao1	7	下04A	蕭		
680	下平4宵	影	三	開	宵B	平	於喬	效	妖祅枖訞夭	qieu	yeu		ˀɻiɛu	yao1	5	下04B	蕭		
681	下平4宵	溪	三	開	宵A	平	去遙	效	蹻繑趬蹺䫞㚠	khjeu	qieu		kʰiɛu	qiao1	6	下04A	蕭		
682	下平4宵	昌	三	開	宵A	平	尺招	效	怊弨	chjeu	tceu		tɕʰiɛu	chao1	2	下04A	蕭		
683	下平4宵	滂	三	開	宵A	平	撫招	效	嫖!爂漂杓𩙒旚犥鏢僄𪅃飄慓彯摽𧽤𨄏翲瞟螵嘌𦠎	phjeu	phieu		pʰiɛu	piao1	21	下04A	蕭		
684	下平4宵	群	三	開	宵A	平	渠遙	效	翹荍𧄍嘺䎗𤖻	gjeu	gieu		ɡiɛu	qiao2	6	下04A	蕭		
685	下平4宵	來	三	開	宵A	平	力昭	效	燎髎	lieu	lieu		ɭiɛu	liao2	2	下04A	蕭		
686	下平4宵	溪	三	開	宵B	平	起嚻	效	趫憍橇鞽	khieu	qyeu		kʰɻiɛu	qiao1	4	下04B	蕭		
687	下平5肴	匣	二	開	肴	平	胡茅	效	肴餚崤𦺔殽洨筊姣猇㮁爻淆笅胶𨠦䋂倄㤊䂚	ghrau	heau	刪烄	ʁɻau	xiao2	19	下05	肴		
688	下平5肴	見	二	開	肴	平	古肴	效	交蛟茭鵁膠鮫咬郊䍊轇㶀䢒教䉰𥹜鉸摎佼芁(艽)詨嘐𩎔	krau	keau		qɻau	jiao1	22	下05	肴		
689	下平5肴	崇	二	開	肴	平	鉏交	效	巢轈勦𡻝𣝞樔𡏮鄛	zrau	drau		ɖɻau	chao2	8	下05	肴		
690	下平5肴	娘	二	開	肴	平	女交	效	鐃呶譊怓䴃𣳦𥗰𡽧㺜|硇撓	nrau	neau		ɳɻau	nao2	9	下05	肴		
691	下平5肴	生	二	開	肴	平	所交	效	梢捎髾輎旓弰䈰筲鞘蛸鮹䘯綃颵莦娋𡡏|艄	srau	shau		ʂɻau	shao1	17	下05	肴		
692	下平5肴	明	二	開	肴	平	莫交	效	茅蝥貓犛罞鶜描媌	mrau	meau		mɻau	mao2	8	下05	肴		
693	下平5肴	曉	二	開	肴	平	許交	效	虓猇髇藃穘窙嗃䬘哮庨灱涍嘐顤𩾾㹲|嚆	hrau	xeau		χɻau	xiao1	16	下05	肴		
694	下平5肴	幫	二	開	肴	平	布交	效	包胞枹苞勹[齙]	prau	peau		pɻau	bao1	5	下05	肴		
695	下平5肴	滂	二	開	肴	平	匹交	效	胞𨚔䍖脬抛(拋)泡𠐋𢿏𦫶	phrau	pheau		pʰɻau	pao1	9	下05	肴		
696	下平5肴	溪	二	開	肴	平	口交	效	敲跤骹膠㤍磽䂭礉鄗墝頝	khrau	qeau		qʰɻau	qiao1	11	下05	肴		
697	下平5肴	疑	二	開	肴	平	五交	效	聱謷磝𢿣	ngrau	ngeau		ɴɻau	yao2	4	下05	肴		
698	下平5肴	莊	二	開	肴	平	側交	效	𦗔罺抓𠿈摷	crau	trau		tʂʰɻau	zhao1	5	下05	肴		
699	下平5肴	知	二	開	肴	平	陟交	效	嘲啁䞴鳭鵃	trau	teau		ʈɻau	zhao1	5	下05	肴		
700	下平5肴	初	二	開	肴	平	楚交	效	抄!䜈鈔𦾱訬䰫	chrau	chau		tʂʰɻau	chao1	6	下05	肴		
701	下平5肴	並	二	開	肴	平	薄交	效	庖咆匏炮炰鉋瓟麃掊颮鞄狍跑捊尥泡㯡|麅	brau	beau		bɻau	pao2	17	下05	肴		
702	下平5肴	影	二	開	肴	平	於交	效	䫜㕭坳窅軪眑咬梎𠣑	qrau	eau		ʔɻau	yao1	9	下05	肴		
703	下平5肴	徹	二	開	肴	平	敕交	效	䫸嘮	thrau	theau		ʈʰɻau	chao1	2	下05	肴		
704	下平5肴	來	二	開	肴	平	力嘲	效	顟𠐋賿窌	lrau	leau		ɭɻau	lao2	4	下05	肴		
705	下平5肴	澄	二	開	肴	平	直交	效	䄻	drau	deau		ɖɻau	chao2	1	下05	肴		
706	下平6豪	匣	一	開	豪	平	胡刀	效	豪號毫噑(嗥)獋(獆)濠壕𩕍(䫧)𣘫崤𨚙𠢕𨼍[嚎][蠔]	ghau	hau		ʁɑu	hao2	13	下06	豪		
707	下平6豪	見	一	開	豪	平	古勞	效	高(髙)膏臯(睾)皋羔餻(糕)𡼗(㟸)櫜咎鼛鷱篙橰(槔)𧢌(䚌)䔌(䔌)㤒䆁𣓌倃䓘𨝲(䣗)	kau	kau		qɑu	gao1	21	下06	豪		
708	下平6豪	來	一	開	豪	平	魯刀	效	勞澇牢窂簩䝁𧰉蟧醪撈㟉㗦髝憥𦗖䜮𨦭𤩂嫪哰𣘪簝	lau	lau		lɑu	lao2	22	下06	豪		
709	下平6豪	曉	一	開	豪	平	呼毛	效	蒿𧯌撓薧薅茠𣐾	hau	xau		χɑu	hao1	7	下06	豪		
710	下平6豪	明	一	開	豪	平	莫袍	效	毛髦芼𣹪旄氂楙枆酕堥	mau	mau		mɑu	mao2	10	下06	豪		
711	下平6豪	透	一	開	豪	平	土刀	效	饕洮韜縚謟滔叨弢𩥓㹗𤘸慆絛幍𠌪槄蜪夲𠦎(𠦂)綢搯(掏)翢瑫𠬢䈱𠚜詜挑	thau	thau		tʰɑu	tao1	28	下06	豪		
712	下平6豪	端	一	開	豪	平	都勞	效	刀魛忉裯舠𩕯朷	tau	tau		tɑu	dao1	7	下06	豪		
713	下平6豪	心	一	開	豪	平	蘇遭	效	騷搔缫繰臊鰠溞颾鱢㮴䑹(艘)𠋺慅	sau	sau	㮴从叜	sɑu	sao1	13	下06	豪		
714	下平6豪	並	一	開	豪	平	薄襃	效	袍袌軳	bau	bau		bɑu	pao2	3	下06	豪		
715	下平6豪	幫	一	開	豪	平	博毛	效	襃褒𠅬𨚔	pau	pau		pɑu	bao1	4	下06	豪		
716	下平6豪	定	一	開	豪	平	徒刀	效	陶䛬䛌咷桃綯燾逃鼗=鞀鞉濤掏檮騊萄翿䬞匋啕翢錭駣蜪裪|淘|	dau	dau		dɑu	tao2	25	下06	豪		
717	下平6豪	精	一	開	豪	平	作曹	效	糟𦵩醩遭㷮槽傮𣩒㡟	cau	zau		tsɑu	zao1	9	下06	豪		
718	下平6豪	疑	一	開	豪	平	五勞	效	敖遨翺(翱)聱驁熬嶅獒滶蔜鷔鼇螯謷嗸嗷䫨𢧴摮嫯䦋𣘢𦪈𩪕鰲|鏊|[廒]	ngau	ngau	𩪕原作𩪋	ɴɑu	ao2	25	下06	豪		
719	下平6豪	從	一	開	豪	平	昨勞	效	曹𣍘槽螬嘈鐰䄚艚䏆𩫥䐬蓸漕褿	zau	dzau		dzɑu	cao2	14	下06	豪		
720	下平6豪	影	一	開	豪	平	於刀	效	𤏶(熝)䥝鏖	qau	au		ʔɑu	ao1	3	下06	豪		
721	下平6豪	泥	一	開	豪	平	奴刀	效	猱㺜𤣜巎嶩峱𤫕獿|𢜸訄臑䛝農憹	nau	nau		nɑu	nao2	8	下06	豪		
722	下平6豪	溪	一	開	豪	平	苦刀	效	尻訄	khau	qau		qʰɑu	kao1	2	下06	豪		
723	下平6豪	清	一	開	豪	平	七刀	效	操幧𢻥㡟	chau	cau		tsʰɑu	cao1	4	下06	豪		
724	下平6豪	滂	一	開	豪	平	普袍	效	㯱藨䫽㲏	phau	phau		pʰɑu	pao1	4	下06	豪		
725	下平7歌	見	一	開	歌	平	古俄	果	歌謌柯妿㤎滒鴚菏牁=戕哥	ka	ka		qɑ	ge1	11	下07	歌		
726	下平7歌	清	一	開	歌	平	七何	果	蹉瑳搓磋溠𪘓傞	cha	ca		tsʰɑ	cuo1	7	下07	歌		
727	下平7歌	端	一	開	歌	平	得何	果	多𦰿𦷛|茤|	ta	ta	𦷛原作⿰亻萠	tɑ	duo1	3	下07	歌		
