來源：楊蔚.湘西鄉話語音研究[M].廣東人民出版社,2010																																													
轉錄者：跳跳老鼠																																													
条					d	iau	2	l	a	2								l	ɑu	2	l	ɑu	2		l|t	ɑu|iɑu	2-|2=	量词|粉～																	
掉					l	iəɯ	3					l	iəu	3	l	iəu	3	l	iɤu	3									l	iəu	3	l	iəu	3	l	əu	3	d	iəu	3	l	iəu	5		
调	～换	d	iau	5	tʰ	au	3					d	iəu	5	d	iau	5	d	iɤu	5					t	iɑu	2	～大小	t	iau	3	tʰ	iəu	3	tʰ	iau	3	tʰ	iau	7	tʰ	iəu	3		
尿		ȵ	iau	5	ȵ	iau	5					ȵ	iəu	5	ȵ	iau	5	ȵ	iɤu	5					ȵ	iɔu	5		ȵ	iəu	5	ȵ	iəu	5	ȵ	iau	5	ȵ	iəu	5	ȵ	iau	5		
浇		tɕ	iau	1	tɕ	iau	1					tɕ	iau	1	tɕ	iau	1	tɕ	iɑu	1					tɕ	iɔu	1		tɕ	iau	1	tɕ	iɑu	1	tɕ	iau	1	tɕ	iau	1	tɕ	iau	1		
晓		ɕ	iau	3	ɕ	iau	3					ɕ	iau	3	ɕ	iau	3	ɕ	iɑu	3					ɕ	iɑu	3		ɕ	iau	3	ɕ	iɑu	3	ɕ	iau	3	ɕ	iau	3	ɕ	iau	3		
剖		pʰ	e	5	pʰ	ei	3					pʰ	ə	1	pʰ	e	5	pʰ	ɤ	5									pʰ	ə	5	pʰ	ei	5	pʰ	ei	1	pʰ	ei	3	pʰ	ei	1		
兜		t	ai	1	t	a	1					t	a	1	t	a	1	t	a	1									t	a	1	t	a	1	t	a	1	t	a	1	t	ɤɯ	1		
斗		t	ai	3	t	a	3					t	a	3	t	a	3	t	a	5					t	ᴀ|ou	3-|3=|5	一～米|烫～：熨斗|～铜钱：凑钱	t	a	3	t	a	3	t	a	3	t	a	3	t	a	3		
陡		t	ai	5	t	a	3					t	a	3	t	a	3	t	a	3					t	ᴀ	3		t	ei	3	t	a	3	t	a	3	t	a	3	t	a	3		
透		tʰ	ai	5	tʰ	a	5					tʰ	a	5	tʰ	a	5	tʰ	a	3									tʰ	a	5	tʰ	a	5	tʰ	a	5	tʰ	a	5	tʰ	a	5		
头		t	a	2	t	a	2	d	a	2		t	a	2	t	a	2	t	a	2	d	ɑ	2		d	ᴀ	2	日～：太阳	t	a	2	t	a	2	t	a	1	t	a	2	t	a	2		
豆		d	ai	5	d	a	5	d	a	5		d	a	5	d	a	5	d	a	5	t	ɑ	5		t	ᴀ	5		d	a	5	d	a	5	d	a	5	d	a	5	d	a	5		
楼		l	ai	1	l	a	1	l	a	1		l	a	1	l	a	1	l	a	1	l	ɑ	1						l	a	1	l	a	1	l	a	1	l	a	1	l	a	1		
篓		t	ai	5	d	a	1					d	a	5	d	ai	5	d	a	5					l	ᴀ	1	秧～：盛猪草、秧苗、牛粪等的筐	d	aŋ	5	d	ei	5	d	a	5	d	a	1	d	a	1		
漏		z	ai	5	z	a	5					z	a	5	z	a	5	z	a	5					dz	ᴀ	5		z	a	5	z	a	5	z	a	5	z	a	5	dz	a	5		
勾		k	ei	1	k	a	1					k	a	1	k	a	1	k	a	1					k	iᴀ	1		k	a	1	k	a	1	k	a	2	k	ei	2	k	a	1		
钩		k	ei	1	k	a	1	k	a	2		k	a	1	k	a	1	k	a	1	k	iɑ	1		k	iᴀ	1		k	a	2	k	a	1	k	a	2	k	ei	2	ɡ	a	1		
沟		k	ei	1	k	a	1					k	a	1	k	a	1	k	a	1					k	iᴀ	1		k	a	1	k	a	1	k	a	1	k	a	1	ɡ	ɤɯ	2		
够		k	ai	5	k	a	5	k	a	5		k	a	5	k	a	5	k	a	5	k	iɑ	5		k	iᴀ	5		k	a	5	k	a	5	k	a	5	k	a	5	k	a	5		
抠		kʰ	ai	1	kʰ	a	1					kʰ	a	1	kʰ	a	1	kʰ	a	1					kʰ	iᴀ	1	～耳屎：掏耳朵	kʰ	a	1	kʰ	a	1	kʰ	a	1	kʰ	a	1	kʰ	a	1		
口		kʰ	ai	3	kʰ	a	3	kh	a	3		kʰ	a	3	kʰ	a	3	kʰ	a	3	kh	iɑ	3						kʰ	a	3	kʰ	a	3	kʰ	a	3	kʰ	a	3	kʰ	a	3		
扣		kʰ	əu	5	kʰ	a	5					kʰ	a	5	kʰ	a	5	kʰ	a	3					kʰ	ou	5	～子	kʰ	əu	5	kʰ	a	5	kʰ	a	3	kʰ	a	7	kʰ	ɤɯ	7		
藕		ŋ	əɯ	5	ŋ	əɯ	3	ŋ	ɯ	3		ŋ	əɯ	7	ŋ	əɯ	7	ŋ	ɤɯ	7	ŋ	ou	7		ŋ	ou	7		ŋ	əu	3	ŋ	ɤɯ	3	ŋ	ɤɯ	3	ŋ	əɯ	7	ŋ	ɤɯ	3		
吼		x	əɯ	5	x	əɯ	3					x	əɯ	7	x	əɯ	7	x	ɤɯ	7					x	ʊ	7		x	əu	3	x	ɤɯ	3	x	ɤɯ	3	x	əɯ	7	x	ɤɯ	3		
喉		ʔ	ai	2	ɣ	a	2					ʔ	a	2	ʔ	a	2	ɣ	a	2					ɦ	ᴀ	2		ɣ	a	2	ɣ	a	2		a	2	ʔ	a	2	ɦ	a	5		
厚		ʔ	ai	3	ɣ	a	3	ɦ	a	2		ʔ	a	3	ʔ	a	3	ɣ	a	3	ɦ	ɑ	3		ɦ	ᴀ	3		ɣ	a	5		a	3	ɣ	a	5	ʔ	a	3		a	3		
呕		ʔ	ai	3		a	3					ʔ	a	3	ʔ	a	3		a	3						ᴀ	3			a	5		a	7		a	3		a	5		a	3		
沤		ʔ	ai	5		a	5					ʔ	a	5	ʔ	a	5		a	5						ᴀ	5			a	5		a	5		a	5		a	5	ʔ	a	5		
浮		f	əu	1	f	ei	2	z	oŋ	1		f	ə	2	f	ə	2	f	ə	2					f	u	2		f	ei	2	f	ei	2	f	ei	2	f	əu	1	f	u	2		
妇		pʰ	ai	5	pʰ	a	5	f	u	3	客话	pʰ	a	5	pʰ	a	5				ph	ai	5		pʰ|f	ᵘo|æi|u	3-|5|5=	媳～：儿媳|寡～	pʰ	ei	5	pʰ	a	5	pʰ	a	5	pʰ	a	5	pʰ	a	5		
妇	媳～							f	u	3	客话							pʰ	a	5	ph	ai	5		pʰ|f	ᵘo|æi|u	3-|5|5=	媳～：儿媳|寡～																	
妇	～女							f	u	3	客话							f	u	3	ph	ai	5		pʰ|f	ᵘo|æi|u	3-|5|5=	媳～：儿媳|寡～																	
流		dz	əu	2	dz	əɯ	2	tɕ	iu	2		dʑ	iəu	2	dʑ	iəu	2	dz	ɤɯ	2	dʑ	iou	2		dʑ	iou	2	～水	dʑ	iəɯ	2	dʑ	iɤɯ	2	dʑ	y	2	dz	əɯ	2	dʑ	ia	2		
刘		l	iei	1	l	ia	1					l	ia	1	l	ia	1	l	ia	1					l	iᴀ	1		l	ia	1	l	ia	1	l	ia	1	d	ia	1	d	ia	1		
留		tsʰ	ai	1	tɕ	iəu	2					tɕ	iəu	1	tɕ	iəu	1	tɕ	iɤu	1					dʑ	io	5		tɕ	iəu	1	tɕ	iəu	1	tsʰ	a	1	ts	əɯ	1	tsʰ	a	7		
留		ts	əu	1														ts	ɤu	1					dʑ	io	5																		
柳		l	iei	3	l	ia	3					l	ia	3	l	ia	3	l	ia	3					l	iᴀ	3		l	ia	3	l	ia	3	l	ia	3	d	ia	7	d	ia	3		
酒		tɕ	iai	3	tɕ	ia	3	tɕ	ia	3		tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	ts	iɑ	3		ts	iᴀ	3		ts	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3		
秋	～天	tɕʰ	iei	1	tɕʰ	ia	1					tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1					tsʰ	iᴀ|iu	1-|1=	交～：立秋|～天	tsʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1		
就		tɕ	iəu	5	tɕ	iəu	5					tɕ	iəu	5	tɕ	iəu	5	tɕ	iɤu	3					tɕ	iu	1		ts	iəu	3	tɕ	iəu	3	tɕ	iəu	3	tɕ	iəu	5	tɕ	iəu	3		
修		ɕ	ia	1	ɕ	ia	1	ɕ	ia	1		ɕ	ia	1	ɕ	ia	1	ɕ	ia	1	s	iɑ	1		s	iᴀ	1		s	ia	1	ɕ	ia	1	ɕ	ia	1	ɕ	iei	1	ɕ	ia	1		
锈		ɕ	iei	5	ɕ	iəɯ	5					ɕ	iəɯ	5	ɕ	iəu	5	ɕ	iɤɯ	5									s	iəɯ	5	s	ẽ	5	s	ẽ	5	ɕ	iəɯ	5	ɕ	iəu	5		
泅		dʑ	iei	2	dʑ	ia	2					dʑ	ia	2	dʑ	ia	2	dʑ	ia	2					dz	iᴀ	2	～水：游泳	dz	io	2	dʑ	ia	2	dʑ	ia	2	dʑ	ia	2	dʑ	ia	2		
袖		dʑ	iəu	5	dʑ	iəɯ	5	dʑ	iu	5		dʑ	iəu	5	dʑ	iəu	5	dʑ	iɤu	5	dz	iu	5		dz	iu	5		ts	u	3	ts	u	3	dʑ	y	5	dʑ	iəu	5	tɕʰ	iəu	3		
抽		tʰ	iei	1	tʰ	ia	1	th	ia	1		tʰ	ia	1	tʰ	ia	1	tʰ	ia	1	th	iɑ	1		tʰ	iᴀ	1		tʰ	ia	1	tʰ	ia	1	tʰ	ia	1	tʰ	ia	1	tʰ	ia	1		
丑		dz	əɯ	5	dz	əɯ	5					dz	əɯ	3	dz	əu	3	dz	ɤɯ	3					tɕʰ|tɕ	iu	7|5	～时|	dz	ei	5	dʑ	iɤɯ	3	dʑ	y	3	tɕʰ	ia	3	dz	əu	5		
绸		dz	əɯ	2	d	ia	2	d	ia	2		d	ia	2	d	ia	2	dz	ɤu	2	t	iɑ	2		t	iᴀ	2		t	ia	2	t	ia	2	t	ia	2	d	ia	2	d	ia	2		
搜		s	ai	1	s	a	1					s	a	1	s	a	1	s	a	1					s	ᴀ	1		s	a	1	s	a	1	s	a	1	s	a	1	s	a	1		
馊		s	ai	1	s	a	1					s	a	1	s	a	1	s	a	1					s	ᴀ	1		s	a	1	s	a	1	s	a	1	s	a	1	s	a	1		
瘦		s	ai	5	s	əɯ	5	ɕ	iu	5		ɕ	iəu	5	ɕ	iəu	5	s	ɤɯ	5	ɕ	iu	5		ɕ	iu	5		ɕ	iəɯ	5	ɕ	iɤɯ	5	ɕ	y	5	tʰ	o	5	tʰ	o	5		
州		ts	a	1	ts	a	1	tɕ	iu	1		ts	a	1	ts	a	1	ts	a	1	tɕ	iu	1						tʂ	a	1	ts	a	1	ts	a	1	ts	a	1	ts	a	1		
帚		ts	u	3	ts	u	5					ts	u	3	ts	u	3	ts	u	3					tʂ	u	3		tʂ	u	3	ts	u	3	ts	u	3	ts	u	3	ts	u	3		
臭		tsʰ	au	5	tsʰ	əu	5	tsh	ɔu	5		tsʰ	əu	5	tsʰ	əu	5	tsʰ	ɤu	5	tɕh	iou	5		tɕʰ	iou	5		tɕʰ	iəu	5	tsʰ	əu	5	tsʰ	əu	5	tsʰ	əu	5	tsʰ	əu	5		
收		s	a	1	s	a	1					s	a	1	s	a	1	s	a	1					ɕ	iᴀ	1		ɕ	ia	1	s	a	1	s	a	1	s	a	1	s	a	1		
手		s	əu	3	s	əɯ	3	ɕ	iu	3		ɕ	iəɯ	3	s	əɯ	3	s	ɤu	3	ɕ	iou	3		ɕ	iᴀ|iou	3	～□tɕiou24②：毛巾|	ɕ	iəu	3	ɕ	iəu	3	ɕ	y	3	s	əɯ	3	s	əu	3		
守		ts	əu	3	ts	əɯ	3					tɕ	iəu	3	tɕ	iəu	3	ts	ɤu	3					tɕ	iou	3	～孝	tɕ	iəu	3	tɕ	iəu	3	tɕ	y	3	ts	əu	3	ts	əu	3		
仇		dz	əɯ	2	dz	əɯ	2					dz	əɯ	2	dz	əɯ	2	dz	ɤu	2									dʑ	iəɯ	2	dʑ	iɤɯ	2	dz	əu	2	dz	a	2	dz	əu	2		
阄		k	ai	1	k	a	1					k	a	1	k	a	1	k	a	1					k	iᴀ	1	抓～	k	a	1	k	a	1	k	a	1	k	a	1	k	a	1		
九		tɕ	iai	3	tɕ	ia	3	tɕ	ia	3		tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	iɑ	3		tɕ	iᴀ	3		tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3		
久		tɕ	iai	3	tɕ	ia	3					tɕ	ia	3	tɕ	ia	3	tɕ	ia	3					tɕ	iᴀ	3		tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3		
韭		tɕ	iei	3	tɕ	ia	3					tɕ	ia	3	tɕ	ia	3	tɕ	ia	3					tɕ	iᴀ	3		tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3		
灸		tɕ	iei	3	tɕ	ia	3					tɕ	ia	3	tɕ	ia	3	tɕ	ia	3									tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3	tɕ	ia	3		
救		tɕ	iau	3	tɕ	ia	3					k	əɯ	5	k	əɯ	5	k	ɤɯ	5									tɕ	iəu	5	k	ɤɯ	5	tɕ	ia	5	tɕ	ia	5	tɕ	ia	5		
救																		tɕ	ia	3																									
丘		tɕʰ	iaŋ	1	tɕʰ	ia	1					tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1					tɕʰ	iᴀ	1		tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1	tɕʰ	ia	1		
求		tɕ	iei	2	dʑ	ia	2					tɕ	ia	2	tɕ	ia	2	dʑ	ia	2					tɕ	iᴀ	2		dʑ	ia	2	tɕ	ia	2	tɕ	ia	2	tɕ	ia	2	dʑ	iəu	2		
球		dʑ	iei	2	dʑ	ia	2	dʑ	ia	2		dʑ	ia	2	dʑ	ia	2	dʑ	ia	2	dʑ	iɑ	2		dʑ|tɕ	iᴀ|iu	2-|5=	大蒜～：大蒜头|皮～：篮球	dʑ	ia	2	dʑ	ia	2	dʑ	ia	2	tɕ	ia	2	dʑ	ia	2		
舅		k	o	5	ɡ	o	3					k	o	3	k	o	3	k	o	5	k	uo	2	暂处理为本字	k	uo	2	(训读)	k	o	5	k	o	3	k	o	5	k	o	5	k	o	5		
旧		k	u	5	ɡ	u	5					k	u	5	k	u	5	k	u	5									k	u	5	k	u	5	k	u	5	k	u	3	k	o	5		
牛		ȵ	i	1	ŋ	əɯ	1	ŋ	ɯ	1		ŋ	əɯ	1	ŋ	əɯ	1	ŋ	ɤɯ	1	ŋ	ei	1		ŋ	ei	1		ŋ	ei	1	ŋ	ɤɯ	1	ŋ	ɤɯ	1	ȵ	i	1	ŋ	ɤɯ	2		
有		v	ai	3		ua	3	v	a	3		v	a	3	v	a	3	v	a	3	v	ɑ	3		v	ᴀ	3		v	a	3	v	a	3	v	a	1	v	a	3	v	a	3		
友					z	a	5					z	a	3	ts	a	3	z	a	3					ʑ	iᴀ	1		ʑ	ia	5	z	a	3	z	a	3	z	a	3	z	a	3		
右		dz	ai	5	z	a	5	z	a	1		z	a	5	z	a	5	z	a	5									ʑ	yei	5	z	a	5	z	a	5	dz	a	5	dz	a	5		
油		z	ai	1	z	a	1	z	a	1		z	a	1	z	a	1	z	a	1	ʑ	iɑ	1		ʑ	iᴀ	1		ʑ	ia	1	z	a	1	z	a	1	z	a	1	z	a	1		
酉		z	ai	3	z	a	1					z	a	3	z	a	3	z	a	3						iu	3		ʑ	ia	3	z	a	3	z	a	3	z	a	1	z	a	3		
耽		t	a	1	t	oŋ	1					t	oŋ	1	t	oŋ	1	t	oŋ	1									t	oŋ	1	t	õ	1	t	oŋ	1	t	ɑŋ	1	t	ẽ	1		
答		t	a	2	t	oʔ	7					t	o	7	t	o	7	t	o	7					t	uo	7		t	oʔ	7	t	o	7	t	o	7	t	o	7	t	ɑ	2		
搭		t	a	2	t	oʔ	7	t	u	7		t	o	7	t	o	7	t	o	7	t	uo	7		t	uo	7	～早：趁早	t	o	7	t	o	7	t	o	7	t	o	7	t	ui	2		
踏					tʰ	oʔ	7	th	ɯ	7		tʰ	o	2	tʰ	o	2	tʰ	o	7	th	ɑ	5		tʰ	ʊ	7								tʰ	o	7								
潭		d	aŋ	2	d	oŋ	2	d	oŋ	3		d	oŋ	2	d	oŋ	2	d	oŋ	2	t	oŋ	2		t	oŋ	2		d	oŋ	2	d	oŋ	2	d	oŋ	3	d	oŋ	2	d	ɛ	2		
沓	一～纸	tʰ	o	3	tʰ	o	2					tʰ	o	3	tʰ	o	3	tʰ	o	2					tʰ	uo	2	一～纸	tʰ	o	2	tʰ	ɤ	2	tʰ	o	2	tʰ	o	3	tʰ	o	1		
南		l	a	1	l	o	1	l	õ	1		l	oŋ	1	l	ẽ	1	n	oŋ	1	l	an	2	逢鼻尾韵实际音值为[n]	n	ɑŋ	1		l	ai	1	n	ã	2	l	oŋ	1	l	ɑŋ	1	l	oŋ	1		
男		l	a	1	l	o	1					n	oŋ	1	n	ẽ	1	n	oŋ	1					n	an	2		l	ai	1	n	ã	2	l	oŋ	1	l	ɑŋ	1	l	oŋ	1		
纳		l	iei	1	l	oʔ	7					l	əɯ	7	l	əɯ	7	l	ɤɯ	7									l	o	7	l	o	7	l	ei	7	l	e	7	l	ɑ	7		
簪		ts	a	1	ts	õ	1					ts	oŋ	1	ts	oŋ	5	ts	oŋ	1					ts	ɑŋ	1		ts	oŋ	1	ts	oŋ	1	ts	oŋ	1	ts	ɑŋ	1	ts	oŋ	1		
鸽		k	o	2	k	o	2	k	o	2		k	o	2	k	o	2	k	o	2	k	ou	3		k	ou	3		k	o	2	k	o	2	k	o	2	k	o	2	k	o	2		
坎		kʰ	oŋ	1	kʰ	ẽ	7					kʰ	ẽ	1	kʰ	ẽ	1	kʰ	ẽ	1									kʰ	õ	3	kʰ	õ	3	kʰ	oŋ	3	tɕʰ	ioŋ	3	kʰ	oŋ	3		
盒		x	o	2	x	o	2	x	o	2		x	o	2	x	o	2	x	o	2	x	uo	2		x	uo	2		x	o	2	ɦ	ɤ	2	x	o	2	x	o	2	x	o	2		
暗					ŋ̍		5					ŋ̍		5	ŋ	ẽ	5		ɑŋ	3	ŋ	an	5									ŋ̍		5	ŋ	oŋ	5	ŋ	ɑŋ	5	ŋ	oŋ	5		
胆		t	oŋ	3	t	oŋ	3	t	oŋ	3		t	ẽ	3	t	ẽ	3	t	ẽ	3	t	oŋ	3		t	oŋ	3		t	oŋ	3	t	õ	3	t	oŋ	3	t	oŋ	3	t	oŋ	3		
担	～子	t	a	5	t	õ	5					t	oŋ	5	t	oŋ	5	t	oŋ	5					t	ɑŋ	5	～水：挑水	t	oŋ	5	t	õ	5	t	oŋ	5	t	oŋ	5	t	oŋ	5		
塔		tʰ	a	2	tʰ	o	2	th	a	5		tʰ	a	2	tʰ	a	2	tʰ	o	2	th	ɑ	5		tʰ	ᴀ	5		tʰ	o	2	tʰ	o	2	tʰ	a	2	tʰ	o	2	tʰ	ɑ	2		
塌		tʰ	o	2	tʰ	o	2					tʰ	o	2	tʰ	o	2	tʰ	o	2									tʰ	o	2	tʰ	o	2	tʰ	o	2	tʰ	o	2	tʰ	o	2		
痰		t	a	2	d	õ	2					d	aŋ	2	d	ẽ	2	d	ẽ	2					t	ɑŋ	2		d	õ	2	d	õ	2	d	oŋ	2	d	ɑŋ	2	d	oŋ	2		
痰																		d	õ	2					t	ɑŋ	2																		
淡		d	oŋ	5	d	oŋ	5	d	oŋ	5		d	ẽ	3	d	ẽ	3	d	ẽ	3	t	oŋ	5		d	oŋ	5		d	õ	3	d	õ	3	d	oŋ	5	d	oŋ	5	d	oŋ	5		
蓝		l	a	1	l	oŋ	1	l	õ	1		l	oŋ	1	l	oŋ	1	l	oŋ	1	l	ɑŋ	1	逢鼻尾韵实际音值为[n]	n	ɑŋ	1		l	oŋ	1	l	õ	1	l	oŋ	1	l	ɑŋ	1	l	oŋ	1		
篮		l	a	1	l	õ	1					l	oŋ	1	l	oŋ	1	l	oŋ	1					n	an	2		l	oŋ	1	l	õ	1	l	oŋ	1	l	ɑŋ	1	l	oŋ	2		
腊		l	o	1	l	oʔ	7					l	o	7	l	o	7	l	o	7					l	uo	7		l	o	7	l	o	7	l	o	7	l	o	7	l	o	2		
蜡		l	o	1	l	oʔ	7	l	u	7		l	o	7	l	o	7	l	o	7	l	uo	7		l	uo	7		l	o	7	l	o	7	l	o	7	l	o	7	l	ɑ	2		
三		s	o	1	s	o	1	s	u	1		s	o	1	s	o	1	s	o	1	s	uo|oŋ	1	又	s	uo|oŋ	1		s	o	1	s	ɤ	1	s	o	1	s	u	1	s	u	1		
甘		k	oŋ	1	k	oŋ	1	k	oŋ	1		k	ẽ	1	k	ẽ	1	k	ẽ	1	k	oŋ	1		k	oŋ|ɑŋ	1-|1	甜|～蔗	k	oŋ	1	k	õ	1	k	oŋ	1	k	oŋ	1	k	oŋ	1		
柑		k	a	1	k	õ	1					k	oŋ	1	k	oŋ	1	k	õ	1					k	ɑŋ	1		k	oŋ	1	k	õ	1	k	oŋ	1	k	oŋ	1	k	oŋ	1		
赚		t	uei	5	d	uɛ	5	d	ui	5		t	yɛ	5	t	yɛ	5	t	uɛ	1	tsh	ou	3						t	uɛ	5	t	uai	5	t	uei	5	t	uɛ	5	d	y	5		
蘸	～醋	t	ai	1	t	a	1					t	a	1	t	a	1	t	a	1									t	a	1	t	a	1	t	a	1	t	a	1	t	a	1		
插		tsʰ	o	1	tsʰ	uaʔ	7	tsh	o	3		tsʰ	o	7	tsʰ	o	7	tsʰ	ua	7	ts	ɑ	7		tsʰ	ᴀ	7		tsʰ	oʔ	7	tsʰ	o	7	tsʰ	o	7	tsʰ	o	7	tsʰ	o	7		
谗		dz	a	5	dz	a	2					dz	a	2	dz	a	2	dz	a	2									dz	oŋ	2	dz	o	2	dz	a	2	dz	a	2	dz	a	2		
阐		ts	o	1	ts	o	7					ts	o	7	ts	o	7	ts	o	7									ts	o	2	ts	o	2	ts	o	2	ts	o	7	ts	u	2		
炸		ts	o	1	dz	o	2					ts	o	1	ts	o	5	ts	o	2					ts	uo	5	～弹	ts	o	5	ts	ɤ	2	ts	o	5	ts	o	7	ts	u	7		
杉		s	o	1	s	o	1	s	u	1		s	o	1	s	o	1	s	o	1	s	uo	1		s	uo	1		s	o	1	s	ɤ	1	s	o	1	s	o	1	s	o	1		
夹		k	o	1	k	o	2	k	u	7		k	o	7	k	o	7	k	o	7	k	uo	7		k	uo	7		k	o	7	k	o	7	k	o	7	k	o	7	k	u	7		
裌		k	o	1	k	oʔ	7					k	o	7	k	o	7	k	o	7									k	oʔ	7	k	o	7	k	o	7	k	o	7	k	u	7		
掐		kʰ	o	1	kʰ	o	7					kʰ	o	7	kʰ	o	5	kʰ	o	7					kʰ	ᴀ	7		tɕʰ	ia	1	tɕʰ	ia	5				dʑ	ia	2	kʰ	o	7		
咸		dʑ	iɛ	2	dz	əɯ	2	dʑ	ie	2		dʑ	iɛ	2	dʑ	iɛ	2	dʑ	iɛ	2	dʑ	iou	2		dʑ	iou	2		dʑ	iɛ	2	dʑ	iɤɯ	2	dʑ	y	2	dʑ	iɛ	2	dʑ	iɛ	2		
狭		ʔ	o	2	ɣ	o	2					ɣ	o	2		o	2	ɣ	o	2						uo	5	窄	ɣ	o	2		ɤ	2		o	2		u	2		u	2		
岩		ŋ	ai	1	ŋ	a	1	ŋ	a	1		ŋ	a	1	ŋ	a	1	ŋ	a	1	ȵ	iɑ	1		ȵ	iᴀ	1	石头	ŋ	a	1	ŋ	a	1	ŋ	a	1	ŋ	a	1	ŋ	a	1		
鸭			o	1		uɛ	7	Ǿ	ui	7			u	7		u	7		u	7	Ǿ	ɷ	7			ʊ	7			uɛ	7		əu	7	ʔ	əu	7		ui	7		ui	7		
押			o	1		oʔ	7						o	7		o	7		o	7						uo|iᴀ	7-|2=	|～金		oʔ	7	ʔ	ɤ	7		o	5		io	3		o	7		
压			o	1		oʔ	7						o	7		o	7		o	7						uo	7			oʔ	7	ʔ	ɤ	7		o	5		o	7	ŋ	o	7		
镰		l	i	1	l	i	1					l	iɛ	1	l	iɛ	1	l	iɛ	1					l	iɛ	1		l	iei	1	l	iɛ	1	l	ie	1	d	i	1	l	ia	2		
尖		ts	ei	1	ts	ɛ	1	ts	e	1		ts	ai	1	ts	ai	1	ts	ɛ	1	ts	ai	1		ts	æi	1		ts	ai	1	ts	ai	1	ts	ai	1	ts	ɛ	1	ts	ɛ	1		
接		tɕ	iɛ	1	tɕ	iʔ	7	tɕ	i	7		tɕ	iɛ	7	tɕ	i	7	tɕ	iɛ	7	ts	i	7		ts	i	7		ts	iɛʔ	7	tɕ	i	7	tɕ	i	7	tɕ	i	7	tɕ	iɛ	7		
签		tsʰ	ei	1	tsʰ	ɛ	1	l	ui	3		tsʰ	ai	1	tsʰ	ai	1	tsʰ	ɛ	1	tsh	ai	1		tsʰ	æi	1		tsʰ	ɛi	1	tsʰ	ai	1	tsʰ	ei	1	tsʰ	ɛ	1	tsʰ	ɛ	1		
捷		tɕʰ	i	3	tɕʰ	iɛʔ	7					tɕʰ	iɛ	7	tɕʰ	iɛ	3	tɕʰ	iɛ	7									tɕʰ	iaʔ	7	tɕʰ	iɛ	7	tɕʰ	ie	7	tɕʰ	iɛ	3	tsʰ	a	7		
闪		s	ai	5	s	ɛ	3					s	ai	3	s	ai	3	s	ɛ	3					ɕ	iɛ	3		s	oŋ	5	s	õ	5	s	ei	3	s	ɛ	3	s	ɛ	3		
染		ȵ	i	5	ȵ	i	3	ȵ	i	5		ȵ	iɛ	5	ȵ	iɛ	5	ȵ	iɛ	5	ȵ	iɛ	5		ȵ	iɛ	5		ȵ	iei	5	ȵ	iɛ	5	ȵ	i	5	ȵ	iɛ	3	z	ɛ	3		
钳		tɕ	i	2	dʑ	i	2	k	u	3		dʑ	i	2	dʑ	i	2	dʑ	iɛ	2	dʑ	ian	2		dʑ	ian	2	～子	tɕ	iɛ	2	tɕ	iɛ	2	dʑ	i	2	tɕ	iɛ	2	dʑ	iɛ	2		
淹			aŋ	1		õ	1						aŋ	1		an	1		iɛ	1						ei	1			ei	1		ɛi	1		əu	1		ɑŋ	1		oŋ	1		
腌			i	1		iɛ	1						iɛ	1		iɛ	1		iɛ	1						iɛ	1			iei	1		iɛ	1		ie	1		iɛ	1		iɛ	1		
盐		z	ei	2	z	ɛ	2	z	æ	2		z	ai	2	z	ɛi	2	z	æ	2	ʑ	iɛ	2		ʑ	iɛ	2		ʑ	iai	2	ʑ	iɛ	2	ʑ	iei	2	z	ɛ	2	z	ɛ	2		
焰					z	ɛ	5					z	ɿ	5	z	ɿ	5	dz	ɛ	5									ʑ	iẽ	5	z	ẽ	5											
叶		s	ei	1	s	eʔ	7	s	i	7		s	ə	7	s	əu	7	s	e	7	ɕ	i	7		ɕ|	i|iɛ	7-|7=	|百～肚：牛肚儿(带毛状物的那种)	ɕ	iɛ	7	ɕ	i	7	s	ei	7	s	ei	7	s	ɛ	7		
页		z	ei	3	z	eʔ	7						iɛ	7		iɛ	7		iɛ	7					ɕ	i	7			iɛ	7	ɕ	i	7					iɛ	7	z	ɛ	7		
点		t	ei	3	t	æ	3	t	æ	3		t	ai	3	t	ai	3	t	æ	3	t	ai	3		t	ai	3		t	ai	3	t	ai	3	t	ai	3	t	ɛ	3	t	ɛ	3		
跌		t	a	1	t	aʔ	7	d	a	7		d	a	7	d	a	7	d	a	7									d	a	7	d	a	7	d	a	7	d	a	7	d	a	7		
