聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	新註	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習				
章	開	三	鍾	上	章	通	踵	0	2	0		ts	ʊŋ	213					zhung2	zhung2	dung2	dung2	zung2					
章	開	三	鍾	上	章	通	腫	0	0	0		ts	ʊŋ	213					zhung2	zhung2	zung2	zung2	zung2					
章	開	三	鍾	上	章	通	種	1	0	0		ts	ʊŋ	213				種子	zhung2	zhung2	zung2	zung2	zung2					
章	開	三	鍾	去	章	通	種	1	0	0		ts	ʊŋ	33				種植		zhung3		zung3	zung3					
見	開	三	鍾	上	見	通	鞏	0	0	0		k	ʊŋ	213					gung2	gung2	gung2	gung2	gung2					
見	開	三	鍾	上	見	通	拱	0	1	0		k	ʊŋ	213					gung2	gung2	gung2	gung2	gung2					
							拱					kʰ	ʊŋ	213				拱北										
溪	開	三	鍾	上	見	通	恐	0	0	0		kʰ	ʊŋ	213					hung2	hung2	hung2	hung2	hung2					
影	開	三	鍾	上	影	通	擁	0	0	0		j	ʊŋ	213					jung2	ung2	jung2	jung2	jung2					
以	開	三	鍾	上	以	通	恿	0	2	0		j	ʊŋ	213					-	-	-	jung2	jung2					
以	開	三	鍾	上	以	通	蛹	0	1	0		j	ʊŋ	213					jung2	jung2	jung2	jung2	jung2					
以	開	三	鍾	上	以	通	勇	0	0	0		j	ʊŋ	213					jung5	jung5	jung5	jung5	jung5					
並	合	三	鍾	上	幫	通	奉	0	0	0		h	ʊŋ	33					fung6	fung6	fung6	fung6	fung6					
滂	合	三	鍾	上	幫	通	捧	0	0	0		p	ʊŋ	213					fung2	fung2	fung2	pung2	fung2	pung2				
邪	開	三	鍾	去	精	通	誦	0	0	0		ts	ʊŋ	33					sung6	zung6	zung6	zung6	zung6					
以	開	三	鍾	去	以	通	用	0	0	0		j	ʊŋ	33					jung6	jung6	jung6	jung6	jung6					
來	開	三	鍾	入	來	通	綠	0	0	0		l	ʊk	3					luk6	luk6	luk6	luk6	luk6					
來	開	三	鍾	入	來	通	錄	0	0	0		l	ʊk	3					luk6	luk6	luk6	luk6	luk6					
清	開	三	鍾	入	精	通	促	0	0	0		tsʰ	ʊk	5					-	cuk1	cuk1	cuk1	cuk1					
心	開	三	鍾	入	精	通	粟	0	1	0		s	ʊk	5					suk1	suk1	suk1	suk1	suk1					
邪	開	三	鍾	入	精	通	續	0	0	0		ts	ʊk	3					zuk6	zuk6	zuk6	zuk6	zuk6					
邪	開	三	鍾	入	精	通	俗	0	0	0		s	ʊk	3					zuk6	zuk6	zuk6	zuk6	zuk6					
章	開	三	鍾	入	章	通	燭	0	0	0		ts	ʊk	5					zhuk1	zhuk1	-	zuk1	zuk1					
章	開	三	鍾	入	章	通	囑	0	0	0		ts	ʊk	5					zhuk1	zhuk1	zuk1	zuk1	zuk1					
章	開	三	鍾	入	章	通	矚	0	2	0		ts	ʊk	5					zhuk1	zhuk1	zuk1	zuk1	zuk1					
章	開	三	鍾	入	章	通	屬	1	0	0									zhuk1			zuk1	zuk1					
常	開	三	鍾	入	章	通	屬	1	0	0		s	ʊk	3						shuk6	suk6	suk6	suk6					
昌	開	三	鍾	入	章	通	觸	0	0	0		tsʰ	ʊk	5					chuk1	chuk1	-	zuk1	cuk1	zuk1				
常	開	三	鍾	入	章	通	鐲	0	2	0		ts	ʊk	5					-	-	-	aak3	zuk1					
常	開	三	鍾	入	章	通	蜀	0	1	0		s	ʊk	3					shuk6	shuk6	suk6	suk6	suk6					
書	開	三	鍾	入	章	通	束	0	0	0		tsʰ	ʊk	5					chuk1	chuk1	-	cuk1	cuk1					
船	開	三	鍾	入	章	通	贖	0	1	0		s	ʊk	3					-	shuk6	suk6	zuk6	suk6					
日	開	三	鍾	入	日	通	辱	0	0	0		j	ʊk	3					juk6	juk6	juk6	juk6	juk6					
溪	開	三	鍾	入	見	通	曲	0	0	0		kʰ	ʊk	5					huk1	huk1	kuk1	kuk1	kuk1					
疑	開	三	鍾	入	見	通	獄	0	0	0		j	ʊk	3					njuk6	juk6	-	juk6	juk6					
疑	開	三	鍾	入	見	通	玉	0	0	0		j	ʊk	3					njuk6	juk6	juk6	juk6	juk6					
曉	開	三	鍾	入	影	通	旭	0	1	0		j	ʊk	5					huk1	huk1	guk1	juk1	juk1					
以	開	三	鍾	入	以	通	浴	0	0	0		j	ʊk	3					juk6	juk6	juk6	juk6	juk6					
以	開	三	鍾	入	以	通	慾	0	0	0		j	ʊk	3					juk6	juk6	juk6	juk6	juk6					
以	開	三	鍾	入	以	通	欲	0	0	0		j	ʊk	3					juk6	juk6	juk6	juk6	juk6					
群	開	三	鍾	入	見	通	局	0	0	0		k	ʊk	3					guk6	guk6	guk6	guk6	guk6					
知	開	二	江	平	知	江	樁	0	1	0		ts	ɔŋ	55					zhong1	zhung1	zong1	zong1	zong1					
澄	開	二	江	平	知	江	撞	0	0	0		ts	ɔŋ	33					zhong6	zhong6	zong6	zong6	zong6					
澄	開	二	江	平	知	江	幢	1	1	0		tsʰ	ɔŋ	51				幡幢	-	zhong4	cong4	cong4	zong4	cong4				
澄	開	二	江	去	知	江	幢	1	1	0		ts	ɔŋ	33				一幢樓	-				zong6					
							幢	1	1	0		tʰ	ɔŋ	51				海幢寺	-			tong4	tong4					
生	開	二	江	平	莊	江	雙	0	0	0		s	œŋ	55					shoeng1	shoeng1	soeng1	soeng1	soeng1					
見	開	二	江	平	見	江	江	0	0	0		k	ɔŋ	55					gong1	gong1	gong1	gong1	gong1					
見	開	二	江	平	見	江	肛	0	1	0		k	ɔŋ	55					-	gong1	-	gong1	gong1					
見	開	二	江	平	見	江	扛	0	0	0		kʰ	ɔŋ	55					gong1	gong1	gong1	gong1	gong1					
溪	開	二	江	平	見	江	控	0	0	0		kʰ	ʊŋ	33					hung3	hung3	hung3	hung1	hong3					
溪	開	二	江	平	見	江	腔	0	0	0		h	ɔŋ	55					hong1	hong1	hong1	hong1	hong1					
匣	開	二	江	平	影	江	缸	0	0	0		k	ɔŋ	55					gong1	gong1	gong1	gong1	gong1					
匣	開	二	江	平	影	江	降	1	0	0		h	ɔŋ	51				投降	hong4	hong4			hong4					
見	開	二	江	去	見	江	降	1	0	0		k	ɔŋ	33				降落		gong3	gong3	gong3	gong3					
幫	開	二	江	平	幫	江	邦	0	1	0		p	ɔŋ	55					bong1	bong1	bong1	bong1	bong1					
並	開	二	江	平	幫	江	龐	0	1	0		pʰ	ɔŋ	51					pong4	pong4	pong4	pong4	pong4					
見	開	二	江	上	見	江	講	0	0	0		k	ɔŋ	213					gong2	gong2	gong2	gong2	gong2					
見	開	二	江	上	見	江	港	0	0	0		k	ɔŋ	213					gong2	gong2	gong2	gong2	gong2					
匣	開	二	江	上	影	江	項	0	0	0		h	ɔŋ	33					hong6	hong6	hong6	hong6	hong6					
並	開	二	江	上	幫	江	棒	0	0	0		pʰ	aŋ	213					paang5	baang5	paang5	paang5	pong5					
並	開	二	江	上	幫	江	蚌	0	1	0		pʰ	ɔŋ	213					pong5	pong5	pong5	pong5	pong5					
匣	開	二	江	去	影	江	巷	0	0	0		h	ɔŋ	33					hong6	hong6	hong6	hong6	hong6					
知	開	二	江	入	知	江	桌	0	0	0		tsʰ	œk	3					-	-	zoek3	zoek3	coek3					
知	開	二	江	入	知	江	琢	0	1	0		t	œk	3					doek1	doek3	doek3	doek3	doek3					
知	開	二	江	入	知	江	卓	0	1	0		tsʰ	œk	3					choek1	choek3	coek3	coek3	coek3					
澄	開	二	江	入	知	江	擢	0	2	0		ts	ɔk	3					zhaak6	zhaak3	zok6	zaak6	zok6					
澄	開	二	江	入	知	江	濁	0	0	0		ts	ʊk	3					zhuk6	zhuk6	zuk6	zuk6	zuk6					
莊	開	二	江	入	莊	江	捉	0	0	0		ts	ɔk	5					zhoek1	zhuk1	-	zuk1	zuk1					
崇	開	二	江	入	莊	江	浞	0	3	0		ts	ɔk	3					-	-	-	cuk1	zok6					
生	開	二	江	入	莊	江	朔	0	2	0		s	ɔk	3					shok1	shok3	sok3	sok3	sok3					
溪	開	二	江	入	見	江	確	0	0	0		kʰ	ɔk	3					kok1	kok3	kok3	kok3	kok3					
疑	開	二	江	入	見	江	嶽	0	1	0		ŋ	ɔk	3					ngok6	ngok6	ngok6	ngok6	ngok6					
疑	開	二	江	入	見	江	岳	0	1	0		ŋ	ɔk	3					ngok6	ngok6	ngok6	ngok6	ok6					
匣	開	二	江	入	影	江	學	0	0	0		h	ɔk	3					hok6	hok6	hok6	hok6	hok6					
影	開	二	江	入	影	江	握	0	0	0			ɐk	5					ak1	ak1	aak1	ak1	aak1					
影	開	二	江	入	影	江	渥	0	2	0			ɐk	5					ak1	ak1	aak1	aak1	aak1					
影	開	二	江	入	影	江	喔	1	2	0			ɐk	5				雞叫聲	-	-	-	aak1	ak1					
							喔	1	2	0			ɔ	55				嘆詞	-	-	-	o1	o1					
幫	開	二	江	入	幫	江	剝	0	0	0		m	ɔk	5					bok1	mok1	mok3	mok1	bok1	mok1				
幫	開	二	江	入	幫	江	駁	0	0	0		p	ɔk	3					bok1	-	bok3	bok3	bok3					
並	開	二	江	入	幫	江	雹	0	0	0		p	ɔk	3					-	buk6	-	buk6	bok6					
滂	開	二	江	入	幫	江	璞	0	2	0		pʰ	ɔk	3					pok1	pok3	pok3	pok3	pok3					
來	開	三	支A	平	來	止	罹	0	2	0		l	i	51					li4	li4	lei4	lei4	lei4					
來	開	三	支A	平	來	止	鸝	0	2	0		l	i	51					li4	li4	-	lei4	lei4					
來	開	三	支A	平	來	止	離	0	0	0		l	i	51					li4	li4	lei4	lei4	lei4					
來	開	三	支A	平	來	止	驪	0	2	0		l	i	51					li4	li4	lei4	lei4	lei4					
來	開	三	支A	平	來	止	麗	0	0	0		l	ɐi	33					lai6	lai6	lai6	lai6	lai6					
來	開	三	支A	平	來	止	璃	1	0	0		l	i	51				琉璃	li4	li4	lei4	lei4	lei4					
來	開	三	支A	平	來	止	璃	1	0	0		l	i	55				玻璃				lei1	lei1					
來	開	三	支A	平	來	止	漓	0	1	0		l	i	51					li4	li4	lei4	lei4	lei4					
來	開	三	支A	平	來	止	籬	0	1	0		l	i	51					li4	li4	lei4	lei4	lei4					
精	合	三	支A	平	精	止	劑	0	0	0		ts	ɐi	55					zai1	zai1	zai1	zai1	zai1					
清	開	三	支A	平	精	止	雌	0	1	0		tsʰ	i	55					cii1	ci1	ci1	ci1	ci1					
從	開	三	支A	平	精	止	疵	0	2	0		tsʰ	i	55					cii4	ci1	ci1	ci1	ci1					
心	開	三	支A	平	精	止	斯	0	0	0		s	i	55					sii1	si1	si1	si1	si1					
心	開	三	支A	平	精	止	廝	0	2	0		s	i	55					sii1	si1	-	-	si1					
邪	合	三	支A	平	精	止	隨	0	0	0		tsʰ	ɵy	51					ceoi4	ceoi4	ceoi4	ceoi4	ceoi4					
邪	合	三	支A	平	精	止	隋	0	2	0		tsʰ	ɵy	51					ceoi4	ceoi4	ceoi4	ceoi4	ceoi4					
章	開	三	支A	平	章	止	肢	0	0	0		ts	i	55					zhi1	zhi1	zi1	zi1	zi1					
章	開	三	支A	平	章	止	支	0	0	0		ts	i	55					zhi1	zhi1	zi1	zi1	zi1					
章	開	三	支A	平	章	止	只	0	0	0		ts	i	213					zhi2	zhi2	zek3	zi2	zi2					
章	開	三	支A	平	章	止	枝	1	0	0		ts	i	55					zhi1	zhi1	zi1	zi1	zi1					
							枝	1				k	i	55				荔枝										
常	開	三	支A	上	章	止	氏	1	0	0		s	i	33				姓氏	shi6	shi6	si6	si6	si6					
章	開	三	支A	平	章	止	氏	1	0	0		ts	i	55				大月氏					zi1					
昌	合	三	支A	平	章	止	炊	0	0	0		tsʰ	ɵy	55					teoi1	cheoi1	ceoi1	ceoi1	ceoi1					
昌	合	三	支A	平	章	止	吹	0	0	0		tsʰ	ɵy	55					teoi1	cheoi1	ceoi1	ceoi1	ceoi1					
常	開	三	支A	平	章	止	提	0	0	0		tʰ	ɐi	51					tai4	tai4	tai4	tai4	tai4					
常	合	三	支A	平	章	止	垂	0	0	0		s	ɵy	51					sheoi4	sheoi4	seoi4	seoi4	seoi4					
常	開	三	支A	平	章	止	匙	1	0	0		s	i	51				鎖匙	shi4	shi4	si4	si4	si4					
							匙	1	0	0		tsʰ	i	51				匙羹					ci4					
常	開	三	支A	平	章	止	堤	0	0	0		tʰ	ɐi	51					dai1	dai1	tai4	tai4	tai4					
書	開	三	支A	平	章	止	施	0	0	0		s	i	55					shi1	shi1	si1	si1	si1					
日	開	三	支A	平	日	止	兒	0	0	0		ŋ	i	51					nji4	ji4	ji4	ji1	ji4					
見	合	三	支A	平	見	止	規	0	0	0		kʷʰ	ɐi	55					kwai1	kwai1	kwei1	kwai1	kwai1					
溪	合	三	支A	平	見	止	窺	0	1	0		kʷʰ	ɐi	55					kwai1	kwai1	kwei1	kwai1	kwai1					
曉	合	三	支A	平	影	止	墮	0	1	0		t	ɔ	33					do6	do6	do6	do6	do6					
以	開	三	支A	平	以	止	蛇	1	0	0			i	51				委蛇	ji4			ji4	ji4					
船	開	三	麻	平	章	假	蛇	1	0	0		s	ɛ	51				毒蛇		she4	se4	se4	se4					
以	合	三	支A	平	以	止	蠵	0	3	0									-	-	-	kwai4	kwai4					
以	開	三	支A	平	以	止	移	0	0	0			i	51					ji4	ji4	ji4	ji4	ji4					
幫	開	三	支A	平	幫	止	卑	0	1	0		p	i	55					bi1	bi1	bei1	bei1	bei1					
並	開	三	支A	平	幫	止	脾	0	0	0		pʰ	i	51					pi4	pi4	pei4	pei4	pei4					
明	開	三	支A	平	幫	止	瀰	0	1	0		m	i	51					mi4	-	-	nei4	mei4					
明	開	三	支A	平	幫	止	獼	0	2	0		m	i	51					mi4	ni4	-	nei4	mei4					
明	開	三	支A	平	幫	止	彌	0	1	0		m	i	51					mi4	ni4	-	nei4	nei4					
群	開	三	支A	平	見	止	歧	0	1	0		kʰ	i	51					-	-	kei4	kei4	kei4					
群	開	三	支A	平	見	止	祇	1	2	0		kʰ	i	51				神祇	ki4	ki4	kei4	kei4	kei4					
章	開	三	支A	上	章	止	祇	1	2	0		ts	i	213				同“只有”的“只”				-	zi2					
群	開	三	支A	平	見	止	示	0	0	0		s	i	33					shi6	shi6	si6	si6	si6					
來	合	三	支A	上	來	止	累	1	0	0		l	ɵy	213				累積	leoi5	leoi5	-	leoi5	leoi5					
來	合	三	支A	去	來	止	累	1	0	0		l	ɵy	33				受累；連累		leoi6	-	leoi6	leoi6					
來	合	三	脂A	平	來	止	累	1	0	0											-	leoi4	leoi4					
來	開	三	支A	上	來	止	邐	0	2	0		l	ɐi	213					-	-	-	lei5	lai5					
精	開	三	支A	上	精	止	紫	0	0	0		ts	i	213					zii2	zi2	zi2	zi2	zi2					
清	開	三	支A	上	精	止	此	0	0	0		tsʰ	i	213					cii2	ci2	ci2	ci2	ci2					
心	合	三	支A	上	精	止	髓	0	1	0		s	ɵy	213					seoi2	seoi2	seoi5	seoi2	seoi2	seoi5				
心	開	三	支A	上	精	止	徙	0	2	0		s	ai	213					saai2	saai2	saai2	saai2	saai2					
章	開	三	支A	上	章	止	紙	0	0	0		ts	i	213					zhi2	zhi2	zi2	zi2	zi2					
章	開	三	支A	上	章	止	咫	0	2	0		ts	i	213					zhi2	zhi2	zi2	zi2	zi2					
章	開	三	支A	上	章	止	枳	0	2	0		ts	i	213					zhi2	zhat1	zat1	zi2	zi2					
昌	開	三	支A	上	章	止	侈	0	1	0		tsʰ	i	213					chi2	chi2	ci2	ci2	ci2					
常	開	三	支A	上	章	止	是	0	0	0		s	i	33					shi6	shi6	si6	si6	si6					
書	開	三	支A	上	章	止	弛	0	1	0		tsʰ	i	51					chi2	chi2	ci5	ci2	ci4					
船	開	三	支A	上	章	止	舐	0	2	0		s	ai	213					shaai5	shaai5	saai5	saai5	saai2					
日	合	三	支A	上	日	止	蕊	0	1	0		j	ɵy	213					njeoi5	jeoi5	jeoi6	jeoi5	jeoi5					
日	開	三	支A	上	日	止	爾	0	1	0		ŋ	i	213					nji5	ji5	ji5	ji5	ji5					
日	開	三	支A	上	日	止	邇	0	2	0		ŋ	i	213					nji5	ji5	ji5	ji5	ji5					
溪	開	三	支A	上	見	止	企	0	0	0		kʰ	i	213					ki5	ki5	kei3	kei3	kei5					
並	開	三	支A	上	幫	止	婢	0	2	0		pʰ	i	213					pi5	pi5	pei5	pei5	pei5					
精	開	三	支A	去	精	止	積	0	0	0		ts	ɪk	5					zik1	zik1	zik1	zi3	zik1					
清	開	三	支A	去	精	止	刺	0	0	0		tsʰ	i	33					cii3	cik1	cik3	ci3	ci3					
從	開	三	支A	去	精	止	漬	0	2	0		ts	ɪk	5					-	zi1	-	zik1	zi3					
心	開	三	支A	去	精	止	賜	0	1	0		tsʰ	i	33					cii3	ci3	ci3	ci3	ci3					
章	合	三	支A	去	章	止	惴	0	2	0		ts	ɵy	33					cheoi2	cheoi2	cyun2	cyun2	ceoi2	zeoi3				
常	合	三	支A	去	章	止	睡	0	0	0		s	ɵy	33					sheoi6	sheoi6	seoi6	seoi6	seoi6					
常	合	三	支A	去	章	止	瑞	0	0	0		s	ɵy	33					seoi6	seoi6	seoi6	seoi6	seoi6					
書	開	三	支A	去	章	止	翅	0	0	0		tsʰ	i	33					chi3	chi3	ci3	ci3	ci3					
溪	開	三	支A	去	見	止	吱	0	1	0		ts	i	55					-	zhi1	-	zi1	zi1					
影	開	三	支A	去	影	止	縊	0	2	0			ɐi	33					ai3	ai3	ai3	ai3	ai3					
以	開	三	支A	去	以	止	易	1	0	0			i	33				容易	ji6	ji6		ji6	ji6					
以	開	三	清A	入	以	梗	易	1	0	0			ɪk	3				交易		jik6	jik6		jik6					
幫	開	三	支A	去	幫	止	臂	0	0	0		p	i	33					bi3	bi3	bei3	bei3	bei3					
並	開	三	支A	去	幫	止	避	0	0	0		p	i	33					bi6	bi6	bei6	bei6	bei6					
滂	開	三	支A	去	幫	止	譬	0	1	0		pʰ	i	33					pi3	pi3	pei3	pei3	pei3					
知	開	三	支B	平	知	止	知	1	0	0		ts	i	55				知道	zhi1	zhi1	zi1	zi1	zi1					
							知	1	0	0		ts	i	33				知識					zi3					
知	開	三	支B	平	知	止	蜘	0	0	0		ts	i	55					zhi1	zhi1	zi1	zi1	zi1					
澄	開	三	支B	平	知	止	池	0	0	0		tsʰ	i	51					chi4	chi4	ci4	ci4	ci4					
澄	合	三	支B	平	知	止	錘	0	0	0		tsʰ	ɵy	51					cheoi4	cheoi4	seoi4	ceoi4	ceoi4					
澄	開	三	支B	平	知	止	馳	0	0	0		tsʰ	i	51					chi4	chi4	ci4	ci4	ci4					
初	開	二	麻	平	莊	假	差	1	0	0		tsʰ	a	55				差別		chaa1		caa1	caa1					
初	開	二	佳	平	莊	蟹	差	1	0	0		tsʰ	ai	55				出差	chaai1	chaai1	caai1	caai1	caai1					
初	開	三	支B	平	莊	止	差	1	0	0		tsʰ	i	55				參差		ci1		ci1	ci1					
生	合	三	脂B	平	莊	止	衰	1	0	0		s	ɵy	55					sheoi1	sheoi1	seoi1	soei1	soei1					
初	合	三	支B	平	莊	止	衰	1	0	0										cui1		ceoi1	coei1					
見	開	三	支B	平	見	止	妓	0	1	0		k	i	33					gi6	gi6	gei6	gei6	gei6					
見	開	三	支B	平	見	止	畸	0	1	0		kʰ	i	55					ki1	ki1	kei1	gei1	kei1					
溪	開	三	支B	平	見	止	崎	1	1	0		kʰ	i	55				崎嶇	ki1	ki1	kei1	kei1	kei1					
群	開	三	微	平	見	止	崎	1	1	0		kʰ	i	51				長崎					kei4					
溪	合	三	支B	平	見	止	虧	0	0	0		kʷʰ	ɐi	55					fai1	fai1	kwei1	kwai1	kwai1					
疑	開	三	支B	平	見	止	崖	0	0	0		ŋ	ai	51					ngaai4	ngaai4	ngaai4	ngaai4	ngaai4					
疑	開	三	支B	平	見	止	儀	0	0	0		ŋ	i	51					nji4	ji4	ji4	ji4	ji4					
疑	開	三	支B	平	見	止	宜	0	0	0		ŋ	i	51					nji4	ji4	ji4	ji4	ji4					
疑	開	三	支B	平	見	止	涯	0	1	0		ŋ	ai	51					ngaai4	ngaai6	ngaai4	ngaai4	ngaai4					
疑	合	三	支B	平	見	止	危	0	0	0		ŋ	ɐi	51					ngai4	ngai4	ngai4	ngai4	ngai4					
曉	開	三	支B	平	影	止	犧	0	0	0		h	i	55					hi1	hi1	hei1	hei1	hei1					
曉	開	三	支B	平	影	止	羲	0	2	0		h	i	55					hi1	hi1	hei1	hei1	hei1					
曉	開	三	支B	平	影	止	曦	0	2	0		h	i	55					-	-	-	hei1	hei1					
曉	開	三	支B	平	影	止	戲	0	0	0		h	i	33					hi3	hi3	hei3	hei3	hei3					
影	開	三	支B	平	影	止	犄	0	2	0		k	i	55					ki1	ki1	kei1	ji2	jei2					
影	合	三	支B	平	影	止	逶	0	2	0		w	ɐi	213					-	wai1	-	wai1	wai2					
影	開	三	支B	平	影	止	椅	0	0	0			i	213					ji2	ji2	ji2	ji2	ji2					
影	開	三	支B	平	影	止	漪	0	2	0			i	55					ji1	ji1	ji1	ji1	ji1					
影	合	三	支B	平	影	止	萎	0	1	0		w	ɐi	213					wai2	wai2	wai2	wai1	wai2					
影	合	三	支B	平	影	止	委	1	0	0													wai1					
影	合	三	支B	上	影	止	委	1	0	0		w	ɐi	213					wai2	wai2	wai2	wai2	wai2					
云	合	三	支B	平	影	止	爲	1	0	0		w	ɐi	51				人為	-	wai4	wai4	wai4	wai4					
云	合	三	支B	去	影	止	爲	1	0	0		w	ɐi	33				為了		wai6			wai6					
幫	開	三	支B	平	幫	止	襬	0	0	0		p	ai	213					-	-	-	baai2	baai2					
幫	開	三	支B	平	幫	止	碑	0	0	0		p	i	55					bi1	bi1	bei1	bei1	bei1					
並	開	三	支B	平	幫	止	疲	0	0	0		pʰ	i	51					pi4	pi4	pei4	pei4	pei4					
並	開	三	支B	平	幫	止	罷	0	0	0		p	a	33					pi4	baa6	baa6	pei4	baa6					
並	開	三	支B	平	幫	止	皮	0	0	0		pʰ	i	51					pi4	pi4	pei4	pei4	pei4					
明	開	三	支B	平	幫	止	糜	0	1	0		m	i	51					-	mi4	-	mei4	mei4					
滂	開	三	支B	平	幫	止	披	0	0	0		pʰ	i	55					pi1	pai1	pei1	pei1	pei1					
群	開	三	支B	平	見	止	奇	1	0	0		kʰ	i	51				奇怪					kei4					
見	開	三	支B	平	見	止	奇	1	0	0		k	i	55				奇數	gi1	gi1	gei1	gei1	gei1					
群	開	三	支B	平	見	止	琦	0	2	0		kʰ	i	51					ki4	ki4	kei4	kei4	kei4					
群	開	三	支B	平	見	止	騎	1	0	0		kʰ	ɛ	51				騎馬	ki4	ki4	kei4	kei3	ke4					
群	開	三	支B	去	見	止	騎	1	0	0		kʰ	i	33				鐵騎					gei3	kei3				
初	合	三	支B	上	莊	止	揣	0	1	0		tsʰ	yn	213					cheoi2	cheoi2	-	cyun2	ceoi2	cyun2				
生	開	三	支B	上	莊	止	灑	0	0	0		s	a	213					shaa2	shaa2	saa2	saa2	saa2					
見	合	三	支B	上	見	止	詭	0	1	0		kʷ	ɐi	213					gwai2	gwai2	gwei2	gwai2	gwai2					
溪	合	三	支B	上	見	止	跪	0	0	0		kʷ	ɐi	33					gwai6	gwai6	gwei6	gwai6	gwai6					
溪	開	三	支B	上	見	止	綺	0	2	0			i	213					ji2	ji2	ji2	ji2	ji2					
疑	開	三	支B	上	見	止	蟻	0	0	0		ŋ	ɐi	213					ngai5	ngai5	ngai5	ngai5	ngai5					
曉	合	三	支B	上	影	止	毀	0	0	0		w	ɐi	213					-	wai2	wai2	-	wai2					
影	開	三	支B	上	影	止	倚	0	0	0			i	213					ji2	ji2	ji2	ji2	ji2					
幫	開	三	支B	上	幫	止	彼	0	0	0		p	i	213					bi2	bi2	bei2	bei2	bei2					
並	開	三	支B	上	幫	止	被	1	0	0		pʰ	i	213				棉被	pi5	pi5			pei5					
並	開	三	支B	去	幫	止	被	1	0	0		p	i	33				被動	bi6	bi6	bei6	bei6	bei6					
明	開	三	支B	上	幫	止	靡	1	1	0		m	i	213					mi5	mi5			mei5					
							靡	1	1	0											mei4	mei4	mei4					
群	開	三	支B	上	見	止	技	0	0	0		k	i	33					gi6	gi6	gei6	gei6	gei6					
知	開	三	支B	去	知	止	智	0	0	0		ts	i	33					zhi3	zhi3	zi3	zi3	zi3					
見	開	三	支B	去	見	止	寄	0	0	0		k	i	33					gi3	gi3	gei3	gei3	gei3					
疑	開	三	支B	去	見	止	誼	0	0	0		ŋ	i	33					nji6	ji6	ji6	ji5	ji4					
疑	開	三	支B	去	見	止	義	0	0	0		ŋ	i	33					nji6	ji6	ji6	ji6	ji6					
疑	開	三	支B	去	見	止	議	0	0	0		ŋ	i	33					nji5	ji5	ji6	ji5	ji5					
來	合	三	脂A	平	來	止	纍	0	0	0									lui4	lei4	leoi4	leoi4	leoi5					
來	開	三	脂A	平	來	止	梨	0	0	0		l	i	51					li4	li4	lei4	lei4	lei4					
精	開	三	脂A	平	精	止	諮	0	1	0		ts	i	55					zii1	zi1	zi1	zi1	zi1					
精	開	三	脂A	平	精	止	資	0	0	0		ts	i	55					zii1	zi1	zi1	zi1	zi1					
精	開	三	脂A	平	精	止	姿	0	0	0		ts	i	55					zii1	zi1	zi1	zi1	zi1					
從	開	三	脂A	平	精	止	瓷	0	1	0		tsʰ	i	51					-	-	-	ci4	ci4					
從	開	三	脂A	平	精	止	茨	0	2	0		tsʰ	i	51					cii4	ci4	ci4	ci4	ci4					
心	合	三	脂A	平	精	止	雖	0	0	0		s	ɵy	55					seoi1	seoi1	seoi1	seoi1	seoi1					
心	開	三	脂A	平	精	止	私	0	0	0		s	i	55					sii1	si1	si1	si1	si1					
章	開	三	脂A	平	章	止	脂	0	0	0		ts	i	55					zhi1	zhi1	zi1	zi1	zi1					
章	合	三	脂A	平	章	止	錐	0	1	0		ts	ɵy	55					zheoi1	zheoi1	jeoi1	zeoi1	zeoi1					
昌	合	三	脂A	平	章	止	推	0	0	0		tʰ	ui	55					teoi1	cheoi1	teoi1	teoi1	teoi1					
常	合	三	脂A	平	章	止	誰	0	0	0		s	ɵy	51					sheoi4	sheoi4	seoi4	seoi4	seoi4					
書	開	三	脂A	平	章	止	屍	0	0	0		s	i	55					shi1	shi1	si1	si1	si1					
曉	開	三	脂A	平	影	止	屎	0	1	0		s	i	213					shi2	shi2	si2	si2	si2					
曉	開	三	脂A	平	影	止	咦	0	2	0									-	-	-	ji4	ji2					
影	開	三	脂A	平	影	止	伊	0	1	0			i	55					ji1	ji1	ji1	ji1	ji1					
影	開	三	脂A	平	影	止	黝	0	2	0		j	ɐu	213					nau2	jau2	nau2	jau2	jau2					
以	開	三	脂A	平	以	止	胰	0	1	0			i	51					-	-	-	ji4	ji4					
以	開	三	脂A	平	以	止	夷	0	1	0			i	51					ji4	ji4	ji4	ji4	ji4					
以	合	三	脂A	平	以	止	惟	0	2	0		w	ɐi	51					wai4	wai4	wai4	wai4	wai4					
以	開	三	脂A	平	以	止	羨	0	0	0		s	in	33					-	-	sin6	-	sin6					
以	開	三	脂A	平	以	止	寅	0	2	0		j	ɐn	51					jan4	jan4	jan4	jan4	jan4					
以	合	三	脂A	平	以	止	唯	1	0	0		w	ɐi	51					wai4	wai4			wai4					
以	合	三	脂A	上	以	止	唯	1	0	0										wai2	wai2	wai2	wai2					
以	合	三	脂A	平	以	止	遺	1	0	0		w	ɐi	51				遺失	wai4	wai4	wai4	wai4	wai4					
以	合	三	脂A	去	以	止	遺	1	0	0		w	ɐi	33				贈遺					wai6					
以	合	三	脂A	平	以	止	維	0	0	0		w	ɐi	51					wai4	wai4	wai4	wai4	wai4					
