聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	原註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	新註	分韻(1782)	英華(1856)	分部(1914)	道漢(1939)	穗書	穗習				
精	開	一	豪	平	精	效	槽	0	0	0		tsʰ	ou	51					cou4	cou4	cou4	cou4	cou4					
精	開	一	豪	平	精	效	遭	0	0	0		ts	ou	55					zou1	zou1	zou1	zou1	zou1					
清	開	一	豪	平	精	效	操	1	0	0		tsʰ	ou	55				早操	cou1	-	cou1	cou1	cou1					
清	開	一	豪	去	精	效	操	1	0	0		tsʰ	ou	33				操行					cou3					
從	開	一	豪	平	精	效	嘈	0	2	0		tsʰ	ou	51					cou4	cou4	cou4	cou4	cou4					
從	開	一	豪	平	精	效	曹	0	1	0		tsʰ	ou	51					cou4	cou4	cou4	cou4	cou4					
心	開	一	豪	平	精	效	搔	0	1	0		s	ou	55					sou1	sou1	sou1	zaau2	sou1					
心	開	一	豪	平	精	效	騷	0	1	0		s	ou	55					sou1	sou1	sou1	sou1	sou1					
見	開	一	豪	平	見	效	膏	0	0	0		k	ou	55					gou1	gou1	gou1	gou1	gou1					
見	開	一	豪	平	見	效	高	0	0	0		k	ou	55					gou1	gou1	gou1	gou1	gou1					
見	開	一	豪	平	見	效	羔	0	1	0		k	ou	55					gou1	gou1	gou1	gou1	gou1					
見	開	一	豪	平	見	效	篙	0	1	0		k	ou	55					gou1	wo1	gou1	gou1	gou1					
見	開	一	豪	平	見	效	咎	0	2	0		k	ɐu	33					gau3	gau3	gau3	gau3	gau3					
疑	開	一	豪	平	見	效	熬	0	1	0		ŋ	ou	51					ou1	ngou6	ngou4	ngou4	ngou4					
疑	開	一	豪	平	見	效	翱	0	2	0		ŋ	ou	51					-	ngou4	ngou4	ngou4	ngou4					
疑	開	一	豪	平	見	效	遨	0	2	0		ŋ	ou	51					ngou6	ngou6	ngou4	ngou4	ngou6	ngou4				
疑	開	一	豪	平	見	效	敖	0	2	0		ŋ	ou	51					ngou6	ngou6	ngou4	ngou4	ngou6	ngou4				
疑	開	一	豪	平	見	效	螯	0	2	0		ŋ	ou	51					ngou4	ngou4	ngou4	-	ngou4					
曉	開	一	豪	平	影	效	撓	0	0	0		n	au	51					naau5	naau5	-	naau4	naau5	naau4				
							撓					ŋ	au	55				白										
曉	開	一	豪	平	影	效	蒿	0	1	0		h	ou	55					hou1	hou1	hou1	hou1	hou1					
匣	開	一	豪	平	影	效	號	1	0	0		h	ou	51				哀號	hou4	hou4	hou4	hou4	hou4					
匣	開	一	豪	去	影	效	號	1	0	0		h	ou	33				號碼		hou6			hou6					
匣	開	一	豪	平	影	效	豪	0	0	0		h	ou	51					hou4	hou4	hou4	hou4	hou4					
匣	開	一	豪	平	影	效	毫	0	0	0		h	ou	51					hou4	hou4	hou4	hou4	hou4					
幫	開	一	豪	平	幫	效	褒	0	1	0		p	ou	55					bou1	bou1	bou1	bou1	bou1					
並	開	一	豪	平	幫	效	袍	0	0	0		pʰ	ou	51					pou4	pou4	pou4	pou4	pou4					
明	開	一	豪	平	幫	效	毛	0	0	0		m	ou	51					mou4	mou4	mou4	mou4	mou4					
明	開	一	豪	平	幫	效	髦	0	2	0		m	ou	51					mou4	mou4	mou4	mou4	mou4					
端	開	一	豪	上	端	效	擣	0	1	0		t	ou	213					dou2	dou2	-	dou2	dou2					
端	開	一	豪	上	端	效	島	0	0	0		t	ɔ	213					dou2	dou2	dou2	dou2	dou2					
端	開	一	豪	上	端	效	倒	1	0	0		t	ou	213				打倒	dou2	dou2	dou2	dou2	dou2					
端	開	一	豪	去	端	效	倒	1	0	0		t	ou	33				倒轉					dou3					
端	開	一	豪	上	端	效	禱	0	1	0		t	ou	213					dou2	tou2	tou2	tou2	dou2					
透	開	一	豪	上	端	效	套	0	0	0		tʰ	ou	33					tou3	tou3	tou3	tou3	tou3					
透	開	一	豪	上	端	效	討	0	0	0		tʰ	ou	213					tou2	tou2	tou2	tou2	tou2					
定	開	一	豪	上	端	效	道	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
定	開	一	豪	上	端	效	稻	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
泥	開	一	豪	上	端	效	腦	0	0	0		n	ou	213					nou5	nou5	nou5	nou5	nou5					
泥	開	一	豪	上	端	效	惱	0	0	0		n	ou	213					nou5	nou5	nou5	nou5	nou5					
來	開	一	豪	上	來	效	潦	1	1	0		l	iu	51				潦倒	lou6	lou5	lou6	lou5	lou5					
							潦	1	1	0		l	ou	213				流潦					liu4					
來	開	一	豪	上	來	效	老	0	0	0		l	ou	213					lou5	lou5	lou5	lou5	lou5					
精	開	一	豪	上	精	效	棗	0	0	0		ts	ou	213					zou2	zou2	zou2	zou2	zou2					
精	開	一	豪	上	精	效	藻	0	1	0		ts	ou	213					zou2	zou2	zou2	zou2	zou2					
精	開	一	豪	上	精	效	蚤	0	1	0		ts	ou	213					zou2	zou2	zou2	zou2	zou2					
精	開	一	豪	上	精	效	早	0	0	0		ts	ou	213					zou2	zou2	zou2	zou2	zou2					
精	開	一	豪	上	精	效	澡	0	0	0		ts	ou	213					zou2	zou2	cou3	cou1	zou2	cou3				
清	開	一	豪	上	精	效	草	0	0	0		tsʰ	ou	213					cou2	cou2	cou2	cou2	cou2					
從	開	一	豪	上	精	效	造	1	0	0		tsʰ	ou	33					zou6	zou6	zou6	zou6	zou6					
從	開	一	豪	上	精	效	造	1	0	0										cou5			cou5					
清	開	一	豪	去	精	效	造	1	0	0									cou3	cou3			cou3					
心	開	一	豪	上	精	效	掃	0	0	0		s	ou	33					sou3	sou3	sou3	sou3	sou3					
心	開	一	豪	上	精	效	燥	0	0	0		tsʰ	ou	33					-	cou3	cou3	cou3	cou3					
心	開	一	豪	上	精	效	嫂	0	0	0		s	ou	213					sou2	sou2	sou2	sou2	sou2					
溪	開	一	豪	上	見	效	考	0	0	0		h	au	213					haau2	haau2	haau2	haau2	haau2					
曉	開	一	豪	上	影	效	好	1	0	0		h	ou	213				友好	hou2	hou2	hou2	hou2	hou2					
曉	開	一	豪	去	影	效	好	1	0	0		h	ou	33				好客	hou3	hou3			hou3					
匣	開	一	豪	上	影	效	浩	0	0	0		h	ou	33					hou6	hou6	hou6	hou6	hou6					
影	開	一	豪	上	影	效	襖	0	0	0			ou	33					ou2	ou2	ou3	ou3	ou3					
影	開	一	豪	上	影	效	燠	0	3	0									-	-	-	juk1	juk1					
影	開	一	豪	上	影	效	懊	0	1	0			ou	33					ou2	ou2	ou3	ou3	ou3					
幫	開	一	豪	上	幫	效	寶	0	0	0		p	ou	213					bou2	bou2	bou2	bou2	bou2					
幫	開	一	豪	上	幫	效	堡	0	0	0		p	ou	213					bou2	bou2	bou2	bou2	bou2					
幫	開	一	豪	上	幫	效	保	0	0	0		p	ou	213					bou2	bou2	bou2	bou2	bou2					
幫	開	一	豪	上	幫	效	葆	0	2	0		p	ou	213					bou2	bou2	-	bou2	bou2					
幫	開	一	豪	上	幫	效	褓	0	2	0		p	ou	213					bou2	bou2	bou2	bou2	bou2					
並	開	一	豪	上	幫	效	抱	0	0	0		pʰ	ou	213					pou5	pou5	pou5	pou5	pou5					
端	開	一	豪	去	端	效	到	0	0	0		t	ou	33					dou3	dou3	dou3	dou3	dou3					
定	開	一	豪	去	端	效	悼	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
定	開	一	豪	去	端	效	蹈	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
定	開	一	豪	去	端	效	導	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
定	開	一	豪	去	端	效	盜	0	0	0		t	ou	33					dou6	dou6	dou6	dou6	dou6					
精	開	一	豪	去	精	效	躁	0	0	0		tsʰ	ou	33					cou3	cou3	cou3	cou3	cou3					
清	開	一	豪	去	精	效	糙	0	1	0		tsʰ	ou	33					cou3	cou3	-	cou3	cou3					
心	開	一	豪	去	精	效	噪	0	1	0		tsʰ	ou	33					cou3	cou3	cou3	cou3	cou3					
見	開	一	豪	去	見	效	告	1	0	0		k	ou	33						gou3			gou3					
見	合	一	冬	入	見	通	告	1	0	0									guk1		guk1	guk1	guk1					
溪	開	一	豪	去	見	效	靠	0	0	0		kʰ	au	33					hou3	kaau3	kaau3	kaau3	hou3	kaau3				
疑	開	一	豪	去	見	效	傲	0	0	0		ŋ	ou	33					ngou6	ngou6	ngou6	ngou6	ngou6					
影	開	一	豪	去	影	效	奧	0	0	0			ou	33					-	ou3	ou3	ngou3	ou3					
影	開	一	豪	去	影	效	澳	0	1	0			ou	33					juk1	ou3	juk1	ngou3	ou3					
幫	開	一	豪	去	幫	效	報	0	0	0		p	ou	33					bou3	-	bou3	bou3	bou3					
並	開	一	豪	去	幫	效	暴	1	0	0		p	ou	33				凶暴	bou6	bou6			bou6					
並	開	一	東	入	幫	通	暴	1	0	0		p	ʊk	3				一暴十寒	buk6	buk6	buk6	buk6	buk6					
並	開	一	豪	去	幫	效	曝	0	2	0		p	ʊk	3					buk6	buk6	buk6	buk6	buk6					
並	開	一	豪	去	幫	效	瀑	0	1	0		p	ʊk	3					buk6	buk6	buk6	buk6	buk6					
明	開	一	豪	去	幫	效	帽	0	0	0		m	ou	33					mou6	mou6	mou6	mou6	mou6					
明	開	一	豪	去	幫	效	冒	1	0	0		m	ou	33					mou6	mou6	mou6	mou6	mou6					
明	開	一	登	入	幫	曾	冒	1	0	0													mak6					
知	開	二	肴	平	知	效	嘲	0	1	0		ts	au	55					zhaau1	zhaau1	zaau1	zaau1	zaau1					
知	開	二	肴	平	知	效	啁	0	2	0		ts	ɐu	55					zhaau1	zhaau1	zau1	zau1	zau1					
徹	開	二	肴	平	知	效	嘮	0	1	0		l	ou	51					-	-	-	lou4	lou4					
莊	開	二	肴	平	莊	效	抓	0	0	0		ts	au	213					-	-	-	zaau2	zaau2					
初	開	二	肴	平	莊	效	鈔	0	0	0		tsʰ	au	55					chaau3	chaau3	caau1	caau1	caau3	caau1				鉸
初	開	二	肴	平	莊	效	抄	0	0	0		tsʰ	au	55					chaau1	chaau1	caau1	caau1	caau1					
崇	開	二	肴	平	莊	效	巢	0	1	0		tsʰ	au	51					chaau4	chaau4	caau4	caau4	caau4					
生	開	二	肴	平	莊	效	梢	0	0	0		s	au	55					shaau1	shaau1	saau1	saau1	saau1					
見	開	二	肴	平	見	效	交	0	0	0		k	au	55					gaau1	gaau1	gaau1	gaau1	gaau1					
見	開	二	肴	平	見	效	蛟	0	2	0		k	au	55					gaau1	gaau1	gaau1	gaau1	gaau1					
見	開	二	肴	平	見	效	教	1	0	0									gaau1	gaau1	gaau1	gaau1	gaau1					
見	開	二	肴	去	見	效	教	1	0	0		k	au	33					gaau3	gaau3		gaau3	gaau3					
見	開	二	肴	平	見	效	咬	0	0	0		ŋ	au	213					ngaau5	ngaau5	ngaau5	ngaau5	ngaau5					
見	開	二	肴	平	見	效	郊	0	0	0		k	au	55					gaau1	gaau1	gaau1	gaau1	gaau1					
見	開	二	肴	平	見	效	膠	0	0	0		k	au	55					gaau1	gaau1	gaau1	gaau1	gaau1					
溪	開	二	肴	平	見	效	跤	0	2	0		kʰ	au	55					-	-	-	-	gaau1					
溪	開	二	肴	平	見	效	敲	0	0	0		kʰ	au	55					haau1	haau1	haau1	haau1	haau1					
曉	開	二	肴	平	影	效	哮	0	1	0		h	au	55					haau1	haau1	haau1	haau1	haau1					
匣	開	二	肴	平	影	效	餚	0	1	0		ŋ	au	51					ngaau4	ngaau4	ngaau4	ngaau4	ngaau4					
匣	開	二	肴	平	影	效	淆	0	1	0		ŋ	au	51					ngaau4	ngaau4	ngaau4	ngaau4	ngaau4					
匣	開	二	肴	平	影	效	肴	0	1	0		ŋ	au	51					ngaau4	ngaau4	ngaau4	ngaau4	ngaau4					
幫	開	二	肴	平	幫	效	胞	0	0	0		p	au	55					baau1	baau1	baau1	baau1	baau1					
幫	開	二	肴	平	幫	效	苞	0	1	0		p	au	55					baau1	baau1	baau1	baau1	baau1					
幫	開	二	肴	平	幫	效	包	0	0	0		p	au	55					baau1	baau1	baau1	baau1	baau1					
並	開	二	肴	平	幫	效	跑	0	0	0		pʰ	au	213					paau4	paau2	paau2	paau2	paau2					
滂	開	二	肴	去	幫	效	炮	1	0	0		pʰ	au	33					paau3	paau3	paau3	paau3	paau3					
並	開	二	肴	平	幫	效	炮	1	0	0													paau4					
							炮	1	0	0													paau1					
並	開	二	肴	平	幫	效	咆	0	1	0		pʰ	au	51					paau4	paau4	paau1	paau1	paau4					
明	開	二	肴	平	幫	效	茅	0	0	0		m	au	51					maau4	maau4	maau4	maau4	maau4					
滂	開	二	肴	平	幫	效	泡	1	0	0		pʰ	au	33				浸泡	paau3	paau3			paau3					
							泡	1	0	0		pʰ	au	55				燈泡				paau1	paau1					
							泡	1	0	0		pʰ	ou	213				好多泡		pou5	pou5		pou5					
滂	開	二	肴	平	幫	效	拋	0	0	0		pʰ	au	55					-	paau1	paau1	paau1	paau1					
莊	開	二	肴	上	莊	效	爪	0	0	0		ts	au	213					zhaau2	zhaau2	zaau2	zaau2	zaau2					
初	開	二	肴	上	莊	效	炒	0	0	0		tsʰ	au	213					zhaau2	chaau2	caau2	caau2	caau2					
見	開	二	肴	上	見	效	攪	0	0	0		k	au	213					gaau2	gaau2	gaau2	gaau2	gaau2					
見	開	二	肴	上	見	效	絞	0	0	0		k	au	213					gaau2	gaau2	gaau2	gaau2	gaau2					
見	開	二	肴	上	見	效	狡	0	0	0		k	au	213					gaau2	gaau2	gaau2	gaau2	gaau2					
溪	開	二	肴	上	見	效	巧	0	0	0		kʰ	au	213					haau2	haau2	haau2	haau2	haau2					
幫	開	二	肴	上	幫	效	飽	0	0	0		p	au	213					baau2	baau2	baau1	baau1	baau2					
並	開	二	肴	上	幫	效	鮑	1	2	0		p	au	55				鮑魚	-	baau1	-	baau1	baau1					
並	開	二	肴	上	幫	效	鮑	1	2	0		p	au	33				鮑魚之肆					baau6					
明	開	二	肴	上	幫	效	卯	0	2	0		m	au	213					maau5	maau5	maau5	maau5	maau5					
娘	開	二	肴	去	知	效	鬧	0	0	0		n	au	33					-	naau6	naau6	naau6	naau6					
知	開	二	肴	去	知	效	罩	0	0	0		ts	au	33					zhaau3	zhaau3	-	zaau3	zaau3					
澄	開	二	肴	去	知	效	濯	0	2	0		ts	ɔk	3					zhok6	zhok6	zok6	zok6	zok6					
初	開	二	肴	去	莊	效	縐	0	2	0									zau3	zau3	zau3	zau3	zau3					
生	開	二	肴	去	莊	效	稍	0	0	0		s	au	213					shaau2	shaau2	saau2	saau2	saau2					
見	開	二	肴	去	見	效	覺	1	0	0		k	au	33				睡覺	gaau3	gaau3			gaau3					
見	開	二	江	入	見	江	覺	1	0	0		k	ɔk	3				直覺	gok1	gok3	gok3	gok3	gok3					
見	開	二	肴	去	見	效	較	0	0	0		k	au	33					gok1	gaau3	gok3	gok3	gaau3					
見	開	二	肴	去	見	效	酵	0	1	0		h	au	55					haau2	gaau3	gaau3	gaau3	haau1					
見	開	二	肴	去	見	效	窖	0	1	0		k	au	33					gaau3	gaau3	gaau3	gaau3	gaau3					
來	開	一	唐	入	來	宕	樂	1	0	0		l	ɔk	3				快樂	lok6	lok6	lok6	lok6	lok6					
疑	開	二	江	入	見	江	樂	1	0	0		ŋ	au	33				仁者樂山	ngok6	ngok6			ngok6					
疑	開	二	肴	去	見	效	樂	1	0	0		ŋ	ɔk	3				音樂		ngaau6			ngaau6					
曉	開	二	肴	去	影	效	孝	0	0	0		h	au	33					haau3	haau3	haau3	haau3	haau3					
匣	開	二	肴	去	影	效	校	1	0	0		h	au	33				學校	haau6	haau6			haau6					
見	開	二	肴	去	見	效	校	1	0	0		k	au	33				校對	gaau3	gaau3	gaau3	gaau3	gaau3					
匣	開	二	肴	去	影	效	效	0	0	0		h	au	33					haau6	haau6	haau6	haau6	haau6					
幫	開	二	肴	去	幫	效	豹	0	1	0		p	au	33					paau3	paau3	paau3	paau3	paau3					
幫	開	二	肴	去	幫	效	爆	0	0	0		p	au	33					baau3	baau3	baau3	buk6	baau3					
明	開	二	肴	去	幫	效	貌	0	0	0		m	au	33					maau6	maau6	-	maau6	maau6					
滂	開	二	肴	去	幫	效	皰	0	2	0									-	-	-	paau4	paau3					
來	開	三	宵A	平	來	效	燎	0	1	0		l	iu	51					liu4	liu4	liu4	liu4	liu4					
精	開	三	宵A	平	精	效	蕉	0	0	0		ts	iu	55					ziu1	ziu1	ziu1	ziu1	ziu1					
精	開	三	宵A	平	精	效	焦	0	0	0		ts	iu	55					ziu1	ziu1	ziu1	ziu1	ziu1					
精	開	三	宵A	平	精	效	椒	0	0	0		ts	iu	55					ziu1	ziu1	ziu1	ziu1	ziu1					
從	開	三	宵A	平	精	效	憔	0	1	0		tsʰ	iu	51					ciu4	ciu4	ciu4	ciu4	ciu4					
從	開	三	宵A	平	精	效	樵	0	2	0		tsʰ	iu	51					ciu4	ciu4	ciu4	ciu4	ciu4					
心	開	三	宵A	平	精	效	消	0	0	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
心	開	三	宵A	平	精	效	宵	0	0	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
心	開	三	宵A	平	精	效	逍	0	2	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
心	開	三	宵A	平	精	效	哨	0	0	0		s	au	33					shaau3	shaau3	saau3	saau3	saau3					
心	開	三	宵A	平	精	效	霄	0	2	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
心	開	三	宵A	平	精	效	銷	0	0	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
心	開	三	宵A	平	精	效	硝	0	1	0		s	iu	55					siu1	siu1	siu1	siu1	siu1					
章	開	三	宵A	平	章	效	昭	0	1	0		tsʰ	iu	55					chiu1	chiu1	ciu1	ciu1	ciu1					
章	開	三	宵A	平	章	效	招	0	0	0		ts	iu	55					zhiu1	zhiu1	ziu1	ziu1	ziu1					
常	開	三	宵A	平	章	效	韶	0	2	0		s	iu	51					shiu4	shiu4	siu4	siu4	siu4					
書	開	三	宵A	平	章	效	燒	0	0	0		s	iu	55					shiu1	-	siu1	siu1	siu1					
日	開	三	宵A	平	日	效	饒	0	0	0		ŋ	iu	51					njiu4	jiu4	jiu4	jiu4	jiu4					
日	開	三	宵A	平	日	效	蟯	0	3	0									-	-	-	jiu4	jiu4					
溪	開	三	宵A	平	見	效	蹺	0	1	0		kʰ	iu	55					-	hiu1	-	hiu1	hiu1					
影	開	三	宵A	平	影	效	要	1	0	0			iu	55				要求	jiu1	jiu1	jiu1	jiu1	jiu1					
影	開	三	宵A	去	影	效	要	1	0	0			iu	33				要點	jiu3	jiu3			jiu3					
影	開	三	宵A	平	影	效	腰	0	0	0			iu	55					jiu1	jiu1	jiu1	jiu1	jiu1					
以	開	三	宵A	平	以	效	遙	0	0	0			iu	51					jiu4	jiu4	jiu4	jiu4	jiu4					
以	開	三	宵A	平	以	效	瑤	0	2	0			iu	51					jiu4	jiu4	jiu4	jiu4	jiu4					
以	開	三	宵A	平	以	效	搖	0	0	0			iu	51					-	jiu4	jiu4	jiu4	jiu4					
以	開	三	宵A	平	以	效	陶	1	0	0		tʰ	ou	51					jiu4			jiu4	jiu4					
定	開	一	豪	平	端	效	陶	1	0	0										tou4	tou4	tou4	tou4					
以	開	三	宵A	平	以	效	謠	0	0	0			iu	51					jiu4	jiu4	jiu4	jiu4	jiu4					
以	開	三	宵A	平	以	效	窯	0	0	0			iu	51					-	-	-	jiu4	jiu4					
以	開	三	宵A	平	以	效	姚	0	1	0			iu	51					jiu4	-	jiu4	jiu4	jiu4					
幫	開	三	宵A	平	幫	效	飆	0	2	0		p	iu	55					-	-	-	biu1	biu1					
幫	開	三	宵A	平	幫	效	標	0	0	0		p	iu	55					biu1	biu1	biu1	biu1	biu1					
並	開	三	宵A	平	幫	效	瓢	0	1	0		pʰ	iu	51					piu4	piu4	piu4	piu4	piu4					
並	開	三	宵A	平	幫	效	飄	0	0	0		pʰ	iu	55					piu1	piu1	piu1	piu1	piu1					
滂	開	三	宵A	平	幫	效	漂	1	0	0		pʰ	iu	55				漂泊	piu1	piu1	piu1	piu1	piu1					
滂	開	三	宵A	去	幫	效	漂	1	0	0		pʰ	iu	33				漂亮					piu3					
滂	開	三	宵A	平	幫	效	瞟	0	2	0									-	-	-	biu2	piu5					
群	開	三	宵A	平	見	效	翹	1	1	0		kʰ	iu	51				翹首	kiu4	kiu4	kiu4	kiu4	kiu4					
群	開	三	宵A	去	見	效	翹	1	1	0		kʰ	iu	33				翹起					kiu3					
清	開	三	宵A	上	精	效	悄	0	0	0		tsʰ	iu	213					ciu2	ciu2	ciu3	ciu2	ciu2					
心	開	三	宵A	上	精	效	小	0	0	0		s	iu	213					siu2	siu2	siu2	siu2	siu2					
章	開	三	宵A	上	章	效	沼	0	1	0		ts	iu	213					zhiu2	zhiu2	ziu2	ziu2	ziu2					
常	開	三	宵A	上	章	效	紹	0	0	0		s	iu	33					shiu6	shiu6	siu6	siu6	siu6					
書	開	三	宵A	上	章	效	少	1	0	0		s	iu	213				多少	shiu2	shiu2	siu2	siu2	siu2					
書	開	三	宵A	去	章	效	少	1	0	0		s	iu	33				年少	shiu3	shiu3			siu3					
日	開	三	宵A	上	日	效	擾	0	0	0		ŋ	iu	213					njiu5	jiu5	jiu5	jiu5	jiu2					
日	開	三	宵A	上	日	效	繞	0	0	0		ŋ	iu	213					njiu5	jiu5	jiu2	jiu5	jiu2					
明	開	三	宵A	上	幫	效	眇	0	3	0									miu5	miu5	miu5	miu5	miu5					
明	開	三	宵A	上	幫	效	渺	0	1	0		m	iu	213					miu5	miu5	miu5	miu5	miu5					
明	開	三	宵A	上	幫	效	吵	0	0	0		tsʰ	au	213					-	chaau2	caau2	caau2	caau2					
明	開	三	宵A	上	幫	效	秒	0	0	0		m	iu	213					-	-	-	miu5	miu5					
來	開	三	宵A	去	來	效	療	0	0	0		l	iu	51					liu4	liu4	liu3	liu4	liu4					
清	開	三	宵A	去	精	效	峭	0	1	0		tsʰ	iu	33					ciu2	ciu2	ciu3	ciu3	ciu3					
清	開	三	宵A	去	精	效	俏	0	1	0		tsʰ	iu	33					ciu2	ciu3	ciu3	ciu3	ciu3					
心	開	三	宵A	去	精	效	肖	0	1	0		tsʰ	iu	33				肖像	ciu3	ciu3	ciu3	ciu3	ciu3					
							肖					s	iu	55				姓肖										
心	開	三	宵A	去	精	效	笑	0	0	0		s	iu	33					siu3	siu3	siu3	siu3	siu3					
章	開	三	宵A	去	章	效	照	0	0	0		ts	iu	33					zhiu3	zhiu3	ziu3	ziu3	ziu3					
常	開	三	宵A	去	章	效	劭	0	2	0		s	iu	33					shiu6	shiu6	siu6	siu6	siu6					
常	開	三	宵A	去	章	效	邵	0	2	0		s	iu	33					shiu6	shiu6	siu6	siu6	siu6					
影	開	三	宵A	去	影	效	約	0	0	0		j	ɔk	3					joek1	joek3	joek3	joek3	joek3					
以	開	三	宵A	去	以	效	曜	0	2	0			iu	33					jiu6	jiu6	jiu6	jiu6	jiu6					
以	開	三	宵A	去	以	效	耀	0	0	0			iu	33					jiu6	jiu6	jiu6	jiu6	jiu6					
明	開	三	宵A	去	幫	效	妙	0	0	0		m	iu	33					miu6	miu6	miu6	miu6	miu6					
知	開	三	宵B	平	知	效	朝	1	0	0		ts	iu	55				朝夕	zhiu1	zhiu1	ziu1	ziu1	ziu1					
澄	開	三	宵B	平	知	效	朝	1	0	0		tsʰ	iu	51				朝廷	chiu4	chiu4			ciu4					
徹	開	三	宵B	平	知	效	超	0	0	0		tsʰ	iu	55					chiu1	chiu1	ciu1	ciu1	ciu1					
澄	開	三	宵B	平	知	效	潮	0	0	0		tsʰ	iu	51					zhiu4	chiu4	ciu4	ciu4	ciu4					
澄	開	三	宵B	平	知	效	晁	0	2	0		tsʰ	iu	51					zhiu4	zhiu1	ciu4	ciu4	ciu4					
見	開	三	宵B	平	見	效	驕	0	0	0		k	iu	55					giu1	kiu1	giu1	giu1	giu1					
見	開	三	宵B	平	見	效	喬	0	0	0		kʰ	iu	51					kiu4	kiu4	kiu4	kiu4	kiu4					
見	開	三	宵B	平	見	效	嬌	0	0	0		k	iu	55					giu1	giu1	giu1	giu1	giu1					
曉	開	三	宵B	平	影	效	囂	0	1	0		h	iu	55					hiu1	hiu1	hiu1	hiu1	hiu1					
影	開	三	宵B	平	影	效	妖	0	0	0			iu	55					jiu1	jiu1	jiu1	jiu2	jiu1	jiu2				
影	開	三	宵B	平	影	效	夭	0	1	0			iu	55					jiu1	jiu1	jiu1	jiu1	jiu1					
幫	開	三	宵B	平	幫	效	鑣	0	2	0		p	iu	55					biu1	biu1	biu1	biu1	biu1					
明	開	三	宵B	平	幫	效	描	0	0	0		m	iu	51					miu4	miu4	miu4	miu4	miu4					
明	開	三	宵B	平	幫	效	苗	0	0	0		m	iu	51					miu4	miu4	miu4	miu4	miu4					
明	開	三	宵B	平	幫	效	貓	0	0	0		m	au	55					miu4	maau4	maau1	maau1	maau1					
群	開	三	宵B	平	見	效	橋	0	0	0		kʰ	iu	51					kiu4	kiu4	kiu4	kiu4	kiu4					
群	開	三	宵B	平	見	效	轎	0	0	0		k	iu	33					-	giu2	giu2	giu2 或 giu6	giu6	kiu2				
群	開	三	宵B	平	見	效	僑	0	0	0		kʰ	iu	51					kiu4	kiu4	kiu4	kiu4	kiu4					
澄	開	三	宵B	上	知	效	趙	0	0	0		ts	iu	33					zhiu6	zhiu6	ziu6	ziu6	ziu6					
澄	開	三	宵B	上	知	效	兆	0	0	0		tsʰ	iu	33					zhiu6	zhiu6	siu6	ziu6	siu6					
見	開	三	宵B	上	見	效	矯	0	1	0		k	iu	213					giu2	giu2	giu2	giu2	giu2					
幫	開	三	宵B	上	幫	效	表	0	0	0		p	iu	213					biu2	biu2	biu2	biu2	biu2					
澄	開	三	宵B	去	知	效	召	1	0	0		ts	iu	33					zhiu6	zhiu6	ziu6	ziu6	ziu6					
常	開	三	宵A	去	章	效	召	1	0	0													siu6					
明	開	三	宵B	去	幫	效	廟	0	0	0		m	iu	33					miu6	miu6	miu6	miu6	miu6					
端	開	四	蕭	平	端	效	刁	0	1	0		t	iu	55					diu1	diu1	diu1	diu1	diu1					
端	開	四	蕭	平	端	效	雕	0	0	0		t	iu	55					diu1	diu1	diu1	diu1	diu1					
端	開	四	蕭	平	端	效	凋	0	2	0		t	iu	55					diu1	diu1	diu1	diu1	diu1					
端	開	四	蕭	平	端	效	貂	0	2	0		t	iu	55					diu1	diu1	diu1	diu1	diu1					
端	開	四	蕭	平	端	效	鵰	0	0	0		t	iu	55					diu1	diu1	diu1	diu1	diu1					
透	開	四	蕭	平	端	效	挑	1	0	0		tʰ	iu	55					tiu1	tiu1	tiu1	tiu1	tiu1					
透	開	一	豪	平	端	效	挑	1	0	0													tou1					
定	開	四	蕭	平	端	效	跳	0	0	0		tʰ	iu	33					tiu3	tiu3	tiu1	tiu3	tiu3					
定	開	四	蕭	平	端	效	調	1	0	0		tʰ	iu	51				調味	tiu4	tiu4			tiu4					
定	開	四	蕭	去	端	效	調	1	0	0		t	iu	33				調動	diu6	diu6	diu6	diu6	diu6					
定	開	四	蕭	平	端	效	迢	0	2	0		tʰ	iu	51					tiu4	tiu4	siu4	siu4	siu4					
定	開	四	蕭	平	端	效	條	0	0	0		tʰ	iu	51					tiu4	tiu4	tiu4	tiu4	tiu4					
來	開	四	蕭	平	來	效	聊	0	1	0		l	iu	51					liu4	liu4	liu4	liu4	liu4					
來	開	四	蕭	平	來	效	撩	0	1	0		l	iu	51					liu4	liu4	liu4	liu4	liu4					
來	開	四	蕭	平	來	效	嘹	0	1	0		l	iu	51					liu4	liu4	liu4	liu4	liu4					
