声母	韵母	声调	字	注释	
零	io	1	邀		1
零	io	1	腰		1
零	io	1	幽		1
零	io	3	舀		1
零	io	5	要		1
零	io	5	鹞		1
p	ai	1	杯		1
p	ai	1	裴		1
p	ai	1	碑		1
p	ai	1	卑		1
p	ai	1	悲		1
p	ai	1	翻		1
p	ai	3	跛		1
p	ai	3	摆		1
p	ai	3	板		1
p	ai	3	版		1
p	ai	5	拜		1
p	ai	5	痱		1
pʰ	ai	3	瓣		1
pʰ	ai	5	沛		1
pʰ	ai	5	稗		1
b	ai	2	排		1
b	ai	2	牌		1
b	ai	2	麻		1
b	ai	2	佩		1
b	ai	2	肥		1
b	ai	2	爿		1
b	ai	6	败		1
b	ai	6	吠		1
b	ai	6	办		1
m	ai	3	买		1
m	ai	3	每		1
m	ai	3	美		1
m	ai	5	昧		1
m	ai	6	卖		1
m	ai	6	慢		1
m	ai	6	万		1
f	ai	1	挥		1
f	ai	1	徽		1
f	ai	1	辉		1
f	ai	3	贿		1
f	ai	3	悔		1
f	ai	3	毁		1
f	ai	5	晦		1
f	ai	5	秽		1
f	ai	5	讳		1
f	ai	5	纬		1
v	ai	2	伪		1
v	ai	2	违		1
v	ai	2	围		1
v	ai	2	伟		1
v	ai	2	苇		1
v	ai	6	惠		1
v	ai	6	慧		1
v	ai	6	卫		1
v	ai	6	谓		1
v	ai	6	猬		1
v	ai	6	彙		1
t	ai	3	腆		1
tʰ	ai	1	梯		1
tʰ	ai	5	屉		1
d	ai	2	题		1
d	ai	2	蹄		1
d	ai	6	苧		1
d	ai	6	递		1
d	ai	6	队		1
n	ai	2	泥		1
n	ai	6	内		1
l	ai	2	犁		1
l	ai	3	儡		1
l	ai	3	累		1
l	ai	3	累		1
l	ai	3	垒		1
l	ai	6	荔		1
l	ai	6	类		1
ts	ai	1	锥		1
ts	ai	5	绩		1
s	ai	1	衰		1
s	ai	1	摔		1
s	ai	1	生		1
s	ai	3	洗		1
s	ai	5	细		1
z	ai	2	前		1
z	ai	2	层		1
z	ai	6	锐		1
z	ai	6	睡		1
z	ai	6	粹		1
z	ai	6	隧		1
z	ai	6	谁		1
k	ai	1	街		1
k	ai	3	减		1
k	ai	5	柬		1
k	ai	5	涧		1
k	ai	5	锏		1
kʰ	ai	1	揩		1
kʰ	ai	5	快		1
ŋ	ai	2	魏		1
ŋ	ai	3	眼		1
h	ai	5	苋		1
h	ai	6	蟢		1
ɦ	ai	2	鞋		1
ɦ	ai	2	嫌		1
零	ai	3	矮		1
k	uai	1	规		1
k	uai	1	龟		1
k	uai	3	会		1
k	uai	3	刽		1
k	uai	3	诡		1
k	uai	3	轨		1
k	uai	3	鬼		1
k	uai	5	桧		1
k	uai	5	鳜		1
k	uai	5	闺		1
k	uai	5	桂		1
k	uai	5	癸		1
k	uai	5	贵		1
k	uai	6	圭		1
kʰ	uai	1	奎		1
kʰ	uai	1	亏		1
kʰ	uai	3	傀		1
kʰ	uai	5	块		1
kʰ	uai	5	蒯		1
kʰ	uai	5	愧		1
g	uai	6	溃		1
g	uai	6	跪		1
g	uai	6	柜		1
零	uai	3	萎		1
零	uai	3	委		1
零	uai	3	畏		1
零	uai	3	慰		1
p	au	3	褒		1
p	au	3	宝		1
p	au	5	报		1
b	au	6	薄		1
m	au	2	毛		1
m	au	2	谋		1
m	au	6	帽		1
m	au	6	茂		1
t	au	1	刀		1
t	au	1	叨		1
t	au	3	朵		1
t	au	3	倒		1
t	au	5	剁		1
t	au	5	倒		1
t	au	5	斗		1
t	au	5	桌		1
tʰ	au	3	讨		1
tʰ	au	5	套		1
d	au	2	桃		1
d	au	2	萄		1
d	au	2	投		1
d	au	6	舵		1
d	au	6	逗		1
n	au	6	糯		1
l	au	2	锣		1
l	au	2	牢		1
l	au	3	篓		1
l	au	6	陋		1
l	au	6	落		1
ts	au	1	邹		1
ts	au	1	糟		1
ts	au	3	枣		1
ts	au	5	做		1
ts	au	5	奏		1
ts	au	5	皱		1
ts	au	5	绉		1
ts	au	5	捉		1
tsʰ	au	5	凑		1
dz	au	2	槽		1
dz	au	6	骤		1
s	au	1	梭		1
s	au	1	飕		1
s	au	3	锁		1
s	au	3	嫂		1
s	au	3	叟		1
s	au	3	瘦		1
s	au	5	漱		1
z	au	2	槽		1
z	au	2	愁		1
z	au	6	皂		1
z	au	6	凿		1
k	au	1	膏		1
k	au	1	糕		1
k	au	1	勾		1
k	au	1	勾		1
k	au	3	苟		1
k	au	3	枸		1
k	au	5	彀		1
k	au	5	够		1
k	au	5	构		1
k	au	5	购		1
k	au	5	角		1
kʰ	au	1	抠		1
kʰ	au	3	口		1
kʰ	au	5	靠		1
kʰ	au	5	叩		1
kʰ	au	5	扣		1
kʰ	au	5	寇		1
ŋ	au	2	鹅		1
ŋ	au	2	熬		1
ŋ	au	3	耦		1
ŋ	au	3	偶		1
ŋ	au	3	偶		1
h	au	1	蒿		1
h	au	3	好		1
h	au	5	吼		1
ɦ	au	2	河		1
ɦ	au	2	侯		1
ɦ	au	6	号		1
ɦ	au	6	后		1
ɦ	au	6	候		1
ɦ	au	6	学		1
零	au	1	枵		1
零	au	1	欧		1
零	au	1	瓯		1
零	au	1	呕		1
零	au	1	殴		1
零	au	5	坳		1
零	au	5	沤		1
tɕ	iau	1	柩		1
tɕ	iau	3	久		1
tɕ	iau	3	韭		1
tɕ	iau	5	灸		1
tɕ	iau	5	救		1
tɕ	iau	5	究		1
dʑ	iau	2	求		1
dʑ	iau	2	球		1
dʑ	iau	6	旧		1
ȵ	iau	3	扭		1
ȵ	iau	3	纽		1
ɕ	iau	1	休		1
ɕ	iau	3	朽		1
ɕ	iau	5	嗅		1
ɦ	iau	2	尤		1
ɦ	iau	2	邮		1
ɦ	iau	2	由		1
ɦ	iau	2	油		1
ɦ	iau	2	游		1
ɦ	iau	2	犹		1
ɦ	iau	2	又		1
ɦ	iau	6	莠		1
ɦ	iau	6	诱		1
ɦ	iau	6	右		1
ɦ	iau	6	佑		1
ɦ	iau	6	柚		1
ɦ	iau	6	鼬		1
ɦ	iau	6	釉		1
零	iau	1	优		1
零	iau	1	忧		1
零	iau	1	悠		1
零	iau	1	幼		1
零	iau	3	有	文	1
零	iau	3	友		1
零	iau	3	酉		1
p	ã	1	浜		1
p	ã	5	柄		1
pʰ	ã	1	烹		1
pʰ	ã	1	胮		1
b	ã	2	庞		1
b	ã	2	彭		1
b	ã	2	膨		1
b	ã	2	虻		1
b	ã	2	棚		1
b	ã	2	平		1
b	ã	6	蚌		1
b	ã	6	蚌		1
b	ã	6	病		1
m	ã	1	迈		1
m	ã	2	明		1
m	ã	3	猛		1
t	ã	3	弹		1
tʰ	ã	1	撑		1
tʰ	ã	5	牚		1
n	ã	2	拿		1
l	ã	3	冷		1
ts	ã	1	争		1
ts	ã	1	筝		1
ts	ã	5	绽		1
ts	ã	5	睁		1
tsʰ	ã	1	撑		1
tsʰ	ã	1	生		1
tsʰ	ã	1	青		1
tsʰ	ã	3	醒		1
dz	ã	2	争		1
s	ã	1	生		1
s	ã	1	牲		1
s	ã	1	笙		1
s	ã	1	甥		1
s	ã	3	省		1
s	ã	5	姓		1
s	ã	5	性		1
z	ã	2	晴		1
k	ã	1	更		1
k	ã	1	羹		1
k	ã	1	耕		1
k	ã	3	碱		1
k	ã	3	粳		1
k	ã	3	哽		1
k	ã	3	埂		1
k	ã	3	梗		1
k	ã	5	更		1
kʰ	ã	1	龛		1
kʰ	ã	1	坑		1
ŋ	ã	6	硬		1
h	ã	2	横		1
h	ã	5	憾		1
零	ã	1	杏		1
零	ã	3	幸		1
p	iã	3	饼		1
m	iã	2	名		1
m	iã	6	命		1
tʰ	iã	1	听		1
d	iã	6	定		1
l	iã	2	良		1
l	iã	3	领		1
l	iã	3	岭		1
l	iã	6	谅		1
tɕ	iã	1	将		1
tɕ	iã	1	疆		1
tɕ	iã	1	礓		1
tɕ	iã	1	缰		1
tɕ	iã	1	姜		1
tɕ	iã	1	障		1
tɕ	iã	1	瘴		1
tɕ	iã	1	惊		1
tɕ	iã	1	正		1
tɕ	iã	3	蒋		1
tɕ	iã	3	奖		1
tɕ	iã	3	长		1
tɕ	iã	3	涨		1
tɕ	iã	5	溅		1
tɕ	iã	5	胀		1
tɕ	iã	5	镜		1
tɕ	iã	5	正		1
tɕʰ	iã	1	昌		1
tɕʰ	iã	1	羌		1
tɕʰ	iã	3	厂		1
tɕʰ	iã	3	请		1
tɕʰ	iã	5	畅		1
tɕʰ	iã	5	倡		1
dʑ	iã	2	肠		1
dʑ	iã	2	场		1
dʑ	iã	2	强		1
dʑ	iã	6	杖		1
dʑ	iã	6	强		1
dʑ	iã	6	佣		1
ȵ	iã	6	酿		1
ɕ	iã	1	相		1
ɕ	iã	1	厢		1
ɕ	iã	1	湘		1
ɕ	iã	1	襄		1
ɕ	iã	1	伤		1
ɕ	iã	1	兄		1
ɕ	iã	3	想		1
ɕ	iã	3	享	文	1
ɕ	iã	3	饷		1
ʑ	iã	2	墙		1
ʑ	iã	2	详		1
ʑ	iã	2	祥		1
ʑ	iã	2	常		1
ʑ	iã	2	尝		1
ʑ	iã	2	偿		1
ʑ	iã	2	裳		1
ʑ	iã	2	城		1
ʑ	iã	6	壤		1
ʑ	iã	6	攘		1
ʑ	iã	6	嚷		1
ɦ	iã	2	疡		1
ɦ	iã	2	赢		1
零	iã	1	央		1
零	iã	1	殃		1
零	iã	3	映		1
k	uã	3	梗		1
p	ẽ	1	班		1
p	ẽ	1	斑		1
p	ẽ	1	颁		1
p	ẽ	1	扳		1
p	ẽ	1	扳		1
p	ẽ	5	婢		1
p	ẽ	5	扮		1
p	ẽ	5	半		1
pʰ	ẽ	1	攀		1
pʰ	ẽ	1	潘		1
pʰ	ẽ	5	派		1
pʰ	ẽ	5	盼		1
b	ẽ	2	股		1
b	ẽ	2	搬		1
b	ẽ	2	盘		1
b	ẽ	2	盆		1
b	ẽ	6	拌		1
b	ẽ	6	绊		1
m	ẽ	1	糜		1
m	ẽ	2	瞒		1
m	ẽ	2	慢		1
m	ẽ	3	满		1
m	ẽ	6	漫		1
m	ẽ	6	幔		1
m	ẽ	6	蔓		1
f	ẽ	1	藩		1
f	ẽ	1	翻		1
f	ẽ	1	番		1
f	ẽ	1	藩		1
f	ẽ	3	反		1
f	ẽ	5	泛		1
f	ẽ	5	贩		1
v	ẽ	2	矾		1
v	ẽ	2	凡		1
v	ẽ	2	帆		1
v	ẽ	2	顽		1
v	ẽ	2	烦		1
v	ẽ	2	繁		1
v	ẽ	6	犯		1
v	ẽ	6	换		1
v	ẽ	6	患		1
v	ẽ	6	宦		1
t	ẽ	1	耽		1
t	ẽ	1	担		1
t	ẽ	3	胆		1
t	ẽ	5	担		1
t	ẽ	5	诞		1
t	ẽ	5	旦		1
tʰ	ẽ	1	坍		1
tʰ	ẽ	1	滩		1
tʰ	ẽ	1	摊		1
tʰ	ẽ	3	毯		1
tʰ	ẽ	5	探		1
tʰ	ẽ	5	炭		1
tʰ	ẽ	5	叹		1
d	ẽ	2	潭		1
d	ẽ	2	潭		1
d	ẽ	2	谈		1
d	ẽ	2	痰		1
d	ẽ	2	檀		1
d	ẽ	2	坛		1
d	ẽ	2	弹		1
d	ẽ	6	淡		1
d	ẽ	6	但		1
d	ẽ	6	弹		1
d	ẽ	6	蛋		1
n	ẽ	2	南		1
n	ẽ	2	男		1
n	ẽ	2	难		1
n	ẽ	3	乃		1
n	ẽ	6	耐		1
n	ẽ	6	奈		1
n	ẽ	6	难		1
l	ẽ	2	蓝		1
l	ẽ	2	篮		1
l	ẽ	2	兰		1
l	ẽ	2	拦		1
l	ẽ	2	栏		1
l	ẽ	3	缆		1
l	ẽ	3	懒		1
l	ẽ	6	烂		1
l	ẽ	6	滥		1
ts	ẽ	1	簪		1
ts	ẽ	1	沾		1
ts	ẽ	1	粘		1
ts	ẽ	1	簪		1
ts	ẽ	3	斩		1
ts	ẽ	3	盏		1
ts	ẽ	5	靛		1
ts	ẽ	5	赞		1
tsʰ	ẽ	1	搀		1
tsʰ	ẽ	1	餐		1
tsʰ	ẽ	1	灿		1
tsʰ	ẽ	3	铲		1
tsʰ	ẽ	3	产		1
dz	ẽ	2	残		1
dz	ẽ	6	惭		1
dz	ẽ	6	暂		1
dz	ẽ	6	站		1
dz	ẽ	6	站		1
dz	ẽ	6	栈		1
s	ẽ	1	三		1
s	ẽ	1	杉		1
s	ẽ	1	衫		1
s	ẽ	1	珊		1
s	ẽ	1	山		1
s	ẽ	1	删		1
s	ẽ	1	疝		1
s	ẽ	3	散		1
s	ẽ	3	伞		1
z	ẽ	2	蚕		1
z	ẽ	2	谗		1
z	ẽ	2	馋		1
k	ẽ	1	甘		1
k	ẽ	1	柑		1
k	ẽ	1	沿		1
k	ẽ	1	干		1
k	ẽ	1	肝		1
k	ẽ	1	竿		1
k	ẽ	1	干		1
k	ẽ	1	杆		1
k	ẽ	1	艰		1
k	ẽ	1	奸		1
k	ẽ	3	敢		1
k	ẽ	3	尴		1
k	ẽ	3	秆		1
k	ẽ	3	擀		1
k	ẽ	3	赶		1
k	ẽ	5	幹		1
k	ẽ	5	谏		1
kʰ	ẽ	3	楷		1
kʰ	ẽ	3	坎		1
kʰ	ẽ	3	砍		1
kʰ	ẽ	3	舰		1
kʰ	ẽ	3	款		1
kʰ	ẽ	5	嵌		1
kʰ	ẽ	5	看		1
kʰ	ẽ	5	看		1
g	ẽ	2	含		1
g	ẽ	2	寒		1
g	ẽ	6	汗		1
ŋ	ẽ	2	涯		1
ŋ	ẽ	2	崖		1
ŋ	ẽ	2	岩		1
ŋ	ẽ	2	颜		1
ŋ	ẽ	6	岸		1
ŋ	ẽ	6	雁		1
h	ẽ	1	蚶		1
h	ẽ	1	憨		1
h	ẽ	1	酣		1
h	ẽ	2	鼾		1
h	ẽ	3	喊		1
h	ẽ	5	撼		1
h	ẽ	5	汉		1
ɦ	ẽ	2	函		1
ɦ	ẽ	2	鹹		1
ɦ	ẽ	2	韩		1
ɦ	ẽ	2	翰		1
ɦ	ẽ	6	陷		1
ɦ	ẽ	6	旱		1
ɦ	ẽ	6	焊		1
零	ẽ	1	庵		1
零	ẽ	1	鞍		1
零	ẽ	5	暗		1
零	ẽ	5	按		1
零	ẽ	5	案		1
p	ĩ	1	鞭		1
p	ĩ	1	编		1
p	ĩ	1	边		1
p	ĩ	1	蝙		1
p	ĩ	3	扁		1
p	ĩ	3	匾		1
p	ĩ	5	变		1
p	ĩ	5	遍		1
p	ĩ	5	遍		1
pʰ	ĩ	1	偏		1
pʰ	ĩ	5	骗		1
pʰ	ĩ	5	片		1
b	ĩ	6	辨		1
b	ĩ	6	辩		1
b	ĩ	6	汴		1
b	ĩ	6	便		1
b	ĩ	6	辫		1
m	ĩ	2	迷		1
m	ĩ	2	糜		1
m	ĩ	2	弥		1
m	ĩ	2	靡		1
m	ĩ	2	绵		1
m	ĩ	2	棉		1
m	ĩ	2	眼		1
m	ĩ	3	米		1
m	ĩ	6	面		1
m	ĩ	6	麵		1
t	ĩ	1	颠		1
t	ĩ	1	癫		1
tʰ	ĩ	1	添		1
tʰ	ĩ	1	天		1
d	ĩ	2	堤		1
d	ĩ	2	提		1
d	ĩ	2	缠		1
d	ĩ	2	田		1
d	ĩ	6	电		1
d	ĩ	6	奠		1
d	ĩ	6	佃		1
l	ĩ	2	簾		1
l	ĩ	2	连		1
l	ĩ	2	联		1
l	ĩ	6	练		1
l	ĩ	6	鍊		1
tɕ	ĩ	1	尖		1
tɕ	ĩ	1	歼		1
tɕ	ĩ	1	瞻		1
tɕ	ĩ	1	兼		1
tɕ	ĩ	1	煎		1
tɕ	ĩ	1	氈		1
tɕ	ĩ	1	笺		1
tɕ	ĩ	1	肩		1
tɕ	ĩ	1	坚		1
tɕ	ĩ	3	展		1
tɕ	ĩ	3	囝		1
tɕ	ĩ	3	茧		1
tɕ	ĩ	5	占		1
tɕ	ĩ	5	佔		1
tɕ	ĩ	5	剑		1
tɕ	ĩ	5	箭		1
tɕ	ĩ	5	战		1
tɕ	ĩ	5	颤		1
tɕ	ĩ	5	建		1
tɕ	ĩ	5	犍		1
tɕ	ĩ	5	荐		1
tɕ	ĩ	5	笕		1
tɕ	ĩ	5	见		1
tɕʰ	ĩ	1	籤		1
tɕʰ	ĩ	1	签		1
tɕʰ	ĩ	1	谦		1
tɕʰ	ĩ	1	迁		1
tɕʰ	ĩ	1	牵		1
tɕʰ	ĩ	3	浅		1
tɕʰ	ĩ	5	欠		1
tɕʰ	ĩ	5	歉		1
dʑ	ĩ	2	钳		1
dʑ	ĩ	2	乾		1
dʑ	ĩ	2	虔		1
dʑ	ĩ	6	俭		1
dʑ	ĩ	6	犍		1
dʑ	ĩ	6	键		1
dʑ	ĩ	6	健		1
dʑ	ĩ	6	腱		1
ȵ	ĩ	1	黏	文	1
ȵ	ĩ	1	鲇		1
ȵ	ĩ	1	拈		1
ȵ	ĩ	1	研		1
ȵ	ĩ	2	尼		1
ȵ	ĩ	2	疑		1
ȵ	ĩ	2	黏		1
ȵ	ĩ	2	严		1
ȵ	ĩ	2	俨		1
ȵ	ĩ	2	酽		1
ȵ	ĩ	2	言		1
ȵ	ĩ	2	年		1
ȵ	ĩ	2	凝		1
ȵ	ĩ	2	凝		1
ȵ	ĩ	3	拟		1
ȵ	ĩ	3	碾		1
ȵ	ĩ	3	辇		1
ȵ	ĩ	6	艺		1
ȵ	ĩ	6	二		1
ȵ	ĩ	6	贰		1
ɕ	ĩ	1	仙		1
ɕ	ĩ	1	鲜		1
ɕ	ĩ	1	鲜		1
ɕ	ĩ	1	轩		1
ɕ	ĩ	3	玺		1
ɕ	ĩ	3	陕		1
ɕ	ĩ	3	险		1
ɕ	ĩ	3	癣		1
ɕ	ĩ	3	显		1
ɕ	ĩ	5	搧		1
ɕ	ĩ	5	线		1
ɕ	ĩ	5	扇		1
ɕ	ĩ	5	宪		1
ɕ	ĩ	5	献		1
ʑ	ĩ	2	蟾		1
ʑ	ĩ	2	蝉		1
ʑ	ĩ	2	禅		1
ʑ	ĩ	2	然		1
ʑ	ĩ	2	燃		1
ʑ	ĩ	2	单		1
ʑ	ĩ	2	禅		1
ʑ	ĩ	6	潜		1
ʑ	ĩ	6	渐		1
ʑ	ĩ	6	践		1
ʑ	ĩ	6	善		1
ʑ	ĩ	6	贱		1
ʑ	ĩ	6	饯		1
ʑ	ĩ	6	羡		1
ʑ	ĩ	6	膳		1
ɦ	ĩ	2	炎		1
ɦ	ĩ	2	盐		1
ɦ	ĩ	2	阎		1
ɦ	ĩ	2	簷		1
ɦ	ĩ	2	筵		1
ɦ	ĩ	2	贤		1
ɦ	ĩ	2	弦		1
ɦ	ĩ	2	沿		1
ɦ	ĩ	6	现		1
零	ĩ	1	蔫		1
零	ĩ	1	焉		1
零	ĩ	1	焉		1
零	ĩ	1	阉		1
零	ĩ	3	掩		1
零	ĩ	3	演		1
零	ĩ	5	厌		1
k	uẽ	3	馆		1
kʰ	uẽ	1	宽		1
g	uẽ	2	环		1
零	uẽ	3	范		1
零	uẽ	3	轮		1
零	uẽ	3	豌		1
零	uẽ	3	剜		1
零	uẽ	3	碗		1
零	uẽ	3	腕		1
零	uẽ	3	幻		1
零	uẽ	3	晚		1
零	uẽ	3	挽		1
tɕ	ỹ	1	专		1
tɕ	ỹ	1	砖		1
tɕ	ỹ	1	绢		1
tɕ	ỹ	1	捐		1
tɕ	ỹ	3	转		1
tɕ	ỹ	3	转		1
tɕ	ỹ	5	眷		1
tɕ	ỹ	5	卷		1
tɕʰ	ỹ	1	川		1
tɕʰ	ỹ	1	圈		1
tɕʰ	ỹ	3	犬		1
tɕʰ	ỹ	5	劝		1
tɕʰ	ỹ	5	券		1
dʑ	ỹ	2	泉		1
dʑ	ỹ	2	传		1
dʑ	ỹ	2	权		1
dʑ	ỹ	2	颠		1
dʑ	ỹ	6	篆		1
dʑ	ỹ	6	传		1
dʑ	ỹ	6	倦		1
ȵ	ỹ	2	元		1
ȵ	ỹ	2	原		1
ȵ	ỹ	2	源		1
ȵ	ỹ	3	软		1
ȵ	ỹ	6	愿		1
ɕ	ỹ	1	宣		1
ɕ	ỹ	1	喧		1
ɕ	ỹ	3	选		1
ɕ	ỹ	5	楦		1
ʑ	ỹ	2	全		1
ʑ	ỹ	6	旋		1
ʑ	ỹ	6	旋		1
ʑ	ỹ	6	镟		1
ɦ	ỹ	2	玩		1
ɦ	ỹ	2	员		1
ɦ	ỹ	2	缘		1
ɦ	ỹ	2	袁		1
ɦ	ỹ	2	辕		1
ɦ	ỹ	2	玄		1
ɦ	ỹ	2	悬		1
ɦ	ỹ	6	院		1
ɦ	ỹ	6	县		1
零	ỹ	1	冤		1
零	ỹ	1	渊		1
零	ỹ	3	阮		1
零	ỹ	3	援		1
零	ỹ	3	远		1
零	ỹ	5	怨		1
p	ɔ̃	1	帮		1
p	ɔ̃	1	邦		1
p	ɔ̃	3	谤		1
p	ɔ̃	3	绑		1
pʰ	ɔ̃	5	髈		1
b	ɔ̃	2	旁		1
b	ɔ̃	2	螃		1
b	ɔ̃	2	傍		1
b	ɔ̃	6	棒		1
m	ɔ̃	1	摸		1
m	ɔ̃	2	忙		1
m	ɔ̃	2	茫		1
m	ɔ̃	2	膜		1
m	ɔ̃	2	盲		1
m	ɔ̃	2	魔		1
m	ɔ̃	2	摩		1
m	ɔ̃	2	麻		1
m	ɔ̃	2	麻		1
m	ɔ̃	2	蟆		1
m	ɔ̃	2	模		1
m	ɔ̃	2	模		1
m	ɔ̃	2	摹		1
m	ɔ̃	3	卯		1
m	ɔ̃	3	莽		1
m	ɔ̃	3	蟒		1
m	ɔ̃	3	马		1
m	ɔ̃	3	码		1
m	ɔ̃	3	亩		1
m	ɔ̃	6	戊		1
m	ɔ̃	6	贸		1
m	ɔ̃	6	磨		1
m	ɔ̃	6	暮		1
m	ɔ̃	6	慕		1
m	ɔ̃	6	墓		1
m	ɔ̃	6	募		1
t	ɔ̃	1	当		1
t	ɔ̃	1	桩		1
t	ɔ̃	3	党		1
t	ɔ̃	3	挡		1
t	ɔ̃	3	涨		1
t	ɔ̃	5	当		1
tʰ	ɔ̃	1	汤		1
tʰ	ɔ̃	3	倘		1
tʰ	ɔ̃	3	趟		1
tʰ	ɔ̃	5	烫		1
d	ɔ̃	2	堂		1
d	ɔ̃	2	棠		1
d	ɔ̃	2	螳		1
d	ɔ̃	2	唐		1
d	ɔ̃	2	糖		1
d	ɔ̃	2	塘		1
d	ɔ̃	2	长		1
d	ɔ̃	2	肠		1
d	ɔ̃	6	荡		1
d	ɔ̃	6	宕		1
n	ɔ̃	2	囊		1
l	ɔ̃	2	郎		1
l	ɔ̃	2	廊		1
l	ɔ̃	2	狼		1
l	ɔ̃	2	螂		1
l	ɔ̃	2	瓤		1
l	ɔ̃	3	朗		1
l	ɔ̃	3	两		1
l	ɔ̃	6	浪		1
l	ɔ̃	6	㫰		
l	ɔ̃	6	两		1
ts	ɔ̃	1	赃		1
ts	ɔ̃	1	庄		1
ts	ɔ̃	1	装		1
ts	ɔ̃	5	葬		1
tsʰ	ɔ̃	1	仓		1
tsʰ	ɔ̃	1	苍		1
tsʰ	ɔ̃	1	疮		1
tsʰ	ɔ̃	5	创		1
dz	ɔ̃	2	藏		1
dz	ɔ̃	6	藏		1
dz	ɔ̃	6	撞		1
s	ɔ̃	1	桑		1
s	ɔ̃	1	丧		1
s	ɔ̃	3	蹂		1
s	ɔ̃	3	嗓		1
s	ɔ̃	3	操		1
s	ɔ̃	3	丧		1
s	ɔ̃	3	爽		1
k	ɔ̃	1	冈		1
k	ɔ̃	1	岗		1
k	ɔ̃	1	刚		1
k	ɔ̃	1	纲		1
k	ɔ̃	1	钢		1
k	ɔ̃	1	缸		1
k	ɔ̃	1	光		1
k	ɔ̃	1	江		1
k	ɔ̃	1	豇		1
k	ɔ̃	3	广		1
k	ɔ̃	3	讲		1
k	ɔ̃	3	港		1
k	ɔ̃	5	杠		1
k	ɔ̃	5	扛		1
k	ɔ̃	5	降		1
kʰ	ɔ̃	1	康		1
kʰ	ɔ̃	1	糠		1
kʰ	ɔ̃	1	慷		1
kʰ	ɔ̃	1	匡		1
kʰ	ɔ̃	1	筐		1
kʰ	ɔ̃	1	眶		1
kʰ	ɔ̃	5	抗		1
kʰ	ɔ̃	5	炕		1
kʰ	ɔ̃	5	因		1
kʰ	ɔ̃	5	旷		1
kʰ	ɔ̃	5	圹		1
kʰ	ɔ̃	5	矿		1
g	ɔ̃	2	狂		1
g	ɔ̃	6	巷		1
ŋ	ɔ̃	2	牙		1
ŋ	ɔ̃	2	芽		1
ŋ	ɔ̃	2	昂		1
ŋ	ɔ̃	5	望		1
h	ɔ̃	1	荒		1
h	ɔ̃	1	慌		1
h	ɔ̃	1	方		1
h	ɔ̃	1	肪		1
h	ɔ̃	1	芳		1
h	ɔ̃	3	流		1
h	ɔ̃	3	晃		1
h	ɔ̃	3	妨		1
h	ɔ̃	3	仿		1
h	ɔ̃	3	仿		1
h	ɔ̃	3	仿		1
h	ɔ̃	3	访		1
ɦ	ɔ̃	2	行		1
ɦ	ɔ̃	2	航		1
ɦ	ɔ̃	2	杭		1
ɦ	ɔ̃	2	凭		1
ɦ	ɔ̃	2	黄		1
ɦ	ɔ̃	2	簧		1
ɦ	ɔ̃	2	皇		1
ɦ	ɔ̃	2	蝗		1
ɦ	ɔ̃	2	蟥		1
ɦ	ɔ̃	2	房		1
ɦ	ɔ̃	2	防		1
ɦ	ɔ̃	2	亡		1
ɦ	ɔ̃	2	忘		1
ɦ	ɔ̃	2	王		1
ɦ	ɔ̃	6	旺		1
ɦ	ɔ̃	6	项		1
ɦ	ɔ̃	6	巷		1
零	ɔ̃	1	肮		1
零	ɔ̃	1	秧		1
零	ɔ̃	1	汪		1
零	ɔ̃	3	枉		1
零	ɔ̃	3	往		1
t	iɔ̃	5	帐		1
t	iɔ̃	5	账		1
d	iɔ̃	2	场		1
l	iɔ̃	2	凉		1
l	iɔ̃	2	量		1
l	iɔ̃	2	粮		1
l	iɔ̃	2	梁		1
l	iɔ̃	2	粱		1
l	iɔ̃	6	亮		1
l	iɔ̃	6	辆		1
l	iɔ̃	6	量		1
tɕ	iɔ̃	1	樟		1
tɕ	iɔ̃	1	僵		1
tɕ	iɔ̃	1	薑		1
tɕ	iɔ̃	1	弹		1
tɕ	iɔ̃	3	桨		1
tɕ	iɔ̃	5	浆		1
tɕ	iɔ̃	5	酱		1
tɕ	iɔ̃	5	将		1
tɕʰ	iɔ̃	1	枪		1
tɕʰ	iɔ̃	1	菖		1
tɕʰ	iɔ̃	1	腔		1
tɕʰ	iɔ̃	3	抢		1
tɕʰ	iɔ̃	3	闯		1
tɕʰ	iɔ̃	5	唱		1
dʑ	iɔ̃	2	床		1
dʑ	iɔ̃	6	状		1
ȵ	iɔ̃	2	尧		1
ȵ	iɔ̃	2	娘		1
ȵ	iɔ̃	3	仰		1
ȵ	iɔ̃	5	饶		1
ȵ	iɔ̃	5	让		1
ȵ	iɔ̃	6	绕		1
ȵ	iɔ̃	6	绕		1
ȵ	iɔ̃	6	尿		1
ɕ	iɔ̃	1	箱		1
ɕ	iɔ̃	1	镶		1
ɕ	iɔ̃	1	霜		1
ɕ	iɔ̃	1	孀		1
ɕ	iɔ̃	1	香		1
ɕ	iɔ̃	3	鲞		1
ɕ	iɔ̃	3	赏		1
ɕ	iɔ̃	3	晌		1
ɕ	iɔ̃	3	响		1
ɕ	iɔ̃	5	相		1
ɕ	iɔ̃	5	向		1
ɕ	iɔ̃	5	况		1
ʑ	iɔ̃	6	象		1
ʑ	iɔ̃	6	像		1
ʑ	iɔ̃	6	橡		1
ʑ	iɔ̃	6	上		1
ʑ	iɔ̃	6	庠		1
ʑ	iɔ̃	6	上		1
