繁體	简体	音標	註釋	聲	韻	調							
驥	骥	t͡ɕi˨˦		t͡ɕ	i	˨˦							
洎	洎	t͡ɕi˨˦		t͡ɕ	i	˨˦							
懻	懻	t͡ɕi˨˦		t͡ɕ	i	˨˦							
覬	觊	t͡ɕi˨˦		t͡ɕ	i	˨˦							
𩥉	𩧱	t͡ɕi˨˦		t͡ɕ	i	˨˦							
𩧱	𩧱	t͡ɕi˨˦		t͡ɕ	i	˨˦							
穊	穊	t͡ɕi˨˦		t͡ɕ	i	˨˦							
冀	冀	t͡ɕi˨˦		t͡ɕ	i	˨˦							
器	器	t͡ɕʰi˨˦		t͡ɕʰ	i	˨˦							
棄	弃	t͡ɕʰi˨˦		t͡ɕʰ	i	˨˦							
畿	畿	t͡ɕi˧˥		t͡ɕ	i	˧˥							
畿	畿	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
岓	岓	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
圻	圻	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
崎	崎	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
碕	碕	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
蚚	蚚	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
旂	旂	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
祈	祈	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
鰭	鳍	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
耆	耆	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
伊	伊	ji˧˥		j	i	˧˥							
懿	懿	ji˨˦		j	i	˨˦							
夷	夷	ji˧˩		j	i	˧˩							
彝	彝	ji˧˩		j	i	˧˩							
姨	姨	ji˧˩		j	i	˧˩							
肄	肄	ji˨˦		j	i	˨˦							
妳	你	n̠ʲi˥˧		n̠ʲ	i	˥˧							
𮛝	𮛝	ni˧˥		n	i	˧˥							
𨁫	𨁫	ni˧˥	動詞，表示用腳踩壓	n	i	˧˥							
厘	厘	ni˧˩		n	i	˧˩							
剺	剺	ni˧˩		n	i	˧˩							
嫠	嫠	ni˧˩		n	i	˧˩							
孷	孷	ni˧˩		n	i	˧˩							
梩	梩	ni˧˩		n	i	˧˩							
氂	氂	ni˧˩		n	i	˧˩							
犛	牦	ni˧˩		n	i	˧˩							
狸	狸	ni˧˩		n	i	˧˩							
艃	艃	ni˧˩		n	i	˧˩							
貍	貍	ni˧˩		n	i	˧˩							
釐	釐	ni˧˩		n	i	˧˩							
𠩬	𠩬	ni˧˩		n	i	˧˩							
𠭰	𠭰	ni˧˩		n	i	˧˩							
𢟤	𢟤	ni˧˩		n	i	˧˩							
𣁟	𣁟	ni˧˩		n	i	˧˩							
𣮉	𣮉	ni˧˩		n	i	˧˩							
𩭇	𩭇	ni˧˩		n	i	˧˩							
李	李	ni˥˧		n	i	˥˧							
理	理	ni˥˧		n	i	˥˧							
裏	里	ni˥˧		n	i	˥˧							
裏	里	ne˧˥	白讀表示方位如哪裏這裏	n	e	˧˥							
鯉	鲤	ni˥˧		n	i	˥˧							
吏	吏	ni˨˦		n	i	˨˦							
滋	滋	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
杍	杍	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
籽	籽	t͡sɹe̠ᶦ˥˧	~訾：表示身上隆起的小疙瘩	t͡s	ɹe̠ᶦ	˥˧							
耔	耔	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
仔	仔	t͡sɹe̠ᶦ˥˧	~細	t͡s	ɹe̠ᶦ	˥˧							
仔	仔	t͡sɐ̞ɪ̯˥˧	又作(崽)	t͡s	ɐ̞ɪ̯	˥˧							
虸	虸	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
秄	秄	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
㜽	㜽	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
子	子	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
梓	梓	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
茲	茲	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
磁	磁	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
慈	慈	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
字	字	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
漬	渍	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
司	司	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
噝	咝	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
鷥	鸶	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
絲	丝	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
思	思	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
恖	恖	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
伺	伺	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
辭	辞	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
詞	词	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
祠	祠	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
巳	巳	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
祀	祀	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
似	似	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
峙	峙	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
寺	寺	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
嗣	嗣	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
飼	饲	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
寘	寘	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
置	置	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
黐	黐	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
癡	痴	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
褫	褫	t͡sʰɹe̠ᶦ˥˧		t͡sʰ	ɹe̠ᶦ	˥˧							
恥	耻	t͡sʰɹe̠ᶦ˥˧		t͡sʰ	ɹe̠ᶦ	˥˧							
祉	祉	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
持	持	t͡sʰɹe̠ᶦ˧˩		t͡sʰ	ɹe̠ᶦ	˧˩							
痔	痔	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
治	治	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
颸	颸	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
緇	缁	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
崰	崰	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
輺	辎	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
輜	辎	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
葘	葘	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
甾	甾	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
𦸜	𦸜	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
湽	湽	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
淄	淄	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
菑	菑	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
錙	锱	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
廁	厕	t͡sʰɐ̟˨˨˩		t͡sʰ	ɐ̟	˨˨˩							
俟	俟	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
士	士	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
事	事	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
史	史	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
使	使	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
駛	驶	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
芝	芝	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
之	之	t͡sɹe̠ᶦ˧˥		t͡s	ɹe̠ᶦ	˧˥							
址	址	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
止	止	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
趾	趾	t͡sɹe̠ᶦ˥˧		t͡s	ɹe̠ᶦ	˥˧							
志	志	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
誌	志	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
痣	痣	t͡sɹe̠ᶦ˨˦		t͡s	ɹe̠ᶦ	˨˦							
蚩	蚩	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
嗤	嗤	t͡sʰɹe̠ᶦ˧˥		t͡sʰ	ɹe̠ᶦ	˧˥							
齒	齿	t͡sʰe˨˨˩	白讀	t͡sʰ	e	˨˨˩							
齒	齿	t͡sʰɹe̠ᶦ˥˧		t͡sʰ	ɹe̠ᶦ	˥˧							
詩	诗	sɹe̠ᶦ˧˥		s	ɹe̠ᶦ	˧˥							
始	始	sɹe̠ᶦ˥˧		s	ɹe̠ᶦ	˥˧							
弑	弑	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
弒	弒	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
試	试	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
時	时	sɹe̠ᶦ˧˩		s	ɹe̠ᶦ	˧˩							
鰣	鲥	sɹe̠ᶦ˧˩		s	ɹe̠ᶦ	˧˩							
市	市	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
恃	恃	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
侍	侍	sɹe̠ᶦ˨˦		s	ɹe̠ᶦ	˨˦							
而	而	ɭᵉ˧˩		Ø	ɭᵉ	˧˩							
耳	耳	ɭᵉ˥˧		Ø	ɭᵉ	˥˧							
洱	洱	ɭᵉ˥˧		Ø	ɭᵉ	˥˧							
邇	迩	ɭᵉ˥˧		Ø	ɭᵉ	˥˧							
𥌃	𥅘	ɭᵉ˥˧	~食：理睬	Ø	ɭᵉ	˥˧							
餌	饵	ɭᵉ˥˧		Ø	ɭᵉ	˥˧							
基	基	t͡ɕi˧˥		t͡ɕ	i	˧˥							
姬	姬	t͡ɕi˧˥		t͡ɕ	i	˧˥							
己	己	t͡ɕi˥˧		t͡ɕ	i	˥˧							
紀	纪	t͡ɕi˥˧	白讀，如：年～紀紀律	t͡ɕ	i	˥˧							
紀	纪	t͡ɕi˨˦	文讀如紀錄片紀元世紀	t͡ɕ	i	˨˦							
記	记	t͡ɕi˨˦		t͡ɕ	i	˨˦							
欺	欺	t͡ɕʰi˧˥		t͡ɕʰ	i	˧˥							
起	起	t͡ɕi˥˧	白讀	t͡ɕ	i	˥˧							
起	起	t͡ɕʰy˥˧	白讀，如：不～作用	t͡ɕʰ	y	˥˧							
起	起	t͡ɕʰi˥˧		t͡ɕʰ	i	˥˧							
杞	杞	t͡ɕi˥˧		t͡ɕ	i	˥˧							
杞	杞	t͡ɕʰi˥˧	文讀	t͡ɕʰ	i	˥˧							
棋	棋	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
其	其	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
綦	綦	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
旗	旗	t͡ɕʰi˧˩		t͡ɕʰ	i	˧˩							
期	期	t͡ɕʰi˧˥		t͡ɕʰ	i	˧˩							
忌	忌	t͡ɕi˨˦		t͡ɕ	i	˨˦							
㘈	㘈	ŋi˧˥	一點兒~𫪦都不打：形容答应別人請求時干脆，爽快	ŋ	i	˧˥							
疑	疑	n̠ʲi˧˩		n̠ʲ	i	˧˩							
擬	拟	n̠ʲi˥˧		n̠ʲ	i	˥˧							
嘻	嘻	xi˧˥	白讀。不敢~~：不敢有絲毫不服或反對的表示	x	i	˧˥							
嘻	嘻	ɕi˧˥		ɕ	i	˧˥							
嬉	嬉	ɕi˧˥		ɕ	i	˧˥							
鿋	鿋	ɕi˧˥		ɕ	i	˧˥							
禧	禧	ɕi˧˥		ɕ	i	˧˥							
熙	熙	ɕi˧˥		ɕ	i	˧˥							
焈	焈	ɕi˧˥		ɕ	i	˧˥							
蟢	蟢	ɕi˥˧		ɕ	i	˥˧							
喜	喜	ɕi˥˧		ɕ	i	˥˧							
戲	戏	ɕi˨˦		ɕ	i	˨˦							
醫	医	ji˧˥		j	i	˧˥							
意	意	ji˨˦		j	i	˨˦							
矣	矣	ji˥˧		j	i	˥˧							
眙	眙	ji˧˩		j	i	˧˩							
頤	颐	ji˧˩		j	i	˧˩							
詒	诒	ji˧˩		j	i	˧˩							
圯	圯	ji˧˩		j	i	˧˩							
怡	怡	ji˧˩		j	i	˧˩							
貽	贻	ji˧˩		j	i	˧˩							
已	已	ji˥˧		j	i	˥˧							
以	以	ji˥˧		j	i	˥˧							
異	异	ji˨˦		j	i	˨˦							
機	机	t͡ɕi˧˥		t͡ɕ	i	˧˥							
譏	讥	t͡ɕi˧˥		t͡ɕ	i	˧˥							
饑	饥	t͡ɕi˧˥		t͡ɕ	i	˧˥							
既	既	t͡ɕi˨˦		t͡ɕ	i	˨˦							
𠺪	𠺪	kʰi˧˥	猊～：形容人吝嗇	kʰ	i	˧˥							
豈	岂	t͡ɕʰi˥˧		t͡ɕʰ	i	˥˧							
氣	气	t͡ɕʰi˨˦		t͡ɕʰ	i	˨˦							
汽	汽	t͡ɕʰi˨˦		t͡ɕʰ	i	˨˦							
沂	沂	ji˧˩		j	i	˧˩							
毅	毅	ni˨˦		n	i	˨˦							
希	希	ɕi˧˥		ɕ	i	˧˥							
稀	稀	ɕi˧˥		ɕ	i	˧˥							
依	依	ji˧˥		j	i	˧˥							
衣	衣	ji˧˥		j	i	˧˥							
累	累	nwɛ̝ɪ̯˥˧	積～,～計	n	wɛ̝ɪ̯	˥˧							
累	累	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
嘴	嘴	t͡swɛ̝ɪ̯˥˧		t͡s	wɛ̝ɪ̯	˥˧							
髓	髓	swɛ̝ɪ̯˥˧		s	wɛ̝ɪ̯	˥˧							
隨	随	swɛ̝ɪ̯˧˩		s	wɛ̝ɪ̯	˧˩							
隋	隋	swɛ̝ɪ̯˧˩		s	wɛ̝ɪ̯	˧˩							
揣	揣	t͡sʰwɐ̞ɪ̯˧˥		t͡sʰ	wɐ̞ɪ̯	˧˥							
揣	揣	t͡sʰwɐ̞ɪ̯˥˧		t͡sʰ	wɐ̞ɪ̯	˥˧							
羸	羸	nwɛ̝ɪ̯˧˩		n	wɛ̝ɪ̯	˧˩							
吹	吹	t͡sʰwɛ̝ɪ̯˧˥		t͡sʰ	wɛ̝ɪ̯	˧˥							
炊	炊	t͡sʰwɛ̝ɪ̯˧˥		t͡sʰ	wɛ̝ɪ̯	˧˥							
垂	垂	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
陲	陲	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
睡	睡	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
瑞	瑞	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
蕊	蕊	zwɛ̝ɪ̯˥˧		z	wɛ̝ɪ̯	˥˧							
蘂	蘂	zwɛ̝ɪ̯˥˧		z	wɛ̝ɪ̯	˥˧							
繠	繠	zwɛ̝ɪ̯˥˧		z	wɛ̝ɪ̯	˥˧							
規	规	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
規	规	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
詭	诡	kwɛ̝ɪ̯˥˧		k	wɛ̝ɪ̯	˥˧							
虧	亏	kʰwɛ̝ɪ̯˧˥		kʰ	wɛ̝ɪ̯	˧˥							
窺	窥	kʰwɛ̝ɪ̯˧˥		kʰ	wɛ̝ɪ̯	˧˥							
跪	跪	kʰwɛ̝ɪ̯˥˧	白讀，動詞。如：把手～到桌子上	kʰ	wɛ̝ɪ̯	˥˧							
跪	跪	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
危	危	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
偽	伪	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
偽	伪	wɐ̞ɪ̯˥˧	白讀，如：～貨	Ø	wɐ̞ɪ̯	˥˧							
麾	麾	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
毀	毁	xwɛ̝ɪ̯˥˧		x	wɛ̝ɪ̯	˥˧							
委	委	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
喂	喂	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
為	为	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
為	为	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
壘	垒	nwɛ̝ɪ̯˥˧		n	wɛ̝ɪ̯	˥˧							
類	类	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
淚	泪	nwɛ̝ɪ̯˨˦		n	wɛ̝ɪ̯	˨˦							
醉	醉	t͡swɛ̝ɪ̯˨˦		t͡s	wɛ̝ɪ̯	˨˦							
翠	翠	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
悴	悴	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
綏	绥	ɕy˧˥		ɕ	y	˧˥							
雖	虽	ɕy˧˥		ɕ	y	˧˥							
尿	尿	ɕy˧˥	俗字作噓	ɕ	y	˧˥							
浽	浽	ɕy˧˥	動詞泛指噴撒液體或火花一類東西	ɕ	y	˧˥							
粹	粹	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
淬	淬	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
䆊	䆊	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
㱖	㱖	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
瘁	瘁	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
顇	𱂯	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
𱂯	𱂯	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
萃	萃	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
膵	膵	t͡sʰwɛ̝ɪ̯˨˦		t͡sʰ	wɛ̝ɪ̯	˨˦							
遂	遂	ɕy˨˦		ɕ	y	˨˦							
隧	隧	ɕy˨˦		ɕ	y	˨˦							
穗	穗	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
穗	穗	swɛ̝ɪ̯˨˦		s	wɛ̝ɪ̯	˨˦							
䵋	䵋	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
痏	痏	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
洧	洧	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
追	追	nwɛ̝ɪ̯˧˥	白讀，動詞	n	wɛ̝ɪ̯	˧˥							
追	追	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
槌	槌	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
錘	锤	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
捶	捶	t͡sʰwɛ̝ɪ̯˧˩		t͡sʰ	wɛ̝ɪ̯	˧˩							
墜	坠	t͡swɛ̝ɪ̯˨˦		t͡s	wɛ̝ɪ̯	˨˦							
衰	衰	swɐ̞ɪ̯˧˥		s	wɐ̞ɪ̯	˧˥							
摔	摔	t͡swɐ̞ɪ̯˧˥	白讀，動詞，表跌倒	t͡s	wɐ̞ɪ̯	˧˥							
摔	摔	swɐ̞ɪ̯˧˥		s	wɐ̞ɪ̯	˧˥							
帥	帅	swɐ̞ɪ̯˨˦		s	wɐ̞ɪ̯	˨˦							
率	率	swɐ̞ɪ̯˨˦		s	wɐ̞ɪ̯	˨˦							
錐	錐	t͡ɕy˧˥	白讀，動詞，表示用針扎	t͡ɕ	y	˧˥							
錐	锥	t͡swɛ̝ɪ̯˧˥		t͡s	wɛ̝ɪ̯	˧˥							
水	水	swɛ̝ɪ̯˥˧		s	wɛ̝ɪ̯	˥˧							
誰	谁	swɛ̝ɪ̯˧˩		s	wɛ̝ɪ̯	˧˩							
䜅	䜅	swɛ̝ɪ̯˧˩		s	wɛ̝ɪ̯	˧˩							
脽	脽	swɛ̝ɪ̯˧˩		s	wɛ̝ɪ̯	˧˩							
甤	甤	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
桵	桵	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
蕤	蕤	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
緌	𮉫	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
𮉫	𮉫	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
䅑	䅑	zwɛ̝ɪ̯˧˩		z	wɛ̝ɪ̯	˧˩							
龜	龟	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
軌	轨	kwɛ̝ɪ̯˥˧		k	wɛ̝ɪ̯	˥˧							
癸	癸	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
晷	晷	kwɛ̝ɪ̯˥˧		k	wɛ̝ɪ̯	˥˧							
愧	愧	kʰwɛ̝ɪ̯˨˦		kʰ	wɛ̝ɪ̯	˨˦							
季	季	t͡ɕi˨˦		t͡ɕ	i	˨˦							
葵	葵	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
逵	逵	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
夔	夔	kʰwɛ̝ɪ̯˧˩		kʰ	wɛ̝ɪ̯	˧˩							
揆	揆	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
櫃	柜	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
帷	帷	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
位	位	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
維	维	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
惟	惟	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
遺	遗	ji˧˩		j	i	˧˩							
唯	唯	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
飛	飞	fɛ̝ɪ̯˧˥		f	ɛ̝ɪ̯	˧˥							
非	非	fɛ̝ɪ̯˧˥		f	ɛ̝ɪ̯	˧˥							
匪	匪	fɛ̝ɪ̯˥˧		f	ɛ̝ɪ̯	˥˧							
𢝵	𢝵	fɛ̝ɪ̯˨˦	表示男女或兒童間嬉戲，打鬧行為輕浮作風不正派之意	f	ɛ̝ɪ̯	˨˦							
𠌨	𠌨	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
沸	沸	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
痱	痱	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
妃	妃	fɛ̝ɪ̯˧˥		f	ɛ̝ɪ̯	˧˥							
菲	菲	fɛ̝ɪ̯˥˧		f	ɛ̝ɪ̯	˥˧							
費	费	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
肥	肥	fɛ̝ɪ̯˧˩		f	ɛ̝ɪ̯	˧˩							
淝	淝	fɛ̝ɪ̯˧˩		f	ɛ̝ɪ̯	˧˩							
狒	狒	fɛ̝ɪ̯˨˦		f	ɛ̝ɪ̯	˨˦							
薇	薇	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
微	微	jy˧˩	老派口語弱化，比如：稍微	j	y	˧˩							
微	微	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
溦	溦	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
尾	尾	wɛ̝ɪ̯˥˧		Ø	wɛ̝ɪ̯	˥˧							
未	未	mᵇɛ̝ɪ̯˧˥	未得，未有	mᵇ	ɛ̝ɪ̯	˧˥							
未	未	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
味	味	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
歸	归	kwɛ̝ɪ̯˧˥		k	wɛ̝ɪ̯	˧˥							
鬼	鬼	kwɛ̝ɪ̯˥˧		k	wɛ̝ɪ̯	˥˧							
貴	贵	kwɛ̝ɪ̯˨˦		k	wɛ̝ɪ̯	˨˦							
巍	巍	wɛ̝ɪ̯˧˥		Ø	wɛ̝ɪ̯	˧˥							
魏	魏	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
揮	挥	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
輝	辉	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
徽	徽	xwɛ̝ɪ̯˧˥		x	wɛ̝ɪ̯	˧˥							
諱	讳	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
卉	卉	xwɛ̝ɪ̯˨˦		x	wɛ̝ɪ̯	˨˦							
威	威	wɛ̝ɪ̯˧˥		Ø	wɛ̝ɪ̯	˧˥							
畏	畏	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
慰	慰	wɛ̝ɪ̯˨˦		Ø	wɛ̝ɪ̯	˨˦							
違	违	wɛ̝ɪ̯˧˩		Ø	wɛ̝ɪ̯	˧˩							
圩	圩	wɛ̝ɪ̯˧˩	江淮地名中作此音	Ø	wɛ̝ɪ̯	˧˩							
