字表	聲母	韻母	聲調		序號
性	s	iŋ	5		1935
姓	s	iŋ	5		1334
悻	ɦ	iŋ	6		1992
興	ɕ	iŋ	5		440
興	ɕ	iŋ	1		441
興	ɕ	iŋ	5		5114
興	ɕ	iŋ	1		5115
臖	ɕ	iŋ	5		5095
凶	ɕ	ioŋ	1		505
兄	ɕ	ioŋ	1		412
匈	ɕ	ioŋ	1		643
汹	ɕ	ioŋ	1		3182
洶	ɕ	ioŋ	1		3262
胸	ɕ	ioŋ	1		5017
訩	ɕ	ioŋ	1		5772
訩	ɕ	ioŋ	1		5928
雄	ɦ	ioŋ	6		7036
熊	ɦ	ioŋ	6		3634
休	ɕ	iɤ	1		184
修	s	iɤ	1		298
羞	s	iɤ	1		4878
朽	ɕ	iɤ	5		2736
秀	s	iɤ	5		4322
岫	z	iɤ	6		1616
袖	z	iɤ	6		5652
琇	s	iɤ	5		3826
嗅	ɕ	iɤ	5		980
溴	ɕ	iɤ	5		3408
繡	s	iɤ	5		4707
繡	s	iɤ	5		4787
鏽	s	iɤ	5		6708
鏽	s	iɤ	5		6810
戌	s	iɪʔ	7		2102
吁	ɕ	y	1		791
须	s	y	1		7178
胥	s	i	1		5006
虛	ɕ	y	1		5464
虛	ɕ	y	1		5465
墟	tɕʰ	y	1		1196
需	s	y	1		7062
噓	ɕ	y	1		1008
噓	ɕ	y	1		1023
鬚	s	y	1		7419
鬚-	s	u	1		
徐	z	i	6		1870
呴	h	ɤ	1		855
栩	ɕ	y	5		2832
詡	ɕ	y	5		5790
詡	ɕ	y	5		5972
旭	ɕ	ioʔ	7		2604
序	z	y	6		1755
恤	s	iɪʔ	7		1954
酗	ɕ	y	5		6541
敘	z	y	6		761
敘	z	y	6		2537
絮	s	i	1		4638
婿	s	i	5		1386
蓄	ɕ	ioʔ	7		5359
煦	ɕ	y	5		3624
緒	z	y	6		4792
緖	z	y	6		4669
續	z	oʔ	8		4722
續	z	oʔ	8		4794
續ｶ	k	ø	5	蓋子	
蓿	s	oʔ	7		5372
宣	s	i	1		1474
軒	ɕ	i	1		6298
軒	ɕ	i	1		6336
揎	ɕ	i	1		2357
揎	ɕ	yø	1		2358
萱	ɕ	yø	1		5322
喧	ɕ	yø	1		968
玄	ɦ	i	6		3788
玄	ɦ	yø	6		3789
旋	z	i	6		2589
漩	z	i	6		3454
璇	z	i	6		3862
懸	ɦ	yø	6		1985
懸	ɦ	yø	6		2093
選	s	i	5		6423
選	s	i	5		6479
癬	s	i	5		4034
癬	s	i	5		4039
泫	ɦ	yø	6		3240
眩	ɦ	i	6		4126
眩	ɦ	yø	6		4127
楦	ɕ	yø	1		2929
削	s	iaʔ	7		556
靴	ɕ	iu	1		7100
薛	s	iɪʔ	7		5415
穴	ɦ	yɪʔ	8		4380
踅	z	ᴇ	6		6236
噱	ɕ	yɪʔ	7		1030
學	ɦ	iaʔ	8		1442
學	ɦ	iaʔ	8		1448
學-	ɦ	oʔ	8		1443
學-	ɦ	oʔ	8		1449
雪	s	iɪʔ	7		7052
血	ɕ	yɪʔ	7		5613
勋	ɕ	ioŋ	1		616
勛	ɕ	ioŋ	1		623
熏	ɕ	ioŋ	1		3636
薰	ɕ	ioŋ	1		5422
醺	ɕ	ioŋ	1		6577
旬	z	iŋ	6		2602
巡	z	iŋ	6		1666
荀	s	iŋ	1		5232
循	z	iŋ	6		1882
尋	z	iŋ	6		1526
尋	z	iŋ	6		1539
詢	s	iŋ	1		5791
潯	z	iŋ	6		3280
潯	z	iŋ	6		3478
汛	s	iŋ	5		3165
迅	s	iŋ	5		6389
徇	z	ioŋ	6		1865
殉	z	iŋ	6		3081
訓	ɕ	ioŋ	5		5761
訓	ɕ	ioŋ	5		5914
訊	s	iŋ	5		5757
訊	s	iŋ	5		5916
馴	z	iŋ	6		7310
遜	s	əŋ	5		6424
遜	s	əŋ	5		6466
蕈	z	iŋ	6		5389
丫	∅	ia	1		37
丫-	∅	uˠ	1		38
押	∅	aʔ	7		2199
椏	∅	uˠ	1		2857
椏	∅	uˠ	1		2913
鴉	∅	ia	1		7535
鴉	∅	ia	1		7578
鴉-	∅	uˠ	1		7536
鴉-	∅	uˠ	1		7579
鴨	∅	aʔ	7		7543
鴨	∅	aʔ	7		7582
壓	∅	aʔ	7		719
壓	∅	aʔ	7		1207
牙	ɦ	ia	6		3697
牙-	ŋ	a	6	啃：~骨頭	3698
芽	ɦ	ia	6		5179
芽-	ŋ	a	6		5180
蚜	ɦ	ia	6		5492
蚜-	ŋ	a	6		5493
崖	ɦ	ia	6		1641
涯	ɦ	ia	6		3316
衙	ɦ	ia	6		5624
衙-	ŋ	a	6		5625
啞	∅	ia	5		895
啞	∅	ia	5		939
啞-	∅	uˠ	5		896
啞-	∅	uˠ	5		940
雅	∅	ia	5		7037
迓	∅	ia	5		6397
亞	∅	ia	1		104
亞	∅	uˠ	1	東~飯店	
亞	∅	ia	1		106
亞	∅	uˠ	1	東~飯店	
軋	g	aʔ	8		6294
軋	g	aʔ	8		6334
砑	ŋ	a	1		4203
砑	ŋ	a	6		4204
掗	∅	uˠ	1		2261
掗	∅	uˠ	1		2324
訝	∅	ia	5		5766
訝	∅	ia	5		5923
齾	ŋ	aʔ	8		7681
胭	∅	i	1		5009
烟	∅	i	1		3590
焉	∅	i	1		3601
菸	∅	i	1		5300
淹	∅	i	1		3349
腌	∅	i	1		5043
煙	∅	i	1		3617
嫣	∅	i	1		1405
閹	∅	i	1		6893
閹	∅	i	1		6944
延	ɦ	i	6		1797
言	ɦ	i	6		5753
妍	ȵ	i	1		1309
岩	ŋ	ᴇ	6		1615
炎	ɦ	i	6		3562
炎	ɦ	iᴇ	6		
沿	ɦ	i	6		3218
研	ȵ	i	1		4206
研	ȵ	i	6		4207
蜒	d	iŋ	6		5538
蜒	ɦ	i	6		5539
筵	ɦ	i	6		4477
閻	ȵ	i	6		6894
閻	ȵ	i	6		6946
檐	ɦ	i	6		3009
顏	ɦ	i	6		7161
顏	ɦ	i	6		7203
顏-	ŋ	ᴇ	6		7162
顏-	ŋ	ᴇ	6		7204
嚴	ȵ	i	6		31
嚴	ȵ	i	6		1045
巖	ŋ	ᴇ	6		1663
鹽	ɦ	i	6		4079
鹽	ɦ	i	6		7615
匽	∅	i	1		662
衍	ɦ	i	6		5618
掩	∅	i	5		2337
眼	ŋ	ᴇ	6		4134
演	∅	i	5		3448
儼	ȵ	i	6		294
儼	ȵ	i	6		401
魘	∅	i	5		7437
魘	∅	i	5		7445
咽	∅	iɪʔ	7		883
咽	∅	i	5		884
咽	∅	i	1		885
彥	ɦ	i	6		1846
彥	ɦ	i	6		1847
艳	ɦ	i	6		5148
晏	∅	i	5		2637
晏-	∅	ᴇ	5		2638
唁	ɦ	i	6		913
宴	∅	i	5		1484
堰	∅	i	5		1168
硯	ȵ	i	6		4209
硯	ȵ	i	6		4232
雁	∅	i	5		7035
焰	ɦ	i	6		3611
厭	∅	i	5		720
厭	∅	i	5		732
燕	∅	i	5		3654
諺	ɦ	i	6		5854
諺	ɦ	i	6		6010
艶	ɦ	i	6		5149
驗	ȵ	i	6		7340
驗	ȵ	i	6		7379
艷	ɦ	i	6		5150
釅	ȵ	i	6		6555
釅	ȵ	i	6		6581
豔	ɦ	i	6		6039
央	∅	iã	1		1253
泱	∅	iã	1		3243
殃	∅	iã	1		3079
秧	∅	iã	1		4338
鴦	∅	iã	1		7542
鴦	∅	iã	1		7583
羊	ɦ	iã	6		4872
佯	ɦ	iã	6		240
洋	ɦ	iã	6		3253
烊	ɦ	iã	6		3584
陽	ɦ	iã	6		6964
陽	ɦ	iã	6		7007
揚	ɦ	iã	6		2155
揚	ɦ	iã	6		2363
蛘	ɦ	iã	6		5512
楊	ɦ	iã	6		2756
楊	ɦ	iã	6		2922
煬	ɦ	iã	6		3559
煬	ɦ	iã	6		3628
瘍	ɦ	iã	6		3954
瘍	ɦ	iã	6		4004
仰	ȵ	iã	5		162
仰	ȵ	iã	6		163
氧	ɦ	iã	6		3144
痒	ɦ	iã	6		3979
養	ɦ	iã	6		447
養	ɦ	iã	6		7242
癢	ɦ	iã	6		4033
怏	∅	iã	1		1924
样	ɦ	iã	6		2836
恙	ɦ	iã	6		1950
漾	ɦ	iã	6		3462
樣	ɦ	iã	6		2979
幺	∅	iɔ	1		1743
夭	∅	iɔ	1		1252
吆	∅	iɔ	1		794
妖	∅	iɔ	1		1312
腰	∅	iɔ	1		5057
邀	∅	iɔ	1		6484
爻	ɦ	iɔ	6		3686
肴	ɦ	iɔ	6		4987
姚	ɦ	iɔ	6		1338
窑	ɦ	iɔ	6		4392
堯	ȵ	iɔ	5		1167
堯	ȵ	iɔ	5		1552
摇	ɦ	iɔ	6		2410
搖	ɦ	iɔ	6		2391
徭	ɦ	iɔ	6		1885
遥	ɦ	iɔ	6		6465
遥	ɦ	iɔ	6		6471
瑤	ɦ	iɔ	6		3854
瑤	ɦ	iɔ	6		3860
窯	ɦ	iɔ	6		4409
餚	ɦ	iɔ	6		7248
謠	ɦ	iɔ	6		5871
謠	ɦ	iɔ	6		6016
杳	ɦ	iɔ	6		2762
咬	ɦ	iɔ	6		877
咬-	ŋ	ɔ	6		878
舀	ɦ	iɔ	6		5109
闄	∅	iɔ	5		6896
药	ɦ	iaʔ	8		5251
要	∅	iɔ	5		5711
要	∅	iɔ	1		5712
藥	ɦ	iaʔ	8		5435
曜	ɦ	iɔ	6		2682
耀	ɦ	iɔ	6		4906
鷂	ɦ	iɔ	6		7558
鷂	ɦ	iɔ	6		7602
鑰	ɦ	iaʔ	8		6730
鑰	ɦ	iaʔ	8		6756
掖	ɦ	iɪʔ	8		2323
椰	∅	ia	1		2918
噎	∅	iɪʔ	7		1022
耶	ɦ	ia	6		4927
爺	ɦ	ia	6		3682
爺	ɦ	ia	6		3685
也	ɦ	iᴇ	6		72
也-	ɦ	a	6		73
冶	ɦ	i	6		478
野	ɦ	ia	6		6588
叶	ɦ	iɪʔ	8		786
曳	ɦ	iɪʔ	8		2694
夜	ɦ	ia	6		1240
頁	ɦ	iɪʔ	8		7134
頁	ɦ	iɪʔ	8		7173
液	ɦ	iɪʔ	8		3317
葉	ɦ	iɪʔ	8		5328
腋	ɦ	iɪʔ	8		5042
業	ȵ	iɪʔ	8		23
業	ȵ	iɪʔ	8		2931
謁	∅	iɪʔ	7		5857
謁	∅	iɪʔ	7		6005
擪	∅	iɪʔ	7	按，按吸：~乾水	2487
靨	∅	iɪʔ	7		7096
靨	∅	iɪʔ	7		7097
一	∅	iɪʔ	7		1
伊	∅	i	1		174
伊	ɦ	i	6	第三人稱代詞“渠”的俗寫	175
衣	∅	i	1		5631
医	∅	i	1		661
依	∅	i	1		260
猗	∅	i	1		3753
猗	dʑ	i	6	古~園	3754
揖	∅	iɪʔ	7		2362
壹	∅	iɪʔ	7		1226
銥	∅	i	1		6636
銥	∅	i	1		6794
漪	∅	i	1		3455
醫	∅	i	1		6571
夷	ɦ	i	6		1257
沂	ɦ	i	6		3188
怡	ɦ	i	6		1932
宜	ȵ	i	6		1468
姨	ɦ	i	6		1345
眙	ɦ	i	6		4121
胰	ɦ	i	6		5010
移	ɦ	i	6		4343
痍	ɦ	i	6		3978
貽	ɦ	i	6		6077
貽	ɦ	i	6		6151
飴	ɦ	i	6		7235
飴	ɦ	i	6		7278
疑	ȵ	i	6		3944
遺	ɦ	i	6		6464
遺	ɦ	i	6		6480
儀	ȵ	i	6		161
儀	ȵ	i	6		385
頤	ɦ	i	6		7149
頤	ɦ	i	6		7195
簃	ɦ	i	6		4521
彞	ɦ	i	6		1843
彝	ɦ	i	6		1842
乙	∅	iɪʔ	7		69
己	tɕ	i	5		1680
已	∅	i	5		1681
以	∅	i	5		160
苡	∅	i	5		5196
矣	ɦ	i	6		4185
倚	∅	i	5		318
椅	∅	y	5		2911
錡	dʑ	i	6		6663
錡	dʑ	i	6		6823
蟻	ȵ	i	6		5484
蟻	ȵ	i	6		5597
弋	ɦ	iɪʔ	8		1811
屹	∅	iɪʔ	7		1602
亦	ɦ	iɪʔ	8		113
异	ɦ	i	6		1803
抑	∅	iɪʔ	7		2173
邑	∅	iɪʔ	7		6493
佚	ɦ	iɪʔ	8		228
役	ɦ	ioʔ	8		1855
易	ɦ	iɪʔ	8		2616
易	∅	i	5		2617
弈	ɦ	iɪʔ	8		1809
奕	ɦ	iɪʔ	8		1275
疫	ɦ	ioʔ	8		3959
羿	ɦ	i	6		4886
益	∅	iɪʔ	7		4076
悒	∅	iɪʔ	7		1976
異	ɦ	i	6		3932
逸	ɦ	iɪʔ	8		6446
翌	ɦ	iɪʔ	8		4889
軼	ɦ	iɪʔ	8		6304
軼	ɦ	iɪʔ	8		6346
肄	ɦ	i	6		4959
詣	ȵ	i	6		5794
詣	ȵ	i	6		5965
裔	ɦ	i	6		5666
意	∅	i	5		2022
義	ȵ	i	6		55
義	ȵ	i	6		4882
溢	∅	iɪʔ	7		3401
勩	ɦ	i	6		621
勩	ɦ	i	6		631
蜴	ɦ	iɪʔ	8		5549
億	∅	i	5		126
億	∅	i	5		387
誼	ȵ	i	6		5834
誼	ȵ	i	6		5999
毅	ȵ	i	6		3109
熠	ɦ	iɪʔ	8		3643
薏	∅	i	5		5413
瞖	∅	i	1		4162
憶	∅	i	5		1893
憶	∅	i	5		2071
縊	∅	iɪʔ	7		4684
縊	∅	iɪʔ	7		4829
臆	∅	i	5		5090
翼	ɦ	iɪʔ	8		4905
藝	ȵ	i	6		5151
藝	ȵ	i	6		5433
癔	∅	i	5		4028
繹	ɦ	iɪʔ	8		4717
繹	ɦ	iɪʔ	8		4770
譯	ɦ	iɪʔ	8		5891
譯	ɦ	iɪʔ	8		5951
議	ȵ	i	6		5892
議	ȵ	i	6		5915
囈	ȵ	i	6		845
囈	ȵ	i	6		1050
懿	ɦ	i	6		2096
驛	ɦ	iɪʔ	8		7342
驛	ɦ	iɪʔ	8		7368
因	∅	iŋ	1		1058
茵	∅	iŋ	1		5226
荫	∅	iŋ	1		5250
音	∅	iŋ	1		7127
洇	∅	iŋ	5		3252
姻	∅	iŋ	1		1348
氤	∅	iŋ	1		3143
殷	∅	iŋ	1		3102
陰	∅	iŋ	1		6965
陰	∅	iŋ	1		6999
蔭	∅	iŋ	1		5382
瘖	∅	iŋ	1		4006
吟	ȵ	iŋ	6		811
垠	ȵ	iŋ	6		1134
狺	ȵ	iŋ	6		3748
淫	ɦ	iŋ	6		3341
寅	ɦ	iŋ	6		1495
欽	tɕʰ	iŋ	1		3050
欽	tɕʰ	iŋ	1		6757
鄞	ȵ	iŋ	6		6528
銀	ȵ	iŋ	6		6629
銀	ȵ	iŋ	6		6798
霪	ɦ	iŋ	6		7076
齦	ȵ	iŋ	6		7676
齦	ȵ	iŋ	6		7686
尹	∅	iŋ	1		1558
尹	ɦ	iŋ	6		1559
引	ɦ	iŋ	6		1814
蚓	ɦ	iŋ	6		5490
飲	∅	iŋ	5		7234
飲	∅	iŋ	5		7273
隱	∅	iŋ	5		7016
隱	∅	iŋ	5		7028
癮	∅	iŋ	5		4023
癮	∅	iŋ	5		4040
印	∅	iŋ	5		700
胤	ɦ	iŋ	6		5005
英	∅	iŋ	1		5202
瑛	∅	iŋ	1		3849
嬰	∅	iŋ	1		1381
嬰	∅	iŋ	1		1417
膺	∅	iŋ	1		5084
罌	∅	iŋ	1		4847
罌	∅	iŋ	1		4850
瀴	∅	iŋ	5		3540
櫻	∅	iŋ	1		2982
櫻	∅	iŋ	1		3033
櫻-	∅	ã	1		2983
櫻-	∅	ã	1		3034
鶯	∅	iŋ	1		5277
鶯	∅	iŋ	1		7555
纓	∅	iŋ	1		4725
纓	∅	iŋ	1		4831
鷹	∅	iŋ	1		7564
鷹	∅	iŋ	1		7610
鸚	∅	iŋ	1		7566
鸚	∅	iŋ	1		7605
鸚-	∅	ã	1		7567
鸚-	∅	ã	1		7606
迎	ȵ	iŋ	6		6393
盈	ɦ	iŋ	6		4075
楹	ɦ	iŋ	6		2934
塋	ɦ	ioŋ	6		1173
塋	ɦ	ioŋ	6		5214
熒	ɦ	ioŋ	6		3637
熒	ɦ	ioŋ	6		5248
瑩	ɦ	ioŋ	6		3855
瑩	ɦ	ioŋ	6		5275
螢	ɦ	ioŋ	6		5312
螢	ɦ	ioŋ	6		5577
營	ɦ	ioŋ	6		3656
營	ɦ	ioŋ	6		5314
縈	∅	iŋ	1		4683
縈	∅	iŋ	1		5316
蠅	∅	iŋ	1		5554
蠅	∅	iŋ	1		5599
贏	ɦ	iŋ	6		6115
贏	ɦ	iŋ	6		6181
影	∅	iŋ	5		1853
潁	ɦ	iŋ	6		3464
潁	ɦ	iŋ	6		7194
穎	ɦ	iŋ	6		4372
穎	ɦ	iŋ	6		7200
映	∅	iŋ	5		2621
映-	∅	iã	5		2622
硬	ŋ	ã	6		4228
應	∅	iŋ	5		1758
應	∅	iŋ	1		1759
應	∅	iŋ	5		2078
應	∅	iŋ	1		2079
佣	ɦ	ioŋ	6		235
邕	∅	ioŋ	5		6495
庸	ɦ	ioŋ	6		1774
傭	ɦ	ioŋ	6		360
雍	∅	ioŋ	5		7041
慵	ɦ	ioŋ	6		2053
擁	∅	ioŋ	5		2233
擁	∅	ioŋ	5		2467
壅	∅	ioŋ	5		1204
臃	∅	ioŋ	5		5089
鏞	ɦ	ioŋ	6		6700
鏞	ɦ	ioŋ	6		6850
癰	∅	ioŋ	5		3975
癰	∅	ioŋ	5		4041
永	∅	ioŋ	5		3152
甬	∅	ioŋ	5		3902
咏	∅	ioŋ	5		867
泳	∅	ioŋ	5		3244
俑	∅	ioŋ	5		285
勇	∅	ioŋ	5		612
涌	∅	ioŋ	5		3299
恿	∅	ioŋ	5		1970
詠	∅	ioŋ	5		5789
蛹	∅	ioŋ	5		5525
踊	∅	ioŋ	5		6238
踴	∅	ioŋ	5		6248
用	ɦ	ioŋ	6		3900
优	∅	iɤ	1		186
攸	∅	iɤ	1		2522
忧	∅	iɤ	1		1907
幽	∅	iɤ	1		1746
悠	∅	iɤ	1		1980
憂	∅	iɤ	1		2056
優	∅	iɤ	1		397
尤	ɦ	iɤ	6		1549
由	ɦ	iɤ	6		3904
邮	ɦ	iɤ	6		6502
犹	ɦ	iɤ	6		3726
油	ɦ	iɤ	6		3213
疣	ɦ	iɤ	6		3955
郵	ɦ	iɤ	6		6520
蚰	ɦ	iɤ	6		5499
猶	ɦ	iɤ	6		3769
遊	ɦ	iɤ	6		6453
游	ɦ	iɤ	6		3376
鈾	ɦ	iɤ	6		6613
鈾	ɦ	iɤ	6		6772
猷	ɦ	iɤ	6		3770
魷	ɦ	iɤ	6		7449
魷	ɦ	iɤ	6		7489
友	ɦ	iɤ	6		753
有	ɦ	iɤ	6		2712
酉	ɦ	iɤ	6		6535
莠	ɦ	iɤ	6		5265
又	ɦ	iɤ	6		747
又-	ɦ	i	6		748
又	∅	iɤ	1		749
右	ɦ	iɤ	6		784
幼	∅	iɤ	5		1745
佑	ɦ	iɤ	6		221
侑	ɦ	iɤ	6		254
柚	ɦ	iɤ	6		2803
囿	ɦ	iɤ	6		1076
宥	ɦ	iɤ	6		1477
釉	ɦ	iɤ	6		6583
誘	ɦ	iɤ	6		5819
誘	ɦ	iɤ	6		5978
鼬	ɦ	iɤ	6		7661
迂	∅	y	1		6387
淤	∅	y	1		3337
瘀	∅	y	1		3998
于	ɦ	y	6		93
余	ɦ	y	6		227
盂	ɦ	y	6		4071
臾	ɦ	y	6		5108
於	ɦ	y	6		2584
於	∅	y	1		2585
竽	ɦ	y	6		4435
俞	ɦ	y	6		290
娛	ȵ	y	6		1359
娛	ȵ	y	6		1366
萸	ɦ	y	6		5324
魚	ɦ	y	6		7446
魚	ɦ	y	6		7487
魚-	ŋ		6		7447
魚-	ŋ		6		7488
隅	ȵ	y	6		7008
逾	ɦ	y	6		6449
腴	ɦ	y	6		5060
渝	ɦ	y	6		3363
愉	ɦ	y	6		2020
瑜	ɦ	y	6		3850
榆	ɦ	y	6		2938
虞	ȵ	y	6		5468
愚	ȵ	y	6		2024
漁	ɦ	y	6		3358
漁	ɦ	y	6		3441
餘	ɦ	y	6		7247
餘	ɦ	y	6		7286
諛	ɦ	y	6		5842
諛	ɦ	y	6		5993
輿	ɦ	y	6		5112
輿	ɦ	y	6		6321
与	ɦ	y	6		12
予	ɦ	y	6		86
宇	ɦ	y	6		1456
羽	ɦ	y	6		4885
雨	ɦ	y	6		7051
禹	ɦ	y	6		4316
圄	ȵ	y	6		1078
庾	ɦ	y	6		1776
與	ɦ	y	6		5113
傴	∅	ɤ	1		192
傴	∅	ɤ	5		193
傴	∅	ɤ	1		363
傴	∅	ɤ	5		364
語	ȵ	y	6		5820
語	ȵ	y	6		5975
嶼	ɦ	y	6		1603
嶼	ɦ	y	6		1658
玉	ȵ	ioʔ	8		3794
芋	ɦ	y	6		5156
聿	ɦ	yɪʔ	8		4957
郁	∅	ioʔ	7		6509
育	ɦ	ioʔ	8		4985
浴	ɦ	ioʔ	8		3291
域	ɦ	ioʔ	8		1145
欲	ɦ	ioʔ	8		3047
馭	ȵ	y	6		7306
馭	ȵ	y	6		7350
遇	ȵ	y	6		6452
喻	ɦ	y	6		978
御	ȵ	y	6		1878
寓	ȵ	y	6		1502
裕	ɦ	y	6		5667
愈	ɦ	y	6		2019
煜	ɦ	ioʔ	8		3618
預	ɦ	y	6		7142
預	ɦ	y	6		7187
毓	ɦ	ioʔ	8		3118
獄	ȵ	ioʔ	8		3743
獄	ȵ	ioʔ	8		3773
嫗	∅	y	5		1321
嫗	∅	y	5		1403
墺	∅	ɔ	5		1201
豫	ɦ	y	6		6045
諭	ɦ	y	6		5847
諭	ɦ	y	6		6007
禦	ȵ	y	6		4311
譽	ɦ	y	6		5811
譽	ɦ	y	6		5895
鬻	ɦ	ioʔ	8		7427
鬱	∅	yɪʔ	7		7426
冤	∅	yø	1		467
涴	∅	uᵝ	5		3318
淵	∅	yø	1		3347
淵	∅	yø	1		3353
鳶	ɦ	yø	6		7533
鳶	ɦ	yø	6		7575
鴛	∅	yø	1		7539
鴛	∅	yø	1		7586
元	ɦ	yø	6		410
元-	ȵ	yø	5		411
园	ɦ	yø	6		1066
垣	ɦ	yø	6		1136
爰	ɦ	yø	6		3677
袁	ɦ	yø	6		5644
原	ȵ	yø	5		724
員	ɦ	yø	6		847
員	ɦ	yø	6		901
援	ɦ	yø	6		2373
園	ɦ	yø	6		1086
圓	ɦ	yø	6		1079
圓	ɦ	yø	6		1087
源	ȵ	yø	5		3395
緣	ɦ	yø	6		4675
緣	ɦ	yø	6		4822
黿	ȵ	yø	5		7654
黿	ȵ	yø	5		7655
轅	ɦ	yø	6		6325
轅	ɦ	yø	6		6361
櫞	ɦ	yø	6		3006
櫞	ɦ	yø	6		3026
遠	ɦ	yø	6		6402
遠	ɦ	yø	6		6468
苑	∅	yø	5		5186
怨	∅	yø	5		1936
院	ɦ	yø	6		6992
瑗	∅	ᴇ	5		3846
愿	ȵ	yø	5		2034
願	ȵ	yø	5		7163
曰	ɦ	yɪʔ	8		2691
約	∅	iaʔ	7		4594
約	∅	iaʔ	7		4736
月	ȵ	yɪʔ	8		2711
岳	ɦ	ioʔ	8		1619
岳-	ŋ	oʔ	8		1621
悅	ɦ	yɪʔ	8		1973
悅	ɦ	yɪʔ	8		1984
越	ɦ	yɪʔ	8		6198
粤	ɦ	yɪʔ	8		4558
粵	ɦ	yɪʔ	8		4566
鉞	ɦ	yɪʔ	8		6621
鉞	ɦ	yɪʔ	8		6768
閱	ɦ	yɪʔ	8		6891
閱	ɦ	yɪʔ	8		6943
樂	l	oʔ	8		62
樂	ɦ	iaʔ	8		63
樂	l	oʔ	8		2968
樂	ɦ	iaʔ	8		2969
躍	ɦ	iaʔ	8		6213
躍	ɦ	iaʔ	8		6280
暈	ɦ	ioŋ	6		2643
暈	ɦ	ioŋ	6		2662
云	ɦ	ioŋ	6		97
勻	ɦ	ioŋ	6		636
勻	ɦ	ioŋ	6		640
芸	ɦ	ioŋ	6		5177
耘	ɦ	ioŋ	6		4920
雲	ɦ	ioŋ	6		7055
蕓	ɦ	ioŋ	6		5394
允	ɦ	ioŋ	6		407
允	∅	ioŋ	5		409
隕	ɦ	ioŋ	6		6996
隕	ɦ	ioŋ	6		7020
殞	ɦ	ioŋ	6		3086
殞	ɦ	ioŋ	6		3092
孕	ɦ	ioŋ	6		1429
运	ɦ	ioŋ	6		6395
運	ɦ	ioŋ	6		6455
韵	ɦ	ioŋ	6		7129
熨	∅	ioŋ	5		3645
醖	∅	ioŋ	5		6565
醞	∅	ioŋ	5		6543
醞	∅	ioŋ	5		6569
藴	∅	ioŋ	5		5438
蕰	∅	uəŋ	1		5439
蘊	∅	ioŋ	5		5403
蘊	∅	uəŋ	1		5404
蘊	∅	ioŋ	5		5448
蘊	∅	uəŋ	1		5449
韻	ɦ	ioŋ	6		7132
匝	ts	aʔ	7		652
咂	ts	aʔ	7		863
砸	z	aʔ	8		4217
雜	z	əʔ	8		2738
雜	z	əʔ	8		7047
灾	ts	ᴇ	1		3557
災	ts	ᴇ	1		3556
哉	ts	ᴇ	1		891
哉	z	ᴇ	6		892
哉	z	əʔ	8		893
栽	ts	ᴇ	1		2841
仔	ts	ɿ	5		146
仔	z	ɿ	6		147
仔	ts	ᴇ	1		148
宰	ts	ᴇ	5		1482
崽	ts	ᴇ	1		1647
載	ts	ᴇ	5		6306
載	ts	ᴇ	5		6348
再	ts	ᴇ	1		456
在	z	ᴇ	6		1092
簪	ts	ø	1		4527
咱	ts	a	5		879
暫	z	ᴇ	6		2659
暫	z	ᴇ	6		2672
赞	ts	ᴇ	5		6178
濽	z	ᴇ	6		3524
贊	ts	ᴇ	5		6113
臧	ts	ɑ̃	1		5099
贓	ts	ɑ̃	1		6116
贓	ts	ɑ̃	1		6159
髒	ts	ɑ̃	1		7403
贜	ts	ɑ̃	1		6119
脏	z	ɑ̃	6		5025
脏	ts	ɑ̃	1		5026
奘	ts	ɑ̃	5		1278
葬	ts	ɑ̃	5		5338
臟	z	ɑ̃	6		5097
遭	ts	ɔ	1		6474
糟	ts	ɔ	1		4580
鑿	z	oʔ	8		511
鑿	z	oʔ	8		6736
早	ts	ɔ	5		2601
蚤	ts	ɔ	5		5495
棗	ts	ɔ	5		2779
棗	ts	ɔ	5		2898
澡	ts	ɔ	5		3495
藻	ts	ɔ	5		5442
繰	tsʰ	iɔ	1		4714
繰	tsʰ	iɔ	1		4839
皂	z	ɔ	6		4049
灶	ts	ɔ	5		3553
造	z	ɔ	6		6438
燥	s	ɔ	5		3658
躁	tsʰ	ɔ	5		6274
則	ts	əʔ	7		526
則	ts	əʔ	7		555
責	ts	əʔ	7		6065
責	ts	əʔ	7		6126
唶	ts	oʔ	7		924
唶	ts	əʔ	7		925
擇	z	əʔ	8		2236
擇	z	əʔ	8		2471
澤	z	əʔ	8		3249
澤-	z	aʔ	8		
澤	z	əʔ	8		3496
澤-	z	aʔ	8		
仄	ts	əʔ	7		131
賊	z	əʔ	8		6090
賊	z	əʔ	8		6152
怎	ts	əŋ	5		1923
增	ts	əŋ	1		1195
憎	ts	əŋ	1		2058
鋥	z	ã	6		6652
鋥	z	ã	6		6806
甑	ts	əŋ	1		3890
贈	z	əŋ	6		6112
贈	z	əŋ	6		6179
扎	ts	aʔ	7		2141
紥	ts	aʔ	7		4614
紮	ts	aʔ	7		4617
渣	ts	a	1		3366
渣-	ts	uˠ	1		3367
楂	ts	uˠ	1		2921
札	ts	aʔ	7		2730
閘	z	aʔ	8		6881
閘	z	aʔ	8		6929
煠	z	aʔ	8		3621
鍘	z	aʔ	8		6680
鍘	z	aʔ	8		6786
眨	s	aʔ	7		4125
乍	z	uˠ	6		58
柵	s	aʔ	7		2816
柵	s	aʔ	7		2819
