ɣiɛn	2	嫌然燃贤恒-		
ɣiɛn	6	现[～在]善		
iɛn	3	淹掩=眼=演		
kyɛn	1	专砖膞圈[鸡～]眷娟=捐		
kyɛn	3	转[～眼]卷[～起]		
kyɛn	5	转[～圈]卷[考～]券娟-		
kʰyɛn	1	川穿圈		
kʰyɛn	3	犬		
kʰyɛn	6	串劝		
ɡyɛn	2	传船椽拳权颧全=		
ɡyɛn	6	篆传[～记]倦		
ʦən	5	俊-峻		
ʣən	2	存-		
ŋən	1	恩		
ŋən	5	硬=		
xən	1	亨		
xən	3	很=		
ɣən	2	恒=		
ɣən	6	痕恨		
pin	1	彬宾槟殡奔崩冰兵		
pin	3	禀本丙秉柄饼笨		
pin	5	迸并		
pʰin	1	拼姘喷=[～水]		
pʰin	3	品		
pʰin	6	喷[～香]聘		
bin	2	贫频盆凭平瓶屏萍		
bin	6	病=		
min	1	抿		
min	2	民门萌鸣明盟名铭		
min	3	敏皿悯		
min	5	闷命=		
fin	1	婚昏分[～开]纷芬熏勳薰荤		
fin	2	魂纯醇莼[～菜]焚坟文纹蚊闻横[～着]		
fin	3	浑粉		
fin	5	殉舜愤忿粪奋喷-[～水]训		
fin	6	馄混[～沌]顺润闰份问		
vin	1	温瘟晕		
vin	2	匀云雲营荣蝇		
vin	3	稳允尹吻刎永		
vin	5	熨运韵泳咏		
tin	1	针斟珍真墩敦登灯征瞪蒸贞侦正[～月]丁钉疔靪汀		
tin	3	枕整疹诊等顶鼎		
tin	5	镇振震顿证症正[～确]政饨囤		
tʰin	1	吞称[～呼]厅称[～重]		
tʰin	3	趁豚臀逞艇挺		
tʰin	6	秤称[相～]听=		
din	2	沉腾謄乘承丞橙澄呈程成城诚亭停廷庭蜓陈尘臣		
din	6	盾屯钝遁邓郑锭阵订		
nin	2	林淋临邻鳞燐崙伦沦轮能楞陵凌菱灵零铃伶翎拎怜檁		
nin	3	冷领嶺		
nin	5	赁嫩论[～点]论[～语]令佞		
ʦin	1	榛臻		
ʨin	1	今金禁[～受]津巾斤筋尊遵曾[(姓)]增憎争睁茎京荆惊精晶睛经径		
ʨin	3	紧谨警景井=		
ʨin	5	襟禁进晋颈劲境敬竟镜劲擎		
ʨʰin	1	钦亲卿青=蜻清轻=□[～凉：冰凉]		
ʨʰin	3	揿[(按)]请		
ʨʰin	6	亲[～家]侵浸寝寸庆磬衬		
ʥin	2	肫[～肝]寻琴禽擒秦勤芹荀旬循巡鲸情晴=存=		
ʥin	3	迥		
ʥin	6	僅近净		
ɕin	1	心深星腥森辛新薪身伸申欣孙逊升兴[～旺]生笙甥牲声馨兄胸凶[吉～]兇□[好～的：小心点]		
ɕin	3	审沈婶损榫[～头]省[反～]醒笋		
ɕin	5	信肾讯迅胜性姓圣嗅-		
ʑin	2	娠辰人仁行[～为]神形绳型刑壬陉[井～]熊雄		
ʑin	3	忍		
ʑin	6	甚任[姓～]任[责～]纫刃认靱剩仍扔孕杏幸盛[～大]葚慎		
kin	1	羹耕=		
kin	3	哽埂梗		
kin	5	更[～加]更[～改]		
kʰin	1	坑=		
kʰin	3	垦肯=		
in	1	阴音蔭因姻洇湮殷鹰鹦莺樱英婴缨雍		
in	2	吟银龈淫寅迎盈赢戎绒融茸蓉容庸镕		
in	3	饮[～酒]引隐影颖擁甬勇湧		
in	5	印应[～对]应[～当]映用		
ʨyn	5	俊=		
kyn	1	君军均钧		
kyn	3	准凖滚		
kyn	5	棍菌		
kʰyn	1	椿春昆崑坤		
kʰyn	3	蠢倾顷		
kʰyn	6	困		
ɡyn	2	群裙琼		
ɡyn	6	郡		
pʰʊŋ	3	捧		
bʊŋ	2	蓬篷朋棚		
mʊŋ	2	蒙[内～古]		
mʊŋ	3	猛懵		
mʊŋ	5	孟梦		
tʊŋ	1	东冬中[当～]忠终鍾鐘盅蹲=		
tʊŋ	3	懂董冢种[～类]肿种[～树]		
tʊŋ	5	冻栋中[射～]众		
tʰʊŋ	1	通衝舂□[～狠：逞能]		
tʰʊŋ	3	桶捅统充宠		
tʰʊŋ	6	痛铳[放～]		
dʊŋ	2	同铜桐童瞳虫穷重[～复]□[一～：一节]		
dʊŋ	6	动仲洞重[～量]		
nʊŋ	1	聋		
nʊŋ	2	农侬脓浓龙陇垅笼隆		
nʊŋ	3	拢		
nʊŋ	5	弄		
ʦʊŋ	1	鬃综宗䝋從[跟～]		
ʦʊŋ	3	总		
ʦʊŋ	5	踨纵		
ʦʰʊŋ	1	聪葱从[～容，又见ʣʊŋ2]村		
ʦʰʊŋ	6	□[～人：味道刺鼻]		
ʣʊŋ	2	崇从[～容,又见ʦʰʊŋ1]		
ʣʊŋ	6	诵颂		
sʊŋ	1	松嵩		
sʊŋ	3	□[(推搡)]		
sʊŋ	5	送宋讼		
kʊŋ	1	公蚣工功攻弓躬宫恭		
kʊŋ	3	汞拱巩耿		
kʊŋ	5	贡供[～给]供[上～]		
kʰʊŋ	1	空[～虚]空[～缺]		
kʰʊŋ	3	孔恐		
kʰʊŋ	6	控		
ɡʊŋ	6	共		
ŋʊŋ	1	翁		
xʊŋ	1	烘风枫疯丰封峯蜂锋轰		
xʊŋ	3	哄[～骗]□[～鼻头：擤鼻涕]		
ɣʊŋ	2	宏红洪冯鸿虹逢缝[～衣服]		
ɣʊŋ	6	奉俸缝[～隙]凤		
m̩	3	姆[～妈]		
n̩	3	你		
ŋ̍	5	□不		
