1	#漢字	聲	韻	調	解釋
5453	螗	d	ɑ̃ˠ	2	
5454	螞	m	uˠ	6	
5455	螟	m	in	1	
5456	螢	ɦ	iən	2	
5457	螫	s	ɑˠʔ	7	
5458	螭	tsʰ(tʃʰ)	ʮ(ʯ)	1	
5459	螯	ŋ	æ	2	
5460	螳	d	ɑ̃ˠ	2	
5461	螵	pʰ	iæ	1	
5462	螺	l	ɜuᵝ	2	
5463	螻	l	øʏ	2	
5464	蟀	s	əʔ	7	
5465	蟄	z(ʒ)	əʔ	8	
5466	蟆	m	uˠ	2	
5467	蟋	s	iɪʔ	7	
5468	蟎	m	ɵ	6	
5469	蟑	ts	ɑ̃ˠ	1	
5470	蟒	m	ɑ̃ˠ	6	
5471	蟚	b	ã	2	
5472	蟛	b	ã	2	
5473	蟛	b	ən	2	
5474	蟠	b	ɵ	2	
5475	蟢	ɕ	iᶽ	3	
5476	蟣	tɕ	iᶽ	3	
5477	蟥	ɦ	uɑ̃ˠ	2	
5478	蟬	z(ʒ)	ɵ	2	
5479	蟮	z(ʒ)	ɵ	6	
5480	蟯	z(ʒ)	æ	2	
5481	蟲	z(ʒ)	oŋ	2	
5482	蟶	tsʰ(tʃʰ)	ən	1	
5483	蟹	h	ɑˠ	3	
5484	蟻	ȵ	iᶽ	6	
5485	蟾	z(ʒ)	ɵ	2	
5486	蠅		iən	1	
5487	蠍	ɕ	iəʔ	7	
5488	蠐	z	iᶽ	2	
5489	蠓	m	oŋ	6	
5490	蠔	ɦ	æ	2	
5491	蠕	z(ʒ)	ʮ(ʯ)	2	
5492	蠟	l	aʔ	8	
5493	蠡	l	iᶽ	6	
5494	蠢	tsʰ(tʃʰ)	ən	3	
5495	蠣	l	iᶽ	6	
5496	蠱	k	ɜuᵝ	3	
5497	蠲	tɕ	iɵ	1	
5498	蠶	z	ɵ	2	
5499	蠹	t	ɜuᵝ	5	
5500	蠹	d	ɜuᵝ	6	
5501	蠻	m	ᴇ	1	
5502	蠻	m	ᴇ	2	
5503	血	ɕ	yəʔ	7	
5504	衆	ts(tʃ)	oŋ	5	
5505	衊	m	iɪʔ	8	
5506	行	ɦ	ã	2	
5507	行	ɦ	ɑ̃ˠ	2	
5508	行	ɦ	iən	2	
5509	衍	ɦ	i	6	
5510	衍		i	3	
5511	術	z(ʒ)	əʔ	8	
5512	街	k	ɑˠ	1	
5513	衙	ŋ	ɑˠ	2	
5514	衙	ɦ	iɑˠ	2	
5515	衛	ɦ	uᴇ	6	
5516	衝	tsʰ(tʃʰ)	oŋ	1	
5517	衡	ɦ	ən	2	
5518	衢	dʑ	yᶽ	2	
5519	衣		iᶽ	1	
5520	表	p	iæ	3	
5521	衩	tsʰ	uˠ	5	
5522	衫	s	ᴇ	1	
5523	衭	f	ʉᵝ	1	
5524	衰	s	ᴇ	1	
5525	衲	n	aʔ	8	
5526	衲	n	əʔ	8	
5527	衷	ts(tʃ)	oŋ	1	
5528	衽	z(ʒ)	ən	6	
5529	衾	tɕʰ	iən	1	
5530	衿	tɕ	iən	1	
5531	袁	ɦ	iɵ	2	
5532	袂	m	ᴇ	6	
5533	袈	k	ɑˠ	1	
5534	袈	tɕ	iɑˠ	1	
5535	袋	d	ᴇ	6	
5536	袍	b	æ	2	
5537	袒	tʰ	ᴇ	3	
5538	袖	z	øʏ	6	
5539	袞	k	uən	3	
5540	袤	m	æ	6	
5541	被	b	iᶽ	6	
5542	被	b	ᴇ	6	
5543	袱	v	oʔ	8	
5544	袴	kʰ	ɜuᵝ	5	
5545	裁	z	ᴇ	2	
5546	裂	l	iɪʔ	8	
5547	裊	ȵ	iæ	3	
5548	裏	l	iᶽ	6	
5549	裔		iəʔ	7	
5550	裕	ɦ	yᶽ	6	
5551	裘	dʑ	ʏ	2	
5552	裙	dʑ	yən	2	
5553	補	p	ʉᵝ	3	
5554	裝	ts(tʃ)	ɑ̃ˠ	1	
5555	裟	s	uˠ	1	
5556	裡	l	iᶽ	6	
5557	裨	b	iᶽ	2	
5558	裱	p	iæ	3	
5559	裳	z	ɑ̃ˠ	2	
5560	裴	b	ᴇ	2	
5561	裸	l	ɜuᵝ	3	
5562	裹	k	ɜuᵝ	3	
5563	製	ts(tʃ)	ʮ(ʯ)	5	
5564	裾	tɕ	yᶽ	1	
5565	褂	k	uɑˠ	5	
5566	褂	k	uˠ	5	
5567	複	f	oʔ	7	
5568	褊	p	i	3	
5569	褌	k	uən	1	
5570	褐		əʔ	7	
5571	褒	p	æ	1	
5572	褒	p	æ	3	
5573	褓	p	æ	3	
5574	褙	p	ᴇ	5	
5575	褚	tsʰ(tʃʰ)	ʮ(ʯ)	3	
5576	褡	t	aʔ	7	
5577	褥	z(ʒ)	oʔ	8	
5578	褥	ȵ	ioʔ	8	
5579	褪	tʰ	ɜuᵝ	5	
5580	褪	tʰ	ᴇ	5	
5581	褫	tsʰ(tʃʰ)	ʮ(ʯ)	3	
5582	褰	tɕʰ	i	1	
5583	褲	kʰ	ɜuᵝ	5	
5584	褳	l	i	2	
5585	褶	ts(tʃ)	əʔ	7	
5586	褸	l	iᶽ	6	
5587	褻	s	iɪʔ	7	
5588	襄	s	iã	1	
5589	襆	b	oʔ	8	
5590	襇	k	ᴇ	3	
5591	襉	k	ᴇ	3	
5592	襔	m	ɵ	1	
5593	襖		æ	3	
5594	襝	l	i	2	
5595	襟	tɕ	iən	1	
5596	襠	t	ɑ̃ˠ	1	
5597	襤	l	ᴇ	2	
5598	襦	z(ʒ)	ʮ(ʯ)	2	
5599	襪	m	aʔ	8	
5600	襬	p	ɑˠ	3	
5601	襯	tsʰ	ən	5	
5602	襱	l	oŋ	6	
5603	襲	z	iɪʔ	8	
5604	襴	l	ᴇ	2	
5605	襻	pʰ	ᴇ	5	
5606	西	s	iᶽ	1	
5607	要		iæ	1	
5608	要		iæ	5	
5609	覃	d	ɵ	2	
5610	覅	f	iæ	5	
5611	覆	f	oʔ	7	
5612	覈	ŋ	əʔ	8	
5613	見	tɕ	i	5	
5614	規	k	uᴇ	1	
5615	覓	m	iɪʔ	8	
5616	視	z(ʒ)	ʮ(ʯ)	6	
5617	覘	ts(tʃ)	ɵ	1	
5618	覦	ɦ	yᶽ	2	
5619	親	tsʰ	in	1	
5620	覬	tɕ	iᶽ	5	
5621	覯	k	øʏ	5	
5622	覰	tsʰ	iᶽ	5	
5623	覲	dʑ	iən	6	
5624	覷	tsʰ	iᶽ	5	
5625	覺	k	æ	5	
5626	覺	tɕ	iæ	5	
5627	覺	k	oʔ	7	
5628	覺	tɕ	ioʔ	7	
5629	覽	l	ᴇ	6	
5630	覿	d	iɪʔ	8	
5631	觀	k	uɵ	1	
5632	觀	k	uɵ	5	
5633	角	k	oʔ	7	
5634	角	tɕ	ioʔ	7	
5635	解	k	ɑˠ	5	
5636	解	ɡ	ɑˠ	6	
5637	解	tɕ	iɑˠ	3	
5638	解	tɕ	i	5	
5639	觥	k	oŋ	1	
5640	觴	s	ɑ̃ˠ	1	
5641	觸	tsʰ(tʃʰ)	oʔ	7	
5642	言	ɦ	i	2	
5643	訂	t	in	5	
5644	訃	f	ʉᵝ	5	
5645	訇	h	oŋ	1	
5646	計	tɕ	iᶽ	5	
5647	訊	s	in	5	
5648	訌	h	oŋ	5	
5649	討	tʰ	æ	3	
5650	訓	ɕ	yən	5	
5651	訕	s	ᴇ	1	
5652	訖	tɕʰ	iəʔ	7	
5653	託	tʰ	oʔ	7	
5654	記	tɕ	iᶽ	5	
5655	訛	ŋ	ɜuᵝ	2	
5656	訝		iɑˠ	3	
5657	訟	z	oŋ	6	
5658	訣	tɕ	yəʔ	7	
5659	訥	n	əʔ	8	
5660	訪	f	ɑ̃ˠ	3	
5661	訬	tsʰ	iæ	5	
5662	設	s(ʃ)	əʔ	7	
5663	許	ɕ	yᶽ	3	
5664	許	h	ᴇ	3	
5665	訴	s	ɜuᵝ	5	
5666	診	ts(tʃ)	ən	5	
5667	註	ts(tʃ)	ʮ(ʯ)	5	
5668	訾	ts	ɿ	1	
5669	詀	tsʰ(tʃʰ)	ɵ	1	
5670	詁	k	ɜuᵝ	3	
5671	詆	t	iᶽ	3	
5672	詈	l	iᶽ	6	
5673	詐	ts	uˠ	5	
5674	詒	ɦ	iᶽ	2	
5675	詔	ts(tʃ)	æ	5	
5676	評	b	in	2	
5677	詛	ts	ɜuᵝ	3	
5678	詞	z	ɿ	2	
5679	詠		ioŋ	3	
5680	詡	ɕ	yᶽ	3	
5681	詢	s	in	5	
5682	詢	z	in	2	
5683	詣	ȵ	iᶽ	6	
5684	試	s(ʃ)	ʮ(ʯ)	5	
5685	詩	s(ʃ)	ʮ(ʯ)	1	
5686	詪	ɡ	ən	6	
5687	詫	tsʰ	uˠ	5	
5688	詬	k	øʏ	5	
5689	詭	k	uᴇ	3	
5690	詮	tsʰ	i	1	
5691	詰	tɕ	iəʔ	7	
5692	話	ɦ	uˠ	6	
5693	該	k	ᴇ	1	
5694	詳	z	iã	2	
5695	詹	ts(tʃ)	ɵ	1	
5696	詼	h	uᴇ	1	
5697	誄	l	ᴇ	3	
5698	誅	ts(tʃ)	ʮ(ʯ)	1	
5699	誆	kʰ	uɑ̃ˠ	1	
5700	誇	kʰ	uɑˠ	1	
5701	誇	kʰ	uˠ	1	
5702	誌	ts(tʃ)	ʮ(ʯ)	5	
5703	認	z(ʒ)	ən	6	
5704	認	ȵ	iən	6	
5705	誏	l	ɑ̃ˠ	1	
5706	誑	k	uɑ̃ˠ	5	
5707	誓	z(ʒ)	ʮ(ʯ)	6	
5708	誕	t	ᴇ	5	
5709	誘	ɦ	ʏ	6	
5710	誘		ʏ	5	
5711	語	ȵ	yᶽ	6	
5712	誠	z(ʒ)	ən	2	
5713	誡	tɕ	iɑˠ	5	
5714	誣	v	ʉᵝ	2	
5715	誣		ɜuᵝ	1	
5716	誤	ŋ	ɜuᵝ	6	
5717	誥	k	æ	5	
5718	誦	z	oŋ	6	
5719	誨	h	uᴇ	5	
5720	說	s	ᴇ	5	
5721	說	s(ʃ)	əʔ	7	
5722	誰	z	ᴇ	6	
5723	課	kʰ	ɜuᵝ	5	
5724	誹	f	iᶽ	5	
5725	誺	l	ᴇ	2	
5726	誼	ȵ	iᶽ	6	
5727	調	d	iæ	2	
5728	調	d	iæ	6	
5729	諂	tsʰ	ᴇ	3	
5730	諄	ts(tʃ)	ən	1	
5731	談	d	ᴇ	2	
5732	諉		uᴇ	3	
5733	請	tsʰ	in	3	
5734	諍	ts	ən	1	
5735	諒	l	iã	6	
5736	論	l	ən	6	
5737	諛	ɦ	yᶽ	2	
5738	諜	d	iɪʔ	8	
5739	諠	ɕ	iɵ	1	
5740	諢	ɦ	uən	6	
5741	諦	t	iᶽ	5	
5742	諧	ɦ	i	2	
5743	諫	tɕ	i	5	
5744	諭	ɦ	yᶽ	6	
5745	諮	ts	ɿ	1	
5746	諱	h	uᴇ	5	
5747	諳		ɵ	1	
5748	諷	f	oŋ	5	
5749	諸	ts(tʃ)	ʮ(ʯ)	1	
5750	諺	ȵ	i	6	
5751	諼	ɕ	iɵ	1	
5752	諽	k	əʔ	7	
5753	諾	n	oʔ	8	
5754	謀	m	øʏ	2	
5755	謁		iəʔ	7	
5756	謂	ɦ	uᴇ	6	
5757	謄	d	ən	2	
5758	謅	ts	øʏ	1	
5759	謊	h	uɑ̃ˠ	3	
5760	謎	m	iᶽ	2	
5761	謎	m	ᴇ	2	
5762	謎	m	ᴇ	6	
5763	謔	ɕ	yəʔ	7	
5764	謔	h	oʔ	7	
5765	謖	s(ʃ)	oʔ	7	
5766	謗	p	ɑ̃ˠ	3	
5767	謙	tɕʰ	i	1	
5768	講	k	ɑ̃ˠ	3	
5769	講	tɕ	iɑ̃ˠ	3	
5770	謝	z	iɑˠ	6	
5771	謞	h	oʔ	7	
5772	謠	ɦ	iæ	2	
5773	謨	m	uˠ	2	
5774	謫	ts	ɑˠʔ	7	
5775	謬	m	øʏ	6	
5776	謳		øʏ	1	
5777	謹	tɕ	iən	3	
5778	謾	m	ᴇ	6	
5779	譁	h	uˠ	1	
5780	譆	ɕ	iᶽ	1	
5781	證	ts(tʃ)	ən	5	
5782	譎	tɕ	yəʔ	7	
5783	譏	tɕ	iᶽ	1	
5784	識	s(ʃ)	əʔ	7	
5785	譙	z	iæ	2	
5786	譚	d	ɵ	2	
5787	譜	p	ʉᵝ	3	
5788	譜	pʰ	ʉᵝ	3	
5789	譟	tsʰ	æ	5	
5790	警	tɕ	iən	3	
5791	譬	pʰ	iᶽ	5	
5792	譯	ɦ	iəʔ	8	
5793	議	ȵ	iᶽ	6	
5794	譴	tɕʰ	i	5	
5795	護	ɦ	ɜuᵝ	6	
5796	譽	ɦ	yᶽ	6	
5797	讀	d	øʏ	6	
5798	讀	d	oʔ	8	
5799	變	p	i	5	
5800	讌		i	5	
5801	讎	z(ʒ)	øʏ	2	
5802	讒	z	ᴇ	2	
5803	讓	z(ʒ)	ã	6	
5804	讓	ȵ	iã	6	
5805	讕	l	ᴇ	2	
5806	讖	tsʰ	ən	5	
5807	讘	ȵ	iəʔ	8	
5808	讚	ts	ᴇ	5	
5809	豀	tɕʰ	iᶽ	1	
5810	豁	h	uaʔ	7	
5811	豆	d	øʏ	6	
5812	豇	k	ɑ̃ˠ	1	
5813	豈	tɕʰ	iᶽ	3	
5814	豉	z(ʒ)	ʮ(ʯ)	6	
5815	豌		uɵ	3	
5816	豎	s(ʃ)	ʮ(ʯ)		
5817	豎	z(ʒ)	ʮ(ʯ)	6	
5818	豐	f	oŋ	1	
5819	豔	ɦ	i	6	
5820	豕	s(ʃ)	ʮ(ʯ)	3	
5821	豚	d	ən	2	
5822	象	z	iã	6	
5823	豢	ɦ	uᴇ	6	
5824	豨	ɕ	iᶽ	1	
5825	豪	ɦ	æ	2	
5826	豫	ɦ	yᶽ	6	
5827	豬	ts(tʃ)	ʮ(ʯ)	1	
5828	豸	z(ʒ)	ʮ(ʯ)	6	
5829	豹	p	æ	5	
5830	豺	z	ᴇ	2	
5831	貂	t	iæ	1	
5832	貅	ɕ	ʏ	1	
5833	貆	ɕ	iɵ	1	
5834	貉	ɦ	oʔ	8	
5835	貌	m	æ	6	
5836	貓	m	æ	2	
5837	貔	b	iᶽ	2	
5838	貝	p	ᴇ	5	
5839	貞	ts(tʃ)	ən	1	
5840	負	v	ʉᵝ	6	
5841	財	z	ᴇ	2	
5842	貢	k	oŋ	5	
5843	貧	b	in	2	
5844	貨	h	ɜuᵝ	5	
5845	販	f	ᴇ	5	
5846	貪	tʰ	ɵ	1	
5847	貫	k	uɵ	5	
5848	責	ts	əʔ	7	
5849	貯	z(ʒ)	ʮ(ʯ)	6	
5850	貲	ts	ɿ	1	
5851	貳	ȵ	iᶽ	6	
5852	貳		əl	6	
5853	貴	tɕ	yᶽ	5	
5854	貴	k	uᴇ	5	
5855	貶	p	i	3	
5856	買	m	ɑˠ	6	
5857	貸	d	ᴇ	6	
5858	費	f	iᶽ	5	
5859	費	v	iᶽ	6	
5860	貼	tʰ	iɪʔ	7	
5861	貽	ɦ	iᶽ	2	
5862	貿	m	æ	6	
5863	貿	m	øʏ	6	
5864	賀	ɦ	ɜuᵝ	6	
5865	賁	p	ən	1	
5866	賁	pʰ	ən	1	
5867	賂	l	ɜuᵝ	6	
5868	賂	l	oʔ	8	
5869	賃	l	in	6	
5870	賄	h	uᴇ	3	
5871	賅	k	ᴇ	1	
5872	資	ts	ɿ	1	
5873	賈	k	ɜuᵝ	3	
5874	賈	tɕ	iɑˠ	3	
5875	賊	z	əʔ	8	
5876	賑	ts(tʃ)	ən	5	
5877	賒	s	uˠ	1	
5878	賓	p	in	1	
5879	賙	ts(tʃ)	øʏ	1	
5880	賚	l	ᴇ	6	
5881	賜	s	ɿ	3	
5882	賞	s	ɑ̃ˠ	3	
5883	賠	b	ᴇ	2	
5884	賡	k	ã	1	
5885	賡	k	ən	1	
5886	賢	ɦ	i	2	
5887	賣	m	ɑˠ	6	
5888	賤	z	i	6	
5889	賦	f	ʉᵝ	5	
5890	質	ts(tʃ)	ʮ(ʯ)	5	交~，人~
5891	質	ts(tʃ)	əʔ	7	
5892	賬	ts(tʃ)	ã	5	
5893	賭	t	ɜuᵝ	3	
5894	賴	l	ɑˠ	6	
5895	賴	l	ᴇ	6	
5896	賺	z	ᴇ	6	
5897	賻	v	ʉᵝ	6	
5898	購	k	øʏ	5	
5899	賽	s	ᴇ	5	
5900	贅	ts	ᴇ	5	
5901	贇		yən	1	
5902	贈	z	ən	6	
5903	贊	ts	ᴇ	5	
5904	贍	z(ʒ)	ɵ	6	
5905	贏	ɦ	iən	2	
5906	贓	ts	ɑ̃ˠ	1	
5907	贔	b	iᶽ	6	
5908	贖	z(ʒ)	oʔ	8	
5909	贗		i	5	
5910	贛	k	ɵ	3	
5911	赤	tsʰ	ɑˠʔ	7	
5912	赤	tsʰ(tʃʰ)	əʔ	7	
5913	赥	ɕ	iəʔ	7	
5914	赦	s	uˠ	5	
5915	赧	n	ɵ	3	
5916	赫	h	əʔ	7	
5917	赭	ts	uˠ	1	
5918	走	ts	øʏ	3	
5919	赳	tɕ	ʏ	1	
5920	赴	f	ʉᵝ	5	
5921	起	tɕʰ	iᶽ	3	
5922	趁	tsʰ(tʃʰ)	ən	5	
5923	超	tsʰ(tʃʰ)	æ	1	
5924	趉	dʑ	yəʔ	8	
5925	越	ɦ	iəʔ	8	
5926	越	ɦ	yəʔ	8	
5927	趒	tʰ	iæ	5	
5928	趕	k	ɵ	3	
5929	趙	z(ʒ)	æ	6	
5930	趟	tʰ	ɑ̃ˠ	5	
5931	趣	tsʰ	iᶽ	5	
5932	趨	tsʰ(tʃʰ)	ʮ(ʯ)	1	吳~坊
5933	趨	tsʰ	iᶽ	1	
5934	足	ts	oʔ	7	
5935	趴	b	uˠ	2	
5936	趵	p	æ	5	
5937	趺	f	ʉᵝ	1	
5938	趼	tɕ	i	3	
5939	趾	ts(tʃ)	ʮ(ʯ)	3	
5940	趿	s	əʔ	7	
5941	跂	tɕʰ	iᶽ	3	
5942	跂	dʑ	iᶽ	2	
5943	跈	d	i	6	
5944	跋	b	aʔ	8	
5945	跌	t	iɪʔ	7	
5946	跎	d	ɜuᵝ	2	
5947	跏	k	ɑˠ	1	
5948	跐	ts	ɿ	3	
5949	跑	b	æ	2	
5950	跗	v	ʉᵝ	6	
5951	跛	pʰ	ʉᵝ	3	
5952	距	dʑ	yᶽ	6	
5953	跟	k	ən	1	
5954	跡	ts	iɪʔ	7	
5955	跤	k	æ	1	
5956	跤	tɕ	iæ	1	
5957	跨	kʰ	uˠ	5	
5958	跪	dʑ	yᶽ	6	
5959	跪	ɡ	uᴇ	6	
5960	路	l	ɜuᵝ	6	
5961	跳	tʰ	iæ	5	
5962	跳	d	iæ	2	
5963	跺	t	ɜuᵝ	3	
5964	跼	dʑ	ioʔ	8	
5965	跽	dʑ	iᶽ	6	
5966	踉	l	iã	6	
5967	踊		ioŋ	3	
5968	踏	d	aʔ	8	
5969	踐	z	i	6	
5970	踝	ɦ	uˠ	2	
5971	踞	tɕ	yᶽ	5	
5972	踟	z(ʒ)	ʮ(ʯ)	2	
5973	踡	dʑ	iɵ	2	
5974	踢	tʰ	iɪʔ	7	
5975	踩	tsʰ	ᴇ	3	
5976	踮	t	i	1	
5977	踱	d	oʔ	8	
5978	踴		ioŋ	3	
5979	踵	ts(tʃ)	oŋ	3	
5980	踺	dʑ	i	6	
5981	踼	tʰ	ɑ̃ˠ	3	
5982	蹀	d	iɪʔ	8	
5983	蹁	b	i	2	
5984	蹂	z(ʒ)	øʏ	2	
5985	蹄	d	iᶽ	2	
5986	蹇	tɕʰ	i	3	
5987	蹈	d	æ	6	
5988	蹉	tsʰ	ɜuᵝ	1	
5989	蹊	tɕʰ	iᶽ	1	
5990	蹋	tʰ	aʔ	7	
5991	蹋	d	aʔ	8	
5992	蹌	tsʰ	iã	1	
5993	蹕	p	iɪʔ	7	
5994	蹙	tsʰ	oʔ	7	
5995	蹟	ts	iɪʔ	7	
5996	蹣	b	ɵ	2	
5997	蹣	m	ɵ	2	
5998	蹤	ts	oŋ	5	
5999	蹦	p	oŋ	5	
6000	蹩	b	iɪʔ	8	
6001	蹬	t	ən	1	
6002	蹱	tsʰ(tʃʰ)	oŋ	5	
6003	蹲	t	ən	1	
6004	蹴	tsʰ	oʔ	7	
6005	蹶	tɕ	yəʔ	7	
6006	蹹	d	aʔ	8	
6007	蹺	tɕʰ	iæ	1	
6008	蹻	tɕʰ	iæ	1	
6009	蹼	pʰ	oʔ	7	
6010	躁	ts	æ	5	際~
6011	躁	tsʰ	æ	5	脾氣躁
6012	躅	z(ʒ)	oʔ	8	
6013	躇	z(ʒ)	ʮ(ʯ)	2	
6014	躉	t	ən	3	
6015	躊	z(ʒ)	øʏ	2	
6016	躋	ts	iᶽ	1	
6017	躍		iɑˠʔ	7	
6018	躑	z(ʒ)	əʔ	8	
6019	躚	s	i	1	
6020	躞	s	iɪʔ	7	
6021	躡	ȵ	iəʔ	8	
6022	躥	tsʰ	ɵ	1	
6023	躦	ts	ɵ	1	
6024	躪	l	in	6	
6025	身	s(ʃ)	ən	1	
6026	躬	k	oŋ	1	
6027	躲	t	ɜuᵝ	3	
6028	躺	tʰ	ɑ̃ˠ	3	
6029	軀	tɕʰ	yᶽ	1	
6030	車	tɕ	yᶽ	1	
6031	車	tsʰ	uˠ	1	
6032	軋	ɡ	aʔ	8	
6033	軌	k	uᴇ	3	
6034	軍	tɕ	yən	1	
6035	軒	ɕ	i	1	
6036	軛	ŋ	əʔ	8	
6037	軟	ŋ	ɵ	6	
6038	軲	kʰ	ɜuᵝ	1	
6039	軸	dʑ	ioʔ	8	
6040	軻	kʰ	ɜuᵝ	1	
6041	軼	ɦ	iəʔ	8	
6042	軾	s(ʃ)	əʔ	7	
6043	較	tɕ	iæ	5	
6044	輅	l	oʔ	8	
6045	載	ts	ᴇ	3	
6046	載	z	ᴇ	6	
6047	輒	tsʰ(tʃʰ)	əʔ	7	
6048	輓		uᴇ	3	
6049	輔	f	ʉᵝ	3	
6050	輕	tɕʰ	iən	1	
6051	輛	l	iã	6	
6052	輜	ts	ɿ	1	
6053	輝	h	uᴇ	1	
6054	輟	tsʰ(tʃʰ)	əʔ	7	
6055	輥	k	uən	3	
6056	輦	ȵ	i	3	
6057	輩	p	ᴇ	5	
6058	輪	l	ən	2	
6059	輯	tsʰ	iɪʔ	7	
6060	輸	s(ʃ)	ʮ(ʯ)	1	
6061	輻	f	oʔ	7	
6062	輾	ts(tʃ)	ɵ	3	
6063	輿	ɦ	yᶽ	2	
6064	轄	h	uaʔ	7	
6065	轅	ɦ	iɵ	2	
6066	轆	l	oʔ	8	
6067	轉	ts(tʃ)	ɵ	3	
6068	轉	ts(tʃ)	ɵ	5	
6069	轍	tsʰ(tʃʰ)	əʔ	7	
6070	轎	dʑ	iæ	6	
6071	轔	l	in	2	
6072	轟	h	oŋ	1	
6073	轡	pʰ	ᴇ	5	
6074	轤	l	ɜuᵝ	2	
6075	辛	s	in	1	
6076	辜	k	ɜuᵝ	1	
6077	辟	p	iɪʔ	7	
6078	辣	l	aʔ	8	
6079	辦	b	ᴇ	6	
6080	辨	b	i	6	
6081	辭	z	ɿ	2	
6082	辮	b	i	6	
6083	辯	b	i	6	
6084	辰	z(ʒ)	ən	2	
6085	辱	z(ʒ)	oʔ	8	
6086	農	n	oŋ	2	
6087	迂		yᶽ	1	
6088	迄	tɕʰ	iəʔ	7	
6089	迅	s	in	5	
6090	迎	ȵ	iən	2	
6091	迎	ȵ	iən	6	
6092	近	dʑ	iən	6	
6093	迓		iɑˠ	3	
6094	返	f	ᴇ	3	
6095	迢	d	iæ	2	
6096	迤		iᶽ	3	
6097	迥	tɕ	ioŋ	3	
6098	迦	ɡ	ɑˠ	2	
6099	迦	dʑ	iɑˠ	2	
6100	迪	d	iɪʔ	8	
6101	迫	p	əʔ	7	
6102	迫	pʰ	əʔ	7	
6103	迭	d	iɪʔ	8	
6104	述	z(ʒ)	əʔ	8	
6105	迴	ɦ	uᴇ	2	
6106	迷	m	iᶽ	2	
6107	迸	p	ã	5	
6108	追	ts	ᴇ	1	
6109	退	tʰ	ᴇ	5	
6110	送	s	oŋ	5	
6111	逃	d	æ	2	
6112	逅	ɦ	øʏ	6	
6113	逆	ȵ	iəʔ	8	
6114	逍	s	iæ	1	
6115	透	tʰ	øʏ	5	
6116	逐	z(ʒ)	oʔ	8	
6117	逑	dʑ	ʏ	2	
6118	途	d	ɜuᵝ	2	
6119	逕	tɕ	iən	5	
6120	逗	t	øʏ	5	
6121	逗	d	øʏ	6	
6122	這	ts(tʃ)	əʔ	7	
6123	通	tʰ	oŋ	1	
6124	逛	k	uɑ̃ˠ	5	
6125	逝	z(ʒ)	ʮ(ʯ)	6	
6126	逞	tsʰ(tʃʰ)	ən	3	
6127	速	s	oʔ	7	
6128	造	z	æ	6	
6129	逡	tsʰ	in	1	
6130	逢	v	oŋ	2	
6131	連	l	i	2	
6132	逮	d	ᴇ	6	
6133	週	ts(tʃ)	øʏ	1	
6134	進	ts	in	5	
6135	逵	ɡ	uᴇ	2	
6136	逶		uᴇ	1	
6137	逸	ɦ	iəʔ	8	
6138	逼	p	iɪʔ	7	
6139	逾	ɦ	yᶽ	2	
6140	遁	d	ən	6	
6141	遂	z	ᴇ	2	
6142	遂	z	ᴇ	6	
6143	遇	ȵ	yᶽ	6	
6144	遊	ɦ	ʏ	2	
6145	運	ɦ	yən	6	
6146	遍	p	i	5	
6147	遍	pʰ	i	3	
6148	過	k	ɜuᵝ	5	
6149	遏		əʔ	7	
6150	遐		iɑˠ	1	
6151	遐		iuˠ	1	
6152	遑	ɦ	uɑ̃ˠ	2	
6153	遒	z	øʏ	2	
6154	道	d	æ	6	
6155	達	d	aʔ	8	
6156	違	ɦ	uᴇ	2	
6157	遘	k	øʏ	5	
6158	遥	ɦ	iæ	2	
6159	遛	l	øʏ	1	
6160	遛	l	øʏ	2	
6161	遜	s	ən	5	
6162	遝	d	əʔ	8	
6163	遞	d	iᶽ	6	
6164	遠	ɦ	iɵ	6	
6165	遢	tʰ	aʔ	7	
6166	遣	tɕʰ	i	5	
6167	遨	ŋ	æ	2	
6168	適	s(ʃ)	əʔ	7	
6169	遭	ts	æ	1	
6170	遮	ts	uˠ	1	
6171	遲	z(ʒ)	ʮ(ʯ)	2	
6172	遴	l	in	2	
6173	遵	ts	ən	1	
6174	遷	tsʰ	i	1	
6175	選	s	i	3	
6176	遺	ɦ	iᶽ	2	
6177	遼	l	iæ	2	
6178	遽	tɕ	yᶽ	5	
6179	避	b	iᶽ	6	
6180	邀		iæ	1	
6181	邁	m	ᴇ	6	
6182	邂	ɦ	i	6	
6183	還	ɦ	ᴇ	2	
6184	還	ɦ	uᴇ	2	
6185	邇		əl	1	
6186	邇		əl	6	
6187	邈	m	iæ	3	
6188	邈	m	oʔ	8	
6189	邊	p	i	1	
6190	邋	l	aʔ	8	
6191	邏	l	ɜuᵝ	2	
6192	邑		iəʔ	7	
6193	邕	ɦ	ioŋ	2	
6194	邕		ioŋ	1	
6195	邗	ɦ	ɵ	2	
6196	邛	dʑ	ioŋ	2	
6197	邢	ɦ	iən	2	
6198	那	n	ɑˠ	1	
6199	邦	p	ɑ̃ˠ	1	
6200	邪	z	iɑˠ	2	
6201	邯	ɦ	ɵ	2	
6202	邱	tɕʰ	ʏ	1	
6203	邳	pʰ	ᴇ	1	
6204	邵	z(ʒ)	æ	6	
6205	邸	t	iᶽ	3	
6206	郁		ioʔ	7	
6207	郃	k	əʔ	7	
6208	郊	tɕ	iæ	1	
6209	郎	l	ɑ̃ˠ	2	
6210	郝	h	əʔ	7	
6211	郟	k	aʔ	7	
6212	郡	dʑ	yən	6	
