#符号说明：-白=文/书*俗?待考	
#调值	［1］21［2］42［3］45［5］21［6］33［7］213
#ɿ	
ts［3］紫子籽梓{木～树}姊［5］渍 {～水:积水}[6］自字柿{～儿:柿子}	
tɕh［1］蛆催- {～下子:催一下}欺期［2］脐齐棋［3］取起［5］趣脆-{干～}器气契 {～约}砌 {～墙}汽［7］漆{～匠:油漆工}喫{～饭:吃饭}七戚{亲～}	
ȵ［2］泥尼宜{合～:合适}仪［3］蚁 {～子:蚂蚁}[6］艺{手～人}义{～气}[7］逆{忤～}	
ɕ［1］需西稀{～浪浪:形容稀少}[2］徐{姓}随{～便}[3］洗喜［5］絮{棉～}细岁-{几～}戏{唱～}[6］绪{头～}席系{关～}婿习{学～}穗［7］习{～操:练操}熄{～复碳:把烧着的松木碳放进水中熄灭}媳惜夕蟋{～星儿:蟋蟀}	
［1］医衣依［2］移姨［3］以椅［5］意忆亿［6］伊{称呼母亲}易{容～}[7］一揖{作～儿:拱手行礼}噎{打～儿:打饱嗝}	
#u	
p［3］补［5］布［6］伏 {～细鸡儿:孵小鸡}[7］不	
ph［1］铺 {～床}[2］菩蒲□ {～痰:吐痰}□{打～□tɕhiəu21:狗趴式游泳姿势}[3］谱{家～}普［5］铺{店～}[7］扑{～倒}	
f［1］肤麸{麦～}[2］扶伏{三～天}浮［3］斧{～头}腐{～儿豆腐:腐乳}[5］富妇副［6］父{称呼父亲}服袱{～子:毛巾}[7］福复{～杂}佛幅	
k［1］姑菇{～子:菌类总称}[3］古{挖～:指老人们讲过去的事}股鼓盬{～子:炊具}[5］故固雇顾［7］骨谷	
kh［1］枯箍{手～子:戒指}[2］葫{～芦瓢}[3］苦［5］库裤［6］咕{～之巴哝:形容说话含糊、不清楚}[7］哭窟{～窿}	
x［1］呼［2］壶糊{浆～}[5］戽{～田:将草踩进泥巴地里，也说“～脚”}［6］户护瓠［7］忽{忽然:～兜地打个大炸雷(忽然打个炸雷)}	
［2］梧蜈［3］五伍午武舞 {～饭:做饭}鹉［6］误雾务［7］物屋	
#ʯ 	
tʂ［1］猪车 {～马炮}蛛珠锥{叮、咬}[2］煮举［5］句据锯注蛀{～虫}剧［6］苎{～麻}距柱住具［7］菊局橘	
tʂh［1］区驱 {～赶}吹［2］除渠 {～道:水渠}锤捶［3］处{相处}杵{打～:支撑物件的棍杈}拄［5］处{～所}去{～年}[7］出	
ɳ［3］女	
ʂ［1］输书殊［3］暑黍{～子}鼠许水-{喝～}[6］树竖［7］术{白～}	
［1］淤{～血}吁{～气:顺气}[2］驴鱼余愚盂{痰～}榆渔［3］语{不言不～儿的:形容话不多}雨羽［5］玉 {～榴:玉米}喂［6］预遇裕芋［7］入{～门儿}玉疫{瘟～}	
#ɑ 	
p［1］巴疤粑{软萩～:又名“软曲粑”，由野生软萩(又名清明菜，鼠曲草)和糯米做成的粑}[3］把 {～握}[5］霸{恶～}壩{堤～}[6］耙拔［7］八	
ph［2］爬鈀{～芋头}耙{钉～}[5］怕	
m［1］□{取}[2］麻{～纷雨:小雨}蟆{蛤～}[3］马码{～东西}[5］妈［7］抹{～桌子}	
f［6］罚伐［7］法发{头～}	
t［3］打［5］□{～一下:扯}[6］大{对母亲或伯父妻室的称呼}[7］答搭{～车:乘车}□{摔倒}	
th［1］他她它［6］踏榻{～板:床前踏脚板}[7］塔溻{汗～～儿的:形容流汗}塌{～方}	
l［1］拉［2］拿［3］哪{～个}[6］那［7］腊{～肉}辣蜡瘌{～痢头}纳{～鞋底儿}	
ts［6］杂{～物}[7］眨扎{～针}闸轧{～花机}	
tsh［6］□{～雨:淋雨}[7］插{～秧}□{～母子:蟑螂}察{观～}叉{～腰}擦	
s［3］撒{～肥}[7］萨{菩～}	
tʂ［1］喳楂 {～子柴:一种灌木，常当作柴火}渣{豆～}[3］□{～水子:形容打不湿拧不干}[5］诈榨 {～油}炸	
tʂh［1］差 {～不多}杈{扬～:用来戳草的农具}茬{麦～儿}[2］茶搽 {～药儿:涂药}查 {～帐}[3］□ {～了□tɕin21:搞砸了}[5］岔{～路}杈{树～}	
ʂ［1］沙纱杉{～树}痧{发～:疹子}[3］傻	
k［1］家-{称呼外公外婆}傢 {～俱}尕{女子～:女孩子}稼［5］架-{豆～儿:架豆角蔓儿的架子}嫁-{～女儿}[7］夹-{～倒}挟{～菜:拈菜}	
kh［2］跨{～过去}胯［3］卡{～刺}[6］□{～人:使人不舒服}□{挤进去}[7］掐	
ŋ［1］□{～壳子:吹牛}□{指～壳儿:指甲}□{～嘴:张开嘴}[2］牙-{～齿}芽-{豆～}伢{细～儿:小孩子}蚜 {～虫}[3］哑 {～巴}[6］轧{～平}[7］鸭压-{～倒}桠鸦-{～雀:喜雀}	
x［1］虾{～子}[6］下-{～去}[7］瞎-{～子}	
#iɑ 	
ph［2］□{大～～儿的:形容自以为是}[7］□{～一耳巴子:打一耳光}	
tɕ［1］家={挨～挨户}稼加［3］假{真～}[5］驾架={搭～子}嫁={出～}价［7］夹={～带}裌{～衣}荚{皂～}甲胛{肩～骨}匣	
tɕh［5］笡{～倒:歪斜}[7］恰洽{融～}	
ɕ［1］虾[2］霞侠狭峡［3］斜-{～倒:歪着}[6］夏下={～降;～饭菜}匣{～子}[7］瞎={～说}	
ȵ［1］□{～壳蛋:爱撒娇的人}	
［1］鸦={乌～}[2］牙={～刷}芽={发～}[3］□{～的:奇怪的}[7］压={～力}	
#uɑ 	
k［1］瓜［3］寡{～汉条:单身汉}剐{喝茶～油}[5］褂挂［7］刮括剐{衣裳～破啰:划破}	
kh［1］夸［3］垮胯［5］挎{～包}	
x［1］花［2］划{～水:游泳}[5］化［6］画话猾	
［1］窪{～地}[3］瓦搲{～米}[5］洼{～进去:低凹，深陷}[7］袜挖{～土}	
#ʯɑ 	
tʂ［1］抓［3］爪{～子}	
ʂ［3］耍{～枪}[7］刷	
#o	
p［1］波玻播［3］跛{～子:瘸子}[5］簸{～箕;簸一簸}[6］薄{～荷}沫{～子:液体形成的许多小泡}[7］剥{～栗子}脖钵{～子}博{～士:木匠}	
ph［1］坡［2］婆［3］剖［5］破簸{颠～}[7］泼{～水}	
m［2］魔膜磨{～刀}模{～子}[3］抹{～掉}[6］墓磨{～豆腐}幕{～布}[7］莫{否定词，别}幕木沫{细包～:碎沫}抹目摸	
t［1］多［3］躲朵［5］剁［6］夺［7］掇{～凳子}	
th［1］拖托［2］坨{泥巴～儿}陀{～螺}驼{～子:驼背者}驮{背着}[3］妥{～当}椭{圆～～儿的:形容椭圆状}[7］脱	
l［2］挪罗锣螺脶{手指纹}箩［6］糯摞{～起来}[7］落{～雨}乐烙{～铁}	
ts［1］矬{矮～～儿的:很矮的样子}□{～额头:前额突出}[3］左佐［6］坐座昨凿{～子}[7］作{农～物}桌捉{～鱼儿}镯撮{一～毛}啄{～木鸟}	
tsh［1］搓［5］错挫［6］戳［7］锉{～刀}	
s［1］梭蓑 {～衣}唆{调～:怂恿}□{吮吸}[3］锁［7］索{绳～}缩	
tʂh［7］绰焯撮{～虾子:捞虾}	
ʂ［5］□{不中、差}[7］芍{～药:花名}	
k［1］歌 哥 锅［3］果 箇 {指示代词，这或那}[5］个过{～世:去世}[7］割各搁角{牛～}裹鸽	
kh［1］科棵颗窠{狗～:狗窝}[3］可［5］课［7］壳扩阔{～气}磕{～头}确{～实}渴	
ŋ［1］屙{～屎}[2］鹅 {～毛雪}蛾 {～儿肠:一种野菜}[3］我［6］饿{打～倒:挨饿}[7］恶{善～}	
x［2］河和伙{弟兄～的:弟兄们}禾{～苗}[3］火伙{搅～:合伙}[5］货［6］祸{惹～}盒{烟～儿}合{双手～十}活贺［7］镬{饭冒～熟:饭没有蒸熟、煮熟}喝{～水}豁{～口:裂缝、缺口}	
［1］锅{～巴}窝{鸡～}[7］鄂{～州:地名}	
#io	
l［7］略掠	
tɕ［1］椒{大～:辣椒}[6］嚼{嘴儿～～的:形容唠叨}[7］脚觉{知～}角{旦～}	
tɕh［6］嚼{紧～个么事唦:不停地说什么呢}[7］刻{尖～}雀鹊	
ȵ［7］弱疟{～疾}	
ɕ［6］学［7］削	
［6］□{称呼母亲}[7］约药钥{～匙}岳{～老头:岳父}乐{音～}	
#e	
p［6］白{～肉芋头:白薯}[7］伯{称呼父亲}北百柏	
ph［7］帕拍迫魄{魂～}	
m［7］默{～写}麦脉{拿～:把脉}	
t［5］这{指示代词}[6］嘚{复数标记}[1］得德□{～□l:陀螺}	
th［6］特	
l［7］肋勒	
ts［1］□{嘴儿一～倒:嘴巴翘着}[5］啧{不耐烦时发出的声音}[6］择{～菜:采集菜}[7］窄摘责	
tsh［6］择{～菜:挑选菜}[7］侧{～边儿}测册{书～}拆	
s［7］色虱塞虼{～子:跳蚤}	
tʂ［6］遮{～雨}[7］折鹧{～鸪}折{～断}	
tʂh［1］车{狗头～儿:拖土的人力车}[3］扯{～皮拉筋:互相找麻烦}[5］彻［7］□{～霍:闪电}	
ʂ［1］赊［2］蛇［3］舍{～不得}[6］射唦{句末语气词}舌［7］折{～了:断了}	
k［3］□{～□lo45□tɕhi25:埋怨人瞎说}[5］□{～肉:割肉}[7］格革{人造～}隔角{～落儿}	
kh［2］蛤{～蟆:青蛙}[5］□{～人:勒人}[7］咳刻{一～儿:片刻之间}客{过～:招待客人}	
ŋ［6］啮{咬}[7］额轭{牛～头}	
x［6］核［7］黑嚇{～倒啰}	
#ie	
p［3］瘪［6］别{区～}[7］憋	
ph［3］□{～断:掰成两半}[7］撇	
m［3］搣{～断}[7］灭篾{～片}搣{～栗子:掰开熟栗子的壳}	
t［1］爹{面称祖父}[6］碟［7］叠跌	
th［6］□{～于:特意;故意}[7］贴{～东西}铁帖{～儿}	
l［7］猎{打～}裂	
tɕ［3］姐［5］借 {～用}诫［6］杰截{几～儿}[7］接结{～婚}吉揭节截{～成两半}鍥{镰刀}绝	
tɕh［2］茄{～子}[5］借{～口}［7］切{～开}妾	
ȵ［7］业{家～:家产或家具}孽{作～}镊{～子}捏	
ɕ［1］些{好～:好多}[2］斜={～坡}邪{放～:瞎搞}□{～子:用竹子做成的席子或竹围子}[3］写［5］泄{～肚子:拉肚子}卸{～下来}[6］谢些{箇～:那些}挟{～倒:搀扶}[7］歇蝎雪血屑{不～}	
［1］咽{～喉咙}[2］爷{称呼父亲的兄弟姐妹或同辈族人}[3］也 野 {～菜}[6］夜 {～些:夜晚}[7］□{～谷:空的或不饱满的子粒}腌{～菜:咸菜}噎={～倒啰:哽住了}	
#ue	
k［7］国	
x［6］惑获	
#ʯe	
tʂ［1］□{～子:手残之人}[7］决绝倔{～犟}	
tʂh［7］缺	
ʂ［1］靴［6］穴［7］说	
［3］惹□{敞开:衣裳一～倒(衣服敞开着)}[5］□{叫}[6］□{～呱:脏}[7］热月	
#ai	
p［3］摆［5］拜［6］败稗{～子}	
ph［2］排牌［5］派	
m［2］埋［3］买［6］卖迈	
t［1］呆［3］歹［5］戴带［6］袋大{～家}	
th［1］胎［2］台{墁～儿:台阶}抬{～嫁菲:抬嫁妆}苔{青～}[3］奤{～声昂气的:说话与本地人不同，有故意撇腔的意思}[5］太{面称祖父母}	
l［1］奶{面称祖母}[2］来［3］乃奶 {～毛头儿:还在吃奶的小孩}[6］耐赖癞{～鸡鼓:癞蛤蟆}	
ts［1］灾栽［2］载{不～财:攒不住钱}[3］宰［5］债［6］寨{黄狮～:地名}在	
tsh［1］猜［2］才材财裁豺柴［3］彩踩［5］菜	
s［1］腮鳃筛［5］晒［6］□{漏}□{像人～啰:逞能}	
k［1］该街阶［3］改解［5］盖界介芥疥械	
kh［1］开揩［3］凯楷［5］概溉	
ŋ［1］挨［2］獃{～板:笨拙，死板}崖{山～}捱［3］矮［6］碍艾{～草}□{拖延时间}	
x［2］鞋还{～是}[3］海蟹{～子:螃～}[6］害	
#uai	
k［1］乖［3］拐{好～:很调皮}[5］怪{古～}	
kh［3］块{几～钱}[5］块{一～肉}筷会{～计}	
x［2］怀槐［6］坏	
［1］歪［3］崴［6］外［7］□{～儿:玩具}	
#ʯai	
tʂ［5］拽{拉、扯}	
ʂ［3］甩{丢、扔}[5］帅{丢车保～:象棋用语}	
#ei	
p［1］杯碑{树～:树葬的墓碑}	
f［1］飞［2］肥［3］匪［5］肺痱	
tsh［5］脆={～弱}	
s［5］岁={压～钱}	
#uei	
k［1］规{～劝}闺{～房}龟［3］鬼诡{～辩}[5］桂贵鳜{～鱼}[6］柜{～头儿:老板}跪	
kh［1］亏［3］葵［5］愧溃{～烂}	
x［1］灰{地～:垃圾}挥辉［2］回［5］悔晦{～气:不吉利}惠慧［6］会{开～}[7］毁	
［1］威［2］围危违［3］委尾［6］位味{好有～儿:有意思}胃魏{姓}	
#ʯei	
tʂ［1］追	
tʂh［2］垂槌{芒～:洗衣槌}捶□{骂}	
ʂ［5］税	
#au	
p［1］包苞{～谷:玉米}泡{量词，一～尿}[3］保宝饱堡{滕家～:地名}[5］报豹［6］抱暴雹刨{～子:推刮木料，使之平滑的工具}	
ph［1］□{呵～:吹牛}泡{豆腐～儿}枹{～树}[2］跑刨{～土:挖地}袍{长～马褂:戏服}[5］炮{～子:爆竹}泡{水～儿:皮肤上长的小疙瘩}	
m［1］猫{老虎}[2］毛 {头～:头发}谋 茅 {芭～}［3］铆某亩［6］冒帽□{否定词}	
t［1］刀［3］祷倒{颠～}[5］到倒{～水}[6］稻	
th［1］掏{取}[2］桃逃淘［3］讨［5］套［7］□{堂屋}	
l［1］捞={打～}[2］劳牢［3］脑老{～鸦:乌鸦}恼{～火:生气}[5］捞-{～钱:偷钱}[6］闹	
ts［1］遭［3］早枣蚤澡{洗冷水～儿:游泳}[5］灶罩{灯～子}造={创～}躁［6］噪{～人:吵人}	
tsh［1］操抄［2］曹{姓}槽嘈［3］草吵{～嘴:吵架}炒［5］糙造-{～反}	
s［1］臊筲稍梢捎［3］嫂扫{打～}[5］潲{～水}扫{～帚}	
tʂ［1］招 {～呼}朝{明～儿:明天}召{～唤}[3］找［5］照	
tʂh［1］超［2］朝{～代}潮{受～}	
ʂ［1］烧［2］□{大～:傻子}[3］少{多～}[5］少{～年}[6］绍兆{～头:预兆}	
ʐ［2］饶{求～}[3］扰绕{～线}	
k［1］高{～客:老鼠}篙{竹～子}糕膏［3］搞［5］告窖觉{睏一～醒:睡一会儿}	
kh［1］敲-{～门}[3］考［5］靠	
ŋ［1］熬{～面:煮面条}鏊{烙饼用具}[2］熬{～药:炖药}[3］咬［5］坳{山～儿}[6］傲	
x［1］蒿{～子:野菜名}薅{～锄:锄草的农具}	
#iau	
p［1］膘標滮{～水:漏水}[3］表{～兄伙的:表兄弟}	
ph［1］飘漂{～流}[2］瓢［5］票漂{～亮}	
m［1］瞄［2］苗描{～红}[3］秒杪{树～儿:树梢}[5］猫{～儿:小猫}[6］庙妙	
t［1］雕［3］□{生气，不理人}[5］钓吊{～丧}掉{落}[6］调{音～;～动}	
th［1］挑［2］条调{～节}[3］掉{～头}□{～个场儿:换个位置}[5］跳	
l［2］燎聊辽［3］了{～结}[6］料疗	
tɕ［1］交胶{～鞋}教{～书先生}焦{生～:生气}椒{大～:辣椒}骄娇浇［3］饺绞狡铰{～剪:剪刀}搅{～伙:合作}[5］叫教{～子有方}[6］轿嚼{乱～:瞎说}	
tɕh［1］锹{铁～}缲{～边}[2］乔桥荞瞧［3］巧悄敲={～竹杠子:敲诈}[5］俏□{生气}	
ȵ［5］擩{插、塞}[6］尿	
ɕ［1］消宵［3］小晓［5］笑孝酵［6］效校{学～;～对}	
［1］妖邀腰要{～求}幺{～二三:一二三;老～:面称弟兄中排行最末的}[2］摇 窑 姚 {～家咀:地名}[3］舀{～子:取水用的工具，类似于瓢}[5］要{～得:应答语，可以}[6］耀鹞{～子}	
#əu	
t［1］兜{～儿:口袋}□{～汤:舀汤}[3］堵赌肚{腹～}抖陡斗{几～米}陡［5］斗{打～}[6］度豆独读毒痘［7］督	
th［1］偷［2］徒涂图头投［3］土吐{～痰}敨{抻～:干净、整洁}[5］兔透吐{呕～}[7］秃	
l［2］炉{烘～儿:旧时老人提在手上烤火的炉子，竹制或铁制}楼［3］努 搂 篓［6］路 露 漏［7］绿{～蜢:牛虻}录	
ts［1］租［3］祖组走［5］做揍{打}[6］助［7］足卒	
tsh［1］粗初［2］锄愁{发～}[3］搊{把凳子～起来:从凳子的一端或一侧用力使之翻倒}[5］醋凑［6］族={民～}[7］促族-{家～}	
s［1］酥{鸭蛋～:点心，形似鸭蛋}梳疏搜馊［3］数{动词}[5］嗉{鸡～子}嗽{咳～}漱 {～口}瘦数{名词}[6］俗［7］宿{～舍}	
ʐ［3］柔揉［7］肉褥	
tʂ［1］周{抓～}[3］□{～进去:往包或箱子里塞}肘掫{托起}[5］咒{骂}昼{下～:下午}[6］帚{扫～}[7］竹{～床}筑{填}祝{～福}烛嘱粥	
tʂh［1］抽［2］仇绸{茧丝～}[3］丑［5］臭［7］触畜	
ʂ［1］收［3］手守［5］兽［6］寿熟［7］叔{面称父亲的弟弟或丈夫的弟弟}	
k［1］沟钩［3］狗［5］够彀{往上～}勾{～当}	
kh［1］抠={～～缩缩:小气、吝啬}眍{眼窝深陷}[3］口［5］扣{～倒:系上}[7］□{聪明}	
ŋ［1］抠-{抓取}呕{作～}[3］藕 偶 {配～}偶 {～然}[5］怄{～气:生闷气}沤{久浸水中}	
x［1］齁［2］猴喉［3］吼{～叫}[6］厚	
#iəu	
t［1］丢{扔;落}	
l［2］刘留流硫六 {～粟儿:高粱}[3］柳绺［5］溜{～下去:滑落}	
tɕ［1］揪{～巴:将头发盘成髻}鸠{斑～}阄{拈～}□{～衣裳:拧干衣服}纠［3］酒九久韭{～菜}[5］救揪{一把～住}[6］就舅旧柩{棺～:棺材}	
tɕh［1］秋［2］球泅{游泳}[3］瞅［7］曲	
ȵ［2］扭{～软:软弱无力}[3］纽{～扣}扭{～头:转过脸来}[5］扭{～下子:摇摆}[6］谬-{～论}	
ɕ［1］修休［3］朽{～木:枯木}宿{住一～:住一晚}[5］锈秀绣宿{星～}[6］袖续{继～}□{瘊子}锈	
［1］优［2］油游［3］有［6］又右佑	
#an	
p［1］班般 {～配}搬 {～家}斑 {雀儿～:雀斑}扳 {～手}[3］板{木～}扳{动词，往下或往里拉}[5］半绊{～倒}[6］扮办伴	
ph［1］攀{～亲}[2］盘□{玩弄}[5］盼判叛	
m［2］蛮{纳～:不讲道理}瞒［3］满［6］慢漫	
f［1］翻{～生:发脾气}[2］烦凡帆{～布鞋}[3］反［5］贩畈［6］饭犯{～事}	
t［1］耽丹单端担 {～任}缎［3］胆短［5］□{～人:骂人}[6］淡蛋断段弹{～弓}担{挑一～柴}旦	
th［1］贪滩摊［2］潭团{～脸:圆脸}檀谈痰弹{～棉花}坛［3］毯［5］炭探叹{～气}	
l［2］南男篮蓝兰 {～草花}栏{牛～屋儿:牛圈}拦［3］懒 {～散}揽{大包大～}缆 {～绳}暖 {～一下子}卵［6］烂乱难{患～}	
ts［1］簪{～子}[3］斩盏攒［5］蘸赞溅钻［6］站{车站}□{动词，将石头等物扔出去}绽{～放}	
tsh［1］餐参汆［2］残痰惭涎馋［3］惨产铲［5］灿	
s［1］三山酸衫［3］伞散［5］算蒜散疝	
tʂ［1］沾粘 {～米:粳米的一种，米粒细长}占 {～卜}[3］展［5］战占{～用}颤［6］醮{打～:耽搁}占{～倒:占领}□{合作}	
tʂh［2］缠	
ʂ［1］膻 {～味:鱼肉的气味}□{装腔作势的样子}搧［3］闪［5］扇煽骟{～牛}[6］善鳝	
k［1］甘柑肝竿干间-{几～房}[3］感敢赶擀杆秆［5］干□{～一下儿:隔一会儿}	
kh［1］看{～伢儿:养孩子}龛嵌［2］搛［3］砍坎槛［5］看{～伢儿:照看孩子}	
ŋ［1］安庵淹［3］眼-{～流:眼泪}[5］暗按案晏-{～昼:上午}[6］岸	
x［1］憨鼾［2］咸-{～淡}寒{～□tɕin21:蚯蚓}含{～口水}衔［3］喊［5］汉□{～火:烤火}[6］馅{～粑:罗田小吃}苋陷-{～进去}旱焊	
#ian	
p［1］鞭编边［3］扁边{敲～儿:缝在衣服里子边上的窄条}[5］变遍［6］辩辫辨便{方～}	
ph［1］偏篇［5］片骗	
m［2］绵棉［3］免［6］面{挂～}□{～路:铺路}	
t［3］点碘典［5］店踮 {～脚}掂［6］电簟奠佃垫	
th［1］添天［2］甜田填［3］舔［5］掭	
l［2］镰帘连联怜［3］脸［6］练链莲	
tɕ［1］奸{吝啬}艰煎肩间={空～}[3］减检简剪捡拣茧笕［5］建健见间{～断}[6］俭件贱涧	
tɕh［1］签千牵铅={矿物名}谦{～礼:谦让、讲礼貌}[2］钳钱前泉［3］浅谴［5］欠{想念;吸引;拖欠}堑{上丘田与下丘田之间落差形成的坡度}	
ȵ［1］黏拈研严［2］年鲇［3］碾捻酽 {～茶:浓茶}[6］黏{～粥:浓稠的粥}砚{～墨}验谚	
ɕ［1］仙鲜先宣锨{铁～:用于铲土、翻土的农具}掀［2］咸={～阳}嫌{讨人～:讨人厌}闲贤旋{～转}[3］险显 选 廯［5］线 现{～世～报:丢人现眼}[6］现{～钱:现金}县漩{～涡:急速自旋的水流}陷={～阱}限	
［1］烟蔫阉醃{～鱼}[2］盐檐{～老鼠:蝙蝠}颜{～色百儿:蝴蝶}铅-{～笔}炎［3］演埯 {～坑}眼={～面前:眼前}[5］燕{姓}厌{～人:讨人厌}晏={姓}堰{塘～:池塘}筵咽{吞～}[6］焰雁□{地名}揞{～灰:撒灰}	
#uan	
k［1］官棺关冠［3］管馆［5］罐{土～儿:用于炖肉或煎药的陶器}冠{～军}灌惯{～□ʂʅ45:娇惯}	
kh［1］宽髋［3］款	
x［1］欢獾{猪～}[2］环还［3］缓［6］换	
［1］豌{～豆儿}弯湾塆{地名}[2］完玩{古～}丸{～药}剜［3］晚挽{～袖子}碗{量词}腕绾{～打儿:梳辫子、盘头发}[5］顽玩{～具}[6］万	
#ʯan	
tʂ［1］砖专捐［3］卷捲转{周～}[5］转{～圈}眷{亲戚六～}[6］赚{猪～头:猪舌头}撰传{～记}倦篆圈{猪～}	
tʂh［1］圈{花～}川穿［2］拳权传椽{～子}[3］喘{～气}[5］串劝	
ʂ［1］栓{脑血～}闩{门～}拴{～牛}[2］玄{～孙儿}悬{～鸟儿:蝉}[5］涮{～洗}	
［1］筦{～子:盛土的工具}[2］圆缘原［3］染{～布}软远［5］怨{埋～}[6］院愿	
#en	
p［1］奔{～跑}崩{垮～风:塌方}[3］本［5］□{乱动，没有规矩}[6］笨拌{～菜}	
ph［2］盆	
m［1］鞔 {～鞋帮儿:把布蒙在鞋帮上}[2］门［5］□{～气子:蛮横不讲理的人}[6］闷焖	
f［1］分［2］坟［3］粉［5］粪喷{～水}忿{气～～的:生气的样子}[6］份	
t［1］登灯筝蹬墩［3］等［5］凳炖顿［6］钝	
th［1］吞［2］腾藤［3］□{颠簸}[6］屯囤	
l［1］□{扒拉:把叶子～下来}[2］轮能［3］冷［6］嫩{～喜了的:形容很嫩}楞{□tʂo45～儿:指行为粗鲁、冒失的人}	
ts［1］增争睁挣［5］甑{饭～:蒸糯米饭的工具}□{用劲}罾{～子:用木棍或竹竿做支架的鱼网}[6］□{掷、投}	
tsh［1］村皴［2］层存［5］寸衬撑 {～倒:支撑}蹭	
s［1］孙生牲甥参{人～}[3］省{～长}笋［5］渗{～水}	
tʂ［1］今{～朝日:今天}针珍真蒸［3］枕疹诊{～病}[5］镇震正证［6］阵□{～鱼儿:在水中打捞鱼}	
tʂh［1］伸{～手}抻{～敨:干净、整洁}称{～重}[2］沉{落、掉}承成城盛{～满}晨尘［3］□{～着儿:经常}[5］趁称{～砣}	
ʂ［1］深身伸{～直}升声［2］神绳［3］婶{～娘}[5］胜{～败}乘{量词}盛{丰～}[6］剩肾	
ʐ［2］人	
k［1］根跟{脚后～}耕{～田}更{～换}[3］梗粳{～稻米}哽耿埂{田～}龈整{～天}[5］更{～加}	
kh［1］坑［3］啃肯垦龈{老鼠～:老鼠啃过的痕迹}	
ŋ［1］恩樱 {～桃儿:野果名}[5］摁 {～倒:按住}[6］硬	
x［2］衡横桁{～条}[3］很狠［6］恨	
#in	
p［1］冰兵［3］饼［5］柄［6］病	
ph［1］拼［2］贫评瓶屏［3］坪［5］聘	
m［2］民明名冥螟{卷叶～虫:水稻害虫}[3］敏抿{～嘴}[6］命	
t［1］丁钉{铁～}[3］顶［5］钉 {～书}订 {～约}[6］定	
th［2］亭停［3］挺［5］听	
l［2］林灵零鳞淋菱{～角草:一种猪草}[3］领岭［6］令凌{～冰吊儿:冰}赁{～出去:出租}	
tɕ［1］金斤筋精经睛禁{～不住}襟{～挂四柳的:形容衣服破破烂烂}[3］紧景颈井［5］进劲俊{～俏}敬镜竞浸{～泡}禁{～止}[6］近静净	
tɕh［1］亲{相～}清{～亮了的:形容水透亮}轻青［2］勤={～奋}情{说～}晴寻-{～钱:赚钱}[3］请［5］庆□{～水:泉水}	
ȵ［2］银［6］凝{～固}	
ɕ［1］心辛新□{～菜:种菜}星芯兴{～旺}[2］寻={～人启事}行{～李}[3］醒［5］信姓应{～当}兴{高～}[6］杏{～子}幸	
［1］音因阴 {～倒:偷偷地}鹰鹦莺蝇荫［3］引瘾影［5］映{～山红:杜鹃花}□{～水:浇水}应{～七:儿女守孝，最多守七个七，即四十九天}印	
#uen	
k［3］滚磙{石～}[5］棍	
