连城县文亨镇文保村客家话同音字表			资料来自开篇vol.21							
f	非飞（文，~机）妃翡（翡翠）挥辉	垂（白，尾~~：形容垂着尾巴）肥（文，~料）	匪	废肺毁费	惠慧睡瑞穗慧（~星，口语不用，当时按官话音折合）		术（白术，苍术）術述秫			
v	微徽威	为（作~）为（文，~什么，转文的说法）维惟遗唯违围	萎（气萎，买卖萎）委讳伟苇（芦苇）纬		煨卫喂为（白，~囝女：为了子女）位未味畏（文）胃谓蝟	慰熨遇郁	疫役			
t		篱（白）梨狸（狐~）	抵（文）李里鲤	帝	滤利（锋利）痢（白）俐（伶~：干净）	笠的（目~）滴（~子：一点儿）嫡笛	栗力			
tʰ	涕（鼻涕）屉（抽屉，笼屉）	堤题提蹄啼（文）	体		弟（文）第地	剔惕（口语不用）	敌狄			
l		驴（文，~牯：驴儿，本地罕见）来（白）黎离（离别）篱（文）璃（玻~）离（离开半寸）厘漓（~江，口语不用）	吕旅礼履里理		虑滤（文）例厉励丽隶荔（~枝）利（文，~益）痢（文）吏劣	粒泣	立律率（速率）力歷曆历			
ʦ			姊（白）嘴（鸡~）	祭际济剂（一~药|面~子）绩（乱~：丝瓜）		即鲫积迹（文，事~）脊（文）绩（文）□（kʰa8 la8~：腋窝）蘸（训）唧（灶~：灶马。似蟋蟀而小，喜暖善鸣，常见于厨房）	塞（挤，堵）			
ʦʰ	妻栖凄（口语不用）	齐	取娶	脆（老）刺（白，~~鸟：翠鸟）	聚趣骤	七漆膝秩戚䚍（偷偷看）	辑（辑鞋口）集辑（编辑）疾（疼）			
s	须鬚（文）需鳃（白）西犀䔮（一种水草，可作猪饲料）	徐	洗玺徙髓	细婿岁	序叙绪遂隧（隧道）寂	袭戌恤息熄媳惜（文）昔锡（文）蟋（~蟀，口语不用）	习悉籍藉（狼藉）席（酒~）夕析			
ʧ						只（只有）执汁质织职				
ʧʰ							蜇（惊~）侄稙（早种禾）直值殖植敕（口语不用）			
ȵ		宜仪谊尼疑拟矣沂凝呢	尔你耳饵		艺义议二贰（贰心）毅	腻（文）抑眨	入日（~子）			
ʃ	携畦（菜畦）牺嬉熙希稀	匙（锁~：钥匙）	喜（文，~欢）	世（白，一~人：一辈子|出~：出生）戏气（白，~死人）	係（是）事（白，做~）泄（~尿：遗尿）	吸失室识饰适释	十拾（收~）实什（~么，转文的说法）			
k	佢（第三人称代词）稽枝（白，量词）栀（白，黄~子）饥（文，饥饿）肌几（茶~）基几（~乎）机饥饑（饥荒）箕（簸~）□（~羊毛：打毛衣）		己杞已（老）几（~多）纪（年~）柿（猴~子：小柿子）	计继髻（白）寄冀纪（世~）记既记（金手~：金戒指）		髻（文，盘龙~：妇女发髻的一种式样）急级吉橘戟击激				
kʰ	欺	奇骑岐祁鳍其棋期（学~）旗祈麒（~麟）蜞（湖~：蚂蝗）	启徛（立）起喜（白，欢~：高兴）岂崎（山陡，疑即徛字）	契器弃气（文，小~）汽讫	企技妓忌	吃（文）	及极			
0	伊医衣依尹□（ia2 ~：知了的一种）	倪移夷姨而饴寅	倚椅已（新）以	意忆亿	施（~菜子：播菜种）	易（容~）揖（作~）一益	肆（~业）异逸翼亦译易（交~）液腋			
#u										
p	晡（后日~：后天）□蹲夫（~娘：妇女）		补斧	布佈怖（恐怖）						
pʰ	铺（~床）铺（店铺）	蒲菩（~萨）脯（胸~板：胸脯）符（白）葡（~萄）□（被~窿：被窝）瓠（~子：瓠瓜）	谱普浦捕甫（杏~）殕（食上生白毛）		部簿步腐（豆~）孵（~鸡子：孵小鸡）拄（~棍）					
f	呼乎夫肤敷俘（俘虏）麸（麦麸子）	胡湖（~蜞：蚂蝗）狐壶葫（~芦）鬍符（文）扶芙（~蓉花）蝴（~蝶）糊瑚（珊~）	虎浒（水~）府腑俯釜	裤戽（~水）付赋傅赴讣附富副幅咐（吩~）	埠户沪互护父腐（~败）辅妇（文，寡~）负阜獲穫（收~：口语不用）					
v	乌污坞	无（文）	扶武舞（文）侮鹉（鹦鹉）	恶（可~）捂（蒙，遮盖起来）		务雾戊				
k	姑孤箍牯（奶~：乳房）菇（蘑菇）辜（~负，口语不用）		古估（白）牯（牛~：公牛）股鼓	过故固锢（锢露锅）雇顾			□（pia5 pia5 ~：捉迷藏）			
kʰ	枯估（文，~计）丘（白，一~田）酷枯（榨油榨剩的饼）		苦杵臼	库						
#ʯ										
n		鱼渔愚虞娱	女汝语		遇					
ʃ	书舒墟（赴~：赶集）虚嘘（吹~）输输（运~）吁（长~短叹）	薯（番~：白薯）殊睡（老）蜍（蟾~）	许水	絮（文）暑黍庶恕署（专~）戍旭	竖树					
tɹ	猪褚（姓）诸居车（~马炮）诛蛛株朱硃珠（珍~|萤火~：萤火虫）拘驹俱		煮举主矩（规~）|□（~金：镀金）	著（显著）据锯驻註注蛀铸句剧（剧烈）剧（汉~）						
tɹʰ	趋枢区（区域）驱呕（~吐）	除储（~蓄）渠厨槌锤橱	苎（~线）处（~理）鼠柱轴	处（~所）去（文，~毒）	箸（一~一~来）巨拒距住（~三日：住三天|~嬲：玩儿）瞿具惧）					
0	於淤迂于吁（呼~）	如余餘儒乳盂二（ia6 ~：一种知了）	与（及，给与）寓雨宇禹羽		御御誉（名~）预豫寓榆逾愉愈（愈好，病愈）芋喻裕					
#a										
p	巴（文，~结）芭爸班斑（文）颁扳（~倒）般搬		摆抱饱扳（~手）板版	簸（~一~）簸（~箕）拜（文）豹爆扮半绊		钵拨				
pʰ	抛攀潘藩翻（呕吐）	排（文，~场）刨（刨地）鉋爿盘	伴拌（甩打）荷（用扁担等的一头荷物：~尿桶）	破（白，~樵：劈柴火）派泡炮泡（~茶）鳔剖（训读，本字应为破）盼瓣襻（纽~）拌判叛（~徒）棒蚌□（睡□：正睡着）	败办饭	泼□（~扇：扇扇子|~风炉（扇炉子）	拔（文，~河）钹			
m	妈（文，母亲，新说法）□（扶，搀）	茅（秆茅人：稻草人）磨（~刀）茅矛蛮馒（~头）鳗（~鱼）	卯满（文）嬷（祖母）		迈貌（白，~子：相貌）慢漫幔蔓（瓜蔓子）㿸	㮇（~笔，训读）抹袜	末沫			
f	欢翻（文）番（~薯：白薯）	怀槐淮帆（文，~布）桓还（文，~原）还（文，~有）环烦繁	反（文）返（~销粮）	缓唤焕幻宦贩	坏患	发（文，理~）发（文，~脾气）	泛乏伐筏罚□（~无~：会不会）			
v	歪弯湾	还（白，~钱）还（白，~有）环（白，门~）	娩（分娩）皖（~南事变）豌（豌豆）碗腕晚（文）宛輓（口语不用）婉（口语不用）惋（口语不用）	挽（~篮子：挎篮子|~救）	换万曰	挖（白）	滑猾（狡~）			
t	呆丹单（~独）□（叮，蜇）	姼（~~：姐姐（面称）	鸟（白，名词）打（文，~猎）	戴（白，姓）带钓吊诞旦		笪（谷~：晒东西用的竹席）				
tʰ	拖（~鞋：趿拉着鞋）他胎（文）苔（又读。lia2 舌苔：舌苔）滩摊	台（天台，台州）臺苔（青~）抬条（白，猪~：半大猪）檀坛弹（~琴）弹（炸~）	坦	态太泰粜炭叹	大待怠殆贷代大（大夫，大黄）但蛋	榻塌	达			
n		难（形容词）	乃奶（文，~粉）	□（扔）□（~~子：指青春痘一类的小疙瘩）		那耐奈难（灾~）	哪（~滴：哪里|~puei7：怎么）烫（训）			
l	撩（白，~艻：拨刺儿）拉（文）	撩（白，~是惹非）兰拦栏寮（田~：在田野里搭建的小茅棚，可供避雨，堆放肥料等使用）□（ha2 □：胳肢）	了（白，食~：吃完）懒蓼（赤~）澜（口~水：口水）	癞	赖缆（栓）烂另（别~侪：别人）僆（鸡~：未下单的小母鸡）乱（~绩：丝瓜）嬲（住~：玩儿）	瘌落（白，~尾）	拉（白，~一刀）捺（撇~）辣□（kʰa8 ~ ʦi7：腋窝）□（尿~：尿臭）			
ʦ	灾栽斋焦（干：炙~（晒干））		宰载（三年两载）滓爪（鸡~）找	再载（~重）载（~满）债赞攒（积攒）蘸（~酱油）		剂（一~药：药~师。训读，本字可能为紥）劄（用针劄）眨（眨眼）闸紥（~裤脚）轧（~钢车间）掷（口语不用）	铡（~刀）			
ʦʰ	搓猜差（出~）抄（~书）	才材财裁纔豺（文，~狼虎豹）惭谗残泉（白，~水）撐（~目：耀眼）	彩采睬钞（~票）炒惨灿铲	蔡□（搅拌）	在（文，好~）寨赚豸（冠~山）溅	獭（水獭）擦察	蚻（黄~：蟑螂）			
s	傻（~瓜）酾（~酒：斟酒）珊山删疝（疝气）栅（栅栏）	豺（白，~狗：狼|形容人或动物饥馋）巢（白，黄~）笊（~饭：捞饭|~篱：笊篱）	写散（松开）伞产	赛帅散（分~）撒（撒手，撒种）		萨（菩~）杀煞（~气）				
ʧ			者							
ʧʰ							霎（口语不用）			
k	皆阶交郊胶教（~书）狡（~猾）		解（文，~释）搅搞□（那，那么）	个（一~|~人）介界芥尬（尴~）疥届戒械教（~育）校（校对）较（比佢~大：比他更大）校（上~，少数人的读法）	个（~个：那个）					
kʰ	揩刊		概溉楷巧荷（用扁担等荷物，前轻后重：~尿桶）卡				□（挤（动词）：~入去|挤（形容词））□（kʰa8 ~ ʦi7：腋窝）			
ŋ	咬（口语不用）	呆（~板）涯（天涯）崖（山崖）昂	我（白）		艾岸玩（开~笑）		啮（~牙根：咬牙）			
h	罕	何（白，奈佢无~：拿他没办法）孩谐□（~ la2：胳肢）	咬	酵孝	解（姓）效校（学~）校（上~：多数人的说法）薤（一种蔬菜，似韭菜而大，味亦似韭菜：葱蒜韭薤）□（给：被动标记）	哈（哈腰）蛤（~蜊油）				
0	阿（~弥陀佛）埃（尘埃）挨（文，挨近，挨住）坳（山~）		拗（~花：折花）	隘		□（撬，扳：~桨：划船）				
#ia										
p			丙饼	柄摒（ku7 ~~：捉迷藏）		壁（白）				
pʰ		平（白）坪			病	劈（白）				
m		明（清~）名（白）			命					
t		□（将热水等倒来倒去以使冷却）	领（文）岭				□（一种盛物用的圆形竹器）			
l		□（~舌：舌头）					快（训）			
ʦ	精（白，漂亮）		井			藉（藉故）迹（白，脚~：脚印）脊（白，背~：后背）绩（白，~线）				
ʦʰ	清（~明）青（白）	斜（白）晴	且请醒（白）	笡（陡）腥（白）	谢（姓）昨（白，~日：昨天）净		席（席子）畲（~背：地名）□（冷~~：冷悄悄）			
s		邪		泻卸姓		鹊（鸦~：喜鹊）惜（白，疼爱）粞（米粉）				
ȵ		酽（浓，醇）		暎（看）		□（~樵：抱柴火|□禾：把割下的水稻抱到脱粒的场地去）	额（白，~头）			
ʃ	兄									
k	惊（白）猄（黄~：小麂）		颈	镜		夹裌（文，裌衣）隔（白，~壁）夹（黏）				
kʰ	轻（白）	擎（扛，端）		□（两指平伸的长度）□（饭lɤ2~：炊帚|~屋：年前的大扫除）跨		吃（白，~亏）	屐			
0		赢（白）营□（~i1：知了的一种）	惹也野（文，原~）影（文，电~）		□（~y2：知了的一种）		喏（唱~：指在神像或祖宗像前作揖）焱（闪动，挥动，招展）			
#ua										
t	端		短	断（决断）塅（台阶）						
tʰ	吞	团糰			断（~绝|~根|~雨脚：久雨后放晴，另读tʰuei8）锻（~炼）段缎椴					
n			暖							
l		鸾	卵		乱					
ʦ	抓			钻（动词）钻（名词）窜						
ʦʰ	在（白，~先）餐汆（~汤）			纂（编纂）篡						
s	酸			算蒜						
k	瓜（文，傻~）乖甘（白，~蔗）干（~涉）肝竿（竹竿）乾（笋~）官棺观（参~）冠（衣冠）观（寺观）冠（~军）鳏（鳏寡）关干（刀不锋利，笤帚秃了叫~）杆（桅~）		拐（拐骗）秆（稻草）擀（擀面）赶管馆	怪幹贯灌罐惯逛□（~地pouŋ3：挖地畦）		括（包~）聒（聒耳朵）刮				
kʰ	夸垮跨宽眶（眼眶）		凯慨（慷慨，感慨）款	块会（~计）刽（文，~子手）蒯块快筷看（看守）看（看见）况		阔				
ŋ		顽（~固）			外					
h	寒韩		旱	汉	汗焊翰					
0	安鞍			按案			哕（训，干呕）			
#ie										
p	斑（白，~面）鞭边辫揹（~东西）		贬蝙扁匾反（白，~转来：翻回来）	贝拜（白，~菩萨）辈痱（热~：痱子）变汴遍（一遍）		八□（煨：~番薯）必（裂：~开来）				
pʰ	编篇偏翻（~转来）	排牌簰培陪裴肥（白，胖，肥）	妇（白，新~：儿媳妇）辫（动词，编）片（又音：尿~；褯子）	骗（骗马）骗（拐~）遍（遍地）片	稗篦办（~食：煮饭）辨辩便（方~）蜱（kʰouŋ1 ~：臭蝽）	撇（白，食~佢：把它吃喽）	拔（白，~鞋）别（区别）别（离别）			
m		埋绵棉	买母（白，舅~）免勉渑（渑池）□（ʃɿ6 ~背：后面）		卖缅面麵晚（白）	凹（酒~：酒窝|~落去：凹下去）	灭篾（竹~）			
f		回茴（茴~）弦船玄悬眩迥（迥然不同）			贿汇	歇（白）				
v	冤	完丸（药~）圆员缘沿铅袁辕园援（援救）猿（口语不用）圆（一种球形坚果，似榛子而小）	远□（拥抱）	畏怨	院	乙□（跌~：遗失）	锐悦阅越粤			
t	爹（文）都（白，~来）獃（白，书~子）低知（白，~得：知道）颠癫	帘（白，门~）联（白，缝（衣服等））	底抵点典腆（腆肚子）	戴（白，~帽）掂店		跌贴得（白，识~：知道）	猎（白，~山狗：猎狗）			
tʰ	添天	啼（白）甜田填	弟（白）腿	替剃	电殿奠佃臀	帖（字~）铁忒（~长：太长）贴（~钱：垫钱）	递叠碟牒蝶谍			
n	黏（黄鸡~：古铜色得粘糊状鸡屎，略像糖稀，很臭）	泥鲇（鲇鱼）年	奶（白，丈妇~：岳母）踮（训）		内腻（白）恋	捏（~裤脚：挽裤脚）				
l		犁廉镰帘（文）连联（文）怜（可~）莲擂（~槌：棒槌）	儡（傀~）潋（雨~：雨停）		敛（口语不同）殓（入~）练炼楝（楝树）链（~腟：交合）		猎（文）列烈裂舔（训）			
ʦ	尖煎笺櫼（楔子）胝（茧子）		子（白）盏剪	箭饯（践行）荐		接节				
ʦʰ	催（白，驱逐：~鸡）歼（歼灭）籤签迁千铅（文，~锌矿）忏（~悔，口语不用）纤（~维，口语不用）	潜钱前全泉（文，~州|新泉：地名）	浅践癣吮（吮吸）槛（门~：门槛）		罪渐贱	插妾切窃（盗~）	捷截绝			
s	些仙鲜（新~）先宣喧鲜（粥稀，水清）	斜（文，倾~）旋旋（旋吃旋做）镟（镟床）	使（白，~是~非：搬弄是非）鲜（朝~）选	线		羡薛泄（~漏）雪				
ʧ	沾粘（粘贴）瞻占（半~糯：大米和糯米混成的米，多用来比喻半精不傻的人）毡		纸碾（文，~米）展	占（占卜）佔战颤		摺褶哲蜇（蝎子蜇人）折浙				
ʧʰ		缠	侈（奢侈）	串（谷~：稻穗）迣（传染）	缠（转（圈儿），绕（线等））	湿铙（~~：铙）	涉彻撤辙斥			
ȵ		严俨（俨然）颜（~色）	染眼碾（白，~末）辇撵阮	蚁	艾（白）验念雁（~鹅：大雁）砚	聂（姓）镊（~子）蹑摄孽捏	业热（~头：太阳）月（~光：月亮）			
ʃ		鞋蟾（~蜍）嫌闲蝉禅（禅宗）禅（禅让）贤	蟹陕（~西）闪险显鳝（黄~：鳝鱼：极个别人的说法）	搧扇宪献	陷馅限苋（~菜）善膳单（姓）现鳝（黄~：鳝鱼。多数人的说法）	瞎设血	懈狭胁协舌折（~本：亏本）歇（文）穴食蚀			
k	街鸡艰间（房间）间（文，~断）奸肩坚姦（强~）		解（白，~开来）减碱（文）检简裥柬拣（文）谏涧锏（车锏）囝（儿子）茧笕（水~）	个（去~：去的时候）芥舰剑间（白，~两日再去）建见□（~芋荷：用锥子一类的东西把芋头的茎撕成几个细条使它容易晒干）		劫挾（~菜）给（给你，供给）结（文，了~）洁砌（训）				
kʰ	溪兼谦牵（文）	钳乾（~坤）虔	蜆（蚌）	嵌欠歉	俭件键健	缺（白，~角碗：有缺口的碗）	杰揭（~发|~乐：地名）蝎竭			
0	淹阉醃腌烟燕（燕京，姓）渊姻洇胭（~脂）鸳（~鸯）	冉盐阎檐盐（醃）涎然燃焉（心不在焉）延筵	掩演衍（掀：~蚊帐）	厌晏（海~河清）谚堰燕（~子）咽宴	炎艳焰县	挖	叶页翼			
#ye										
ʃ	轩					说（说话）				
#ʯe										
n		言元原源	软		愿（愿望，愿意，愿心：诅咒）		月（一~）			
tɹ	龟归（白，去~：回去）碱（落~：下碱）专砖绢捐		傀（~儡）诡轨鬼拣（白，捡，拾）转（~去：回去）转（转螺丝，转圆圈）捲眷卷倦	刽（白，砍：~树）桧绘鬼（白）		厥决诀蕨羯（阉割：~鸡|~猪）				
tɹʰ	魁川穿圈（圆~）圈（猪圈）	传（~达）拳（文）权颧（颧骨）	遣犬近（白）䘆（ȵiəu6 ~：蚯蚓）	串劝卷	跪柜撰篆传（自~）	缺（文，~乏）啜（~酒：喝酒）				
#ʯi										
tɹ	圭闺饥（腹~：肚子饿）规窥追归（文，当~）			溃（~不成军）桂癸季贵（文，富~）嘴喙（嘴巴）		□（箍，别，动词）				
tɹʰ	吹炊亏	奎逵葵疖（发~：长疖子）	蟣（蚜虫）			出				
#ɤ										
t	都（都城）都（文，都是）搬（搬凳子等）		堵赌肚（鱼~|猪~）肚（~屎：肚子）斗抖陡	斗						
tʰ	偷	徒屠途涂图头投	土敨（~开来：展开|~大气：喘气儿）	吐（~痰）吐（呕吐）兔透秃	杜妒度渡镀豆逗痘毒（用药毒死：~死|~老鼠）					
n		奴努稠（训）	纽（白，纽扣）		怒					
l	黸（鉎~：铁锈）诱（~鸡：呼鸡）鲁（疥疮：发~（长疥疮））芦（~箕：芒箕，一种常见蕨类植物，当地用作燃料）	卢炉芦（芦苇）鸬（~鹚）庐（茅庐，庐山）驴（文）缕（丝缕）楼搂（用手或工具把东西向自己面前聚集）捞（饭~kʰia6：炊帚）	鲁虏卤篓搂（抱。口语不用）□（吐：~口澜（吐口水））	露鹭（白~鸶）	路漏陋					
ʦ	租邹		祖走	奏						
ʦʰ	粗初馊（臭~：食物有馊味儿）	愁（文）瞅	楚础（基~）取（返回始发处取忘带的东西：讨（债）。例如：~取债鬼（父母骂孩子的话））	醋凑	助					
s	梭（织布梭）苏酥蔬（文，~菜）疏（注疏）搜蒐	愁	所薮（鸟~：鸟巢）	素诉塑（~菩萨：塑造菩萨像）数瘦						
k	勾钩沟勾（勾当）阄□（一种类似榛子的坚果）		狗苟枸（~杞）	够（唔~：不够）构购						
kʰ	箍（白，水桶：箍水桶的圈儿）抠		口厚（白）	叩（叩头）扣（~工资）寇						
h		侯喉（文）猴	有（白）		後（文）厚（文，忠~）后（皇~）候					
0	欧瓯殴			沤（久浸水中）怄（怄气）熰（~土粪：点燃一堆火后把所铲的已大致晾干的带着草和土根块一层层捂在火堆上（通常是带草的一面朝下），让它逐渐地燃烧，最后用作肥料）						
#ai										
p						不剥（白）北腹（白）				
pʰ						沛佩勃魄卜覆（倒）	缚帛蔔（蘿~）𦢊（皮肤上的小包）			
m						脉殁（木头，衣服等朽烂）	密（白）没（沉没）墨默木目牧			
f						福蝠（蝙蝠）	復（復興）忽彿（彷彿）佛或惑複腹（文）覆（反覆）服伏復（復原）			
v							吻刎物勿			
t						啄（白，鸡~秤砣）得（文）德笃督斲（剁）				
tʰ						踢	突铎特籴独读牍（牛犊子）毒			
n						捏（摘）				
l						艻（刺儿）□（~平来：把水田耙平）	肋勒鹿䘵麓（口语不用）抱（训）熝（烫）			
ʦ						撮（一~米）卒（兵~）则侧（白）测（白）摘责				
ʦʰ						厕（~所）塞（用东西堵塞）侧（文）测（文）策册束	贼泽择（文）宅族拭（擦）嗽（~死：淹死）			
s						摔涩瑟虱率（率领）蟀塞（赌赛，又读）息（孙子的儿子：孙孙~~）色啬（吝啬，本字或为涩）锡（白）速缩				
k						急（白，无愁无~：无忧无虑）结（白，系，缠扎：~鞋带）格革隔（文，~离）穀谷				
kʰ						磕（~头）乞刻（随时随~）刻（用刀刻）克哭				
ŋ						额（文，名~）扼逆（文，~风）				
h						黑赫（~翼：翅膀）	□（~东西（放东西）|守~（守住））			
0						屋沃（白，~菜：浇菜）				
#uai										
k						骨（筋~|~头）窟（白，灶~前：厨房）国虢（虞虢）				
kʰ						窟（文，~窿）	掘屈（短：~尾牛（尾巴断掉一节的牛）|~尾鸟）			
#ʯai										
n							肉玉狱			
ʃ						叔淑	熟嘱（~咐）赎蜀属			
tɹ						浊竹筑祝粥烛嘱（遗~）触				
tɹʰ						拙屈（~原）畜（畜生）菊掬（一掬，一捧）麹（酒~）畜（畜牧）蓄（储~）曲（唱~）鞠（养：~牛|~鸡|~鱼）	逐局抖（训）			
0						育	辱褥欲（文）慾浴			
#au										
p	波菠（~菜）坡玻（~璃）褒（褒奖）		保堡（四~：地名）宝	报播（广~）		博剥（文）驳（把东西连结起来）				
pʰ	藨（悬钩子|桑~：桑葚）	婆薄（~荷：藿香）袍浮（白）	跑	破（文）	暴鲍（姓|~鱼）爆曝瀑	泊（梁山~）泊樸朴拍扑僕	薄雹			
m	毛	无（白）			磨（~石：石磨）冒帽貌贸	募膜幕寞（文，寂~）漠（沙~。口语不用）	莫寞（白，落~）穆			
f		和（文，~气）	伙（一~子爷：爷儿几个）	货	祸和（~kuə7来：和匀喽）霍藿（藿香）					
v	窝蜗		号（哭；鸟叫）							
t	多刀叨（唠~）		朵躲祷岛倒（~台）捣（~乱）	到倒（~头：掉头）			捣（~药：捣药）			
tʰ	拖（文）滔	驼驮（~东西）舵驮（驼子）掏（掏出来）桃逃淘（淘米）陶萄涛	妥椭（~圆）讨	套导	惰道稻盗	託托（手承物）拓（开~）	择（白）			
n		挪捼（~索：搓绳子）	脑恼		糯（~米）闹					
l	啰（~唆）酥（训，食物松而易碎：饭~（锅巴））捞（~muə8：找打）	罗锣箩骡螺（田~）脶（手指文）劳捞牢唠（~叨）涝（旱涝）萝（~蔔|藤~（不是口语用词））	老		疗（白，~病：治病）料（大秤。也用作动词：~樵（秤柴火，多用来指买柴火））	□（~人：偷汉子）	赂落烙骆酪洛络乐（娱~）			
ʦ	糟遭糟（au1~：肮脏）		左佐早枣蚤澡皂	做（~衫机：缝纫机|~大水：洪水爆发）灶罩		作（工~）桌卓				
ʦʰ	操（~作|~演）	曹槽巢（鸟~）	草吵	锉错（~误）操（曹~）造躁糙（~米）错（错杂）燥（干~，不是口语用字）	坐（文）座	措（~施）	凿琢啄（鸡~米，本字或为凿）涿（涿县，涿鹿）戳（文）镯（玉~）			
s	蓑唆（啰~）骚臊（~气）		锁琐（琐碎）嫂叟飕	扫（~净一下：打扫一下）扫（扫帚）		索（绳子）朔				
k	歌哥锅高膏篙（竹~）羔糕膏（膏车，膏油）蒿（蓬蒿）		裸（裸体）馃稿犒	告窖		鸽各阁搁胳（胳臂）郭廓角桷（屋~：椽子）	敲（训）			
kʰ	戈科窠棵颗（一颗珠）		可考	课去（白）烤（~烟）靠		恰扩（~大）确搉壳				
ŋ		蛾鹅俄熬娥（人名用字|嫦~）	昂（训，~头：抬头）		饿卧傲鏊（~饼）熏（训，~鸡|~猪肉）		鄂嶽岳乐（音~）颚（口语不用）鳄（~鱼（本地无））			
h	荷（薄~：藿香）	河何（文）荷（~花|鱼~鳃：鱼鳃）豪壕毫	好（~坏）郝（姓）	好（~高）耗	贺号（呼号）浩号（~数）吼	熇（（天气）热；烤（白薯等））	盒（~字）鹤学			
0	屙（排泄（大小便），放（屁）：~屎|~尿|~屁）□（~糟：肮脏）		袄	懊（懊恼）奥懊（懊悔）叫（训）		恶				
#uei										
p	巴（~掌）杯悲飞（白，~走|~扬：蝴蝶）			背		髮（白）發（~癫：发疯）□（哪~：怎么）				
pʰ	胚（胚胎）坯	赔		配	倍背（背诵）焙吠		□（泡沫）			
m	母（白，母亲）	梅枚煤霉	尾（狗~|~窿涵：烟囱）	妹（少）	妹（多）昧寐					
f	恢灰		火伙（合~）	悔晦						
v	埋（训）	和（白，~尚）禾								
t	堆			对碓队兑缀（点缀）地（无~住）坠（口语不用）堕（口语不用）		掇（骂：~人）				
tʰ	胎（白，头~）梯推		腿（文）	退褪（把袖套褪下来）	袋逮（来得~：来得及）	蜕（蛇蜕皮，蝉蜕）脱	断（拗~：折断）夺			
l		来（文，将~）雷	屡累（累积）垒		累（极困）累（连累）类泪		捋（~手袖：捋袖子）			
ʦ	锥朘（男性生殖器）			最载（~饭：添饭）		啜（吮吸）				
ʦʰ	催（文）崔（姓）		坐（白）	菜碎脆（多）翠粹猝						
s	虽衰	随髓（文）垂谁（新派）隋		秽		萨（菩~）屑（锯~）涮（涮洗）刷				
k	该嗦（嗦子）		裹（白，~粽）改	盖丐（乞丐）		割葛辖（管辖）				
kʰ	开盔麾			愧对		渴				
ŋ		桅（~杆）危			碍伪魏					
h			海		亥害	喝（喝酒）喝（喝彩，吆喝）	骇（惊骇）核（审~）核（桃~）			
0	哀□（aŋ5~：蜻蜓）			爱蔼（和蔼）						
#əu										
ʧ	朝（今~）召（又音。~之即来）昭招沼（池沼，沼气）周舟州洲		帚	照昼咒		着（着衫：穿衣服）酌芍（~药花）				
ʧʰ	超抽	朝（~庭）潮绸稠筹仇酬售	丑醜	臭（香~）兽	赵兆纣（桀纣）宙	焯	着（睡~）			
ʃ	靴烧嚣侥（侥幸）收朽	韶（~日：明天）	少（多~）晓手首守	少（~年）	召（号~）韶（~关）绍诏邵受寿授		勺（~子）			
#iəu										
p	錶（手~，多数人的说法）		表錶（手~，部分人的趋新说法）							
