#ɿ				
ts	[1]資姿咨痔[2]字[3]子姊紫[6]自			
w	[1]揮輝徽威[2]為{行～，～了}位維惟遺唯圍違胃謂蝟{刺～}蕙彗{～星}韋渭槐[3]毀萎委傀[4]偉葦緯痿[5]喂畏慰偎猥尉蔚[6]衛穢惠慧諱			
∅	[3]矮			
#uɐi				
k	[1]圭閨龜歸矽[3]詭軌鬼[5]蹶桂貴[6]跪櫃			
kʰ	[1]盔規虧窺魁[2]奎攜畦癸逵葵[5]潰{崩～，～爛}愧			
#ɔi				
t	[6]貸待怠殆代袋			
tʰ	[1]胎[2]台{天～山}臺苔{舌～，青～}抬槍			
n	[2]內[6]耐奈			
ɬ	[1]腮鯉[5]嗉			
l	[2]來			
tʃ	[1]災栽[3]宰[5]載{年～，滿～}再[6]在			
tʃʰ	[2]纔才材財裁[3]彩採采睬[5]菜蔡			
k	[1]該賅[3]改[5]蓋			
kʰ	[5]概溉丐慨{感～}鈣			
ŋ	[2]礙[6]外			
h	[1]開[3]海[4]亥[6]害			
∅	[1]哀埃[3]藹凱[5]愛			
#ui				
p	[1]杯[5]貝輩背{～書包，後～}[6]背{～書}焙			
pʰ	[2]培陪賠裴蓿[4]倍[5]沛配佩			
m	[2]梅枚玫媒煤腮莓黴{發～}魅[3]妹{姊～}[4]每			
f	[1]恢灰[5]悔晦			
t	[1]堆[5]對碓兌[6]隊			
tʰ	[1]推[2]頹[3]腿[5]退蛻			
ɬ	[2]邃髓[5]碎歲[6]遂隧穗			
l	[1]壘儡[2]雷擂{～鼓}蕾淚[4]屢累{勞～，積～，連～}類			
tʃ	[1]追錐[3]嘴[5]最醉[6]罪綴贅墜			
tʃʰ	[1]催崔淬吹炊摧璀[2]隨垂槌錘陲[5]脆翠粹悴萃			
ȵ	[4]蕊乳[6]銳			
ʃ	[1]衰[2]睡誰[3]水[4]瑞[5]稅帥			
k	[6]瘤疲勞			
kʰ	[5]劊			
h	[2]回茴匯會{～計，學～}匯彙蛔檢薈[6]會{開～}繪賄檜			
w	[1]煨			
#au				
p	[1]褒胞苞鮑			
pʰ	[1]拋脖[2]刨{足～地}[3]跑[5]豹泡{松～，浸～}			
m	[2]茅茂貿謀矛{長～，～盾}[4]卯某畝牡鉚[6]貌			
n	[2]錨撓{阻～}鬧{熱～}[5]□{罵人，～人}			
l	[1]□{～佬，泛指北方人，有時指不會說粵語的人}			
tʃ	[5]笊罩			
ȵ	[3]爪			
ʃ	[1]稍[5]捎□{～牙（匏牙）}筲			
k	[1]交蛟郊校{～椅：橫縣鎮名}□{厲害，～□}[3]搞攪較餃[5]教{～訓}窖			
kʰ	[5]犒			
ŋ	[2]肴淆效校{學～}[6]校{～對}			
h	[1]烤拷酵[3]考巧[5]孝			
#ɐu				
pʰ	[5]剖			
m	[1]痞踎{蹲}□{不結實}[6]謬			
f	[3]否缶[2]浮文讀[6]埠{～頭}			
t	[1]兜竟[3]斗抖陡糾{～紛，～察，～合}蚪[5]鬥竇逗[6]豆痘			
tʰ	[1]偷[2]頭投[3]敨{～氣：休息}[5]透			
n	[1]嬲{生氣}[4]紐扭鈕			
ɬ	[1]修羞[3]艘搜{～查，～集}[5]嗽秀繡鏽颼			
l	[1]簍褸騮{馬～：猴子}□{求人}[2]樓漏陋流劉留榴硫琉溜餾瘤瀏[4]縷摟{（用手）～錢，～抱}柳髏			
tʃ	[1]鄒周舟州洲[3]走酒[5]奏晝咒[6]就袖肘紂宙胄驟			
tʃʰ	[1]秋鞦抽[2]囚綢稠籌愁讎{恩～}酬售仇{姓～}巢[3]丑醜[5]湊臭嗅			
ȵ	[1]攥[5]皺縐			
ʃ	[1]收[3]手首守狩[5]瘦獸[6]受壽授			
k	[1]溝鳩[3]狗九久韭枸[5]苟垢夠構購灸救究臼疚[6]舊嚿{（量）塊,一～水：一百塊}			
kʰ	[1]摳[2]泅求球俅裘[4]舅[5]叩扣寇			
ŋ	[1]勾{～消，～當}鉤[2]牛[4]藕偶{配～，～然}			
h	[1]喉等著[2]侯喉猴癖[3]口[4]厚[6]後后候			
j	[1]丘蚯休優憂{擔～，～愁}悠幽邱攸[2]柔揉尤郵又右佑由油遊猶釉魷[3]朽[4]有友酉莠誘[5]幼			
∅	[1]歐甌鷗毆區姓[3]嘔[5]漚慪			
#ɛu				
p	[1]包[3]飽[5]匏			
pʰ	[2]刨{～皮，～刀}[5]炮			
m	[1]貓			
n	[1]□{粘}			
l	[1]撈[4]繚			
tʃ	[5]罩			
tʃʰ	[1]抄鈔[3]炒			
ʃ	[5]潲			
k	[1]膠茭跤[3]絞狡[5]教{～書}餃覺{睡～}			
ŋ	[4]咬			
h	[1]敲[2]姣			
∅	[3]拗[5]坳			
#ou				
p	[1]煲[3]保堡寶[5]報[6]暴曝瀑爆			
pʰ	[2]袍[4]抱			
m	[1]蟆□{發黴}[2]毛冒帽			
t	[1]刀叨[2]道稻盜導[3]禱島倒{～塌，～掛}搗[5]到			
tʰ	[1]滔掏韜煮[2]桃逃淘陶萄濤綯[3]討[5]套			
n	[4]腦惱瑙			
ɬ	[1]騷臊搔[3]嫂[5]掃{～地，～把}			
l	[2]勞{勤～，～軍}牢嘮撈澇[3]佬[4]老姥			
tʃ	[1]遭糟[3]早棗[5]灶[6]皂			
tʃʰ	[1]操{體～，～守}糙[2]曹槽嘈[3]藻{水～}草[4]造[5]躁燥{幹～}噪[6]吵			
k	[1]高膏{牙～，～車}篙羔糕[3]稿[5]告			
kʰ	[5]靠			
ŋ	[2]熬傲遨嗷敖□{搖晃}			
h	[1]蒿薅[2]豪壕毫號{～叫，編～}浩號嚎皓酷{很～}[3]好{良～}[5]好{喜～}耗[6]酷{冷～}			
∅	[5]奧懊澳			
#iu				
p	[1]膘標錶彪飆鏢森漉[3]表裱			
pʰ	[1]飄漂{～浮}[2]嫖鯉[4]瓢[5]漂{～白，～亮}票漂			
m	[1]苗[2]描廟妙瞄[4]藐渺秒杳緲			
t	[1]刁貂丟叼凋碉[2]悼調{協～，～查}掉[3]屈[5]釣吊			
tʰ	[1]雕挑{肩～，～戰}[2]條[5]跳			
n	[2]尿{撒～}[4]鳥{禽～}			
ɬ	[1]梢消宵霄硝銷逍蕭簫[3]小[5]笑屑			
l	[1]鸛[2]燎療聊遼撩僚瞭瞭料廖鐐潦[4]了			
tʃ	[1]焦蕉椒朝{今～}召{～集}昭招礁[2]趙兆召{號～}詔[3]剿[5]照			
tʃʰ	[1]超蹻[2]嘲{～笑}樵瞧朝{清～}潮憔晁[5]鞘{鞭～，刀～}悄俏			
ʃ	[1]燒[2]肇韶紹邵[3]少{多～}[5]少{年～}			
k	[1]驕嬌澆[3]矯繳[5]叫			
kʰ	[2]喬僑橋養翹轎[4]藠[5]竅			
h	[1]囂僥[2]饒搖謠窯姚遙耀鷗堯[3]曉[4]舀			
j	[1]妖邀腰要{～求}吆[4]擾繞{圍～，～圈}撓{阻～}[5]要{想～}			
#am				
t	[1]耽擔{承～}[3]膽疸{黃～}[5]擔{重～}□{吃了一～}[6]啖			
tʰ	[1]貪[2]潭譚罈談痰[4]淡[5]探			
n	[1]喃[2]男南[4]腩[5]躝{跨過}			
ɬ	[1]三			
l	[2]藍籃[4]覽攬欖纜艦			
tʃ	[1]簪[2]暫[3]嶄[5]湛[6]站{罰～，車～}			
tʃʰ	[1]參{～加，～差}攙[2]蠶慚[3]慘鏨镵[5]杉懺			
ʃ	[1]衫			
k	[1]監[5]尷鑒鑑			
ŋ	[1]啱[2]癌岩			
h	[2]函撼憾餡銜涵			
#ɐm				
tʰ	[4]氹			
n	[2]腍{軟、熟爛}[3]恁			
ɬ	[1]心[3]□{撒}			
l	[2]林淋臨琳霖[5]冧			
tʃ	[1]砧針斟[3]枕{～頭，墊～}[5]浸			
tʃʰ	[1]侵森[2]尋沉潯覃[3]寢			
ʃ	[1]參{人～}深[2]甚[3]沈審嬸[5]滲			
k	[1]今金[3]橄錦[5]禁{～不住，～止}			
kʰ	[1]襟[2]岑琴禽擒[3]冚□{蓋，動詞}[4]妗			
h	[1]堪坎勘欽			
j	j[1]音陰蔭[2]壬任{姓～，責～}吟淫[3]飲{～酒，～馬}			
∅	[1]庵鵪			
#ɛm				
l	[4]舔			
tʃ	[3]斬			
k	[3]減			
kʰ	[2]鉗			
h	[2]咸鹹[5]喊			
#im				
t	[1]掂[3]點典腆[5]店踮惦玷[6]墊澱			
tʰ	[1]添[2]甜			
n	[1]粘黏液粘{～貼}[2]驗嚴鯰[6]念			
l	[2]廉鐮簾[4]斂{收～}殮臉			
tʃ	[1]尖瞻占詹[2]漸[5]佔			
tʃʰ	[1]殲籤簽[2]潛			
ʃ	[2]蟾蟬禪{坐～}單{姓～}禪{～讓}嬋贍[3]陝閃			
k	[1]兼[5]劍			
kʰ	[3]檢			
h	[1]謙嫌[2]炎鹽閻簷豔焰[3]險[5]欠歉			
j	[1]淹閹[3]掩			
#ɔm				
k	[1]甘柑疳[3]敢咁[4]感			
h	[2]含陷			
∅	[5]暗			
#an				
p	[1]班斑頒[2]扮辨[3]扳板版[5]瓣辦			
pʰ	[1]攀[5]盼			
m	[2]蠻慢饅漫幔[4]晚[6]萬蔓曼			
f	[1]藩翻番幡蕃[2]凡帆範{姓～}犯煩繁磯梵樊[3]反返[5]泛範{模～}販[6]飯			
t	[1]丹單{孤～}[3]疸{黃～}[5]旦誕[6]但彈子蛋			
tʰ	[1]坍灘攤癱{～瘓}[2]檀壇彈{～琴}[3]毯坦袒[5]炭歎			
n	[6]難{困～，患～}			
ɬ	[3]散{松～}[5]傘散{解～}疝			
l	[1]□{爬行}[2]濫蘭攔欄爛[4]懶			
tʃ	[2]賺{（欺騙），～錢}棧[3]盞[5]贊綻			
tʃʰ	[1]餐[2]讒饞殘[3]產[5]燦			
ʃ	[1]珊山刪閂姍[5]汕			
k	[1]艱奸姦澗[3]柬諫銅躍[5]間{～隔}			
ŋ	[2]顏雁			
h	[1]慳[2]閑限			
w	[1]彎灣[2]頑幻還{歸～，～是}環患宦寰[4]玩{遊～，～弄}挽			
∅	[5]晏			
#uan				
k	[1]關□{厲害，□～}			
#ɐn				
p	[1]賓檳奔繽斌濱[2]笨[3]稟[5]殯鬢			
pʰ	[2]貧頻顰瀕[3]品[5]噴{～水，～嚏，～氣}			
m	[1]蚊燜[2]民文紋聞[4]閩憫敏抿吻刎[5]汶[6]問			
f	[1]分{劃～}吩{～咐}芬紛氛[2]焚墳[3]粉[4]憤[5]糞奮[6]忿份分{本～}			
t	[1]敦墩[2]屯豚{海～，魚～}囤[5]頓[6]沌盾{矛～}鈍遁盾人名			
tʰ	[1]吞飩			
ɬ	[1]辛新薪殉鋅莘徇[2]荀旬詢[3]筍榫[5]信訊迅			
l	[2]鄰鱗磷論{～語，議～}侖倫輪麟□{糟了，麻煩了,～□}			
tʃ	[1]津珍臻真遵樽[2]□{糟了，麻煩了,□～}[3]攢准{批～}[5]進晉鎮振震俊駿峻竣[6]儘盡陣			
tʃʰ	[1]親{母～}椿春鶉[2]秦陳塵巡循[3]診疹蠢[5]親{～家}趁襯			
ȵ	[2]人仁[3]忍[6]刃潤閏			
ʃ	[1]身申伸呻紳[2]神娠辰晨臣唇純醇[4]腎肫[6]慎順舜			
k	[1]跟根巾斤筋[3]緊僅謹			
kʰ	[2]勤芹[3]啃近			
ŋ	[1]奕[2]銀			
h	[2]痕□{手癢}[3]懇墾很狠[5]困{眼～}[6]恨			
j	[1]因姻欣殷恩[2]寅[3]隱[4]引蚓[5]印□{～住買，有節制地買}[6]孕			
w	[1]昏{～暗，～迷}婚溫瘟燻{煙～}勳熏{薰衣草}葷醞[2]魂餛渾{水～，～身}勻雲云耘芸[3]穩撞[4]允尹[5]馴訓[6]混韻運暈			
#uɐn				
k	[1]君軍[5]棍□{哄騙}			
kʰ	[1]昆{～明}坤均鈞[2]群裙郡[3]滾捆[4]菌[5]困{～難}			
#ɛn				
p	[3]貶扁匾			
pʰ	[2]便{～宜}			
t	[2]□{撣開}			
n	[3]攆			
tʃʰ	[3]鏟			
k	[1]間{中～}[3]堿簡揀繭梘			
ŋ	[2]研[4]眼			
h	[2]莧[3]蜆			
w	[4]鯇			
#uɛn				
k	[5]慣{習～，～性}關			
#ɔn				
k	[1]幹{～涉}肝幹{～燥}竿杆{旗～}[3]稈杆{筆～}擀趕[5]幹{骨～}			
ŋ	[6]岸			
h	[2]寒韓汗焊[3]刊侃{調～，～～而談}罕[4]旱[5]看{～守，小～}漢翰□{小氣,□～}[6]鼾悍瀚			
∅	[1]安鞍[5]按案			
#in				
p	[1]鞭邊辮[5]變汴遍{～地}[6]辯便{方～}			
pʰ	[1]編篇偏蝙翩[5]騙遍{一～}片			
m	[2]綿棉面眠麵麪[4]免勉娩緬冕			
t	[1]顛癲巔[3]碘[6]電殿奠靛			
tʰ	[1]天[2]田填			
n	[2]年			
ɬ	[1]仙鮮先[5]線			
l	[1]楝[2]連鰱令蓮練鍊煉鏈			
tʃ	[1]煎氈箋[2]賤腱[3]剪踐展翦[5]箭餞戰顫薦濺			
tʃʰ	[1]遷韆千[2]錢纏前[3]淺			
ȵ	[2]唁			
ʃ	[2]善膳繕[4]鰭[5]搧扇煽			
k	[1]肩堅[2]儉[5]見[6]犍建鍵健件			
kʰ	[1]掀			
h	[1]牽[2]涎延硯賢弦舷現蜒[3]遣顯譴[4]演[5]熒憲獻			
j	[1]焉煙胭[2]然燃筵言[4]衍[5]堰燕{姓～，～子}嚥咽宴			
#un				
p	[1]般搬[3]本[5]半絆			
pʰ	[1]潘[2]盤盆[4]伴拌[5]判叛胖			
m	[2]門悶瞞[4]滿			
f	[1]寬歡[3]款			
k	[1]官棺觀{參～}冠{衣～}[3]管館莞[5]貫灌罐冠{奪～}觀{寺～}			
h	[2]喚煥換渙[3]緩[5]瘓			
w	[2]桓[3]皖豌剜碗惋腕宛婉			
#yn				
t	[1]端[2]鍛段緞[3]短			
tʰ	[2]團[4]斷			
n	[2]嫩[4]暖			
ɬ	[1]酸宣喧楦孫[2]漩[3]癬選損冼[5]羨算蒜遜[6]旋{～風}			
l	[1]□{鑽過}[2]聯鸞鑾{金～殿}亂巒灤攣□{縫製}[3]戀[4]卵			
tʃ	[1]鑽{～研}專磚尊[2]篆傳{～記}[3]轉{運～}[5]纂鑽{電～}撰轉{～動}			
tʃʰ	[1]川穿村[2]全泉傳{流～}存痊[3]喘[5]竄篡串忖寸			
ȵ	[4]軟			
ʃ	[2]船			
k	[1]絹捐鵑娟涓[2]倦[3]捲卷[5]眷券			
kʰ	[2]乾拳權顴			
h	[1]軒圈{圓～，豬～}拴栓[2]完丸圓員院緣沿鉛元袁轅園援猿{長臂～，～猴}玄懸縣眩炫[3]犬[4]遠[5]勸棬			
j	[1]冤鴛淵[2]諺原源[3]阮[5]怨[6]願			
#aŋ				
pʰ	[1]烹[2]螃龐彭膨棚[4]棒			
m	[2]盲[3]錳蜢[4]猛[6]孟			
n	[5]□{na55～：牽連}			
l	[4]冷			
tʃ	[1]爭箏睜掙猙淨錚踭			
tʃʰ	[1]撐[4]橙{柑～}			
ʃ	[1]生牲笙甥[3]省{全～}			
k	[1]更{打～}耕			
ŋ	[6]硬			
h	[1]坑			
w	[2]橫{縱～，蠻～}			
#uaŋ				
kʰ	[1]匡筐眶框			
#ɐŋ				
p	[1]崩繃蹦			
pʰ	[2]朋鵬憑{文～，依～}硼			
m	[1]掹塳{揚塵}[2]萌盟			
t	[1]登燈[3]等[5]凳瞪[6]鄧			
tʰ	[2]騰譽藤			
n	[2]能			
ɬ	[5]擤			
l	[1]□{毛線}[2]楞			
tʃ	[1]曾{姓～}增憎僧罾{魚～}[2]贈[5]罾{扳～打魚}甑{～子}			
tʃʰ	[2]曾{～經}層			
ȵ	[5]韌			
k	[1]更{～換}庚羹[3]哽埴耿[5]更{～加}			
h	[1]夯亨哼鏗[2]恒行{罪～，品～}衡幸[3]肯[6]釁杏			
∅	[1]鶯			
#uɐŋ				
k	[1]轟[3]□{keŋ35～：貓膩}[5]□{把東西絆倒}			
#ɛŋ				
p	[3]餅[5]柄[6]病			
t	[1]釘[3]頂			
tʰ	[1]聽廳[4]艇			
ɬ	[1]腥			
l	[2]簸[5]靚			
tʃ	[3]井[6]淨			
ʃ	[1]聲			
k	[3]頸[5]鏡			
h	[1]輕氫[2]贏			
#eŋ				
p	[1]冰兵[3]丙秉[5]迸[6]並			
pʰ	[2]平坪評蘋瓶屏萍[5]拼{～命，打～}聘娉			
m	[2]鳴明命名銘冥{～幣，～～之中}螟瞑酩			
t	[1]丁叮盯[3]鼎[6]訂錠定			
tʰ	[2]亭停廷庭蜓婷[4]挺鋌			
n	[1]拎[2]凝寧{安～，～可}獰嚀濘			
ɬ	[1]星猩惺[3]省{反～}醒[5]性姓			
l	[2]陵淩菱綾{～羅綢緞}靈零鈴伶翎齡{年～}聆羚苓玲[4]嶺領[6]令佞另			
tʃ	[1]徵蒸晶精睛貞偵正{～月}征[3]整[5]證症正{～式}政[6]靜靖鄭			
tʃʰ	[1]稱{自～，相～}清青蜻[2]澄{～水}懲情晴逞呈程[3]拯請[5]秤			
