音標	調類	調值	
dʰi	6	34	慮濾袋弟屉第遞例厲勵麗隸地利痢吏累類淚
dʰi	1	212	梯推
dʰi	2	33	題蹄啼犁黎雷離籬璃離梨釐狸
dʰi	5	14	替剃退蜕
dʰia	2	33	提
dʰiaʔ	7	5	踢
dʰin	2	33	林淋臨鄰鱗燐陵菱亭停廷庭蜓鈴伶翎
dʰin	3	41	檩艇挺
dʰin	6	34	吝凌令錠另
dʰin	1	212	汀
dʰinʔ	7	5	荔立笠粒栗力
dʰioʔ	7	5	略掠
dʰiɑu	1	212	偷
dʰiɑu	2	33	投
dʰiɑu	5	14	透
dʰiɑŋ	3	41	領嶺
dʰiɑŋ	1	212	聽廳
dʰiɑŋ	5	14	聽
dʰiɑŋ	6	34	定
dʰiɑŋ	2	33	靈零
dʰiəu	2	33	流劉留榴硫琉餾
dʰiəu	3	41	柳
dʰiəu	6	34	溜
dʰiəuʔ	7	5	六綠
dʰiɛn	2	33	廉鐮簾甜連聯田塡憐蓮騰謄藤
dʰiɛn	3	41	斂臉舔腆
dʰiɛn	6	34	斂殮電殿奠佃垫練鍊戀鄧
dʰiɛn	1	212	添天吞
dʰiɛn	5	14	掭
dʰiɛnʔ	7	5	獵帖貼疊碟牒蝶諜列烈裂鐵劣
dʰiɔŋ	2	33	良涼量糧梁粱
dʰiɔŋ	3	41	兩
dʰiɔŋ	6	34	亮諒輛量
dʰiʔ	7	5	律率剔笛敵狄歷曆
dʰo	1	212	拖
dʰo	2	33	駝馱
dʰo	6	34	舵惰垛
dʰo	3	41	妥椭
dʰo	5	14	唾
dʰoʔ	7	5	託托鐸踱着綽焯
dʰɑu	1	212	滔掏濤超㪕
dʰɑu	2	33	桃逃淘陶萄潮
dʰɑu	3	41	討
dʰɑu	6	34	道稻盜趙兆召
dʰɑu	5	14	套導
dʰɑŋ	2	33	程
dʰɑŋ	6	34	鄭
dʰən	2	33	沉陳塵屯豚飩臀囤澄懲橙同銅桐筒童瞳蟲重
dʰən	5	14	趁稱秤痛銃
dʰən	6	34	陣沌動洞重
dʰən	1	212	春稱通充衝舂
dʰən	3	41	蠢逞桶捅統寵
dʰənʔ	7	5	突出
dʰəu	2	33	徒屠途塗圖除儲廚仇酬
dʰəu	3	41	土吐處杵丑醜
dʰəu	6	34	杜肚度渡鍍柱駐住
dʰəu	5	14	吐兔處臭
dʰəu	1	212	吹抽
dʰəuʔ	7	5	秃獨讀牘犢毒畜逐軸
dʰɛ	1	212	挑
dʰɛ	2	33	條調頭
dʰɛ	5	14	跳糶
dʰɛ	6	34	掉豆逗
dʰɛ	3	41	㪗
dʰɛʔ	7	5	忒特
dʰœn	1	212	貪穿
dʰœn	2	33	潭譚纏團糰傳椽船篅
dʰœn	5	14	探串
dʰœn	6	34	斷斷鍛段緞椴傳
dʰœn	3	41	喘
dʰœnʔ	7	5	徹撤轍脱奪
dʰɔŋ	1	212	湯昌菖
dʰɔŋ	2	33	堂棠螳唐糖塘長腸
dʰɔŋ	3	41	倘躺場廠
dʰɔŋ	6	34	蕩宕丈仗杖
dʰɔŋ	5	14	燙趟暢唱
fa	1	212	花
fa	2	33	華鏵划
fa	5	14	化
fa	6	34	畫
fai	2	33	懷槐淮
fai	6	34	壞
faiʔ	7	5	法乏髮發伐筏罰
fan	2	33	凡帆環煩礬繁
fan	6	34	范範犯飯
fan	5	14	泛販
fan	1	212	藩翻番藩
fan	3	41	反
faʔ	7	5	劃
fi	1	212	虚嘘盔恢灰麾非飛妃揮輝徽
fi	2	33	魁茴誰肥
fi	6	34	賄匯晦會會繪惠慧穢睡瑞諱彙
fi	3	41	悔毁水匪榧翡
fi	5	14	廢肺吠税疿費
fin	1	212	熏勳薰
fin	5	14	訓
fiɑu	2	33	浮
fiɑu	3	41	否
fiɑŋ	1	212	兄
fiɛn	2	33	玄懸
fiɛnʔ	7	5	血穴
fo	2	33	和
fo	3	41	火夥
fo	6	34	禍和
fo	5	14	貨
foʔ	7	5	霍藿劐縛
fu	1	212	呼乎夫膚跗敷俘孵麩
fu	2	33	胡湖狐壺瓠鬍符扶芙
fu	3	41	虎滸府腑俯甫脯斧撫釜腐輔
fu	6	34	户滬戽互護瓠父婦負
fu	5	14	付賦傅赴訃附阜富副復
fuʔ	7	5	斛福幅蝠複腹覆服伏栿復
fy	3	41	暑
fy	1	212	墟吁
fyɛ	1	212	靴
fyʔ	7	5	贖蜀
fən	1	212	昏婚分芬紛葷轟揈風楓瘋豐封峯蜂鋒
fən	2	33	魂餛渾焚墳弘宏紅洪鴻虹馮逢縫
fən	6	34	混憤份閧鳳奉
fən	3	41	粉烘哄諷
fən	5	14	忿糞奮俸縫
fənʔ	7	5	忽彿佛
fɛʔ	7	5	或惑獲
fœn	1	212	歡
fœn	2	33	桓
fœn	6	34	緩焕幻患宦
fœn	5	14	唤
fɔŋ	1	212	荒慌方芳
fɔŋ	2	33	黃簧皇蝗肪妨房防
fɔŋ	3	41	謊晃倣紡仿彷訪
fɔŋ	5	14	放
ha	1	212	揢蝦鷺
ha	2	33	蝦
ha	3	41	下
ha	6	34	下
hai	1	212	開揩
hai	3	41	凱海楷蟹
hai	5	14	慨
hai	2	33	孩鞋
hai	6	34	亥害駭
haiʔ	7	5	掐瞎
han	2	33	咸鹹銜
han	5	14	嵌
haʔ	7	5	嚇客
hiɑu	5	14	寇
hiɑu	2	33	侯
hiɑu	3	41	吼
hiɛn	3	41	懇墾齦很肯
hiɛn	2	33	痕恆衡
hiɛn	6	34	恨
ho	3	41	可
ho	2	33	河何荷
ho	6	34	荷賀
hoʔ	7	5	鶴殼學
hɑu	3	41	考烤好
hɑu	5	14	靠犒
hɑu	1	212	蒿薅
hɑu	2	33	豪壕毫號
hɑu	6	34	浩好耗號
hɑŋ	1	212	坑亨
hən	1	212	空
hən	3	41	孔恐
hən	5	14	控空
hən	6	34	共
hɛ	3	41	口
hɛ	5	14	叩扣
hɛ	2	33	喉猴
hɛ	6	34	後厚后候
hɛʔ	7	5	咳刻刻克黑赫核核
hœn	1	212	堪龕憨酣看刊鼾
hœn	3	41	坎砍喊罕
hœn	5	14	勘憾看漢
hœn	2	33	含函寒韓
hœn	6	34	撼旱汗銲翰莧
hœnʔ	7	5	喝合盒磕渴喝
hɔŋ	1	212	康糠慷夯
hɔŋ	5	14	抗炕囥
hɔŋ	2	33	行航杭扛
hɔŋ	6	34	項巷
i	2	33	移夷姨飴遺
i	3	41	倚椅矣已以
i	6	34	易肄
i	1	212	伊醫衣依
i	5	14	意異億忆
ia	5	14	亞
ia	3	41	惹也野
ia	1	212	耶
ia	2	33	爺
ia	6	34	夜
iaʔ	7	5	易
in	1	212	音陰因姻殷應鷹鶯鸚櫻英嬰纓雍癰庸擁
in	2	33	淫寅匀仍蠅盈螢榮營塋戎絨融茸容蓉
in	3	41	飲飲引隱允尹永穎冗甬勇湧
in	5	14	蔭印應泳詠
in	6	34	用
inʔ	7	5	翼疫役
ioʔ	7	5	約藥鑰躍嶽岳樂
iɑu	2	33	肴饒搖謠窰姚堯
iɑu	3	41	擾繞舀杳
iɑu	6	34	繞
iɑu	1	212	妖邀腰要么吆
iɑu	5	14	要耀鷂
iɑŋ	3	41	影
iɑŋ	2	33	贏
iəu	2	33	柔揉尤郵由油游猶
iəu	1	212	憂優悠幽
iəu	3	41	有友酉莠
iəu	5	14	誘幼
iəu	6	34	又右祐柚鼬釉
iəuʔ	7	5	郁育辱欲慾浴
iɛ	3	41	佢許
iɛn	1	212	淹閹醃焉煙燕冤
iɛn	2	33	炎鹽閻簷鹽顔延筵圓員緣沿鉛元原源袁轅園援
iɛn	3	41	掩魘演阮遠
iɛn	5	14	厭雁燕嚥宴怨
iɛn	6	34	豔焰堰
iɛnʔ	7	5	葉頁拽悦閲月越
iɔŋ	2	33	瓤穰羊洋烊楊陽揚瘍
iɔŋ	3	41	壤攘嚷養癢
iɔŋ	1	212	央秧殃
iɔŋ	6	34	樣
iɔŋ	5	14	映
iʔ	7	5	揖乙一逸憶抑益亦譯液腋
ka	1	212	家加
ka	3	41	假
ka	5	14	架駕嫁
kai	1	212	該皆階街
kai	3	41	改解
kai	5	14	概溉蓋丐介界芥尬疥屆戒械
kaiʔ	7	5	夾裌甲胛
kan	3	41	減襇揀
kan	1	212	間
kan	5	14	間
kaʔ	7	5	革隔
kiɑu	5	14	够構購
kiɑu	1	212	勾
kiɛ	5	14	鋸
kiɛn	1	212	跟根更粳庚耕
kiɛn	3	41	哽埂梗耿
kiɛn	5	14	更
ko	1	212	歌哥戈
ko	5	14	個
koʔ	7	5	各閣擱胳角
ku	1	212	姑孤估
ku	3	41	古牯股鼓
ku	5	14	故固錮雇顧
kua	1	212	瓜
kua	3	41	寡剮
kua	5	14	掛卦
kuai	1	212	乖
kuai	5	14	怪
kuai	3	41	枴
kuaiʔ	7	5	括聒刮
kui	1	212	居車拘駒圭閨規追龜歸
kui	3	41	舉詭軌癸鬼
kui	5	14	據句綴鱖桂櫃貴劇劇
kuo	5	14	過過
kuo	1	212	鍋
kuo	3	41	果裹餜
kuɑn	1	212	關
kuɑn	5	14	慣
kuɑŋ	5	14	桄
kuən	3	41	滾
kuən	5	14	棍
kuənʔ	7	5	骨
kuɛʔ	7	5	國
kuœn	1	212	官棺觀冠鳏
kuœn	3	41	管館
kuœn	5	14	贯灌罐觀冠
kuœnʔ	7	5	郭
kuɔŋ	1	212	光
kuɔŋ	3	41	廣
kuɔŋ	5	14	逛
kuʔ	7	5	穀谷酷
kyn	1	212	均鈞君軍
kyn	3	41	窘菌
kynʔ	7	5	橘
kyɛn	3	41	捲
kyɛn	5	14	卷絹
kyɛn	1	212	捐
kyɛnʔ	7	5	厥憠掘決訣
kɑu	1	212	高膏篙羔糕交
kɑu	3	41	稿搞
kɑu	5	14	告膏教酵窖覺
kɑŋ	1	212	羹
kən	1	212	公蚣工功攻弓躬宫恭供
kən	5	14	貢供
kən	3	41	汞拱鞏
kɛ	1	212	勾鉤溝
kɛ	3	41	狗苟
kɛʔ	7	5	格
kœn	3	41	感敢橄桿稈擀趕
kœn	1	212	甘柑泔尷干肝竿乾
kœn	5	14	幹
kœnʔ	7	5	合蛤鴿割葛
kɔŋ	1	212	岡崗剛綱鋼缸鋼
kɔŋ	5	14	杠
kɔŋ	3	41	講港
ma	2	33	麻痲蟆
ma	1	212	媽
ma	3	41	馬碼
ma	6	34	罵
mai	2	33	埋
mai	3	41	買
mai	6	34	賣邁
man	2	33	蠻
man	6	34	慢蔓
maʔ	7	5	麥
mi	2	33	迷梅枚媒煤糜彌眉楣黴
mi	3	41	米每靡美
mi	6	34	謎妹昧媚寐
min	3	41	閩憫敏抿皿
min	2	33	民鳴銘
miɑu	2	33	苗描謀矛
miɑu	1	212	貓
miɑu	3	41	藐渺秒某畝牡
miɑu	6	34	廟妙茂貿謬
miɑŋ	2	33	明名
miɑŋ	6	34	命
miɛn	2	33	綿棉眠
miɛn	3	41	免勉娩緬澠
miɛn	6	34	面麵
miɛnʔ	7	5	滅篾
miʔ	7	5	祕泌密蜜覓
mo	2	33	魔磨摩模模摹膜
mo	1	212	饃
mo	6	34	磨暮慕墓募
mo	3	41	母拇
moʔ	7	5	莫幕寞摸木目穆牧
mɑu	2	33	毛茅錨
mɑu	6	34	冒帽貌
mɑu	1	212	貓
mɑu	3	41	卯
mən	2	33	門萌盟蒙
mən	6	34	悶孟夢
mən	3	41	猛懵蠓
mənʔ	7	5	没
mɛʔ	7	5	墨默陌脈
mœn	2	33	瞞
mœn	3	41	滿
mœn	6	34	漫幔
mœnʔ	7	5	末沫抹
mɔŋ	2	33	忙芒茫芒盲
mɔŋ	3	41	莽蟒
n	3	41	爾
na	3	41	哪
na	5	14	那
na	1	212	拉
nai	2	33	來攋
nai	3	41	乃奶
nai	6	34	耐奈賴癩
naiʔ	7	5	納臘蠟捺辣瘌
nan	2	33	藍籃難蘭攔欄難
nan	3	41	覽攬欖纜懶
nan	6	34	濫爛
naʔ	7	5	拿
no	2	33	挪羅鑼籮騾螺
no	1	212	囉
no	3	41	裸
no	6	34	糯
noʔ	7	5	摞諾落烙駱酪洛絡樂
nɑu	2	33	勞牢撓
nɑu	1	212	撈嘮
nɑu	3	41	腦惱老
nɑu	6	34	澇鬧
nɑŋ	3	41	冷
nən	2	33	論崙倫淪輪籠農膿儂隆濃龍
nən	6	34	嫩論弄
nən	1	212	聾
nən	3	41	攏隴壠
nəu	2	33	奴盧爐蘆鸕廬驢
nəu	3	41	努魯櫓虜滷
nəu	6	34	怒路賂露鷺
nəuʔ	7	5	鹿祿陸錄
nɛ	3	41	了簍摟
nɛ	2	33	樓摟耬
nɛ	6	34	漏
nɛ	1	212	摳瞘
nɛʔ	7	5	累肋勒
nœn	2	33	南男漤鸞
nœn	3	41	暖卵
nœn	6	34	亂
nœnʔ	7	5	捋
nɔŋ	2	33	囊郎廊狼蜋
nɔŋ	3	41	朗
nɔŋ	6	34	浪
pa	1	212	巴芭疤
pa	3	41	把
pa	5	14	霸欛壩垻
pai	5	14	拜
pai	3	41	擺
paiʔ	7	5	八
pan	5	14	扮
pan	1	212	班斑扳
pan	3	41	板版
paʔ	7	5	爸百柏伯
pi	5	14	貝蔽閉箅輩背痹
pi	1	212	杯碑卑悲
pi	3	41	彼鄙比秕
piaʔ	7	5	壁
pin	3	41	禀丙秉
pin	1	212	彬賓檳冰兵
pin	5	14	殯鬢併
pinʔ	7	5	筆
piɑu	1	212	臕標彪
piɑu	3	41	表錶
piɑŋ	3	41	柄餅
piɛn	3	41	貶蝙扁匾
piɛn	1	212	鞭編邊
piɛn	5	14	變遍遍
piɛnʔ	7	5	别鼈憋
piʔ	7	5	臂畢必逼碧璧
po	1	212	波菠玻
po	3	41	跛
po	5	14	簸
poʔ	7	5	博剝駁
pu	3	41	補
pu	5	14	布佈怖
pɑu	1	212	褒包胞
pɑu	3	41	保堡寶飽
pɑu	5	14	報鮑豹爆
pən	1	212	奔錛崩
pən	3	41	本
pən	5	14	逩迸
pənʔ	7	5	不
pɛʔ	7	5	北
pœn	1	212	頒般搬
pœn	5	14	半
pœnʔ	7	5	鉢撥
pɔŋ	1	212	幫邦
pɔŋ	3	41	榜綁
pɔŋ	5	14	謗棒
sa	1	212	沙紗奢賒杉
sa	3	41	灑捨耍灑
sa	2	33	蛇佘
sa	6	34	社射麝赦舍
sa	5	14	曬
sai	1	212	腮鰓篩衰摔
sai	5	14	賽寨帥
sai	3	41	篩
saiʔ	7	5	撒薩殺
san	1	212	三衫珊山删
san	5	14	釤散疝
san	3	41	散傘
saʔ	7	5	射石
so	1	212	蓑梭唆
so	3	41	鎖瑣
soʔ	7	5	索勺芍朔縮
sɑu	1	212	騷臊梢捎稍燒
sɑu	5	14	掃掃潲潲少邵
sɑu	3	41	嫂少
sɑu	2	33	韶
sɑu	6	34	紹
sɑŋ	1	212	生牲甥聲
sɑŋ	3	41	省
sɑŋ	2	33	成盛
sən	1	212	深身申伸娠孫升勝鬆嵩
sən	6	34	葚甚滲腎愼順舜剩盛
sən	3	41	沈審嬸損省慫
sən	2	33	神辰晨臣唇純蒓醇乘繩承丞
sən	5	14	遜勝聖送宋誦頌訟
sənʔ	7	5	濕十什拾實失室術述秫食蝕識飾適釋
səu	5	14	素訴塑恕數戍漱獸授售
səu	1	212	疏書舒樞輸殊輸收
səu	6	34	鼠署豎樹受壽
səu	2	33	薯
səu	3	41	數手首守
səuʔ	7	5	速叔熟淑束屬
sɛ	1	212	舐
sɛʔ	7	5	澀瑟蝨塞色嗇
sœn	3	41	陝閃
sœn	1	212	羶搧酸閂拴
sœn	2	33	蟬
sœn	6	34	善
sœn	5	14	扇算蒜涮
sœnʔ	7	5	攝涉舌設折刷說
sɔŋ	1	212	桑喪霜孀商傷雙雙
sɔŋ	3	41	嗓搡爽賞晌餉
sɔŋ	5	14	喪
sɔŋ	2	33	常嘗裳償
sɔŋ	6	34	上尚
sɿ	1	212	蘇酥梳蔬斯廝撕施私師獅尸屍司絲思思詩
sɿ	3	41	所死矢屎使史駛始
sɿ	5	14	世勢四肆試式
sɿ	6	34	誓逝是氏示視嗜似祀巳士仕柿事市恃侍
sɿ	2	33	匙時鰣
ta	1	212	遮
ta	5	14	蔗
ta	3	41	打
tai	1	212	獃
tai	5	14	戴带
taiʔ	7	5	答搭
tan	1	212	耽擔丹單
tan	3	41	膽撣
tan	5	14	擔旦
taʔ	7	5	隻炙
ti	1	212	低堤堆
ti	3	41	底抵
ti	5	14	帝對碓隊兑
ti	6	34	涕
tia	1	212	爹
tin	3	41	頂鼎
tiɑu	1	212	貂雕兜
tiɑu	5	14	調
tiɑu	3	41	抖
tiɑŋ	1	212	丁釘靪疔
tiɑŋ	5	14	釘訂
tiəu	1	212	丢
tiɛn	1	212	掂顛登燈
tiɛn	3	41	點典等
tiɛn	5	14	店凳鐙
tiɛnʔ	7	5	跌
tiʔ	7	5	的滴嫡
to	1	212	多
to	3	41	朶躱
to	5	14	刴
toʔ	7	5	着酌
tɑu	1	212	刀叨朝招
tɑu	3	41	禱島倒
tɑu	5	14	到倒照詔
tɑŋ	1	212	正
tɑŋ	3	41	整
tɑŋ	5	14	正
tən	1	212	針斟珍眞敦墩蹲蒸征東冬中忠鐘鍾盅
tən	3	41	枕枕診疹準准董懂冢種腫
tən	5	14	振盾頓扽鈍遁盾證症凍棟中眾種
tənʔ	7	5	汁質
təu	1	212	都豬諸誅蛛株朱硃珠周
təu	3	41	堵賭肚煑拄主矩肘帚
təu	5	14	妬註注蛀鑄晝咒
təuʔ	7	5	篤督竹祝粥燭囑
tɛ	1	212	刁
tɛ	3	41	鳥斗陡
tɛ	5	14	釣弔調鬥
tɛʔ	7	5	得德
tœn	1	212	沾粘占專磚
tœn	5	14	佔戰轉
tœn	3	41	展短轉
tœnʔ	7	5	摺褶折浙揭端掇掇
tɔŋ	1	212	當張章
tɔŋ	3	41	黨擋長漲掌
tɔŋ	5	14	當脹障瘴
u	1	212	箍枯烏汚巫誣
u	3	41	苦午武舞侮鵡
u	5	14	庫褲惡
u	6	34	誤悟務霧
u	2	33	無
ua	1	212	誇蛙蛙
ua	3	41	侉垮
ua	5	14	跨
ua	6	34	話
uai	5	14	塊會劊塊快筷
uai	1	212	歪
uaiʔ	7	5	闊活滑猾挖襪
ui	2	33	茄余餘瞿逾回垂為槌錘逵葵維惟唯違圍
ui	1	212	渠巨距區驅煨炊虧窺危微威
ui	3	41	拒雨跪偽萎委偉葦
ui	6	34	預具懼芋衛銳為位未味魏緯胃
ui	5	14	潰餧愧畏慰
uiʔ	7	5	玉獄
uo	1	212	科窠棵倭窩蝸
uo	3	41	顆
uo	5	14	課
uo	6	34	臥
uo	2	33	禾
uoʔ	7	5	擴握沃
uɑn	2	33	玩頑還還
uɑn	1	212	彎灣
uɑn	3	41	晚挽
uɑn	6	34	萬
uɑŋ	2	33	橫
uɑŋ	6	34	橫
uən	1	212	昆崑坤温瘟
uən	3	41	綑穩吻刎
uən	5	14	困
uən	2	33	文紋蚊聞
uən	6	34	問
uənʔ	7	5	窟杌物勿
uɛʔ	7	5	域
uœn	1	212	寬豌
uœn	3	41	款皖碗腕
uœn	2	33	完
uœn	6	34	换
uœnʔ	7	5	廓
uɔŋ	5	14	曠况礦
uɔŋ	1	212	汪匡筐眶
uɔŋ	2	33	亡狂王
uɔŋ	3	41	網輞枉往
uɔŋ	6	34	忘妄望旺
uʔ	7	5	哭屋
y	2	33	於于愉如儒兒而
y	6	34	御禦譽愈喻裕二貳
y	1	212	淤
y	3	41	與宇禹羽乳耳餌
yaʔ	7	5	噦曰
yn	6	34	壬熨運暈孕
yn	2	33	羣裙云雲
yn	5	14	韻
ynʔ	7	5	入屈
yɛn	2	33	丸拳權顴
yɛn	1	212	圈
yɛn	6	34	圈
yɛn	5	14	勸券
yɛn	3	41	犬
yɛnʔ	7	5	缺
ɕi	6	34	序敍緒壻系繫係遂隧穗
ɕi	5	14	絮細碎歲戲
ɕi	1	212	須鬚需西犀奚兮犧嬉熙希雖
ɕi	3	41	洗璽徙喜髓
ɕi	2	33	随綏
ɕia	2	33	霞
ɕia	6	34	夏廈夏
ɕia	1	212	些
ɕia	3	41	寫傻
ɕia	5	14	瀉卸
ɕiaʔ	7	5	狹峽匣轄錫
ɕin	1	212	心辛新薪欣興馨胸凶兇
ɕin	5	14	信訊釁迅殉興
ɕin	2	33	荀旬循巡行形型刑熊雄
ɕin	3	41	筍榫省
ɕin	6	34	杏幸
ɕioʔ	7	5	削
ɕiɑu	2	33	淆
ɕiɑu	5	14	孝笑嗽瘦
ɕiɑu	6	34	效校校
ɕiɑu	1	212	消宵霄硝銷囂蕭簫搜颼餿蒐
ɕiɑu	3	41	小曉
ɕiɑŋ	5	14	性姓腥
ɕiɑŋ	1	212	星
ɕiɑŋ	3	41	醒
ɕiəu	1	212	修羞休
ɕiəu	5	14	秀繡宿銹袖
ɕiəu	3	41	朽
ɕiəuʔ	7	5	肅宿畜蓄粟俗續
ɕiɛ	2	33	諧
ɕiɛ	6	34	懈
ɕiɛ	1	212	稀
ɕiɛn	6	34	陷餡限憲獻現旋縣眩
ɕiɛn	3	41	險鮮癬顯選
ɕiɛn	2	33	嫌閑賢弦旋
ɕiɛn	1	212	森參仙鮮軒掀先宣喧僧
ɕiɛn	5	14	線羡
ɕiɛnʔ	7	5	脅協薛泄歇蠍屑屑楔雪
ɕiɔŋ	1	212	相箱廂湘襄鑲香鄉
ɕiɔŋ	3	41	想享響
ɕiɔŋ	6	34	象橡
ɕiɔŋ	5	14	相向
ɕiɔŋ	2	33	降
ɕiʔ	7	5	習襲吸悉膝戌恤息熄媳惜昔席夕析
ʣʰa	2	33	茶搽茬查
ʣʰa	1	212	叉杈差
ʣʰa	5	14	岔
ʣʰai	1	212	猜釵差
ʣʰai	2	33	才材財裁纔豺柴
ʣʰai	3	41	彩採睬揣
ʣʰai	6	34	在載□（～雨，淋雨）
ʣʰai	5	14	菜蔡
ʣʰaiʔ	7	5	插擦察浞
ʣʰan	2	33	慚讒饞殘涎
ʣʰan	6	34	暫鏨灒綻
ʣʰan	1	212	攙餐
ʣʰan	5	14	燦
ʣʰan	3	41	鏟產
ʣʰaʔ	7	5	雜拆㿭擇栅
ʣʰo	1	212	搓矬
ʣʰo	6	34	坐座
ʣʰo	5	14	銼莝措錯
ʣʰoʔ	7	5	錯鑿昨柞戳濁鐲
ʣʰɑu	1	212	操抄鈔
ʣʰɑu	2	33	曹槽巢朝
ʣʰɑu	3	41	草炒吵
ʣʰɑu	6	34	皂造櫂
ʣʰɑu	5	14	糙
ʣʰɑŋ	1	212	撐鐺睜
ʣʰɑŋ	5	14	牚
ʣʰɑŋ	6	34	鋥
ʣʰən	5	14	襯寸
ʣʰən	1	212	村皴椿聰怱葱囱
ʣʰən	2	33	存澄橙呈城誠叢崇從從
ʣʰən	3	41	忖
ʣʰən	6	34	仲
ʣʰəu	3	41	楚礎
ʣʰəu	6	34	助紂宙
ʣʰəu	2	33	雛
ʣʰəuʔ	7	5	猝族促
ʣʰɛ	5	14	吣
ʣʰɛʔ	7	5	賊測澤宅策册
ʣʰœn	1	212	參汆川
ʣʰœn	2	33	蠶
ʣʰœn	3	41	慘
ʣʰœn	6	34	賺撰
ʣʰœn	5	14	竄篡
ʣʰœnʔ	7	5	撮
ʣʰɔŋ	1	212	倉蒼瘡窗
ʣʰɔŋ	2	33	藏牀
ʣʰɔŋ	6	34	藏臓狀撞
ʣʰɔŋ	3	41	闖
ʣʰɔŋ	5	14	創倡
ʣʰɿ	1	212	粗初疵差眵癡嗤
ʣʰɿ	5	14	醋刺賜次伺
ʣʰɿ	2	33	鋤雌池馳瓷餈遲慈磁辭詞祠飼持
ʣʰɿ	6	34	滞自雉稚字寺嗣痔治
ʣʰɿ	3	41	此侈耻齒
ʣʰɿʔ	7	5	姪秩直值殖植擲斥
ʥʰi	1	212	蛆趨妻棲溪催崔欺期
ʥʰi	2	33	徐齊臍奇騎岐祁鰭其棋旗
ʥʰi	3	41	取娶啓企起杞祈豈
ʥʰi	6	34	聚罪徛技妓
ʥʰi	5	14	趣砌契脆器棄氣汽翠粹泣
ʥʰia	2	33	邪斜
ʥʰia	5	14	□
ʥʰia	6	34	謝
ʥʰiaʔ	7	5	恰洽喫
ʥʰin	1	212	侵欽親卿傾
ʥʰin	2	33	尋琴禽擒秦勤芹擎情瓊窮松
ʥʰin	3	41	寝
ʥʰin	6	34	盡近靜靖淨
ʥʰin	5	14	親慶
ʥʰioʔ	7	5	雀鵲卻確
ʥʰiɑu	1	212	敲鍬繰悄搊
ʥʰiɑu	3	41	巧矁
ʥʰiɑu	2	33	樵瞧喬僑橋蕎綢稠籌愁
ʥʰiɑu	5	14	俏鞘竅湊
ʥʰiɑu	6	34	噍轎驟嚼
ʥʰiɑŋ	1	212	清輕青蜻
ʥʰiɑŋ	2	33	晴
ʥʰiɑŋ	3	41	請頃
ʥʰiəu	1	212	秋秋鞦丘
ʥʰiəu	2	33	囚泅求球仇
