简	繁	注释	IPA	吴拼
储	儲		dzʮ²³²	dzyu2
褚	褚		dzʮ²³²	dzyu2
如	如		dzʮ²³²	dzyu2
厨	廚		dzʮ²³²	dzyu2
橱	櫥		dzʮ²³²	dzyu2
瞿	瞿		dzʮ²³²	dzyu2
衢	衢		dzʮ²³²	dzyu2
渠	渠	文读，～道	dzʮ³¹³	dzyu6
巨	巨		dzʮ³¹³	dzyu6
距	距		dzʮ³¹³	dzyu6
拒	拒		dzʮ³¹³	dzyu6
钜	鉅		dzʮ³¹³	dzyu6
柱	柱		dzʮ³¹³	dzyu6
住	住		dzʮ³¹³	dzyu6
俱	俱		dzʮ³¹³	dzyu6
具	具		dzʮ³¹³	dzyu6
惧	懼		dzʮ³¹³	dzyu6
靴	靴		sʮ⁴⁴³	syu1
梳	梳		sʮ⁴⁴³	syu1
书	書		sʮ⁴⁴³	syu1
舒	舒		sʮ⁴⁴³	syu1
墟	墟		sʮ⁴⁴³	syu1
虚	虛	文读	sʮ⁴⁴³	syu1
嘘	噓		sʮ⁴⁴³	syu1
需	需		sʮ⁴⁴³	syu1
须	須		sʮ⁴⁴³	syu1
输	輸		sʮ⁴⁴³	syu1
暑	暑		sʮ³²⁴	syu3
黍	黍		sʮ³²⁴	syu3
许	許		sʮ³²⁴	syu3
数	數	动词	sʮ³²⁴	syu3
水	水		sʮ³²⁴	syu3
庶	庶		sʮ⁵⁵	syu5
汝	汝		sʮ⁵⁵	syu5
税	稅		sʮ⁵⁵	syu5
殊	殊		zʮ²³²	zyu2
儒	儒		zʮ²³²	zyu2
槌	槌	棒～	zʮ²³²	zyu2
序	序		zʮ³¹³	zyu6
绪	緒		zʮ³¹³	zyu6
叙	敘		zʮ³¹³	zyu6
恕	恕		zʮ³¹³	zyu6
薯	薯		zʮ³¹³	zyu6
署	署		zʮ³¹³	zyu6
曙	曙		zʮ³¹³	zyu6
聚	聚		zʮ³¹³	zyu6
竖	豎		zʮ³¹³	zyu6
树	樹		zʮ³¹³	zyu6
乳	乳		zʮ³¹³	zyu6
摆	擺		pa³²⁴	pa3
爸	爸		pa⁵⁵	pa5
拜	拜		pa⁵⁵	pa5
破	破	白读，～鱼	pʰa⁵⁵	pha5
派	派		pʰa⁵⁵	pha5
排	排		ba²³²	ba2
牌	牌		ba²³²	ba2
罢	罷		ba³¹³	ba6
败	敗		ba³¹³	ba6
磨	磨	白读，慢移	ma⁴⁴³	ma1
妈	媽		ma⁴⁴³	ma1
埋	埋		ma²³²	ma2
买	買		ma³²⁴	ma3
卖	賣		ma³¹³	ma6
戴	戴	～帽子；姓氏	ta⁵⁵	ta5
带	帶		ta⁵⁵	ta5
他	他		tʰa⁴⁴³	tha1
拖	拖	白读，舌头～出	tʰa⁴⁴³	tha1
泰	泰		tʰa⁵⁵	tha5
太	太		tʰa⁵⁵	tha5
汰	汰		tʰa⁵⁵	tha5
钛	鈦		tʰa⁵⁵	tha5
肽	肽		tʰa⁵⁵	tha5
大	大	文读，～学	da³¹³	da6
道	道	缝～	da³¹³	da6
埭	埭	一～路	da³¹³	da6
拿	拿		na⁴⁴³	na1
挪	挪		na²³²	na2
哪	哪	～吒	na²³²	na2
奶	奶		na³²⁴	na3
奈	奈		na³¹³	na6
拉	拉		la⁴⁴³	la1
赖	賴		la³¹³	la6
癞	癩	～子	la³¹³	la6
斋	齋		tsa⁴⁴³	tsa1
债	債		tsa⁵⁵	tsa5
寨	寨	白读，山～	tsa⁵⁵	tsa5
差	差	出～	tsʰa⁴⁴³	tsha1
扯	扯		tsʰa³²⁴	tsha3
蔡	蔡		tsʰa⁵⁵	tsha5
酾	釃	倒酒	sa⁴⁴³	sa1
洒	灑		sa³²⁴	sa3
傻	傻		sa³²⁴	sa3
耍	耍		sa³²⁴	sa3
赦	赦	大～天下	sa⁵⁵	sa5
豺	豺	～狗	za²³²	za2
柴	柴		za²³²	za2
街	街		ka⁴⁴³	ka1
解	解	白读，～鞋带	ka³²⁴	ka3
戒	戒		ka⁵⁵	ka5
芥	芥	～菜；～子气	ka⁵⁵	ka5
尬	尬		ka⁵⁵	ka5
界	界		ka⁵⁵	ka5
介	介		ka⁵⁵	ka5
疥	疥		ka⁵⁵	ka5
庎	庎	～橱	ka⁵⁵	ka5
揩	揩		kʰa⁴⁴³	kha1
咖	咖		kʰa⁴⁴³	kha1
楷	楷		kʰa³²⁴	kha3
谐	諧	诙～	kʰa³²⁴	kha3
卡	卡		kʰa³²⁴	kha3
□	□	擦碰	ga²³²	ga2
懈	懈	白读，人～	ga³¹³	ga6
蟹	蟹		ha³²⁴	ha3
挨	挨		a⁴⁴³	a1
鞋	鞋		a²³²	a2
矮	矮		a³²⁴	a3
隘	隘		a⁵⁵	a5
外	外	～婆	a³¹³	a6
爹	爹		tia⁴⁴³	tia1
皆	皆		tɕia⁴⁴³	cia1
偕	偕		tɕia⁴⁴³	cia1
稭	稭		tɕia⁴⁴³	cia1
阶	階		tɕia⁴⁴³	cia1
解	解	文读，～放	tɕia³²⁴	cia3
借	借		tɕia⁵⁵	cia5
届	屆		tɕia⁵⁵	cia5
济	濟	白读，～手：左手	tɕia⁵⁵	cia5
□	□	～lu2：知了	tɕia⁵⁵	cia5
□	□	按压	tɕʰia⁵⁵	chia5
茄	茄		dʑia²³²	jia2
□	□		dʑia³¹³	jia6
惹	惹		ȵia³²⁴	gnia3
写	寫		ɕia³²⁴	shia3
蟹	蟹	文读，虾兵～将	ɕia³²⁴	shia3
泻	瀉		ɕia⁵⁵	shia5
卸	卸		ɕia⁵⁵	shia5
懈	懈	文读，松～	ɕia⁵⁵	shia5
细	細	白读，～癞头：小男孩	ɕia⁵⁵	shia5
邪	邪		ʑia²³²	zhia2
斜	斜		ʑia²³²	zhia2
谢	謝		ʑia³¹³	zhia6
耶	耶	～稣	ia⁴⁴³	ia1
椰	椰	～子	ia²³²	ia2
爷	爺		ia²³²	ia2
冶	冶	～炼厂	ia²³²	ia2
也	也	白读，我～去	ia³²⁴	ia3
野	野		ia³²⁴	ia3
夜	夜		ia³¹³	ia6
械	械		ia³¹³	ia6
乖	乖		kua⁴⁴³	kua1
拐	拐		kua³²⁴	kua3
怪	怪		kua⁵⁵	kua5
快	快		kʰua⁵⁵	khua5
筷	筷		kʰua⁵⁵	khua5
娃	娃		ua⁴⁴³	ua1
歪	歪		ua⁴⁴³	ua1
淮	淮		ua²³²	ua2
怀	懷		ua²³²	ua2
槐	槐		ua²³²	ua2
外	外	～头	ua³¹³	ua6
坏	壞		ua³¹³	ua6
抓	抓	文读，～捕	tsʮa⁴⁴³	tsyua1
爪	爪	文读，～子	tsʮa³²⁴	tsyua3
巴	巴		pɒ⁴⁴³	po1
疤	疤		pɒ⁴⁴³	po1
芭	芭		pɒ⁴⁴³	po1
把	把	给	pɒ³²⁴	po3
坝	壩		pɒ⁵⁵	po5
霸	霸		pɒ⁵⁵	po5
怕	怕		pʰɒ⁵⁵	pho5
琶	琶		bɒ²³²	bo2
杷	杷		bɒ²³²	bo2
爬	爬		bɒ²³²	bo2
稗	稗		bɒ³¹³	bo6
麻	麻		mɒ²³²	mo2
蟆	蟆		mɒ²³²	mo2
马	馬		mɒ³²⁴	mo3
码	碼		mɒ³²⁴	mo3
骂	罵		mɒ³¹³	mo6
女	女	白读，女儿	nɒ³²⁴	no3
查	查	姓氏	tsɒ⁴⁴³	tso1
渣	渣		tsɒ⁴⁴³	tso1
遮	遮		tsɒ⁴⁴³	tso1
吒	吒	哪～	tsɒ⁴⁴³	tso1
诈	詐		tsɒ⁵⁵	tso5
榨	榨		tsɒ⁵⁵	tso5
炸	炸		tsɒ⁵⁵	tso5
蔗	蔗		tsɒ⁵⁵	tso5
叉	叉		tsʰɒ⁴⁴³	tsho1
杈	杈		tsʰɒ⁴⁴³	tsho1
差	差	相～	tsʰɒ⁴⁴³	tsho1
车	車		tsʰɒ⁴⁴³	tsho1
钗	釵		tsʰɒ⁴⁴³	tsho1
岔	岔		tsʰɒ⁵⁵	tsho5
茶	茶		dzɒ²³²	dzo2
搽	搽		dzɒ²³²	dzo2
查	查		dzɒ²³²	dzo2
茬	茬		dzɒ²³²	dzo2
碴	碴		dzɒ²³²	dzo2
乍	乍		dzɒ³¹³	dzo6
娑	娑		sɒ⁴⁴³	so1
沙	沙		sɒ⁴⁴³	so1
砂	砂		sɒ⁴⁴³	so1
莎	莎		sɒ⁴⁴³	so1
纱	紗		sɒ⁴⁴³	so1
裟	裟		sɒ⁴⁴³	so1
痧	痧		sɒ⁴⁴³	so1
赊	賒		sɒ⁴⁴³	so1
舍	舍	割～：舍得	sɒ³²⁴	so3
产	產	白读，～姆娘：产妇	sɒ³²⁴	so3
晒	曬		sɒ⁵⁵	so5
蛇	蛇		zɒ²³²	zo2
佘	佘		zɒ²³²	zo2
畲	佘		zɒ²³²	zo2
射	射		zɒ³¹³	zo6
家	家	白读，～庭	kɒ⁴⁴³	ko1
家	傢		kɒ⁴⁴³	ko1
加	加		kɒ⁴⁴³	ko1
袈	袈		kɒ⁴⁴³	ko1
假	假	真～	kɒ³²⁴	ko3
价	價		kɒ⁵⁵	ko5
架	架	白读，～子	kɒ⁵⁵	ko5
嫁	嫁		kɒ⁵⁵	ko5
虾	蝦	白读	hɒ⁴⁴³	ho1
下	下	～种：播种	hɒ⁵⁵	ho5
丫	丫		ɒ⁴⁴³	o1
鸦	鴉		ɒ⁴⁴³	o1
牙	牙		ɒ²³²	o2
芽	芽		ɒ²³²	o2
衙	衙		ɒ²³²	o2
蛤	蛤	～蟆田鸡	ɒ²³²	o2
下	下		ɒ³²⁴	o3
夏	夏		ɒ³²⁴	o3
厦	廈	白读，～门	ɒ³²⁴	o3
哑	啞		ɒ³²⁴	o3
亚	亞	白读，～军；～细～	ɒ³²⁴	o3
瓦	瓦		ɒ³²⁴	o3
嘉	嘉		tɕiɒ⁴⁴³	cio1
家	家	文读，国～	tɕiɒ⁴⁴³	cio1
佳	佳		tɕiɒ⁴⁴³	cio1
贾	賈		tɕiɒ³²⁴	cio3
稼	稼		tɕiɒ⁵⁵	cio5
假	假	放～	tɕiɒ⁵⁵	cio5
架	架	文读，高～	tɕiɒ⁵⁵	cio5
驾	駕		tɕiɒ⁵⁵	cio5
虾	蝦	文读，～兵蟹将	ɕiɒ⁴⁴³	shio1
衙	衙	文读	iɒ²³²	io2
霞	霞		iɒ²³²	io2
遐	遐		iɒ²³²	io2
瑕	瑕		iɒ²³²	io2
暇	暇		iɒ²³²	io2
涯	涯		iɒ²³²	io2
崖	崖		iɒ²³²	io2
雅	雅		iɒ³²⁴	io3
厦	廈	文读，高楼大～	iɒ³²⁴	io3
亚	亞	文读，～运会	iɒ³²⁴	io3
讶	訝		iɒ³¹³	io6
瓜	瓜		kuɒ⁴⁴³	kuo1
寡	寡		kuɒ³²⁴	kuo3
剐	剮		kuɒ⁵⁵	kuo5
挂	掛		kuɒ⁵⁵	kuo5
卦	卦		kuɒ⁵⁵	kuo5
夸	夸		kʰuɒ⁴⁴³	khuo1
夸	誇		kʰuɒ⁴⁴³	khuo1
垮	垮		kʰuɒ³²⁴	khuo3
花	花		huɒ⁴⁴³	huo1
跨	跨	～过去	huɒ⁵⁵	huo5
化	化		huɒ⁵⁵	huo5
蛙	蛙		uɒ⁴⁴³	uo1
洼	窪		uɒ⁴⁴³	uo1
划	划	～船	uɒ⁴⁴³	uo1
华	華	～丽	uɒ²³²	uo2
铧	鏵		uɒ²³²	uo2
哗	嘩		uɒ²³²	uo2
华	華	姓氏	uɒ³¹³	uo6
桦	樺		uɒ³¹³	uo6
画	畫		uɒ³¹³	uo6
话	話		uɒ³¹³	uo6
包	包		pɔ⁴⁴³	pau1
胞	胞		pɔ⁴⁴³	pau1
褒	褒		pɔ³²⁴	pau3
保	保		pɔ³²⁴	pau3
堡	堡		pɔ³²⁴	pau3
宝	寶		pɔ³²⁴	pau3
饱	飽		pɔ³²⁴	pau3
报	報		pɔ⁵⁵	pau5
豹	豹		pɔ⁵⁵	pau5
脬	脬	香～；卵～	pʰɔ⁴⁴³	phau1
抛	拋		pʰɔ⁴⁴³	phau1
泡	泡	～影	pʰɔ⁴⁴³	phau1
泡	泡	～～	pʰɔ⁵⁵	phau5
炮	炮		pʰɔ⁵⁵	phau5
袍	袍		bɔ²³²	bau2
跑	跑		bɔ²³²	bau2
抱	抱		bɔ³¹³	bau6
暴	暴		bɔ³¹³	bau6
爆	爆		bɔ³¹³	bau6
鲍	鮑		bɔ³¹³	bau6
刨	刨		bɔ³¹³	bau6
猫	貓		mɔ⁴⁴³	mau1
毛	毛		mɔ²³²	mau2
茅	茅		mɔ²³²	mau2
卯	卯		mɔ²³²	mau2
矛	矛		mɔ²³²	mau2
□	□	次	mɔ²³²	mau2
冒	冒		mɔ³¹³	mau6
帽	帽		mɔ³¹³	mau6
貌	貌		mɔ³¹³	mau6
刀	刀		tɔ⁴⁴³	tau1
叨	叨		tɔ⁴⁴³	tau1
岛	島		tɔ³²⁴	tau3
祷	禱		tɔ³²⁴	tau3
到	到		tɔ⁵⁵	tau5
倒	倒		tɔ⁵⁵	tau5
滔	滔		tʰɔ⁴⁴³	thau1
讨	討		tʰɔ³²⁴	thau3
套	套		tʰɔ⁵⁵	thau5
掏	掏		dɔ²³²	dau2
桃	桃		dɔ²³²	dau2
逃	逃		dɔ²³²	dau2
陶	陶		dɔ²³²	dau2
啕	啕		dɔ²³²	dau2
萄	萄		dɔ²³²	dau2
涛	濤		dɔ²³²	dau2
稻	稻		dɔ³¹³	dau6
道	道		dɔ³¹³	dau6
导	導		dɔ³¹³	dau6
盗	盜		dɔ³¹³	dau6
孬	孬	傻	nɔ²³²	nau2
脑	腦		nɔ³²⁴	nau3
恼	惱		nɔ³²⁴	nau3
闹	鬧		nɔ³¹³	nau6
捞	撈		lɔ⁴⁴³	lau1
劳	勞		lɔ²³²	lau2
唠	嘮		lɔ²³²	lau2
牢	牢		lɔ²³²	lau2
痨	癆		lɔ²³²	lau2
老	老		lɔ³²⁴	lau3
遭	遭		tsɔ⁴⁴³	tsau1
糟	糟		tsɔ⁴⁴³	tsau1
朝	朝	今～：今天	tsɔ⁴⁴³	tsau1
招	招		tsɔ⁴⁴³	tsau1
抓	抓	白读，～痒	tsɔ⁴⁴³	tsau1
早	早		tsɔ³²⁴	tsau3
枣	棗		tsɔ³²⁴	tsau3
蚤	蚤		tsɔ³²⁴	tsau3
澡	澡		tsɔ³²⁴	tsau3
爪	爪	白读，脚～	tsɔ³²⁴	tsau3
笊	笊		tsɔ³²⁴	tsau3
躁	躁		tsɔ⁵⁵	tsau5
灶	灶		tsɔ⁵⁵	tsau5
罩	罩		tsɔ⁵⁵	tsau5
找	找		tsɔ⁵⁵	tsau5
昭	昭		tsɔ⁵⁵	tsau5
沼	沼		tsɔ⁵⁵	tsau5
照	照		tsɔ⁵⁵	tsau5
诏	詔		tsɔ⁵⁵	tsau5
操	操		tsʰɔ⁴⁴³	tshau1
抄	抄		tsʰɔ⁴⁴³	tshau1
超	超		tsʰɔ⁴⁴³	tshau1
草	草		tsʰɔ³²⁴	tshau3
钞	鈔		tsʰɔ³²⁴	tshau3
炒	炒		tsʰɔ³²⁴	tshau3
吵	吵		tsʰɔ³²⁴	tshau3
曹	曹		dzɔ²³²	dzau2
朝	朝	～南	dzɔ²³²	dzau2
潮	潮		dzɔ²³²	dzau2
赵	趙		dzɔ³¹³	dzau6
召	召		dzɔ³¹³	dzau6
骚	騷		sɔ⁴⁴³	sau1
臊	臊		sɔ⁴⁴³	sau1
梢	梢		sɔ⁴⁴³	sau1
捎	捎		sɔ⁴⁴³	sau1
鞘	鞘	刀～壳	sɔ⁴⁴³	sau1
烧	燒		sɔ⁴⁴³	sau1
肖	肖	生～	sɔ⁴⁴³	sau1
扫	掃	动词	sɔ³²⁴	sau3
嫂	嫂		sɔ³²⁴	sau3
少	少	多～	sɔ³²⁴	sau3
扫	掃	名词	sɔ⁵⁵	sau5
燥	燥	干	sɔ⁵⁵	sau5
稍	稍		sɔ⁵⁵	sau5
潲	潲		sɔ⁵⁵	sau5
少	少	～年	sɔ⁵⁵	sau5
啸	嘯	贤明舒～：东安八景之一	sɔ⁵⁵	sau5
韶	韶		zɔ²³²	zau2
皂	皂		zɔ³¹³	zau6
造	造		zɔ³¹³	zau6
兆	兆		zɔ³¹³	zau6
肇	肇		zɔ³¹³	zau6
绍	紹		zɔ³¹³	zau6
邵	邵		zɔ³¹³	zau6
扰	擾		zɔ³¹³	zau6
高	高		kɔ⁴⁴³	kau1
膏	膏		kɔ⁴⁴³	kau1
羔	羔		kɔ⁴⁴³	kau1
糕	糕		kɔ⁴⁴³	kau1
交	交	白读，～代	kɔ⁴⁴³	kau1
胶	膠		kɔ⁴⁴³	kau1
稿	稿		kɔ³²⁴	kau3
绞	絞		kɔ³²⁴	kau3
铰	鉸		kɔ³²⁴	kau3
搞	搞		kɔ³²⁴	kau3
告	告		kɔ⁵⁵	kau5
犒	犒		kɔ⁵⁵	kau5
教	教	白读，～书	kɔ⁵⁵	kau5
窖	窖		kɔ⁵⁵	kau5
觉	覺	困～	kɔ⁵⁵	kau5
□	□	一～：一阵	kɔ⁵⁵	kau5
敲	敲		kʰɔ⁴⁴³	khau1
考	考		kʰɔ³²⁴	khau3
烤	烤		kʰɔ⁵⁵	khau5
靠	靠		kʰɔ⁵⁵	khau5
搅	攪	～弗灵清	gɔ³¹³	gau6
蒿	蒿		hɔ⁴⁴³	hau1
好	好	～坏	hɔ³²⁴	hau3
好	好	喜～	hɔ⁵⁵	hau5
耗	耗		hɔ⁵⁵	hau5
孝	孝	白读，～兜	hɔ⁵⁵	hau5
爊	爊	～豆腐	ɔ⁴⁴³	au1
熬	熬		ɔ²³²	au2
豪	豪		ɔ²³²	au2
嚎	嚎		ɔ²³²	au2
毫	毫		ɔ²³²	au2
号	號	～啕	ɔ²³²	au2
崤	崤	白读，～山：地名	ɔ²³²	au2
袄	襖		ɔ³²⁴	au3
咬	咬		ɔ³²⁴	au3
拗	拗	折断	ɔ³²⁴	au3
奥	奧		ɔ⁵⁵	au5
澳	澳		ɔ⁵⁵	au5
懊	懊		ɔ⁵⁵	au5
坳	坳		ɔ⁵⁵	au5
窈	窈	又读，～口：地名	ɔ⁵⁵	au5
傲	傲		ɔ³¹³	au6
浩	浩		ɔ³¹³	au6
号	號	～码	ɔ³¹³	au6
飙	飆		piɔ⁴⁴³	piau1
标	標		piɔ⁴⁴³	piau1
彪	彪		piɔ⁴⁴³	piau1
滮	滮	液体溅射	piɔ⁴⁴³	piau1
表	表		piɔ³²⁴	piau3
婊	婊		piɔ³²⁴	piau3
飘	飄		pʰiɔ⁴⁴³	phiau1
漂	漂	～浮	pʰiɔ⁴⁴³	phiau1
漂	漂	～亮	pʰiɔ³²⁴	phiau3
票	票		pʰiɔ⁵⁵	phiau5
嫖	嫖		biɔ²³²	biau2
瓢	瓢		biɔ²³²	biau2
描	描		miɔ²³²	miau2
苗	苗		miɔ²³²	miau2
藐	藐		miɔ³²⁴	miau3
渺	渺		miɔ³²⁴	miau3
秒	秒		miɔ³²⁴	miau3
庙	廟		miɔ³¹³	miau6
妙	妙		miɔ³¹³	miau6
缪	繆	姓氏	miɔ³¹³	miau6
刁	刁		tiɔ⁴⁴³	tiau1
叼	叼		tiɔ⁴⁴³	tiau1
貂	貂		tiɔ⁴⁴³	tiau1
雕	雕		tiɔ⁴⁴³	tiau1
鸟	鳥	白读	tiɔ³²⁴	tiau3
吊	吊		tiɔ⁵⁵	tiau5
钓	釣		tiɔ⁵⁵	tiau5
挑	挑		tʰiɔ⁴⁴³	thiau1
跳	跳	～高	tʰiɔ⁵⁵	thiau5
粜	糶		tʰiɔ⁵⁵	thiau5
跳	跳	颤动：心～	diɔ²³²	diau2
条	條		diɔ²³²	diau2
调	調	～查	diɔ²³²	diau2
笤	笤		diɔ²³²	diau2
迢	迢		diɔ²³²	diau2
掉	掉		diɔ³¹³	diau6
调	調	～换	diɔ³¹³	diau6
撩	撩	捞	liɔ⁴⁴³	liau1
燎	燎		liɔ²³²	liau2
聊	聊		liɔ²³²	liau2
辽	遼		liɔ²³²	liau2
撩	撩		liɔ²³²	liau2
瞭	瞭		liɔ²³²	liau2
寥	寥		liɔ³¹³	liau6
廖	廖		liɔ³¹³	liau6
了	了		liɔ³¹³	liau6
料	料		liɔ³¹³	liau6
交	交	文读，～通	tɕiɔ⁴⁴³	ciau1
郊	郊		tɕiɔ⁴⁴³	ciau1
焦	焦		tɕiɔ⁴⁴³	ciau1
椒	椒		tɕiɔ⁴⁴³	ciau1
骄	驕		tɕiɔ⁴⁴³	ciau1
娇	嬌		tɕiɔ⁴⁴³	ciau1
浇	澆		tɕiɔ⁴⁴³	ciau1
狡	狡		tɕiɔ³²⁴	ciau3
缴	繳		tɕiɔ³²⁴	ciau3
饺	餃		tɕiɔ³²⁴	ciau3
教	教	～室	tɕiɔ⁵⁵	ciau5
较	較		tɕiɔ⁵⁵	ciau5
校	校	～对	tɕiɔ⁵⁵	ciau5
矫	矯		tɕiɔ⁵⁵	ciau5
叫	叫		tɕiɔ⁵⁵	ciau5
锹	鍬		tɕʰiɔ⁴⁴³	chiau1
巧	巧		tɕʰiɔ³²⁴	chiau3
悄	悄		tɕʰiɔ³²⁴	chiau3
俏	俏		tɕʰiɔ⁵⁵	chiau5
窍	竅		tɕʰiɔ⁵⁵	chiau5
巢	巢		dʑiɔ²³²	jiau2
剿	剿		dʑiɔ²³²	jiau2
樵	樵		dʑiɔ²³²	jiau2
瞧	瞧		dʑiɔ²³²	jiau2
乔	喬		dʑiɔ²³²	jiau2
桥	橋		dʑiɔ²³²	jiau2
轿	轎	～车	dʑiɔ²³²	jiau2
轿	轎	～子	dʑiɔ³¹³	jiau6
铙	鐃		ȵiɔ²³²	gniau2
挠	撓		ȵiɔ²³²	gniau2
饶	饒		ȵiɔ²³²	gniau2
尧	堯		ȵiɔ²³²	gniau2
鸟	鳥	文读	ȵiɔ³²⁴	gniau3
绕	繞		ȵiɔ³¹³	gniau6
尿	尿	文读，～素	ȵiɔ³¹³	gniau6
消	消		ɕiɔ⁴⁴³	shiau1
宵	宵		ɕiɔ⁴⁴³	shiau1
霄	霄		ɕiɔ⁴⁴³	shiau1
硝	硝		ɕiɔ⁴⁴³	shiau1
销	銷		ɕiɔ⁴⁴³	shiau1
嚣	囂		ɕiɔ⁴⁴³	shiau1
枵	枵		ɕiɔ⁴⁴³	shiau1
箫	簫		ɕiɔ⁴⁴³	shiau1
萧	蕭		ɕiɔ⁴⁴³	shiau1
枭	梟		ɕiɔ⁴⁴³	shiau1
骁	驍		ɕiɔ⁴⁴³	shiau1
筱	筱		ɕiɔ⁴⁴³	shiau1
潇	瀟		ɕiɔ⁴⁴³	shiau1
鸮	鴞		ɕiɔ⁴⁴³	shiau1
𢳚	𢳚	揭开	ɕiɔ⁴⁴³	shiau1
小	小		ɕiɔ³²⁴	shiau3
晓	曉		ɕiɔ³²⁴	shiau3
酵	酵		ɕiɔ⁵⁵	shiau5
孝	孝	文读，～子	ɕiɔ⁵⁵	shiau5
笑	笑		ɕiɔ⁵⁵	shiau5
肖	肖	不～子孙	ɕiɔ⁵⁵	shiau5
妖	妖		iɔ⁴⁴³	iau1
邀	邀		iɔ⁴⁴³	iau1
腰	腰		iɔ⁴⁴³	iau1
要	要	～求	iɔ⁴⁴³	iau1
幺	么		iɔ⁴⁴³	iau1
肴	肴		iɔ²³²	iau2
淆	淆		iɔ²³²	iau2
摇	搖		iɔ²³²	iau2
谣	謠		iɔ²³²	iau2
瑶	瑤		iɔ²³²	iau2
遥	遙		iɔ²³²	iau2
窑	窯		iɔ²³²	iau2
姚	姚		iɔ²³²	iau2
舀	舀		iɔ³²⁴	iau3
夭	夭		iɔ⁵⁵	iau5
要	要	～点	iɔ⁵⁵	iau5
杳	杳		iɔ⁵⁵	iau5
窈	窈	～口：地名	iɔ⁵⁵	iau5
效	效		iɔ³¹³	iau6
校	校	学～	iɔ³¹³	iau6
耀	耀		iɔ³¹³	iau6
鹞	鷂	～子：风筝	iɔ³¹³	iau6
杯	杯		pɪ⁴⁴³	pe1
背	背	动词	pɪ⁴⁴³	pe1
卑	卑		pɪ⁴⁴³	pe1
碑	碑		pɪ⁴⁴³	pe1
悲	悲		pɪ⁴⁴³	pe1
蓖	蓖		pɪ⁴⁴³	pe1
贝	貝		pɪ⁵⁵	pe5
辈	輩		pɪ⁵⁵	pe5
背	背	名词	pɪ⁵⁵	pe5
坯	坯		pʰɪ⁴⁴³	phe1
胚	胚		pʰɪ⁴⁴³	phe1
丕	丕		pʰɪ⁴⁴³	phe1
沛	沛		pʰɪ⁵⁵	phe5
配	配		pʰɪ⁵⁵	phe5
培	培		bɪ²³²	be2
陪	陪		bɪ²³²	be2
赔	賠		bɪ²³²	be2
倍	倍		bɪ³¹³	be6
佩	佩		bɪ³¹³	be6
备	備		bɪ³¹³	be6
背	背	～书	bɪ³¹³	be6
媒	媒		mɪ²³²	me2
枚	枚		mɪ²³²	me2
玫	玫		mɪ²³²	me2
梅	梅		mɪ²³²	me2
霉	霉		mɪ²³²	me2
霉	黴		mɪ²³²	me2
每	每		mɪ³²⁴	me3
美	美		mɪ³²⁴	me3
迈	邁		mɪ⁵⁵	me5
昧	昧		mɪ³¹³	me6
妹	妹		mɪ³¹³	me6
呆	呆	痴～	tɪ⁴⁴³	te1
堆	堆		tɪ⁴⁴³	te1
戴	戴	又读，姓氏	tɪ⁵⁵	te5
对	對		tɪ⁵⁵	te5
胎	胎		tʰɪ⁴⁴³	the1
台	台	～州：地名	tʰɪ⁴⁴³	the1
苔	苔	舌～	tʰɪ⁴⁴³	the1
梯	梯	白读，～子	tʰɪ⁴⁴³	the1
推	推		tʰɪ⁴⁴³	the1
腿	腿		tʰɪ³²⁴	the3
态	態		tʰɪ⁵⁵	the5
退	退		tʰɪ⁵⁵	the5
颓	頹		tʰɪ⁵⁵	the5
台	台		dɪ²³²	de2
苔	苔	～藓	dɪ²³²	de2
抬	抬		dɪ²³²	de2
跆	跆		dɪ²³²	de2
贷	貸		dɪ³¹³	de6
殆	殆		dɪ³¹³	de6
待	待		dɪ³¹³	de6
怠	怠		dɪ³¹³	de6
代	代		dɪ³¹³	de6
袋	袋		dɪ³¹³	de6
递	遞	白读，～东西	dɪ³¹³	de6
队	隊		dɪ³¹³	de6
兑	兌		dɪ³¹³	de6
奶	奶	～～	nɪ³²⁴	ne3
乃	乃		nɪ⁵⁵	ne5
馁	餒		nɪ⁵⁵	ne5
耐	耐		nɪ³¹³	ne6
内	內		nɪ³¹³	ne6
芮	芮		nɪ³¹³	ne6
鼐	鼐		nɪ³¹³	ne6
来	來		lɪ²³²	le2
雷	雷		lɪ²³²	le2
羸	羸		lɪ²³²	le2
屡	屢	又读，～次	lɪ³²⁴	le3
儡	儡		lɪ³²⁴	le3
垒	壘		lɪ³²⁴	le3
在	在	白读，～新登	lɪ³¹³	le6
累	累		lɪ³¹³	le6
类	類		lɪ³¹³	le6
灾	災		tsɪ⁴⁴³	tse1
栽	栽		tsɪ⁴⁴³	tse1
追	追		tsɪ⁴⁴³	tse1
宰	宰		tsɪ³²⁴	tse3
载	載	名词	tsɪ³²⁴	tse3
嘴	嘴		tsɪ³²⁴	tse3
者	者		tsɪ⁵⁵	tse5
再	再		tsɪ⁵⁵	tse5
载	載	动词	tsɪ⁵⁵	tse5
寨	寨	文读，大～	tsɪ⁵⁵	tse5
最	最		tsɪ⁵⁵	tse5
缀	綴		tsɪ⁵⁵	tse5
赘	贅		tsɪ⁵⁵	tse5
醉	醉		tsɪ⁵⁵	tse5
猜	猜		tsʰɪ⁴⁴³	tshe1
催	催		tsʰɪ⁴⁴³	tshe1
