简	繁	注释	IPA	吴拼
□	□	“尔侬”的合音，你	noŋ³²⁴	non3
笼	籠		loŋ²³²	lon2
聋	聾		loŋ²³²	lon2
农	農		loŋ²³²	lon2
脓	膿		loŋ²³²	lon2
隆	隆		loŋ²³²	lon2
龙	龍		loŋ²³²	lon2
拢	攏		loŋ³²⁴	lon3
陇	隴		loŋ³²⁴	lon3
垄	壟		loŋ³²⁴	lon3
弄	弄		loŋ³¹³	lon6
棕	棕		tsoŋ⁴⁴³	tson1
鬃	鬃		tsoŋ⁴⁴³	tson1
宗	宗		tsoŋ⁴⁴³	tson1
中	中	～间	tsoŋ⁴⁴³	tson1
衷	衷		tsoŋ⁴⁴³	tson1
忠	忠		tsoŋ⁴⁴³	tson1
终	終		tsoŋ⁴⁴³	tson1
踪	蹤		tsoŋ⁴⁴³	tson1
钟	鐘		tsoŋ⁴⁴³	tson1
钟	鍾		tsoŋ⁴⁴³	tson1
盅	盅		tsoŋ⁴⁴³	tson1
总	總		tsoŋ³²⁴	tson3
冢	塚		tsoŋ³²⁴	tson3
种	種	名词	tsoŋ³²⁴	tson3
肿	腫		tsoŋ³²⁴	tson3
□	□	“早五”合音：～更：早上	tsoŋ³²⁴	tson3
粽	粽		tsoŋ⁵⁵	tson5
中	中	～弹	tsoŋ⁵⁵	tson5
众	眾		tsoŋ⁵⁵	tson5
纵	縱		tsoŋ⁵⁵	tson5
种	種	动词	tsoŋ⁵⁵	tson5
聪	聰		tsʰoŋ⁴⁴³	tshon1
匆	匆		tsʰoŋ⁴⁴³	tshon1
葱	蔥		tsʰoŋ⁴⁴³	tshon1
囱	囪		tsʰoŋ⁴⁴³	tshon1
充	充		tsʰoŋ⁴⁴³	tshon1
穹	穹		tsʰoŋ⁴⁴³	tshon1
冲	沖		tsʰoŋ⁴⁴³	tshon1
冲	衝		tsʰoŋ⁴⁴³	tshon1
宠	寵		tsʰoŋ³²⁴	tshon3
铳	銃		tsʰoŋ⁵⁵	tshon5
琼	瓊		dzoŋ²³²	dzon2
丛	叢		dzoŋ²³²	dzon2
虫	蟲		dzoŋ²³²	dzon2
崇	崇		dzoŋ²³²	dzon2
穷	窮		dzoŋ²³²	dzon2
从	從		dzoŋ²³²	dzon2
重	重	～复	dzoŋ²³²	dzon2
翀	翀		dzoŋ²³²	dzon2
仲	仲		dzoŋ³¹³	dzon6
诵	誦		dzoŋ³¹³	dzon6
颂	頌		dzoŋ³¹³	dzon6
讼	訟		dzoŋ³¹³	dzon6
重	重	轻～	dzoŋ³¹³	dzon6
兄	兄		soŋ⁴⁴³	son1
松	松		soŋ⁴⁴³	son1
嵩	嵩		soŋ⁴⁴³	son1
胸	胸		soŋ⁴⁴³	son1
匈	匈		soŋ⁴⁴³	son1
凶	凶		soŋ⁴⁴³	son1
凶	兇		soŋ⁴⁴³	son1
耸	聳		soŋ³²⁴	son3
怂	慫		soŋ³²⁴	son3
送	送		soŋ⁵⁵	son5
宋	宋		soŋ⁵⁵	son5
㞞	㞞	精液	zoŋ²³²	zon2
□	□	胆小	zoŋ²³²	zon2
疘	疘	胴～：直肠	koŋ⁴⁴³	kon1
公	公		koŋ⁴⁴³	kon1
工	工		koŋ⁴⁴³	kon1
功	功		koŋ⁴⁴³	kon1
攻	攻		koŋ⁴⁴³	kon1
弓	弓		koŋ⁴⁴³	kon1
躬	躬		koŋ⁴⁴³	kon1
宫	宮		koŋ⁴⁴³	kon1
恭	恭		koŋ⁴⁴³	kon1
供	供	～饭：提供工作	koŋ⁴⁴³	kon1
龚	龔		koŋ⁴⁴³	kon1
蚣	蚣		koŋ⁴⁴³	kon1
拱	拱		koŋ³²⁴	kon3
巩	鞏		koŋ³²⁴	kon3
贡	貢		koŋ⁵⁵	kon5
汞	汞		koŋ⁵⁵	kon5
供	供	～品	koŋ⁵⁵	kon5
空	空	天～	kʰoŋ⁴⁴³	khon1
孔	孔		kʰoŋ³²⁴	khon3
控	控		kʰoŋ³²⁴	khon3
恐	恐		kʰoŋ³²⁴	khon3
空	空	有～	kʰoŋ⁵⁵	khon5
共	共		goŋ³¹³	gon6
轰	轟		hoŋ⁴⁴³	hon1
烘	烘		hoŋ⁴⁴³	hon1
哄	哄	～骗	hoŋ³²⁴	hon3
哄	閧	起～	hoŋ⁵⁵	hon5
翁	翁		oŋ⁴⁴³	on1
弘	弘		oŋ²³²	on2
宏	宏		oŋ²³²	on2
红	紅		oŋ²³²	on2
洪	洪		oŋ²³²	on2
鸿	鴻		oŋ²³²	on2
虹	虹		oŋ²³²	on2
瓮	甕		oŋ⁵⁵	on5
绒	絨		yoŋ²³²	ion2
戎	戎		yoŋ²³²	ion2
熊	熊		yoŋ²³²	ion2
雄	雄		yoŋ²³²	ion2
融	融		yoŋ²³²	ion2
浓	濃		yoŋ²³²	ion2
茸	茸		yoŋ²³²	ion2
容	容		yoŋ²³²	ion2
熔	熔		yoŋ²³²	ion2
溶	溶		yoŋ²³²	ion2
榕	榕		yoŋ²³²	ion2
蓉	蓉		yoŋ²³²	ion2
永	永		yoŋ³²⁴	ion3
泳	泳		yoŋ³²⁴	ion3
冗	冗		yoŋ³²⁴	ion3
雍	雍		yoŋ³²⁴	ion3
拥	擁		yoŋ³²⁴	ion3
庸	庸		yoŋ³²⁴	ion3
甬	甬		yoŋ³²⁴	ion3
勇	勇		yoŋ³²⁴	ion3
涌	湧		yoŋ³²⁴	ion3
俑	俑		yoŋ³²⁴	ion3
用	用		yoŋ³¹³	ion6
佣	傭		yoŋ³¹³	ion6
八	八		pɐʔ⁵	paq7
捌	捌		pɐʔ⁵	paq7
百	百		pɐʔ⁵	paq7
柏	柏		pɐʔ⁵	paq7
伯	伯		pɐʔ⁵	paq7
□	□	～鸟：男性生殖器	pɐʔ⁵	paq7
迫	迫		pʰɐʔ⁵	phaq7
拍	拍		pʰɐʔ⁵	phaq7
珀	珀		pʰɐʔ⁵	phaq7
魄	魄		pʰɐʔ⁵	phaq7
拔	拔		bɐʔ²	baq8
白	白		bɐʔ²	baq8
帛	帛		bɐʔ²	baq8
袜	襪		mɐʔ²	maq8
陌	陌		mɐʔ²	maq8
麦	麥		mɐʔ²	maq8
脉	脈		mɐʔ²	maq8
法	法		fɐʔ⁵	faq7
发	發		fɐʔ⁵	faq7
发	髮		fɐʔ⁵	faq7
乏	乏		vɐʔ²	vaq8
泛	泛	白～：泡泡	vɐʔ²	vaq8
伐	伐		vɐʔ²	vaq8
筏	筏		vɐʔ²	vaq8
阀	閥		vɐʔ²	vaq8
罚	罰		vɐʔ²	vaq8
答	答		tɐʔ⁵	taq7
搭	搭		tɐʔ⁵	taq7
□	□	迹～：污渍	tɐʔ⁵	taq7
榻	榻		tʰɐʔ⁵	thaq7
塔	塔		tʰɐʔ⁵	thaq7
塌	塌		tʰɐʔ⁵	thaq7
遢	遢	邋～：脏	tʰɐʔ⁵	thaq7
獭	獺		tʰɐʔ⁵	thaq7
托	托		tʰɐʔ⁵	thaq7
踏	踏		dɐʔ²	daq8
达	達		dɐʔ²	daq8
踱	踱		dɐʔ²	daq8
捺	捺		nɐʔ²	naq8
诺	諾		nɐʔ²	naq8
腊	臘		lɐʔ²	laq8
蜡	蠟		lɐʔ²	laq8
镴	鑞	锡	lɐʔ²	laq8
邋	邋	～遢：脏	lɐʔ²	laq8
拦	攔	～牢	lɐʔ²	laq8
栏	欄	栅～子：栅栏	lɐʔ²	laq8
辣	辣		lɐʔ²	laq8
癞	癩	～痢头	lɐʔ²	laq8
落	落		lɐʔ²	laq8
洛	洛		lɐʔ²	laq8
骆	駱		lɐʔ²	laq8
络	絡		lɐʔ²	laq8
酪	酪		lɐʔ²	laq8
烙	烙		lɐʔ²	laq8
乐	樂	快～；音～	lɐʔ²	laq8
盝	盝	壳～：外壳，盒子，骨架	lɐʔ²	laq8
眨	眨		tsɐʔ⁵	tsaq7
撒	撒	白读，～谷	tsɐʔ⁵	tsaq7
札	札		tsɐʔ⁵	tsaq7
札	劄		tsɐʔ⁵	tsaq7
扎	扎		tsɐʔ⁵	tsaq7
扎	紮		tsɐʔ⁵	tsaq7
作	作		tsɐʔ⁵	tsaq7
酌	酌		tsɐʔ⁵	tsaq7
灼	灼		tsɐʔ⁵	tsaq7
窄	窄		tsɐʔ⁵	tsaq7
摘	摘	～要	tsɐʔ⁵	tsaq7
只	隻	一～	tsɐʔ⁵	tsaq7
插	插		tsʰɐʔ⁵	tshaq7
擦	擦		tsʰɐʔ⁵	tshaq7
察	察		tsʰɐʔ⁵	tshaq7
绰	綽		tsʰɐʔ⁵	tshaq7
拆	拆		tsʰɐʔ⁵	tshaq7
策	策		tsʰɐʔ⁵	tshaq7
册	冊		tsʰɐʔ⁵	tshaq7
赤	赤		tsʰɐʔ⁵	tshaq7
尺	尺		tsʰɐʔ⁵	tshaq7
诧	詫		dzɐʔ²	dzaq8
姹	姹		dzɐʔ²	dzaq8
着	著		dzɐʔ²	dzaq8
择	擇		dzɐʔ²	dzaq8
宅	宅		dzɐʔ²	dzaq8
□	□	～断：掰断	dzɐʔ²	dzaq8
霎	霎		sɐʔ⁵	saq7
撒	撒	文读	sɐʔ⁵	saq7
萨	薩		sɐʔ⁵	saq7
杀	殺		sɐʔ⁵	saq7
索	索		sɐʔ⁵	saq7
栅	柵	～栏子：栅栏	sɐʔ⁵	saq7
闸	閘		zɐʔ²	zaq8
煠	煠	焯水	zɐʔ²	zaq8
铡	鍘		zɐʔ²	zaq8
凿	鑿		zɐʔ²	zaq8
昨	昨		zɐʔ²	zaq8
勺	勺		zɐʔ²	zaq8
芍	芍		zɐʔ²	zaq8
若	若		zɐʔ²	zaq8
偌	偌		zɐʔ²	zaq8
弱	弱		zɐʔ²	zaq8
石	石	～头	zɐʔ²	zaq8
硕	碩		zɐʔ²	zaq8
𧼰	𧼰	冲	zɐʔ²	zaq8
夹	夾	～袄	kɐʔ⁵	kaq7
各	各		kɐʔ⁵	kaq7
阁	閣		kɐʔ⁵	kaq7
胳	胳		kɐʔ⁵	kaq7
觉	覺	白读，～得	kɐʔ⁵	kaq7
角	角		kɐʔ⁵	kaq7
格	格		kɐʔ⁵	kaq7
隔	隔		kɐʔ⁵	kaq7
恰	恰	白读，～到好处	kʰɐʔ⁵	khaq7
掐	掐		kʰɐʔ⁵	khaq7
确	確		kʰɐʔ⁵	khaq7
壳	殼		kʰɐʔ⁵	khaq7
客	客		kʰɐʔ⁵	khaq7
夹	夾	～子	gɐʔ²	gaq8
轧	軋	～朋友	gɐʔ²	gaq8
□	□	挤	gɐʔ²	gaq8
鄂	鄂		ŋɐʔ²	ngaq8
鳄	鱷		ŋɐʔ²	ngaq8
鹤	鶴		ŋɐʔ²	ngaq8
岳	岳	白读，～飞	ŋɐʔ²	ngaq8
额	額		ŋɐʔ²	ngaq8
呷	呷	喝一口	hɐʔ⁵	haq7
瞎	瞎		hɐʔ⁵	haq7
壑	壑		hɐʔ⁵	haq7
郝	郝		hɐʔ⁵	haq7
赫	赫		hɐʔ⁵	haq7
吓	嚇		hɐʔ⁵	haq7
阿	阿	～弥陀佛；～婆	ɐʔ⁵	aq7
鸭	鴨		ɐʔ⁵	aq7
押	押		ɐʔ⁵	aq7
压	壓		ɐʔ⁵	aq7
还	還	～有	ɐʔ⁵	aq7
恶	惡	可～；～心	ɐʔ⁵	aq7
厄	厄		ɐʔ⁵	aq7
轭	軛		ɐʔ⁵	aq7
□	□	否定词	ɐʔ⁵	aq7
匣	匣	盒子	ɐʔ²	aq8
狭	狹		ɐʔ²	aq8
岳	嶽	山～	ɐʔ²	aq8
学	學	白读，～生	ɐʔ²	aq8
猎	獵		liɐʔ²	liaq8
掠	掠		liɐʔ²	liaq8
略	略		liɐʔ²	liaq8
甲	甲		tɕiɐʔ⁵	ciaq7
押	押	～宝	tɕiɐʔ⁵	ciaq7
脚	腳		tɕiɐʔ⁵	ciaq7
觉	覺	文读，感～	tɕiɐʔ⁵	ciaq7
傕	傕		tɕiɐʔ⁵	ciaq7
且	且		tɕʰiɐʔ⁵	chiaq7
恰	恰	文读，～～	tɕʰiɐʔ⁵	chiaq7
洽	洽		tɕʰiɐʔ⁵	chiaq7
雀	雀		tɕʰiɐʔ⁵	chiaq7
鹊	鵲		tɕʰiɐʔ⁵	chiaq7
却	卻		tɕʰiɐʔ⁵	chiaq7
捻	捻	捏	ȵiɐʔ²	gniaq8
箬	箬		ȵiɐʔ²	gniaq8
虐	虐		ȵiɐʔ²	gniaq8
疟	瘧		ȵiɐʔ²	gniaq8
匿	匿		ȵiɐʔ²	gniaq8
挟	挾		ɕiɐʔ⁵	shiaq7
辖	轄		ɕiɐʔ⁵	shiaq7
削	削		ɕiɐʔ⁵	shiaq7
谑	謔		ɕiɐʔ⁵	shiaq7
爵	爵		ʑiɐʔ²	zhiaq8
嚼	嚼		ʑiɐʔ²	zhiaq8
约	約		iɐʔ⁵	iaq7
峡	峽		iɐʔ²	iaq8
协	協		iɐʔ²	iaq8
侠	俠		iɐʔ²	iaq8
曰	曰		iɐʔ²	iaq8
药	藥		iɐʔ²	iaq8
钥	鑰		iɐʔ²	iaq8
岳	嶽	文读，姓氏	iɐʔ²	iaq8
学	學	文读，大～	iɐʔ²	iaq8
括	括		kuɐʔ⁵	kuaq7
刮	刮		kuɐʔ⁵	kuaq7
豁	豁		huɐʔ⁵	huaq7
斡	斡		uɐʔ⁵	uaq7
挖	挖		uɐʔ⁵	uaq7
滑	滑		uɐʔ²	uaq8
猾	猾		uɐʔ²	uaq8
划	劃		uɐʔ²	uaq8
钵	缽		pəʔ⁵	peq7
拨	撥		pəʔ⁵	peq7
不	不		pəʔ⁵	peq7
泼	潑		pʰəʔ⁵	pheq7
泊	泊		pʰəʔ⁵	pheq7
鼻	鼻		bəʔ²	beq8
钹	鈸		bəʔ²	beq8
跋	跋		bəʔ²	beq8
勃	勃		bəʔ²	beq8
脖	脖		bəʔ²	beq8
寐	寐		məʔ²	meq8
末	末		məʔ²	meq8
抹	抹		məʔ²	meq8
沫	沫		məʔ²	meq8
没	沒		məʔ²	meq8
默	默		məʔ²	meq8
弗	弗	否定词	fəʔ⁵	feq7
拂	拂		fəʔ⁵	feq7
氟	氟		fəʔ⁵	feq7
佛	佛		vəʔ²	veq8
物	物		vəʔ²	veq8
勿	勿		vəʔ²	veq8
掇	掇		təʔ⁵	teq7
德	德		təʔ⁵	teq7
得	得		təʔ⁵	teq7
□	□	和	təʔ⁵	teq7
脱	脫		tʰəʔ⁵	theq7
忒	忒		tʰəʔ⁵	theq7
秃	禿		tʰəʔ⁵	theq7
夺	奪		dəʔ²	deq8
突	突		dəʔ²	deq8
特	特		dəʔ²	deq8
纳	納		nəʔ²	neq8
粒	粒		ləʔ²	leq8
捋	捋		ləʔ²	leq8
劣	劣		ləʔ²	leq8
肋	肋		ləʔ²	leq8
勒	勒		ləʔ²	leq8
只	只	～有	tsəʔ⁵	tseq7
指	指	手～头	tsəʔ⁵	tseq7
厕	廁	又读	tsəʔ⁵	tseq7
汁	汁		tsəʔ⁵	tseq7
执	執		tsəʔ⁵	tseq7
窒	窒		tsəʔ⁵	tseq7
质	質		tsəʔ⁵	tseq7
卒	卒		tsəʔ⁵	tseq7
则	則		tsəʔ⁵	tseq7
侧	側		tsəʔ⁵	tseq7
织	織		tsəʔ⁵	tseq7
职	職		tsəʔ⁵	tseq7
责	責		tsəʔ⁵	tseq7
滓	滓		tsəʔ⁵	tseq7
彻	徹		tsʰəʔ⁵	tsheq7
撤	撤		tsʰəʔ⁵	tsheq7
辙	轍		tsʰəʔ⁵	tsheq7
撮	撮		tsʰəʔ⁵	tsheq7
辍	輟		tsʰəʔ⁵	tsheq7
拙	拙		tsʰəʔ⁵	tsheq7
猝	猝		tsʰəʔ⁵	tsheq7
绌	絀		tsʰəʔ⁵	tsheq7
饬	飭		tsʰəʔ⁵	tsheq7
敕	敕		tsʰəʔ⁵	tsheq7
测	測		tsʰəʔ⁵	tsheq7
恻	惻		tsʰəʔ⁵	tsheq7
斥	斥		tsʰəʔ⁵	tsheq7
吃	吃	～饭	tsʰəʔ⁵	tsheq7
涉	涉		dzəʔ²	dzeq8
侄	侄		dzəʔ²	dzeq8
秩	秩		dzəʔ²	dzeq8
直	直		dzəʔ²	dzeq8
值	值		dzəʔ²	dzeq8
殖	殖		dzəʔ²	dzeq8
植	植		dzəʔ²	dzeq8
泽	澤		dzəʔ²	dzeq8
掷	擲		dzəʔ²	dzeq8
涩	澀		səʔ⁵	seq7
湿	濕		səʔ⁵	seq7
弑	弑		səʔ⁵	seq7
屑	屑	又读，一～～	səʔ⁵	seq7
瑟	瑟		səʔ⁵	seq7
虱	虱		səʔ⁵	seq7
失	失		səʔ⁵	seq7
室	室		səʔ⁵	seq7
啬	嗇		səʔ⁵	seq7
戌	戌		səʔ⁵	seq7
恤	恤		səʔ⁵	seq7
塞	塞		səʔ⁵	seq7
色	色		səʔ⁵	seq7
识	識		səʔ⁵	seq7
式	式		səʔ⁵	seq7
饰	飾		səʔ⁵	seq7
适	適		səʔ⁵	seq7
㽺	㽺	不好	səʔ⁵	seq7
杂	雜		zəʔ²	zeq8
十	十		zəʔ²	zeq8
什	什		zəʔ²	zeq8
拾	拾		zəʔ²	zeq8
入	入	文读，～口	zəʔ²	zeq8
实	實		zəʔ²	zeq8
日	日	文读，～本	zəʔ²	zeq8
术	術		zəʔ²	zeq8
述	述		zəʔ²	zeq8
贼	賊		zəʔ²	zeq8
食	食		zəʔ²	zeq8
个	個	一～	kəʔ⁵	keq7
蛤	蛤	文～	kəʔ⁵	keq7
鸽	鴿		kəʔ⁵	keq7
合	合	～算	kəʔ⁵	keq7
割	割		kəʔ⁵	keq7
吃	吃	～子：口吃	kəʔ⁵	keq7
葛	葛		kəʔ⁵	keq7
革	革		kəʔ⁵	keq7
虼	虼	～蚤：跳蚤；～蜢：蚱蜢	kəʔ⁵	keq7
磕	磕		kʰəʔ⁵	kheq7
渴	渴		kʰəʔ⁵	kheq7
刻	刻		kʰəʔ⁵	kheq7
克	克		kʰəʔ⁵	kheq7
咳	咳		kʰəʔ⁵	kheq7
喝	喝		həʔ⁵	heq7
黑	黑		həʔ⁵	heq7
扼	扼		əʔ⁵	eq7
骇	駭		əʔ²	eq8
合	合		əʔ²	eq8
曷	曷		əʔ²	eq8
核	核		əʔ²	eq8
憋	憋		pieʔ⁵	piq7
鳖	鱉		pieʔ⁵	piq7
瘪	癟		pieʔ⁵	piq7
笔	筆		pieʔ⁵	piq7
毕	畢		pieʔ⁵	piq7
必	必		pieʔ⁵	piq7
逼	逼		pieʔ⁵	piq7
碧	碧		pieʔ⁵	piq7
璧	璧		pieʔ⁵	piq7
壁	壁		pieʔ⁵	piq7
撇	撇		pʰieʔ⁵	phiq7
匹	匹		pʰieʔ⁵	phiq7
僻	僻		pʰieʔ⁵	phiq7
辟	辟		pʰieʔ⁵	phiq7
霹	霹		pʰieʔ⁵	phiq7
劈	劈		pʰieʔ⁵	phiq7
癖	癖		pʰieʔ⁵	phiq7
别	別		bieʔ²	biq8
弼	弼		bieʔ²	biq8
灭	滅		mieʔ²	miq8
篾	篾		mieʔ²	miq8
蔑	蔑		mieʔ²	miq8
密	密		mieʔ²	miq8
蜜	蜜		mieʔ²	miq8
觅	覓		mieʔ²	miq8
幂	冪		mieʔ²	miq8
跌	跌		tieʔ⁵	tiq7
滴	滴		tieʔ⁵	tiq7
嫡	嫡		tieʔ⁵	tiq7
的	的		tieʔ⁵	tiq7
贴	貼		tʰieʔ⁵	thiq7
帖	帖		tʰieʔ⁵	thiq7
铁	鐵		tʰieʔ⁵	thiq7
踢	踢		tʰieʔ⁵	thiq7
剔	剔		tʰieʔ⁵	thiq7
叠	疊		dieʔ²	diq8
牒	牒		dieʔ²	diq8
蝶	蝶		dieʔ²	diq8
谍	諜		dieʔ²	diq8
碟	碟		dieʔ²	diq8
迭	迭		dieʔ²	diq8
狄	狄		dieʔ²	diq8
笛	笛		dieʔ²	diq8
敌	敵		dieʔ²	diq8
籴	糴		dieʔ²	diq8
立	立		lieʔ²	liq8
列	列		lieʔ²	liq8
裂	裂		lieʔ²	liq8
烈	烈		lieʔ²	liq8
栗	栗		lieʔ²	liq8
律	律		lieʔ²	liq8
率	率	概～	lieʔ²	liq8
力	力		lieʔ²	liq8
雳	靂		lieʔ²	liq8
历	歷		lieʔ²	liq8
历	曆		lieʔ²	liq8
接	接		tɕieʔ⁵	ciq7
劫	劫		tɕieʔ⁵	ciq7
急	急		tɕieʔ⁵	ciq7
级	級		tɕieʔ⁵	ciq7
汲	汲		tɕieʔ⁵	ciq7
给	給		tɕieʔ⁵	ciq7
孑	孑		tɕieʔ⁵	ciq7
揭	揭		tɕieʔ⁵	ciq7
羯	羯		tɕieʔ⁵	ciq7
碣	碣		tɕieʔ⁵	ciq7
节	節		tɕieʔ⁵	ciq7
结	結		tɕieʔ⁵	ciq7
洁	潔		tɕieʔ⁵	ciq7
吉	吉		tɕieʔ⁵	ciq7
诘	詰		tɕieʔ⁵	ciq7
即	即		tɕieʔ⁵	ciq7
鲫	鯽		tɕieʔ⁵	ciq7
稷	稷		tɕieʔ⁵	ciq7
棘	棘		tɕieʔ⁵	ciq7
戟	戟		tɕieʔ⁵	ciq7
积	積		tɕieʔ⁵	ciq7
迹	跡		tɕieʔ⁵	ciq7
脊	脊		tɕieʔ⁵	ciq7
绩	績		tɕieʔ⁵	ciq7
击	擊		tɕieʔ⁵	ciq7
激	激		tɕieʔ⁵	ciq7
骘	騭	收阴～：偷偷收好处	tɕieʔ⁵	ciq7
砌	砌	～墙头	tɕʰieʔ⁵	chiq7
妾	妾		tɕʰieʔ⁵	chiq7
怯	怯		tɕʰieʔ⁵	chiq7
缉	緝		tɕʰieʔ⁵	chiq7
辑	輯		tɕʰieʔ⁵	chiq7
泣	泣		tɕʰieʔ⁵	chiq7
切	切		tɕʰieʔ⁵	chiq7
七	七		tɕʰieʔ⁵	chiq7
柒	柒		tɕʰieʔ⁵	chiq7
漆	漆		tɕʰieʔ⁵	chiq7
契	契	～合	tɕʰieʔ⁵	chiq7
乞	乞		tɕʰieʔ⁵	chiq7
迄	迄		tɕʰieʔ⁵	chiq7
戚	戚		tɕʰieʔ⁵	chiq7
袭	襲		dʑieʔ²	jiq8
及	及		dʑieʔ²	jiq8
杰	傑		dʑieʔ²	jiq8
竭	竭		dʑieʔ²	jiq8
极	極		dʑieʔ²	jiq8
剧	劇		dʑieʔ²	jiq8
聂	聶		ȵieʔ²	gniq8
镊	鑷		ȵieʔ²	gniq8
业	業		ȵieʔ²	gniq8
入	入	白读，～舍：入赘	ȵieʔ²	gniq8
热	熱		ȵieʔ²	gniq8
孽	孽		ȵieʔ²	gniq8
日	日	白读，～头：太阳	ȵieʔ²	gniq8
逆	逆		ȵieʔ²	gniq8
溺	溺		ȵieʔ²	gniq8
胁	脅		ɕieʔ⁵	shiq7
吸	吸		ɕieʔ⁵	shiq7
薛	薛		ɕieʔ⁵	shiq7
亵	褻		ɕieʔ⁵	shiq7
泄	泄		ɕieʔ⁵	shiq7
歇	歇		ɕieʔ⁵	shiq7
蝎	蠍		ɕieʔ⁵	shiq7
屑	屑	一～～	ɕieʔ⁵	shiq7
雪	雪		ɕieʔ⁵	shiq7
悉	悉		ɕieʔ⁵	shiq7
膝	膝		ɕieʔ⁵	shiq7
息	息		ɕieʔ⁵	shiq7
熄	熄		ɕieʔ⁵	shiq7
媳	媳		ɕieʔ⁵	shiq7
昔	昔		ɕieʔ⁵	shiq7
惜	惜		ɕieʔ⁵	shiq7
锡	錫		ɕieʔ⁵	shiq7
析	析		ɕieʔ⁵	shiq7
檄	檄		ɕieʔ⁵	shiq7
燹	燹		ɕieʔ⁵	shiq7
捷	捷		ʑieʔ²	zhiq8
集	集		ʑieʔ²	zhiq8
习	習		ʑieʔ²	zhiq8
截	截		ʑieʔ²	zhiq8
绝	絕		ʑieʔ²	zhiq8
疾	疾		ʑieʔ²	zhiq8
籍	籍		ʑieʔ²	zhiq8
藉	藉		ʑieʔ²	zhiq8
席	席		ʑieʔ²	zhiq8
夕	夕		ʑieʔ²	zhiq8
寂	寂		ʑieʔ²	zhiq8
缢	縊		ieʔ⁵	iq7
邑	邑		ieʔ⁵	iq7
揖	揖		ieʔ⁵	iq7
谒	謁		ieʔ⁵	iq7
噎	噎		ieʔ⁵	iq7
一	一		ieʔ⁵	iq7
壹	壹		ieʔ⁵	iq7
乙	乙		ieʔ⁵	iq7
抑	抑		ieʔ⁵	iq7
益	益		ieʔ⁵	iq7
屹	屹		ieʔ⁵	iq7
叶	葉		ieʔ²	iq8
逸	逸		ieʔ²	iq8
弋	弋		ieʔ²	iq8
翼	翼		ieʔ²	iq8
亦	亦		ieʔ²	iq8
译	譯		ieʔ²	iq8
液	液		ieʔ²	iq8
腋	腋		ieʔ²	iq8
骨	骨		kuəʔ⁵	kueq7
国	國		kuəʔ⁵	kueq7
阔	闊		kʰuəʔ⁵	khueq7
活	活		uəʔ²	ueq8
猢	猢	～狲：猴子	uəʔ²	ueq8
囫	囫		uəʔ²	ueq8
𣝗	𣝗	果核	uəʔ²	ueq8
或	或		uəʔ²	ueq8
惑	惑		uəʔ²	ueq8
获	獲		uəʔ²	ueq8
郁	鬱	～金香	yəʔ⁵	iueq7
悦	悅		yəʔ²	iueq8
阅	閱		yəʔ²	iueq8
月	月		yəʔ²	iueq8
越	越		yəʔ²	iueq8
钺	鉞		yəʔ²	iueq8
粤	粵		yəʔ²	iueq8
穴	穴		yəʔ²	iueq8
域	域		yəʔ²	iueq8
役	役		yəʔ²	iueq8
哲	哲		tsʮəʔ⁵	tsyueq7
折	折	打～	tsʮəʔ⁵	tsyueq7
浙	浙		tsʮəʔ⁵	tsyueq7
厥	厥		tsʮəʔ⁵	tsyueq7
孓	孓		tsʮəʔ⁵	tsyueq7
决	決		tsʮəʔ⁵	tsyueq7
诀	訣		tsʮəʔ⁵	tsyueq7
橘	橘		tsʮəʔ⁵	tsyueq7
阙	闕		tsʰʮəʔ⁵	tshyueq7
缺	缺		tsʰʮəʔ⁵	tshyueq7
出	出		tsʰʮəʔ⁵	tshyueq7
屈	屈		tsʰʮəʔ⁵	tshyueq7
橛	橛		dzʮəʔ²	dzyueq8
掘	掘		dzʮəʔ²	dzyueq8
倔	倔		dzʮəʔ²	dzyueq8
□	□	一～坟头	dzʮəʔ²	dzyueq8
摄	攝		sʮəʔ⁵	syueq7
设	設		sʮəʔ⁵	syueq7
刷	刷		sʮəʔ⁵	syueq7
说	說		sʮəʔ⁵	syueq7
血	血		sʮəʔ⁵	syueq7
蜇	蜇		zʮəʔ²	zyueq8
舌	舌		zʮəʔ²	zyueq8
折	折	～本	zʮəʔ²	zyueq8
博	博		pɞʔ⁵	poq7
搏	搏		pɞʔ⁵	poq7
剥	剝		pɞʔ⁵	poq7
驳	駁		pɞʔ⁵	poq7
北	北		pɞʔ⁵	poq7
卜	蔔	占～	pɞʔ⁵	poq7
璞	璞		pʰɞʔ⁵	phoq7
朴	樸		pʰɞʔ⁵	phoq7
扑	撲		pʰɞʔ⁵	phoq7
覆	覆	白读，倒扣	pʰɞʔ⁵	phoq7
薄	薄		bɞʔ²	boq8
泊	泊	停～	bɞʔ²	boq8
缚	縛	绑	bɞʔ²	boq8
雹	雹		bɞʔ²	boq8
仆	僕		bɞʔ²	boq8
濮	濮		bɞʔ²	boq8
曝	曝		bɞʔ²	boq8
瀑	瀑		bɞʔ²	boq8
亳	亳		bɞʔ²	boq8
摸	摸		mɞʔ⁵	moq7
莫	莫		mɞʔ²	moq8
寞	寞		mɞʔ²	moq8
墨	墨		mɞʔ²	moq8
木	木		mɞʔ²	moq8
沐	沐		mɞʔ²	moq8
目	目		mɞʔ²	moq8
穆	穆		mɞʔ²	moq8
