简	繁	注释	IPA	吴拼
压	壓	白读，～力	aʔ⁵	aq7
轭	軛	牛～	aʔ⁵	aq7
恶	惡	～人	aʔ⁵	aq7
匣	匣	箱子	aʔ²	ghaq8
鹤	鶴		aʔ²	ghaq8
学	學	动词	aʔ²	ghaq8
额	額	～角头：额头	aʔ²	ghaq8
狭	狹		aʔ²	ghaq8
岳	岳		aʔ²	ghaq8
鄂	鄂		aʔ²	ghaq8
鳄	鱷		aʔ²	ghaq8
跌	跌		tiaʔ⁵	tiaq7
帖	帖		tʰiaʔ⁵	thiaq7
贴	貼		tʰiaʔ⁵	thiaq7
铁	鐵		tʰiaʔ⁵	thiaq7
叠	疊		diaʔ²	diaq8
蝶	蝶		diaʔ²	diaq8
迭	迭		diaʔ²	diaq8
猎	獵		liaʔ²	liaq8
裂	裂	豁～：开裂	liaʔ²	liaq8
掠	掠	用手打；梳头	liaʔ²	liaq8
略	略		liaʔ²	liaq8
笠	笠	白读，～帽：斗笠	liaʔ²	liaq8
节	節		tsiaʔ⁵	tsiaq7
切	切	～菜	tsʰiaʔ⁵	tshiaq7
鹊	鵲	阿～：喜鹊	tsʰiaʔ⁵	tshiaq7
雀	雀	百～灵	tsʰiaʔ⁵	tshiaq7
削	削		siaʔ⁵	siaq7
皵	皵	～丝：衣服中的丝外露	siaʔ⁵	siaq7
截	截	～断	ziaʔ²	ziaq8
嚼	嚼		ziaʔ²	ziaq8
爵	爵		dziaʔ²	dziaq8
挟	挾	夹菜	tɕiaʔ⁵	ciaq7
摘	摘	白读，～果子，～花	tɕiaʔ⁵	ciaq7
脚	腳		tɕiaʔ⁵	ciaq7
只	隻	一～手	tɕiaʔ⁵	ciaq7
甲	甲	～鱼	tɕiaʔ⁵	ciaq7
觉	覺	文读，感～	tɕiaʔ⁵	ciaq7
窄	窄	狭～；～溪：地名	tɕiaʔ⁵	ciaq7
□	□	压	tɕiaʔ⁵	ciaq7
恰	恰		tɕʰiaʔ⁵	chiaq7
洽	洽		tɕʰiaʔ⁵	chiaq7
却	卻		tɕʰiaʔ⁵	chiaq7
拆	拆		tɕʰiaʔ⁵	chiaq7
册	冊	一～书	tɕʰiaʔ⁵	chiaq7
尺	尺		tɕʰiaʔ⁵	chiaq7
赤	赤	～兔马	tɕʰiaʔ⁵	chiaq7
□	□	衣服敞开	tɕʰiaʔ⁵	chiaq7
着	著	困～，够弗～	dʑiaʔ²	jiaq8
择	擇	用力扯下：叶子～落来	dʑiaʔ²	jiaq8
栅	柵	～栏档	ɕiaʔ⁵	shiaq7
胁	脅		ɕiaʔ⁵	shiaq7
□	□	水中涮物体待洗：~碗、~衣裳	ɕiaʔ⁵	shiaq7
□	□	粥等失去黏性	ɕiaʔ⁵	shiaq7
若	若		ʑiaʔ²	zhiaq8
弱	弱		ʑiaʔ²	zhiaq8
石	石		ʑiaʔ²	zhiaq8
�	�	快速发生：事体～出来、～弄堂	ʑiaʔ²	zhiaq8
捏	捏		ȵiaʔ²	gniaq8
虐	虐		ȵiaʔ²	gniaq8
疟	瘧		ȵiaʔ²	gniaq8
约	約		iaʔ⁵	iaq7
噎	噎	～牢	iaʔ⁵	iaq7
压	壓	文读，高～锅	iaʔ⁵	iaq7
也	也	副词，我侬～去	iaʔ²	yaq8
峡	峽		iaʔ²	yaq8
协	協		iaʔ²	yaq8
药	藥		iaʔ²	yaq8
钥	鑰	～匙	iaʔ²	yaq8
学	學	文读，～校	iaʔ²	yaq8
侠	俠		iaʔ²	yaq8
乐	樂	音～，～队	iaʔ²	yaq8
岳	嶽	五～	iaʔ²	yaq8
括	括	包～	kuaʔ⁵	kuaq7
刮	刮		kuaʔ⁵	kuaq7
阔	闊		kʰuaʔ⁵	khuaq7
扩	擴		kʰuaʔ⁵	khuaq7
豁	豁	衣裳～开	huaʔ⁵	huaq7
□	□	裂开	huaʔ⁵	huaq7
挖	挖		uaʔ⁵	uaq7
□	□	乌珠～开：眼睛睁开	uaʔ⁵	uaq7
□	□	陷进去	uaʔ⁵	uaq7
活	活		uaʔ²	uaq8
滑	滑		uaʔ²	uaq8
猾	猾	狡～	uaʔ²	uaq8
划	劃	计～	uaʔ²	uaq8
还	還	副词：～要（语气较重）	uaʔ²	uaq8
钵	缽	～头	peʔ⁵	peq7
拨	撥	～算盘	peʔ⁵	peq7
驳	駁	白读，～船：停靠在码头的船	peʔ⁵	peq7
不	不	～锈钢	peʔ⁵	peq7
□	□	～鸟：男童阴	peʔ⁵	peq7
泼	潑		pʰeʔ⁵	pheq7
魄	魄	～力	pʰeʔ⁵	pheq7
迫	迫		pʰeʔ⁵	pheq7
鼻	鼻		beʔ²	beq8
拨	撥	～一～，动一动	beʔ²	beq8
�	�	泥～头：泥块	beʔ²	beq8
薄	薄	～刀：菜刀	beʔ²	beq8
末	末	期～，～屑	meʔ²	meq8
沫	沫		meʔ²	meq8
没	沒	～大水	meʔ²	meq8
弗	弗	不	veʔ⁵	veq7
勿	勿		veʔ²	veq8
佛	佛		veʔ²	veq8
物	物		veʔ²	veq8
掇	掇	用手端物体；暂借：～钞票	teʔ⁵	teq7
啄	啄		teʔ⁵	teq7
得	得		teʔ⁵	teq7
德	德		teʔ⁵	teq7
□	□	坛子	teʔ⁵	teq7
脱	脫		tʰeʔ⁵	theq7
秃	禿	～顶	tʰeʔ⁵	theq7
忒	忒	～好：太好	tʰeʔ⁵	theq7
突	突	乌珠～出	tʰeʔ⁵	theq7
夺	奪		deʔ²	deq8
突	突	～然	deʔ²	deq8
特	特		deʔ²	deq8
凸	凸		deʔ²	deq8
纳	納		neʔ²	neq8
栗	栗	～子	leʔ²	leq8
肋	肋		leʔ²	leq8
勒	勒		leʔ²	leq8
粒	粒		leʔ²	leq8
垃	垃	～圾	leʔ²	leq8
□	□	麻烦	leʔ²	leq8
卒	卒		tseʔ⁵	tseq7
则	則		tseʔ⁵	tseq7
侧	側	白读，～转	tseʔ⁵	tseq7
责	責		tseʔ⁵	tseq7
撮	撮		tsʰeʔ⁵	tsheq7
测	測		tsʰeʔ⁵	tsheq7
策	策		tsʰeʔ⁵	tsheq7
彻	徹	文读，贯～	tsʰeʔ⁵	tsheq7
侧	側	文读，～面	tsʰeʔ⁵	tsheq7
杂	雜	文读，～志	dzeʔ²	dzeq8
泽	澤		dzeʔ²	dzeq8
择	擇	文读	dzeʔ²	dzeq8
掷	擲	～骰子	dzeʔ²	dzeq8
秩	秩		dzeʔ²	dzeq8
虱	虱		seʔ⁵	seq7
塞	塞		seʔ⁵	seq7
色	色		seʔ⁵	seq7
啬	嗇		seʔ⁵	seq7
圾	圾	垃～	seʔ⁵	seq7
屑	屑	末～：碎屑；不定量词：一～	seʔ⁵	seq7
杂	雜	白读，～七～八	zeʔ²	zeq8
贼	賊		zeʔ²	zeq8
是	是	代词强调词头	zeʔ²	zeq8
个	個	一～鱼：一条鱼；近指词，相当于“这”	keʔ⁵	keq7
黑	黑		heʔ⁵	heq7
垩	堊		eʔ⁵	eq7
罯	罯	覆盖	eʔ⁵	eq7
合	合		eʔ²	gheq8
核	核	审～	eʔ²	gheq8
鳖	鱉		pieʔ⁵	piq7
憋	憋		pieʔ⁵	piq7
笔	筆		pieʔ⁵	piq7
滗	潷		pieʔ⁵	piq7
毕	畢		pieʔ⁵	piq7
必	必		pieʔ⁵	piq7
碧	碧		pieʔ⁵	piq7
璧	璧		pieʔ⁵	piq7
壁	壁		pieʔ⁵	piq7
陛	陛	～下	pieʔ⁵	piq7
逼	逼		pieʔ⁵	piq7
匹	匹		pʰieʔ⁵	phiq7
䏘	䏘	女阴	pʰieʔ⁵	phiq7
撇	撇		pʰieʔ⁵	phiq7
劈	劈		pʰieʔ⁵	phiq7
僻	僻		pʰieʔ⁵	phiq7
癖	癖		pʰieʔ⁵	phiq7
□	□	打人	pʰieʔ⁵	phiq7
别	別		bieʔ²	biq8
煏	煏	烘烤：火～鸡	bieʔ²	biq8
荸	荸	～荠	bieʔ²	biq8
蹩	蹩	～脚	bieʔ²	biq8
�	�	追赶，赶走	bieʔ²	biq8
弼	弼		bieʔ²	biq8
搣	搣	拧：～螺丝	mieʔ⁵	miq7
灭	滅		mieʔ²	miq8
篾	篾	竹～	mieʔ²	miq8
密	密		mieʔ²	miq8
蜜	蜜		mieʔ²	miq8
滴	滴	水～石穿	tieʔ⁵	tiq7
嫡	嫡	～亲	tieʔ⁵	tiq7
的	的	目～	tieʔ⁵	tiq7
擿	擿	用手指摘	tieʔ⁵	tiq7
踢	踢		tʰieʔ⁵	thiq7
剔	剔		tʰieʔ⁵	thiq7
笛	笛		dieʔ²	diq8
敌	敵		dieʔ²	diq8
狄	狄		dieʔ²	diq8
籴	糴		dieʔ²	diq8
碟	碟		dieʔ²	diq8
谍	諜		dieʔ²	diq8
涤	滌		dieʔ²	diq8
立	立		lieʔ²	liq8
笠	笠	文读，戴～	lieʔ²	liq8
列	列		lieʔ²	liq8
烈	烈		lieʔ²	liq8
劣	劣		lieʔ²	liq8
律	律		lieʔ²	liq8
率	率	速～	lieʔ²	liq8
力	力		lieʔ²	liq8
历	曆		lieʔ²	liq8
接	接		tsieʔ⁵	tsiq7
即	即		tsieʔ⁵	tsiq7
鲫	鯽	～鱼	tsieʔ⁵	tsiq7
积	積		tsieʔ⁵	tsiq7
迹	跡		tsieʔ⁵	tsiq7
绩	績		tsieʔ⁵	tsiq7
稷	稷	社～	tsieʔ⁵	tsiq7
且	且	而～	tsʰieʔ⁵	tshiq7
妾	妾		tsʰieʔ⁵	tshiq7
缉	緝	通～	tsʰieʔ⁵	tshiq7
辑	輯	逻～	tsʰieʔ⁵	tshiq7
七	七		tsʰieʔ⁵	tshiq7
漆	漆		tsʰieʔ⁵	tshiq7
戚	戚		tsʰieʔ⁵	tshiq7
刺	刺	～鞋底：纳鞋底	tsʰieʔ⁵	tshiq7
捷	捷		dzieʔ²	dziq8
集	集	文读，～体	dzieʔ²	dziq8
习	習		dzieʔ²	dziq8
疾	疾		dzieʔ²	dziq8
籍	籍		dzieʔ²	dziq8
夕	夕		dzieʔ²	dziq8
绝	絕		dzieʔ²	dziq8
席	席	文读，主～	dzieʔ²	dziq8
薛	薛		sieʔ⁵	siq7
泄	泄		sieʔ⁵	siq7
雪	雪		sieʔ⁵	siq7
悉	悉		sieʔ⁵	siq7
膝	膝		sieʔ⁵	siq7
息	息		sieʔ⁵	siq7
熄	熄		sieʔ⁵	siq7
媳	媳		sieʔ⁵	siq7
惜	惜		sieʔ⁵	siq7
锡	錫		sieʔ⁵	siq7
析	析		sieʔ⁵	siq7
戌	戌		sieʔ⁵	siq7
席	席	白读，席子	zieʔ²	ziq8
藉	藉	狼～	zieʔ²	ziq8
集	集	白读，整理	zieʔ²	ziq8
踅	踅	～转：转身	zieʔ²	ziq8
袭	襲	～击	zieʔ²	ziq8
折	摺	～被头：叠被子	tɕieʔ⁵	ciq7
蛰	蟄	惊～	tɕieʔ⁵	ciq7
汁	汁		tɕieʔ⁵	ciq7
执	執		tɕieʔ⁵	ciq7
急	急		tɕieʔ⁵	ciq7
级	級		tɕieʔ⁵	ciq7
折	折	打～	tɕieʔ⁵	ciq7
哲	哲		tɕieʔ⁵	ciq7
浙	浙		tɕieʔ⁵	ciq7
吉	吉		tɕieʔ⁵	ciq7
结	結		tɕieʔ⁵	ciq7
洁	潔		tɕieʔ⁵	ciq7
只	只	副词，～晓得吃	tɕieʔ⁵	ciq7
织	織		tɕieʔ⁵	ciq7
职	職		tɕieʔ⁵	ciq7
击	擊		tɕieʔ⁵	ciq7
激	激		tɕieʔ⁵	ciq7
指	指	手～头	tɕieʔ⁵	ciq7
羯	羯	阉割猪牛等	tɕieʔ⁵	ciq7
劫	劫		tɕieʔ⁵	ciq7
给	給	～养	tɕieʔ⁵	ciq7
质	質		tɕieʔ⁵	ciq7
棘	棘	荆～	tɕieʔ⁵	ciq7
戟	戟	三叉～	tɕieʔ⁵	ciq7
□	□	相当于“了2”：吃饭～	tɕieʔ⁵	ciq7
泣	泣		tɕʰieʔ⁵	chiq7
彻	徹	白读	tɕʰieʔ⁵	chiq7
撤	撤		tɕʰieʔ⁵	chiq7
乞	乞		tɕʰieʔ⁵	chiq7
吃	吃		tɕʰieʔ⁵	chiq7
及	及		dʑieʔ²	jiq8
杰	傑		dʑieʔ²	jiq8
侄	侄	～郎：侄子	dʑieʔ²	jiq8
直	直		dʑieʔ²	jiq8
值	值		dʑieʔ²	jiq8
植	植		dʑieʔ²	jiq8
殖	殖	～民	dʑieʔ²	jiq8
剧	劇		dʑieʔ²	jiq8
搩	搩	抱	dʑieʔ²	jiq8
极	極		dʑieʔ²	jiq8
日	日	白读	ȵieʔ²	gniq8
聂	聶		ȵieʔ²	gniq8
业	業		ȵieʔ²	gniq8
热	熱		ȵieʔ²	gniq8
孽	孽		ȵieʔ²	gniq8
逆	逆		ȵieʔ²	gniq8
入	入	白读，～赘	ȵieʔ²	gniq8
匿	匿	～名信	ȵieʔ²	gniq8
摄	攝	～魂魄	ɕieʔ⁵	shiq7
湿	濕		ɕieʔ⁵	shiq7
吸	吸		ɕieʔ⁵	shiq7
设	設		ɕieʔ⁵	shiq7
歇	歇		ɕieʔ⁵	shiq7
失	失	遗忘在某处：东西～落	ɕieʔ⁵	shiq7
室	室		ɕieʔ⁵	shiq7
识	識		ɕieʔ⁵	shiq7
式	式		ɕieʔ⁵	shiq7
饰	飾		ɕieʔ⁵	shiq7
释	釋		ɕieʔ⁵	shiq7
适	適	～合	ɕieʔ⁵	shiq7
十	十		ʑieʔ²	zhiq8
舌	舌		ʑieʔ²	zhiq8
折	折	手～：手瘸	ʑieʔ²	zhiq8
实	實		ʑieʔ²	zhiq8
食	食		ʑieʔ²	zhiq8
蚀	蝕		ʑieʔ²	zhiq8
入	入	文读，性交	ʑieʔ²	zhiq8
日	日	文读，～光灯	ʑieʔ²	zhiq8
术	術		ʑieʔ²	zhiq8
述	述		ʑieʔ²	zhiq8
什	什	～锦	ʑieʔ²	zhiq8
鸽	鴿		kieʔ⁵	kiq7
合	合	十合一升；～算	kieʔ⁵	kiq7
蛤	蛤		kieʔ⁵	kiq7
割	割		kieʔ⁵	kiq7
葛	葛		kieʔ⁵	kiq7
革	革		kieʔ⁵	kiq7
吃	吃	口吃：～子	kieʔ⁵	kiq7
虼	虼	～蚤：跳蚤	kieʔ⁵	kiq7
磕	磕		kʰieʔ⁵	khiq7
瞌	瞌	打～�	kʰieʔ⁵	khiq7
刻	刻		kʰieʔ⁵	khiq7
克	克		kʰieʔ⁵	khiq7
□	□	卡住	gieʔ²	giq8
一	一		ieʔ⁵	iq7
乙	乙		ieʔ⁵	iq7
抑	抑	～郁	ieʔ⁵	iq7
益	益		ieʔ⁵	iq7
揖	揖	作～	ieʔ⁵	iq7
靥	靨	瘪进去	ieʔ⁵	iq7
叶	葉		ieʔ²	yiq8
页	頁		ieʔ²	yiq8
翼	翼	～膀	ieʔ²	yiq8
易	易	交～	ieʔ²	yiq8
亦	亦		ieʔ²	yiq8
译	譯		ieʔ²	yiq8
液	液		ieʔ²	yiq8
曳	曳	拖拉	ieʔ²	yiq8
邑	邑		ieʔ²	yiq8
八	八		poʔ⁵	poq7
博	博		poʔ⁵	poq7
搏	搏	～斗	poʔ⁵	poq7
膊	膊		poʔ⁵	poq7
剥	剝		poʔ⁵	poq7
驳	駁	文读，反～	poʔ⁵	poq7
北	北		poʔ⁵	poq7
朴	樸		pʰoʔ⁵	phoq7
扑	撲		pʰoʔ⁵	phoq7
拍	拍	～照	pʰoʔ⁵	phoq7
覆	覆	白读，翻转：碗～转	pʰoʔ⁵	phoq7
蝮	蝮	～头蛇：蝮蛇	pʰoʔ⁵	phoq7
拔	拔	～萝卜	boʔ²	boq8
薄	薄		boʔ²	boq8
雹	雹	雪～子：雪霰	boʔ²	boq8
仆	僕		boʔ²	boq8
箔	箔	锡～纸	boʔ²	boq8
白	白	～鸽：鸽子	boʔ²	boq8
□	□	～篮：大而深的竹器	boʔ²	boq8
□	□	落～：落魄	boʔ²	boq8
摸	摸		moʔ⁵	moq7
抹	抹	～桌布	moʔ²	moq8
袜	襪	洋～	moʔ²	moq8
莫	莫		moʔ²	moq8
寞	寞		moʔ²	moq8
墨	墨		moʔ²	moq8
默	默		moʔ²	moq8
木	木		moʔ²	moq8
沐	沐	～浴露	moʔ²	moq8
目	目		moʔ²	moq8
穆	穆		moʔ²	moq8
牧	牧		moʔ²	moq8
睦	睦		moʔ²	moq8
末	末	～落脚：最后	moʔ²	moq8
福	福		foʔ⁵	foq7
幅	幅		foʔ⁵	foq7
蝠	蝠		foʔ⁵	foq7
辐	輻	～板：水车的车页板	foʔ⁵	foq7
复	復	回～：回绝	foʔ⁵	foq7
复	複	～数	foʔ⁵	foq7
腹	腹		foʔ⁵	foq7
复	覆	回～：回应	foʔ⁵	foq7
缚	縛	绳～牢	voʔ²	voq8
服	服		voʔ²	voq8
伏	伏		voʔ²	voq8
笃	篤		toʔ⁵	toq7
督	督		toʔ⁵	toq7
□	□	炖：～豆腐	toʔ⁵	toq7
□	□	竖直	toʔ⁵	toq7
秃	禿	～头～脑：不带伞淋雨	tʰoʔ⁵	thoq7
□	□	～是：全是、都是。可能是“统”的促化形式	tʰoʔ⁵	thoq7
独	獨		doʔ²	doq8
读	讀		doʔ²	doq8
犊	犢		doʔ²	doq8
毒	毒		doʔ²	doq8
诺	諾		noʔ²	noq8
鹿	鹿		loʔ²	loq8
禄	祿		loʔ²	loq8
六	六		loʔ²	loq8
陆	陸		loʔ²	loq8
氯	氯		loʔ²	loq8
绿	綠		loʔ²	loq8
录	錄		loʔ²	loq8
渌	淥	～渚：地名	loʔ²	loq8
赂	賂	贿～	loʔ²	loq8
□	□	用耙子耙谷	loʔ²	loq8
足	足		tsoʔ⁵	tsoq7
促	促		tsʰoʔ⁵	tshoq7
续	續	手～	dzoʔ²	dzoq8
族	族		dzoʔ²	dzoq8
俗	俗		dzoʔ²	dzoq8
肃	肅		soʔ⁵	soq7
宿	宿	住～	soʔ⁵	soq7
粟	粟	小米	soʔ⁵	soq7
束	束		soʔ⁵	soq7
速	速		soʔ⁵	soq7
率	率	～领	soʔ⁵	soq7
硕	碩	～士	soʔ⁵	soq7
射	射	长形物投刺；扁嘴的禽类用嘴吃食等的动作	zoʔ²	zoq8
骨	骨		kuoʔ⁵	kuoq7
郭	郭		kuoʔ⁵	kuoq7
国	國		kuoʔ⁵	kuoq7
谷	谷		kuoʔ⁵	kuoq7
谷	穀		kuoʔ⁵	kuoq7
□	□	漱口	kuoʔ⁵	kuoq7
窟	窟		kʰuoʔ⁵	khuoq7
哭	哭		kʰuoʔ⁵	khuoq7
忽	忽		huoʔ⁵	huoq7
霍	霍		huoʔ⁵	huoq7
藿	藿		huoʔ⁵	huoq7
握	握		uoʔ⁵	uoq7
屋	屋		uoʔ⁵	uoq7
还	還	副词：～无有吃完	uoʔ⁵	uoq7
�	�	没入水中：～杀	uoʔ⁵	uoq7
�	�	果核	uoʔ²	woq8
镬	鑊	锅	uoʔ²	woq8
或	或		uoʔ²	woq8
惑	惑		uoʔ²	woq8
斛	斛		uoʔ²	woq8
获	獲		uoʔ²	woq8
猢	猢	～狲：猴子	uoʔ²	woq8
□	□	水中行走	uoʔ²	woq8
厥	厥		tɕyoʔ⁵	cioq7
决	決		tɕyoʔ⁵	cioq7
诀	訣		tɕyoʔ⁵	cioq7
橘	橘		tɕyoʔ⁵	cioq7
桌	桌		tɕyoʔ⁵	cioq7
卓	卓		tɕyoʔ⁵	cioq7
竹	竹		tɕyoʔ⁵	cioq7
筑	築		tɕyoʔ⁵	cioq7
祝	祝		tɕyoʔ⁵	cioq7
烛	燭		tɕyoʔ⁵	cioq7
粥	粥		tɕyoʔ⁵	cioq7
菊	菊		tɕyoʔ⁵	cioq7
鞠	鞠		tɕyoʔ⁵	cioq7
捉	捉	～狗涴：捡狗屎	tɕyoʔ⁵	cioq7
啄	啄	～木鸟	tɕyoʔ⁵	cioq7
□	□	吮吸	tɕyoʔ⁵	cioq7
□	□	哭～猫：爱哭的人	tɕyoʔ⁵	cioq7
缺	缺		tɕʰyoʔ⁵	chioq7
出	出		tɕʰyoʔ⁵	chioq7
屈	屈		tɕʰyoʔ⁵	chioq7
戳	戳	刀刺	tɕʰyoʔ⁵	chioq7
麴	麴	酒～	tɕʰyoʔ⁵	chioq7
触	觸		tɕʰyoʔ⁵	chioq7
曲	曲		tɕʰyoʔ⁵	chioq7
蛐	蛐	～蟮：蚯蚓	tɕʰyoʔ⁵	chioq7
畜	畜	～生	tɕʰyoʔ⁵	chioq7
瘃	瘃	冻～块：冻疮	tɕʰyoʔ⁵	chioq7
确	確	文读，的～良	tɕʰyoʔ⁵	chioq7
掘	掘		dʑyoʔ²	jioq8
穴	穴	一～坟	dʑyoʔ²	jioq8
浊	濁	酒有～气：不醇香	dʑyoʔ²	jioq8
镯	鐲	手～	dʑyoʔ²	jioq8
浞	浞	淋雨	dʑyoʔ²	jioq8
逐	逐		dʑyoʔ²	jioq8
轴	軸		dʑyoʔ²	jioq8
局	局		dʑyoʔ²	jioq8
橛	橛	量词，不长的一段	dʑyoʔ²	jioq8
肉	肉		ȵyoʔ²	gnioq8
褥	褥	被～：垫被	ȵyoʔ²	gnioq8
抈	抈	揉：～面粉	ȵyoʔ²	gnioq8
说	說	讲～话	ɕyoʔ⁵	shioq7
血	血		ɕyoʔ⁵	shioq7
朔	朔		ɕyoʔ⁵	shioq7
缩	縮		ɕyoʔ⁵	shioq7
刷	刷		ɕyoʔ⁵	shioq7
叔	叔		ɕyoʔ⁵	shioq7
蓄	蓄	储～	ɕyoʔ⁵	shioq7
噱	噱		ɕyoʔ⁵	shioq7
旭	旭		ɕyoʔ⁵	shioq7
熟	熟		ʑyoʔ²	zhioq8
赎	贖		ʑyoʔ²	zhioq8
蜀	蜀		ʑyoʔ²	zhioq8
属	屬		ʑyoʔ²	zhioq8
郁	郁		yoʔ⁵	ioq7
郁	鬱		yoʔ⁵	ioq7
□	□	折叠	yoʔ⁵	ioq7
悦	悅		yoʔ²	yoq8
阅	閱		yoʔ²	yoq8
月	月		yoʔ²	yoq8
越	越		yoʔ²	yoq8
域	域		yoʔ²	yoq8
疫	疫		yoʔ²	yoq8
役	役		yoʔ²	yoq8
育	育		yoʔ²	yoq8
玉	玉		yoʔ²	yoq8
狱	獄	地～	yoʔ²	yoq8
浴	浴		yoʔ²	yoq8
欲	欲		yoʔ²	yoq8
粤	粵		yoʔ²	yoq8
□	□	挥舞旗帜	yoʔ²	yoq8
无	無	白读，～结果：缺德	m²²³	m2
亩	畝		m⁵⁵	m3
母	母	白读，娘舅～：舅妈	m⁵⁵	m3
墓	墓	陆～：地名	m³¹³	m6
儿	兒	白读	n²²³	n2
□	□	何～：谁，可能是“人”或“侬”的成音节化	n²²³	n2
五	五		n⁵⁵	n3
午	午	端～	n⁵⁵	n3
芋	芋	～艿	n⁵⁵	n3
耳	耳	～朵	n⁵⁵	n3
尾	尾	～巴	n⁵⁵	n3
□	□	～ta⁵⁵：那里	n⁵⁵	n3
尔	爾	白读，你	n³¹³	n6
而	而		l²²³	l2
儿	兒	文读，幼～园	l²²³	l2
耳	耳	文读，黑木～	l⁵⁵	l3
尔	爾	文读，哈～滨	l⁵⁵	l3
二	二	文读，～百五	l³¹³	l6
事	事	何～：什么	l³¹³	l6
