来源：	王梅弘 2015《垣曲县新城镇方言语音研究》；Hynuza, Skanda 整理录入
tʂʰ	［1］除锄=储厨雏［3］褚处{相～}杵［5］著柱-{柱～}住-{～哪}处{～所}吹-{～灭}锤-出帚{扫～}
ʂ	［1］谁-赎［3］暑鼠黍水-蜀［5］数{～学}书舒输={运～}署殊竖睡=术戍述树枢
ʐ	［1］如儒［3］汝乳辱［5］输-{～了}入
k	［3］古鼓骨［5］姑孤箍估{～计}牯股故固雇顾谷牯{头～}贾{～住：强迫性接受}菇{蘑～}
kʰ	［3］苦［5］枯哭裤库窟{石～}酷
x	［1］胡湖狐壶乎{在～}瓠{～瓜}斛和{麻将用语}蝠{夜蝙～}糊蝴［3］虎浒唬［5］户呼互护忽核-{果～}
Ø	［1］吴蜈吾梧［3］武舞侮鹉五伍午捂［5］无巫诬务雾误悟乌污坞恶{厌～}戊物勿屋杌{～子}□{～惜：爱惜，不浪费}兀{～岸：那边}
#y	
l	［1］驴［3］吕旅缕屡侣铝捋［5］虑滤泪-{～颗}律率绿={～化}
tɕ	［1］橘局=焗{～油}菊［3］举嘴-［5］聚居车{～马炮}据锯{～子}拘驹俱句矩巨拒距具惧醉-{喝～}剧掬□{～死啦：因紧绷或封闭而感到难受}
tɕʰ	［1］渠瞿局-{～长}［3］取={～消}娶苣{莴～}［5］蛆趋趣去={～皮}区驱屈曲蛐□{绑一个～：打个结}
ȵ	［3］女语-{言～}
ɕ	［1］徐随-{～着几个人}俗{风～}蓿{苜～}［3］许荽{芫～}［5］絮须需序叙绪续婿{女～}岁-{几～}穗-{麦～}髓-戌恤宿{～舍}蓄续酗旭虚
Ø	［1］鱼渔吁{象声词，原驾驭牲口时发出的声音}余馀榆{～木疙瘩}愉逾虞愚娱［3］语={～言}雨宇禹羽与予［5］于淤迂盂芋{～头}誉预豫愈喻裕域育郁玉狱欲浴喂-{～猪}□{用鞭子、棍棒打}围-{～上}
#a	
p	［1］拔［3］把{一～}㞎{拉屎}［5］巴芭疤霸坝爸八叭罢扒［0］吧{语气词}
pʰ	［1］爬琶{～琶}杷{枇～}耙-{～子}拔-{～萝卜}钯{铁～}筢{竹～}［5］怕帕趴啪
m	［1］麻□{～姒：活泼好动}［3］马码玛{沙琪～}［5］麻妈蟆{蛤～}骂抹{～布}蚂{蚍蜉～～}蟆{圪～}
f	［1］乏伐罚筏［3］法［5］发{头～}
t	［1］达答［3］打［5］大={～家}搭掸{鸡毛～子}褡{馍布～：一种装东西的口袋}［0］哒
tʰ	［1］□{动词，用缝纫机缝合}［5］他她它踏拓{～本}塔榻塌溻沓遢{邋～}
n	［1］拿［5］那纳捺衲{～鞋垫}
l	［5］拉腊蜡鑞辣垃邋喇旯{旮～}
ts	［1］闸{～门}杂=咋［3］眨□{～菜}拃{一～：表长度，拇指与食指的最远距离}奓{～起：举起}蚱{蚂～}痄{～腮：病名，流行性腮腺炎}［5］诈榨炸={～弹}乍-渣-剳扎{～针}匝{绕一～}咂{～一口}
tsʰ	［1］茶-搽茬杂-察砸碴{寻～}查-铡{～刀}［3］礤{动词，把丝瓜等擦成丝状}衩{裤～}［5］叉杈{分～}差{～不多}岔插擦□{嗓子～：哑}蹅{～脏：踩、踏}楂{山～}［0］嚓{咔～}
s	［3］洒［5］沙-纱炸-{～油条}撒萨杀靸{～鞋}煞刹痧
tʂ	［5］渣=乍=遮-{～住}札{～记}
tʂʰ	［1］茶=查=［5］车-{马～}扯-{～布}掐{用手～}搀{～上老人}拆
ʂ	［1］蛇-啥{～时候}［3］捨傻舍-{～不得}［5］沙=厦{大～}赊-涩{～巴}
ʐ	［3］惹-{～人}
k	［5］嘎□{心眼～：不好}
kʰ	［3］卡［5］咖喀咔
x	［1］蝦{～蟆}蛤{马～}煆{～馍：蒸馒头前等馒头醒}［5］吓-{～一跳}下-{底～}杏-匣-{抽～：抽屉}瞎-{～子}哈
Ø	［5］阿
#ia	
t	［5］爹-
l	［3］俩
tɕ	［3］姐-{～～}假{真～}贾{姓～}［5］嗟借-{～东西}家佳加痂嘉傢假{放～}架驾嫁稼佳夹价甲胛枷
tɕʰ	［1］□{“去吧”的合音}［5］茄-揢{～住}掐{～指一算}恰洽□{～过：使物体倾斜以便通过}
ȵ	［1］牙-芽伢{“人家”的合音}衙{～门}［5］砑哑-{～巴}亚鸭-押压轧{被车～}仰-{～起头看}
ɕ	［1］斜-{～的}霞瑕遐暇狭峡辖侠［5］下={～降}匣=瞎={黑灯～火}些-{一～个}卸-{～货}吓={惊～}夏厦{～门}虾
Ø	［1］爷-{祖父}牙=涯［3］野-{～地}雅也-{～是}□{丢失}［5］亚鸦{～片}哑=鸭=丫{～头}桠{～杈}夜-{～个：昨天}
#ua	
tʂ	［3］爪［5］抓
ʂ	［3］耍［5］刷
k	［3］寡剐［5］瓜挂卦刮褂［0］呱
kʰ	［3］垮［5］夸挎跨
x	［1］华{中～}滑猾划{～船}［5］花化华{～山}桦话画划{计～}
Ø	［1］娃［3］瓦{砖～}［5］蛙洼挖袜□{动词，接触某一物体}□{黑老～：乌鸦}搲{～一勺}哇娲
#ya	
tɕʰ	［1］瘸-
ɕ	［5］□{：歪斜，不正}
Ø	［5］□{动词，类似于“抓”}
#iɛ	
p	［5］别=憋蝙-{夜～蝠}冰-{～死了}鳖
pʰ	［1］别-{～住}平-{～地}棚-{牛～}蚍{蚂蚂～蜉}［5］撇病-{～了}瞥谝{闲～：闲聊}
m	［1］明-{～个：明天}名-{～儿}鸣-［5］灭篾命-{～不好}
t	［1］碟=叠=蝶=谍=咥{动词，大口吃，猛吃}［5］爹=钉-{～住}跌□{～着走:腿受伤，跛}
tʰ	［1］叠-{～被子}碟-蝶-谍-牒迭［5］铁帖贴听-{～一下}滴-{动词}挺-{动词，躺}□{小～：一种纺线工具}
l	［1］凌-{冻～}零-{～钱}铃-{～～}灵-{脑子聪明}［3］冷-{～水}领-{～子}岭-{～地}趔{～趄}咧□{动词，好动，闹腾}［5］列烈裂猎劣捩{～干：拧干}
s	［5］甥-{外～}騇{～牛}
tʂ	［1］哲蜇{被蜂～}辙［5］蒸-折{～叠}蔗浙争-{～东西}睁-{～开眼窝}
tʂʰ	［1］蛰-［3］扯={撕～}［5］车={汽～}撤称-{～东西}徹彻
ʂ	［1］折{～断}舌［5］射麝赦舍社设声-剩-{～下}升-{～旗}生-{～日}
ʐ	［5］热
tɕ	［1］捷杰节截=竭［3］姐={～妹}借=解{～决}井-{一口～}［5］皆阶介界芥{～菜}疖{火～子}届戒街={中条大～}接结洁劫揭惊-{吓～}镜-{～子}
tɕʰ	［1］截-{～断}茄={番～酱}晴-{天～了}［3］且［5］妾怯切静-净-{干～}青{～的}清-{～水}轻-{很～}窃趄{趔～}□{～倒：摔倒}
ȵ	［5］聂镊蹑业-{作～}硬-{很～}影-{～～的}孽捏额-{～头}
ɕ	［1］邪斜=协鞋=胁携［3］写醒-{～哩啦}［5］些={～许}泻=卸谢懈谐械蟹薛泄屑蝎楔歇血星-{～宿}腥{～气}
Ø	［1］爷=蝇-{～子}赢-{～了}页{“一个”的合音}［3］野={～花}也=［5］业=夜=页叶噎腋液椰曳
#yɛ	
l	［5］略掠
tɕ	［1］掘爵绝觉{～醒}［5］决诀厥倔撅{～起}
tɕʰ	［1］瘸=橛［5］雀=鹊确缺却
ȵ	［5］虐疟
ɕ	［1］踅{～过来～过去：来回走}［5］靴穴雪
Ø	［5］月越曰粤岳跃悦阅
#ɤ	
p	［1］泊{停～}驳帛博驳搏［3］勃跛膀-{翅～}［5］菠玻簸钵{衣～}薄={～荷}拨剥{～花生}燔{～锅：粘锅}膊播木-{桃～：树}
pʰ	［1］钹薄-脖{～圪臼}婆□{～下娃：生育，一般指动物的繁殖}［3］朴［5］波坡颇破泼泊{湖～}魄□{～麦：用镰刀等工具收割庄稼等}□{～命：拼命}
m	［1］魔摩馍{～～}磨{～刀}膜蘑模摹［5］磨{石～}末沫抹{～杀}没{沉～}莫寞摸默陌茉嬤{母亲}漠
f	［1］佛{～像}［3］纺-{～花车}［5］放-{～牛}
t	［5］多掇裆-{裤～}
tʰ	［5］大-{很～}汤-{米～}
l	［5］狼-乐{快～}勒了{：相当于普通话的“了”}
ts	［1］则责择=泽={沼～}
s	［5］塞{堵～}涩瑟啬色=
tʂ	［3］者褶［5］遮={～挡}着-{正吃～}这=□{～溜：正常}
tʂʰ	［5］杖-丈-
ʂ	［1］蛇=尝-［3］舍=［5］赊=奢佘摄涉上-{～头}晌-{后～}
ʐ	［1］惹={～祸}瓤-
k	［1］阁格={～局}［5］歌哥鸽咳{～嗽}割葛各搁胳革隔核-{～桃}□{～伙：搭伙，合作}圪{～蚤}
kʰ	［1］壳［3］可［5］磕糠-炕-{上～}渴克客刻蝌嗑
ŋ	［1］鹅蛾讹{～钱}娥峨俄俄额={数～}［3］我恶{～心}［5］饿鄂遏呃轭恶{～人}屙{～屎}
x	［1］荷{～花}何河和{～气}禾合蛤盒核={～对}饸{～烙面}［5］荷{负～}喝鹤赫壑贺呵褐吓{恐～}
#uo	
t	［1］踱铎夺=［3］躲朵［5］舵惰垛跺剁{～肉}萄{葡～}□{动词，戳}
tʰ	［1］驼驮夺-［3］妥椭［5］唾拖脱托讬饦{油～子：油饼}
n	［1］挪［5］诺糯
l	［1］骡螺脶{～～：手上的指纹}啰罗锣箩啰萝［3］裸［5］摞落{跌～}烙酪洛络骆
ts	［1］昨［3］左佐［5］坐=座=作做={～作业}
tsʰ	［1］矬{长得～：丑}□{工具类，用竹条编织的大筐}痤{～疮}［5］坐-搓座-锉莝{割草}措撮{～合}错□{～一簸箕：动词，用工具往起揽收}
s	［3］索锁琐唢嗦所［5］蓑梭唆桑-{～葚}嗍{动词，吮吸}
tʂ	［1］酌桌卓啄琢涿镯［5］张-{一～纸}长-{～大}装-浊捉
tʂʰ	［1］长-{～短}肠-{～子}杖-{擀面～}丈-着-［5］疮-{口～}绰戳擢{～个洞}龊{龌～}
ʂ	［1］床-伤-{有～}尝-{～一下}裳-{衣～}勺芍［3］晌-{～午}［5］窗-{～子}霜-{下～}双-{一～}朔上-{～山}
ʐ	［1］瓤{瓜～}［5］若弱
k	［3］果裹馃［5］过锅国={中～}聒光-{～～的}郭
kʰ	［5］科{～学}棵颗课{上～}括阔扩廓□{～过：把多余的东西拨开}
x	［1］活黄-{～的}和{～面}［3］火伙［5］货祸豁或惑霍藿劐{动词，用刀尖插入物体内部并顺势划开}获
Ø	［1］忘-{～了}踒{脚～了}［5］倭窝卧握沃蜗涡龌莴挝{老～}
#yo	
l	［1］凉-{～水}［3］两-{二～}
tɕ	［3］脚角{牛～}饺［5］浆-{～糊}椒{辣～}
tɕʰ	［1］墙-嚼-［5］却啳{：骂人}
ȵ	［5］娘-{对母亲的称呼}
ɕ	［5］响-{～声}削学
Ø	［3］养-{～大}痒-{发～}［5］羊-约药钥跃乐{音～}
#ai	
p	［1］白=□{女阴}伯{～～}［3］摆百柏［5］拜败={失～}稗掰{～开}
pʰ	［1］排牌白-{～天}徘［5］派败-迫拍
m	［1］埋霾{雾～}［3］买卖［5］麦=脉迈
t	［3］逮歹傣［5］戴带贷待怠殆呆代袋=大{～夫}
tʰ	［1］胎台苔抬□{动词，藏}［5］态太泰袋-
n	［1］挨{～住}崖捱{～打}［3］乃奶［5］耐奈
l	［1］来莱［5］赖癞睐
ts	［1］择-{选～}宅责［3］宰载{年～}解{～开}窄［5］灾在=栽再载{～重}债斋寨-{山～}街-{～道}
tsʰ	［1］才材财裁豺-泽-{毛～东}［3］彩采踩睬［5］猜菜蔡在-钗差{出～}侧测策册
s	［1］柴-{拾～}筛{～子}蚕［5］腮鳃赛晒-{～太阳}塞{～住}色-{颜～}虱{～子}
tʂ	［5］摘寨=
tʂʰ	［1］豺=柴=［5］拆
ʂ	［5］晒=
k	［1］格-{方～～}［3］改［5］该概溉盖丐钙
kʰ	［3］楷［5］开凯慨
ŋ	［1］癌［3］矮［5］艾哀碍爱蔼挨隘嗳{打呵～}暧嫒
x	［1］鞋-孩［3］海［5］亥害骇解{姓～}
Ø	［5］埃哎{叹词}唉
#uai	
tʂ	［5］拽
tʂʰ	［3］揣
ʂ	［3］甩［5］摔衰帅率
k	［3］柺拐［5］乖怪
kʰ	［5］块会{～计}桧脍快筷
x	［1］槐怀淮徊踝{脚～}［5］坏
Ø	［5］外歪崴□{～断：折断}个{一～}
#ei	
p	［3］北［5］杯辈倍=背={脊～}碑卑悲备被狈贝蓓惫［0］呗
pʰ	［1］培陪赔裴［5］胚坯配沛倍-佩背-{～诵}备=卜{萝～}煏{炕}呸
m	［1］没{～有}梅枚媒玫煤眉={～毛}楣霉莓酶［3］每美［5］妹昧媚寐墨麦-{小～}魅
f	［1］肥=［3］匪扉蜚绯翡诽［5］废肺吠非飞={～机}疿=妃费翡沸啡菲
v	［5］胃
t	［1］得德
tʰ	［5］忒特
n	［5］内馁
l	［3］磊儡［5］肋嘞擂
ts	［1］贼=
tsʰ	［1］贼-
k	［3］给{送～}
kʰ	［5］刻
x	［5］黑嘿
#uei	
t	［1］□{动词，碰}［5］堆对碓{～圪窝}队兑
tʰ	［1］颓［3］腿［5］推退蜕{～皮}煨煺{～毛}
l	［1］雷儡累{～赘}［3］垒［5］泪=累{劳～}类
ts	［3］嘴=［5］醉={～酒}最罪=
tsʰ	［5］催崔脆翠粹罪-{犯～}摧
s	［1］随={～便}髓=隋绥［5］岁={～月}虽遂邃隧穗=碎祟{鬼鬼～～}
tʂ	［5］缀赘追坠锥{改～}惴
tʂʰ	［1］槌{棒～}垂锤=捶［5］吹=炊
ʂ	［1］谁=［3］水={～果}薯{红～}［5］税睡=
ʐ	［3］蕊［5］芮锐瑞睿
k	［3］诡轨癸鬼［5］圭闺桂规硅瑰{玫～}龟柜=跪=归贵国-{～家}
kʰ	［1］魁奎逵葵傀{～儡}馗{钟～}［5］盔溃亏窥愧柜-{掌～}匮跪-{～下}馈篑
x	［1］回茴{～子白}□{～李：李子}蛔{～虫}［3］悔毁［5］恢灰贿晦汇惠慧会{开～}秽麾挥辉徽讳诲卉绘晖烩{～菜}
Ø	［1］桅维惟违围=□{动词，慢慢挪}唯［3］委尾=伟苇为{年轻有～}萎纬伪［5］卫危位为{～什么}微未味魏威畏慰谓喂=蔚薇尉炜渭韦{姓}巍猬
#au	
p	［1］刨=雹嫑［3］保堡=宝饱褓［5］褒报包胞鲍{姓～}豹爆抱暴□{给你～一点：动词，拨，匀}
pʰ	［1］袍跑刨-{～根}剖［5］泡抛炮
m	［1］毛={～衣}茅{王～镇}猫锚矛芼{一种可供食用的野菜}［3］卯铆［5］冒帽貌茂贸□{～一眼：看}毷{～啦：生气，发火}
t	［3］祷岛倒{～闭}导捣蹈［5］刀叨到倒{～水}道={～路}盗稻=悼
tʰ	［1］桃桃逃淘陶［3］讨［5］滔掏套涛道-{～理}稻-
n	［1］挠铙［3］脑恼瑙{玛～}［5］闹
l	［1］劳捞牢唠崂{～山}醪{～糟}痨［3］老姥佬咾{黑～}［5］涝{山圪～}落{～花生}
ts	［3］早枣蚤{圪～}澡藻［5］遭糟罩躁皂=造=燥焯{～菜：把菜放在开水里微煮就捞出来}笊{厨房常用的工具，能漏水，可以捞东西}
tsʰ	［1］曹槽{马～}巢［3］草吵炒{～瓢}皂-{肥～}［5］躁操噪糙造-抄钞□{～老花：乞丐}
s	［3］扫{打～}嫂［5］骚臊{～气}扫{～帚}梢{末～}稍捎□{～猪：阉猪}搔哨
tʂ	［1］着=［3］沼［5］朝{今～}兆召昭招照诏赵=
tʂʰ	［1］朝{～代}潮嘲［5］超赵-
ʂ	［1］韶勺［3］少{多～}绍［5］烧少{～年}绍邵
ʐ	［1］饶娆［3］扰［5］绕
k	［3］稿搞［5］高膏{药～}篙羔糕告睾
kʰ	［3］考烤拷［5］靠犒铐
ŋ	［1］熬鏊{一种烙饼用的平底锅}［3］袄［5］傲懊{～恼}奥肮{～脏}澳拗
x	［1］豪壕豪毫嚎号{～叫}和{我～他}［3］好{～坏}郝［5］蒿薅好{爱～}耗浩号{～码}□{把麦～开：摊开使晾晒}
#iau	
p	［3］表婊裱［5］膘标彪镖
pʰ	［1］瓢嫖［3］漂{～白}鳔瞟{动词，看，表示很快地看}［5］飘票漂{～亮}□{左～：惯用左手}
m	［1］苗描瞄［3］藐渺秒淼缈邈［5］庙妙缪
t	［5］刁貂雕钓掉调{音～}屌{～样}叼凋碉吊
tʰ	［1］条调{～和}蓧{灰～菜}迢［3］挑{～战}窕{窈～}［5］挑{～拣}跳粜{～麦换面}
l	［1］聊辽撩寥疗僚嘹缭［3］潦{～草}燎{～油：一种烹调手法，旺火烈油时迅速出锅}了{～结}［5］瞭料尥{马～蹶子}廖撂{～了吧：扔}镣{～铐}
tɕ	［3］剿绞狡铰搅缴侥矫=饺佼［5］焦蕉交郊胶教校{～对}觉{睡～}叫较酵{～母}浇骄礁{触～}椒娇轿={～车}茭{三～草}蛟跤
tɕʰ	［1］乔侨桥荞{～麦}瞧樵憔［3］巧［5］雀-{家～}悄敲俏轿-{花～}撬跷{蹊～}锹{一种挖土工具}窍噍{牛倒～}翘峭
ȵ	［3］咬鸟袅［5］窖尿□{～开：撬开}
ɕ	［1］淆筱［3］小晓矫-{～一下}［5］消宵霄硝销笑鞘孝效校{学～}萧箫嚣肖逍潇枭啸
Ø	［1］摇谣窑姚肴尧遥瑶［3］舀杳窈［5］妖邀腰要吆{～喝}耀夭幺{～二一：喊队}钥
#ou	
t	［1］牍［3］堵赌斗{容器}抖陡蚪{蝌～}［5］都度渡镀兜斗{～争}豆=逗□{～～眼：距离很近地看}痘窦篼{盛东西的工具}
tʰ	［1］徒屠图头投独-毒-读-犊{牛～子}［3］土吐［5］兔途涂杜肚-透偷豆-{～子}秃
n	［1］奴［3］努□{～死啦：累，费劲}［5］怒□{～一会儿：停留}
l	［1］炉芦庐耧{农具，也可做动词，～地}楼搂{～柴}□{～委：足够}偻髅{骷～}卢芦{葫～}颅［3］鲁橹虏卤搂{～抱}篓掳撸{～起袖子}［5］路赂露鹭漏陋鹿禄陆□{圪膝～}噜{打呼～}录辘{轱～}戮蝼璐碌潞麓轳
ts	［1］烛逐［3］阻走嘱［5］租祖组做-{～饭}助奏祝粥邹掫皱诌{～谎：撒谎}骤竹足筑揍
tsʰ	［1］族-卒轴［3］楚［5］粗醋初凑猝畜{～牲}促触□{～起：端起}
s	［1］锄-叔熟赎孰束［3］数{～一下}叟属蜀擞{抖～}［5］苏酥素诉塑嗉{鸟～子}梳疏枢庶恕嗽速淑束{一～花}搜馊瘦漱夙蔬艘飕
z	［5］肉褥{～子}
tʂ	［3］肘［5］昼宙纣舟州洲周咒胄□{～起：举起，使支撑}
tʂʰ	［1］绸稠筹愁仇酬［3］丑瞅［5］抽臭
ʂ	［3］手首守［5］收兽受寿授售
ʐ	［1］揉柔蹂糅{～合}
k	［3］狗苟枸［5］钩沟够构购勾篝诟垢{污～}佝
kʰ	［3］口［5］抠叩扣寇眍眍{～了他两眼：轻蔑地看}
ŋ	［1］牛［3］藕偶呕殴［5］欧瓯{盆、盂之类的瓦器}沤{久浸水中}怄
x	［1］侯喉猴瘊{刺～}［5］后厚候吼逅
#iou	
m	［5］谬
t	［5］丢
l	［1］流刘留硫榴{石～}琉{～璃}馏瘤［3］柳绺{几～}［5］六溜绿{～豆}□{斜视，表讨厌}
tɕ	［3］酒九久韭灸［5］纠揪鬏{头发上盘成一个结}鸠纠救究咎舅=就=旧=□{肚不～}蹴{圪～：蹲下}阄{抓～}疚{躲藏}
tɕʰ	［1］求球囚泅㞗{男阴，经常做后词缀，表贬义，做～}［3］糗［5］秋就-旧-柩{灵～}舅-丘臼{脱～}蚯{～蚓}鳅邱偢{动词，理会}
ȵ	［3］纽扭□{“新妇”的合音}
ɕ	［3］朽［5］秀䄂绣锈宿{星～}修羞休嗅□{动词，缠绕在一起}
Ø	［1］尤邮油由游犹［3］有友酉莠诱［5］幽幼忧优悠又右佑釉祐蚰{～蜒}釉
#æ̃	
p	［3］版板［5］班斑颁扳{～手}般搬半绊瓣=办=伴=拌=
pʰ	［1］盘磐蟠蹒［5］扮盼瓣-办-辨攀潘判伴-拌-叛
m	［1］蛮瞒馒［3］满螨［5］慢漫幔□{～圪得：蜻蜓}□{～乎：以后}
f	［1］凡帆烦繁梵樊藩矾{白～}幡［3］反嬎{～蛋}返［5］范犯泛藩贩翻番饭
t	［3］胆［5］耽担淡=丹单旦诞弹{子～}但蛋={～糕}单{～个}眈氮郸□{你～：你猜}惮
tʰ	［1］潭谭谈痰{吐～}檀坛弹{～琴}昙{～花}［3］毯坦袒忐［5］贪探坍滩摊炭淡-叹蛋-{鸡～}瘫{～痪}碳
n	［1］南男难{为～}楠［3］暖［5］难{灾～}喃囡
l	［1］蓝篮兰拦栏岚澜婪{贪～}［3］览榄{橄～}缆懒揽{～得多}［5］烂滥
ts	［3］斩盏攒［5］簪暂站蘸{～点酱}赞栈□{把头～下：低下}
tsʰ	［1］蚕惭谗馋蟾残掺{～和}［3］惨铲产［5］参{～加}搀{～老人}餐灿□{狗～;狗叫}
s	［3］散{松～}［5］三杉珊姗伞散{～布}山
tʂ	［3］展崭［5］沾粘瞻占绽战毡{毛～}
tʂʰ	［1］缠蝉单{～于}禅{～宗}婵蟾［5］颤潺阐忏谄
ʂ	［3］陕闪□{～眼：斜视，贬义}□{～住：遮住，盖住}［5］衫删疝扇善膳禅{～让}煽赡单{姓}鳝擅汕
ʐ	［1］然燃黏［3］染冉
k	［3］感敢橄槛{门～}赶［5］甘柑泔尴干肝竿杆秆擀{～杖}
kʰ	［3］坎砍［5］堪勘看刊
ŋ	［3］□{～上三碗饭：安排，计划}俺［5］庵揞暗岸{左～}安鞍按案氨鹌{～鹑蛋}
x	［1］含函咸-{～淡}衔-寒韩还{～有}［3］喊罕［5］撼憾憨酣馅-{饺子～}鼾汗旱焊{～车}翰涎{～水}
#iæ̃	
p	［3］贬匾扁□{动词，把东西往狭小空间塞}［5］鞭编变汴便{方～}边蝙=遍辫=
pʰ	［1］便{～宜}［5］篇偏骗辩片辫-{编～子}
m	［1］棉绵眠［3］免勉娩缅冕［5］面□{～蛋：马铃薯}
t	［3］点典碘［5］掂{～起：提起}店颠电殿奠佃垫={坐～}端-{～午}玷{～污}癫{～痫}甸淀{～粉}巅惦踮
tʰ	［1］甜田填［3］舔腆［5］添天垫-{～～}
l	［1］廉镰连联莲怜帘［3］敛脸［5］殓练炼链琏
tɕ	［3］减检简柬揀剪拣{～菜}俭{节～}［5］监舰歼尖箭渐剑兼搛{～菜}溅艰间奸{～臣}谏涧锏煎箭践贱=件=饯笺荐建键健腱肩坚见秸{麦～}犍{～子}碱{洋～}毽{～子}□{他可～：小气}毽
tɕʰ	［1］钱乾钳虔掮前潜［3］浅遣撵捻辇［5］欠谦歉迁件-{一～}千牵铅贱-嵌
ȵ	［1］严-{管得～}鲇拈颜-{～色}年撵撚言{～语}［3］眼-{～窝}渑{～池}碾{～子}辇捻{～碎}［5］淹-{～死啦}阉腌念蔫堰-{堤～}
ɕ	［1］咸={～阳}衔=嫌闲贤弦痫［3］险鲜{朝～}癣-显［5］馅={～饼}陷限苋仙鲜{～艳}线缐羡先掀献现县□{外～：外面}锨宪腺
Ø	［1］严={尊～}炎盐阎颜={容～}延筵言={语～}研沿檐蜒{蜿～}［3］俨眼=掩演［5］验魇淹=厌焰雁晏谚焉砚堰=烟燕宴唁{吊～}咽胭艳
#uæ̃	
