漢字	音標	註釋
唱	tʃʰɔŋ5	
撞	tʃʰɔŋ5	
丈	tʃʰɔŋ5	～老：丈人
商	ʃɔŋ1	
傷	ʃɔŋ1	
尚	ʃɔŋ1	
鄉	ʃɔŋ1	
香	ʃɔŋ1	
常	ʃɔŋ2	
嘗	ʃɔŋ2	
賞	ʃɔŋ3	
享	ʃɔŋ3	
響	ʃɔŋ3	
償	ʃɔŋ3	
上	ʃɔŋ3	～燈泡：裝燈泡
上	ʃɔŋ5	～山；山～
向	ʃɔŋ5	
岡	kɔŋ1	
崗	kɔŋ1	
剛	kɔŋ1	
綱	kɔŋ1	
缸	kɔŋ1	
光	kɔŋ1	
江	kɔŋ1	
扛	kɔŋ1	
廣	kɔŋ3	
講	kɔŋ3	
港	kɔŋ3	
鋼	kɔŋ5	
槓	kɔŋ5	
虹	kɔŋ5	天～：虹
降	kɔŋ5	下～；投～
□	kɔŋ5	這麽；這樣
康	kʰɔŋ1	
匡	kʰɔŋ1	
筐	kʰɔŋ1	
眶	kʰɔŋ1	
狂	kʰɔŋ2	
惶	kʰɔŋ2	害怕
慷	kʰɔŋ3	
況	kʰɔŋ3	
抗	kʰɔŋ5	
航	kʰɔŋ5	
曠	kʰɔŋ5	
炕	kʰɔŋ5	替，烤（乾）
仰	ŋɔŋ5	
戇	ŋɔŋ5	傻
糠	hɔŋ1	
巷	hɔŋ1	
杭	hɔŋ2	
行	hɔŋ2	銀～
絎	hɔŋ2	
項	hɔŋ3	
昂	ɔŋ1	
骯	ɔŋ1	
諒	liɔŋ1	
量	liɔŋ1	數～
良	liɔŋ2	
涼	liɔŋ2	
量	liɔŋ2	測～
糧	liɔŋ2	
梁	liɔŋ2	
粱	liɔŋ2	
輛	liɔŋ2	
兩	liɔŋ3	～隻
兩	liɔŋ5	斤～
亮	liɔŋ5	
將	tsiɔŋ1	～來
漿	tsiɔŋ1	
蔣	tsiɔŋ3	
獎	tsiɔŋ3	
槳	tsiɔŋ3	
醬	tsiɔŋ5	
將	tsiɔŋ5	大～
槍	tsʰiɔŋ1	
牆	tsʰiɔŋ2	
詳	tsʰiɔŋ2	
祥	tsʰiɔŋ2	
搶	tsʰiɔŋ3	
匠	tsʰiɔŋ5	
相	siɔŋ1	互～
箱	siɔŋ1	
廂	siɔŋ1	
湘	siɔŋ1	
鑲	siɔŋ1	
襄	siɔŋ1	
想	siɔŋ3	
□	siɔŋ3	（一）截（甘蔗）
相	siɔŋ5	～貌
象	siɔŋ5	
像	siɔŋ5	
讓	ȵiɔŋ1	
娘	ȵiɔŋ2	
釀	ȵiɔŋ3	
壤	ȵiɔŋ3	
攘	ȵiɔŋ3	替，抖動
疆	kiɔŋ1	
姜	kiɔŋ1	
薑	kiɔŋ1	
僵	kiɔŋ1	
腔	kʰiɔŋ1	
強	kʰiɔŋ2	～大
強	kʰiɔŋ3	勉～
央	iɔŋ1	
秧	iɔŋ1	
殃	iɔŋ1	
泱	iɔŋ1	
鴦	iɔŋ1	
樣	iɔŋ1	
穰	iɔŋ1	人多、熱鬧
羊	iɔŋ2	
洋	iɔŋ2	
楊	iɔŋ2	
揚	iɔŋ2	
陽	iɔŋ2	
瘍	iɔŋ2	
養	iɔŋ5	
癢	iɔŋ5	
棒	puŋ3	
捧	puŋ3	
蓬	pʰuŋ2	
篷	pʰuŋ2	
馮	pʰuŋ2	
夢	muŋ1	
蒙	muŋ2	
懵	muŋ3	
□	muŋ3	端
風	fuŋ1	
楓	fuŋ1	
瘋	fuŋ1	
豐	fuŋ1	
鳳	fuŋ1	
封	fuŋ1	
鋒	fuŋ1	
峰	fuŋ1	
蜂	fuŋ1	
奉	fuŋ1	
紅	fuŋ2	
鴻	fuŋ2	
縫	fuŋ2	～衣服
逢	fuŋ2	
諷	fuŋ3	
□	fuŋ3	倒（出）
東	tuŋ1	
冬	tuŋ1	
□	tuŋ1	（用頭）
頂	tuŋ1	
棟	tuŋ1	
董	tuŋ3	
懂	tuŋ3	
捅	tuŋ3	俗，捅（鳥窩）
凍	tuŋ5	
棟	tuŋ5	
崠	tuŋ5	屋～：屋脊
中	tuŋ5	～心：中間
通	tʰuŋ1	
動	tʰuŋ1	文，運～
洞	tʰuŋ1	
同	tʰuŋ2	
銅	tʰuŋ2	
桐	tʰuŋ2	
筒	tʰuŋ2	
童	tʰuŋ2	
桶	tʰuŋ3	
捅	tʰuŋ3	
統	tʰuŋ3	
痛	tʰuŋ5	
動	tʰuŋ5	白，單用
𪒬	nuŋ1	（燒）糊、焦
燶	nuŋ1	俗，（燒）糊、焦
農	nuŋ2	
膿	nuŋ2	
濃	nuŋ2	文
□	nuŋ3	噘（嘴）
聾	luŋ1	
窿	luŋ1	小洞
龍	luŋ2	
籠	luŋ2	
隆	luŋ2	
窿	luŋ2	涵～：陰溝
礱	luŋ2	
□	luŋ2	（手）伸入（袖管等）
攏	luŋ3	
弄	luŋ3	
隴	luŋ3	
壠	luŋ3	
棕	tsuŋ1	
宗	tsuŋ1	
綜	tsuŋ1	
蹤	tsuŋ1	
慫	tsuŋ1	
□	tsuŋ2	（用拳頭）打
總	tsuŋ3	
粽	tsuŋ5	
縱	tsuŋ5	
聰	tsʰuŋ1	
匆	tsʰuŋ1	
蔥	tsʰuŋ1	
囪	tsʰuŋ1	
崇	tsʰuŋ2	
叢	tsʰuŋ2	
從	tsʰuŋ2	
松	tsʰuŋ2	
雙	suŋ1	
鬆	suŋ1	
誦	suŋ3	
𢱤	suŋ3	推
送	suŋ5	
宋	suŋ5	
頌	suŋ5	
中	tʃuŋ1	
忠	tʃuŋ1	當～
忠	tʃuŋ1	
終	tʃuŋ1	
鐘	tʃuŋ1	
盅	tʃuŋ1	
舂	tʃuŋ3	
種	tʃuŋ3	～類
腫	tʃuŋ5	
中	tʃuŋ5	射～
眾	tʃuŋ5	
種	tʃuŋ5	～樹
仲	tʃʰuŋ1	
充	tʃʰuŋ1	
衝	tʃʰuŋ1	
蟲	tʃʰuŋ2	
重	tʃʰuŋ2	～複
寵	tʃʰuŋ3	
銃	tʃʰuŋ5	
重	tʃʰuŋ5	輕～
胸	ʃuŋ1	
兇	ʃuŋ1	
凶	ʃuŋ1	
雄	ʃuŋ2	
公	kuŋ1	
工	kuŋ1	
功	kuŋ1	
攻	kuŋ1	
弓	kuŋ1	
躬	kuŋ1	
宮	kuŋ1	
恭	kuŋ1	
供	kuŋ1	提～
□	kuŋ2	酸～～：酸溜溜
拱	kuŋ3	
鞏	kuŋ3	
貢	kuŋ5	
供	kuŋ5	～養
□	kuŋ5	～膿：化膿
嗊	kuŋ5	替，～黃：很黃
空	kʰuŋ1	
共	kʰuŋ1	
窮	kʰuŋ2	
孔	kʰuŋ3	
恐	kʰuŋ3	
□	kʰuŋ3	撅（屁股）
控	kʰuŋ5	
弘	huŋ2	
哄	huŋ2	
翁	uŋ1	
壅	uŋ1	
蕹	uŋ1	
擁	uŋ1	白，推
甕	uŋ5	
濃	ȵiuŋ2	白，密；（茶、酒）濃
用	iuŋ1	
戎	iuŋ2	
絨	iuŋ2	
熊	iuŋ2	
融	iuŋ2	
茸	iuŋ2	
容	iuŋ2	
蓉	iuŋ2	
庸	iuŋ2	
榕	iuŋ2	
雍	iuŋ3	
擁	iuŋ3	文
勇	iuŋ3	
湧	iuŋ3	
答	tap7	
搭	tap7	
褡	tap7	
□	tap8	零～：零食
嗒	tap8	濕～～：濕漉漉
踏	tʰap7	
塔	tʰap7	
榻	tʰap7	
溻	tʰap7	
塌	tʰap8	
納	nap8	
臘	lap8	
蠟	lap8	
眨	tsap7	
插	tsʰap7	
𥯥	tsʰap7	半圓形竹製農具
雜	tsʰap8	
閘	tsʰap8	
什	tsʰap8	～錦
煠	sap8	
夾	kap7	
甲	kap7	
胛	kap7	
匣	kap7	
合	kap7	～本：合夥（做生意）
□	kap8	～瘦：很瘦
恰	kʰap7	
□	ŋap7	容器之略低於容器口處
洽	hap7	
□	hap7	菜～：老的、黃的菜葉
合	hap8	
壓	ap7	
鴨	ap7	
押	ap7	
□	tɛp7	ɛp13～：骯髒
□	tʰɛp8	實
肭	nɛp7	肥
擸	lɛp7	～𢶍：垃圾
垃	lɛp7	本字“擸”
□	tsɛp7	用五指取少量東西
澀	sɛp7	
𢶍	sɛp7	擸～：垃圾
圾	sɛp7	本字“𢶍”
褶	tʃɛp7	
摺	tʃɛp7	～衫褲：疊衣服
𥍉	ʃɛp7	替，～眼：閉眼
涉	ʃɛp8	
峽	ʃɛp8	
協	ʃɛp8	
脅	ʃɛp8	
挾	ʃɛp8	～持
攝	ʃɛp8	白，～石：磁鐵
蛤	kɛp7	～蟆
鴿	kɛp7	
盒	hɛp8	
□	ɛp7	～tɛp13：骯髒
貼	tiɛp7	粘貼
帖	tʰiɛp7	
貼	tʰiɛp7	倒～
疊	tʰiɛp8	
碟	tʰiɛp8	
蝶	tʰiɛp8	
諜	tʰiɛp8	
□	liɛp7	縫隙
獵	liɛp8	
□	liɛp8	火焰蔓延
接	tsiɛp7	
妾	tsʰiɛp7	
捷	tsʰiɛp8	
楔	siɛp7	墊
聶	ȵiɛp7	
鑷	ȵiɛp7	
攝	ȵiɛp7	文，～影
鎳	ȵiɛp7	～仔：硬幣
□	ȵiɛp7	挽（袖子）
業	ȵiɛp8	
孽	ȵiɛp8	
𥍉	ȵiɛp8	火蛇～：閃電
劫	kiɛp7	
□	kiɛp7	澀
狹	kʰiɛp8	
醃	iɛp7	用鹽醃
葉	iɛp8	
頁	iɛp8	
□	nip7	凹
笠	lip7	
粒	lip7	
立	lip8	
□	tsʰip7	低（頭）
集	sip8	
輯	sip8	
習	sip8	
襲	sip8	
執	tʃip7	
汁	tʃip7	
濕	ʃip7	
熻	ʃip7	密合、悶煮食物；悶熱
十	ʃip8	
拾	ʃip8	
急	kip7	
級	kip7	
給	kip7	供～
吸	kip7	
及	kʰip8	
入	ip8	
八	pat7	
□	pat8	飛濺
拔	pʰat8	
鈸	pʰat8	
□	pʰat8	肚～：（人）肚子
法	fat7	
發	fat7	文
髮	fat7	
乏	fat8	
伐	fat8	
罰	fat8	
挖	vat7	
滑	vat8	
猾	vat8	
□	vat8	～淡：很淡
笪	tat8	
□	tʰat7	騙
達	tʰat8	
遢	tʰat8	
焫	nat7	灼燒
癩	lat7	
辣	lat8	
□	lat8	打（耳光）
邋	lat8	
札	tsat7	
擦	tsʰat7	
察	tsʰat7	
□	tsʰat7	ŋat13～：吝嗇
蚻	tsʰat8	曱～：蟑螂
薩	sat7	
殺	sat7	
刮	kat7	
括	kat7	
□	kat8	～硬：很硬
囓	ŋat7	咬
□	ŋat7	吝嗇
瞎	hat7	
□	at7	不安；發愁
鉢	pɔt7	
撥	pɔt7	
發	pɔt7	白
潑	pʰɔt7	
抹	mɔt7	
末	mɔt8	
沫	mɔt8	
襪	mɔt8	
闊	fɔt7	
活	vɔt8	
掇	tɔt7	
脫	tʰɔt7	
奪	tʰɔt8	
捋	lɔt7	替，宰殺
捋	lɔt8	
撮	tsɔt7	（一）綹（頭髮）
嘬	tsɔt7	吮吸
拙	tsɔt7	
撮	tsʰɔt7	騙
刷	sɔt7	
嗍	sɔt7	（嘴唇湊到碗邊）喝
說	ʃɔt7	
血	ʃɔt7	
割	kɔt7	
葛	kɔt7	
喝	hɔt7	
渴	hɔt7	
轄	hɔt8	
劣	liɔt7	
□	liɔt7	啃（骨頭）
絕	tsiɔt8	
薛	siɔt7	
血	siɔt7	
恤	siɔt7	
月	ȵiɔt8	
決	kiɔt7	
訣	kiɔt7	
缺	kʰiɔt7	
乙	iɔt7	
悅	iɔt8	
閱	iɔt8	
越	iɔt8	
粵	iɔt8	
曰	iɔt8	
北	pɛt7	
迫	pʰɛt7	
蔔	pʰɛt8	
墨	mɛt8	
默	mɛt8	
覓	mɛt8	
或	fɛt8	
惑	fɛt8	
獲	fɛt8	
穫	fɛt8	
挖	vɛt7	
得	tɛt7	
德	tɛt7	
忒	tʰɛt7	
特	tʰɛt8	
□	nɛt7	荊棘
肋	lɛt8	
勒	lɛt8	
則	tsɛt7	
側	tsɛt7	
鯽	tsɛt7	
責	tsɛt7	
策	tsʰɛt7	
測	tsʰɛt7	
賊	tsʰɛt8	
塞	sɛt7	
色	sɛt7	
□	sɛt7	曾孫
哲	tʃɛt7	
摺	tʃɛt7	
浙	tʃɛt7	
徹	tʃʰɛt7	
撤	tʃʰɛt7	來得～：來得及
澤	tʃʰɛt7	
宅	tʃʰɛt7	
侄	tʃʰɛt8	
設	ʃɛt7	
歇	ʃɛt7	
□	ʃɛt7	扇（耳光）
舌	ʃɛt8	
蝕	ʃɛt8	
穴	ʃɛt8	
國	kɛt7	
格	kɛt7	文
革	kɛt7	
剋	kʰɛt7	
克	kʰɛt7	
咳	kʰɛt7	
黑	hɛt7	
覈	hɛt8	
□	ɛt8	（用棍子或拳頭）打
鱉	piɛt7	
憋	piɛt7	
屄	piɛt7	女陰
撇	pʰiɛt7	
別	pʰiɛt8	
篾	miɛt8	
跌	tiɛt7	
鐵	tʰiɛt7	
裂	liɛt7	
列	liɛt8	
烈	liɛt8	
節	tsiɛt7	
切	tsʰiɛt7	
截	tsʰiɛt8	
洩	siɛt7	
泄	siɛt7	
屑	siɛt7	
捏	ȵiɛt7	
熱	ȵiɛt8	
揭	kiɛt7	文
結	kiɛt7	文
潔	kiɛt7	
傑	kʰiɛt8	
揭	iɛt7	白
不	put7	
□	put8	（湯、粥）溢出來
□	put8	～輕：很輕
勃	pʰut8	
□	mut7	腐爛
物	mut8	
忽	fut7	
窟	fut7	白，小洞
佛	fut8	
核	fut8	果核
屈	vut7	白，使彎曲
鬱	vut7	
□	tut7	接觸（到某物體）
□	tut8	～～子：蟋蟀
□	tut8	烏～～：黑黑的
禿	tʰut7	
突	tʰut7	衝～
突	tʰut8	～出
脫	lut7	滑落；脫開
□	lut7	圓～～：圓溜溜
率	lut8	效～
□	lut8	～tʃut3：魯莽
律	lut8	
卒	tsut7	
戍	sut7	
摔	sut7	
率	sut7	～領
蟀	sut7	
□	sut8	吸回溜出的鼻涕
□	tʃut8	lut3～：魯莽
出	tʃʰut7	
拭	tʃʰut7	擦
術	ʃut8	
述	ʃut8	
骨	kut7	
□	kut8	ku52 ku52～～：嘟嘟囔囔
窟	kʰut7	白
屈	kʰut7	白
倔	kʰut7	
崛	kʰut7	
掘	kʰut7	
□	kʰut8	禿（物體失去兩端）
域	iut7	
筆	pit7	
畢	pit7	
必	pit7	
弼	pit7	
逼	pit7	
碧	pit7	
璧	pit7	
□	pit7	用蒸餾的方法釀酒
□	pit8	從小孔擠壓而出
避	pʰit7	
匹	pʰit7	
僻	pʰit7	
闢	pʰit7	
蜜	mit8	
密	mit8	
□	fit7	臭狐～：狐臭
□	vit7	扔
滴	tit7	
剔	tʰit7	
敵	tʰit8	
狄	tʰit8	
栗	lit8	
力	lit8	
即	tsit7	
積	tsit7	
脊	tsit7	
績	tsit7	
□	tsit7	（用手指）戳
七	tsʰit7	
漆	tsʰit7	
膝	tsʰit7	
戚	tsʰit7	
寂	tsʰit7	
蟄	tsʰit8	
疾	tsʰit8	
籍	tsʰit8	
藉	tsʰit8	
席	tsʰit8	
悉	sit7	
瑟	sit7	
蝨	sit7	
息	sit7	
熄	sit7	
嗇	sit7	
惜	sit7	文，可～
昔	sit7	
夕	sit7	
釋	sit7	
析	sit7	
秩	tʃit7	
質	tʃit7	
織	tʃit7	
職	tʃit7	
斥	tʃʰit7	
直	tʃʰit8	
值	tʃʰit8	
植	tʃʰit8	
殖	tʃʰit8	
日	ȵit7	
失	ʃit7	
室	ʃit7	
識	ʃit7	
式	ʃit7	
飾	ʃit7	
適	ʃit7	
實	ʃit8	
食	ʃit8	
結	kit7	白，打～
吉	kit7	
橘	kit7	
擊	kit7	
激	kit7	
□	kit7	打赤～：打赤膊
□	kit7	胳肢
極	kʰit8	
□	kʰit8	～鱗：穿山甲
一	it7	
抑	it7	
益	it7	
逸	it8	
翼	it8	
譯	it8	
易	it8	
液	it8	
疫	it8	
役	it8	
百	pak7	
柏	pak7	
伯	pak7	
陌	pak7	
□	pak7	魚～子：魚氣囊
□	pak8	～鹹：很鹹
泊	pʰak7	
拍	pʰak7	
魄	pʰak7	
白	pʰak8	
擘	mak7	掰
脈	mak7	
蕒	mak7	
麥	mak8	
□	vak7	捅
□	vak7	～生：很新鮮、活蹦亂跳
劃	vak8	～船；計～
□	tak8	（算得）～准：很準
䌈	tʰak7	用繩子繫
□	nak7	扭傷
蹃	nak8	踩
□	lak7	白～～：白白的
肋	lak7	替，～側（tʃʰak13）：腋下
摘	tsak7	
笮	tsak7	（用重物）壓
拆	tsʰak7	
圻	tsʰak7	爆～：皸裂
析	sak7	白，量詞，塊
窄	tʃak7	
隻	tʃak7	
炙	tʃak7	
側	tʃʰak7	替，肋～：腋下
赤	tʃʰak7	
尺	tʃʰak7	
冊	tʃʰak7	
擇	tʃʰak8	文
石	ʃak8	
隔	kak7	
格	kak7	白
□	kak7	～秤：復秤
□	kak8	～扁：很扁
揢	kʰak8	
咳	kʰak8	使勁吐出（痰）
嚇	hak7	
客	hak7	
扼	ak7	
軛	ak7	
鈪	ak7	
壁	piak7	
劈	pʰiak7	
踢	tʰiak7	
糴	tʰiak8	
笛	tʰiak8	
瀝	liak7	～仔：小溪
歷	liak8	
曆	liak8	
壢	liak8	地～：旱地
𥷒	liak8	～籬：笊籬
叻	liak8	能幹
跡	tsiak7	
蓆	tsʰiak7	
鵲	siak7	
惜	siak7	白，疼愛
錫	siak7	
額	ȵiak7	
逆	ȵiak8	
劇	kiak7	白，快
劇	kʰiak7	文，連續～
屐	kʰiak8	
亦	iak8	
掖	iak8	揮（手）
博	pɔk7	
剝	pɔk7	文
駁	pɔk7	
膊	pɔk7	河～：河堤
啵	pɔk8	（用棍子）敲、打
薄	pʰɔk8	
雹	pʰɔk8	
膜	mɔk7	
幕	mɔk7	
寞	mɔk7	
剝	mɔk7	白
募	mɔk8	
莫	mɔk8	
握	vɔk7	
鑊	vɔk8	鍋
托	tʰɔk7	
託	tʰɔk7	
鐸	tʰɔk7	
啄	tɔk7	
□	tɔk7	守候
斵	tɔk8	用力向下連續砍
諾	nɔk7	
洛	lɔk7	
絡	lɔk7	
落	lɔk8	
樂	lɔk8	
作	tsɔk7	
桌	tsɔk7	
卓	tsɔk7	
昨	tsɔk8	
鑿	tsʰɔk8	
塑	sɔk7	
索	sɔk7	
朔	sɔk7	
著	tʃɔk7	～衫：穿衣
琢	tʃɔk7	
酌	tʃɔk7	
斫	tʃɔk7	
戳	tʃʰɔk7	
□	tʃʰɔk7	用腳撥拉
著	tʃʰɔk8	附～；對、正確
芍	ʃɔk7	
勺	ʃɔk8	
各	kɔk7	
閣	kɔk7	
郭	kɔk7	
廓	kɔk7	
覺	kɔk7	知～
角	kɔk7	
桷	kɔk7	～子：椽
擴	kʰɔk7	
霍	kʰɔk7	
藿	kʰɔk7	
确	kʰɔk7	
敲	kʰɔk8	訓，（用指關節）敲
□	ŋɔk7	（人）差勁；質量差
鄂	ŋɔk8	
鱷	ŋɔk8	
岳	ŋɔk8	
嶽	ŋɔk8	
樂	ŋɔk8	音～
殼	hɔk7	
□	hɔk7	炒
鶴	hɔk8	
學	hɔk8	
噁	ɔk7	
惡	ɔk7	
啄	tiɔk7	俗
略	liɔk8	
掠	liɔk8	
爵	tsiɔk7	
雀	tsiɔk7	
嚼	tsiɔk7	
□	tsiɔk8	～靜：很安靜
弱	ȵiɔk8	
虐	ȵiɔk8	
瘧	ȵiɔk8	
腳	kiɔk7	
钁	kiɔk7	～鋤：鋤頭
怯	kʰiɔk7	
約	iɔk7	
躍	iɔk7	
若	iɔk8	
藥	iɔk8	
朴	pʰuk7	
樸	pʰuk7	
卜	pʰuk7	占～
撲	pʰuk7	
瀑	pʰuk7	
覆	pʰuk7	白，倒扣
僕	pʰuk7	～倒
僕	pʰuk8	～人
𦢊	pʰuk8	蚊蟲叮咬起的小包
木	muk7	
目	muk7	
牧	muk8	
福	fuk7	
幅	fuk7	
腹	fuk7	
覆	fuk7	文
復	fuk8	
複	fuk8	
服	fuk8	
伏	fuk8	
沃	vuk8	
督	tuk7	
篤	tuk7	
涿	tuk7	淋（雨）；（一）泡（屎）
啄	tuk7	
𡱰	tuk7	器物底部
獨	tʰuk8	
讀	tʰuk8	
毒	tʰuk8	文
□	nuk7	動
□	nuk8	縮（手）
祿	luk7	
摝	luk7	攪拌
轆	luk7	滾動；打滾
碌	luk7	
樚	luk7	替，截，量詞
鹿	luk8	
六	luk8	
陸	luk8	
綠	luk8	
錄	luk8	
熝	luk8	（被火）燙
捉	tsuk7	
足	tsuk7	
刺	tsʰuk7	
促	tsʰuk7	
濁	tsʰuk8	
族	tsʰuk8	
嗾	tsʰuk8	替，嗆（水）；刺鼻
速	suk7	
肅	suk7	
宿	suk7	
縮	suk7	
粟	suk7	
續	suk8	
俗	suk8	
贖	suk8	
竹	tʃuk7	
築	tʃuk7	
燭	tʃuk7	
囑	tʃuk7	
蜀	tʃuk7	
畜	tʃʰuk7	～牲
逐	tʃʰuk7	
祝	tʃʰuk7	
粥	tʃʰuk7	
觸	tʃʰuk7	
束	tʃʰuk7	
軸	tʃʰuk8	
□	tʃʰuk8	抖動（衣物等）
叔	ʃuk7	
淑	ʃuk7	
畜	ʃuk7	～牧
蓄	ʃuk7	
旭	ʃuk7	
熟	ʃuk8	
屬	ʃuk8	
穀	kuk7	
谷	kuk7	
趜	kuk7	驅趕
侷	kuk8	替，強迫
哭	kʰuk7	
菊	kʰuk7	
麴	kʰuk7	
曲	kʰuk7	
酷	kʰuk7	
屋	uk8	
肉	ȵiuk7	
褥	ȵiuk8	
玉	ȵiuk8	
獄	ȵiuk8	
郁	iuk7	
育	iuk7	
辱	iuk8	
慾	iuk8	
欲	iuk8	
浴	iuk8	
