抛	pʰau阴平					
炮	pʰau阴去					
跑	pʰau阴上					
鮑	pau阳上					
刨	pʰau阴平					
茅	mau阳平					
貓	ŋiau阴平					
卯						
貌	mau阳上					
鐃						
撓	nau阳上					
鬧	nau阳上	lau阳上				
罩	tsau阳上					
抓						
爪	dziau阴上					
找	tsau阴上	tau阴上				
笊						
抄	tsʰau阴平					
鈔	tsʰau阴平					
炒	tsʰa阴上					
吵	tsʰau阴平					
巢	tsʰau阳平					
梢	sau阴平	siau阴平				
捎	sau阴平	sa阴平				
稍	sau阴平	tsʰiau阴上				
潲	sau阴平	siau阴平				
交	kau阴平					
郊	kau阴平					
膠	ka阴平					
教	ka阴去					
絞	kau阴上	ka阴上				
狡	kau阴上					
鉸	ka阴平					
搞	kau阴上					
攪	kau阴上	ka阴上				
教						
較	kau阴去	kʰaʔ阴入				
酵	hau阴平	ka阴去				
窖						
校	hau阳上					
覺	kak阴入					
敲	kʰa阴去					
巧	kʰiau阴上	kʰa阴上				
咬	ŋiau阴上	ka阳上				
孝	hau阴去					
肴	ŋau阳平					
淆	ŋau阳平					
效	hau阴去					
校	ka阴去					
坳						
拗	au阴上	a阴上				
飈	pio阴平					
標	pʰiau阴平	piau阴平				
表	piau阴上					
錶	pio阴平					
標						
飄	pʰiau阴平					
漂	pʰiau阴平	pʰio阴去				
票	pʰio阴去					
漂						
嫖	pʰiau阳平					
瓢	pʰiau阳平					
鰾	pio阳上					
描	bio阳平					
苗	bio阳平					
貓						
藐	miau阴上					
渺	miau阳平	bio阳平				
秒	miau阴上					
廟	bio阳去					
妙	miau阳上					
燎	liau阳平					
燎						
焦	tsiau阴平	ta阴平				
椒	tsio阴平					
剿	tsiau阴上					
鍬						
繰						
悄	tsʰiau阴平					
俏	tsʰiau阴去					
樵	tsʰiau阳平					
瞧	tsʰiau阳平					
消	siau阴平					
宵	siau阴平	sio阴平				
霄	siau阴平					
硝	siau阴平					
銷	siau阴平					
小	siau阴上	sio阴上				
笑	siau阴去	tsʰio阴去				
鞘	siau阴平					
朝	tsʰiau阳平					
超	tʰiau阴平					
朝	tsiau阴平					
潮	tio阳平					
趙	tio阳上					
兆	tiau阳上					
肇	tiau阳上					
召	tiau阳上					
昭	tsiau阴平					
招	tsiau阴平	tsio阴平				
沼	tsiau阴上					
照	tsiau阴去	tsio阴去				
詔						
燒	sio阴平					
少	siau阴上	tsio阴上				
少	siau阴去					
韶	siau阳平					
紹	siau阳上					
邵						
饒	dziau阳平					
擾	dziau阴上					
繞	dziau阴上					
繞						
驕	kiau阴平					
嬌	kiau阴平					
矯	kiu阴上					
喬	kʰiau阳平					
橋	kio阳平					
轎	kio阳去					
囂	hiau阴平					
枵	hiau阴平	iau阴平				
妖	iau阴平					
邀	iau阴平					
腰	io阴平					
要	iau阴平					
夭	iau阴平					
要	iau阴去					
搖	iau阳平	io阳平				
謠	iau阳平	io阳平				
窯	iau阳平	io阳平				
姚	iau阳平	io阳平				
舀	iõ阴上					
耀	iau阳上					
刁	tiau阴平					
貂	tiau阴平					
雕	tiau阴平					
鳥	niau阴上	tsiau阴上				
吊	tiau阴去					
釣	tio阴去					
挑	tʰiau阴平					
跳	tʰiau阴去					
糶	tʰio阴去					
跳						
條	tiau阳平					
調	tiau阴去					
掉	tiau阳上					
調	tʰiau阳平					
尿	dzio阴去					
聊	liau阳平					
遼	liau阳平					
撩	liau阳平					
寥	liau阳平					
廖	liau阳上					
了	liau阴上					
瞭	liau阳平					
料	liau阳去					
簫	siau阴平					
蕭	siau阴平					
嘯	siau阳上					
澆	tsiau阴平					
繳	kiau阴上					
叫	kio阴去					
竅	kʰa阴上					
堯	iau阳平					
曉	hiau阴上					
么						
杳	iau阳平					
剖	pʰou阴上					
某	mou阴上					
畝	mou阴上					
牡	mou阴上					
拇	bo阴上					
母	bo阴上					
茂	mau阳上					
戊						
貿	mau阳上					
兜	tau阴平					
斗	tou阴上	tau阴上				
抖	tou阴上	tau阴上				
陡	tou阴上					
鬥	tou阴去	tau阴去				
偷	tʰau阴平					
透	tʰau阴去					
頭	tʰau阳平					
投	tau阳平					
豆	tau阳去					
逗	tou阳上					
耨						
樓	lau阳平					
摟	lou阴上					
簍						
漏	lau阴去	lau阳去				
陋	lau阴去					
走	tsau阴上					
奏	tsau阴上					
凑	tsʰau阴去	tau阴去				
叟						
嗽	sau阴去					
勾	kau阴平					
鉤	kau阴平	ŋau阴平				
溝	kau阴平	kʰau阴平				
狗	kau阴上					
苟	kau阴上					
垢	kau阴去					
彀						
夠	kau阴去					
構	kou阴去					
購	kou阴去					
媾						
摳	kʰou阴平	kʰau阴平				
口						
叩	kʰau阴去					
扣	kʰau阴去					
寇	kʰau阴去					
藕	ŋau阳上					
偶	ŋou阴上					
偶	ŋau阴上					
吼	hau阴上					
蔻	kʰau阴去					
侯	hau阳平					
喉	au阳平					
猴	kau阳平					
後	au阳上					
厚	kau阳上					
后	hou阳上					
候	hau阳去					
謳						
歐	au阴平					
區	au阴平	kʰi阴平				
嘔	au阴上					
毆	ou阴平					
漚	au阴去					
慪	au阴去					
否	hou阴上	pʰi阴上				
富	hu阴去	pu阴去				
副	hu阴去					
浮	pʰu阳平					
阜						
負	hu阳上					
婦	hu阳上	pu阳上				
復	hok阳入					
謀	mou阳平					
矛	mau阳平					
眸	mou阳平					
紐	niu阴上					
扭	niu阴上					
留	liu阳平	lau阳平				
榴	liu阳平					
劉	lau阳平					
流	liu阳平	lau阳平				
硫	liu阳平					
琉	liu阳平					
柳	liu阴上					
溜	liu阴平	liu阴去				
揪	kiu阴平	kʰiu阴上				
酒	tsiu阴上					
秋	tsʰiu阴平					
就	tsiu阳上	tsu阳上				
修	siu阴平					
羞	siu阴平					
秀	siu阴去					
鏽	siu阴去					
繡	siu阴去					
宿	siok阴入	siu阴去				
囚	tsʰiu阳平					
袖	siu阴去					
肘	tiu阴上					
晝	tiu阴去	tau阴去				
抽	tʰiu阴平					
丑	tʰiu阴上					
綢	tiu阳平					
稠	tiu阳平					
籌	tʰiu阳平					
紂	tiu阳上					
宙	tiu阳上					
鄒	tsiu阴平					
皺	niau阴去					
縐						
愁	tsʰou阳平					
驟	tsou阳上					
餿						
搜	siu阴平	siau阴平				
颼						
蒐	siu阴平	siau阴平				
瘦	saŋ阴上					
漱	sau阴上					
周	tsiu阴平					
舟	tsiu阴平					
洲	tsiu阴平					
州	tsiu阴平					
帚	siu阴上					
咒	tsiu阴去					
醜	tsʰiu阴上					
臭	tsʰau阴去					
收	siu阴平					
手	tsʰiu阴上					
首	siu阴上					
守	siu阴上					
獸	siu阴去					
讎						
酬	tsʰiu阳平					
受	siu阳上					
壽	siu阴上					
授	siu阴上					
售	siu阳平	tsʰiu阳平				
柔	dziu阳平					
揉	dziu阳平					
鳩	kiu阴平					
鬮	kʰau阴平					
九	kiu阴上	kau阴上				
久	kiu阴上	ku阴上				
韭	kiu阴上					
灸	kiu阴去					
究	kiu阴去					
救	kiu阴去					
丘	kʰu阴平					
求	kʰiu阳平					
球	kiu阳平					
仇	tsʰiu阳平					
舅	ku阳上					
臼	kʰu阴平					
咎	kiu阴去					
舊	ku阳去					
柩						
牛	gu阳平					
休	hiu阴平					
朽	hiu阴上					
嗅	hiu阴去					
憂	iu阴平					
優	iu阴平					
尤	iu阳平					
郵	iu阳平					
有	iu阴上	u阳上				
友	iu阴上					
又	iu阳上					
右	iu阳上					
宥	iu阳上					
祐	iu阳上					
油	iu阳平					
游	iu阳平					
悠	iu阴平					
猶	iu阳平	iau阴去				
由	iu阳平					
酉	iu阴上					
莠						
誘	iu阳上					
釉	iu阳去					
柚	iu阳去					
彪	piau阴平	piu阴平				
謬	miu阳上					
丢	tiu阴平					
糾	kiu阴平					
幽	iu阴平					
幼	iu阴去					
耽	tam阴平					
貪	tʰam阴平					
探	tʰam阴去					
潭	tʰam阳平					
譚	tʰam阳平					
南	nam阳平					
男	nam阳平					
婪	lam阴上					
簪	tsam阴平					
參	tsʰam阴平	som阴平				
慘	tsʰam阴上					
蠶	tsʰaĩ阳平					
感	kam阴上					
堪	kʰam阴平					
龕						
坎	kʰam阴上					
砍	kʰam阴上					
勘	kʰam阴平					
含	ham阳平	kam阳平				
函	ham阳平					
撼	ham阳上					
憾	ham阳上					
庵	am阴平					
諳	am阴去					
暗	am阴去					
擔	tam阴平	tã阴平				
膽	tã阴上					
擔	tã阴去					
坍	tʰam阴平					
毯	tʰaŋ阴上					
痰	tʰam阳平					
談	tʰam阳平					
淡	tam阳上					
淡						
藍	lam阳平					
籃	lam阳平					
欖	lam阴上					
攬	lam阴上					
覽	lam阴上					
纜	lam阴上					
濫	lam阴上					
慚	tsʰam阳平					
暫	tsiam阳上					
三	sam阴平	sã阴平				
柑	kam阴平					
泔	kam阴平					
甘	kam阴平					
敢	kam阴上	kã阴上				
橄	kam阴上	kaŋ阴平				
瞰	kʰam阴去					
蚶	ham阴平					
喊	ham阴去					
邯						
酣	ham阴平					
站	tsam阳上					
賺	tsuaŋ阴去					
斬	tsam阴上					
蘸	tsam阴平					
讒	tsʰam阳平					
饞	tsʰam阳平					
杉						
尷	kam阴平					
減	kiam阴上					
鹻						
鹹	kiam阳平					
咸	ham阳平					
陷	ham阳上					
攙	tsʰam阳平					
懺	tsʰam阴去					
監	kam阴平					
監	kam阴去					
鑒	kam阴去					
嵌	kʰam阴去					
巖	ŋam阳平					
銜	ham阳平	kã阳平				
艦	lam阴上					
貶	piaŋ阴上	pĩ阴上				
黏	niam阳平					
廉	liam阳平					
鐮	liam阳平					
簾	liam阳平					
奩						
斂	liam阴上					
斂						
殮	liam阴上					
尖	tsiam阴平					
殲	tsiam阴平					
籤	tsʰiam阴平					
簽	tsʰiam阴平					
僉						
潛	tsʰiam阳平					
漸	tsiam阳上					
暹	siam阴平					
纖	tsʰiam阴平					
沾	tsiam阴平					
粘	niam阳平					
瞻	tsiam阴平					
佔	tsiam阴去					
占	tsiam阴平					
陝	siam阴上					
閃	siam阴上					
贍						
染	dziam阴上	ni阴上				
冉	dziam阴上					
檢	kiam阴上	kʰiam阴上				
臉	liam阴上					
鉗	kʰiam阳平					
儉	kʰiam阳上					
驗	ŋiam阳去					
險	hiam阴上					
淹	im阴平					
閹	iam阴平					
掩	iam阴上					
厭	iam阴去					
炎	iam阳上					
鹽	iam阳平					
閻	ŋiam阳平					
檐	iam阳平					
艷	iam阳上					
焰	iam阳上					
鹽						
劍	kiam阴去					
欠	kʰiam阴去					
嚴	ŋiam阳平					
儼						
釅						
鍁						
崦						
掂	tiam阳去	tim阴去				
點	tiam阴上					
墊	tiam阳上					
店	tiam阴去					
添	tʰiam阴平	tʰĩ阳去				
忝	tʰiam阴上					
舔	tʰiam阴上					
甜	tiam阳平	tĩ阳平				
拈	niam阴平	ni阴平				
鮎	niam阴平					
念	niam阳去					
僭	tsiam阴去					
蒹	kiam阴平					
謙	kʰiam阴平					
歉	kʰiam阴上					
嫌	hiam阳平					
泛	huam阳上	huaŋ阳上				
凡	huam阳平					
帆	huam阳平	pʰaŋ阳平				
範	huam阳上					
范	huam阳上					
犯	huam阳上	huaŋ阳上				
梵	huam阳平					
答	tap阴入					
搭	tap阴入	taʔ阴入				
踏	taʔ阳入					
納	nap阳入					
拉	la阴平					
雜	tsap阳入					
蛤	kap阴入					
鴿	kap阴入					
喝	huaʔ阴入					
合	hap阳入	haʔ阳入				
盒	ap阳入					
榻	tʰap阴入	tʰaʔ阴入				
塔	tʰaʔ阴入					
塌	tʰap阴入	lap阴入				
臘	laʔ阳入					
蠟	laʔ阳入					
鑞	laʔ阳入					
卅						
磕	kʰap阳入					
盍						
劄						
眨	tsap阳入					
插	tsʰaʔ阴入	tsʰiaʔ阴入				
閘	tsaʔ阳入					
煠	saʔ阳入					
霎	siap阴入					
夾	kiap阳入	ŋeʔ阴入				
袷						
恰	kʰap阴入					
掐						
狹	hiap阳入	eʔ阳入				
峽	hiap阳入					
洽	hap阴入					
甲	kaʔ阴入					
匣	ap阳入					
狎						
鴨	aʔ阴入					
押	aʔ阴入					
壓	ap阴入					
聶	niap阴入					
鑷	niap阴入					
獵	laʔ阳入					
接	tsiap阴入	tsiʔ阴入				
妾	tsʰiap阴入					
捷	tsiap阳入					
輒	tsiʔ阴入					
摺	tsiʔ阴入					
攝	siap阴入	niap阴入				
涉	siap阳入					
靨						
葉	iap阳入	hioʔ阳入				
劫	kiap阴入					
怯	kʰiak阴入					
業	giap阳入					
脅	hiap阳入					
貼	tʰiap阴入	taʔ阴入				
帖	tʰiap阴入					
疊	tʰiap阳入	tiap阳入				
牒	tiap阳入					
蝶	tiap阳入					
諜	tiap阳入					
協	hiap阳入					
俠	hiap阳入					
挾	hiap阳入					
法	huap阴入					
乏	huak阳入	hek阳入				
禀	pin阴上					
品	pʰin阴上					
賃						
林	lim阳平					
淋	lim阳平	lam阳平				
臨	lim阳平					
凛	lim阴上					
廪						
浸	tsim阴去					
侵	tsʰim阴平					
寢	tsʰim阴上					
蕈						
心	sim阴平					
尋	tsʰim阳平					
琛						
沉	tim阳平	tiam阳平				
朕	tsim阴上					
簪	tsam阴上					
岑						
森	som阴平					
今	kim阴平	kin阴平				
滲	siam阴去					
針	tsiam阴平					
斟	tsim阴平					
枕	tsim阴上					
葚	sim阳上					
深	tsʰim阴平					
瀋	sim阴上					
審	sim阴上					
嬸	sim阴上					
甚	sim阳上					
壬	dzim阳平					
任	dzim阳上					
任	dzim阳去					
妊	dzim阳平					
今	tã阴平					
金	kim阴平					
襟	kim阴平	kʰim阴平				
禁	kim阴平					
錦	kim阴上					
禁	kim阴去					
欽	kʰim阴平					
琴	kʰim阳平					
禽	kʰim阳平					
擒	kʰim阳平					
吟	im阴平					
音	im阴平					
陰	im阴平					
飲	im阴上					
飲						
蔭	im阴平					
窨						
淫	im阳平					
立	lip阳入					
粒	liap阳入					
緝	tsip阴入	tsʰip阴入				
集	tsip阳入					
輯	tsip阳入	tsʰip阴入				
習	sip阳入					
襲	sip阳入					
蟄						
澀	siap阴入					
汁	tsap阴入					
執	tsip阳入					
濕	sip阴入					
十	tsap阳入					
什	sip阳入	tsap阳入				
拾	sip阳入	tsap阳入				
入	dzip阳入					
急	kip阴入					
級	kʰip阴入					
汲	kʰip阴入					
給	kʰip阴入					
泣	kʰip阴入					
及	kip阳入					
吸	kʰip阴入					
邑	ip阴入					
壇	taŋ阳平	tuã阳平				
丹	taŋ阴平					
單	taŋ阴平	tuã阴平				
旦	taŋ阴去					
灘	tʰaŋ阴平	tʰuã阴平				
攤	tʰaŋ阴平	tʰuã阴平				
坦	tʰaŋ阴上					
嘆	tʰaŋ阴去					
炭	tʰuã阴去					
檀	tʰaŋ阳平					
壇	tʰaŋ阳平					
彈	taŋ阳上					
誕	taŋ阴去					
但	taŋ阳上					
彈	tʰaŋ阳平	tuã阳去				
蛋	taŋ阳上					
憚	taŋ阳上					
難	naŋ阳平					
難	naŋ阳上					
蘭	laŋ阳平					
攔	laŋ阳平					
欄	laŋ阳平					
懶	laŋ阴上					
爛	laŋ阴去					
贊	tsaŋ阴去					
餐	tsʰaŋ阴平					
燦	tsʰaŋ阴去					
殘	tsʰaŋ阳平					
珊	saŋ阴平					
散	suã阴去					
傘	suã阴去					
散	suã阴上					
肝	kuã阴平					
竿	kuã阴平					
干	kaŋ阴平	kuã阴平				
乾	kʰiaŋ阳平	kĩ阳平				
桿	kaŋ阴平	kuã阴平				
稈	kaŋ阴平	kuã阴平				
擀	kuã阴上					
趕	kuã阴上					
干	kaŋ阴去					
看	kʰang阴去	kʰuã阴去				
刊	kʰaŋ阴平					
侃	kʰaŋ阴上					
看						
岸	ŋaŋ阳上	huã阳上				
鼾	haŋ阴平	huã阳平				
罕	haŋ阴去	huã阳去				
漢	haŋ阴去					
寒	haŋ阳平	kuã阳平				
韓	haŋ阳平					
旱	haŋ阳上	huã阳上				
汗	haŋ阳上	kuã阳去				
翰	haŋ阴上					
安	aŋ阴平	uã阴平				
鞍	aŋ阴平	uã阴平				
按	aŋ阴去					
案	aŋ阴去	uã阴去				
扮	paŋ阳上					
盼	pʰaŋ阴去					
瓣	paŋ阳上					
辦	paŋ阳上					
綻	tsaŋ阴去					
盞	tsaŋ阴上					
鏟	tsʰaŋ阴上					
潺	tsʰaŋ阳平					
山	suã阴平					
產	tsʰaŋ阴上	saŋ阴上				
艱	kaŋ阴平					
間	kaŋ阴平	kaĩ阴平				
簡	kaŋ阴上					
揀	kaĩ阴上					
柬	kaŋ阴上					
間	kaŋ阴去					
眼	ŋaŋ阴上					
閒	aĩ阳平					
限	haŋ阳上					
莧						
班	paŋ阴平					
扳	paŋ阴平	paŋ阴上				
頒	paŋ阴平					
板	paŋ阴上					
版	paŋ阴上					
攀	pʰaŋ阴平					
扳						
襻	pʰaŋ阴平					
蠻	maŋ阳平					
慢	maŋ阳去					
棧	tsaŋ阳上					
删	saŋ阴平					
訕	saŋ阴去	suã阴去				
疝	saŋ阴去	suã阴去				
奸	kaŋ阴平					
姦	kaŋ阴平					
諫	kaŋ阴去					
顏	ŋaŋ阳平					
雁	ŋaŋ阳上					
晏	aŋ阳上	uã阴去				
編	piaŋ阴平	pĩ阴平				
鞭	piaŋ阴平	pĩ阴平				
變	piaŋ阴去	pĩ阴去				
篇	pʰiaŋ阴平					
偏	pʰiaŋ阴平					
騙	pʰiaŋ阴去					
便	piaŋ阳上					
辨	piaŋ阳上					
辯	piaŋ阳上					
便	pʰiaŋ阳平	pʰĩ阴平				
汴	piaŋ阳上					
綿	miaŋ阳平	mi阳平				
免	miaŋ阴上	meŋ阴上				
勉	miaŋ阴上					
娩	miaŋ阴上					
緬	miaŋ阴上					
面	min阳去					
碾	tiaŋ阴上					
碾						
連	liaŋ阳平					
聯	liaŋ阳平					
輦						
煎	tsiaŋ阴平					
剪	tsiaŋ阴上					
箭	tsĩ阴去					
濺	tsiaŋ阳上					
遷	tsʰiaŋ阴平					
淺	tsʰiaŋ阴上					
錢	tsĩ阳平					
踐	tsiaŋ阴上					
賤	tsiaŋ阳上					
仙	siaŋ阴平					
鮮	siaŋ阴平	tsʰĩ阴平				
鮮	siaŋ阴上					
癬	siaŋ阴上					
線	suã阴去					
涎	iaŋ阳平	nua阳上				
羨	siaŋ阳上	suaŋ阳上				
展	tiaŋ阴上					
纏	tĩ阳平					
氈	tsiaŋ阴平					
戰	tsiaŋ阴去					
顫	tsiaŋ阴去					
膻						
扇	sĩ阴去					
扇						
蟬	siam阳平					
禪	siam阳平					
善	siaŋ阳上					
膳	siaŋ阳上					
擅	siaŋ阳上					
單						
禪						
然	dziaŋ阳平					
燃	dziaŋ阳平					
遣	kʰiaŋ阴上					
乾						
虔	kʰiaŋ阳平					
件	kiã阳上					
諺	ŋaŋ阳上					
焉	iaŋ阴平					
延	iaŋ阳平					
筵	iaŋ阳平					
演	iaŋ阳上					
建	kiaŋ阴去					
鍵	kiaŋ阳上					
健	kiaŋ阳上					
腱	kiaŋ阳上					
言	ŋiaŋ阳平					
軒	hiaŋ阴平					
掀	hiaŋ阴平	hiaũ阴平				
憲	hiaŋ阳上					
獻	hiaŋ阴去					
蔫	iaŋ阴平					
堰						
邊	piaŋ阴平	pĩ阴平				
蝙	piaŋ阴上					
扁	piaŋ阴上	pĩ阴上				
匾	piaŋ阴上					
遍	piaŋ阴去	paŋ阴去				
片	pʰiaŋ阴去					
駢						
辮	piaŋ阴平	pĩ阴平				
眠	miaŋ阳平	min阳平				
麵	mi阳去					
顛	tiaŋ阴平	tin阴平				
典	tiaŋ阴上					
天	tʰiaŋ阴平	tʰĩ阴平				
田	tʰiaŋ阳平	tsʰaŋ阳平				
填	tʰiaŋ阳平					
電	tiaŋ阳上					
殿	tiaŋ阳上					
奠	tiaŋ阳上					
佃	tiaŋ阳上					
年	ni阳平					
攆	niaŋ阴上					
撚	liaŋ阴上					
憐	liaŋ阳平					
蓮	liaŋ阳平	nai阳平				
練	liaŋ阳上					
煉	liaŋ阳上					
箋	tsiaŋ阳上					
薦	tsiaŋ阳上					
千	tsʰaĩ阴平					
前	tsaĩ阳平					
先	siaŋ阴平	sin阴平				
肩	kaĩ阴平					
堅	kiaŋ阴平					
繭	kaĩ阴上					
見	kiaŋ阴去	kĩ阴去				
牽	kʰaŋ阴平					
研	ŋiaŋ阳平					
先	saĩ阴平					
顯	hiaŋ阴上					
賢	hiaŋ阳平					
弦	hiaŋ阳平					
現	hiaŋ阳去					
煙	iaŋ阴平					
燕	iaŋ阴去	ĩ阴去				
燕	iaŋ阴平					
嚥	iaŋ阴平					
宴	iaŋ阳上					
獺	tʰaʔ阴入					
達	tak阳入					
捺	naʔ阳入					
辣	laʔ阳入	luaʔ阴入				
癩	lai阳上					
擦	tsʰak阴入					
撒	sa阴上	suaʔ阴入				
薩	saʔ阴入					
割	kuaʔ阴入					
葛	kak阴入	kuaʔ阴入				
渴	kʰuaʔ阴入	kuaʔ阴入				
喝	huaʔ阴入					
曷						
八	pak阴入	peʔ阴入				
拔	puak阳入					
札	tsak阴入	tsaʔ阴入				
紮	tsak阴入	tsaʔ阴入				
扎	tsak阴入	tsaʔ阴入				
察	tsʰak阴入					
殺	saʔ阴入	suaʔ阴入				
軋						
鍘	tsak阴入					
瞎	hak阴入					
轄	hak阳入					
別	piak阳入	pak阴入				
憋						
鱉						
別						
滅	miak阳入					
列	liak阳入	lek阳入				
裂	liak阳入	liʔ阳入				
烈	liak阳入	liak阴入				
薛	seʔ阴入					
褻	siak阳入					
泄	siak阴入					
哲	tiak阴入					
徹	tʰiak阴入					
撤	tʰiak阴入	tsʰek阴入				
轍						
折	tsiak阴入	tsiʔ阴入				
浙	tsiak阴入					
舌	tsiʔ阳入					
設	siak阴入					
折						
熱	dziak阳入	dzuaʔ阳入				
孑						
傑	kiak阳入					
孽	ŋiak阳入					
揭	kit阴入	kiaʔ阴入				
竭	kiak阳入					
歇	hiaʔ阴入					
蝎	hiak阴入					
謁						
撇	pʰit阴入					
篾						
鐵	tʰĩ阴入					
迭	tiak阴入	tiʔ阴入				
跌	tiak阴入	tiʔ阴入				
捏	niap阳入					
節	tsiak阴入	tsak阴入				
切	tsʰiak阴入					
截	tsiak阳入					
屑	siak阴入	siaʔ阴入				
結	kiak阴入	kak阴入				
潔	kiak阴入					
節	tseʔ阴入					
搬	puã阳平					
般	pʰuã阴平					
半	puã阴去					
絆	puã阳上					
潘	pʰuã阴平	pʰun阴平				
拚	pʰeŋ阴去	piã阴去				
判	pʰuaŋ阴去	pʰuã阴去				
盤	puã阳平					
伴	pʰuã阳上					
叛	pʰuã阳上					
瞞	mua阳平					
饅	maŋ阳上					
滿	mua阴上					
漫	maŋ阳上					
幔	maŋ阳上					
端	tuaŋ阴平					
短	te阴上					
斷	tuaŋ阳上	tuĩ阳上				
鍛	tuaŋ阴去					
團	tʰuaŋ阳平	tʰuĩ阳平				
斷						
段	tuaŋ阳上	tuĩ阳去				
緞	tuaŋ阳上	tuĩ阳去				
暖	nuaŋ阴上					
鸞	luaŋ阳平					
卵	nuĩ阳上					
亂	luaŋ阳上					
鑽	tsuaŋ阴去	tsuĩ阴去				
纂	tsʰuaŋ阴去					
鑽	tsʰuaŋ阴去					
竄	tsʰuaŋ阴去	tsʰuĩ阴去				
酸	suĩ阴平					
算	suaŋ阴去	suĩ阴去				
蒜	suĩ阴去					
官	kuaŋ阴平	kuã阴平				
觀	kuaŋ阴平					
冠	kuaŋ阴平					
管	kuaŋ阴上					
館	kuaŋ阴上					
冠	kuaŋ阴去					
觀	kuaŋ阴去					
灌	kuaŋ阴去					
罐	kuaŋ阴去					
貫	kuaŋ阴去					
寬	kʰuaŋ阴平	kʰuã阴平				
款	kʰuaŋ阴上					
玩	ŋuaŋ阴上	guaŋ阴上				
歡	huaŋ阴平	huã阴平				
喚	huaŋ阳上					
煥	huaŋ阴去					
桓	huaŋ阳平					
完	iaŋ阳平	uaŋ阳平				
丸	uaŋ阳平	ĩ阳平				
紈	uaŋ阳平					
緩	huaŋ阴上					
皖	uaŋ阴上					
換	uã阳去					
豌	uaŋ阴上					
碗	uã阴上					
腕	uaŋ阴上					
還	haĩ阳平					
幻	huaŋ阴去					
篡	tsʰuaŋ阴去					
撰	tsuaŋ阳上					
閂	suaŋ阴平	tsʰuã阴去				
拴	suaŋ阴平					
涮	suaŋ阴去					
關	kuaŋ阴平	kuẽ阴平				
慣	kuaŋ阴去	kuaĩ阴去				
頑	ŋuaŋ阴上					
還	huaŋ阳平	huã阴上				
環	huaŋ阳平					
患	huaŋ阳上					
宦	huaŋ阴去					
彎	uaŋ阴平					
灣	uaŋ阴平					
戀	liaŋ阳上					
痊	tsʰuaŋ阳平					
全	tsʰuaŋ阳平	tsuĩ阳平				
泉	tsuã阳平					
宣	suaŋ阴平					
選	suaŋ阴上					
旋	suaŋ阳平					
旋	suaŋ阳上					
鏇	suaŋ阳平					
轉	tsuaŋ阴上	tuĩ阴上				
轉						
傳	tʰuaŋ阳平	tʰuĩ阳平				
椽						
穿	tsʰioŋ阳去	tsʰuĩ阴去				
傳	tuaŋ阴上					
專	tsuaŋ阴平	tsuĩ阴去				
磚	tsuĩ阴平					
川	tsʰuaŋ阴平					
穿	tsʰuaŋ阴平					
喘	tsʰuaŋ阴上					
舛	tsʰuaŋ阴上					
串	tsʰuaŋ阴去	tsʰuĩ阴去				
船	tsun阳平					
軟	nui阴上					
捲	kuĩ阴上					
眷	kuĩ阴上					
卷	kuĩ阴上					
絹	kiaŋ阴平					
圈	kʰiaŋ阴平					
權	kʰiaŋ阳平					
拳	kun阳平					
鬈						
圈						
倦	kiaŋ阴去					
員	iaŋ阳平	ĩ阳平				
圓	ĩ阳平					
院	ĩ阳去					
緣	iaŋ阳平	uaŋ阳平				
沿	iaŋ阳平					
鉛	iaŋ阳平					
捐	kiaŋ阴平					
番	pʰuã阴平					
藩	huaŋ阴平	pʰuã阴平				
反	huaŋ阴上					
翻	huaŋ阴平	huaŋ阴上				
番	huaŋ阴平	haŋ阴平				
販	huaŋ阴去					
煩	huam阳平	huaŋ阳平				
礬	huam阳平					
繁	huam阳平	huaŋ阳平				
藩						
飯	puĩ阳去					
晚	buaŋ阴上					
挽	buaŋ阴上					
萬	maŋ阳去					
勸	kʰiaŋ阴去	kʰuĩ阴去				
券	kʰiaŋ阴上	kuĩ阴上				
元	ŋiaŋ阳平	ŋuaŋ阳平				
原	ŋiaŋ阳平					
源	ŋiaŋ阳平					
阮	ŋuaŋ阴上	uaŋ阴上				
願	ŋiaŋ阳上					
喧	suaŋ阴平					
楦	suaŋ阴平					
冤	iaŋ阴平					
宛	uaŋ阴上					
婉	uaŋ阴上					
怨	iaŋ阳上					
袁	iaŋ阳平					
園	huĩ阳平					
援	iaŋ阳平					
垣						
遠	iaŋ阴上	huĩ阳上				
涓	kiaŋ阴平					
犬	kʰiaŋ阴上					
懸	hiaŋ阳平	kuaĩ阳平				
玄	hiaŋ阳平					
縣	kuaĩ阳去					
眩	hiaŋ阳平	hiŋ阳平				
淵	iaŋ阴平					
缽	puaʔ阴入					
撥	puak阴入					
潑	pʰuaʔ阴入					
鈸	puak阳入					
跋	puak阳入					
末	muak阳入	buaʔ阳入				
抹	buaʔ阴入					
沫	buaʔ阳入					
掇	tsʰuaʔ阴入					
脫	tʰuak阴入	tʰut阴入				
奪	tuak阳入					
捋	lut阳入					
撮	tsʰop阴入	tsʰoʔ阴入				
括	kʰuak阴入	kʰuaʔ阴入				
闊	kʰuaʔ阴入					
豁	hueʔ阴入					
活	uaʔ阳入					
斡						
滑	kut阳入					
猾	kut阳入					
挖	uak阴入	ueʔ阴入				
刷	suaʔ阴入	sut阴入				
刮	kuaʔ阴入					
劣	liak阳入	luak阴入				
絕	tsuak阳入					
雪	seʔ阴入					
輟	tsuak阴入					
拙	tsuak阳入					
